LogisticsShipmentExecutionKey,ShipDateKey,PlannedDeliveryDateKey,ActualDeliveryDateKey,ShipTimeOfDayKey,ActualDeliveryTimeOfDayKey,LogisticsShipmentHeaderKey,LogisticsShipmentLineKey,LogisticsCarrierServiceOptionKey,LogisticsLaneSegmentKey,ProductKey,CustomerKey,LogisticsShipmentStatusKey,LogisticsServiceLevelKey,UnitOfMeasureKey,CurrencyKey,ShippedQuantity,ShippedWeightKg,FreightAmount,SourceSystemKey,BatchId,LoadedAtUtc
7883,20260621,20260628,20260611,38040,11100,442,435,476,155,154,140,8,1,1,3,518.2000,884.0000,1809.7100,1,1,2026-08-24T00:00:00.000
7884,20260715,20260822,20260815,77520,7380,353,37,417,268,109,365,12,19,6,5,518.9000,885.0000,1811.0800,1,1,2026-08-24T00:00:00.000
7885,20260717,20260810,20260607,78600,5580,233,356,272,408,275,188,3,18,2,5,519.6000,886.0000,1812.4500,1,1,2026-08-24T00:00:00.000
7886,20260607,20260616,20260729,32520,85800,399,142,158,367,472,238,7,3,1,4,520.3000,887.0000,1813.8200,1,1,2026-08-24T00:00:00.000
7887,20260610,20260531,20260529,660,25560,182,197,170,395,147,46,12,19,4,4,521.0000,888.0000,1815.1900,1,1,2026-08-24T00:00:00.000
7888,20260714,20260823,20260609,31860,13440,227,300,441,243,361,-1,9,13,1,3,521.7000,889.0000,1816.5600,1,1,2026-08-24T00:00:00.000
7889,20260616,20260702,20260615,74400,16620,32,305,119,266,372,132,14,20,6,5,522.4000,890.0000,1817.9300,1,1,2026-08-24T00:00:00.000
7890,20260528,20260629,20260712,11580,12720,413,235,421,42,321,260,10,13,5,1,523.1000,891.0000,1819.3000,1,1,2026-08-24T00:00:00.000
7891,20260625,20260614,20260630,49020,8160,419,42,211,140,143,472,13,2,2,5,523.8000,892.0000,1820.6700,1,1,2026-08-24T00:00:00.000
7892,20260528,20260708,20260731,11520,85560,481,360,310,119,248,178,1,2,1,3,524.5000,893.0000,1822.0400,1,1,2026-08-24T00:00:00.000
7893,20260724,20260705,20260729,33180,78780,308,100,106,116,443,88,10,16,6,4,525.2000,894.0000,1823.4100,1,1,2026-08-24T00:00:00.000
7894,20260701,20260805,20260614,44880,26280,108,305,212,385,449,161,9,15,4,4,525.9000,895.0000,1824.7800,1,1,2026-08-24T00:00:00.000
7895,20260726,20260607,20260811,42060,35220,181,209,122,315,154,374,10,11,5,1,526.6000,896.0000,1826.1500,1,1,2026-08-24T00:00:00.000
7896,20260801,20260717,20260802,75060,61740,408,118,429,45,79,234,2,10,5,5,527.3000,897.0000,1827.5200,1,1,2026-08-24T00:00:00.000
7897,20260723,20260602,20260625,6780,12660,268,67,135,80,350,169,9,3,1,3,528.0000,898.0000,1828.8900,1,1,2026-08-24T00:00:00.000
7898,20260616,20260708,20260809,66480,16620,253,59,287,151,428,12,11,18,3,3,528.7000,899.0000,1830.2600,1,1,2026-08-24T00:00:00.000
7899,20260814,20260710,20260601,13500,11160,260,377,132,88,282,353,12,20,4,3,529.4000,900.0000,1831.6300,1,1,2026-08-24T00:00:00.000
7900,20260716,20260820,20260815,55680,34140,309,441,108,100,423,17,9,19,4,4,530.1000,901.0000,1833.0000,1,1,2026-08-24T00:00:00.000
7901,20260814,20260630,20260606,54300,41760,173,487,158,247,397,117,8,1,3,4,530.8000,902.0000,1834.3700,1,1,2026-08-24T00:00:00.000
7902,20260602,20260605,20260728,19500,34620,209,88,170,290,327,359,5,16,7,2,531.5000,903.0000,1835.7400,1,1,2026-08-24T00:00:00.000
7903,20260626,20260823,20260716,26040,16440,399,460,387,492,460,419,1,7,1,3,532.2000,904.0000,1837.1100,1,1,2026-08-24T00:00:00.000
7904,20260622,20260804,20260805,79080,44220,216,482,117,36,129,293,8,19,5,4,532.9000,905.0000,1838.4800,1,1,2026-08-24T00:00:00.000
7905,20260528,20260623,20260721,49980,22500,138,105,336,112,359,-1,3,12,1,5,533.6000,906.0000,1839.8500,1,1,2026-08-24T00:00:00.000
7906,20260528,20260630,20260804,33960,46080,16,234,375,404,153,294,4,4,4,2,534.3000,907.0000,1841.2200,1,1,2026-08-24T00:00:00.000
7907,20260801,20260624,20260613,8940,23100,245,272,80,402,158,425,4,11,3,1,535.0000,908.0000,1842.5900,1,1,2026-08-24T00:00:00.000
7908,20260725,20260817,20260721,46320,51000,333,12,403,151,165,13,10,16,2,3,535.7000,909.0000,1843.9600,1,1,2026-08-24T00:00:00.000
7909,20260808,20260812,20260707,45480,14640,175,400,158,90,176,316,13,4,5,4,536.4000,910.0000,1845.3300,1,1,2026-08-24T00:00:00.000
7910,20260602,20260529,20260620,1560,42180,462,79,462,33,2,470,2,19,2,2,537.1000,911.0000,1846.7000,1,1,2026-08-24T00:00:00.000
7911,20260721,20260727,20260706,35940,57960,241,246,168,460,355,95,5,3,4,5,537.8000,912.0000,1848.0700,1,1,2026-08-24T00:00:00.000
7912,20260612,20260712,20260731,73800,19140,448,486,364,216,466,453,13,2,6,5,538.5000,913.0000,1849.4400,1,1,2026-08-24T00:00:00.000
7913,20260613,20260602,20260715,2580,84900,208,64,152,266,264,386,10,17,1,3,539.2000,914.0000,1850.8100,1,1,2026-08-24T00:00:00.000
7914,20260721,20260626,20260710,4440,1260,358,311,381,447,292,78,10,19,5,1,539.9000,915.0000,1852.1800,1,1,2026-08-24T00:00:00.000
7915,20260619,20260802,20260717,7980,21360,192,296,388,362,220,434,4,1,3,1,540.6000,916.0000,1853.5500,1,1,2026-08-24T00:00:00.000
7916,20260605,20260717,20260714,42360,41460,201,70,431,438,130,483,8,17,2,3,541.3000,917.0000,1854.9200,1,1,2026-08-24T00:00:00.000
7917,20260726,20260818,20260625,48840,71040,386,120,128,8,403,178,2,6,6,5,542.0000,918.0000,1856.2900,1,1,2026-08-24T00:00:00.000
7918,20260630,20260702,20260813,9780,53280,403,102,192,29,438,445,14,14,4,3,542.7000,919.0000,1857.6600,1,1,2026-08-24T00:00:00.000
7919,20260627,20260603,20260727,81780,57240,386,484,426,187,323,475,5,6,4,2,543.4000,920.0000,1859.0300,1,1,2026-08-24T00:00:00.000
7920,20260802,20260810,20260624,21360,8160,223,134,361,498,183,156,10,1,2,2,544.1000,921.0000,1860.4000,1,1,2026-08-24T00:00:00.000
7921,20260823,20260618,20260630,49020,69960,78,21,314,223,412,252,13,3,6,4,544.8000,922.0000,1861.7700,1,1,2026-08-24T00:00:00.000
7922,20260803,20260712,20260818,47520,32640,193,421,192,69,486,-1,6,5,7,2,545.5000,923.0000,1863.1400,1,1,2026-08-24T00:00:00.000
7923,20260817,20260724,20260814,64860,30000,221,277,472,19,276,296,8,1,5,1,546.2000,924.0000,1864.5100,1,1,2026-08-24T00:00:00.000
7924,20260610,20260714,20260801,14040,67380,62,61,287,102,385,11,9,11,4,3,546.9000,925.0000,1865.8800,1,1,2026-08-24T00:00:00.000
7925,20260824,20260807,20260706,45660,86220,236,415,324,446,411,314,11,3,5,1,547.6000,926.0000,1867.2500,1,1,2026-08-24T00:00:00.000
7926,20260612,20260615,20260818,27060,2340,451,357,413,486,186,239,1,2,3,1,548.3000,927.0000,1868.6200,1,1,2026-08-24T00:00:00.000
7927,20260705,20260630,20260820,54360,70140,224,98,116,241,484,215,8,2,6,5,549.0000,928.0000,1869.9900,1,1,2026-08-24T00:00:00.000
7928,20260715,20260612,20260527,52620,5400,169,189,385,397,333,156,10,2,5,1,549.7000,929.0000,1871.3600,1,1,2026-08-24T00:00:00.000
7929,20260810,20260729,20260614,44700,73740,311,382,440,57,114,401,1,14,5,5,550.4000,930.0000,1872.7300,1,1,2026-08-24T00:00:00.000
7930,20260606,20260615,20260731,76920,62340,197,481,466,184,230,33,13,10,2,1,551.1000,931.0000,1874.1000,1,1,2026-08-24T00:00:00.000
7931,20260726,20260623,20260601,23640,55380,198,474,18,28,150,165,12,12,3,5,551.8000,932.0000,1875.4700,1,1,2026-08-24T00:00:00.000
7932,20260726,20260716,20260711,44520,63720,310,412,443,263,259,262,3,4,4,2,552.5000,933.0000,1876.8400,1,1,2026-08-24T00:00:00.000
7933,20260813,20260604,20260824,26340,2460,194,306,16,47,270,19,10,15,7,4,553.2000,934.0000,1878.2100,1,1,2026-08-24T00:00:00.000
7934,20260815,20260817,20260820,50520,77340,376,182,58,56,98,84,11,11,1,4,553.9000,935.0000,1879.5800,1,1,2026-08-24T00:00:00.000
7935,20260628,20260624,20260701,46800,55140,298,380,240,484,217,250,14,17,7,5,554.6000,936.0000,1880.9500,1,1,2026-08-24T00:00:00.000
7936,20260617,20260623,20260731,48180,19620,56,342,241,326,222,116,8,5,5,1,555.3000,937.0000,1882.3200,1,1,2026-08-24T00:00:00.000
7937,20260817,20260624,20260822,51120,40320,435,152,500,31,31,342,8,9,1,4,556.0000,938.0000,1883.6900,1,1,2026-08-24T00:00:00.000
7938,20260623,20260821,20260626,31920,68400,313,482,174,106,314,249,13,7,5,1,556.7000,939.0000,1885.0600,1,1,2026-08-24T00:00:00.000
7939,20260630,20260723,20260709,39360,7620,335,262,374,262,402,-1,4,16,3,1,557.4000,940.0000,1886.4300,1,1,2026-08-24T00:00:00.000
7940,20260804,20260801,20260713,78000,10320,91,171,480,189,265,151,7,17,6,5,558.1000,941.0000,1887.8000,1,1,2026-08-24T00:00:00.000
7941,20260719,20260801,20260818,12060,1620,379,313,49,193,359,265,8,4,7,4,558.8000,942.0000,1889.1700,1,1,2026-08-24T00:00:00.000
7942,20260601,20260614,20260610,1020,74940,202,482,69,78,110,179,6,5,6,4,559.5000,943.0000,1890.5400,1,1,2026-08-24T00:00:00.000
7943,20260611,20260728,20260722,57900,77280,210,29,39,251,311,443,3,8,3,1,560.2000,944.0000,1891.9100,1,1,2026-08-24T00:00:00.000
7944,20260823,20260623,20260604,18360,77220,322,105,117,227,468,152,13,18,1,5,560.9000,945.0000,1893.2800,1,1,2026-08-24T00:00:00.000
7945,20260824,20260806,20260529,36660,11760,29,320,316,170,358,195,10,19,1,3,561.6000,946.0000,1894.6500,1,1,2026-08-24T00:00:00.000
7946,20260717,20260814,20260715,21420,50640,238,155,283,460,389,320,14,13,6,5,562.3000,947.0000,1896.0200,1,1,2026-08-24T00:00:00.000
7947,20260601,20260820,20260709,66300,75060,159,42,24,463,326,381,7,1,1,3,563.0000,948.0000,1897.3900,1,1,2026-08-24T00:00:00.000
7948,20260731,20260718,20260726,23340,65040,403,191,186,64,361,469,9,18,1,4,563.7000,949.0000,1898.7600,1,1,2026-08-24T00:00:00.000
7949,20260818,20260613,20260723,31680,25560,111,62,192,368,421,27,12,2,7,2,564.4000,950.0000,1900.1300,1,1,2026-08-24T00:00:00.000
7950,20260814,20260611,20260531,62340,3060,150,242,61,170,289,302,7,17,1,4,565.1000,951.0000,1901.5000,1,1,2026-08-24T00:00:00.000
7951,20260618,20260723,20260810,79260,37860,300,305,388,244,182,290,2,18,2,4,565.8000,952.0000,1902.8700,1,1,2026-08-24T00:00:00.000
7952,20260722,20260822,20260702,72060,23280,63,44,207,343,286,306,6,5,5,3,566.5000,953.0000,1904.2400,1,1,2026-08-24T00:00:00.000
7953,20260531,20260725,20260528,64680,52080,67,314,244,38,319,428,3,4,4,5,567.2000,954.0000,1905.6100,1,1,2026-08-24T00:00:00.000
7954,20260802,20260802,20260706,41160,58200,121,338,147,39,59,280,4,5,5,1,567.9000,955.0000,1906.9800,1,1,2026-08-24T00:00:00.000
7955,20260528,20260710,20260809,37980,58500,317,247,355,241,471,413,8,2,4,5,568.6000,956.0000,1908.3500,1,1,2026-08-24T00:00:00.000
7956,20260722,20260703,20260812,16320,11100,498,325,67,242,234,-1,8,6,1,4,569.3000,957.0000,1909.7200,1,1,2026-08-24T00:00:00.000
7957,20260627,20260803,20260606,83520,45780,200,184,320,2,9,429,3,5,6,5,570.0000,958.0000,1911.0900,1,1,2026-08-24T00:00:00.000
7958,20260809,20260716,20260710,48600,29460,389,200,39,325,72,306,7,13,7,1,570.7000,959.0000,1912.4600,1,1,2026-08-24T00:00:00.000
7959,20260625,20260527,20260605,38160,36240,194,1,68,400,74,117,14,8,2,3,571.4000,960.0000,1913.8300,1,1,2026-08-24T00:00:00.000
7960,20260719,20260531,20260614,35460,19560,332,359,231,149,263,353,14,20,3,1,572.1000,961.0000,1915.2000,1,1,2026-08-24T00:00:00.000
7961,20260731,20260730,20260627,79860,77220,39,172,446,142,480,75,2,12,3,4,572.8000,962.0000,1916.5700,1,1,2026-08-24T00:00:00.000
7962,20260602,20260611,20260812,38100,37020,155,65,39,215,283,4,14,6,6,3,573.5000,963.0000,1917.9400,1,1,2026-08-24T00:00:00.000
7963,20260706,20260712,20260609,43680,41760,335,69,182,121,371,274,7,3,6,5,574.2000,964.0000,1919.3100,1,1,2026-08-24T00:00:00.000
7964,20260821,20260527,20260610,70560,24480,365,227,188,50,149,483,10,20,7,2,574.9000,965.0000,1920.6800,1,1,2026-08-24T00:00:00.000
7965,20260705,20260806,20260618,42900,2820,281,435,127,168,364,177,4,14,4,5,575.6000,966.0000,1922.0500,1,1,2026-08-24T00:00:00.000
7966,20260721,20260630,20260712,31320,12000,49,157,337,133,433,14,4,12,2,5,576.3000,967.0000,1923.4200,1,1,2026-08-24T00:00:00.000
7967,20260702,20260607,20260617,8340,53820,479,181,42,173,429,500,1,10,3,2,577.0000,968.0000,1924.7900,1,1,2026-08-24T00:00:00.000
7968,20260705,20260701,20260616,45780,22200,341,257,279,359,424,459,6,4,6,2,577.7000,969.0000,1926.1600,1,1,2026-08-24T00:00:00.000
7969,20260726,20260606,20260608,11760,7380,445,332,494,96,271,229,13,19,6,5,578.4000,970.0000,1927.5300,1,1,2026-08-24T00:00:00.000
7970,20260705,20260815,20260628,13860,69720,475,366,317,153,221,243,11,16,4,3,579.1000,971.0000,1928.9000,1,1,2026-08-24T00:00:00.000
7971,20260803,20260729,20260606,42420,20400,124,177,472,52,186,198,2,5,6,3,579.8000,972.0000,1930.2700,1,1,2026-08-24T00:00:00.000
7972,20260604,20260527,20260822,86040,68340,352,474,225,258,62,92,1,6,2,2,580.5000,973.0000,1931.6400,1,1,2026-08-24T00:00:00.000
7973,20260804,20260815,20260601,23340,28500,198,367,204,144,133,-1,1,12,4,4,581.2000,974.0000,1933.0100,1,1,2026-08-24T00:00:00.000
7974,20260613,20260723,20260607,59580,57720,191,73,308,179,256,288,7,10,2,4,581.9000,975.0000,1934.3800,1,1,2026-08-24T00:00:00.000
7975,20260619,20260810,20260803,13020,67080,129,18,199,145,473,99,11,3,3,1,582.6000,976.0000,1935.7500,1,1,2026-08-24T00:00:00.000
7976,20260712,20260731,20260729,17100,79200,457,445,375,88,251,150,7,15,2,3,583.3000,977.0000,1937.1200,1,1,2026-08-24T00:00:00.000
7977,20260804,20260624,20260702,32640,12120,402,276,278,294,378,297,2,11,7,1,584.0000,978.0000,1938.4900,1,1,2026-08-24T00:00:00.000
7978,20260705,20260821,20260712,58560,55260,281,409,27,215,397,468,2,18,5,2,584.7000,979.0000,1939.8600,1,1,2026-08-24T00:00:00.000
7979,20260712,20260616,20260811,41520,60,378,492,115,163,165,10,8,10,2,5,585.4000,980.0000,1941.2300,1,1,2026-08-24T00:00:00.000
7980,20260710,20260623,20260712,22140,4860,238,236,20,367,430,19,5,20,3,2,586.1000,981.0000,1942.6000,1,1,2026-08-24T00:00:00.000
7981,20260726,20260803,20260724,75900,14100,6,239,477,18,251,201,4,1,6,4,586.8000,982.0000,1943.9700,1,1,2026-08-24T00:00:00.000
7982,20260621,20260713,20260805,65280,69000,194,215,176,211,458,59,10,2,3,1,587.5000,983.0000,1945.3400,1,1,2026-08-24T00:00:00.000
7983,20260617,20260530,20260817,66480,61440,123,31,144,78,421,367,5,6,2,4,588.2000,984.0000,1946.7100,1,1,2026-08-24T00:00:00.000
7984,20260821,20260722,20260710,2220,23760,257,200,51,481,304,262,1,2,1,2,588.9000,985.0000,1948.0800,1,1,2026-08-24T00:00:00.000
7985,20260719,20260724,20260620,30180,44700,465,9,338,340,131,254,7,13,4,1,589.6000,986.0000,1949.4500,1,1,2026-08-24T00:00:00.000
7986,20260709,20260606,20260620,17760,41400,386,185,326,359,346,320,2,14,2,2,590.3000,987.0000,1950.8200,1,1,2026-08-24T00:00:00.000
7987,20260719,20260602,20260604,25140,13620,152,462,123,427,487,113,3,13,1,2,591.0000,988.0000,1952.1900,1,1,2026-08-24T00:00:00.000
7988,20260613,20260610,20260603,75420,14040,210,224,211,79,404,16,3,20,6,3,591.7000,989.0000,1953.5600,1,1,2026-08-24T00:00:00.000
7989,20260708,20260715,20260717,36540,38820,161,244,444,66,476,129,14,20,4,4,592.4000,990.0000,1954.9300,1,1,2026-08-24T00:00:00.000
7990,20260703,20260616,20260622,14400,40920,356,245,466,458,480,-1,4,3,2,5,593.1000,991.0000,1956.3000,1,1,2026-08-24T00:00:00.000
7991,20260722,20260720,20260629,7260,13320,329,173,499,314,349,252,1,2,6,5,593.8000,992.0000,1957.6700,1,1,2026-08-24T00:00:00.000
7992,20260603,20260630,20260627,70440,30000,129,425,285,146,253,67,4,1,1,4,594.5000,993.0000,1959.0400,1,1,2026-08-24T00:00:00.000
7993,20260622,20260805,20260621,27420,21540,327,231,330,13,466,266,3,5,6,1,595.2000,994.0000,1960.4100,1,1,2026-08-24T00:00:00.000
7994,20260702,20260531,20260717,71640,24000,443,423,128,491,365,298,14,15,7,2,595.9000,995.0000,1961.7800,1,1,2026-08-24T00:00:00.000
7995,20260804,20260721,20260704,80100,29400,5,177,284,67,302,365,13,9,7,4,596.6000,996.0000,1963.1500,1,1,2026-08-24T00:00:00.000
7996,20260823,20260811,20260617,57960,36720,468,170,116,293,172,278,5,14,3,4,597.3000,997.0000,1964.5200,1,1,2026-08-24T00:00:00.000
7997,20260601,20260712,20260710,17640,24960,312,313,365,329,441,306,9,5,4,2,598.0000,998.0000,1965.8900,1,1,2026-08-24T00:00:00.000
7998,20260528,20260705,20260531,9120,28980,408,169,207,475,187,158,6,7,6,1,598.7000,999.0000,1967.2600,1,1,2026-08-24T00:00:00.000
7999,20260620,20260727,20260716,4800,67620,190,114,252,423,341,247,13,7,1,1,599.4000,1000.0000,1968.6300,1,1,2026-08-24T00:00:00.000
8000,20260818,20260713,20260702,13380,17820,201,428,275,453,42,394,3,2,1,4,600.1000,1.0000,1970.0000,1,1,2026-08-24T00:00:00.000
8001,20260627,20260721,20260620,65700,15840,191,92,61,310,423,314,4,10,6,2,600.8000,2.0000,1971.3700,1,1,2026-08-24T00:00:00.000
8002,20260720,20260604,20260814,22020,83760,472,434,179,129,420,403,1,13,5,1,601.5000,3.0000,1972.7400,1,1,2026-08-24T00:00:00.000
8003,20260712,20260809,20260618,55800,13200,63,251,54,307,120,367,6,19,1,3,602.2000,4.0000,1974.1100,1,1,2026-08-24T00:00:00.000
8004,20260616,20260823,20260613,50040,54660,271,266,338,428,61,128,4,9,6,3,602.9000,5.0000,1975.4800,1,1,2026-08-24T00:00:00.000
8005,20260818,20260620,20260714,67440,32160,394,453,341,202,265,41,11,12,5,3,603.6000,6.0000,1976.8500,1,1,2026-08-24T00:00:00.000
8006,20260616,20260619,20260618,7260,45540,33,390,8,100,295,245,14,18,2,4,604.3000,7.0000,1978.2200,1,1,2026-08-24T00:00:00.000
8007,20260701,20260729,20260612,4380,8520,491,100,109,418,194,-1,2,18,3,2,605.0000,8.0000,1979.5900,1,1,2026-08-24T00:00:00.000
8008,20260813,20260822,20260703,25260,6480,487,166,76,309,101,127,12,2,5,1,605.7000,9.0000,1980.9600,1,1,2026-08-24T00:00:00.000
8009,20260822,20260614,20260708,32520,63600,212,426,497,247,431,319,9,19,2,2,606.4000,10.0000,1982.3300,1,1,2026-08-24T00:00:00.000
8010,20260527,20260823,20260718,58440,39180,294,495,368,69,27,309,8,17,6,1,607.1000,11.0000,1983.7000,1,1,2026-08-24T00:00:00.000
8011,20260628,20260718,20260531,51300,17280,415,104,424,413,448,25,3,9,2,5,607.8000,12.0000,1985.0700,1,1,2026-08-24T00:00:00.000
8012,20260817,20260706,20260820,76620,1320,88,458,120,381,74,103,6,17,1,2,608.5000,13.0000,1986.4400,1,1,2026-08-24T00:00:00.000
8013,20260719,20260810,20260620,21000,72480,469,310,218,324,299,346,5,15,4,1,609.2000,14.0000,1987.8100,1,1,2026-08-24T00:00:00.000
8014,20260619,20260615,20260610,68700,4980,457,189,316,397,262,232,9,14,7,3,609.9000,15.0000,1989.1800,1,1,2026-08-24T00:00:00.000
8015,20260603,20260617,20260620,78060,8280,142,371,454,16,191,466,13,7,2,1,610.6000,16.0000,1990.5500,1,1,2026-08-24T00:00:00.000
8016,20260720,20260709,20260703,40200,37260,375,490,226,274,128,360,7,1,3,3,611.3000,17.0000,1991.9200,1,1,2026-08-24T00:00:00.000
8017,20260606,20260531,20260529,30060,75300,68,141,281,350,332,226,12,14,1,3,612.0000,18.0000,1993.2900,1,1,2026-08-24T00:00:00.000
8018,20260711,20260721,20260807,62340,24000,497,295,286,465,264,473,8,6,4,4,612.7000,19.0000,1994.6600,1,1,2026-08-24T00:00:00.000
8019,20260528,20260721,20260809,35280,50340,444,128,263,392,481,484,2,2,4,1,613.4000,20.0000,1996.0300,1,1,2026-08-24T00:00:00.000
8020,20260819,20260625,20260708,64320,76740,293,97,462,286,268,390,5,11,4,5,614.1000,21.0000,1997.4000,1,1,2026-08-24T00:00:00.000
8021,20260806,20260608,20260804,1320,23520,179,98,373,64,357,180,1,15,2,2,614.8000,22.0000,1998.7700,1,1,2026-08-24T00:00:00.000
8022,20260623,20260615,20260707,56100,64560,178,12,493,267,198,139,2,6,7,2,615.5000,23.0000,2000.1400,1,1,2026-08-24T00:00:00.000
8023,20260608,20260815,20260623,36240,42300,469,312,455,437,472,271,11,7,2,4,616.2000,24.0000,2001.5100,1,1,2026-08-24T00:00:00.000
8024,20260605,20260724,20260530,7380,8700,433,109,198,431,96,-1,8,5,5,3,616.9000,25.0000,2002.8800,1,1,2026-08-24T00:00:00.000
8025,20260714,20260625,20260701,42540,64680,149,349,225,19,148,371,10,10,5,5,617.6000,26.0000,2004.2500,1,1,2026-08-24T00:00:00.000
8026,20260808,20260823,20260718,58140,76800,39,50,142,66,219,288,4,12,7,3,618.3000,27.0000,2005.6200,1,1,2026-08-24T00:00:00.000
8027,20260710,20260614,20260814,67320,52560,295,84,199,212,150,40,10,13,4,3,619.0000,28.0000,2006.9900,1,1,2026-08-24T00:00:00.000
8028,20260722,20260701,20260611,74880,15000,416,429,143,221,484,8,14,20,1,3,619.7000,29.0000,2008.3600,1,1,2026-08-24T00:00:00.000
8029,20260707,20260819,20260603,26040,0,211,480,169,271,165,222,9,7,3,5,620.4000,30.0000,2009.7300,1,1,2026-08-24T00:00:00.000
8030,20260623,20260629,20260719,15120,73140,123,344,428,479,462,56,2,20,2,5,621.1000,31.0000,2011.1000,1,1,2026-08-24T00:00:00.000
8031,20260607,20260611,20260823,22500,43980,18,480,409,98,454,179,1,8,4,5,621.8000,32.0000,2012.4700,1,1,2026-08-24T00:00:00.000
8032,20260709,20260712,20260719,41040,27360,39,63,472,82,159,256,10,16,6,5,622.5000,33.0000,2013.8400,1,1,2026-08-24T00:00:00.000
8033,20260528,20260618,20260713,77880,50160,76,189,197,157,54,448,7,17,4,1,623.2000,34.0000,2015.2100,1,1,2026-08-24T00:00:00.000
8034,20260617,20260601,20260728,77880,35400,184,127,341,46,427,208,4,4,7,5,623.9000,35.0000,2016.5800,1,1,2026-08-24T00:00:00.000
8035,20260725,20260821,20260612,32160,1320,220,73,159,398,40,482,7,18,1,4,624.6000,36.0000,2017.9500,1,1,2026-08-24T00:00:00.000
8036,20260806,20260820,20260724,21720,84600,271,287,284,472,163,94,3,6,5,4,625.3000,37.0000,2019.3200,1,1,2026-08-24T00:00:00.000
8037,20260730,20260715,20260718,28080,39060,99,34,308,21,466,362,3,17,3,2,626.0000,38.0000,2020.6900,1,1,2026-08-24T00:00:00.000
8038,20260528,20260717,20260629,2760,51780,346,247,410,167,406,263,2,20,6,2,626.7000,39.0000,2022.0600,1,1,2026-08-24T00:00:00.000
8039,20260602,20260626,20260621,79260,4020,373,27,165,227,493,396,2,18,2,1,627.4000,40.0000,2023.4300,1,1,2026-08-24T00:00:00.000
8040,20260811,20260813,20260804,28920,37800,81,462,424,389,249,285,2,8,2,2,628.1000,41.0000,2024.8000,1,1,2026-08-24T00:00:00.000
8041,20260727,20260618,20260709,31140,28860,191,334,307,42,446,-1,13,14,6,3,628.8000,42.0000,2026.1700,1,1,2026-08-24T00:00:00.000
8042,20260704,20260630,20260626,63240,40740,74,186,93,46,287,302,12,20,4,1,629.5000,43.0000,2027.5400,1,1,2026-08-24T00:00:00.000
8043,20260609,20260618,20260606,67500,43740,387,123,343,22,107,236,10,19,7,5,630.2000,44.0000,2028.9100,1,1,2026-08-24T00:00:00.000
8044,20260531,20260707,20260809,34560,74040,97,67,323,228,354,355,1,3,7,1,630.9000,45.0000,2030.2800,1,1,2026-08-24T00:00:00.000
8045,20260709,20260618,20260630,57000,85920,148,184,312,444,205,3,2,18,3,4,631.6000,46.0000,2031.6500,1,1,2026-08-24T00:00:00.000
8046,20260620,20260613,20260818,26040,62580,446,421,292,263,311,236,3,14,3,3,632.3000,47.0000,2033.0200,1,1,2026-08-24T00:00:00.000
8047,20260630,20260730,20260621,22380,60960,187,193,497,174,216,465,5,3,2,4,633.0000,48.0000,2034.3900,1,1,2026-08-24T00:00:00.000
8048,20260529,20260622,20260815,27420,80880,287,174,151,140,375,473,4,1,5,1,633.7000,49.0000,2035.7600,1,1,2026-08-24T00:00:00.000
8049,20260630,20260605,20260822,52500,59940,99,8,473,488,52,4,10,11,6,5,634.4000,50.0000,2037.1300,1,1,2026-08-24T00:00:00.000
8050,20260615,20260727,20260810,59940,66960,444,305,42,480,19,69,6,5,4,1,635.1000,51.0000,2038.5000,1,1,2026-08-24T00:00:00.000
8051,20260616,20260730,20260717,79800,12600,482,449,4,301,172,166,1,1,7,3,635.8000,52.0000,2039.8700,1,1,2026-08-24T00:00:00.000
8052,20260616,20260807,20260530,9600,54720,453,329,289,304,160,222,12,9,5,1,636.5000,53.0000,2041.2400,1,1,2026-08-24T00:00:00.000
8053,20260819,20260731,20260818,18000,5100,371,247,223,115,393,356,9,20,1,1,637.2000,54.0000,2042.6100,1,1,2026-08-24T00:00:00.000
8054,20260814,20260720,20260709,81060,44100,57,291,165,47,5,229,13,4,5,1,637.9000,55.0000,2043.9800,1,1,2026-08-24T00:00:00.000
8055,20260818,20260820,20260610,62520,19860,194,416,7,452,245,246,13,1,5,3,638.6000,56.0000,2045.3500,1,1,2026-08-24T00:00:00.000
8056,20260812,20260724,20260722,48960,74820,113,343,235,420,64,493,9,18,6,2,639.3000,57.0000,2046.7200,1,1,2026-08-24T00:00:00.000
8057,20260607,20260711,20260626,55980,51840,423,120,115,498,299,238,2,5,3,2,640.0000,58.0000,2048.0900,1,1,2026-08-24T00:00:00.000
8058,20260807,20260718,20260613,50340,78540,304,130,57,476,179,-1,5,6,6,2,640.7000,59.0000,2049.4600,1,1,2026-08-24T00:00:00.000
8059,20260813,20260629,20260808,35160,72300,363,208,152,74,262,52,13,14,7,4,641.4000,60.0000,2050.8300,1,1,2026-08-24T00:00:00.000
8060,20260623,20260822,20260819,62700,38940,361,81,491,342,408,218,11,19,7,1,642.1000,61.0000,2052.2000,1,1,2026-08-24T00:00:00.000
8061,20260622,20260815,20260530,69120,58380,54,308,25,17,484,358,8,17,3,2,642.8000,62.0000,2053.5700,1,1,2026-08-24T00:00:00.000
8062,20260821,20260803,20260719,24060,71940,176,354,7,369,78,82,1,2,4,2,643.5000,63.0000,2054.9400,1,1,2026-08-24T00:00:00.000
