FinanceBudgetForecastKey,SnapshotDateKey,FiscalPeriodDateKey,FinancePlanningVersionKey,GlAccountKey,CostCenterKey,BusinessUnitKey,ProductKey,FinanceProfitObjectKey,FinanceScenarioTypeKey,CurrencyKey,BudgetAmount,ForecastAmount,BudgetQuantity,ForecastQuantity,SourceSystemKey,BatchId,LoadedAtUtc
1671,20260720,20260806,319,20,279,118,122,251,5,5,2299.2700,2299.2700,169.8000,169.8000,1,1,2026-08-24T00:00:00.000
1672,20260824,20260625,180,220,399,20,247,151,9,4,2300.6400,2300.6400,170.5000,170.5000,1,1,2026-08-24T00:00:00.000
1673,20260711,20260808,294,104,296,153,26,419,7,4,2302.0100,2302.0100,171.2000,171.2000,1,1,2026-08-24T00:00:00.000
1674,20260718,20260805,466,411,8,437,101,311,7,1,2303.3800,2303.3800,171.9000,171.9000,1,1,2026-08-24T00:00:00.000
1675,20260625,20260704,136,405,221,429,143,298,7,3,2304.7500,2304.7500,172.6000,172.6000,1,1,2026-08-24T00:00:00.000
1676,20260806,20260729,445,486,146,448,482,304,6,5,2306.1200,2306.1200,173.3000,173.3000,1,1,2026-08-24T00:00:00.000
1677,20260527,20260719,30,254,215,218,178,34,2,2,2307.4900,2307.4900,174.0000,174.0000,1,1,2026-08-24T00:00:00.000
1678,20260612,20260808,130,210,193,61,182,268,5,4,2308.8600,2308.8600,174.7000,174.7000,1,1,2026-08-24T00:00:00.000
1679,20260806,20260801,199,145,262,173,124,274,8,4,2310.2300,2310.2300,175.4000,175.4000,1,1,2026-08-24T00:00:00.000
1680,20260712,20260622,224,481,67,457,369,494,4,4,2311.6000,2311.6000,176.1000,176.1000,1,1,2026-08-24T00:00:00.000
1681,20260613,20260719,270,379,14,440,44,276,9,2,2312.9700,2312.9700,176.8000,176.8000,1,1,2026-08-24T00:00:00.000
1682,20260731,20260731,276,416,377,342,290,345,1,1,2314.3400,2314.3400,177.5000,177.5000,1,1,2026-08-24T00:00:00.000
1683,20260706,20260706,253,89,-1,286,-1,-1,8,2,2315.7100,2315.7100,178.2000,178.2000,1,1,2026-08-24T00:00:00.000
1684,20260620,20260701,380,158,368,249,74,320,10,5,2317.0800,2317.0800,178.9000,178.9000,1,1,2026-08-24T00:00:00.000
1685,20260630,20260728,254,91,417,150,133,71,10,2,2318.4500,2318.4500,179.6000,179.6000,1,1,2026-08-24T00:00:00.000
1686,20260701,20260701,19,485,458,12,204,330,5,2,2319.8200,2319.8200,180.3000,180.3000,1,1,2026-08-24T00:00:00.000
1687,20260716,20260530,428,211,71,124,446,252,7,5,2321.1900,2321.1900,181.0000,181.0000,1,1,2026-08-24T00:00:00.000
1688,20260602,20260805,282,178,250,256,91,80,10,2,2322.5600,2322.5600,181.7000,181.7000,1,1,2026-08-24T00:00:00.000
1689,20260805,20260713,153,456,216,447,151,175,7,1,2323.9300,2323.9300,182.4000,182.4000,1,1,2026-08-24T00:00:00.000
1690,20260701,20260617,399,376,190,272,418,265,7,1,2325.3000,2325.3000,183.1000,183.1000,1,1,2026-08-24T00:00:00.000
1691,20260714,20260622,163,305,481,435,18,444,2,1,2326.6700,2326.6700,183.8000,183.8000,1,1,2026-08-24T00:00:00.000
1692,20260731,20260814,144,27,475,81,272,488,6,3,2328.0400,2328.0400,184.5000,184.5000,1,1,2026-08-24T00:00:00.000
1693,20260713,20260824,147,112,50,497,149,62,7,1,2329.4100,2329.4100,185.2000,185.2000,1,1,2026-08-24T00:00:00.000
1694,20260620,20260603,40,228,78,229,267,149,2,2,2330.7800,2330.7800,185.9000,185.9000,1,1,2026-08-24T00:00:00.000
1695,20260820,20260531,425,64,405,135,102,360,2,5,2332.1500,2332.1500,186.6000,186.6000,1,1,2026-08-24T00:00:00.000
1696,20260603,20260605,201,457,401,366,198,52,2,1,2333.5200,2333.5200,187.3000,187.3000,1,1,2026-08-24T00:00:00.000
1697,20260803,20260601,497,86,335,478,126,432,9,1,2334.8900,2334.8900,188.0000,188.0000,1,1,2026-08-24T00:00:00.000
1698,20260619,20260713,290,238,425,166,30,285,9,2,2336.2600,2336.2600,188.7000,188.7000,1,1,2026-08-24T00:00:00.000
1699,20260820,20260623,89,30,55,81,499,244,8,5,2337.6300,2337.6300,189.4000,189.4000,1,1,2026-08-24T00:00:00.000
1700,20260714,20260707,138,363,-1,99,-1,-1,9,4,2339.0000,2339.0000,190.1000,190.1000,1,1,2026-08-24T00:00:00.000
1701,20260821,20260817,419,110,166,83,2,277,3,5,2340.3700,2340.3700,190.8000,190.8000,1,1,2026-08-24T00:00:00.000
1702,20260715,20260605,456,245,342,83,356,24,2,3,2341.7400,2341.7400,191.5000,191.5000,1,1,2026-08-24T00:00:00.000
1703,20260710,20260822,224,19,208,309,484,189,10,4,2343.1100,2343.1100,192.2000,192.2000,1,1,2026-08-24T00:00:00.000
1704,20260808,20260714,387,25,39,202,453,33,5,3,2344.4800,2344.4800,192.9000,192.9000,1,1,2026-08-24T00:00:00.000
1705,20260527,20260629,42,324,399,196,149,253,6,4,2345.8500,2345.8500,193.6000,193.6000,1,1,2026-08-24T00:00:00.000
1706,20260812,20260821,303,275,101,82,302,115,9,2,2347.2200,2347.2200,194.3000,194.3000,1,1,2026-08-24T00:00:00.000
1707,20260816,20260624,15,167,295,108,95,300,10,1,2348.5900,2348.5900,195.0000,195.0000,1,1,2026-08-24T00:00:00.000
1708,20260622,20260723,302,120,126,10,292,45,2,2,2349.9600,2349.9600,195.7000,195.7000,1,1,2026-08-24T00:00:00.000
1709,20260730,20260617,416,399,59,462,231,222,7,1,2351.3300,2351.3300,196.4000,196.4000,1,1,2026-08-24T00:00:00.000
1710,20260627,20260813,429,470,361,37,120,279,7,5,2352.7000,2352.7000,197.1000,197.1000,1,1,2026-08-24T00:00:00.000
1711,20260810,20260609,441,353,155,353,252,141,5,1,2354.0700,2354.0700,197.8000,197.8000,1,1,2026-08-24T00:00:00.000
1712,20260821,20260628,233,345,480,348,12,115,4,5,2355.4400,2355.4400,198.5000,198.5000,1,1,2026-08-24T00:00:00.000
1713,20260725,20260817,69,122,292,319,350,248,5,4,2356.8100,2356.8100,199.2000,199.2000,1,1,2026-08-24T00:00:00.000
1714,20260707,20260623,278,333,47,279,372,257,6,3,2358.1800,2358.1800,199.9000,199.9000,1,1,2026-08-24T00:00:00.000
1715,20260614,20260605,32,75,424,498,79,418,2,3,2359.5500,2359.5500,200.6000,200.6000,1,1,2026-08-24T00:00:00.000
1716,20260630,20260724,313,196,56,128,297,221,10,3,2360.9200,2360.9200,201.3000,201.3000,1,1,2026-08-24T00:00:00.000
1717,20260729,20260823,484,136,-1,264,-1,-1,4,2,2362.2900,2362.2900,202.0000,202.0000,1,1,2026-08-24T00:00:00.000
1718,20260725,20260715,191,422,88,366,68,250,5,4,2363.6600,2363.6600,202.7000,202.7000,1,1,2026-08-24T00:00:00.000
1719,20260715,20260709,225,487,391,78,164,131,8,1,2365.0300,2365.0300,203.4000,203.4000,1,1,2026-08-24T00:00:00.000
1720,20260721,20260816,172,341,25,328,274,240,10,3,2366.4000,2366.4000,204.1000,204.1000,1,1,2026-08-24T00:00:00.000
1721,20260602,20260808,176,386,333,443,406,449,7,5,2367.7700,2367.7700,204.8000,204.8000,1,1,2026-08-24T00:00:00.000
1722,20260709,20260805,137,411,295,55,72,367,1,4,2369.1400,2369.1400,205.5000,205.5000,1,1,2026-08-24T00:00:00.000
1723,20260531,20260815,369,23,323,454,128,476,9,5,2370.5100,2370.5100,206.2000,206.2000,1,1,2026-08-24T00:00:00.000
1724,20260606,20260628,285,181,411,161,393,236,2,2,2371.8800,2371.8800,206.9000,206.9000,1,1,2026-08-24T00:00:00.000
1725,20260723,20260809,455,205,135,223,299,315,6,1,2373.2500,2373.2500,207.6000,207.6000,1,1,2026-08-24T00:00:00.000
1726,20260731,20260807,319,393,185,19,103,144,10,5,2374.6200,2374.6200,208.3000,208.3000,1,1,2026-08-24T00:00:00.000
1727,20260612,20260603,292,41,14,410,355,33,6,3,2375.9900,2375.9900,209.0000,209.0000,1,1,2026-08-24T00:00:00.000
1728,20260527,20260727,42,415,211,370,89,277,3,2,2377.3600,2377.3600,209.7000,209.7000,1,1,2026-08-24T00:00:00.000
1729,20260824,20260601,341,181,38,52,450,345,10,5,2378.7300,2378.7300,210.4000,210.4000,1,1,2026-08-24T00:00:00.000
1730,20260607,20260730,39,134,324,135,56,330,10,3,2380.1000,2380.1000,211.1000,211.1000,1,1,2026-08-24T00:00:00.000
1731,20260814,20260822,329,88,178,201,299,477,10,5,2381.4700,2381.4700,211.8000,211.8000,1,1,2026-08-24T00:00:00.000
1732,20260628,20260821,462,1,486,106,403,51,2,1,2382.8400,2382.8400,212.5000,212.5000,1,1,2026-08-24T00:00:00.000
1733,20260801,20260602,115,305,76,412,411,119,10,5,2384.2100,2384.2100,213.2000,213.2000,1,1,2026-08-24T00:00:00.000
1734,20260802,20260528,242,192,-1,314,-1,-1,8,2,2385.5800,2385.5800,213.9000,213.9000,1,1,2026-08-24T00:00:00.000
1735,20260702,20260630,359,83,450,86,238,162,8,1,2386.9500,2386.9500,214.6000,214.6000,1,1,2026-08-24T00:00:00.000
1736,20260729,20260610,248,172,452,447,92,482,8,2,2388.3200,2388.3200,215.3000,215.3000,1,1,2026-08-24T00:00:00.000
1737,20260806,20260816,156,316,117,279,99,93,7,5,2389.6900,2389.6900,216.0000,216.0000,1,1,2026-08-24T00:00:00.000
1738,20260824,20260608,311,485,427,438,431,327,4,3,2391.0600,2391.0600,216.7000,216.7000,1,1,2026-08-24T00:00:00.000
1739,20260715,20260724,236,28,439,370,158,420,7,5,2392.4300,2392.4300,217.4000,217.4000,1,1,2026-08-24T00:00:00.000
1740,20260808,20260529,286,281,357,288,97,337,8,2,2393.8000,2393.8000,218.1000,218.1000,1,1,2026-08-24T00:00:00.000
1741,20260610,20260629,1,474,315,277,331,397,10,1,2395.1700,2395.1700,218.8000,218.8000,1,1,2026-08-24T00:00:00.000
1742,20260607,20260808,344,16,104,49,81,220,5,5,2396.5400,2396.5400,219.5000,219.5000,1,1,2026-08-24T00:00:00.000
1743,20260727,20260614,81,265,110,99,109,184,3,5,2397.9100,2397.9100,220.2000,220.2000,1,1,2026-08-24T00:00:00.000
1744,20260814,20260710,401,59,103,234,70,408,3,3,2399.2800,2399.2800,220.9000,220.9000,1,1,2026-08-24T00:00:00.000
1745,20260610,20260619,468,428,185,462,496,3,6,4,2400.6500,2400.6500,221.6000,221.6000,1,1,2026-08-24T00:00:00.000
1746,20260528,20260716,380,137,122,68,82,484,7,2,2402.0200,2402.0200,222.3000,222.3000,1,1,2026-08-24T00:00:00.000
1747,20260610,20260708,31,484,99,126,21,156,2,2,2403.3900,2403.3900,223.0000,223.0000,1,1,2026-08-24T00:00:00.000
1748,20260822,20260817,76,173,82,259,469,429,8,4,2404.7600,2404.7600,223.7000,223.7000,1,1,2026-08-24T00:00:00.000
1749,20260728,20260624,266,321,366,419,270,180,1,3,2406.1300,2406.1300,224.4000,224.4000,1,1,2026-08-24T00:00:00.000
1750,20260529,20260707,41,35,85,281,221,241,3,5,2407.5000,2407.5000,225.1000,225.1000,1,1,2026-08-24T00:00:00.000
1751,20260814,20260629,132,311,-1,119,-1,-1,8,2,2408.8700,2408.8700,225.8000,225.8000,1,1,2026-08-24T00:00:00.000
1752,20260530,20260703,117,372,18,177,349,488,7,5,2410.2400,2410.2400,226.5000,226.5000,1,1,2026-08-24T00:00:00.000
1753,20260705,20260714,308,104,392,239,350,400,3,2,2411.6100,2411.6100,227.2000,227.2000,1,1,2026-08-24T00:00:00.000
1754,20260707,20260713,336,459,333,403,41,490,4,3,2412.9800,2412.9800,227.9000,227.9000,1,1,2026-08-24T00:00:00.000
1755,20260820,20260725,161,378,306,489,8,278,1,2,2414.3500,2414.3500,228.6000,228.6000,1,1,2026-08-24T00:00:00.000
1756,20260722,20260725,122,346,335,16,378,340,2,1,2415.7200,2415.7200,229.3000,229.3000,1,1,2026-08-24T00:00:00.000
1757,20260824,20260716,98,48,169,288,331,385,1,2,2417.0900,2417.0900,230.0000,230.0000,1,1,2026-08-24T00:00:00.000
1758,20260701,20260809,286,244,53,296,205,395,6,2,2418.4600,2418.4600,230.7000,230.7000,1,1,2026-08-24T00:00:00.000
1759,20260801,20260722,423,484,227,500,308,438,3,3,2419.8300,2419.8300,231.4000,231.4000,1,1,2026-08-24T00:00:00.000
1760,20260621,20260816,245,49,493,285,491,228,1,4,2421.2000,2421.2000,232.1000,232.1000,1,1,2026-08-24T00:00:00.000
1761,20260707,20260801,236,53,500,405,197,202,2,2,2422.5700,2422.5700,232.8000,232.8000,1,1,2026-08-24T00:00:00.000
1762,20260617,20260601,311,409,245,376,77,51,4,2,2423.9400,2423.9400,233.5000,233.5000,1,1,2026-08-24T00:00:00.000
1763,20260618,20260717,136,338,27,48,304,495,1,3,2425.3100,2425.3100,234.2000,234.2000,1,1,2026-08-24T00:00:00.000
1764,20260629,20260717,477,229,267,333,28,436,5,4,2426.6800,2426.6800,234.9000,234.9000,1,1,2026-08-24T00:00:00.000
1765,20260601,20260621,346,87,318,317,72,59,7,4,2428.0500,2428.0500,235.6000,235.6000,1,1,2026-08-24T00:00:00.000
1766,20260617,20260717,7,139,72,421,76,310,8,3,2429.4200,2429.4200,236.3000,236.3000,1,1,2026-08-24T00:00:00.000
1767,20260609,20260810,368,135,111,384,25,172,5,4,2430.7900,2430.7900,237.0000,237.0000,1,1,2026-08-24T00:00:00.000
1768,20260818,20260718,165,490,-1,255,-1,-1,7,4,2432.1600,2432.1600,237.7000,237.7000,1,1,2026-08-24T00:00:00.000
1769,20260823,20260729,24,448,255,187,351,81,8,2,2433.5300,2433.5300,238.4000,238.4000,1,1,2026-08-24T00:00:00.000
1770,20260611,20260709,377,140,481,181,362,398,1,1,2434.9000,2434.9000,239.1000,239.1000,1,1,2026-08-24T00:00:00.000
1771,20260719,20260824,273,143,155,326,474,261,10,3,2436.2700,2436.2700,239.8000,239.8000,1,1,2026-08-24T00:00:00.000
1772,20260608,20260701,307,354,90,343,404,285,2,3,2437.6400,2437.6400,240.5000,240.5000,1,1,2026-08-24T00:00:00.000
1773,20260615,20260730,66,274,114,193,435,282,10,3,2439.0100,2439.0100,241.2000,241.2000,1,1,2026-08-24T00:00:00.000
1774,20260808,20260709,320,10,479,51,25,455,2,1,2440.3800,2440.3800,241.9000,241.9000,1,1,2026-08-24T00:00:00.000
1775,20260821,20260720,228,302,320,487,111,408,4,3,2441.7500,2441.7500,242.6000,242.6000,1,1,2026-08-24T00:00:00.000
1776,20260711,20260614,151,5,287,350,235,139,4,1,2443.1200,2443.1200,243.3000,243.3000,1,1,2026-08-24T00:00:00.000
1777,20260817,20260813,52,285,154,33,18,486,1,4,2444.4900,2444.4900,244.0000,244.0000,1,1,2026-08-24T00:00:00.000
1778,20260721,20260819,6,221,190,260,114,249,4,1,2445.8600,2445.8600,244.7000,244.7000,1,1,2026-08-24T00:00:00.000
1779,20260803,20260705,136,176,94,419,426,282,2,1,2447.2300,2447.2300,245.4000,245.4000,1,1,2026-08-24T00:00:00.000
1780,20260713,20260712,205,159,185,395,142,94,5,4,2448.6000,2448.6000,246.1000,246.1000,1,1,2026-08-24T00:00:00.000
1781,20260721,20260629,320,481,287,187,329,128,3,2,2449.9700,2449.9700,246.8000,246.8000,1,1,2026-08-24T00:00:00.000
1782,20260801,20260802,219,299,227,26,135,296,7,1,2451.3400,2451.3400,247.5000,247.5000,1,1,2026-08-24T00:00:00.000
1783,20260717,20260720,430,77,469,111,489,2,8,3,2452.7100,2452.7100,248.2000,248.2000,1,1,2026-08-24T00:00:00.000
1784,20260811,20260813,391,254,250,41,87,342,9,1,2454.0800,2454.0800,248.9000,248.9000,1,1,2026-08-24T00:00:00.000
1785,20260625,20260822,118,481,-1,22,-1,-1,1,3,2455.4500,2455.4500,249.6000,249.6000,1,1,2026-08-24T00:00:00.000
1786,20260612,20260818,347,328,249,255,14,249,8,4,2456.8200,2456.8200,250.3000,250.3000,1,1,2026-08-24T00:00:00.000
1787,20260802,20260730,131,190,381,152,238,266,10,5,2458.1900,2458.1900,251.0000,251.0000,1,1,2026-08-24T00:00:00.000
1788,20260603,20260613,284,318,316,186,492,121,4,2,2459.5600,2459.5600,251.7000,251.7000,1,1,2026-08-24T00:00:00.000
1789,20260725,20260816,283,317,48,480,78,185,10,2,2460.9300,2460.9300,252.4000,252.4000,1,1,2026-08-24T00:00:00.000
1790,20260616,20260613,470,37,406,49,337,61,9,1,2462.3000,2462.3000,253.1000,253.1000,1,1,2026-08-24T00:00:00.000
1791,20260801,20260612,223,38,150,170,221,248,5,2,2463.6700,2463.6700,253.8000,253.8000,1,1,2026-08-24T00:00:00.000
1792,20260617,20260821,101,454,442,387,407,373,3,2,2465.0400,2465.0400,254.5000,254.5000,1,1,2026-08-24T00:00:00.000
1793,20260612,20260820,282,79,451,369,34,139,3,2,2466.4100,2466.4100,255.2000,255.2000,1,1,2026-08-24T00:00:00.000
1794,20260721,20260730,222,212,274,83,323,470,10,1,2467.7800,2467.7800,255.9000,255.9000,1,1,2026-08-24T00:00:00.000
1795,20260629,20260805,410,152,429,382,121,131,7,5,2469.1500,2469.1500,256.6000,256.6000,1,1,2026-08-24T00:00:00.000
1796,20260624,20260612,221,123,452,62,177,45,8,1,2470.5200,2470.5200,257.3000,257.3000,1,1,2026-08-24T00:00:00.000
1797,20260617,20260630,83,308,165,496,230,373,8,4,2471.8900,2471.8900,258.0000,258.0000,1,1,2026-08-24T00:00:00.000
1798,20260601,20260623,431,283,392,469,146,155,1,1,2473.2600,2473.2600,258.7000,258.7000,1,1,2026-08-24T00:00:00.000
1799,20260529,20260616,32,465,421,303,77,238,9,2,2474.6300,2474.6300,259.4000,259.4000,1,1,2026-08-24T00:00:00.000
1800,20260630,20260630,282,346,361,432,40,463,8,2,2476.0000,2476.0000,260.1000,260.1000,1,1,2026-08-24T00:00:00.000
1801,20260610,20260813,370,343,218,15,452,28,4,1,2477.3700,2477.3700,260.8000,260.8000,1,1,2026-08-24T00:00:00.000
1802,20260530,20260622,442,91,-1,282,-1,-1,8,1,2478.7400,2478.7400,261.5000,261.5000,1,1,2026-08-24T00:00:00.000
1803,20260621,20260607,302,411,2,369,487,339,6,1,2480.1100,2480.1100,262.2000,262.2000,1,1,2026-08-24T00:00:00.000
1804,20260824,20260617,238,345,298,86,260,67,2,2,2481.4800,2481.4800,262.9000,262.9000,1,1,2026-08-24T00:00:00.000
1805,20260818,20260614,16,480,267,426,82,15,8,4,2482.8500,2482.8500,263.6000,263.6000,1,1,2026-08-24T00:00:00.000
1806,20260613,20260528,185,236,7,329,361,144,9,5,2484.2200,2484.2200,264.3000,264.3000,1,1,2026-08-24T00:00:00.000
1807,20260819,20260811,157,248,368,55,434,389,2,1,2485.5900,2485.5900,265.0000,265.0000,1,1,2026-08-24T00:00:00.000
1808,20260619,20260715,424,219,483,7,322,44,1,5,2486.9600,2486.9600,265.7000,265.7000,1,1,2026-08-24T00:00:00.000
1809,20260725,20260702,381,62,254,445,454,384,5,4,2488.3300,2488.3300,266.4000,266.4000,1,1,2026-08-24T00:00:00.000
1810,20260801,20260725,425,142,465,233,10,321,1,3,2489.7000,2489.7000,267.1000,267.1000,1,1,2026-08-24T00:00:00.000
1811,20260724,20260706,478,33,380,221,262,366,4,1,2491.0700,2491.0700,267.8000,267.8000,1,1,2026-08-24T00:00:00.000
1812,20260728,20260729,462,135,405,402,392,149,5,1,2492.4400,2492.4400,268.5000,268.5000,1,1,2026-08-24T00:00:00.000
1813,20260816,20260618,80,92,280,404,133,136,1,3,2493.8100,2493.8100,269.2000,269.2000,1,1,2026-08-24T00:00:00.000
1814,20260610,20260801,2,415,139,122,330,334,7,5,2495.1800,2495.1800,269.9000,269.9000,1,1,2026-08-24T00:00:00.000
1815,20260814,20260707,317,227,180,170,311,192,6,5,2496.5500,2496.5500,270.6000,270.6000,1,1,2026-08-24T00:00:00.000
1816,20260808,20260819,159,352,460,159,378,374,4,3,2497.9200,2497.9200,271.3000,271.3000,1,1,2026-08-24T00:00:00.000
1817,20260601,20260802,387,252,243,254,462,164,6,3,2499.2900,2499.2900,272.0000,272.0000,1,1,2026-08-24T00:00:00.000
1818,20260812,20260718,171,361,347,144,412,365,4,3,2500.6600,2500.6600,272.7000,272.7000,1,1,2026-08-24T00:00:00.000
1819,20260619,20260820,192,449,-1,75,-1,-1,7,2,2502.0300,2502.0300,273.4000,273.4000,1,1,2026-08-24T00:00:00.000
1820,20260619,20260528,422,17,363,55,295,465,4,2,2503.4000,2503.4000,274.1000,274.1000,1,1,2026-08-24T00:00:00.000
1821,20260714,20260802,452,143,128,158,101,444,1,5,2504.7700,2504.7700,274.8000,274.8000,1,1,2026-08-24T00:00:00.000
1822,20260730,20260710,450,56,287,413,100,299,3,2,2506.1400,2506.1400,275.5000,275.5000,1,1,2026-08-24T00:00:00.000
1823,20260601,20260611,407,241,111,85,149,110,3,5,2507.5100,2507.5100,276.2000,276.2000,1,1,2026-08-24T00:00:00.000
1824,20260820,20260805,122,15,86,244,39,273,2,4,2508.8800,2508.8800,276.9000,276.9000,1,1,2026-08-24T00:00:00.000
1825,20260628,20260602,192,23,123,280,163,424,8,1,2510.2500,2510.2500,277.6000,277.6000,1,1,2026-08-24T00:00:00.000
1826,20260807,20260528,387,488,184,342,287,201,7,3,2511.6200,2511.6200,278.3000,278.3000,1,1,2026-08-24T00:00:00.000
1827,20260816,20260623,114,209,57,210,90,288,9,5,2512.9900,2512.9900,279.0000,279.0000,1,1,2026-08-24T00:00:00.000
1828,20260605,20260801,142,216,347,484,26,435,6,3,2514.3600,2514.3600,279.7000,279.7000,1,1,2026-08-24T00:00:00.000
1829,20260529,20260813,8,45,161,386,190,289,2,1,2515.7300,2515.7300,280.4000,280.4000,1,1,2026-08-24T00:00:00.000
1830,20260815,20260527,43,177,51,490,1,85,9,5,2517.1000,2517.1000,281.1000,281.1000,1,1,2026-08-24T00:00:00.000
1831,20260713,20260813,40,401,390,327,390,262,2,4,2518.4700,2518.4700,281.8000,281.8000,1,1,2026-08-24T00:00:00.000
1832,20260712,20260804,481,155,337,97,419,418,8,1,2519.8400,2519.8400,282.5000,282.5000,1,1,2026-08-24T00:00:00.000
1833,20260607,20260606,60,295,37,173,114,273,9,3,2521.2100,2521.2100,283.2000,283.2000,1,1,2026-08-24T00:00:00.000
1834,20260626,20260722,395,124,357,150,117,42,10,5,2522.5800,2522.5800,283.9000,283.9000,1,1,2026-08-24T00:00:00.000
1835,20260720,20260822,460,325,364,339,108,87,1,4,2523.9500,2523.9500,284.6000,284.6000,1,1,2026-08-24T00:00:00.000
1836,20260807,20260626,169,67,-1,480,-1,-1,5,3,2525.3200,2525.3200,285.3000,285.3000,1,1,2026-08-24T00:00:00.000
1837,20260615,20260618,371,297,128,143,269,114,2,1,2526.6900,2526.6900,286.0000,286.0000,1,1,2026-08-24T00:00:00.000
1838,20260701,20260721,230,483,382,425,367,408,7,2,2528.0600,2528.0600,286.7000,286.7000,1,1,2026-08-24T00:00:00.000
1839,20260627,20260713,467,383,107,176,147,17,8,4,2529.4300,2529.4300,287.4000,287.4000,1,1,2026-08-24T00:00:00.000
1840,20260627,20260713,204,14,410,291,241,212,9,4,2530.8000,2530.8000,288.1000,288.1000,1,1,2026-08-24T00:00:00.000
1841,20260705,20260714,141,109,222,266,321,162,9,1,2532.1700,2532.1700,288.8000,288.8000,1,1,2026-08-24T00:00:00.000
1842,20260701,20260704,354,75,353,189,150,498,1,4,2533.5400,2533.5400,289.5000,289.5000,1,1,2026-08-24T00:00:00.000
1843,20260614,20260630,217,38,11,28,381,95,8,3,2534.9100,2534.9100,290.2000,290.2000,1,1,2026-08-24T00:00:00.000
1844,20260720,20260802,262,87,190,412,238,270,6,1,2536.2800,2536.2800,290.9000,290.9000,1,1,2026-08-24T00:00:00.000
1845,20260619,20260810,108,490,460,466,341,304,7,2,2537.6500,2537.6500,291.6000,291.6000,1,1,2026-08-24T00:00:00.000
1846,20260701,20260710,247,127,16,481,187,225,10,3,2539.0200,2539.0200,292.3000,292.3000,1,1,2026-08-24T00:00:00.000
1847,20260806,20260714,130,315,120,146,284,494,9,3,2540.3900,2540.3900,293.0000,293.0000,1,1,2026-08-24T00:00:00.000
1848,20260803,20260801,36,95,176,162,16,456,6,2,2541.7600,2541.7600,293.7000,293.7000,1,1,2026-08-24T00:00:00.000
1849,20260723,20260607,250,235,174,165,89,409,6,1,2543.1300,2543.1300,294.4000,294.4000,1,1,2026-08-24T00:00:00.000
1850,20260720,20260711,141,297,180,106,417,70,5,3,2544.5000,2544.5000,295.1000,295.1000,1,1,2026-08-24T00:00:00.000
1851,20260727,20260817,82,268,148,178,400,164,4,5,2545.8700,2545.8700,295.8000,295.8000,1,1,2026-08-24T00:00:00.000
1852,20260706,20260531,142,462,352,200,487,392,5,2,2547.2400,2547.2400,296.5000,296.5000,1,1,2026-08-24T00:00:00.000
1853,20260610,20260726,40,100,-1,165,-1,-1,10,5,2548.6100,2548.6100,297.2000,297.2000,1,1,2026-08-24T00:00:00.000
1854,20260710,20260730,43,294,302,466,208,172,10,3,2549.9800,2549.9800,297.9000,297.9000,1,1,2026-08-24T00:00:00.000
1855,20260714,20260818,256,434,72,499,307,267,7,3,2551.3500,2551.3500,298.6000,298.6000,1,1,2026-08-24T00:00:00.000
1856,20260608,20260815,210,253,200,65,129,488,1,3,2552.7200,2552.7200,299.3000,299.3000,1,1,2026-08-24T00:00:00.000
1857,20260611,20260725,343,322,63,412,171,232,10,4,2554.0900,2554.0900,300.0000,300.0000,1,1,2026-08-24T00:00:00.000
1858,20260718,20260725,204,113,456,242,215,462,9,1,2555.4600,2555.4600,300.7000,300.7000,1,1,2026-08-24T00:00:00.000
1859,20260605,20260720,223,388,470,437,268,456,5,5,2556.8300,2556.8300,301.4000,301.4000,1,1,2026-08-24T00:00:00.000
1860,20260816,20260711,458,270,23,394,259,408,2,1,2558.2000,2558.2000,302.1000,302.1000,1,1,2026-08-24T00:00:00.000
1861,20260703,20260607,241,136,23,178,218,351,8,5,2559.5700,2559.5700,302.8000,302.8000,1,1,2026-08-24T00:00:00.000
1862,20260817,20260802,114,223,317,343,52,383,3,5,2560.9400,2560.9400,303.5000,303.5000,1,1,2026-08-24T00:00:00.000
1863,20260531,20260708,342,46,124,140,50,358,6,1,2562.3100,2562.3100,304.2000,304.2000,1,1,2026-08-24T00:00:00.000
1864,20260711,20260721,321,352,204,433,383,35,6,2,2563.6800,2563.6800,304.9000,304.9000,1,1,2026-08-24T00:00:00.000
1865,20260806,20260723,440,80,322,366,370,339,5,2,2565.0500,2565.0500,305.6000,305.6000,1,1,2026-08-24T00:00:00.000
1866,20260716,20260603,376,424,409,226,15,70,3,1,2566.4200,2566.4200,306.3000,306.3000,1,1,2026-08-24T00:00:00.000
1867,20260615,20260725,284,117,356,49,387,324,3,4,2567.7900,2567.7900,307.0000,307.0000,1,1,2026-08-24T00:00:00.000
1868,20260527,20260701,266,384,185,153,147,38,2,3,2569.1600,2569.1600,307.7000,307.7000,1,1,2026-08-24T00:00:00.000
1869,20260613,20260720,249,231,460,391,90,148,8,4,2570.5300,2570.5300,308.4000,308.4000,1,1,2026-08-24T00:00:00.000
1870,20260810,20260806,165,261,-1,453,-1,-1,3,2,2571.9000,2571.9000,309.1000,309.1000,1,1,2026-08-24T00:00:00.000
1871,20260614,20260722,373,22,199,392,409,67,3,5,2573.2700,2573.2700,309.8000,309.8000,1,1,2026-08-24T00:00:00.000
1872,20260809,20260724,480,97,130,235,84,493,9,2,2574.6400,2574.6400,310.5000,310.5000,1,1,2026-08-24T00:00:00.000
