InventoryBalanceSnapshotKey,SnapshotDateKey,ProductKey,PlantKey,InventoryBinKey,InventoryLotKey,InventorySerialNumberKey,InventoryConsignmentOwnerKey,InventoryStockStatusKey,UnitOfMeasureKey,OnHandQuantity,AvailableQuantity,ReservedQuantity,InventoryValueAmount,SourceSystemKey,BatchId,LoadedAtUtc
9106,20260718,41,94,204,200,355,63,4,4,374.3000,374.3000,374.3000,3485.2200,1,1,2026-08-24T00:00:00.000
9107,20260625,394,6,254,459,106,485,7,5,375.0000,375.0000,375.0000,3486.5900,1,1,2026-08-24T00:00:00.000
9108,20260715,253,45,378,153,193,148,6,1,375.7000,375.7000,375.7000,3487.9600,1,1,2026-08-24T00:00:00.000
9109,20260621,150,113,413,20,305,291,5,5,376.4000,376.4000,376.4000,3489.3300,1,1,2026-08-24T00:00:00.000
9110,20260711,276,268,134,283,26,130,3,5,377.1000,377.1000,377.1000,3490.7000,1,1,2026-08-24T00:00:00.000
9111,20260806,357,180,240,163,399,485,8,2,377.8000,377.8000,377.8000,3492.0700,1,1,2026-08-24T00:00:00.000
9112,20260803,300,118,301,-1,-1,-1,10,4,378.5000,378.5000,378.5000,3493.4400,1,1,2026-08-24T00:00:00.000
9113,20260803,76,54,381,359,186,430,7,6,379.2000,379.2000,379.2000,3494.8100,1,1,2026-08-24T00:00:00.000
9114,20260722,421,245,93,133,244,13,9,1,379.9000,379.9000,379.9000,3496.1800,1,1,2026-08-24T00:00:00.000
9115,20260702,184,8,220,82,232,328,4,5,380.6000,380.6000,380.6000,3497.5500,1,1,2026-08-24T00:00:00.000
9116,20260817,402,321,144,93,362,119,4,3,381.3000,381.3000,381.3000,3498.9200,1,1,2026-08-24T00:00:00.000
9117,20260608,413,329,435,162,117,77,1,6,382.0000,382.0000,382.0000,3500.2900,1,1,2026-08-24T00:00:00.000
9118,20260619,229,337,5,31,51,358,8,2,382.7000,382.7000,382.7000,3501.6600,1,1,2026-08-24T00:00:00.000
9119,20260818,246,336,360,398,161,368,2,5,383.4000,383.4000,383.4000,3503.0300,1,1,2026-08-24T00:00:00.000
9120,20260615,482,244,181,347,269,228,5,5,384.1000,384.1000,384.1000,3504.4000,1,1,2026-08-24T00:00:00.000
9121,20260818,73,26,348,252,44,332,6,6,384.8000,384.8000,384.8000,3505.7700,1,1,2026-08-24T00:00:00.000
9122,20260527,193,46,258,320,158,80,10,6,385.5000,385.5000,385.5000,3507.1400,1,1,2026-08-24T00:00:00.000
9123,20260808,122,82,306,232,61,231,5,4,386.2000,386.2000,386.2000,3508.5100,1,1,2026-08-24T00:00:00.000
9124,20260815,254,309,41,326,140,418,2,1,386.9000,386.9000,386.9000,3509.8800,1,1,2026-08-24T00:00:00.000
9125,20260816,370,39,96,452,203,172,4,3,387.6000,387.6000,387.6000,3511.2500,1,1,2026-08-24T00:00:00.000
9126,20260724,305,341,481,136,100,110,6,5,388.3000,388.3000,388.3000,3512.6200,1,1,2026-08-24T00:00:00.000
9127,20260802,361,339,121,471,140,331,6,5,389.0000,389.0000,389.0000,3513.9900,1,1,2026-08-24T00:00:00.000
9128,20260528,127,350,422,380,126,383,8,5,389.7000,389.7000,389.7000,3515.3600,1,1,2026-08-24T00:00:00.000
9129,20260824,257,45,290,-1,-1,-1,7,5,390.4000,390.4000,390.4000,3516.7300,1,1,2026-08-24T00:00:00.000
9130,20260717,323,160,465,390,437,299,6,3,391.1000,391.1000,391.1000,3518.1000,1,1,2026-08-24T00:00:00.000
9131,20260530,73,189,77,261,438,500,10,3,391.8000,391.8000,391.8000,3519.4700,1,1,2026-08-24T00:00:00.000
9132,20260715,252,137,377,23,185,322,10,1,392.5000,392.5000,392.5000,3520.8400,1,1,2026-08-24T00:00:00.000
9133,20260528,76,20,52,305,417,25,5,2,393.2000,393.2000,393.2000,3522.2100,1,1,2026-08-24T00:00:00.000
9134,20260527,113,273,96,235,315,139,6,5,393.9000,393.9000,393.9000,3523.5800,1,1,2026-08-24T00:00:00.000
9135,20260703,493,188,288,334,467,497,7,5,394.6000,394.6000,394.6000,3524.9500,1,1,2026-08-24T00:00:00.000
9136,20260609,273,37,12,129,401,346,3,3,395.3000,395.3000,395.3000,3526.3200,1,1,2026-08-24T00:00:00.000
9137,20260712,41,210,318,62,212,244,2,3,396.0000,396.0000,396.0000,3527.6900,1,1,2026-08-24T00:00:00.000
9138,20260805,213,290,92,308,491,294,9,6,396.7000,396.7000,396.7000,3529.0600,1,1,2026-08-24T00:00:00.000
9139,20260710,161,182,335,454,478,457,2,4,397.4000,397.4000,397.4000,3530.4300,1,1,2026-08-24T00:00:00.000
9140,20260620,25,338,215,498,134,315,7,5,398.1000,398.1000,398.1000,3531.8000,1,1,2026-08-24T00:00:00.000
9141,20260809,160,76,34,500,486,461,5,1,398.8000,398.8000,398.8000,3533.1700,1,1,2026-08-24T00:00:00.000
9142,20260527,208,68,363,472,182,58,5,5,399.5000,399.5000,399.5000,3534.5400,1,1,2026-08-24T00:00:00.000
9143,20260621,2,60,41,238,314,164,10,4,400.2000,400.2000,400.2000,3535.9100,1,1,2026-08-24T00:00:00.000
9144,20260731,349,22,255,88,245,281,9,4,400.9000,400.9000,400.9000,3537.2800,1,1,2026-08-24T00:00:00.000
9145,20260615,85,28,186,122,325,32,9,1,401.6000,401.6000,401.6000,3538.6500,1,1,2026-08-24T00:00:00.000
9146,20260614,423,83,13,-1,-1,-1,5,7,402.3000,402.3000,402.3000,3540.0200,1,1,2026-08-24T00:00:00.000
9147,20260721,198,159,162,92,166,416,4,5,403.0000,403.0000,403.0000,3541.3900,1,1,2026-08-24T00:00:00.000
9148,20260627,35,129,210,127,102,171,8,2,403.7000,403.7000,403.7000,3542.7600,1,1,2026-08-24T00:00:00.000
9149,20260720,96,306,368,79,362,11,5,1,404.4000,404.4000,404.4000,3544.1300,1,1,2026-08-24T00:00:00.000
9150,20260726,196,48,265,288,123,105,10,5,405.1000,405.1000,405.1000,3545.5000,1,1,2026-08-24T00:00:00.000
9151,20260703,488,250,47,376,126,108,9,6,405.8000,405.8000,405.8000,3546.8700,1,1,2026-08-24T00:00:00.000
9152,20260609,323,311,227,414,88,292,10,3,406.5000,406.5000,406.5000,3548.2400,1,1,2026-08-24T00:00:00.000
9153,20260809,368,305,180,406,402,356,2,3,407.2000,407.2000,407.2000,3549.6100,1,1,2026-08-24T00:00:00.000
9154,20260816,224,95,11,333,229,136,10,3,407.9000,407.9000,407.9000,3550.9800,1,1,2026-08-24T00:00:00.000
9155,20260727,34,222,209,34,409,236,1,4,408.6000,408.6000,408.6000,3552.3500,1,1,2026-08-24T00:00:00.000
9156,20260615,316,301,379,251,333,378,7,3,409.3000,409.3000,409.3000,3553.7200,1,1,2026-08-24T00:00:00.000
9157,20260730,245,164,332,317,55,295,4,6,410.0000,410.0000,410.0000,3555.0900,1,1,2026-08-24T00:00:00.000
9158,20260720,144,319,342,191,89,125,10,5,410.7000,410.7000,410.7000,3556.4600,1,1,2026-08-24T00:00:00.000
9159,20260531,305,20,412,159,69,464,3,5,411.4000,411.4000,411.4000,3557.8300,1,1,2026-08-24T00:00:00.000
9160,20260701,212,124,197,431,345,146,9,3,412.1000,412.1000,412.1000,3559.2000,1,1,2026-08-24T00:00:00.000
9161,20260803,276,228,425,381,276,25,2,4,412.8000,412.8000,412.8000,3560.5700,1,1,2026-08-24T00:00:00.000
9162,20260819,113,197,119,138,315,106,8,4,413.5000,413.5000,413.5000,3561.9400,1,1,2026-08-24T00:00:00.000
9163,20260616,347,132,354,-1,-1,-1,3,7,414.2000,414.2000,414.2000,3563.3100,1,1,2026-08-24T00:00:00.000
9164,20260820,380,84,283,493,342,305,10,1,414.9000,414.9000,414.9000,3564.6800,1,1,2026-08-24T00:00:00.000
9165,20260714,305,150,124,269,348,399,6,7,415.6000,415.6000,415.6000,3566.0500,1,1,2026-08-24T00:00:00.000
9166,20260701,83,217,412,46,95,377,3,4,416.3000,416.3000,416.3000,3567.4200,1,1,2026-08-24T00:00:00.000
9167,20260813,498,246,67,176,255,21,9,4,417.0000,417.0000,417.0000,3568.7900,1,1,2026-08-24T00:00:00.000
9168,20260603,93,7,155,487,206,139,9,1,417.7000,417.7000,417.7000,3570.1600,1,1,2026-08-24T00:00:00.000
9169,20260815,461,15,445,90,201,367,5,3,418.4000,418.4000,418.4000,3571.5300,1,1,2026-08-24T00:00:00.000
9170,20260605,13,211,444,461,110,322,3,4,419.1000,419.1000,419.1000,3572.9000,1,1,2026-08-24T00:00:00.000
9171,20260716,496,268,327,226,151,377,4,2,419.8000,419.8000,419.8000,3574.2700,1,1,2026-08-24T00:00:00.000
9172,20260821,170,252,22,29,347,197,5,7,420.5000,420.5000,420.5000,3575.6400,1,1,2026-08-24T00:00:00.000
9173,20260627,389,178,119,366,431,302,6,3,421.2000,421.2000,421.2000,3577.0100,1,1,2026-08-24T00:00:00.000
9174,20260712,391,285,119,247,382,140,9,7,421.9000,421.9000,421.9000,3578.3800,1,1,2026-08-24T00:00:00.000
9175,20260609,252,14,214,147,98,101,10,2,422.6000,422.6000,422.6000,3579.7500,1,1,2026-08-24T00:00:00.000
9176,20260621,393,91,207,246,81,126,7,6,423.3000,423.3000,423.3000,3581.1200,1,1,2026-08-24T00:00:00.000
9177,20260603,164,8,430,261,382,475,7,4,424.0000,424.0000,424.0000,3582.4900,1,1,2026-08-24T00:00:00.000
9178,20260715,89,220,16,374,166,144,7,5,424.7000,424.7000,424.7000,3583.8600,1,1,2026-08-24T00:00:00.000
9179,20260616,72,260,489,360,272,489,9,3,425.4000,425.4000,425.4000,3585.2300,1,1,2026-08-24T00:00:00.000
9180,20260529,82,295,411,-1,-1,-1,2,2,426.1000,426.1000,426.1000,3586.6000,1,1,2026-08-24T00:00:00.000
9181,20260722,126,35,287,175,214,48,4,7,426.8000,426.8000,426.8000,3587.9700,1,1,2026-08-24T00:00:00.000
9182,20260603,427,154,148,93,3,123,8,4,427.5000,427.5000,427.5000,3589.3400,1,1,2026-08-24T00:00:00.000
9183,20260610,80,338,248,71,309,220,1,2,428.2000,428.2000,428.2000,3590.7100,1,1,2026-08-24T00:00:00.000
9184,20260810,440,205,64,458,360,423,1,4,428.9000,428.9000,428.9000,3592.0800,1,1,2026-08-24T00:00:00.000
9185,20260603,185,329,316,321,49,9,5,4,429.6000,429.6000,429.6000,3593.4500,1,1,2026-08-24T00:00:00.000
9186,20260823,61,102,366,373,85,389,8,2,430.3000,430.3000,430.3000,3594.8200,1,1,2026-08-24T00:00:00.000
9187,20260811,216,251,292,96,477,171,2,2,431.0000,431.0000,431.0000,3596.1900,1,1,2026-08-24T00:00:00.000
9188,20260729,124,60,10,457,60,395,3,6,431.7000,431.7000,431.7000,3597.5600,1,1,2026-08-24T00:00:00.000
9189,20260812,75,79,96,331,344,201,6,7,432.4000,432.4000,432.4000,3598.9300,1,1,2026-08-24T00:00:00.000
9190,20260814,32,204,258,186,83,302,2,7,433.1000,433.1000,433.1000,3600.3000,1,1,2026-08-24T00:00:00.000
9191,20260712,386,186,299,339,392,112,7,4,433.8000,433.8000,433.8000,3601.6700,1,1,2026-08-24T00:00:00.000
9192,20260821,75,295,124,55,364,349,10,1,434.5000,434.5000,434.5000,3603.0400,1,1,2026-08-24T00:00:00.000
9193,20260724,333,105,427,64,113,243,8,5,435.2000,435.2000,435.2000,3604.4100,1,1,2026-08-24T00:00:00.000
9194,20260720,51,98,98,195,57,179,4,3,435.9000,435.9000,435.9000,3605.7800,1,1,2026-08-24T00:00:00.000
9195,20260807,104,32,289,292,247,122,2,2,436.6000,436.6000,436.6000,3607.1500,1,1,2026-08-24T00:00:00.000
9196,20260716,174,155,226,280,161,116,2,1,437.3000,437.3000,437.3000,3608.5200,1,1,2026-08-24T00:00:00.000
9197,20260722,196,54,210,-1,-1,-1,5,1,438.0000,438.0000,438.0000,3609.8900,1,1,2026-08-24T00:00:00.000
9198,20260609,292,171,296,373,12,209,10,3,438.7000,438.7000,438.7000,3611.2600,1,1,2026-08-24T00:00:00.000
9199,20260528,109,323,82,462,334,111,2,3,439.4000,439.4000,439.4000,3612.6300,1,1,2026-08-24T00:00:00.000
9200,20260703,154,340,470,401,34,367,6,1,440.1000,440.1000,440.1000,3614.0000,1,1,2026-08-24T00:00:00.000
9201,20260713,8,136,460,447,286,16,3,4,440.8000,440.8000,440.8000,3615.3700,1,1,2026-08-24T00:00:00.000
9202,20260609,317,308,160,405,365,282,2,6,441.5000,441.5000,441.5000,3616.7400,1,1,2026-08-24T00:00:00.000
9203,20260824,453,84,493,6,47,43,10,5,442.2000,442.2000,442.2000,3618.1100,1,1,2026-08-24T00:00:00.000
9204,20260605,360,254,330,403,180,428,1,7,442.9000,442.9000,442.9000,3619.4800,1,1,2026-08-24T00:00:00.000
9205,20260815,487,88,259,361,253,109,9,5,443.6000,443.6000,443.6000,3620.8500,1,1,2026-08-24T00:00:00.000
9206,20260602,413,204,74,486,176,222,1,2,444.3000,444.3000,444.3000,3622.2200,1,1,2026-08-24T00:00:00.000
9207,20260529,280,234,32,213,242,312,4,7,445.0000,445.0000,445.0000,3623.5900,1,1,2026-08-24T00:00:00.000
9208,20260802,321,2,75,328,265,101,3,2,445.7000,445.7000,445.7000,3624.9600,1,1,2026-08-24T00:00:00.000
9209,20260623,249,127,385,54,415,37,5,1,446.4000,446.4000,446.4000,3626.3300,1,1,2026-08-24T00:00:00.000
9210,20260609,2,211,181,66,465,343,9,6,447.1000,447.1000,447.1000,3627.7000,1,1,2026-08-24T00:00:00.000
9211,20260811,485,325,63,18,249,403,1,2,447.8000,447.8000,447.8000,3629.0700,1,1,2026-08-24T00:00:00.000
9212,20260714,446,333,244,300,439,238,4,7,448.5000,448.5000,448.5000,3630.4400,1,1,2026-08-24T00:00:00.000
9213,20260725,351,193,71,467,337,109,9,3,449.2000,449.2000,449.2000,3631.8100,1,1,2026-08-24T00:00:00.000
9214,20260818,74,159,86,-1,-1,-1,7,2,449.9000,449.9000,449.9000,3633.1800,1,1,2026-08-24T00:00:00.000
9215,20260609,479,344,417,61,341,90,3,6,450.6000,450.6000,450.6000,3634.5500,1,1,2026-08-24T00:00:00.000
9216,20260822,125,110,346,102,211,110,10,5,451.3000,451.3000,451.3000,3635.9200,1,1,2026-08-24T00:00:00.000
9217,20260719,83,144,36,324,382,60,1,5,452.0000,452.0000,452.0000,3637.2900,1,1,2026-08-24T00:00:00.000
9218,20260703,267,85,208,12,257,303,9,2,452.7000,452.7000,452.7000,3638.6600,1,1,2026-08-24T00:00:00.000
9219,20260625,421,134,484,421,138,320,9,6,453.4000,453.4000,453.4000,3640.0300,1,1,2026-08-24T00:00:00.000
9220,20260804,235,238,158,56,41,267,10,4,454.1000,454.1000,454.1000,3641.4000,1,1,2026-08-24T00:00:00.000
9221,20260816,111,111,19,287,80,262,3,2,454.8000,454.8000,454.8000,3642.7700,1,1,2026-08-24T00:00:00.000
9222,20260713,60,54,51,17,212,135,1,2,455.5000,455.5000,455.5000,3644.1400,1,1,2026-08-24T00:00:00.000
9223,20260721,115,302,481,151,211,106,10,3,456.2000,456.2000,456.2000,3645.5100,1,1,2026-08-24T00:00:00.000
9224,20260530,197,40,89,25,105,116,7,5,456.9000,456.9000,456.9000,3646.8800,1,1,2026-08-24T00:00:00.000
9225,20260604,310,40,442,235,233,409,4,2,457.6000,457.6000,457.6000,3648.2500,1,1,2026-08-24T00:00:00.000
9226,20260809,277,148,80,500,291,472,4,6,458.3000,458.3000,458.3000,3649.6200,1,1,2026-08-24T00:00:00.000
9227,20260724,279,73,326,179,71,351,9,6,459.0000,459.0000,459.0000,3650.9900,1,1,2026-08-24T00:00:00.000
9228,20260630,76,191,449,234,408,250,7,6,459.7000,459.7000,459.7000,3652.3600,1,1,2026-08-24T00:00:00.000
9229,20260615,171,26,263,6,182,279,5,4,460.4000,460.4000,460.4000,3653.7300,1,1,2026-08-24T00:00:00.000
9230,20260619,409,156,303,389,24,80,1,2,461.1000,461.1000,461.1000,3655.1000,1,1,2026-08-24T00:00:00.000
9231,20260730,16,73,235,-1,-1,-1,5,1,461.8000,461.8000,461.8000,3656.4700,1,1,2026-08-24T00:00:00.000
9232,20260604,243,35,389,451,464,56,1,5,462.5000,462.5000,462.5000,3657.8400,1,1,2026-08-24T00:00:00.000
9233,20260619,208,76,375,99,135,9,9,3,463.2000,463.2000,463.2000,3659.2100,1,1,2026-08-24T00:00:00.000
9234,20260610,261,96,15,11,330,317,8,7,463.9000,463.9000,463.9000,3660.5800,1,1,2026-08-24T00:00:00.000
9235,20260711,361,115,316,5,376,246,9,6,464.6000,464.6000,464.6000,3661.9500,1,1,2026-08-24T00:00:00.000
9236,20260711,206,248,327,419,308,174,6,2,465.3000,465.3000,465.3000,3663.3200,1,1,2026-08-24T00:00:00.000
9237,20260823,185,203,52,52,297,46,9,6,466.0000,466.0000,466.0000,3664.6900,1,1,2026-08-24T00:00:00.000
9238,20260812,67,313,371,307,200,498,8,6,466.7000,466.7000,466.7000,3666.0600,1,1,2026-08-24T00:00:00.000
9239,20260810,334,21,128,388,404,232,2,4,467.4000,467.4000,467.4000,3667.4300,1,1,2026-08-24T00:00:00.000
9240,20260614,460,266,64,348,167,161,7,4,468.1000,468.1000,468.1000,3668.8000,1,1,2026-08-24T00:00:00.000
9241,20260820,270,22,323,163,322,326,10,4,468.8000,468.8000,468.8000,3670.1700,1,1,2026-08-24T00:00:00.000
9242,20260702,13,83,378,397,449,229,9,3,469.5000,469.5000,469.5000,3671.5400,1,1,2026-08-24T00:00:00.000
9243,20260801,44,156,13,67,430,48,4,7,470.2000,470.2000,470.2000,3672.9100,1,1,2026-08-24T00:00:00.000
9244,20260715,330,213,217,500,138,205,8,2,470.9000,470.9000,470.9000,3674.2800,1,1,2026-08-24T00:00:00.000
9245,20260609,31,59,55,218,76,96,4,6,471.6000,471.6000,471.6000,3675.6500,1,1,2026-08-24T00:00:00.000
9246,20260814,378,278,37,494,234,392,2,4,472.3000,472.3000,472.3000,3677.0200,1,1,2026-08-24T00:00:00.000
9247,20260705,272,306,184,240,485,257,6,5,473.0000,473.0000,473.0000,3678.3900,1,1,2026-08-24T00:00:00.000
9248,20260730,72,161,451,-1,-1,-1,10,1,473.7000,473.7000,473.7000,3679.7600,1,1,2026-08-24T00:00:00.000
9249,20260812,254,234,286,412,336,149,2,5,474.4000,474.4000,474.4000,3681.1300,1,1,2026-08-24T00:00:00.000
9250,20260815,231,96,78,100,253,309,3,6,475.1000,475.1000,475.1000,3682.5000,1,1,2026-08-24T00:00:00.000
9251,20260703,230,251,351,246,183,122,8,3,475.8000,475.8000,475.8000,3683.8700,1,1,2026-08-24T00:00:00.000
9252,20260708,106,322,179,305,379,490,7,7,476.5000,476.5000,476.5000,3685.2400,1,1,2026-08-24T00:00:00.000
9253,20260615,10,42,147,49,429,285,6,2,477.2000,477.2000,477.2000,3686.6100,1,1,2026-08-24T00:00:00.000
9254,20260816,395,6,51,93,311,198,9,2,477.9000,477.9000,477.9000,3687.9800,1,1,2026-08-24T00:00:00.000
9255,20260726,16,246,482,217,375,13,6,4,478.6000,478.6000,478.6000,3689.3500,1,1,2026-08-24T00:00:00.000
9256,20260618,65,89,351,368,101,154,1,7,479.3000,479.3000,479.3000,3690.7200,1,1,2026-08-24T00:00:00.000
9257,20260721,269,56,475,70,263,140,9,7,480.0000,480.0000,480.0000,3692.0900,1,1,2026-08-24T00:00:00.000
9258,20260802,401,77,485,480,475,144,8,4,480.7000,480.7000,480.7000,3693.4600,1,1,2026-08-24T00:00:00.000
9259,20260615,490,8,388,86,34,4,4,6,481.4000,481.4000,481.4000,3694.8300,1,1,2026-08-24T00:00:00.000
9260,20260602,470,329,181,275,168,284,8,6,482.1000,482.1000,482.1000,3696.2000,1,1,2026-08-24T00:00:00.000
9261,20260628,341,136,219,480,217,97,4,1,482.8000,482.8000,482.8000,3697.5700,1,1,2026-08-24T00:00:00.000
9262,20260620,63,232,202,244,172,45,9,1,483.5000,483.5000,483.5000,3698.9400,1,1,2026-08-24T00:00:00.000
9263,20260630,394,109,487,328,1,378,10,2,484.2000,484.2000,484.2000,3700.3100,1,1,2026-08-24T00:00:00.000
9264,20260814,280,67,391,495,416,342,6,6,484.9000,484.9000,484.9000,3701.6800,1,1,2026-08-24T00:00:00.000
9265,20260625,238,245,64,-1,-1,-1,2,5,485.6000,485.6000,485.6000,3703.0500,1,1,2026-08-24T00:00:00.000
9266,20260823,81,53,79,402,356,164,6,4,486.3000,486.3000,486.3000,3704.4200,1,1,2026-08-24T00:00:00.000
9267,20260710,244,329,84,328,69,373,9,7,487.0000,487.0000,487.0000,3705.7900,1,1,2026-08-24T00:00:00.000
9268,20260527,31,231,82,252,184,347,5,4,487.7000,487.7000,487.7000,3707.1600,1,1,2026-08-24T00:00:00.000
9269,20260801,455,88,436,267,135,211,10,6,488.4000,488.4000,488.4000,3708.5300,1,1,2026-08-24T00:00:00.000
9270,20260823,442,176,62,378,191,352,1,1,489.1000,489.1000,489.1000,3709.9000,1,1,2026-08-24T00:00:00.000
9271,20260811,63,233,192,97,149,462,2,5,489.8000,489.8000,489.8000,3711.2700,1,1,2026-08-24T00:00:00.000
9272,20260702,422,339,499,108,495,23,5,5,490.5000,490.5000,490.5000,3712.6400,1,1,2026-08-24T00:00:00.000
9273,20260529,286,345,168,379,309,103,4,6,491.2000,491.2000,491.2000,3714.0100,1,1,2026-08-24T00:00:00.000
9274,20260716,471,139,122,265,250,164,9,4,491.9000,491.9000,491.9000,3715.3800,1,1,2026-08-24T00:00:00.000
9275,20260528,433,104,262,183,64,259,3,2,492.6000,492.6000,492.6000,3716.7500,1,1,2026-08-24T00:00:00.000
9276,20260604,372,78,309,69,118,431,10,4,493.3000,493.3000,493.3000,3718.1200,1,1,2026-08-24T00:00:00.000
9277,20260609,62,11,205,238,195,348,3,2,494.0000,494.0000,494.0000,3719.4900,1,1,2026-08-24T00:00:00.000
9278,20260603,441,269,195,241,260,450,7,3,494.7000,494.7000,494.7000,3720.8600,1,1,2026-08-24T00:00:00.000
9279,20260712,390,327,312,409,326,48,8,6,495.4000,495.4000,495.4000,3722.2300,1,1,2026-08-24T00:00:00.000
9280,20260711,417,243,153,257,314,286,3,2,496.1000,496.1000,496.1000,3723.6000,1,1,2026-08-24T00:00:00.000
9281,20260625,43,291,171,128,23,75,8,5,496.8000,496.8000,496.8000,3724.9700,1,1,2026-08-24T00:00:00.000
9282,20260605,253,342,57,-1,-1,-1,2,5,497.5000,497.5000,497.5000,3726.3400,1,1,2026-08-24T00:00:00.000
9283,20260531,96,196,432,204,94,37,10,5,498.2000,498.2000,498.2000,3727.7100,1,1,2026-08-24T00:00:00.000
9284,20260724,472,350,155,141,176,284,6,7,498.9000,498.9000,498.9000,3729.0800,1,1,2026-08-24T00:00:00.000
9285,20260725,454,124,11,366,40,485,6,5,499.6000,499.6000,499.6000,3730.4500,1,1,2026-08-24T00:00:00.000
9286,20260706,116,143,201,461,147,124,1,5,500.3000,500.3000,500.3000,3731.8200,1,1,2026-08-24T00:00:00.000
9287,20260701,1,12,262,311,255,101,3,4,501.0000,501.0000,501.0000,3733.1900,1,1,2026-08-24T00:00:00.000
9288,20260703,106,250,397,406,231,165,6,6,501.7000,501.7000,501.7000,3734.5600,1,1,2026-08-24T00:00:00.000
9289,20260820,230,334,316,403,225,24,6,4,502.4000,502.4000,502.4000,3735.9300,1,1,2026-08-24T00:00:00.000
9290,20260619,135,29,465,468,382,442,8,2,503.1000,503.1000,503.1000,3737.3000,1,1,2026-08-24T00:00:00.000
9291,20260813,270,157,117,346,355,310,9,1,503.8000,503.8000,503.8000,3738.6700,1,1,2026-08-24T00:00:00.000
9292,20260806,299,285,366,448,404,474,5,1,504.5000,504.5000,504.5000,3740.0400,1,1,2026-08-24T00:00:00.000
9293,20260624,400,49,416,363,102,421,3,7,505.2000,505.2000,505.2000,3741.4100,1,1,2026-08-24T00:00:00.000
9294,20260713,322,1,177,476,280,45,9,2,505.9000,505.9000,505.9000,3742.7800,1,1,2026-08-24T00:00:00.000
9295,20260820,463,31,345,315,312,321,6,6,506.6000,506.6000,506.6000,3744.1500,1,1,2026-08-24T00:00:00.000
9296,20260722,437,267,443,424,475,73,2,2,507.3000,507.3000,507.3000,3745.5200,1,1,2026-08-24T00:00:00.000
9297,20260720,379,6,279,178,442,496,8,4,508.0000,508.0000,508.0000,3746.8900,1,1,2026-08-24T00:00:00.000
9298,20260626,161,105,21,381,406,459,8,6,508.7000,508.7000,508.7000,3748.2600,1,1,2026-08-24T00:00:00.000
9299,20260811,321,17,235,-1,-1,-1,1,4,509.4000,509.4000,509.4000,3749.6300,1,1,2026-08-24T00:00:00.000
9300,20260807,6,27,218,187,263,474,7,5,510.1000,510.1000,510.1000,3751.0000,1,1,2026-08-24T00:00:00.000
9301,20260814,406,342,421,219,4,19,7,1,510.8000,510.8000,510.8000,3752.3700,1,1,2026-08-24T00:00:00.000
9302,20260823,226,278,56,133,210,498,3,3,511.5000,511.5000,511.5000,3753.7400,1,1,2026-08-24T00:00:00.000
9303,20260716,479,44,230,486,140,268,1,2,512.2000,512.2000,512.2000,3755.1100,1,1,2026-08-24T00:00:00.000
9304,20260606,88,229,300,166,112,393,6,2,512.9000,512.9000,512.9000,3756.4800,1,1,2026-08-24T00:00:00.000
9305,20260621,322,261,275,48,402,279,9,1,513.6000,513.6000,513.6000,3757.8500,1,1,2026-08-24T00:00:00.000
9306,20260729,287,292,186,215,492,299,10,4,514.3000,514.3000,514.3000,3759.2200,1,1,2026-08-24T00:00:00.000
9307,20260815,424,95,9,222,168,230,7,5,515.0000,515.0000,515.0000,3760.5900,1,1,2026-08-24T00:00:00.000
9308,20260605,11,290,382,453,430,429,2,6,515.7000,515.7000,515.7000,3761.9600,1,1,2026-08-24T00:00:00.000
9309,20260609,462,126,298,373,130,168,7,6,516.4000,516.4000,516.4000,3763.3300,1,1,2026-08-24T00:00:00.000
9310,20260727,95,219,165,119,346,165,1,7,517.1000,517.1000,517.1000,3764.7000,1,1,2026-08-24T00:00:00.000
9311,20260703,381,51,233,477,172,462,10,5,517.8000,517.8000,517.8000,3766.0700,1,1,2026-08-24T00:00:00.000
9312,20260621,435,244,232,448,361,65,5,2,518.5000,518.5000,518.5000,3767.4400,1,1,2026-08-24T00:00:00.000
9313,20260609,12,229,215,494,487,499,8,3,519.2000,519.2000,519.2000,3768.8100,1,1,2026-08-24T00:00:00.000
9314,20260614,30,288,472,378,66,366,7,6,519.9000,519.9000,519.9000,3770.1800,1,1,2026-08-24T00:00:00.000
9315,20260612,196,219,307,354,260,246,1,7,520.6000,520.6000,520.6000,3771.5500,1,1,2026-08-24T00:00:00.000
9316,20260729,62,104,329,-1,-1,-1,4,7,521.3000,521.3000,521.3000,3772.9200,1,1,2026-08-24T00:00:00.000
9317,20260715,119,40,118,28,431,374,9,1,522.0000,522.0000,522.0000,3774.2900,1,1,2026-08-24T00:00:00.000
9318,20260601,296,230,401,33,464,294,4,7,522.7000,522.7000,522.7000,3775.6600,1,1,2026-08-24T00:00:00.000
9319,20260528,67,13,40,67,297,364,6,2,523.4000,523.4000,523.4000,3777.0300,1,1,2026-08-24T00:00:00.000
9320,20260630,398,193,74,20,20,477,4,3,524.1000,524.1000,524.1000,3778.4000,1,1,2026-08-24T00:00:00.000
9321,20260810,383,187,55,11,29,418,6,4,524.8000,524.8000,524.8000,3779.7700,1,1,2026-08-24T00:00:00.000
9322,20260628,403,216,52,370,325,232,7,7,525.5000,525.5000,525.5000,3781.1400,1,1,2026-08-24T00:00:00.000
9323,20260823,361,273,348,2,249,284,4,3,526.2000,526.2000,526.2000,3782.5100,1,1,2026-08-24T00:00:00.000
