MachineSensorReadingKey,ReadingDateKey,ReadingTimeOfDayKey,MachineKey,MachineSensorTagKey,WorkCenterKey,PlantKey,MachineSensorTypeKey,UnitOfMeasureKey,ReadingSequenceNumber,EventCount,QuantityAmount,DurationMinutes,CostAmount,SourceSystemKey,BatchId,LoadedAtUtc
701,20260606,82140,110,151,7,120,2,2,701,702,970.3700,106.0000,970.3700,1,1,2026-08-24T00:00:00.000
702,20260811,5100,327,176,198,178,10,4,702,703,971.7400,107.0000,971.7400,1,1,2026-08-24T00:00:00.000
703,20260618,45360,162,34,296,217,8,5,703,704,973.1100,108.0000,973.1100,1,1,2026-08-24T00:00:00.000
704,20260602,31560,356,216,217,219,7,2,704,705,974.4800,109.0000,974.4800,1,1,2026-08-24T00:00:00.000
705,20260618,81780,204,350,93,105,5,3,705,706,975.8500,110.0000,975.8500,1,1,2026-08-24T00:00:00.000
706,20260707,33360,247,255,382,99,8,6,706,707,977.2200,111.0000,977.2200,1,1,2026-08-24T00:00:00.000
707,20260623,16920,489,301,21,190,4,7,707,708,978.5900,112.0000,978.5900,1,1,2026-08-24T00:00:00.000
708,20260529,15360,255,320,114,118,9,3,708,709,979.9600,113.0000,979.9600,1,1,2026-08-24T00:00:00.000
709,20260802,1200,78,455,296,137,9,7,709,710,981.3300,114.0000,981.3300,1,1,2026-08-24T00:00:00.000
710,20260601,78720,290,433,137,72,10,7,710,711,982.7000,115.0000,982.7000,1,1,2026-08-24T00:00:00.000
711,20260601,73260,154,480,120,89,5,2,711,712,984.0700,116.0000,984.0700,1,1,2026-08-24T00:00:00.000
712,20260713,57900,90,238,286,59,4,1,712,713,985.4400,117.0000,985.4400,1,1,2026-08-24T00:00:00.000
713,20260802,42900,67,254,169,273,6,6,713,714,986.8100,118.0000,986.8100,1,1,2026-08-24T00:00:00.000
714,20260706,79020,315,408,47,126,8,1,714,715,988.1800,119.0000,988.1800,1,1,2026-08-24T00:00:00.000
715,20260608,39240,74,380,144,90,3,7,715,716,989.5500,120.0000,989.5500,1,1,2026-08-24T00:00:00.000
716,20260613,63240,31,291,338,70,12,3,716,717,990.9200,121.0000,990.9200,1,1,2026-08-24T00:00:00.000
717,20260804,81000,293,91,62,209,12,7,717,718,992.2900,122.0000,992.2900,1,1,2026-08-24T00:00:00.000
718,20260528,47340,304,89,214,71,11,3,718,719,993.6600,123.0000,993.6600,1,1,2026-08-24T00:00:00.000
719,20260713,4200,102,315,158,10,8,6,719,720,995.0300,124.0000,995.0300,1,1,2026-08-24T00:00:00.000
720,20260709,25200,112,170,134,139,11,4,720,721,996.4000,125.0000,996.4000,1,1,2026-08-24T00:00:00.000
721,20260612,38700,411,289,377,308,5,4,721,722,997.7700,126.0000,997.7700,1,1,2026-08-24T00:00:00.000
722,20260712,74940,141,248,144,242,3,2,722,723,999.1400,127.0000,999.1400,1,1,2026-08-24T00:00:00.000
723,20260629,51180,170,470,264,69,2,1,723,724,1000.5100,128.0000,1000.5100,1,1,2026-08-24T00:00:00.000
724,20260719,27000,422,433,496,173,2,5,724,725,1001.8800,129.0000,1001.8800,1,1,2026-08-24T00:00:00.000
725,20260721,57120,337,160,118,289,11,2,725,726,1003.2500,130.0000,1003.2500,1,1,2026-08-24T00:00:00.000
726,20260816,30660,110,364,385,19,4,5,726,727,1004.6200,131.0000,1004.6200,1,1,2026-08-24T00:00:00.000
727,20260705,13920,53,276,238,334,10,5,727,728,1005.9900,132.0000,1005.9900,1,1,2026-08-24T00:00:00.000
728,20260807,55020,71,161,163,243,9,7,728,729,1007.3600,133.0000,1007.3600,1,1,2026-08-24T00:00:00.000
729,20260621,7500,48,348,140,255,12,4,729,730,1008.7300,134.0000,1008.7300,1,1,2026-08-24T00:00:00.000
730,20260612,53880,213,387,273,178,4,7,730,731,1010.1000,135.0000,1010.1000,1,1,2026-08-24T00:00:00.000
731,20260601,33060,140,337,461,92,6,2,731,732,1011.4700,136.0000,1011.4700,1,1,2026-08-24T00:00:00.000
732,20260710,65940,43,155,36,23,6,5,732,733,1012.8400,137.0000,1012.8400,1,1,2026-08-24T00:00:00.000
733,20260813,36720,34,463,148,273,4,6,733,734,1014.2100,138.0000,1014.2100,1,1,2026-08-24T00:00:00.000
734,20260603,75540,173,107,251,76,1,7,734,735,1015.5800,139.0000,1015.5800,1,1,2026-08-24T00:00:00.000
735,20260816,21360,106,178,15,90,4,5,735,736,1016.9500,140.0000,1016.9500,1,1,2026-08-24T00:00:00.000
736,20260704,63840,427,209,115,269,8,1,736,737,1018.3200,141.0000,1018.3200,1,1,2026-08-24T00:00:00.000
737,20260725,29880,298,460,98,123,7,5,737,738,1019.6900,142.0000,1019.6900,1,1,2026-08-24T00:00:00.000
738,20260719,25500,57,234,421,65,12,7,738,739,1021.0600,143.0000,1021.0600,1,1,2026-08-24T00:00:00.000
739,20260808,5340,453,55,303,120,1,1,739,740,1022.4300,144.0000,1022.4300,1,1,2026-08-24T00:00:00.000
740,20260709,24480,382,244,470,18,11,1,740,741,1023.8000,145.0000,1023.8000,1,1,2026-08-24T00:00:00.000
741,20260705,29700,493,427,259,28,7,4,741,742,1025.1700,146.0000,1025.1700,1,1,2026-08-24T00:00:00.000
742,20260808,43620,295,232,173,101,5,6,742,743,1026.5400,147.0000,1026.5400,1,1,2026-08-24T00:00:00.000
743,20260729,49320,361,153,464,296,4,3,743,744,1027.9100,148.0000,1027.9100,1,1,2026-08-24T00:00:00.000
744,20260810,18420,153,282,348,256,10,1,744,745,1029.2800,149.0000,1029.2800,1,1,2026-08-24T00:00:00.000
745,20260725,62220,85,131,177,114,3,3,745,746,1030.6500,150.0000,1030.6500,1,1,2026-08-24T00:00:00.000
746,20260603,34740,360,78,355,154,9,2,746,747,1032.0200,151.0000,1032.0200,1,1,2026-08-24T00:00:00.000
747,20260727,83700,477,176,137,12,11,7,747,748,1033.3900,152.0000,1033.3900,1,1,2026-08-24T00:00:00.000
748,20260717,4500,77,82,6,33,9,6,748,749,1034.7600,153.0000,1034.7600,1,1,2026-08-24T00:00:00.000
749,20260624,73560,160,187,171,234,1,1,749,750,1036.1300,154.0000,1036.1300,1,1,2026-08-24T00:00:00.000
750,20260811,46920,77,50,487,276,7,1,750,751,1037.5000,155.0000,1037.5000,1,1,2026-08-24T00:00:00.000
751,20260805,65040,361,319,173,230,8,6,751,752,1038.8700,156.0000,1038.8700,1,1,2026-08-24T00:00:00.000
752,20260713,17460,470,77,433,74,11,1,752,753,1040.2400,157.0000,1040.2400,1,1,2026-08-24T00:00:00.000
753,20260602,25860,233,88,251,326,1,3,753,754,1041.6100,158.0000,1041.6100,1,1,2026-08-24T00:00:00.000
754,20260801,29940,93,33,168,227,7,2,754,755,1042.9800,159.0000,1042.9800,1,1,2026-08-24T00:00:00.000
755,20260823,45720,37,475,285,324,2,4,755,756,1044.3500,160.0000,1044.3500,1,1,2026-08-24T00:00:00.000
756,20260716,39360,487,218,388,55,11,4,756,757,1045.7200,161.0000,1045.7200,1,1,2026-08-24T00:00:00.000
757,20260818,4860,62,374,139,235,9,7,757,758,1047.0900,162.0000,1047.0900,1,1,2026-08-24T00:00:00.000
758,20260627,65580,78,228,388,34,4,6,758,759,1048.4600,163.0000,1048.4600,1,1,2026-08-24T00:00:00.000
759,20260611,11880,54,151,255,7,2,3,759,760,1049.8300,164.0000,1049.8300,1,1,2026-08-24T00:00:00.000
760,20260601,26640,84,237,224,265,10,4,760,761,1051.2000,165.0000,1051.2000,1,1,2026-08-24T00:00:00.000
761,20260626,70260,163,178,405,347,5,4,761,762,1052.5700,166.0000,1052.5700,1,1,2026-08-24T00:00:00.000
762,20260603,53340,389,331,376,65,8,2,762,763,1053.9400,167.0000,1053.9400,1,1,2026-08-24T00:00:00.000
763,20260707,72720,428,387,157,93,1,5,763,764,1055.3100,168.0000,1055.3100,1,1,2026-08-24T00:00:00.000
764,20260529,36180,335,343,436,278,9,4,764,765,1056.6800,169.0000,1056.6800,1,1,2026-08-24T00:00:00.000
765,20260714,900,388,323,466,193,5,3,765,766,1058.0500,170.0000,1058.0500,1,1,2026-08-24T00:00:00.000
766,20260728,45420,300,185,260,287,9,7,766,767,1059.4200,171.0000,1059.4200,1,1,2026-08-24T00:00:00.000
767,20260620,62700,277,123,494,107,3,4,767,768,1060.7900,172.0000,1060.7900,1,1,2026-08-24T00:00:00.000
768,20260611,51300,215,205,43,92,9,3,768,769,1062.1600,173.0000,1062.1600,1,1,2026-08-24T00:00:00.000
769,20260615,43380,442,14,14,229,6,4,769,770,1063.5300,174.0000,1063.5300,1,1,2026-08-24T00:00:00.000
770,20260619,46380,285,60,68,241,2,2,770,771,1064.9000,175.0000,1064.9000,1,1,2026-08-24T00:00:00.000
771,20260801,9060,62,170,489,259,12,6,771,772,1066.2700,176.0000,1066.2700,1,1,2026-08-24T00:00:00.000
772,20260815,24000,110,220,361,209,3,4,772,773,1067.6400,177.0000,1067.6400,1,1,2026-08-24T00:00:00.000
773,20260612,80460,257,137,47,323,5,7,773,774,1069.0100,178.0000,1069.0100,1,1,2026-08-24T00:00:00.000
774,20260630,42360,16,487,92,333,10,6,774,775,1070.3800,179.0000,1070.3800,1,1,2026-08-24T00:00:00.000
775,20260715,40320,145,46,339,241,5,1,775,776,1071.7500,180.0000,1071.7500,1,1,2026-08-24T00:00:00.000
776,20260712,8640,149,361,228,68,10,5,776,777,1073.1200,181.0000,1073.1200,1,1,2026-08-24T00:00:00.000
777,20260811,38700,118,73,500,54,7,3,777,778,1074.4900,182.0000,1074.4900,1,1,2026-08-24T00:00:00.000
778,20260704,6720,91,145,413,278,6,3,778,779,1075.8600,183.0000,1075.8600,1,1,2026-08-24T00:00:00.000
779,20260727,46200,322,125,318,175,8,6,779,780,1077.2300,184.0000,1077.2300,1,1,2026-08-24T00:00:00.000
780,20260614,8880,76,285,474,344,4,1,780,781,1078.6000,185.0000,1078.6000,1,1,2026-08-24T00:00:00.000
781,20260625,19020,44,431,153,11,5,1,781,782,1079.9700,186.0000,1079.9700,1,1,2026-08-24T00:00:00.000
782,20260805,27660,22,286,452,229,11,4,782,783,1081.3400,187.0000,1081.3400,1,1,2026-08-24T00:00:00.000
783,20260811,7020,320,193,458,3,3,1,783,784,1082.7100,188.0000,1082.7100,1,1,2026-08-24T00:00:00.000
784,20260601,37380,324,169,153,71,4,5,784,785,1084.0800,189.0000,1084.0800,1,1,2026-08-24T00:00:00.000
785,20260606,59340,495,35,438,81,3,2,785,786,1085.4500,190.0000,1085.4500,1,1,2026-08-24T00:00:00.000
786,20260630,86280,102,189,186,131,2,6,786,787,1086.8200,191.0000,1086.8200,1,1,2026-08-24T00:00:00.000
787,20260823,660,44,270,471,24,2,2,787,788,1088.1900,192.0000,1088.1900,1,1,2026-08-24T00:00:00.000
788,20260715,60180,362,34,302,10,9,6,788,789,1089.5600,193.0000,1089.5600,1,1,2026-08-24T00:00:00.000
789,20260527,53640,364,318,306,206,3,4,789,790,1090.9300,194.0000,1090.9300,1,1,2026-08-24T00:00:00.000
790,20260712,61560,258,182,108,323,8,7,790,791,1092.3000,195.0000,1092.3000,1,1,2026-08-24T00:00:00.000
791,20260614,15720,194,387,263,281,4,6,791,792,1093.6700,196.0000,1093.6700,1,1,2026-08-24T00:00:00.000
792,20260609,41220,185,137,73,3,8,3,792,793,1095.0400,197.0000,1095.0400,1,1,2026-08-24T00:00:00.000
793,20260626,13680,279,336,165,65,10,4,793,794,1096.4100,198.0000,1096.4100,1,1,2026-08-24T00:00:00.000
794,20260807,12240,377,229,145,273,10,7,794,795,1097.7800,199.0000,1097.7800,1,1,2026-08-24T00:00:00.000
795,20260604,2460,80,90,203,54,1,6,795,796,1099.1500,200.0000,1099.1500,1,1,2026-08-24T00:00:00.000
796,20260804,19140,267,24,264,202,9,1,796,797,1100.5200,201.0000,1100.5200,1,1,2026-08-24T00:00:00.000
797,20260707,56100,197,24,71,333,2,6,797,798,1101.8900,202.0000,1101.8900,1,1,2026-08-24T00:00:00.000
798,20260603,23760,267,256,334,327,7,3,798,799,1103.2600,203.0000,1103.2600,1,1,2026-08-24T00:00:00.000
799,20260608,59700,369,125,132,338,1,1,799,800,1104.6300,204.0000,1104.6300,1,1,2026-08-24T00:00:00.000
800,20260601,11940,471,355,379,308,8,1,800,801,1106.0000,205.0000,1106.0000,1,1,2026-08-24T00:00:00.000
801,20260609,8340,130,466,77,74,6,6,801,802,1107.3700,206.0000,1107.3700,1,1,2026-08-24T00:00:00.000
802,20260821,54180,382,441,441,31,3,2,802,803,1108.7400,207.0000,1108.7400,1,1,2026-08-24T00:00:00.000
803,20260628,48240,352,437,403,43,1,2,803,804,1110.1100,208.0000,1110.1100,1,1,2026-08-24T00:00:00.000
804,20260720,16020,15,126,413,82,10,7,804,805,1111.4800,209.0000,1111.4800,1,1,2026-08-24T00:00:00.000
805,20260807,25920,50,94,212,279,6,2,805,806,1112.8500,210.0000,1112.8500,1,1,2026-08-24T00:00:00.000
806,20260721,4140,431,285,440,269,5,1,806,807,1114.2200,211.0000,1114.2200,1,1,2026-08-24T00:00:00.000
807,20260717,32400,83,8,382,177,3,6,807,808,1115.5900,212.0000,1115.5900,1,1,2026-08-24T00:00:00.000
808,20260613,9540,207,79,157,183,9,2,808,809,1116.9600,213.0000,1116.9600,1,1,2026-08-24T00:00:00.000
809,20260724,62940,23,500,329,200,1,6,809,810,1118.3300,214.0000,1118.3300,1,1,2026-08-24T00:00:00.000
810,20260821,59580,482,290,92,48,3,4,810,811,1119.7000,215.0000,1119.7000,1,1,2026-08-24T00:00:00.000
811,20260625,14700,410,330,318,83,1,7,811,812,1121.0700,216.0000,1121.0700,1,1,2026-08-24T00:00:00.000
812,20260814,54900,164,238,432,33,5,5,812,813,1122.4400,217.0000,1122.4400,1,1,2026-08-24T00:00:00.000
813,20260824,52680,318,432,46,250,11,6,813,814,1123.8100,218.0000,1123.8100,1,1,2026-08-24T00:00:00.000
814,20260630,4320,383,403,138,286,6,2,814,815,1125.1800,219.0000,1125.1800,1,1,2026-08-24T00:00:00.000
815,20260615,51300,464,406,180,272,2,6,815,816,1126.5500,220.0000,1126.5500,1,1,2026-08-24T00:00:00.000
816,20260609,11700,448,135,303,140,1,6,816,817,1127.9200,221.0000,1127.9200,1,1,2026-08-24T00:00:00.000
817,20260804,58260,439,474,404,1,1,7,817,818,1129.2900,222.0000,1129.2900,1,1,2026-08-24T00:00:00.000
818,20260708,30300,465,173,104,272,7,7,818,819,1130.6600,223.0000,1130.6600,1,1,2026-08-24T00:00:00.000
819,20260804,27240,402,14,69,314,6,1,819,820,1132.0300,224.0000,1132.0300,1,1,2026-08-24T00:00:00.000
820,20260803,54060,277,462,358,259,11,1,820,821,1133.4000,225.0000,1133.4000,1,1,2026-08-24T00:00:00.000
821,20260606,22800,418,268,2,14,6,2,821,822,1134.7700,226.0000,1134.7700,1,1,2026-08-24T00:00:00.000
822,20260704,35640,245,23,343,135,2,1,822,823,1136.1400,227.0000,1136.1400,1,1,2026-08-24T00:00:00.000
823,20260628,11280,319,317,380,286,7,2,823,824,1137.5100,228.0000,1137.5100,1,1,2026-08-24T00:00:00.000
824,20260819,86340,293,360,396,97,3,3,824,825,1138.8800,229.0000,1138.8800,1,1,2026-08-24T00:00:00.000
825,20260808,16560,112,203,313,266,5,7,825,826,1140.2500,230.0000,1140.2500,1,1,2026-08-24T00:00:00.000
826,20260717,21960,284,160,80,164,10,7,826,827,1141.6200,231.0000,1141.6200,1,1,2026-08-24T00:00:00.000
827,20260814,63900,319,80,19,235,2,3,827,828,1142.9900,232.0000,1142.9900,1,1,2026-08-24T00:00:00.000
828,20260626,35220,202,112,466,70,3,5,828,829,1144.3600,233.0000,1144.3600,1,1,2026-08-24T00:00:00.000
829,20260527,11880,450,316,267,237,8,5,829,830,1145.7300,234.0000,1145.7300,1,1,2026-08-24T00:00:00.000
830,20260623,72180,161,119,298,106,2,2,830,831,1147.1000,235.0000,1147.1000,1,1,2026-08-24T00:00:00.000
831,20260812,10500,324,300,370,56,10,4,831,832,1148.4700,236.0000,1148.4700,1,1,2026-08-24T00:00:00.000
832,20260601,59700,245,59,40,120,9,7,832,833,1149.8400,237.0000,1149.8400,1,1,2026-08-24T00:00:00.000
833,20260626,35100,177,178,333,13,10,1,833,834,1151.2100,238.0000,1151.2100,1,1,2026-08-24T00:00:00.000
834,20260628,57360,412,479,350,310,10,6,834,835,1152.5800,239.0000,1152.5800,1,1,2026-08-24T00:00:00.000
835,20260823,21780,480,342,407,327,7,2,835,836,1153.9500,240.0000,1153.9500,1,1,2026-08-24T00:00:00.000
836,20260818,46800,20,27,252,191,12,5,836,837,1155.3200,241.0000,1155.3200,1,1,2026-08-24T00:00:00.000
837,20260724,51000,160,73,458,215,7,5,837,838,1156.6900,242.0000,1156.6900,1,1,2026-08-24T00:00:00.000
838,20260712,76560,321,294,253,126,2,4,838,839,1158.0600,243.0000,1158.0600,1,1,2026-08-24T00:00:00.000
839,20260706,67080,59,249,53,200,4,6,839,840,1159.4300,244.0000,1159.4300,1,1,2026-08-24T00:00:00.000
840,20260626,22980,294,101,397,345,10,6,840,841,1160.8000,245.0000,1160.8000,1,1,2026-08-24T00:00:00.000
841,20260821,64380,306,472,45,320,2,5,841,842,1162.1700,246.0000,1162.1700,1,1,2026-08-24T00:00:00.000
842,20260803,39780,253,31,253,24,6,3,842,843,1163.5400,247.0000,1163.5400,1,1,2026-08-24T00:00:00.000
843,20260725,35400,413,388,324,331,11,1,843,844,1164.9100,248.0000,1164.9100,1,1,2026-08-24T00:00:00.000
844,20260530,16560,340,127,126,282,4,2,844,845,1166.2800,249.0000,1166.2800,1,1,2026-08-24T00:00:00.000
845,20260726,76680,404,474,50,251,7,7,845,846,1167.6500,250.0000,1167.6500,1,1,2026-08-24T00:00:00.000
846,20260529,4320,312,84,110,276,4,2,846,847,1169.0200,251.0000,1169.0200,1,1,2026-08-24T00:00:00.000
847,20260703,72360,332,184,462,1,8,4,847,848,1170.3900,252.0000,1170.3900,1,1,2026-08-24T00:00:00.000
848,20260712,57540,274,372,364,124,6,4,848,849,1171.7600,253.0000,1171.7600,1,1,2026-08-24T00:00:00.000
849,20260824,1500,486,424,109,190,10,4,849,850,1173.1300,254.0000,1173.1300,1,1,2026-08-24T00:00:00.000
850,20260716,53280,494,78,340,256,8,7,850,851,1174.5000,255.0000,1174.5000,1,1,2026-08-24T00:00:00.000
851,20260819,21600,333,315,239,99,11,3,851,852,1175.8700,256.0000,1175.8700,1,1,2026-08-24T00:00:00.000
852,20260713,47520,166,33,212,246,4,4,852,853,1177.2400,257.0000,1177.2400,1,1,2026-08-24T00:00:00.000
853,20260531,8700,236,317,316,106,4,4,853,854,1178.6100,258.0000,1178.6100,1,1,2026-08-24T00:00:00.000
854,20260605,40440,298,4,137,1,4,4,854,855,1179.9800,259.0000,1179.9800,1,1,2026-08-24T00:00:00.000
855,20260629,28200,62,461,18,227,8,2,855,856,1181.3500,260.0000,1181.3500,1,1,2026-08-24T00:00:00.000
856,20260528,33660,270,385,93,235,4,4,856,857,1182.7200,261.0000,1182.7200,1,1,2026-08-24T00:00:00.000
857,20260619,30900,454,369,105,92,10,1,857,858,1184.0900,262.0000,1184.0900,1,1,2026-08-24T00:00:00.000
858,20260530,46800,185,45,114,162,4,2,858,859,1185.4600,263.0000,1185.4600,1,1,2026-08-24T00:00:00.000
859,20260616,43560,232,252,447,198,4,1,859,860,1186.8300,264.0000,1186.8300,1,1,2026-08-24T00:00:00.000
860,20260628,12000,312,425,405,37,12,2,860,861,1188.2000,265.0000,1188.2000,1,1,2026-08-24T00:00:00.000
861,20260627,57240,304,275,2,243,8,1,861,862,1189.5700,266.0000,1189.5700,1,1,2026-08-24T00:00:00.000
862,20260731,54720,63,432,320,123,11,7,862,863,1190.9400,267.0000,1190.9400,1,1,2026-08-24T00:00:00.000
863,20260711,38040,26,292,181,19,12,6,863,864,1192.3100,268.0000,1192.3100,1,1,2026-08-24T00:00:00.000
864,20260810,30780,307,61,390,2,9,1,864,865,1193.6800,269.0000,1193.6800,1,1,2026-08-24T00:00:00.000
865,20260711,6300,343,48,191,95,7,7,865,866,1195.0500,270.0000,1195.0500,1,1,2026-08-24T00:00:00.000
866,20260812,76620,363,120,160,226,11,2,866,867,1196.4200,271.0000,1196.4200,1,1,2026-08-24T00:00:00.000
867,20260812,61740,358,300,160,247,8,2,867,868,1197.7900,272.0000,1197.7900,1,1,2026-08-24T00:00:00.000
868,20260607,35160,208,212,326,303,12,7,868,869,1199.1600,273.0000,1199.1600,1,1,2026-08-24T00:00:00.000
869,20260805,17220,148,262,85,210,4,7,869,870,1200.5300,274.0000,1200.5300,1,1,2026-08-24T00:00:00.000
870,20260628,50640,169,431,149,97,9,1,870,871,1201.9000,275.0000,1201.9000,1,1,2026-08-24T00:00:00.000
871,20260628,64620,148,490,224,50,6,2,871,872,1203.2700,276.0000,1203.2700,1,1,2026-08-24T00:00:00.000
872,20260720,28620,387,205,390,229,1,4,872,873,1204.6400,277.0000,1204.6400,1,1,2026-08-24T00:00:00.000
873,20260807,14040,141,404,478,270,4,3,873,874,1206.0100,278.0000,1206.0100,1,1,2026-08-24T00:00:00.000
874,20260615,56340,20,83,41,13,4,6,874,875,1207.3800,279.0000,1207.3800,1,1,2026-08-24T00:00:00.000
875,20260706,10440,171,361,74,345,3,3,875,876,1208.7500,280.0000,1208.7500,1,1,2026-08-24T00:00:00.000
876,20260812,42300,270,48,6,218,12,2,876,877,1210.1200,281.0000,1210.1200,1,1,2026-08-24T00:00:00.000
877,20260612,13620,4,337,439,14,6,2,877,878,1211.4900,282.0000,1211.4900,1,1,2026-08-24T00:00:00.000
878,20260723,30840,55,124,484,321,1,7,878,879,1212.8600,283.0000,1212.8600,1,1,2026-08-24T00:00:00.000
879,20260529,73440,160,41,112,211,5,3,879,880,1214.2300,284.0000,1214.2300,1,1,2026-08-24T00:00:00.000
880,20260715,65820,47,128,373,54,3,6,880,881,1215.6000,285.0000,1215.6000,1,1,2026-08-24T00:00:00.000
881,20260618,38580,435,467,6,178,2,7,881,882,1216.9700,286.0000,1216.9700,1,1,2026-08-24T00:00:00.000
882,20260807,40620,379,469,307,122,1,4,882,883,1218.3400,287.0000,1218.3400,1,1,2026-08-24T00:00:00.000
883,20260629,66180,12,118,419,182,4,1,883,884,1219.7100,288.0000,1219.7100,1,1,2026-08-24T00:00:00.000
884,20260605,72960,318,8,392,121,8,5,884,885,1221.0800,289.0000,1221.0800,1,1,2026-08-24T00:00:00.000
885,20260601,86280,19,299,413,291,7,7,885,886,1222.4500,290.0000,1222.4500,1,1,2026-08-24T00:00:00.000
886,20260627,13740,106,35,297,110,1,6,886,887,1223.8200,291.0000,1223.8200,1,1,2026-08-24T00:00:00.000
887,20260817,63360,51,313,426,89,5,2,887,888,1225.1900,292.0000,1225.1900,1,1,2026-08-24T00:00:00.000
888,20260822,29280,338,4,490,302,3,4,888,889,1226.5600,293.0000,1226.5600,1,1,2026-08-24T00:00:00.000
889,20260620,33240,74,423,199,71,2,5,889,890,1227.9300,294.0000,1227.9300,1,1,2026-08-24T00:00:00.000
890,20260607,59280,55,275,29,5,2,6,890,891,1229.3000,295.0000,1229.3000,1,1,2026-08-24T00:00:00.000
891,20260623,5220,327,262,18,230,9,2,891,892,1230.6700,296.0000,1230.6700,1,1,2026-08-24T00:00:00.000
892,20260713,81240,154,469,344,278,7,3,892,893,1232.0400,297.0000,1232.0400,1,1,2026-08-24T00:00:00.000
893,20260821,64020,255,229,89,264,3,4,893,894,1233.4100,298.0000,1233.4100,1,1,2026-08-24T00:00:00.000
894,20260715,5940,90,179,161,346,1,5,894,895,1234.7800,299.0000,1234.7800,1,1,2026-08-24T00:00:00.000
895,20260716,31920,387,465,296,262,9,6,895,896,1236.1500,300.0000,1236.1500,1,1,2026-08-24T00:00:00.000
896,20260802,74640,462,446,441,171,12,7,896,897,1237.5200,301.0000,1237.5200,1,1,2026-08-24T00:00:00.000
897,20260616,65340,250,184,333,219,10,3,897,898,1238.8900,302.0000,1238.8900,1,1,2026-08-24T00:00:00.000
898,20260824,48660,213,74,255,274,10,3,898,899,1240.2600,303.0000,1240.2600,1,1,2026-08-24T00:00:00.000
899,20260730,38100,344,122,448,99,3,7,899,900,1241.6300,304.0000,1241.6300,1,1,2026-08-24T00:00:00.000
900,20260625,61080,350,315,443,207,10,2,900,901,1243.0000,305.0000,1243.0000,1,1,2026-08-24T00:00:00.000
901,20260809,37020,405,405,278,190,6,1,901,902,1244.3700,306.0000,1244.3700,1,1,2026-08-24T00:00:00.000
902,20260707,22080,444,19,154,339,4,1,902,903,1245.7400,307.0000,1245.7400,1,1,2026-08-24T00:00:00.000
903,20260619,15120,27,400,450,165,4,1,903,904,1247.1100,308.0000,1247.1100,1,1,2026-08-24T00:00:00.000
904,20260618,48420,54,227,417,350,10,6,904,905,1248.4800,309.0000,1248.4800,1,1,2026-08-24T00:00:00.000
905,20260618,50580,166,375,239,331,3,3,905,906,1249.8500,310.0000,1249.8500,1,1,2026-08-24T00:00:00.000
906,20260811,36480,226,74,133,39,11,2,906,907,1251.2200,311.0000,1251.2200,1,1,2026-08-24T00:00:00.000
907,20260603,55200,53,363,219,183,4,7,907,908,1252.5900,312.0000,1252.5900,1,1,2026-08-24T00:00:00.000
908,20260625,77280,359,406,137,135,11,2,908,909,1253.9600,313.0000,1253.9600,1,1,2026-08-24T00:00:00.000
909,20260609,7260,400,166,322,234,12,5,909,910,1255.3300,314.0000,1255.3300,1,1,2026-08-24T00:00:00.000
910,20260819,28980,264,272,450,5,10,4,910,911,1256.7000,315.0000,1256.7000,1,1,2026-08-24T00:00:00.000
911,20260603,57540,35,470,454,5,8,4,911,912,1258.0700,316.0000,1258.0700,1,1,2026-08-24T00:00:00.000
912,20260810,52860,122,214,333,260,1,1,912,913,1259.4400,317.0000,1259.4400,1,1,2026-08-24T00:00:00.000
913,20260726,39540,274,11,135,164,6,1,913,914,1260.8100,318.0000,1260.8100,1,1,2026-08-24T00:00:00.000
914,20260728,32040,163,320,201,279,12,7,914,915,1262.1800,319.0000,1262.1800,1,1,2026-08-24T00:00:00.000
915,20260615,51000,183,243,153,70,9,5,915,916,1263.5500,320.0000,1263.5500,1,1,2026-08-24T00:00:00.000
916,20260713,81480,18,47,440,177,8,5,916,917,1264.9200,321.0000,1264.9200,1,1,2026-08-24T00:00:00.000
917,20260620,30420,443,421,280,327,6,4,917,918,1266.2900,322.0000,1266.2900,1,1,2026-08-24T00:00:00.000
918,20260612,14400,248,415,252,217,8,1,918,919,1267.6600,323.0000,1267.6600,1,1,2026-08-24T00:00:00.000
919,20260801,65700,224,343,205,90,10,1,919,920,1269.0300,324.0000,1269.0300,1,1,2026-08-24T00:00:00.000
920,20260613,12540,247,169,365,8,10,2,920,921,1270.4000,325.0000,1270.4000,1,1,2026-08-24T00:00:00.000
921,20260608,46920,328,372,73,188,1,5,921,922,1271.7700,326.0000,1271.7700,1,1,2026-08-24T00:00:00.000
922,20260620,12300,446,466,103,335,5,6,922,923,1273.1400,327.0000,1273.1400,1,1,2026-08-24T00:00:00.000
923,20260621,83640,243,104,500,160,10,5,923,924,1274.5100,328.0000,1274.5100,1,1,2026-08-24T00:00:00.000
924,20260627,38760,315,251,223,98,4,1,924,925,1275.8800,329.0000,1275.8800,1,1,2026-08-24T00:00:00.000
925,20260819,76380,414,345,161,178,11,5,925,926,1277.2500,330.0000,1277.2500,1,1,2026-08-24T00:00:00.000
926,20260624,72480,32,340,229,331,7,4,926,927,1278.6200,331.0000,1278.6200,1,1,2026-08-24T00:00:00.000
927,20260606,66360,215,340,184,280,12,6,927,928,1279.9900,332.0000,1279.9900,1,1,2026-08-24T00:00:00.000
