InventorySafetyStockSnapshotKey,SnapshotDateKey,InventorySafetyStockPolicyKey,ProductKey,PlantKey,InventoryAbcClassKey,UnitOfMeasureKey,OnHandQuantity,SafetyStockQuantity,ShortageQuantity,ShortageValueAmount,SourceSystemKey,BatchId,LoadedAtUtc
752,20260712,416,468,86,4,3,526.5000,526.5000,526.5000,1040.2400,1,1,2026-08-24T00:00:00.000
753,20260612,473,233,55,3,5,527.2000,527.2000,527.2000,1041.6100,1,1,2026-08-24T00:00:00.000
754,20260710,155,283,97,3,3,527.9000,527.9000,527.9000,1042.9800,1,1,2026-08-24T00:00:00.000
755,20260723,406,183,102,2,4,528.6000,528.6000,528.6000,1044.3500,1,1,2026-08-24T00:00:00.000
756,20260611,90,446,30,3,5,529.3000,529.3000,529.3000,1045.7200,1,1,2026-08-24T00:00:00.000
757,20260709,21,497,235,1,5,530.0000,530.0000,530.0000,1047.0900,1,1,2026-08-24T00:00:00.000
758,20260622,487,405,14,5,1,530.7000,530.7000,530.7000,1048.4600,1,1,2026-08-24T00:00:00.000
759,20260728,370,53,203,5,2,531.4000,531.4000,531.4000,1049.8300,1,1,2026-08-24T00:00:00.000
760,20260722,21,33,129,3,7,532.1000,532.1000,532.1000,1051.2000,1,1,2026-08-24T00:00:00.000
761,20260611,266,259,69,2,3,532.8000,532.8000,532.8000,1052.5700,1,1,2026-08-24T00:00:00.000
762,20260718,346,240,103,5,4,533.5000,533.5000,533.5000,1053.9400,1,1,2026-08-24T00:00:00.000
763,20260707,255,315,188,3,3,534.2000,534.2000,534.2000,1055.3100,1,1,2026-08-24T00:00:00.000
764,20260718,216,29,184,5,7,534.9000,534.9000,534.9000,1056.6800,1,1,2026-08-24T00:00:00.000
765,20260717,16,185,15,3,2,535.6000,535.6000,535.6000,1058.0500,1,1,2026-08-24T00:00:00.000
766,20260810,430,421,37,1,1,536.3000,536.3000,536.3000,1059.4200,1,1,2026-08-24T00:00:00.000
767,20260721,237,327,287,2,5,537.0000,537.0000,537.0000,1060.7900,1,1,2026-08-24T00:00:00.000
768,20260730,412,259,278,3,5,537.7000,537.7000,537.7000,1062.1600,1,1,2026-08-24T00:00:00.000
769,20260823,146,235,82,3,4,538.4000,538.4000,538.4000,1063.5300,1,1,2026-08-24T00:00:00.000
770,20260717,233,369,246,3,1,539.1000,539.1000,539.1000,1064.9000,1,1,2026-08-24T00:00:00.000
771,20260710,84,412,222,2,4,539.8000,539.8000,539.8000,1066.2700,1,1,2026-08-24T00:00:00.000
772,20260803,424,326,265,4,5,540.5000,540.5000,540.5000,1067.6400,1,1,2026-08-24T00:00:00.000
773,20260803,411,239,281,1,1,541.2000,541.2000,541.2000,1069.0100,1,1,2026-08-24T00:00:00.000
774,20260604,299,32,110,4,1,541.9000,541.9000,541.9000,1070.3800,1,1,2026-08-24T00:00:00.000
775,20260615,89,188,160,1,3,542.6000,542.6000,542.6000,1071.7500,1,1,2026-08-24T00:00:00.000
776,20260616,154,94,96,3,6,543.3000,543.3000,543.3000,1073.1200,1,1,2026-08-24T00:00:00.000
777,20260707,37,246,128,5,6,544.0000,544.0000,544.0000,1074.4900,1,1,2026-08-24T00:00:00.000
778,20260718,293,353,181,3,3,544.7000,544.7000,544.7000,1075.8600,1,1,2026-08-24T00:00:00.000
779,20260715,311,417,37,2,5,545.4000,545.4000,545.4000,1077.2300,1,1,2026-08-24T00:00:00.000
780,20260703,40,43,213,3,7,546.1000,546.1000,546.1000,1078.6000,1,1,2026-08-24T00:00:00.000
781,20260721,3,3,300,5,1,546.8000,546.8000,546.8000,1079.9700,1,1,2026-08-24T00:00:00.000
782,20260606,24,131,107,1,5,547.5000,547.5000,547.5000,1081.3400,1,1,2026-08-24T00:00:00.000
783,20260623,143,35,266,2,4,548.2000,548.2000,548.2000,1082.7100,1,1,2026-08-24T00:00:00.000
784,20260710,322,118,312,1,6,548.9000,548.9000,548.9000,1084.0800,1,1,2026-08-24T00:00:00.000
785,20260807,357,409,177,2,5,549.6000,549.6000,549.6000,1085.4500,1,1,2026-08-24T00:00:00.000
786,20260720,85,263,88,2,5,550.3000,550.3000,550.3000,1086.8200,1,1,2026-08-24T00:00:00.000
787,20260728,242,488,155,3,6,551.0000,551.0000,551.0000,1088.1900,1,1,2026-08-24T00:00:00.000
788,20260527,173,223,206,2,6,551.7000,551.7000,551.7000,1089.5600,1,1,2026-08-24T00:00:00.000
789,20260530,311,400,161,5,3,552.4000,552.4000,552.4000,1090.9300,1,1,2026-08-24T00:00:00.000
790,20260621,195,48,135,4,5,553.1000,553.1000,553.1000,1092.3000,1,1,2026-08-24T00:00:00.000
791,20260720,81,122,242,1,6,553.8000,553.8000,553.8000,1093.6700,1,1,2026-08-24T00:00:00.000
792,20260607,78,444,205,2,4,554.5000,554.5000,554.5000,1095.0400,1,1,2026-08-24T00:00:00.000
793,20260603,365,25,81,2,6,555.2000,555.2000,555.2000,1096.4100,1,1,2026-08-24T00:00:00.000
794,20260802,39,223,12,1,4,555.9000,555.9000,555.9000,1097.7800,1,1,2026-08-24T00:00:00.000
795,20260629,129,404,341,1,6,556.6000,556.6000,556.6000,1099.1500,1,1,2026-08-24T00:00:00.000
796,20260820,45,463,100,4,4,557.3000,557.3000,557.3000,1100.5200,1,1,2026-08-24T00:00:00.000
797,20260628,406,357,121,3,1,558.0000,558.0000,558.0000,1101.8900,1,1,2026-08-24T00:00:00.000
798,20260811,352,274,140,1,2,558.7000,558.7000,558.7000,1103.2600,1,1,2026-08-24T00:00:00.000
799,20260610,190,92,191,2,6,559.4000,559.4000,559.4000,1104.6300,1,1,2026-08-24T00:00:00.000
800,20260624,50,379,289,2,5,560.1000,560.1000,560.1000,1106.0000,1,1,2026-08-24T00:00:00.000
801,20260608,465,210,67,4,4,560.8000,560.8000,560.8000,1107.3700,1,1,2026-08-24T00:00:00.000
802,20260808,374,348,216,5,2,561.5000,561.5000,561.5000,1108.7400,1,1,2026-08-24T00:00:00.000
803,20260806,44,349,130,2,2,562.2000,562.2000,562.2000,1110.1100,1,1,2026-08-24T00:00:00.000
804,20260812,142,268,109,5,5,562.9000,562.9000,562.9000,1111.4800,1,1,2026-08-24T00:00:00.000
805,20260715,353,160,69,3,6,563.6000,563.6000,563.6000,1112.8500,1,1,2026-08-24T00:00:00.000
806,20260807,392,24,176,5,4,564.3000,564.3000,564.3000,1114.2200,1,1,2026-08-24T00:00:00.000
807,20260705,13,129,108,3,3,565.0000,565.0000,565.0000,1115.5900,1,1,2026-08-24T00:00:00.000
808,20260614,240,463,278,1,1,565.7000,565.7000,565.7000,1116.9600,1,1,2026-08-24T00:00:00.000
809,20260822,98,414,261,5,6,566.4000,566.4000,566.4000,1118.3300,1,1,2026-08-24T00:00:00.000
810,20260730,207,34,268,4,2,567.1000,567.1000,567.1000,1119.7000,1,1,2026-08-24T00:00:00.000
811,20260704,408,263,137,4,6,567.8000,567.8000,567.8000,1121.0700,1,1,2026-08-24T00:00:00.000
812,20260814,253,11,300,5,4,568.5000,568.5000,568.5000,1122.4400,1,1,2026-08-24T00:00:00.000
813,20260805,450,247,296,5,3,569.2000,569.2000,569.2000,1123.8100,1,1,2026-08-24T00:00:00.000
814,20260623,334,142,32,1,5,569.9000,569.9000,569.9000,1125.1800,1,1,2026-08-24T00:00:00.000
815,20260605,33,227,227,3,4,570.6000,570.6000,570.6000,1126.5500,1,1,2026-08-24T00:00:00.000
816,20260803,101,479,93,5,2,571.3000,571.3000,571.3000,1127.9200,1,1,2026-08-24T00:00:00.000
817,20260824,450,153,269,2,6,572.0000,572.0000,572.0000,1129.2900,1,1,2026-08-24T00:00:00.000
818,20260815,301,382,290,4,7,572.7000,572.7000,572.7000,1130.6600,1,1,2026-08-24T00:00:00.000
819,20260605,54,68,189,5,7,573.4000,573.4000,573.4000,1132.0300,1,1,2026-08-24T00:00:00.000
820,20260812,421,44,320,1,7,574.1000,574.1000,574.1000,1133.4000,1,1,2026-08-24T00:00:00.000
821,20260721,272,404,127,1,7,574.8000,574.8000,574.8000,1134.7700,1,1,2026-08-24T00:00:00.000
822,20260616,416,337,51,2,5,575.5000,575.5000,575.5000,1136.1400,1,1,2026-08-24T00:00:00.000
823,20260719,483,226,33,4,6,576.2000,576.2000,576.2000,1137.5100,1,1,2026-08-24T00:00:00.000
824,20260814,384,483,206,1,7,576.9000,576.9000,576.9000,1138.8800,1,1,2026-08-24T00:00:00.000
825,20260625,32,407,299,3,3,577.6000,577.6000,577.6000,1140.2500,1,1,2026-08-24T00:00:00.000
826,20260718,92,100,12,2,7,578.3000,578.3000,578.3000,1141.6200,1,1,2026-08-24T00:00:00.000
827,20260708,353,27,74,5,1,579.0000,579.0000,579.0000,1142.9900,1,1,2026-08-24T00:00:00.000
828,20260530,35,490,242,3,2,579.7000,579.7000,579.7000,1144.3600,1,1,2026-08-24T00:00:00.000
829,20260602,139,350,204,4,1,580.4000,580.4000,580.4000,1145.7300,1,1,2026-08-24T00:00:00.000
830,20260725,400,466,241,1,4,581.1000,581.1000,581.1000,1147.1000,1,1,2026-08-24T00:00:00.000
831,20260617,468,488,232,1,1,581.8000,581.8000,581.8000,1148.4700,1,1,2026-08-24T00:00:00.000
832,20260613,29,161,18,4,1,582.5000,582.5000,582.5000,1149.8400,1,1,2026-08-24T00:00:00.000
833,20260714,120,61,121,2,7,583.2000,583.2000,583.2000,1151.2100,1,1,2026-08-24T00:00:00.000
834,20260622,463,452,155,3,4,583.9000,583.9000,583.9000,1152.5800,1,1,2026-08-24T00:00:00.000
835,20260824,426,72,209,1,6,584.6000,584.6000,584.6000,1153.9500,1,1,2026-08-24T00:00:00.000
836,20260808,162,300,128,2,2,585.3000,585.3000,585.3000,1155.3200,1,1,2026-08-24T00:00:00.000
837,20260608,131,71,28,2,3,586.0000,586.0000,586.0000,1156.6900,1,1,2026-08-24T00:00:00.000
838,20260805,476,493,33,5,1,586.7000,586.7000,586.7000,1158.0600,1,1,2026-08-24T00:00:00.000
839,20260711,404,129,94,2,1,587.4000,587.4000,587.4000,1159.4300,1,1,2026-08-24T00:00:00.000
840,20260709,119,369,271,3,7,588.1000,588.1000,588.1000,1160.8000,1,1,2026-08-24T00:00:00.000
841,20260609,264,156,55,4,6,588.8000,588.8000,588.8000,1162.1700,1,1,2026-08-24T00:00:00.000
842,20260622,472,368,221,4,6,589.5000,589.5000,589.5000,1163.5400,1,1,2026-08-24T00:00:00.000
843,20260623,450,214,61,2,6,590.2000,590.2000,590.2000,1164.9100,1,1,2026-08-24T00:00:00.000
844,20260710,280,199,227,3,4,590.9000,590.9000,590.9000,1166.2800,1,1,2026-08-24T00:00:00.000
845,20260811,182,405,340,2,4,591.6000,591.6000,591.6000,1167.6500,1,1,2026-08-24T00:00:00.000
846,20260611,315,492,251,4,2,592.3000,592.3000,592.3000,1169.0200,1,1,2026-08-24T00:00:00.000
847,20260529,104,257,238,2,1,593.0000,593.0000,593.0000,1170.3900,1,1,2026-08-24T00:00:00.000
848,20260610,375,12,241,2,3,593.7000,593.7000,593.7000,1171.7600,1,1,2026-08-24T00:00:00.000
849,20260613,301,334,108,5,3,594.4000,594.4000,594.4000,1173.1300,1,1,2026-08-24T00:00:00.000
850,20260720,10,240,65,4,2,595.1000,595.1000,595.1000,1174.5000,1,1,2026-08-24T00:00:00.000
851,20260620,494,69,234,2,6,595.8000,595.8000,595.8000,1175.8700,1,1,2026-08-24T00:00:00.000
852,20260625,74,4,205,1,7,596.5000,596.5000,596.5000,1177.2400,1,1,2026-08-24T00:00:00.000
853,20260817,152,108,209,2,7,597.2000,597.2000,597.2000,1178.6100,1,1,2026-08-24T00:00:00.000
854,20260722,250,10,133,5,6,597.9000,597.9000,597.9000,1179.9800,1,1,2026-08-24T00:00:00.000
855,20260630,228,293,161,2,4,598.6000,598.6000,598.6000,1181.3500,1,1,2026-08-24T00:00:00.000
856,20260620,494,466,150,1,2,599.3000,599.3000,599.3000,1182.7200,1,1,2026-08-24T00:00:00.000
857,20260601,205,217,8,4,2,600.0000,600.0000,600.0000,1184.0900,1,1,2026-08-24T00:00:00.000
858,20260706,384,434,281,2,4,600.7000,600.7000,600.7000,1185.4600,1,1,2026-08-24T00:00:00.000
859,20260821,419,108,70,1,2,601.4000,601.4000,601.4000,1186.8300,1,1,2026-08-24T00:00:00.000
860,20260630,47,321,101,4,1,602.1000,602.1000,602.1000,1188.2000,1,1,2026-08-24T00:00:00.000
861,20260803,254,255,186,2,2,602.8000,602.8000,602.8000,1189.5700,1,1,2026-08-24T00:00:00.000
862,20260810,193,23,152,4,5,603.5000,603.5000,603.5000,1190.9400,1,1,2026-08-24T00:00:00.000
863,20260530,488,342,17,4,6,604.2000,604.2000,604.2000,1192.3100,1,1,2026-08-24T00:00:00.000
864,20260804,298,471,93,2,2,604.9000,604.9000,604.9000,1193.6800,1,1,2026-08-24T00:00:00.000
865,20260815,327,171,299,5,5,605.6000,605.6000,605.6000,1195.0500,1,1,2026-08-24T00:00:00.000
866,20260804,249,223,192,3,6,606.3000,606.3000,606.3000,1196.4200,1,1,2026-08-24T00:00:00.000
867,20260607,465,261,66,1,1,607.0000,607.0000,607.0000,1197.7900,1,1,2026-08-24T00:00:00.000
868,20260816,490,323,100,2,5,607.7000,607.7000,607.7000,1199.1600,1,1,2026-08-24T00:00:00.000
869,20260731,49,98,224,4,6,608.4000,608.4000,608.4000,1200.5300,1,1,2026-08-24T00:00:00.000
870,20260821,59,54,346,5,7,609.1000,609.1000,609.1000,1201.9000,1,1,2026-08-24T00:00:00.000
871,20260602,323,439,5,5,1,609.8000,609.8000,609.8000,1203.2700,1,1,2026-08-24T00:00:00.000
872,20260610,124,357,289,1,4,610.5000,610.5000,610.5000,1204.6400,1,1,2026-08-24T00:00:00.000
873,20260810,199,149,327,1,3,611.2000,611.2000,611.2000,1206.0100,1,1,2026-08-24T00:00:00.000
874,20260724,164,357,297,1,2,611.9000,611.9000,611.9000,1207.3800,1,1,2026-08-24T00:00:00.000
875,20260530,61,207,1,3,5,612.6000,612.6000,612.6000,1208.7500,1,1,2026-08-24T00:00:00.000
876,20260809,317,99,27,5,2,613.3000,613.3000,613.3000,1210.1200,1,1,2026-08-24T00:00:00.000
877,20260710,373,237,138,5,1,614.0000,614.0000,614.0000,1211.4900,1,1,2026-08-24T00:00:00.000
878,20260629,22,420,143,1,5,614.7000,614.7000,614.7000,1212.8600,1,1,2026-08-24T00:00:00.000
879,20260727,37,378,165,2,4,615.4000,615.4000,615.4000,1214.2300,1,1,2026-08-24T00:00:00.000
880,20260611,311,36,67,5,2,616.1000,616.1000,616.1000,1215.6000,1,1,2026-08-24T00:00:00.000
881,20260713,19,104,172,2,5,616.8000,616.8000,616.8000,1216.9700,1,1,2026-08-24T00:00:00.000
882,20260620,218,302,41,5,1,617.5000,617.5000,617.5000,1218.3400,1,1,2026-08-24T00:00:00.000
883,20260728,213,290,45,3,2,618.2000,618.2000,618.2000,1219.7100,1,1,2026-08-24T00:00:00.000
884,20260723,480,211,29,3,5,618.9000,618.9000,618.9000,1221.0800,1,1,2026-08-24T00:00:00.000
885,20260607,438,259,292,5,1,619.6000,619.6000,619.6000,1222.4500,1,1,2026-08-24T00:00:00.000
886,20260804,203,220,111,1,5,620.3000,620.3000,620.3000,1223.8200,1,1,2026-08-24T00:00:00.000
887,20260808,23,276,293,1,6,621.0000,621.0000,621.0000,1225.1900,1,1,2026-08-24T00:00:00.000
888,20260709,156,114,130,1,3,621.7000,621.7000,621.7000,1226.5600,1,1,2026-08-24T00:00:00.000
889,20260724,228,435,219,3,7,622.4000,622.4000,622.4000,1227.9300,1,1,2026-08-24T00:00:00.000
890,20260705,208,413,61,2,2,623.1000,623.1000,623.1000,1229.3000,1,1,2026-08-24T00:00:00.000
891,20260726,248,205,23,3,3,623.8000,623.8000,623.8000,1230.6700,1,1,2026-08-24T00:00:00.000
892,20260529,50,478,72,1,7,624.5000,624.5000,624.5000,1232.0400,1,1,2026-08-24T00:00:00.000
893,20260528,325,213,281,4,1,625.2000,625.2000,625.2000,1233.4100,1,1,2026-08-24T00:00:00.000
894,20260529,51,320,221,1,4,625.9000,625.9000,625.9000,1234.7800,1,1,2026-08-24T00:00:00.000
895,20260723,91,237,263,1,3,626.6000,626.6000,626.6000,1236.1500,1,1,2026-08-24T00:00:00.000
896,20260608,190,364,83,3,4,627.3000,627.3000,627.3000,1237.5200,1,1,2026-08-24T00:00:00.000
897,20260709,54,24,178,5,2,628.0000,628.0000,628.0000,1238.8900,1,1,2026-08-24T00:00:00.000
898,20260710,17,289,36,3,3,628.7000,628.7000,628.7000,1240.2600,1,1,2026-08-24T00:00:00.000
899,20260821,346,403,94,1,7,629.4000,629.4000,629.4000,1241.6300,1,1,2026-08-24T00:00:00.000
900,20260726,109,138,184,4,1,630.1000,630.1000,630.1000,1243.0000,1,1,2026-08-24T00:00:00.000
901,20260720,74,310,156,4,1,630.8000,630.8000,630.8000,1244.3700,1,1,2026-08-24T00:00:00.000
902,20260530,103,401,188,3,1,631.5000,631.5000,631.5000,1245.7400,1,1,2026-08-24T00:00:00.000
903,20260629,206,299,344,4,7,632.2000,632.2000,632.2000,1247.1100,1,1,2026-08-24T00:00:00.000
904,20260731,398,412,35,1,5,632.9000,632.9000,632.9000,1248.4800,1,1,2026-08-24T00:00:00.000
905,20260802,63,78,257,3,6,633.6000,633.6000,633.6000,1249.8500,1,1,2026-08-24T00:00:00.000
906,20260622,279,492,71,5,7,634.3000,634.3000,634.3000,1251.2200,1,1,2026-08-24T00:00:00.000
907,20260617,54,365,12,1,7,635.0000,635.0000,635.0000,1252.5900,1,1,2026-08-24T00:00:00.000
908,20260528,278,190,125,5,7,635.7000,635.7000,635.7000,1253.9600,1,1,2026-08-24T00:00:00.000
909,20260708,133,282,133,2,3,636.4000,636.4000,636.4000,1255.3300,1,1,2026-08-24T00:00:00.000
910,20260620,168,190,50,3,2,637.1000,637.1000,637.1000,1256.7000,1,1,2026-08-24T00:00:00.000
911,20260813,464,35,348,5,4,637.8000,637.8000,637.8000,1258.0700,1,1,2026-08-24T00:00:00.000
912,20260712,44,390,116,3,2,638.5000,638.5000,638.5000,1259.4400,1,1,2026-08-24T00:00:00.000
913,20260604,287,59,224,1,5,639.2000,639.2000,639.2000,1260.8100,1,1,2026-08-24T00:00:00.000
914,20260531,135,325,328,4,4,639.9000,639.9000,639.9000,1262.1800,1,1,2026-08-24T00:00:00.000
915,20260720,413,358,246,1,1,640.6000,640.6000,640.6000,1263.5500,1,1,2026-08-24T00:00:00.000
916,20260809,229,50,210,2,1,641.3000,641.3000,641.3000,1264.9200,1,1,2026-08-24T00:00:00.000
917,20260608,365,433,290,1,7,642.0000,642.0000,642.0000,1266.2900,1,1,2026-08-24T00:00:00.000
918,20260824,178,247,111,5,3,642.7000,642.7000,642.7000,1267.6600,1,1,2026-08-24T00:00:00.000
919,20260725,390,60,168,1,7,643.4000,643.4000,643.4000,1269.0300,1,1,2026-08-24T00:00:00.000
920,20260607,312,336,130,3,5,644.1000,644.1000,644.1000,1270.4000,1,1,2026-08-24T00:00:00.000
921,20260731,354,8,318,2,4,644.8000,644.8000,644.8000,1271.7700,1,1,2026-08-24T00:00:00.000
922,20260713,92,402,338,5,7,645.5000,645.5000,645.5000,1273.1400,1,1,2026-08-24T00:00:00.000
923,20260817,250,290,68,4,5,646.2000,646.2000,646.2000,1274.5100,1,1,2026-08-24T00:00:00.000
924,20260701,454,103,312,4,4,646.9000,646.9000,646.9000,1275.8800,1,1,2026-08-24T00:00:00.000
925,20260818,414,20,182,5,5,647.6000,647.6000,647.6000,1277.2500,1,1,2026-08-24T00:00:00.000
926,20260725,13,116,182,4,2,648.3000,648.3000,648.3000,1278.6200,1,1,2026-08-24T00:00:00.000
927,20260823,424,429,250,3,5,649.0000,649.0000,649.0000,1279.9900,1,1,2026-08-24T00:00:00.000
928,20260527,200,357,237,4,2,649.7000,649.7000,649.7000,1281.3600,1,1,2026-08-24T00:00:00.000
929,20260712,493,45,343,1,1,650.4000,650.4000,650.4000,1282.7300,1,1,2026-08-24T00:00:00.000
930,20260718,48,326,80,2,1,651.1000,651.1000,651.1000,1284.1000,1,1,2026-08-24T00:00:00.000
931,20260619,442,266,106,5,1,651.8000,651.8000,651.8000,1285.4700,1,1,2026-08-24T00:00:00.000
932,20260527,269,69,248,4,2,652.5000,652.5000,652.5000,1286.8400,1,1,2026-08-24T00:00:00.000
933,20260625,55,159,116,4,7,653.2000,653.2000,653.2000,1288.2100,1,1,2026-08-24T00:00:00.000
934,20260625,197,477,125,4,2,653.9000,653.9000,653.9000,1289.5800,1,1,2026-08-24T00:00:00.000
935,20260824,388,137,221,4,1,654.6000,654.6000,654.6000,1290.9500,1,1,2026-08-24T00:00:00.000
936,20260817,59,51,275,5,2,655.3000,655.3000,655.3000,1292.3200,1,1,2026-08-24T00:00:00.000
937,20260630,215,27,211,5,2,656.0000,656.0000,656.0000,1293.6900,1,1,2026-08-24T00:00:00.000
938,20260613,479,459,203,4,4,656.7000,656.7000,656.7000,1295.0600,1,1,2026-08-24T00:00:00.000
939,20260609,193,319,141,4,3,657.4000,657.4000,657.4000,1296.4300,1,1,2026-08-24T00:00:00.000
940,20260612,66,329,117,2,3,658.1000,658.1000,658.1000,1297.8000,1,1,2026-08-24T00:00:00.000
941,20260814,80,32,123,3,1,658.8000,658.8000,658.8000,1299.1700,1,1,2026-08-24T00:00:00.000
942,20260701,449,426,97,3,1,659.5000,659.5000,659.5000,1300.5400,1,1,2026-08-24T00:00:00.000
943,20260804,247,315,75,5,7,660.2000,660.2000,660.2000,1301.9100,1,1,2026-08-24T00:00:00.000
944,20260824,414,280,106,2,6,660.9000,660.9000,660.9000,1303.2800,1,1,2026-08-24T00:00:00.000
945,20260703,195,99,19,3,7,661.6000,661.6000,661.6000,1304.6500,1,1,2026-08-24T00:00:00.000
946,20260617,433,360,325,2,2,662.3000,662.3000,662.3000,1306.0200,1,1,2026-08-24T00:00:00.000
947,20260716,428,28,225,1,5,663.0000,663.0000,663.0000,1307.3900,1,1,2026-08-24T00:00:00.000
948,20260629,372,203,222,1,3,663.7000,663.7000,663.7000,1308.7600,1,1,2026-08-24T00:00:00.000
949,20260725,304,138,139,4,1,664.4000,664.4000,664.4000,1310.1300,1,1,2026-08-24T00:00:00.000
950,20260819,42,421,243,5,7,665.1000,665.1000,665.1000,1311.5000,1,1,2026-08-24T00:00:00.000
951,20260707,368,361,208,2,6,665.8000,665.8000,665.8000,1312.8700,1,1,2026-08-24T00:00:00.000
952,20260627,471,439,148,1,7,666.5000,666.5000,666.5000,1314.2400,1,1,2026-08-24T00:00:00.000
953,20260622,356,134,196,1,2,667.2000,667.2000,667.2000,1315.6100,1,1,2026-08-24T00:00:00.000
954,20260623,436,135,258,3,4,667.9000,667.9000,667.9000,1316.9800,1,1,2026-08-24T00:00:00.000
955,20260727,446,491,206,4,7,668.6000,668.6000,668.6000,1318.3500,1,1,2026-08-24T00:00:00.000
956,20260801,22,275,346,1,3,669.3000,669.3000,669.3000,1319.7200,1,1,2026-08-24T00:00:00.000
957,20260616,253,498,294,1,7,670.0000,670.0000,670.0000,1321.0900,1,1,2026-08-24T00:00:00.000
958,20260731,313,31,172,1,7,670.7000,670.7000,670.7000,1322.4600,1,1,2026-08-24T00:00:00.000
959,20260618,399,285,301,2,5,671.4000,671.4000,671.4000,1323.8300,1,1,2026-08-24T00:00:00.000
960,20260608,210,465,194,1,7,672.1000,672.1000,672.1000,1325.2000,1,1,2026-08-24T00:00:00.000
961,20260604,331,252,332,4,5,672.8000,672.8000,672.8000,1326.5700,1,1,2026-08-24T00:00:00.000
962,20260612,90,226,23,4,3,673.5000,673.5000,673.5000,1327.9400,1,1,2026-08-24T00:00:00.000
963,20260724,269,210,82,1,7,674.2000,674.2000,674.2000,1329.3100,1,1,2026-08-24T00:00:00.000
964,20260611,271,89,108,2,2,674.9000,674.9000,674.9000,1330.6800,1,1,2026-08-24T00:00:00.000
965,20260710,446,369,60,4,2,675.6000,675.6000,675.6000,1332.0500,1,1,2026-08-24T00:00:00.000
966,20260604,452,271,24,2,4,676.3000,676.3000,676.3000,1333.4200,1,1,2026-08-24T00:00:00.000
967,20260529,131,99,339,3,7,677.0000,677.0000,677.0000,1334.7900,1,1,2026-08-24T00:00:00.000
968,20260603,61,435,180,2,3,677.7000,677.7000,677.7000,1336.1600,1,1,2026-08-24T00:00:00.000
969,20260714,344,303,324,1,7,678.4000,678.4000,678.4000,1337.5300,1,1,2026-08-24T00:00:00.000
970,20260609,482,278,330,5,6,679.1000,679.1000,679.1000,1338.9000,1,1,2026-08-24T00:00:00.000
971,20260714,191,372,318,3,3,679.8000,679.8000,679.8000,1340.2700,1,1,2026-08-24T00:00:00.000
972,20260816,439,431,64,5,4,680.5000,680.5000,680.5000,1341.6400,1,1,2026-08-24T00:00:00.000
973,20260718,136,340,189,3,2,681.2000,681.2000,681.2000,1343.0100,1,1,2026-08-24T00:00:00.000
974,20260613,446,407,319,3,7,681.9000,681.9000,681.9000,1344.3800,1,1,2026-08-24T00:00:00.000
975,20260714,37,158,29,5,6,682.6000,682.6000,682.6000,1345.7500,1,1,2026-08-24T00:00:00.000
976,20260603,315,468,121,3,5,683.3000,683.3000,683.3000,1347.1200,1,1,2026-08-24T00:00:00.000
977,20260601,427,495,214,3,3,684.0000,684.0000,684.0000,1348.4900,1,1,2026-08-24T00:00:00.000
978,20260805,331,493,163,4,4,684.7000,684.7000,684.7000,1349.8600,1,1,2026-08-24T00:00:00.000
979,20260610,132,308,268,2,6,685.4000,685.4000,685.4000,1351.2300,1,1,2026-08-24T00:00:00.000
980,20260612,257,386,53,2,1,686.1000,686.1000,686.1000,1352.6000,1,1,2026-08-24T00:00:00.000
981,20260801,262,98,262,1,7,686.8000,686.8000,686.8000,1353.9700,1,1,2026-08-24T00:00:00.000
982,20260622,33,79,271,1,4,687.5000,687.5000,687.5000,1355.3400,1,1,2026-08-24T00:00:00.000
983,20260809,207,207,33,3,7,688.2000,688.2000,688.2000,1356.7100,1,1,2026-08-24T00:00:00.000
984,20260529,459,221,293,2,3,688.9000,688.9000,688.9000,1358.0800,1,1,2026-08-24T00:00:00.000
985,20260702,383,358,219,5,7,689.6000,689.6000,689.6000,1359.4500,1,1,2026-08-24T00:00:00.000
986,20260811,227,83,84,5,4,690.3000,690.3000,690.3000,1360.8200,1,1,2026-08-24T00:00:00.000
987,20260807,238,105,287,3,4,691.0000,691.0000,691.0000,1362.1900,1,1,2026-08-24T00:00:00.000
988,20260731,350,76,102,5,3,691.7000,691.7000,691.7000,1363.5600,1,1,2026-08-24T00:00:00.000
989,20260715,334,333,291,2,5,692.4000,692.4000,692.4000,1364.9300,1,1,2026-08-24T00:00:00.000
990,20260616,108,275,311,3,4,693.1000,693.1000,693.1000,1366.3000,1,1,2026-08-24T00:00:00.000
991,20260716,415,360,94,2,6,693.8000,693.8000,693.8000,1367.6700,1,1,2026-08-24T00:00:00.000
992,20260617,193,337,116,4,7,694.5000,694.5000,694.5000,1369.0400,1,1,2026-08-24T00:00:00.000
993,20260628,222,400,27,3,1,695.2000,695.2000,695.2000,1370.4100,1,1,2026-08-24T00:00:00.000
994,20260609,434,477,39,2,3,695.9000,695.9000,695.9000,1371.7800,1,1,2026-08-24T00:00:00.000
995,20260705,310,152,189,1,4,696.6000,696.6000,696.6000,1373.1500,1,1,2026-08-24T00:00:00.000
996,20260811,139,467,289,1,7,697.3000,697.3000,697.3000,1374.5200,1,1,2026-08-24T00:00:00.000
997,20260719,183,447,50,1,1,698.0000,698.0000,698.0000,1375.8900,1,1,2026-08-24T00:00:00.000
998,20260817,373,327,333,1,4,698.7000,698.7000,698.7000,1377.2600,1,1,2026-08-24T00:00:00.000
