InventoryMovementKey,PostingDateKey,DocumentDateKey,ExpirationDateKey,PostingTimeOfDayKey,ProductKey,PlantKey,InventoryBinKey,InventoryLotKey,InventorySerialNumberKey,InventoryContainerKey,PostedByEmployeeKey,InventoryMovementTypeKey,InventoryStockStatusKey,UnitOfMeasureKey,AdjustmentReasonKey,InventoryDocumentNumber,InventoryDocumentLineNumber,MovementQuantity,MovementValueAmount,WeightKg,SourceSystemKey,BatchId,LoadedAtUtc
17201,20260820,20260727,20260725,48360,358,79,244,207,248,149,142,4,7,4,2,IM017201,17201,40.8000,5575.3700,202.0000,1,1,2026-08-24T00:00:00.000
17202,20260621,20260719,20260607,24900,90,204,472,341,91,278,290,12,7,3,4,IM017202,17202,41.5000,5576.7400,203.0000,1,1,2026-08-24T00:00:00.000
17203,20260823,20260604,20260706,43440,364,344,21,113,351,476,185,11,5,5,4,IM017203,17203,42.2000,5578.1100,204.0000,1,1,2026-08-24T00:00:00.000
17204,20260709,20260619,20260617,4080,65,155,189,-1,-1,-1,-1,15,6,4,-1,IM017204,17204,42.9000,5579.4800,205.0000,1,1,2026-08-24T00:00:00.000
17205,20260610,20260811,20260612,50760,12,288,365,121,242,82,259,7,9,5,3,IM017205,17205,43.6000,5580.8500,206.0000,1,1,2026-08-24T00:00:00.000
17206,20260628,20260611,20260608,7320,354,291,353,370,122,374,488,12,1,4,2,IM017206,17206,44.3000,5582.2200,207.0000,1,1,2026-08-24T00:00:00.000
17207,20260812,20260623,20260704,4920,244,158,382,270,72,100,272,16,3,4,1,IM017207,17207,45.0000,5583.5900,208.0000,1,1,2026-08-24T00:00:00.000
17208,20260728,20260622,20260731,83520,131,135,320,270,413,314,458,3,7,4,3,IM017208,17208,45.7000,5584.9600,209.0000,1,1,2026-08-24T00:00:00.000
17209,20260603,20260705,20260708,38220,128,45,227,187,88,219,355,1,3,3,4,IM017209,17209,46.4000,5586.3300,210.0000,1,1,2026-08-24T00:00:00.000
17210,20260629,20260604,20260823,59940,395,251,232,451,53,304,79,14,7,2,3,IM017210,17210,47.1000,5587.7000,211.0000,1,1,2026-08-24T00:00:00.000
17211,20260803,20260621,20260719,47100,408,151,341,405,74,134,340,15,4,7,3,IM017211,17211,47.8000,5589.0700,212.0000,1,1,2026-08-24T00:00:00.000
17212,20260531,20260630,20260707,79320,158,229,139,500,33,325,478,14,9,1,3,IM017212,17212,48.5000,5590.4400,213.0000,1,1,2026-08-24T00:00:00.000
17213,20260817,20260724,20260531,16380,67,296,455,16,3,248,134,12,2,5,1,IM017213,17213,49.2000,5591.8100,214.0000,1,1,2026-08-24T00:00:00.000
17214,20260529,20260708,20260821,83400,47,235,475,106,183,110,82,16,10,7,2,IM017214,17214,49.9000,5593.1800,215.0000,1,1,2026-08-24T00:00:00.000
17215,20260615,20260720,20260808,29580,80,117,213,278,55,301,338,4,7,1,1,IM017215,17215,50.6000,5594.5500,216.0000,1,1,2026-08-24T00:00:00.000
17216,20260722,20260724,20260628,25680,338,209,484,339,23,223,250,5,5,5,2,IM017216,17216,51.3000,5595.9200,217.0000,1,1,2026-08-24T00:00:00.000
17217,20260714,20260716,20260618,10740,363,297,86,187,379,388,12,7,1,4,2,IM017217,17217,52.0000,5597.2900,218.0000,1,1,2026-08-24T00:00:00.000
17218,20260814,20260805,20260705,39480,175,183,117,353,462,459,252,13,6,7,4,IM017218,17218,52.7000,5598.6600,219.0000,1,1,2026-08-24T00:00:00.000
17219,20260720,20260823,20260722,41160,477,289,451,278,128,345,180,8,1,3,4,IM017219,17219,53.4000,5600.0300,220.0000,1,1,2026-08-24T00:00:00.000
17220,20260708,20260821,20260625,86280,325,162,112,416,204,132,308,16,7,2,1,IM017220,17220,54.1000,5601.4000,221.0000,1,1,2026-08-24T00:00:00.000
17221,20260627,20260527,20260527,38700,55,225,437,-1,-1,-1,-1,9,9,5,-1,IM017221,17221,54.8000,5602.7700,222.0000,1,1,2026-08-24T00:00:00.000
17222,20260820,20260602,20260805,44100,334,170,71,351,39,28,168,5,2,4,3,IM017222,17222,55.5000,5604.1400,223.0000,1,1,2026-08-24T00:00:00.000
17223,20260724,20260702,20260730,56760,389,40,1,250,146,91,397,11,6,4,2,IM017223,17223,56.2000,5605.5100,224.0000,1,1,2026-08-24T00:00:00.000
17224,20260603,20260812,20260607,47520,359,348,430,355,89,152,473,14,8,2,3,IM017224,17224,56.9000,5606.8800,225.0000,1,1,2026-08-24T00:00:00.000
17225,20260719,20260530,20260817,83160,3,29,128,152,239,410,11,16,6,7,3,IM017225,17225,57.6000,5608.2500,226.0000,1,1,2026-08-24T00:00:00.000
17226,20260812,20260527,20260604,30600,422,55,278,312,246,77,132,7,5,4,3,IM017226,17226,58.3000,5609.6200,227.0000,1,1,2026-08-24T00:00:00.000
17227,20260605,20260820,20260528,53340,378,281,306,476,7,122,406,6,4,2,4,IM017227,17227,59.0000,5610.9900,228.0000,1,1,2026-08-24T00:00:00.000
17228,20260617,20260714,20260812,76500,387,8,35,441,6,6,260,11,4,5,1,IM017228,17228,59.7000,5612.3600,229.0000,1,1,2026-08-24T00:00:00.000
17229,20260728,20260718,20260618,4680,341,74,195,1,191,153,470,1,8,2,2,IM017229,17229,60.4000,5613.7300,230.0000,1,1,2026-08-24T00:00:00.000
17230,20260616,20260708,20260603,61260,342,87,295,1,37,179,384,1,1,7,2,IM017230,17230,61.1000,5615.1000,231.0000,1,1,2026-08-24T00:00:00.000
17231,20260715,20260805,20260704,68100,236,235,360,206,169,150,240,13,1,4,1,IM017231,17231,61.8000,5616.4700,232.0000,1,1,2026-08-24T00:00:00.000
17232,20260712,20260820,20260611,76680,345,125,139,58,212,183,462,15,8,4,1,IM017232,17232,62.5000,5617.8400,233.0000,1,1,2026-08-24T00:00:00.000
17233,20260707,20260613,20260813,12600,90,68,213,448,391,68,135,15,8,7,4,IM017233,17233,63.2000,5619.2100,234.0000,1,1,2026-08-24T00:00:00.000
17234,20260616,20260722,20260603,75120,483,95,327,425,269,124,167,12,10,7,4,IM017234,17234,63.9000,5620.5800,235.0000,1,1,2026-08-24T00:00:00.000
17235,20260810,20260604,20260801,11640,378,117,184,234,310,124,174,16,4,1,3,IM017235,17235,64.6000,5621.9500,236.0000,1,1,2026-08-24T00:00:00.000
17236,20260704,20260716,20260822,78360,375,6,294,475,268,98,452,4,6,7,3,IM017236,17236,65.3000,5623.3200,237.0000,1,1,2026-08-24T00:00:00.000
17237,20260615,20260618,20260607,4440,499,187,203,284,349,27,327,9,9,4,4,IM017237,17237,66.0000,5624.6900,238.0000,1,1,2026-08-24T00:00:00.000
17238,20260612,20260617,20260710,72180,32,256,209,-1,-1,-1,-1,13,8,6,-1,IM017238,17238,66.7000,5626.0600,239.0000,1,1,2026-08-24T00:00:00.000
17239,20260808,20260616,20260612,60420,54,271,8,257,133,105,480,9,8,3,1,IM017239,17239,67.4000,5627.4300,240.0000,1,1,2026-08-24T00:00:00.000
17240,20260803,20260612,20260810,900,312,20,43,238,167,178,459,6,10,7,4,IM017240,17240,68.1000,5628.8000,241.0000,1,1,2026-08-24T00:00:00.000
17241,20260818,20260615,20260531,68940,284,167,410,468,79,349,271,1,5,1,2,IM017241,17241,68.8000,5630.1700,242.0000,1,1,2026-08-24T00:00:00.000
17242,20260710,20260614,20260811,17220,60,185,358,334,112,455,152,2,10,3,2,IM017242,17242,69.5000,5631.5400,243.0000,1,1,2026-08-24T00:00:00.000
17243,20260822,20260819,20260624,17880,208,34,190,205,98,406,486,1,6,4,2,IM017243,17243,70.2000,5632.9100,244.0000,1,1,2026-08-24T00:00:00.000
17244,20260718,20260725,20260712,7620,394,162,288,126,266,386,240,12,8,2,1,IM017244,17244,70.9000,5634.2800,245.0000,1,1,2026-08-24T00:00:00.000
17245,20260606,20260613,20260707,3300,498,84,404,301,379,435,201,8,6,3,3,IM017245,17245,71.6000,5635.6500,246.0000,1,1,2026-08-24T00:00:00.000
17246,20260812,20260812,20260816,6960,2,4,60,441,414,285,111,14,8,3,1,IM017246,17246,72.3000,5637.0200,247.0000,1,1,2026-08-24T00:00:00.000
17247,20260624,20260801,20260601,20460,468,214,4,202,111,318,332,16,8,4,1,IM017247,17247,73.0000,5638.3900,248.0000,1,1,2026-08-24T00:00:00.000
17248,20260809,20260713,20260620,65640,258,308,298,36,176,190,7,12,2,7,3,IM017248,17248,73.7000,5639.7600,249.0000,1,1,2026-08-24T00:00:00.000
17249,20260817,20260807,20260618,74280,313,79,148,17,163,7,209,11,1,2,2,IM017249,17249,74.4000,5641.1300,250.0000,1,1,2026-08-24T00:00:00.000
17250,20260818,20260605,20260812,78600,100,225,393,472,264,353,349,9,7,4,4,IM017250,17250,75.1000,5642.5000,251.0000,1,1,2026-08-24T00:00:00.000
17251,20260812,20260616,20260721,25860,296,200,361,346,349,327,23,16,10,1,1,IM017251,17251,75.8000,5643.8700,252.0000,1,1,2026-08-24T00:00:00.000
17252,20260817,20260610,20260625,24480,125,152,262,148,361,317,238,11,3,3,3,IM017252,17252,76.5000,5645.2400,253.0000,1,1,2026-08-24T00:00:00.000
17253,20260607,20260630,20260610,34260,483,316,37,443,319,363,381,8,2,6,3,IM017253,17253,77.2000,5646.6100,254.0000,1,1,2026-08-24T00:00:00.000
17254,20260704,20260621,20260620,30300,447,39,460,98,168,22,58,14,3,5,2,IM017254,17254,77.9000,5647.9800,255.0000,1,1,2026-08-24T00:00:00.000
17255,20260729,20260711,20260613,70080,284,13,69,-1,-1,-1,-1,15,6,7,-1,IM017255,17255,78.6000,5649.3500,256.0000,1,1,2026-08-24T00:00:00.000
17256,20260602,20260726,20260610,58500,86,142,222,356,291,217,486,15,6,1,2,IM017256,17256,79.3000,5650.7200,257.0000,1,1,2026-08-24T00:00:00.000
17257,20260625,20260612,20260708,57660,341,206,326,455,55,471,409,9,4,7,2,IM017257,17257,80.0000,5652.0900,258.0000,1,1,2026-08-24T00:00:00.000
17258,20260715,20260806,20260725,28440,400,236,68,154,110,110,448,13,2,2,2,IM017258,17258,80.7000,5653.4600,259.0000,1,1,2026-08-24T00:00:00.000
17259,20260605,20260725,20260810,39540,41,170,126,329,255,15,300,14,1,6,4,IM017259,17259,81.4000,5654.8300,260.0000,1,1,2026-08-24T00:00:00.000
17260,20260818,20260705,20260721,64800,355,92,91,148,170,142,99,7,6,5,4,IM017260,17260,82.1000,5656.2000,261.0000,1,1,2026-08-24T00:00:00.000
17261,20260628,20260805,20260623,39840,124,282,97,485,306,72,424,5,1,4,1,IM017261,17261,82.8000,5657.5700,262.0000,1,1,2026-08-24T00:00:00.000
17262,20260618,20260625,20260617,49380,356,136,228,37,359,55,479,8,5,6,3,IM017262,17262,83.5000,5658.9400,263.0000,1,1,2026-08-24T00:00:00.000
17263,20260820,20260622,20260711,74220,159,48,473,355,15,5,111,2,8,4,2,IM017263,17263,84.2000,5660.3100,264.0000,1,1,2026-08-24T00:00:00.000
17264,20260608,20260610,20260711,52680,53,184,305,205,312,319,97,14,7,6,1,IM017264,17264,84.9000,5661.6800,265.0000,1,1,2026-08-24T00:00:00.000
17265,20260808,20260620,20260602,27540,100,22,416,410,116,95,152,13,1,6,1,IM017265,17265,85.6000,5663.0500,266.0000,1,1,2026-08-24T00:00:00.000
17266,20260721,20260806,20260802,38400,480,76,276,201,173,125,357,14,4,2,2,IM017266,17266,86.3000,5664.4200,267.0000,1,1,2026-08-24T00:00:00.000
17267,20260605,20260726,20260807,74160,212,163,87,24,257,35,238,15,9,3,2,IM017267,17267,87.0000,5665.7900,268.0000,1,1,2026-08-24T00:00:00.000
17268,20260713,20260817,20260622,31320,63,131,121,30,196,127,136,15,5,2,1,IM017268,17268,87.7000,5667.1600,269.0000,1,1,2026-08-24T00:00:00.000
17269,20260809,20260821,20260713,67860,425,71,105,468,414,55,289,15,9,7,3,IM017269,17269,88.4000,5668.5300,270.0000,1,1,2026-08-24T00:00:00.000
17270,20260819,20260612,20260617,67560,113,59,49,243,116,131,479,10,7,5,4,IM017270,17270,89.1000,5669.9000,271.0000,1,1,2026-08-24T00:00:00.000
17271,20260814,20260628,20260805,19860,186,285,347,157,192,217,425,6,9,3,1,IM017271,17271,89.8000,5671.2700,272.0000,1,1,2026-08-24T00:00:00.000
17272,20260718,20260723,20260728,39300,148,41,399,-1,-1,-1,-1,3,3,1,-1,IM017272,17272,90.5000,5672.6400,273.0000,1,1,2026-08-24T00:00:00.000
17273,20260810,20260530,20260715,41160,52,130,97,397,365,215,252,15,8,2,1,IM017273,17273,91.2000,5674.0100,274.0000,1,1,2026-08-24T00:00:00.000
17274,20260707,20260616,20260608,13320,188,33,169,381,444,493,11,5,2,1,1,IM017274,17274,91.9000,5675.3800,275.0000,1,1,2026-08-24T00:00:00.000
17275,20260728,20260801,20260625,39780,100,39,485,356,199,92,330,10,7,6,1,IM017275,17275,92.6000,5676.7500,276.0000,1,1,2026-08-24T00:00:00.000
17276,20260726,20260721,20260610,26460,446,276,297,278,50,115,429,13,1,1,3,IM017276,17276,93.3000,5678.1200,277.0000,1,1,2026-08-24T00:00:00.000
17277,20260810,20260704,20260528,15720,248,206,349,12,84,452,225,1,8,2,1,IM017277,17277,94.0000,5679.4900,278.0000,1,1,2026-08-24T00:00:00.000
17278,20260710,20260531,20260813,50520,72,62,111,254,258,68,105,14,7,3,4,IM017278,17278,94.7000,5680.8600,279.0000,1,1,2026-08-24T00:00:00.000
17279,20260620,20260613,20260811,62400,175,277,311,453,174,30,480,7,9,3,3,IM017279,17279,95.4000,5682.2300,280.0000,1,1,2026-08-24T00:00:00.000
17280,20260814,20260805,20260822,23940,229,120,227,376,172,420,254,14,6,1,2,IM017280,17280,96.1000,5683.6000,281.0000,1,1,2026-08-24T00:00:00.000
17281,20260724,20260714,20260623,36420,436,56,219,364,10,247,124,5,6,4,1,IM017281,17281,96.8000,5684.9700,282.0000,1,1,2026-08-24T00:00:00.000
17282,20260714,20260722,20260613,81420,450,58,278,363,152,84,102,8,9,7,1,IM017282,17282,97.5000,5686.3400,283.0000,1,1,2026-08-24T00:00:00.000
17283,20260808,20260629,20260613,5040,2,32,412,147,225,113,353,6,1,1,4,IM017283,17283,98.2000,5687.7100,284.0000,1,1,2026-08-24T00:00:00.000
17284,20260713,20260621,20260721,63120,7,145,400,408,141,34,361,1,5,4,1,IM017284,17284,98.9000,5689.0800,285.0000,1,1,2026-08-24T00:00:00.000
17285,20260824,20260626,20260815,11580,135,22,102,410,96,401,308,3,9,3,1,IM017285,17285,99.6000,5690.4500,286.0000,1,1,2026-08-24T00:00:00.000
17286,20260720,20260810,20260810,49500,156,9,171,15,296,195,441,4,2,6,2,IM017286,17286,100.3000,5691.8200,287.0000,1,1,2026-08-24T00:00:00.000
17287,20260806,20260609,20260813,43500,32,159,146,385,491,154,444,11,4,3,4,IM017287,17287,101.0000,5693.1900,288.0000,1,1,2026-08-24T00:00:00.000
17288,20260710,20260530,20260708,9480,423,286,29,344,402,164,422,5,1,2,3,IM017288,17288,101.7000,5694.5600,289.0000,1,1,2026-08-24T00:00:00.000
17289,20260624,20260605,20260804,77220,292,242,130,-1,-1,-1,-1,1,9,7,-1,IM017289,17289,102.4000,5695.9300,290.0000,1,1,2026-08-24T00:00:00.000
17290,20260702,20260629,20260626,42960,495,227,256,243,431,306,315,10,6,3,2,IM017290,17290,103.1000,5697.3000,291.0000,1,1,2026-08-24T00:00:00.000
17291,20260727,20260626,20260819,73440,282,347,383,208,19,461,419,16,8,2,3,IM017291,17291,103.8000,5698.6700,292.0000,1,1,2026-08-24T00:00:00.000
17292,20260629,20260601,20260715,60720,101,44,77,452,383,434,315,11,6,6,1,IM017292,17292,104.5000,5700.0400,293.0000,1,1,2026-08-24T00:00:00.000
17293,20260701,20260622,20260724,1860,377,215,438,64,314,323,91,12,7,7,4,IM017293,17293,105.2000,5701.4100,294.0000,1,1,2026-08-24T00:00:00.000
17294,20260607,20260615,20260804,53280,468,299,413,394,294,91,230,11,5,1,4,IM017294,17294,105.9000,5702.7800,295.0000,1,1,2026-08-24T00:00:00.000
17295,20260626,20260601,20260812,52740,320,346,246,232,372,424,498,10,1,5,3,IM017295,17295,106.6000,5704.1500,296.0000,1,1,2026-08-24T00:00:00.000
17296,20260630,20260809,20260605,64680,343,145,302,64,256,402,57,14,10,1,4,IM017296,17296,107.3000,5705.5200,297.0000,1,1,2026-08-24T00:00:00.000
17297,20260602,20260627,20260614,37500,2,229,16,383,117,35,447,12,7,2,1,IM017297,17297,108.0000,5706.8900,298.0000,1,1,2026-08-24T00:00:00.000
17298,20260818,20260808,20260622,39540,68,326,446,309,210,53,302,10,8,1,4,IM017298,17298,108.7000,5708.2600,299.0000,1,1,2026-08-24T00:00:00.000
17299,20260617,20260711,20260729,64860,125,137,415,482,100,46,296,16,6,3,4,IM017299,17299,109.4000,5709.6300,300.0000,1,1,2026-08-24T00:00:00.000
17300,20260819,20260813,20260803,41220,312,225,370,383,14,480,265,8,7,6,2,IM017300,17300,110.1000,5711.0000,301.0000,1,1,2026-08-24T00:00:00.000
17301,20260705,20260815,20260728,82740,111,340,211,334,434,483,328,6,4,2,1,IM017301,17301,110.8000,5712.3700,302.0000,1,1,2026-08-24T00:00:00.000
17302,20260718,20260630,20260614,71100,292,119,301,405,58,26,389,7,7,1,3,IM017302,17302,111.5000,5713.7400,303.0000,1,1,2026-08-24T00:00:00.000
17303,20260815,20260717,20260706,21060,434,64,198,163,141,82,376,16,10,6,4,IM017303,17303,112.2000,5715.1100,304.0000,1,1,2026-08-24T00:00:00.000
17304,20260725,20260812,20260815,55920,100,269,147,151,453,466,180,11,8,4,3,IM017304,17304,112.9000,5716.4800,305.0000,1,1,2026-08-24T00:00:00.000
17305,20260712,20260727,20260612,15720,440,268,304,477,156,161,231,13,7,6,4,IM017305,17305,113.6000,5717.8500,306.0000,1,1,2026-08-24T00:00:00.000
17306,20260621,20260814,20260605,48420,131,70,96,-1,-1,-1,-1,1,2,2,-1,IM017306,17306,114.3000,5719.2200,307.0000,1,1,2026-08-24T00:00:00.000
17307,20260619,20260613,20260816,15480,442,34,66,147,454,175,335,14,4,2,1,IM017307,17307,115.0000,5720.5900,308.0000,1,1,2026-08-24T00:00:00.000
17308,20260822,20260730,20260802,5220,101,321,224,487,340,499,65,15,3,1,4,IM017308,17308,115.7000,5721.9600,309.0000,1,1,2026-08-24T00:00:00.000
17309,20260617,20260608,20260812,4380,420,47,138,220,344,352,42,3,7,6,4,IM017309,17309,116.4000,5723.3300,310.0000,1,1,2026-08-24T00:00:00.000
17310,20260714,20260816,20260607,1560,89,84,257,118,6,305,285,12,7,2,1,IM017310,17310,117.1000,5724.7000,311.0000,1,1,2026-08-24T00:00:00.000
17311,20260714,20260607,20260626,82380,38,52,475,295,356,493,392,13,10,1,2,IM017311,17311,117.8000,5726.0700,312.0000,1,1,2026-08-24T00:00:00.000
17312,20260817,20260725,20260712,59460,186,193,442,181,456,257,477,14,1,6,2,IM017312,17312,118.5000,5727.4400,313.0000,1,1,2026-08-24T00:00:00.000
17313,20260529,20260818,20260730,69720,416,193,118,110,236,475,442,3,2,5,2,IM017313,17313,119.2000,5728.8100,314.0000,1,1,2026-08-24T00:00:00.000
17314,20260703,20260723,20260728,45960,96,189,223,139,259,397,488,13,6,3,4,IM017314,17314,119.9000,5730.1800,315.0000,1,1,2026-08-24T00:00:00.000
17315,20260623,20260814,20260606,54540,245,152,428,402,438,316,104,1,6,5,3,IM017315,17315,120.6000,5731.5500,316.0000,1,1,2026-08-24T00:00:00.000
17316,20260626,20260814,20260704,13740,250,309,353,71,480,260,263,15,9,4,2,IM017316,17316,121.3000,5732.9200,317.0000,1,1,2026-08-24T00:00:00.000
17317,20260714,20260820,20260707,5700,323,90,223,443,194,10,236,7,4,3,4,IM017317,17317,122.0000,5734.2900,318.0000,1,1,2026-08-24T00:00:00.000
17318,20260823,20260707,20260627,16140,171,185,194,410,138,18,302,5,1,7,2,IM017318,17318,122.7000,5735.6600,319.0000,1,1,2026-08-24T00:00:00.000
17319,20260719,20260606,20260814,73500,361,181,289,7,316,135,173,1,7,4,4,IM017319,17319,123.4000,5737.0300,320.0000,1,1,2026-08-24T00:00:00.000
17320,20260610,20260629,20260727,52680,341,206,102,276,176,434,112,2,3,3,2,IM017320,17320,124.1000,5738.4000,321.0000,1,1,2026-08-24T00:00:00.000
17321,20260613,20260718,20260713,76500,204,119,450,222,412,309,360,7,4,5,2,IM017321,17321,124.8000,5739.7700,322.0000,1,1,2026-08-24T00:00:00.000
17322,20260731,20260625,20260811,13920,270,337,247,499,292,381,167,15,6,3,4,IM017322,17322,125.5000,5741.1400,323.0000,1,1,2026-08-24T00:00:00.000
17323,20260602,20260612,20260818,24540,227,166,416,-1,-1,-1,-1,9,1,2,-1,IM017323,17323,126.2000,5742.5100,324.0000,1,1,2026-08-24T00:00:00.000
17324,20260613,20260619,20260822,14940,201,17,172,46,2,480,159,3,10,4,1,IM017324,17324,126.9000,5743.8800,325.0000,1,1,2026-08-24T00:00:00.000
17325,20260707,20260801,20260706,3840,220,23,431,74,152,420,177,6,7,5,4,IM017325,17325,127.6000,5745.2500,326.0000,1,1,2026-08-24T00:00:00.000
17326,20260614,20260723,20260612,85140,427,180,422,124,42,49,61,12,8,5,4,IM017326,17326,128.3000,5746.6200,327.0000,1,1,2026-08-24T00:00:00.000
17327,20260813,20260529,20260731,19620,359,9,379,466,39,362,432,11,9,4,4,IM017327,17327,129.0000,5747.9900,328.0000,1,1,2026-08-24T00:00:00.000
17328,20260713,20260625,20260531,72720,59,40,435,100,291,92,372,14,7,6,4,IM017328,17328,129.7000,5749.3600,329.0000,1,1,2026-08-24T00:00:00.000
17329,20260717,20260601,20260705,55440,342,47,252,237,21,196,14,3,1,6,3,IM017329,17329,130.4000,5750.7300,330.0000,1,1,2026-08-24T00:00:00.000
17330,20260621,20260710,20260703,79920,415,178,270,419,401,263,163,16,8,1,3,IM017330,17330,131.1000,5752.1000,331.0000,1,1,2026-08-24T00:00:00.000
17331,20260615,20260724,20260818,80160,381,112,289,152,438,255,106,2,1,6,4,IM017331,17331,131.8000,5753.4700,332.0000,1,1,2026-08-24T00:00:00.000
17332,20260814,20260531,20260615,77640,39,78,417,268,33,423,291,12,1,5,4,IM017332,17332,132.5000,5754.8400,333.0000,1,1,2026-08-24T00:00:00.000
17333,20260706,20260626,20260727,50160,471,28,390,85,420,10,391,8,7,5,3,IM017333,17333,133.2000,5756.2100,334.0000,1,1,2026-08-24T00:00:00.000
17334,20260815,20260702,20260623,5880,390,331,177,444,296,216,405,9,1,4,4,IM017334,17334,133.9000,5757.5800,335.0000,1,1,2026-08-24T00:00:00.000
17335,20260714,20260629,20260609,420,120,101,330,55,308,334,494,7,1,7,4,IM017335,17335,134.6000,5758.9500,336.0000,1,1,2026-08-24T00:00:00.000
17336,20260730,20260731,20260612,37140,196,233,209,70,86,100,57,12,5,1,4,IM017336,17336,135.3000,5760.3200,337.0000,1,1,2026-08-24T00:00:00.000
17337,20260823,20260711,20260717,4620,396,318,394,86,427,67,326,16,8,2,1,IM017337,17337,136.0000,5761.6900,338.0000,1,1,2026-08-24T00:00:00.000
17338,20260607,20260712,20260813,77940,22,271,173,299,480,109,31,7,2,6,4,IM017338,17338,136.7000,5763.0600,339.0000,1,1,2026-08-24T00:00:00.000
17339,20260812,20260619,20260813,2880,298,345,186,274,369,179,270,13,7,5,1,IM017339,17339,137.4000,5764.4300,340.0000,1,1,2026-08-24T00:00:00.000
17340,20260606,20260717,20260604,83940,150,29,31,-1,-1,-1,-1,11,3,7,-1,IM017340,17340,138.1000,5765.8000,341.0000,1,1,2026-08-24T00:00:00.000
17341,20260623,20260530,20260605,21000,439,341,324,211,281,70,103,9,3,7,1,IM017341,17341,138.8000,5767.1700,342.0000,1,1,2026-08-24T00:00:00.000
17342,20260529,20260722,20260708,7320,161,32,21,465,494,280,32,10,7,3,4,IM017342,17342,139.5000,5768.5400,343.0000,1,1,2026-08-24T00:00:00.000
17343,20260612,20260809,20260723,72060,164,51,498,255,239,14,26,9,10,6,3,IM017343,17343,140.2000,5769.9100,344.0000,1,1,2026-08-24T00:00:00.000
17344,20260621,20260716,20260626,22500,206,319,474,115,348,399,144,9,7,1,1,IM017344,17344,140.9000,5771.2800,345.0000,1,1,2026-08-24T00:00:00.000
17345,20260707,20260607,20260728,80100,36,39,467,85,175,482,289,16,1,6,2,IM017345,17345,141.6000,5772.6500,346.0000,1,1,2026-08-24T00:00:00.000
17346,20260724,20260723,20260623,420,146,309,29,206,35,369,102,10,9,6,2,IM017346,17346,142.3000,5774.0200,347.0000,1,1,2026-08-24T00:00:00.000
17347,20260708,20260710,20260723,1020,130,37,356,315,304,219,103,11,2,5,4,IM017347,17347,143.0000,5775.3900,348.0000,1,1,2026-08-24T00:00:00.000
17348,20260702,20260811,20260619,25740,224,320,57,115,153,37,401,8,1,3,4,IM017348,17348,143.7000,5776.7600,349.0000,1,1,2026-08-24T00:00:00.000
17349,20260731,20260723,20260602,84480,32,286,334,59,66,436,266,12,2,3,1,IM017349,17349,144.4000,5778.1300,350.0000,1,1,2026-08-24T00:00:00.000
17350,20260621,20260609,20260705,33360,101,196,17,272,241,330,166,10,1,3,3,IM017350,17350,145.1000,5779.5000,351.0000,1,1,2026-08-24T00:00:00.000
17351,20260711,20260806,20260730,6420,115,104,191,256,85,258,50,2,10,5,1,IM017351,17351,145.8000,5780.8700,352.0000,1,1,2026-08-24T00:00:00.000
17352,20260531,20260715,20260810,23820,5,284,316,190,97,136,25,6,3,2,4,IM017352,17352,146.5000,5782.2400,353.0000,1,1,2026-08-24T00:00:00.000
17353,20260618,20260726,20260823,80820,452,131,219,446,498,251,46,2,5,4,2,IM017353,17353,147.2000,5783.6100,354.0000,1,1,2026-08-24T00:00:00.000
17354,20260630,20260810,20260527,46260,140,79,357,116,495,196,324,13,3,1,1,IM017354,17354,147.9000,5784.9800,355.0000,1,1,2026-08-24T00:00:00.000
17355,20260726,20260712,20260710,66420,486,191,256,62,179,371,240,13,5,5,3,IM017355,17355,148.6000,5786.3500,356.0000,1,1,2026-08-24T00:00:00.000
17356,20260817,20260623,20260613,34560,90,189,207,222,415,448,462,1,5,3,4,IM017356,17356,149.3000,5787.7200,357.0000,1,1,2026-08-24T00:00:00.000
17357,20260808,20260705,20260613,41700,443,308,471,-1,-1,-1,-1,5,7,6,-1,IM017357,17357,150.0000,5789.0900,358.0000,1,1,2026-08-24T00:00:00.000
17358,20260807,20260617,20260808,19740,484,312,10,189,471,175,28,2,3,5,2,IM017358,17358,150.7000,5790.4600,359.0000,1,1,2026-08-24T00:00:00.000
17359,20260531,20260620,20260612,25200,395,232,438,472,288,141,129,14,9,4,3,IM017359,17359,151.4000,5791.8300,360.0000,1,1,2026-08-24T00:00:00.000
17360,20260721,20260623,20260720,6960,10,47,294,401,153,77,122,1,5,4,2,IM017360,17360,152.1000,5793.2000,361.0000,1,1,2026-08-24T00:00:00.000
17361,20260705,20260801,20260706,70920,247,18,232,52,321,399,452,11,5,6,1,IM017361,17361,152.8000,5794.5700,362.0000,1,1,2026-08-24T00:00:00.000
17362,20260630,20260629,20260724,55560,340,321,355,13,207,489,401,1,7,4,1,IM017362,17362,153.5000,5795.9400,363.0000,1,1,2026-08-24T00:00:00.000
17363,20260616,20260615,20260709,14280,22,31,406,209,368,149,433,13,6,1,3,IM017363,17363,154.2000,5797.3100,364.0000,1,1,2026-08-24T00:00:00.000
17364,20260706,20260602,20260811,14400,51,231,273,203,129,176,317,3,3,4,1,IM017364,17364,154.9000,5798.6800,365.0000,1,1,2026-08-24T00:00:00.000
17365,20260608,20260729,20260815,48120,111,275,461,324,317,181,476,14,7,7,4,IM017365,17365,155.6000,5800.0500,366.0000,1,1,2026-08-24T00:00:00.000
