PurchaseGoodsReceiptKey,ReceiptDateKey,PostingDateKey,DocumentDateKey,ReceiptTimeOfDayKey,PurchaseOrderLineKey,SupplierKey,ProductKey,PlantKey,ReceiverEmployeeKey,PurchaseReceiptStatusKey,UnitOfMeasureKey,CurrencyKey,GoodsReceiptNumber,GoodsReceiptLineNumber,ReceivedQuantity,AcceptedQuantity,RejectedQuantity,ReceiptAmount,SourceSystemKey,BatchId,LoadedAtUtc
4889,20260601,20260615,20260816,33060,222,399,210,334,278,1,5,1,PGR004889,4889,422.4000,422.4000,422.4000,6707.9300,1,1,2026-08-24T00:00:00.000
4890,20260704,20260812,20260818,37560,450,53,198,153,283,6,3,1,PGR004890,4890,423.1000,423.1000,423.1000,6709.3000,1,1,2026-08-24T00:00:00.000
4891,20260708,20260822,20260608,70440,177,423,484,214,349,5,3,3,PGR004891,4891,423.8000,423.8000,423.8000,6710.6700,1,1,2026-08-24T00:00:00.000
4892,20260807,20260822,20260813,27480,88,413,383,147,458,7,5,2,PGR004892,4892,424.5000,424.5000,424.5000,6712.0400,1,1,2026-08-24T00:00:00.000
4893,20260818,20260711,20260622,52260,164,350,143,68,22,3,7,4,PGR004893,4893,425.2000,425.2000,425.2000,6713.4100,1,1,2026-08-24T00:00:00.000
4894,20260616,20260625,20260706,54600,108,65,195,324,266,7,7,1,PGR004894,4894,425.9000,425.9000,425.9000,6714.7800,1,1,2026-08-24T00:00:00.000
4895,20260713,20260624,20260802,54060,188,437,133,26,155,7,3,5,PGR004895,4895,426.6000,426.6000,426.6000,6716.1500,1,1,2026-08-24T00:00:00.000
4896,20260630,20260529,20260810,38460,346,37,-1,233,-1,6,2,4,PGR004896,4896,427.3000,427.3000,427.3000,6717.5200,1,1,2026-08-24T00:00:00.000
4897,20260815,20260629,20260713,12300,477,47,278,83,32,3,3,3,PGR004897,4897,428.0000,428.0000,428.0000,6718.8900,1,1,2026-08-24T00:00:00.000
4898,20260809,20260724,20260626,18660,396,377,429,324,154,1,4,2,PGR004898,4898,428.7000,428.7000,428.7000,6720.2600,1,1,2026-08-24T00:00:00.000
4899,20260822,20260711,20260706,20760,441,227,40,175,1,2,7,4,PGR004899,4899,429.4000,429.4000,429.4000,6721.6300,1,1,2026-08-24T00:00:00.000
4900,20260531,20260729,20260718,41520,45,73,196,244,239,2,4,2,PGR004900,4900,430.1000,430.1000,430.1000,6723.0000,1,1,2026-08-24T00:00:00.000
4901,20260720,20260714,20260601,67740,161,87,481,311,361,3,5,5,PGR004901,4901,430.8000,430.8000,430.8000,6724.3700,1,1,2026-08-24T00:00:00.000
4902,20260813,20260606,20260702,24900,385,286,119,34,500,8,2,1,PGR004902,4902,431.5000,431.5000,431.5000,6725.7400,1,1,2026-08-24T00:00:00.000
4903,20260605,20260714,20260807,35400,281,371,376,297,220,8,2,5,PGR004903,4903,432.2000,432.2000,432.2000,6727.1100,1,1,2026-08-24T00:00:00.000
4904,20260812,20260705,20260804,7560,28,225,134,247,266,1,7,1,PGR004904,4904,432.9000,432.9000,432.9000,6728.4800,1,1,2026-08-24T00:00:00.000
4905,20260622,20260704,20260626,29940,468,495,417,174,421,6,4,3,PGR004905,4905,433.6000,433.6000,433.6000,6729.8500,1,1,2026-08-24T00:00:00.000
4906,20260603,20260731,20260727,21360,488,149,117,107,499,8,1,3,PGR004906,4906,434.3000,434.3000,434.3000,6731.2200,1,1,2026-08-24T00:00:00.000
4907,20260714,20260713,20260528,21240,486,147,304,310,73,4,5,5,PGR004907,4907,435.0000,435.0000,435.0000,6732.5900,1,1,2026-08-24T00:00:00.000
4908,20260808,20260609,20260628,8040,285,385,76,194,213,4,2,4,PGR004908,4908,435.7000,435.7000,435.7000,6733.9600,1,1,2026-08-24T00:00:00.000
4909,20260622,20260822,20260724,23820,115,215,335,302,344,2,1,3,PGR004909,4909,436.4000,436.4000,436.4000,6735.3300,1,1,2026-08-24T00:00:00.000
4910,20260824,20260529,20260816,62220,271,222,102,146,296,5,5,1,PGR004910,4910,437.1000,437.1000,437.1000,6736.7000,1,1,2026-08-24T00:00:00.000
4911,20260602,20260811,20260810,61980,440,485,37,219,319,8,1,5,PGR004911,4911,437.8000,437.8000,437.8000,6738.0700,1,1,2026-08-24T00:00:00.000
4912,20260807,20260601,20260619,14880,14,239,431,66,47,7,1,1,PGR004912,4912,438.5000,438.5000,438.5000,6739.4400,1,1,2026-08-24T00:00:00.000
4913,20260728,20260612,20260705,25920,363,63,-1,265,-1,6,1,4,PGR004913,4913,439.2000,439.2000,439.2000,6740.8100,1,1,2026-08-24T00:00:00.000
4914,20260812,20260806,20260718,9120,381,48,31,42,306,7,6,3,PGR004914,4914,439.9000,439.9000,439.9000,6742.1800,1,1,2026-08-24T00:00:00.000
4915,20260801,20260713,20260814,36360,455,152,95,297,236,8,3,3,PGR004915,4915,440.6000,440.6000,440.6000,6743.5500,1,1,2026-08-24T00:00:00.000
4916,20260704,20260610,20260701,43620,415,470,462,242,287,3,3,3,PGR004916,4916,441.3000,441.3000,441.3000,6744.9200,1,1,2026-08-24T00:00:00.000
4917,20260809,20260720,20260820,9900,75,153,298,255,476,1,7,2,PGR004917,4917,442.0000,442.0000,442.0000,6746.2900,1,1,2026-08-24T00:00:00.000
4918,20260529,20260712,20260724,9840,217,273,431,53,410,5,7,3,PGR004918,4918,442.7000,442.7000,442.7000,6747.6600,1,1,2026-08-24T00:00:00.000
4919,20260816,20260624,20260607,40680,95,18,377,24,296,2,6,4,PGR004919,4919,443.4000,443.4000,443.4000,6749.0300,1,1,2026-08-24T00:00:00.000
4920,20260622,20260707,20260613,63720,53,387,493,291,435,6,5,3,PGR004920,4920,444.1000,444.1000,444.1000,6750.4000,1,1,2026-08-24T00:00:00.000
4921,20260718,20260627,20260731,30180,269,147,385,106,497,7,3,2,PGR004921,4921,444.8000,444.8000,444.8000,6751.7700,1,1,2026-08-24T00:00:00.000
4922,20260527,20260729,20260713,58800,268,172,276,112,352,2,5,4,PGR004922,4922,445.5000,445.5000,445.5000,6753.1400,1,1,2026-08-24T00:00:00.000
4923,20260605,20260601,20260617,40980,65,281,409,216,36,5,3,3,PGR004923,4923,446.2000,446.2000,446.2000,6754.5100,1,1,2026-08-24T00:00:00.000
4924,20260629,20260711,20260629,34920,422,95,111,84,152,4,3,5,PGR004924,4924,446.9000,446.9000,446.9000,6755.8800,1,1,2026-08-24T00:00:00.000
4925,20260627,20260807,20260731,14580,449,235,377,290,411,6,5,4,PGR004925,4925,447.6000,447.6000,447.6000,6757.2500,1,1,2026-08-24T00:00:00.000
4926,20260602,20260726,20260823,74820,279,10,443,36,480,7,4,1,PGR004926,4926,448.3000,448.3000,448.3000,6758.6200,1,1,2026-08-24T00:00:00.000
4927,20260817,20260606,20260605,24180,392,265,441,20,127,6,5,1,PGR004927,4927,449.0000,449.0000,449.0000,6759.9900,1,1,2026-08-24T00:00:00.000
4928,20260603,20260819,20260815,79080,292,447,245,112,335,1,2,3,PGR004928,4928,449.7000,449.7000,449.7000,6761.3600,1,1,2026-08-24T00:00:00.000
4929,20260610,20260803,20260708,86040,59,9,469,66,266,4,4,3,PGR004929,4929,450.4000,450.4000,450.4000,6762.7300,1,1,2026-08-24T00:00:00.000
4930,20260722,20260623,20260612,7140,34,104,-1,134,-1,8,4,3,PGR004930,4930,451.1000,451.1000,451.1000,6764.1000,1,1,2026-08-24T00:00:00.000
4931,20260623,20260804,20260527,45540,170,377,474,313,136,7,3,4,PGR004931,4931,451.8000,451.8000,451.8000,6765.4700,1,1,2026-08-24T00:00:00.000
4932,20260705,20260724,20260712,44460,366,444,234,131,179,8,3,5,PGR004932,4932,452.5000,452.5000,452.5000,6766.8400,1,1,2026-08-24T00:00:00.000
4933,20260601,20260728,20260801,59220,148,23,453,287,296,6,4,2,PGR004933,4933,453.2000,453.2000,453.2000,6768.2100,1,1,2026-08-24T00:00:00.000
4934,20260817,20260613,20260724,36000,428,186,177,150,315,1,6,1,PGR004934,4934,453.9000,453.9000,453.9000,6769.5800,1,1,2026-08-24T00:00:00.000
4935,20260530,20260719,20260808,47340,491,102,110,30,99,7,7,2,PGR004935,4935,454.6000,454.6000,454.6000,6770.9500,1,1,2026-08-24T00:00:00.000
4936,20260816,20260818,20260730,5580,96,322,369,152,8,1,6,4,PGR004936,4936,455.3000,455.3000,455.3000,6772.3200,1,1,2026-08-24T00:00:00.000
4937,20260722,20260630,20260712,49440,302,431,407,193,58,5,1,1,PGR004937,4937,456.0000,456.0000,456.0000,6773.6900,1,1,2026-08-24T00:00:00.000
4938,20260706,20260602,20260725,2160,370,201,406,233,490,1,5,4,PGR004938,4938,456.7000,456.7000,456.7000,6775.0600,1,1,2026-08-24T00:00:00.000
4939,20260728,20260628,20260818,71460,11,478,433,323,421,2,1,2,PGR004939,4939,457.4000,457.4000,457.4000,6776.4300,1,1,2026-08-24T00:00:00.000
4940,20260606,20260731,20260611,37560,328,49,49,18,193,4,5,4,PGR004940,4940,458.1000,458.1000,458.1000,6777.8000,1,1,2026-08-24T00:00:00.000
4941,20260806,20260824,20260824,47640,81,425,267,45,205,1,3,3,PGR004941,4941,458.8000,458.8000,458.8000,6779.1700,1,1,2026-08-24T00:00:00.000
4942,20260819,20260804,20260610,63660,106,33,65,295,496,4,7,4,PGR004942,4942,459.5000,459.5000,459.5000,6780.5400,1,1,2026-08-24T00:00:00.000
4943,20260813,20260822,20260714,38100,445,475,246,241,353,4,6,3,PGR004943,4943,460.2000,460.2000,460.2000,6781.9100,1,1,2026-08-24T00:00:00.000
4944,20260816,20260605,20260608,71100,97,198,205,298,263,4,2,4,PGR004944,4944,460.9000,460.9000,460.9000,6783.2800,1,1,2026-08-24T00:00:00.000
4945,20260710,20260815,20260708,67320,66,475,344,165,492,5,7,5,PGR004945,4945,461.6000,461.6000,461.6000,6784.6500,1,1,2026-08-24T00:00:00.000
4946,20260728,20260708,20260801,46020,206,259,83,321,292,4,1,3,PGR004946,4946,462.3000,462.3000,462.3000,6786.0200,1,1,2026-08-24T00:00:00.000
4947,20260822,20260710,20260610,2280,85,30,-1,227,-1,6,1,5,PGR004947,4947,463.0000,463.0000,463.0000,6787.3900,1,1,2026-08-24T00:00:00.000
4948,20260531,20260531,20260603,84300,14,187,39,240,37,2,4,3,PGR004948,4948,463.7000,463.7000,463.7000,6788.7600,1,1,2026-08-24T00:00:00.000
4949,20260715,20260613,20260530,39540,448,291,111,350,180,4,5,5,PGR004949,4949,464.4000,464.4000,464.4000,6790.1300,1,1,2026-08-24T00:00:00.000
4950,20260730,20260703,20260601,9420,455,5,301,27,62,3,1,4,PGR004950,4950,465.1000,465.1000,465.1000,6791.5000,1,1,2026-08-24T00:00:00.000
4951,20260730,20260715,20260725,5460,54,335,467,179,157,6,6,3,PGR004951,4951,465.8000,465.8000,465.8000,6792.8700,1,1,2026-08-24T00:00:00.000
4952,20260726,20260814,20260603,84120,314,453,152,153,108,5,2,2,PGR004952,4952,466.5000,466.5000,466.5000,6794.2400,1,1,2026-08-24T00:00:00.000
4953,20260712,20260530,20260815,49260,153,268,141,56,80,1,3,4,PGR004953,4953,467.2000,467.2000,467.2000,6795.6100,1,1,2026-08-24T00:00:00.000
4954,20260628,20260707,20260605,72660,65,78,47,26,88,8,1,1,PGR004954,4954,467.9000,467.9000,467.9000,6796.9800,1,1,2026-08-24T00:00:00.000
4955,20260605,20260819,20260625,66660,343,251,35,336,347,5,3,3,PGR004955,4955,468.6000,468.6000,468.6000,6798.3500,1,1,2026-08-24T00:00:00.000
4956,20260530,20260801,20260822,70080,301,459,495,87,289,6,1,5,PGR004956,4956,469.3000,469.3000,469.3000,6799.7200,1,1,2026-08-24T00:00:00.000
4957,20260707,20260605,20260802,31200,377,362,197,211,71,8,7,2,PGR004957,4957,470.0000,470.0000,470.0000,6801.0900,1,1,2026-08-24T00:00:00.000
4958,20260801,20260701,20260728,6780,27,225,439,120,500,8,2,1,PGR004958,4958,470.7000,470.7000,470.7000,6802.4600,1,1,2026-08-24T00:00:00.000
4959,20260803,20260624,20260824,80040,428,489,109,62,216,2,1,5,PGR004959,4959,471.4000,471.4000,471.4000,6803.8300,1,1,2026-08-24T00:00:00.000
4960,20260707,20260714,20260812,34500,280,291,4,258,309,3,5,5,PGR004960,4960,472.1000,472.1000,472.1000,6805.2000,1,1,2026-08-24T00:00:00.000
4961,20260821,20260529,20260719,19200,351,115,393,324,240,2,7,4,PGR004961,4961,472.8000,472.8000,472.8000,6806.5700,1,1,2026-08-24T00:00:00.000
4962,20260804,20260705,20260722,63780,8,21,461,71,132,8,2,3,PGR004962,4962,473.5000,473.5000,473.5000,6807.9400,1,1,2026-08-24T00:00:00.000
4963,20260709,20260824,20260710,35400,487,274,410,61,433,4,7,2,PGR004963,4963,474.2000,474.2000,474.2000,6809.3100,1,1,2026-08-24T00:00:00.000
4964,20260809,20260611,20260602,67740,494,19,-1,204,-1,2,1,5,PGR004964,4964,474.9000,474.9000,474.9000,6810.6800,1,1,2026-08-24T00:00:00.000
4965,20260813,20260720,20260725,10020,453,166,464,82,309,4,7,2,PGR004965,4965,475.6000,475.6000,475.6000,6812.0500,1,1,2026-08-24T00:00:00.000
4966,20260811,20260609,20260731,11160,311,199,1,97,297,4,2,4,PGR004966,4966,476.3000,476.3000,476.3000,6813.4200,1,1,2026-08-24T00:00:00.000
4967,20260602,20260712,20260531,13440,197,476,30,182,446,4,5,4,PGR004967,4967,477.0000,477.0000,477.0000,6814.7900,1,1,2026-08-24T00:00:00.000
4968,20260712,20260817,20260622,28260,233,360,123,194,344,2,4,2,PGR004968,4968,477.7000,477.7000,477.7000,6816.1600,1,1,2026-08-24T00:00:00.000
4969,20260801,20260810,20260713,61080,125,132,70,290,431,2,6,4,PGR004969,4969,478.4000,478.4000,478.4000,6817.5300,1,1,2026-08-24T00:00:00.000
4970,20260626,20260625,20260728,3480,163,107,431,209,292,1,7,3,PGR004970,4970,479.1000,479.1000,479.1000,6818.9000,1,1,2026-08-24T00:00:00.000
4971,20260716,20260610,20260529,72960,179,287,279,160,249,6,7,3,PGR004971,4971,479.8000,479.8000,479.8000,6820.2700,1,1,2026-08-24T00:00:00.000
4972,20260713,20260609,20260707,64680,55,421,109,96,343,4,3,3,PGR004972,4972,480.5000,480.5000,480.5000,6821.6400,1,1,2026-08-24T00:00:00.000
4973,20260708,20260714,20260702,22260,185,47,262,59,297,5,3,5,PGR004973,4973,481.2000,481.2000,481.2000,6823.0100,1,1,2026-08-24T00:00:00.000
4974,20260621,20260727,20260620,61200,208,494,298,104,326,8,3,4,PGR004974,4974,481.9000,481.9000,481.9000,6824.3800,1,1,2026-08-24T00:00:00.000
4975,20260630,20260701,20260602,30420,404,10,364,146,163,4,4,4,PGR004975,4975,482.6000,482.6000,482.6000,6825.7500,1,1,2026-08-24T00:00:00.000
4976,20260603,20260823,20260816,50880,158,322,231,236,46,6,5,3,PGR004976,4976,483.3000,483.3000,483.3000,6827.1200,1,1,2026-08-24T00:00:00.000
4977,20260715,20260808,20260601,57840,347,483,68,82,486,4,7,4,PGR004977,4977,484.0000,484.0000,484.0000,6828.4900,1,1,2026-08-24T00:00:00.000
4978,20260630,20260810,20260612,9600,235,236,454,296,170,8,6,4,PGR004978,4978,484.7000,484.7000,484.7000,6829.8600,1,1,2026-08-24T00:00:00.000
4979,20260617,20260620,20260529,56100,465,165,208,38,222,5,3,2,PGR004979,4979,485.4000,485.4000,485.4000,6831.2300,1,1,2026-08-24T00:00:00.000
4980,20260714,20260607,20260821,56760,196,414,63,318,481,7,4,2,PGR004980,4980,486.1000,486.1000,486.1000,6832.6000,1,1,2026-08-24T00:00:00.000
4981,20260610,20260718,20260607,2460,104,150,-1,187,-1,3,1,3,PGR004981,4981,486.8000,486.8000,486.8000,6833.9700,1,1,2026-08-24T00:00:00.000
4982,20260706,20260711,20260601,70800,162,409,285,109,309,7,6,3,PGR004982,4982,487.5000,487.5000,487.5000,6835.3400,1,1,2026-08-24T00:00:00.000
4983,20260604,20260703,20260824,20880,243,337,105,32,176,5,3,3,PGR004983,4983,488.2000,488.2000,488.2000,6836.7100,1,1,2026-08-24T00:00:00.000
4984,20260619,20260531,20260527,36180,266,121,370,103,491,5,3,2,PGR004984,4984,488.9000,488.9000,488.9000,6838.0800,1,1,2026-08-24T00:00:00.000
4985,20260622,20260709,20260804,73260,7,353,304,15,358,7,5,1,PGR004985,4985,489.6000,489.6000,489.6000,6839.4500,1,1,2026-08-24T00:00:00.000
4986,20260808,20260710,20260824,73500,287,134,289,248,296,1,1,2,PGR004986,4986,490.3000,490.3000,490.3000,6840.8200,1,1,2026-08-24T00:00:00.000
4987,20260817,20260718,20260725,61680,178,20,474,124,21,8,1,5,PGR004987,4987,491.0000,491.0000,491.0000,6842.1900,1,1,2026-08-24T00:00:00.000
4988,20260618,20260602,20260801,33960,397,364,60,11,429,1,6,1,PGR004988,4988,491.7000,491.7000,491.7000,6843.5600,1,1,2026-08-24T00:00:00.000
4989,20260821,20260527,20260723,58380,125,258,127,326,436,3,4,5,PGR004989,4989,492.4000,492.4000,492.4000,6844.9300,1,1,2026-08-24T00:00:00.000
4990,20260717,20260820,20260703,30780,80,117,422,125,284,1,5,1,PGR004990,4990,493.1000,493.1000,493.1000,6846.3000,1,1,2026-08-24T00:00:00.000
4991,20260812,20260528,20260611,72240,298,197,60,304,393,7,5,5,PGR004991,4991,493.8000,493.8000,493.8000,6847.6700,1,1,2026-08-24T00:00:00.000
4992,20260810,20260822,20260810,45300,10,112,221,209,13,8,2,5,PGR004992,4992,494.5000,494.5000,494.5000,6849.0400,1,1,2026-08-24T00:00:00.000
4993,20260729,20260711,20260805,55500,81,14,357,297,171,7,6,2,PGR004993,4993,495.2000,495.2000,495.2000,6850.4100,1,1,2026-08-24T00:00:00.000
4994,20260722,20260713,20260615,21900,84,193,68,307,497,8,3,4,PGR004994,4994,495.9000,495.9000,495.9000,6851.7800,1,1,2026-08-24T00:00:00.000
4995,20260813,20260630,20260710,24060,18,110,137,164,157,7,5,1,PGR004995,4995,496.6000,496.6000,496.6000,6853.1500,1,1,2026-08-24T00:00:00.000
4996,20260602,20260816,20260528,33660,1,283,226,278,456,3,3,5,PGR004996,4996,497.3000,497.3000,497.3000,6854.5200,1,1,2026-08-24T00:00:00.000
4997,20260823,20260605,20260616,11760,455,114,438,21,468,5,4,2,PGR004997,4997,498.0000,498.0000,498.0000,6855.8900,1,1,2026-08-24T00:00:00.000
4998,20260816,20260816,20260604,3960,421,158,-1,108,-1,2,1,3,PGR004998,4998,498.7000,498.7000,498.7000,6857.2600,1,1,2026-08-24T00:00:00.000
4999,20260723,20260713,20260803,75180,38,21,42,73,496,6,4,1,PGR004999,4999,499.4000,499.4000,499.4000,6858.6300,1,1,2026-08-24T00:00:00.000
5000,20260603,20260706,20260803,28500,204,338,344,229,326,2,5,5,PGR005000,5000,500.1000,500.1000,500.1000,6860.0000,1,1,2026-08-24T00:00:00.000
5001,20260814,20260802,20260731,30720,460,288,331,267,339,4,7,2,PGR005001,5001,500.8000,500.8000,500.8000,6861.3700,1,1,2026-08-24T00:00:00.000
5002,20260724,20260614,20260614,22080,294,417,74,143,392,2,7,5,PGR005002,5002,501.5000,501.5000,501.5000,6862.7400,1,1,2026-08-24T00:00:00.000
5003,20260721,20260726,20260629,60660,450,122,446,288,218,4,3,5,PGR005003,5003,502.2000,502.2000,502.2000,6864.1100,1,1,2026-08-24T00:00:00.000
5004,20260702,20260613,20260710,10920,171,74,9,63,62,3,3,1,PGR005004,5004,502.9000,502.9000,502.9000,6865.4800,1,1,2026-08-24T00:00:00.000
5005,20260817,20260601,20260820,70620,427,356,140,285,62,1,5,1,PGR005005,5005,503.6000,503.6000,503.6000,6866.8500,1,1,2026-08-24T00:00:00.000
5006,20260811,20260726,20260619,41280,344,234,263,39,157,2,6,5,PGR005006,5006,504.3000,504.3000,504.3000,6868.2200,1,1,2026-08-24T00:00:00.000
5007,20260711,20260807,20260625,65460,497,74,413,230,220,8,7,1,PGR005007,5007,505.0000,505.0000,505.0000,6869.5900,1,1,2026-08-24T00:00:00.000
5008,20260701,20260528,20260628,54780,42,268,85,45,339,6,2,3,PGR005008,5008,505.7000,505.7000,505.7000,6870.9600,1,1,2026-08-24T00:00:00.000
5009,20260601,20260706,20260701,84540,392,412,363,67,278,3,2,1,PGR005009,5009,506.4000,506.4000,506.4000,6872.3300,1,1,2026-08-24T00:00:00.000
5010,20260818,20260822,20260604,44040,416,61,69,18,491,3,3,1,PGR005010,5010,507.1000,507.1000,507.1000,6873.7000,1,1,2026-08-24T00:00:00.000
5011,20260814,20260816,20260620,36540,411,293,419,315,35,1,4,1,PGR005011,5011,507.8000,507.8000,507.8000,6875.0700,1,1,2026-08-24T00:00:00.000
5012,20260716,20260701,20260726,80220,101,381,488,2,65,8,5,2,PGR005012,5012,508.5000,508.5000,508.5000,6876.4400,1,1,2026-08-24T00:00:00.000
5013,20260812,20260721,20260709,64560,479,292,245,292,3,1,7,2,PGR005013,5013,509.2000,509.2000,509.2000,6877.8100,1,1,2026-08-24T00:00:00.000
5014,20260815,20260630,20260603,81540,126,166,432,211,459,6,2,2,PGR005014,5014,509.9000,509.9000,509.9000,6879.1800,1,1,2026-08-24T00:00:00.000
5015,20260619,20260801,20260602,72660,307,306,-1,66,-1,6,4,3,PGR005015,5015,510.6000,510.6000,510.6000,6880.5500,1,1,2026-08-24T00:00:00.000
5016,20260527,20260809,20260531,11820,310,180,73,251,25,4,3,1,PGR005016,5016,511.3000,511.3000,511.3000,6881.9200,1,1,2026-08-24T00:00:00.000
5017,20260723,20260821,20260627,76260,143,252,478,32,468,4,7,2,PGR005017,5017,512.0000,512.0000,512.0000,6883.2900,1,1,2026-08-24T00:00:00.000
5018,20260711,20260712,20260817,35940,364,132,381,193,232,1,4,1,PGR005018,5018,512.7000,512.7000,512.7000,6884.6600,1,1,2026-08-24T00:00:00.000
5019,20260726,20260608,20260718,47160,217,386,461,324,125,5,2,1,PGR005019,5019,513.4000,513.4000,513.4000,6886.0300,1,1,2026-08-24T00:00:00.000
5020,20260824,20260622,20260624,69600,326,45,47,85,203,4,4,5,PGR005020,5020,514.1000,514.1000,514.1000,6887.4000,1,1,2026-08-24T00:00:00.000
5021,20260717,20260709,20260705,19620,147,250,238,278,337,8,7,2,PGR005021,5021,514.8000,514.8000,514.8000,6888.7700,1,1,2026-08-24T00:00:00.000
5022,20260811,20260802,20260609,60480,176,279,325,283,415,6,6,4,PGR005022,5022,515.5000,515.5000,515.5000,6890.1400,1,1,2026-08-24T00:00:00.000
5023,20260725,20260808,20260610,28860,199,86,178,163,235,3,1,3,PGR005023,5023,516.2000,516.2000,516.2000,6891.5100,1,1,2026-08-24T00:00:00.000
5024,20260716,20260604,20260820,46140,352,153,372,159,495,3,6,1,PGR005024,5024,516.9000,516.9000,516.9000,6892.8800,1,1,2026-08-24T00:00:00.000
5025,20260623,20260530,20260618,32100,89,144,49,161,108,4,6,1,PGR005025,5025,517.6000,517.6000,517.6000,6894.2500,1,1,2026-08-24T00:00:00.000
5026,20260817,20260529,20260623,61800,190,154,154,152,53,6,1,5,PGR005026,5026,518.3000,518.3000,518.3000,6895.6200,1,1,2026-08-24T00:00:00.000
5027,20260611,20260630,20260610,71820,64,138,95,266,193,6,3,5,PGR005027,5027,519.0000,519.0000,519.0000,6896.9900,1,1,2026-08-24T00:00:00.000
5028,20260527,20260703,20260718,5400,353,356,96,7,157,7,4,4,PGR005028,5028,519.7000,519.7000,519.7000,6898.3600,1,1,2026-08-24T00:00:00.000
5029,20260713,20260618,20260613,44880,128,183,397,257,457,8,1,2,PGR005029,5029,520.4000,520.4000,520.4000,6899.7300,1,1,2026-08-24T00:00:00.000
5030,20260814,20260813,20260627,31080,401,51,351,91,498,3,1,1,PGR005030,5030,521.1000,521.1000,521.1000,6901.1000,1,1,2026-08-24T00:00:00.000
5031,20260605,20260730,20260625,4260,242,170,448,19,197,6,3,4,PGR005031,5031,521.8000,521.8000,521.8000,6902.4700,1,1,2026-08-24T00:00:00.000
5032,20260809,20260720,20260611,51120,250,105,-1,65,-1,5,4,2,PGR005032,5032,522.5000,522.5000,522.5000,6903.8400,1,1,2026-08-24T00:00:00.000
5033,20260808,20260723,20260628,5220,287,268,238,135,344,2,3,2,PGR005033,5033,523.2000,523.2000,523.2000,6905.2100,1,1,2026-08-24T00:00:00.000
5034,20260807,20260710,20260710,85260,272,451,78,271,478,7,6,5,PGR005034,5034,523.9000,523.9000,523.9000,6906.5800,1,1,2026-08-24T00:00:00.000
5035,20260731,20260728,20260625,66540,39,174,268,208,294,8,3,2,PGR005035,5035,524.6000,524.6000,524.6000,6907.9500,1,1,2026-08-24T00:00:00.000
5036,20260704,20260527,20260616,11760,436,83,92,187,448,1,3,4,PGR005036,5036,525.3000,525.3000,525.3000,6909.3200,1,1,2026-08-24T00:00:00.000
5037,20260710,20260714,20260731,69180,480,180,346,338,299,8,4,5,PGR005037,5037,526.0000,526.0000,526.0000,6910.6900,1,1,2026-08-24T00:00:00.000
5038,20260715,20260604,20260811,56220,198,169,407,236,185,1,5,5,PGR005038,5038,526.7000,526.7000,526.7000,6912.0600,1,1,2026-08-24T00:00:00.000
5039,20260710,20260820,20260531,60540,271,36,234,137,389,3,5,3,PGR005039,5039,527.4000,527.4000,527.4000,6913.4300,1,1,2026-08-24T00:00:00.000
5040,20260809,20260622,20260628,30360,171,460,315,146,29,8,6,1,PGR005040,5040,528.1000,528.1000,528.1000,6914.8000,1,1,2026-08-24T00:00:00.000
5041,20260602,20260821,20260610,8520,333,434,266,7,31,7,1,1,PGR005041,5041,528.8000,528.8000,528.8000,6916.1700,1,1,2026-08-24T00:00:00.000
5042,20260616,20260705,20260721,65580,157,114,181,307,64,6,1,4,PGR005042,5042,529.5000,529.5000,529.5000,6917.5400,1,1,2026-08-24T00:00:00.000
5043,20260716,20260703,20260625,13740,397,444,145,149,244,6,2,1,PGR005043,5043,530.2000,530.2000,530.2000,6918.9100,1,1,2026-08-24T00:00:00.000
5044,20260816,20260811,20260815,1260,22,337,473,329,65,4,4,2,PGR005044,5044,530.9000,530.9000,530.9000,6920.2800,1,1,2026-08-24T00:00:00.000
5045,20260606,20260613,20260624,40800,168,413,256,217,235,3,6,5,PGR005045,5045,531.6000,531.6000,531.6000,6921.6500,1,1,2026-08-24T00:00:00.000
5046,20260820,20260630,20260529,48540,401,127,308,44,453,8,2,4,PGR005046,5046,532.3000,532.3000,532.3000,6923.0200,1,1,2026-08-24T00:00:00.000
5047,20260821,20260529,20260725,35220,304,319,40,107,10,3,1,5,PGR005047,5047,533.0000,533.0000,533.0000,6924.3900,1,1,2026-08-24T00:00:00.000
5048,20260713,20260705,20260725,75960,293,463,435,248,227,4,6,1,PGR005048,5048,533.7000,533.7000,533.7000,6925.7600,1,1,2026-08-24T00:00:00.000
5049,20260707,20260712,20260701,84120,337,427,-1,186,-1,6,3,3,PGR005049,5049,534.4000,534.4000,534.4000,6927.1300,1,1,2026-08-24T00:00:00.000
5050,20260803,20260617,20260730,41820,327,407,189,100,164,8,3,3,PGR005050,5050,535.1000,535.1000,535.1000,6928.5000,1,1,2026-08-24T00:00:00.000
5051,20260705,20260606,20260609,34740,78,246,2,285,428,3,2,3,PGR005051,5051,535.8000,535.8000,535.8000,6929.8700,1,1,2026-08-24T00:00:00.000
5052,20260709,20260529,20260704,45120,499,405,202,48,131,1,2,4,PGR005052,5052,536.5000,536.5000,536.5000,6931.2400,1,1,2026-08-24T00:00:00.000
5053,20260527,20260609,20260724,78360,336,323,284,68,120,6,4,4,PGR005053,5053,537.2000,537.2000,537.2000,6932.6100,1,1,2026-08-24T00:00:00.000
