PurchaseOrderSpendKey,OrderDateKey,RequestedDeliveryDateKey,PromisedDeliveryDateKey,PurchaseOrderHeaderKey,PurchaseOrderLineKey,SupplierKey,ProductKey,PlantKey,CostCenterKey,PurchaseOrderLifecycleStatusKey,UnitOfMeasureKey,CurrencyKey,PurchaseOrderDistributionNumber,OrderedQuantity,UnitPriceAmount,ExtendedAmount,SourceSystemKey,BatchId,LoadedAtUtc
4018,20260608,20260727,20260822,206,383,251,203,65,13,8,1,1,POS004018,812.7000,5514.6600,5514.6600,1,1,2026-08-24T00:00:00.000
4019,20260704,20260731,20260601,415,486,196,223,265,33,9,4,1,POS004019,813.4000,5516.0300,5516.0300,1,1,2026-08-24T00:00:00.000
4020,20260803,20260717,20260716,117,5,147,363,28,380,11,1,1,POS004020,814.1000,5517.4000,5517.4000,1,1,2026-08-24T00:00:00.000
4021,20260601,20260719,20260624,209,23,30,473,141,412,1,7,4,POS004021,814.8000,5518.7700,5518.7700,1,1,2026-08-24T00:00:00.000
4022,20260710,20260624,20260630,300,436,65,346,216,389,7,2,1,POS004022,815.5000,5520.1400,5520.1400,1,1,2026-08-24T00:00:00.000
4023,20260610,20260723,20260813,197,8,446,220,9,46,10,2,3,POS004023,816.2000,5521.5100,5521.5100,1,1,2026-08-24T00:00:00.000
4024,20260608,20260824,20260628,324,296,246,263,176,294,7,7,1,POS004024,816.9000,5522.8800,5522.8800,1,1,2026-08-24T00:00:00.000
4025,20260626,20260725,20260718,255,410,399,177,87,465,4,4,1,POS004025,817.6000,5524.2500,5524.2500,1,1,2026-08-24T00:00:00.000
4026,20260714,20260531,20260728,384,369,18,7,19,236,12,1,2,POS004026,818.3000,5525.6200,5525.6200,1,1,2026-08-24T00:00:00.000
4027,20260613,20260815,20260622,63,191,326,205,178,183,7,7,4,POS004027,819.0000,5526.9900,5526.9900,1,1,2026-08-24T00:00:00.000
4028,20260626,20260728,20260812,203,293,104,228,324,145,8,6,2,POS004028,819.7000,5528.3600,5528.3600,1,1,2026-08-24T00:00:00.000
4029,20260602,20260816,20260824,437,434,279,-1,138,-1,5,4,2,POS004029,820.4000,5529.7300,5529.7300,1,1,2026-08-24T00:00:00.000
4030,20260824,20260622,20260616,176,326,339,231,135,330,7,6,4,POS004030,821.1000,5531.1000,5531.1000,1,1,2026-08-24T00:00:00.000
4031,20260617,20260801,20260721,402,113,245,144,341,276,9,6,4,POS004031,821.8000,5532.4700,5532.4700,1,1,2026-08-24T00:00:00.000
4032,20260801,20260708,20260819,261,40,122,266,176,16,5,5,1,POS004032,822.5000,5533.8400,5533.8400,1,1,2026-08-24T00:00:00.000
4033,20260713,20260714,20260715,361,443,300,175,190,218,3,7,1,POS004033,823.2000,5535.2100,5535.2100,1,1,2026-08-24T00:00:00.000
4034,20260717,20260812,20260818,120,55,497,376,160,364,1,6,3,POS004034,823.9000,5536.5800,5536.5800,1,1,2026-08-24T00:00:00.000
4035,20260729,20260802,20260823,467,27,256,480,54,203,3,6,4,POS004035,824.6000,5537.9500,5537.9500,1,1,2026-08-24T00:00:00.000
4036,20260727,20260824,20260722,106,19,208,77,207,250,10,5,1,POS004036,825.3000,5539.3200,5539.3200,1,1,2026-08-24T00:00:00.000
4037,20260712,20260816,20260708,168,383,311,57,55,318,6,7,1,POS004037,826.0000,5540.6900,5540.6900,1,1,2026-08-24T00:00:00.000
4038,20260729,20260606,20260810,123,350,325,126,204,90,6,6,2,POS004038,826.7000,5542.0600,5542.0600,1,1,2026-08-24T00:00:00.000
4039,20260824,20260804,20260624,457,161,108,199,151,210,2,3,3,POS004039,827.4000,5543.4300,5543.4300,1,1,2026-08-24T00:00:00.000
4040,20260626,20260725,20260815,455,379,285,131,143,371,9,5,4,POS004040,828.1000,5544.8000,5544.8000,1,1,2026-08-24T00:00:00.000
4041,20260712,20260806,20260814,280,370,418,310,271,451,4,4,3,POS004041,828.8000,5546.1700,5546.1700,1,1,2026-08-24T00:00:00.000
4042,20260529,20260718,20260822,482,86,294,290,307,343,2,2,2,POS004042,829.5000,5547.5400,5547.5400,1,1,2026-08-24T00:00:00.000
4043,20260721,20260815,20260531,278,192,142,310,139,160,7,3,5,POS004043,830.2000,5548.9100,5548.9100,1,1,2026-08-24T00:00:00.000
4044,20260725,20260621,20260705,87,366,43,297,175,466,12,4,5,POS004044,830.9000,5550.2800,5550.2800,1,1,2026-08-24T00:00:00.000
4045,20260722,20260720,20260719,459,168,171,70,99,194,4,6,5,POS004045,831.6000,5551.6500,5551.6500,1,1,2026-08-24T00:00:00.000
4046,20260707,20260807,20260820,338,380,25,-1,103,-1,7,5,3,POS004046,832.3000,5553.0200,5553.0200,1,1,2026-08-24T00:00:00.000
4047,20260713,20260628,20260624,185,461,130,21,198,202,2,2,5,POS004047,833.0000,5554.3900,5554.3900,1,1,2026-08-24T00:00:00.000
4048,20260630,20260610,20260709,439,69,251,106,97,45,9,5,2,POS004048,833.7000,5555.7600,5555.7600,1,1,2026-08-24T00:00:00.000
4049,20260614,20260613,20260722,220,47,184,314,224,178,10,7,2,POS004049,834.4000,5557.1300,5557.1300,1,1,2026-08-24T00:00:00.000
4050,20260615,20260617,20260726,20,238,310,357,329,155,7,7,3,POS004050,835.1000,5558.5000,5558.5000,1,1,2026-08-24T00:00:00.000
4051,20260615,20260623,20260821,266,489,305,37,83,460,3,5,5,POS004051,835.8000,5559.8700,5559.8700,1,1,2026-08-24T00:00:00.000
4052,20260815,20260705,20260630,461,256,240,274,67,103,7,4,3,POS004052,836.5000,5561.2400,5561.2400,1,1,2026-08-24T00:00:00.000
4053,20260609,20260616,20260604,452,84,464,341,272,428,2,7,1,POS004053,837.2000,5562.6100,5562.6100,1,1,2026-08-24T00:00:00.000
4054,20260622,20260815,20260602,139,490,477,22,41,164,8,3,1,POS004054,837.9000,5563.9800,5563.9800,1,1,2026-08-24T00:00:00.000
4055,20260814,20260607,20260708,111,18,400,51,227,28,7,7,2,POS004055,838.6000,5565.3500,5565.3500,1,1,2026-08-24T00:00:00.000
4056,20260627,20260811,20260616,22,35,7,467,330,186,10,5,2,POS004056,839.3000,5566.7200,5566.7200,1,1,2026-08-24T00:00:00.000
4057,20260710,20260719,20260713,139,92,269,57,281,180,4,1,2,POS004057,840.0000,5568.0900,5568.0900,1,1,2026-08-24T00:00:00.000
4058,20260731,20260601,20260728,225,299,266,117,324,471,1,1,5,POS004058,840.7000,5569.4600,5569.4600,1,1,2026-08-24T00:00:00.000
4059,20260528,20260623,20260614,376,282,236,4,120,108,6,1,3,POS004059,841.4000,5570.8300,5570.8300,1,1,2026-08-24T00:00:00.000
4060,20260623,20260824,20260706,386,266,313,322,268,459,3,1,4,POS004060,842.1000,5572.2000,5572.2000,1,1,2026-08-24T00:00:00.000
4061,20260608,20260725,20260725,320,235,220,295,177,45,5,3,2,POS004061,842.8000,5573.5700,5573.5700,1,1,2026-08-24T00:00:00.000
4062,20260529,20260613,20260707,154,85,236,380,120,164,3,5,3,POS004062,843.5000,5574.9400,5574.9400,1,1,2026-08-24T00:00:00.000
4063,20260612,20260610,20260608,30,224,309,-1,347,-1,7,4,3,POS004063,844.2000,5576.3100,5576.3100,1,1,2026-08-24T00:00:00.000
4064,20260627,20260611,20260806,285,423,295,213,268,172,7,6,5,POS004064,844.9000,5577.6800,5577.6800,1,1,2026-08-24T00:00:00.000
4065,20260531,20260607,20260722,322,105,113,135,301,134,9,6,3,POS004065,845.6000,5579.0500,5579.0500,1,1,2026-08-24T00:00:00.000
4066,20260623,20260824,20260817,335,5,196,198,302,199,9,6,5,POS004066,846.3000,5580.4200,5580.4200,1,1,2026-08-24T00:00:00.000
4067,20260618,20260704,20260801,17,80,392,6,327,496,8,3,3,POS004067,847.0000,5581.7900,5581.7900,1,1,2026-08-24T00:00:00.000
4068,20260613,20260707,20260807,396,113,346,108,96,100,1,2,3,POS004068,847.7000,5583.1600,5583.1600,1,1,2026-08-24T00:00:00.000
4069,20260706,20260822,20260605,493,289,344,370,276,295,4,2,2,POS004069,848.4000,5584.5300,5584.5300,1,1,2026-08-24T00:00:00.000
4070,20260531,20260821,20260713,122,13,440,178,110,38,4,5,1,POS004070,849.1000,5585.9000,5585.9000,1,1,2026-08-24T00:00:00.000
4071,20260721,20260726,20260713,498,52,485,319,332,45,7,2,5,POS004071,849.8000,5587.2700,5587.2700,1,1,2026-08-24T00:00:00.000
4072,20260602,20260730,20260727,490,24,271,289,208,87,12,6,2,POS004072,850.5000,5588.6400,5588.6400,1,1,2026-08-24T00:00:00.000
4073,20260705,20260617,20260801,235,19,469,46,318,348,11,2,1,POS004073,851.2000,5590.0100,5590.0100,1,1,2026-08-24T00:00:00.000
4074,20260710,20260615,20260807,18,251,57,209,256,95,4,3,2,POS004074,851.9000,5591.3800,5591.3800,1,1,2026-08-24T00:00:00.000
4075,20260820,20260621,20260808,132,328,254,22,179,468,8,2,3,POS004075,852.6000,5592.7500,5592.7500,1,1,2026-08-24T00:00:00.000
4076,20260528,20260707,20260709,321,285,347,75,111,258,1,2,5,POS004076,853.3000,5594.1200,5594.1200,1,1,2026-08-24T00:00:00.000
4077,20260619,20260603,20260821,30,183,361,353,52,472,2,2,4,POS004077,854.0000,5595.4900,5595.4900,1,1,2026-08-24T00:00:00.000
4078,20260623,20260807,20260714,71,467,410,102,79,338,2,6,1,POS004078,854.7000,5596.8600,5596.8600,1,1,2026-08-24T00:00:00.000
4079,20260714,20260615,20260610,403,34,48,302,309,27,6,1,5,POS004079,855.4000,5598.2300,5598.2300,1,1,2026-08-24T00:00:00.000
4080,20260716,20260603,20260628,310,429,339,-1,125,-1,10,5,2,POS004080,856.1000,5599.6000,5599.6000,1,1,2026-08-24T00:00:00.000
4081,20260605,20260723,20260815,490,448,261,381,261,317,4,3,1,POS004081,856.8000,5600.9700,5600.9700,1,1,2026-08-24T00:00:00.000
4082,20260803,20260624,20260721,273,424,285,285,173,220,7,3,4,POS004082,857.5000,5602.3400,5602.3400,1,1,2026-08-24T00:00:00.000
4083,20260722,20260610,20260818,429,155,380,311,311,105,12,5,5,POS004083,858.2000,5603.7100,5603.7100,1,1,2026-08-24T00:00:00.000
4084,20260814,20260621,20260806,329,482,398,85,76,239,5,3,3,POS004084,858.9000,5605.0800,5605.0800,1,1,2026-08-24T00:00:00.000
4085,20260710,20260615,20260628,90,104,485,470,259,320,12,4,3,POS004085,859.6000,5606.4500,5606.4500,1,1,2026-08-24T00:00:00.000
4086,20260809,20260529,20260708,287,401,251,169,226,419,12,3,1,POS004086,860.3000,5607.8200,5607.8200,1,1,2026-08-24T00:00:00.000
4087,20260707,20260601,20260802,107,272,104,412,157,325,5,5,4,POS004087,861.0000,5609.1900,5609.1900,1,1,2026-08-24T00:00:00.000
4088,20260810,20260806,20260716,14,324,33,473,93,349,2,1,4,POS004088,861.7000,5610.5600,5610.5600,1,1,2026-08-24T00:00:00.000
4089,20260615,20260804,20260620,4,121,318,129,157,169,12,5,3,POS004089,862.4000,5611.9300,5611.9300,1,1,2026-08-24T00:00:00.000
4090,20260717,20260613,20260729,14,452,273,50,258,3,8,6,4,POS004090,863.1000,5613.3000,5613.3000,1,1,2026-08-24T00:00:00.000
4091,20260610,20260527,20260713,227,267,388,65,53,369,1,3,4,POS004091,863.8000,5614.6700,5614.6700,1,1,2026-08-24T00:00:00.000
4092,20260701,20260530,20260727,140,222,327,237,303,370,2,1,5,POS004092,864.5000,5616.0400,5616.0400,1,1,2026-08-24T00:00:00.000
4093,20260714,20260822,20260715,422,183,410,169,293,258,7,2,3,POS004093,865.2000,5617.4100,5617.4100,1,1,2026-08-24T00:00:00.000
4094,20260630,20260603,20260625,75,152,52,100,34,421,4,6,1,POS004094,865.9000,5618.7800,5618.7800,1,1,2026-08-24T00:00:00.000
4095,20260815,20260719,20260617,129,436,419,10,344,140,1,5,2,POS004095,866.6000,5620.1500,5620.1500,1,1,2026-08-24T00:00:00.000
4096,20260630,20260725,20260805,162,290,230,114,137,248,6,6,4,POS004096,867.3000,5621.5200,5621.5200,1,1,2026-08-24T00:00:00.000
4097,20260612,20260725,20260623,322,130,408,-1,53,-1,4,7,1,POS004097,868.0000,5622.8900,5622.8900,1,1,2026-08-24T00:00:00.000
4098,20260606,20260731,20260707,248,326,28,3,313,252,7,3,3,POS004098,868.7000,5624.2600,5624.2600,1,1,2026-08-24T00:00:00.000
4099,20260603,20260608,20260528,41,411,277,396,264,298,9,3,1,POS004099,869.4000,5625.6300,5625.6300,1,1,2026-08-24T00:00:00.000
4100,20260728,20260611,20260623,274,325,197,39,245,123,4,4,2,POS004100,870.1000,5627.0000,5627.0000,1,1,2026-08-24T00:00:00.000
4101,20260801,20260715,20260804,425,361,203,400,200,53,7,5,4,POS004101,870.8000,5628.3700,5628.3700,1,1,2026-08-24T00:00:00.000
4102,20260530,20260628,20260706,28,178,444,380,35,304,4,3,2,POS004102,871.5000,5629.7400,5629.7400,1,1,2026-08-24T00:00:00.000
4103,20260819,20260806,20260728,56,109,452,204,295,438,5,5,4,POS004103,872.2000,5631.1100,5631.1100,1,1,2026-08-24T00:00:00.000
4104,20260530,20260719,20260602,395,295,286,141,90,80,7,2,1,POS004104,872.9000,5632.4800,5632.4800,1,1,2026-08-24T00:00:00.000
4105,20260706,20260726,20260814,352,224,442,411,184,471,7,3,4,POS004105,873.6000,5633.8500,5633.8500,1,1,2026-08-24T00:00:00.000
4106,20260605,20260629,20260601,185,382,87,440,79,286,6,4,4,POS004106,874.3000,5635.2200,5635.2200,1,1,2026-08-24T00:00:00.000
4107,20260713,20260605,20260619,168,341,206,25,152,102,7,5,5,POS004107,875.0000,5636.5900,5636.5900,1,1,2026-08-24T00:00:00.000
4108,20260730,20260608,20260824,325,352,255,325,187,42,3,2,1,POS004108,875.7000,5637.9600,5637.9600,1,1,2026-08-24T00:00:00.000
4109,20260608,20260625,20260622,266,105,389,303,109,466,4,3,2,POS004109,876.4000,5639.3300,5639.3300,1,1,2026-08-24T00:00:00.000
4110,20260703,20260624,20260813,247,64,118,158,81,75,1,6,2,POS004110,877.1000,5640.7000,5640.7000,1,1,2026-08-24T00:00:00.000
4111,20260608,20260725,20260623,354,274,144,206,84,376,3,3,2,POS004111,877.8000,5642.0700,5642.0700,1,1,2026-08-24T00:00:00.000
4112,20260617,20260804,20260603,422,218,399,388,285,353,1,4,3,POS004112,878.5000,5643.4400,5643.4400,1,1,2026-08-24T00:00:00.000
4113,20260601,20260715,20260808,422,355,276,382,28,177,10,4,1,POS004113,879.2000,5644.8100,5644.8100,1,1,2026-08-24T00:00:00.000
4114,20260627,20260711,20260715,57,105,292,-1,311,-1,4,5,5,POS004114,879.9000,5646.1800,5646.1800,1,1,2026-08-24T00:00:00.000
4115,20260530,20260611,20260819,438,14,380,14,305,125,6,7,4,POS004115,880.6000,5647.5500,5647.5500,1,1,2026-08-24T00:00:00.000
4116,20260718,20260604,20260605,45,230,231,244,253,19,6,6,1,POS004116,881.3000,5648.9200,5648.9200,1,1,2026-08-24T00:00:00.000
4117,20260715,20260625,20260704,142,89,108,322,186,123,4,2,2,POS004117,882.0000,5650.2900,5650.2900,1,1,2026-08-24T00:00:00.000
4118,20260823,20260802,20260616,162,375,51,191,191,299,1,5,4,POS004118,882.7000,5651.6600,5651.6600,1,1,2026-08-24T00:00:00.000
4119,20260808,20260729,20260824,368,284,406,206,116,337,2,4,3,POS004119,883.4000,5653.0300,5653.0300,1,1,2026-08-24T00:00:00.000
4120,20260728,20260719,20260701,319,324,179,460,346,16,12,5,2,POS004120,884.1000,5654.4000,5654.4000,1,1,2026-08-24T00:00:00.000
4121,20260810,20260606,20260728,27,191,409,263,171,467,4,4,1,POS004121,884.8000,5655.7700,5655.7700,1,1,2026-08-24T00:00:00.000
4122,20260531,20260815,20260812,219,28,277,205,329,167,7,4,3,POS004122,885.5000,5657.1400,5657.1400,1,1,2026-08-24T00:00:00.000
4123,20260822,20260706,20260816,216,16,476,348,331,288,2,6,2,POS004123,886.2000,5658.5100,5658.5100,1,1,2026-08-24T00:00:00.000
4124,20260611,20260606,20260615,359,284,371,6,79,461,10,2,1,POS004124,886.9000,5659.8800,5659.8800,1,1,2026-08-24T00:00:00.000
4125,20260531,20260705,20260528,182,345,260,496,336,373,12,2,4,POS004125,887.6000,5661.2500,5661.2500,1,1,2026-08-24T00:00:00.000
4126,20260611,20260603,20260729,23,413,261,478,347,262,5,4,1,POS004126,888.3000,5662.6200,5662.6200,1,1,2026-08-24T00:00:00.000
4127,20260704,20260719,20260610,335,246,204,36,349,474,9,2,3,POS004127,889.0000,5663.9900,5663.9900,1,1,2026-08-24T00:00:00.000
4128,20260815,20260822,20260618,12,451,133,277,205,132,7,6,1,POS004128,889.7000,5665.3600,5665.3600,1,1,2026-08-24T00:00:00.000
4129,20260623,20260711,20260612,56,208,81,201,268,66,12,6,1,POS004129,890.4000,5666.7300,5666.7300,1,1,2026-08-24T00:00:00.000
4130,20260620,20260804,20260630,371,128,306,253,307,455,7,7,1,POS004130,891.1000,5668.1000,5668.1000,1,1,2026-08-24T00:00:00.000
4131,20260710,20260603,20260705,68,166,292,-1,203,-1,10,5,3,POS004131,891.8000,5669.4700,5669.4700,1,1,2026-08-24T00:00:00.000
4132,20260718,20260722,20260726,413,184,290,345,193,169,2,6,5,POS004132,892.5000,5670.8400,5670.8400,1,1,2026-08-24T00:00:00.000
4133,20260727,20260603,20260718,477,416,237,428,186,405,4,7,1,POS004133,893.2000,5672.2100,5672.2100,1,1,2026-08-24T00:00:00.000
4134,20260527,20260807,20260723,466,399,268,68,196,431,3,2,4,POS004134,893.9000,5673.5800,5673.5800,1,1,2026-08-24T00:00:00.000
4135,20260607,20260624,20260603,497,178,473,203,112,389,9,3,3,POS004135,894.6000,5674.9500,5674.9500,1,1,2026-08-24T00:00:00.000
4136,20260823,20260718,20260528,346,394,432,164,108,186,4,2,4,POS004136,895.3000,5676.3200,5676.3200,1,1,2026-08-24T00:00:00.000
4137,20260623,20260621,20260727,425,85,1,249,281,326,12,5,3,POS004137,896.0000,5677.6900,5677.6900,1,1,2026-08-24T00:00:00.000
4138,20260815,20260602,20260824,462,460,80,30,293,222,12,2,4,POS004138,896.7000,5679.0600,5679.0600,1,1,2026-08-24T00:00:00.000
4139,20260601,20260730,20260719,76,106,97,94,206,216,11,4,5,POS004139,897.4000,5680.4300,5680.4300,1,1,2026-08-24T00:00:00.000
4140,20260721,20260604,20260622,481,199,334,128,97,176,1,7,4,POS004140,898.1000,5681.8000,5681.8000,1,1,2026-08-24T00:00:00.000
4141,20260629,20260620,20260708,383,305,203,457,191,132,4,2,5,POS004141,898.8000,5683.1700,5683.1700,1,1,2026-08-24T00:00:00.000
4142,20260614,20260620,20260624,320,129,299,416,27,49,1,1,2,POS004142,899.5000,5684.5400,5684.5400,1,1,2026-08-24T00:00:00.000
4143,20260723,20260713,20260719,159,238,149,161,2,41,6,1,2,POS004143,900.2000,5685.9100,5685.9100,1,1,2026-08-24T00:00:00.000
4144,20260720,20260803,20260630,8,127,367,128,238,89,12,2,2,POS004144,900.9000,5687.2800,5687.2800,1,1,2026-08-24T00:00:00.000
4145,20260714,20260724,20260617,378,134,31,138,169,4,6,5,4,POS004145,901.6000,5688.6500,5688.6500,1,1,2026-08-24T00:00:00.000
4146,20260703,20260715,20260731,267,53,292,84,112,150,4,4,5,POS004146,902.3000,5690.0200,5690.0200,1,1,2026-08-24T00:00:00.000
4147,20260721,20260717,20260625,496,302,358,181,120,291,10,6,1,POS004147,903.0000,5691.3900,5691.3900,1,1,2026-08-24T00:00:00.000
4148,20260808,20260717,20260702,416,65,253,-1,319,-1,1,7,1,POS004148,903.7000,5692.7600,5692.7600,1,1,2026-08-24T00:00:00.000
4149,20260709,20260814,20260610,83,159,421,413,68,85,10,7,5,POS004149,904.4000,5694.1300,5694.1300,1,1,2026-08-24T00:00:00.000
4150,20260612,20260807,20260819,303,40,131,35,299,456,11,2,1,POS004150,905.1000,5695.5000,5695.5000,1,1,2026-08-24T00:00:00.000
4151,20260624,20260620,20260713,90,472,402,200,29,184,1,5,2,POS004151,905.8000,5696.8700,5696.8700,1,1,2026-08-24T00:00:00.000
4152,20260701,20260813,20260812,456,437,278,467,159,58,3,3,5,POS004152,906.5000,5698.2400,5698.2400,1,1,2026-08-24T00:00:00.000
4153,20260620,20260626,20260701,236,169,364,330,320,81,2,6,3,POS004153,907.2000,5699.6100,5699.6100,1,1,2026-08-24T00:00:00.000
4154,20260624,20260605,20260706,334,347,151,466,268,319,6,3,3,POS004154,907.9000,5700.9800,5700.9800,1,1,2026-08-24T00:00:00.000
4155,20260812,20260704,20260808,1,397,167,400,56,180,1,1,5,POS004155,908.6000,5702.3500,5702.3500,1,1,2026-08-24T00:00:00.000
4156,20260805,20260728,20260627,373,426,466,32,259,320,3,3,3,POS004156,909.3000,5703.7200,5703.7200,1,1,2026-08-24T00:00:00.000
4157,20260610,20260710,20260807,400,268,89,91,85,479,8,2,5,POS004157,910.0000,5705.0900,5705.0900,1,1,2026-08-24T00:00:00.000
4158,20260709,20260710,20260620,396,344,84,191,316,13,9,3,2,POS004158,910.7000,5706.4600,5706.4600,1,1,2026-08-24T00:00:00.000
4159,20260618,20260728,20260610,443,333,231,280,328,475,5,1,5,POS004159,911.4000,5707.8300,5707.8300,1,1,2026-08-24T00:00:00.000
4160,20260821,20260726,20260716,98,41,314,150,199,76,6,7,5,POS004160,912.1000,5709.2000,5709.2000,1,1,2026-08-24T00:00:00.000
4161,20260719,20260702,20260602,24,374,133,75,267,46,4,2,5,POS004161,912.8000,5710.5700,5710.5700,1,1,2026-08-24T00:00:00.000
4162,20260608,20260612,20260815,43,258,400,425,188,368,2,6,1,POS004162,913.5000,5711.9400,5711.9400,1,1,2026-08-24T00:00:00.000
4163,20260623,20260602,20260614,495,482,292,421,213,444,12,7,3,POS004163,914.2000,5713.3100,5713.3100,1,1,2026-08-24T00:00:00.000
4164,20260801,20260614,20260712,415,461,500,367,141,443,4,6,3,POS004164,914.9000,5714.6800,5714.6800,1,1,2026-08-24T00:00:00.000
4165,20260725,20260708,20260611,14,361,226,-1,243,-1,7,3,5,POS004165,915.6000,5716.0500,5716.0500,1,1,2026-08-24T00:00:00.000
4166,20260728,20260809,20260822,27,165,488,389,345,475,9,7,4,POS004166,916.3000,5717.4200,5717.4200,1,1,2026-08-24T00:00:00.000
4167,20260818,20260707,20260623,173,265,247,63,141,339,9,5,5,POS004167,917.0000,5718.7900,5718.7900,1,1,2026-08-24T00:00:00.000
4168,20260609,20260629,20260728,396,366,483,145,182,302,11,4,3,POS004168,917.7000,5720.1600,5720.1600,1,1,2026-08-24T00:00:00.000
4169,20260603,20260707,20260622,340,286,320,5,343,233,2,2,1,POS004169,918.4000,5721.5300,5721.5300,1,1,2026-08-24T00:00:00.000
4170,20260811,20260703,20260813,371,215,493,240,157,463,7,1,1,POS004170,919.1000,5722.9000,5722.9000,1,1,2026-08-24T00:00:00.000
4171,20260623,20260824,20260809,198,382,357,272,336,182,2,7,4,POS004171,919.8000,5724.2700,5724.2700,1,1,2026-08-24T00:00:00.000
4172,20260609,20260812,20260621,275,223,29,296,176,307,11,2,2,POS004172,920.5000,5725.6400,5725.6400,1,1,2026-08-24T00:00:00.000
4173,20260802,20260602,20260612,245,173,112,360,287,310,1,3,1,POS004173,921.2000,5727.0100,5727.0100,1,1,2026-08-24T00:00:00.000
4174,20260708,20260615,20260716,439,461,260,389,176,142,10,1,2,POS004174,921.9000,5728.3800,5728.3800,1,1,2026-08-24T00:00:00.000
4175,20260610,20260802,20260805,86,34,334,426,313,345,3,6,1,POS004175,922.6000,5729.7500,5729.7500,1,1,2026-08-24T00:00:00.000
4176,20260703,20260610,20260707,155,211,138,467,64,367,8,2,5,POS004176,923.3000,5731.1200,5731.1200,1,1,2026-08-24T00:00:00.000
4177,20260713,20260818,20260601,221,340,266,396,116,280,10,2,1,POS004177,924.0000,5732.4900,5732.4900,1,1,2026-08-24T00:00:00.000
4178,20260601,20260715,20260602,412,118,162,144,320,181,6,1,4,POS004178,924.7000,5733.8600,5733.8600,1,1,2026-08-24T00:00:00.000
4179,20260723,20260808,20260623,252,446,320,285,200,297,12,3,4,POS004179,925.4000,5735.2300,5735.2300,1,1,2026-08-24T00:00:00.000
4180,20260708,20260823,20260817,204,228,407,180,35,300,7,1,2,POS004180,926.1000,5736.6000,5736.6000,1,1,2026-08-24T00:00:00.000
4181,20260618,20260623,20260624,341,452,304,163,292,463,12,3,3,POS004181,926.8000,5737.9700,5737.9700,1,1,2026-08-24T00:00:00.000
4182,20260528,20260707,20260615,423,396,129,-1,118,-1,8,3,4,POS004182,927.5000,5739.3400,5739.3400,1,1,2026-08-24T00:00:00.000
4183,20260601,20260805,20260614,115,224,428,1,107,26,10,2,4,POS004183,928.2000,5740.7100,5740.7100,1,1,2026-08-24T00:00:00.000
4184,20260623,20260820,20260804,263,148,272,459,8,291,8,2,3,POS004184,928.9000,5742.0800,5742.0800,1,1,2026-08-24T00:00:00.000
4185,20260623,20260824,20260708,8,353,393,275,30,415,1,6,5,POS004185,929.6000,5743.4500,5743.4500,1,1,2026-08-24T00:00:00.000
4186,20260705,20260712,20260725,174,192,186,79,212,100,7,5,4,POS004186,930.3000,5744.8200,5744.8200,1,1,2026-08-24T00:00:00.000
4187,20260812,20260608,20260808,139,303,14,487,213,367,12,6,1,POS004187,931.0000,5746.1900,5746.1900,1,1,2026-08-24T00:00:00.000
4188,20260710,20260802,20260712,416,132,438,414,133,239,4,3,4,POS004188,931.7000,5747.5600,5747.5600,1,1,2026-08-24T00:00:00.000
4189,20260730,20260709,20260610,386,121,296,437,208,185,10,2,5,POS004189,932.4000,5748.9300,5748.9300,1,1,2026-08-24T00:00:00.000
4190,20260716,20260725,20260602,38,497,71,372,62,238,1,7,5,POS004190,933.1000,5750.3000,5750.3000,1,1,2026-08-24T00:00:00.000
4191,20260604,20260814,20260816,237,269,8,350,96,479,3,1,5,POS004191,933.8000,5751.6700,5751.6700,1,1,2026-08-24T00:00:00.000
4192,20260713,20260806,20260721,304,69,309,490,336,243,4,2,4,POS004192,934.5000,5753.0400,5753.0400,1,1,2026-08-24T00:00:00.000
4193,20260723,20260701,20260801,85,54,445,41,77,285,5,4,1,POS004193,935.2000,5754.4100,5754.4100,1,1,2026-08-24T00:00:00.000
4194,20260725,20260624,20260731,39,216,276,68,261,326,7,4,2,POS004194,935.9000,5755.7800,5755.7800,1,1,2026-08-24T00:00:00.000
4195,20260708,20260617,20260713,436,123,186,55,328,32,7,5,3,POS004195,936.6000,5757.1500,5757.1500,1,1,2026-08-24T00:00:00.000
4196,20260806,20260612,20260724,288,193,337,313,317,117,7,5,2,POS004196,937.3000,5758.5200,5758.5200,1,1,2026-08-24T00:00:00.000
4197,20260731,20260818,20260621,346,111,448,182,144,266,9,5,5,POS004197,938.0000,5759.8900,5759.8900,1,1,2026-08-24T00:00:00.000
4198,20260724,20260713,20260814,473,314,364,363,203,471,12,2,2,POS004198,938.7000,5761.2600,5761.2600,1,1,2026-08-24T00:00:00.000
4199,20260720,20260705,20260722,337,234,226,-1,19,-1,6,6,2,POS004199,939.4000,5762.6300,5762.6300,1,1,2026-08-24T00:00:00.000
4200,20260616,20260608,20260627,80,84,213,215,64,185,10,4,3,POS004200,940.1000,5764.0000,5764.0000,1,1,2026-08-24T00:00:00.000
4201,20260605,20260613,20260711,202,143,335,421,234,86,8,7,5,POS004201,940.8000,5765.3700,5765.3700,1,1,2026-08-24T00:00:00.000
4202,20260607,20260723,20260628,300,499,73,487,314,25,12,1,1,POS004202,941.5000,5766.7400,5766.7400,1,1,2026-08-24T00:00:00.000
4203,20260714,20260726,20260709,457,59,444,352,132,288,6,2,5,POS004203,942.2000,5768.1100,5768.1100,1,1,2026-08-24T00:00:00.000
