FinancePurchasePriceVarianceKey,PostingDateKey,InvoiceDateKey,ProductKey,PlantKey,SupplierKey,CostCenterKey,FinanceCostElementDetailKey,FinanceVarianceTypeKey,CurrencyKey,SupplierInvoiceNumber,PurchaseOrderNumber,InvoiceQuantity,StandardCostAmount,ActualPriceAmount,PurchasePriceVarianceAmount,SourceSystemKey,BatchId,LoadedAtUtc
2228,20260719,20260529,420,123,228,226,328,20,4,FPPV002228,FPPV002228,559.7000,3062.3600,3062.3600,3062.3600,1,1,2026-08-24T00:00:00.000
2229,20260824,20260811,279,189,500,118,372,6,2,FPPV002229,FPPV002229,560.4000,3063.7300,3063.7300,3063.7300,1,1,2026-08-24T00:00:00.000
2230,20260810,20260721,432,109,140,495,14,9,1,FPPV002230,FPPV002230,561.1000,3065.1000,3065.1000,3065.1000,1,1,2026-08-24T00:00:00.000
2231,20260806,20260820,49,260,122,431,126,5,4,FPPV002231,FPPV002231,561.8000,3066.4700,3066.4700,3066.4700,1,1,2026-08-24T00:00:00.000
2232,20260619,20260727,140,231,160,157,322,8,3,FPPV002232,FPPV002232,562.5000,3067.8400,3067.8400,3067.8400,1,1,2026-08-24T00:00:00.000
2233,20260809,20260726,307,113,218,106,193,5,5,FPPV002233,FPPV002233,563.2000,3069.2100,3069.2100,3069.2100,1,1,2026-08-24T00:00:00.000
2234,20260812,20260723,161,196,235,369,205,18,3,FPPV002234,FPPV002234,563.9000,3070.5800,3070.5800,3070.5800,1,1,2026-08-24T00:00:00.000
2235,20260705,20260612,435,44,98,275,412,4,4,FPPV002235,FPPV002235,564.6000,3071.9500,3071.9500,3071.9500,1,1,2026-08-24T00:00:00.000
2236,20260625,20260810,137,51,361,351,11,16,2,FPPV002236,FPPV002236,565.3000,3073.3200,3073.3200,3073.3200,1,1,2026-08-24T00:00:00.000
2237,20260824,20260806,295,333,209,448,424,12,1,FPPV002237,FPPV002237,566.0000,3074.6900,3074.6900,3074.6900,1,1,2026-08-24T00:00:00.000
2238,20260710,20260725,361,36,170,161,47,8,5,FPPV002238,FPPV002238,566.7000,3076.0600,3076.0600,3076.0600,1,1,2026-08-24T00:00:00.000
2239,20260610,20260821,389,194,188,382,74,3,4,FPPV002239,FPPV002239,567.4000,3077.4300,3077.4300,3077.4300,1,1,2026-08-24T00:00:00.000
2240,20260719,20260704,45,50,124,286,348,20,4,FPPV002240,FPPV002240,568.1000,3078.8000,3078.8000,3078.8000,1,1,2026-08-24T00:00:00.000
2241,20260818,20260616,9,59,466,404,221,20,4,FPPV002241,FPPV002241,568.8000,3080.1700,3080.1700,3080.1700,1,1,2026-08-24T00:00:00.000
2242,20260705,20260623,140,199,427,183,481,19,4,FPPV002242,FPPV002242,569.5000,3081.5400,3081.5400,3081.5400,1,1,2026-08-24T00:00:00.000
2243,20260806,20260703,395,302,244,203,283,20,4,FPPV002243,FPPV002243,570.2000,3082.9100,3082.9100,3082.9100,1,1,2026-08-24T00:00:00.000
2244,20260803,20260724,246,251,50,-1,427,2,5,FPPV002244,FPPV002244,570.9000,3084.2800,3084.2800,3084.2800,1,1,2026-08-24T00:00:00.000
2245,20260804,20260823,344,113,421,184,414,1,2,FPPV002245,FPPV002245,571.6000,3085.6500,3085.6500,3085.6500,1,1,2026-08-24T00:00:00.000
2246,20260601,20260613,377,217,307,103,163,9,5,FPPV002246,FPPV002246,572.3000,3087.0200,3087.0200,3087.0200,1,1,2026-08-24T00:00:00.000
2247,20260605,20260818,403,206,417,276,397,18,4,FPPV002247,FPPV002247,573.0000,3088.3900,3088.3900,3088.3900,1,1,2026-08-24T00:00:00.000
2248,20260629,20260625,340,19,343,300,424,19,1,FPPV002248,FPPV002248,573.7000,3089.7600,3089.7600,3089.7600,1,1,2026-08-24T00:00:00.000
2249,20260615,20260718,395,10,344,449,433,18,1,FPPV002249,FPPV002249,574.4000,3091.1300,3091.1300,3091.1300,1,1,2026-08-24T00:00:00.000
2250,20260721,20260716,199,130,193,141,8,6,4,FPPV002250,FPPV002250,575.1000,3092.5000,3092.5000,3092.5000,1,1,2026-08-24T00:00:00.000
2251,20260616,20260707,9,103,267,3,32,12,3,FPPV002251,FPPV002251,575.8000,3093.8700,3093.8700,3093.8700,1,1,2026-08-24T00:00:00.000
2252,20260805,20260608,267,52,290,182,297,2,4,FPPV002252,FPPV002252,576.5000,3095.2400,3095.2400,3095.2400,1,1,2026-08-24T00:00:00.000
2253,20260624,20260529,91,122,393,109,474,6,3,FPPV002253,FPPV002253,577.2000,3096.6100,3096.6100,3096.6100,1,1,2026-08-24T00:00:00.000
2254,20260601,20260718,342,124,77,249,11,20,3,FPPV002254,FPPV002254,577.9000,3097.9800,3097.9800,3097.9800,1,1,2026-08-24T00:00:00.000
2255,20260626,20260806,107,111,409,226,96,20,3,FPPV002255,FPPV002255,578.6000,3099.3500,3099.3500,3099.3500,1,1,2026-08-24T00:00:00.000
2256,20260614,20260726,170,145,448,221,368,11,1,FPPV002256,FPPV002256,579.3000,3100.7200,3100.7200,3100.7200,1,1,2026-08-24T00:00:00.000
2257,20260722,20260620,300,213,276,274,339,17,3,FPPV002257,FPPV002257,580.0000,3102.0900,3102.0900,3102.0900,1,1,2026-08-24T00:00:00.000
2258,20260717,20260813,328,220,468,128,263,17,1,FPPV002258,FPPV002258,580.7000,3103.4600,3103.4600,3103.4600,1,1,2026-08-24T00:00:00.000
2259,20260810,20260627,77,304,435,227,19,7,5,FPPV002259,FPPV002259,581.4000,3104.8300,3104.8300,3104.8300,1,1,2026-08-24T00:00:00.000
2260,20260712,20260724,230,270,416,25,381,3,2,FPPV002260,FPPV002260,582.1000,3106.2000,3106.2000,3106.2000,1,1,2026-08-24T00:00:00.000
2261,20260715,20260709,246,325,244,-1,36,12,2,FPPV002261,FPPV002261,582.8000,3107.5700,3107.5700,3107.5700,1,1,2026-08-24T00:00:00.000
2262,20260707,20260607,370,28,296,428,195,7,5,FPPV002262,FPPV002262,583.5000,3108.9400,3108.9400,3108.9400,1,1,2026-08-24T00:00:00.000
2263,20260818,20260625,63,233,86,183,9,8,2,FPPV002263,FPPV002263,584.2000,3110.3100,3110.3100,3110.3100,1,1,2026-08-24T00:00:00.000
2264,20260725,20260804,232,342,334,374,169,5,1,FPPV002264,FPPV002264,584.9000,3111.6800,3111.6800,3111.6800,1,1,2026-08-24T00:00:00.000
2265,20260618,20260816,287,254,266,345,476,5,4,FPPV002265,FPPV002265,585.6000,3113.0500,3113.0500,3113.0500,1,1,2026-08-24T00:00:00.000
2266,20260713,20260614,9,344,391,343,36,5,5,FPPV002266,FPPV002266,586.3000,3114.4200,3114.4200,3114.4200,1,1,2026-08-24T00:00:00.000
2267,20260613,20260529,248,346,76,404,309,16,1,FPPV002267,FPPV002267,587.0000,3115.7900,3115.7900,3115.7900,1,1,2026-08-24T00:00:00.000
2268,20260713,20260822,350,332,438,174,437,14,1,FPPV002268,FPPV002268,587.7000,3117.1600,3117.1600,3117.1600,1,1,2026-08-24T00:00:00.000
2269,20260527,20260803,194,26,359,485,50,20,4,FPPV002269,FPPV002269,588.4000,3118.5300,3118.5300,3118.5300,1,1,2026-08-24T00:00:00.000
2270,20260625,20260717,161,184,249,313,181,13,1,FPPV002270,FPPV002270,589.1000,3119.9000,3119.9000,3119.9000,1,1,2026-08-24T00:00:00.000
2271,20260807,20260616,68,228,166,451,223,20,4,FPPV002271,FPPV002271,589.8000,3121.2700,3121.2700,3121.2700,1,1,2026-08-24T00:00:00.000
2272,20260630,20260713,389,16,445,49,317,10,5,FPPV002272,FPPV002272,590.5000,3122.6400,3122.6400,3122.6400,1,1,2026-08-24T00:00:00.000
2273,20260719,20260821,226,296,386,234,137,7,5,FPPV002273,FPPV002273,591.2000,3124.0100,3124.0100,3124.0100,1,1,2026-08-24T00:00:00.000
2274,20260604,20260813,83,252,187,174,264,4,5,FPPV002274,FPPV002274,591.9000,3125.3800,3125.3800,3125.3800,1,1,2026-08-24T00:00:00.000
2275,20260712,20260626,168,28,59,485,290,20,2,FPPV002275,FPPV002275,592.6000,3126.7500,3126.7500,3126.7500,1,1,2026-08-24T00:00:00.000
2276,20260730,20260619,235,225,175,464,68,15,2,FPPV002276,FPPV002276,593.3000,3128.1200,3128.1200,3128.1200,1,1,2026-08-24T00:00:00.000
2277,20260616,20260704,391,168,418,136,226,19,4,FPPV002277,FPPV002277,594.0000,3129.4900,3129.4900,3129.4900,1,1,2026-08-24T00:00:00.000
2278,20260712,20260811,198,80,365,-1,180,13,3,FPPV002278,FPPV002278,594.7000,3130.8600,3130.8600,3130.8600,1,1,2026-08-24T00:00:00.000
2279,20260713,20260625,112,283,485,63,151,8,2,FPPV002279,FPPV002279,595.4000,3132.2300,3132.2300,3132.2300,1,1,2026-08-24T00:00:00.000
2280,20260714,20260611,364,104,302,316,63,1,2,FPPV002280,FPPV002280,596.1000,3133.6000,3133.6000,3133.6000,1,1,2026-08-24T00:00:00.000
2281,20260820,20260610,265,211,489,335,101,7,5,FPPV002281,FPPV002281,596.8000,3134.9700,3134.9700,3134.9700,1,1,2026-08-24T00:00:00.000
2282,20260712,20260718,64,2,282,236,386,8,4,FPPV002282,FPPV002282,597.5000,3136.3400,3136.3400,3136.3400,1,1,2026-08-24T00:00:00.000
2283,20260610,20260819,371,161,25,407,348,7,5,FPPV002283,FPPV002283,598.2000,3137.7100,3137.7100,3137.7100,1,1,2026-08-24T00:00:00.000
2284,20260802,20260716,113,313,153,75,300,17,3,FPPV002284,FPPV002284,598.9000,3139.0800,3139.0800,3139.0800,1,1,2026-08-24T00:00:00.000
2285,20260811,20260706,154,313,319,485,134,3,4,FPPV002285,FPPV002285,599.6000,3140.4500,3140.4500,3140.4500,1,1,2026-08-24T00:00:00.000
2286,20260606,20260614,3,115,184,303,255,19,3,FPPV002286,FPPV002286,600.3000,3141.8200,3141.8200,3141.8200,1,1,2026-08-24T00:00:00.000
2287,20260706,20260815,442,102,336,218,362,11,3,FPPV002287,FPPV002287,601.0000,3143.1900,3143.1900,3143.1900,1,1,2026-08-24T00:00:00.000
2288,20260817,20260816,379,113,254,333,486,12,1,FPPV002288,FPPV002288,601.7000,3144.5600,3144.5600,3144.5600,1,1,2026-08-24T00:00:00.000
2289,20260821,20260728,141,170,72,364,61,5,2,FPPV002289,FPPV002289,602.4000,3145.9300,3145.9300,3145.9300,1,1,2026-08-24T00:00:00.000
2290,20260723,20260528,141,207,311,142,70,2,5,FPPV002290,FPPV002290,603.1000,3147.3000,3147.3000,3147.3000,1,1,2026-08-24T00:00:00.000
2291,20260805,20260709,75,143,313,216,208,19,5,FPPV002291,FPPV002291,603.8000,3148.6700,3148.6700,3148.6700,1,1,2026-08-24T00:00:00.000
2292,20260807,20260621,148,87,343,311,324,2,3,FPPV002292,FPPV002292,604.5000,3150.0400,3150.0400,3150.0400,1,1,2026-08-24T00:00:00.000
2293,20260622,20260605,156,213,404,480,299,20,2,FPPV002293,FPPV002293,605.2000,3151.4100,3151.4100,3151.4100,1,1,2026-08-24T00:00:00.000
2294,20260821,20260702,173,287,172,270,85,11,4,FPPV002294,FPPV002294,605.9000,3152.7800,3152.7800,3152.7800,1,1,2026-08-24T00:00:00.000
2295,20260811,20260703,21,329,399,-1,31,12,5,FPPV002295,FPPV002295,606.6000,3154.1500,3154.1500,3154.1500,1,1,2026-08-24T00:00:00.000
2296,20260723,20260614,454,5,443,198,31,15,2,FPPV002296,FPPV002296,607.3000,3155.5200,3155.5200,3155.5200,1,1,2026-08-24T00:00:00.000
2297,20260626,20260621,323,139,189,5,84,11,1,FPPV002297,FPPV002297,608.0000,3156.8900,3156.8900,3156.8900,1,1,2026-08-24T00:00:00.000
2298,20260729,20260821,197,89,427,108,323,13,1,FPPV002298,FPPV002298,608.7000,3158.2600,3158.2600,3158.2600,1,1,2026-08-24T00:00:00.000
2299,20260615,20260726,159,5,134,305,447,1,4,FPPV002299,FPPV002299,609.4000,3159.6300,3159.6300,3159.6300,1,1,2026-08-24T00:00:00.000
2300,20260527,20260713,11,136,45,304,299,12,2,FPPV002300,FPPV002300,610.1000,3161.0000,3161.0000,3161.0000,1,1,2026-08-24T00:00:00.000
2301,20260611,20260630,123,236,32,490,196,17,4,FPPV002301,FPPV002301,610.8000,3162.3700,3162.3700,3162.3700,1,1,2026-08-24T00:00:00.000
2302,20260807,20260617,69,344,228,382,20,18,3,FPPV002302,FPPV002302,611.5000,3163.7400,3163.7400,3163.7400,1,1,2026-08-24T00:00:00.000
2303,20260622,20260706,219,199,359,470,404,9,2,FPPV002303,FPPV002303,612.2000,3165.1100,3165.1100,3165.1100,1,1,2026-08-24T00:00:00.000
2304,20260616,20260726,36,105,157,414,259,5,4,FPPV002304,FPPV002304,612.9000,3166.4800,3166.4800,3166.4800,1,1,2026-08-24T00:00:00.000
2305,20260623,20260801,287,227,256,149,264,1,4,FPPV002305,FPPV002305,613.6000,3167.8500,3167.8500,3167.8500,1,1,2026-08-24T00:00:00.000
2306,20260615,20260710,205,238,181,349,42,7,4,FPPV002306,FPPV002306,614.3000,3169.2200,3169.2200,3169.2200,1,1,2026-08-24T00:00:00.000
2307,20260816,20260606,119,139,40,109,297,7,1,FPPV002307,FPPV002307,615.0000,3170.5900,3170.5900,3170.5900,1,1,2026-08-24T00:00:00.000
2308,20260625,20260802,434,269,480,355,199,3,5,FPPV002308,FPPV002308,615.7000,3171.9600,3171.9600,3171.9600,1,1,2026-08-24T00:00:00.000
2309,20260527,20260617,117,334,477,207,403,15,4,FPPV002309,FPPV002309,616.4000,3173.3300,3173.3300,3173.3300,1,1,2026-08-24T00:00:00.000
2310,20260527,20260601,451,330,191,435,281,9,3,FPPV002310,FPPV002310,617.1000,3174.7000,3174.7000,3174.7000,1,1,2026-08-24T00:00:00.000
2311,20260814,20260704,129,206,173,433,404,18,3,FPPV002311,FPPV002311,617.8000,3176.0700,3176.0700,3176.0700,1,1,2026-08-24T00:00:00.000
2312,20260604,20260612,281,120,64,-1,446,3,1,FPPV002312,FPPV002312,618.5000,3177.4400,3177.4400,3177.4400,1,1,2026-08-24T00:00:00.000
2313,20260718,20260815,464,161,325,61,444,7,2,FPPV002313,FPPV002313,619.2000,3178.8100,3178.8100,3178.8100,1,1,2026-08-24T00:00:00.000
2314,20260713,20260816,409,215,371,13,225,2,5,FPPV002314,FPPV002314,619.9000,3180.1800,3180.1800,3180.1800,1,1,2026-08-24T00:00:00.000
2315,20260615,20260724,205,250,289,387,399,9,3,FPPV002315,FPPV002315,620.6000,3181.5500,3181.5500,3181.5500,1,1,2026-08-24T00:00:00.000
2316,20260610,20260716,43,314,415,203,396,2,2,FPPV002316,FPPV002316,621.3000,3182.9200,3182.9200,3182.9200,1,1,2026-08-24T00:00:00.000
2317,20260615,20260725,112,220,112,489,358,2,5,FPPV002317,FPPV002317,622.0000,3184.2900,3184.2900,3184.2900,1,1,2026-08-24T00:00:00.000
2318,20260709,20260625,463,177,337,356,71,5,5,FPPV002318,FPPV002318,622.7000,3185.6600,3185.6600,3185.6600,1,1,2026-08-24T00:00:00.000
2319,20260615,20260708,175,24,413,315,371,9,1,FPPV002319,FPPV002319,623.4000,3187.0300,3187.0300,3187.0300,1,1,2026-08-24T00:00:00.000
2320,20260805,20260717,148,207,77,348,460,9,4,FPPV002320,FPPV002320,624.1000,3188.4000,3188.4000,3188.4000,1,1,2026-08-24T00:00:00.000
2321,20260527,20260718,372,119,293,380,328,11,1,FPPV002321,FPPV002321,624.8000,3189.7700,3189.7700,3189.7700,1,1,2026-08-24T00:00:00.000
2322,20260817,20260818,481,347,382,306,106,12,1,FPPV002322,FPPV002322,625.5000,3191.1400,3191.1400,3191.1400,1,1,2026-08-24T00:00:00.000
2323,20260807,20260609,292,258,176,298,46,19,3,FPPV002323,FPPV002323,626.2000,3192.5100,3192.5100,3192.5100,1,1,2026-08-24T00:00:00.000
2324,20260803,20260817,458,143,138,61,294,16,2,FPPV002324,FPPV002324,626.9000,3193.8800,3193.8800,3193.8800,1,1,2026-08-24T00:00:00.000
2325,20260619,20260724,437,129,69,153,158,18,3,FPPV002325,FPPV002325,627.6000,3195.2500,3195.2500,3195.2500,1,1,2026-08-24T00:00:00.000
2326,20260622,20260618,497,349,144,160,218,8,1,FPPV002326,FPPV002326,628.3000,3196.6200,3196.6200,3196.6200,1,1,2026-08-24T00:00:00.000
2327,20260621,20260620,464,161,297,451,430,4,1,FPPV002327,FPPV002327,629.0000,3197.9900,3197.9900,3197.9900,1,1,2026-08-24T00:00:00.000
2328,20260710,20260621,283,265,138,228,206,11,1,FPPV002328,FPPV002328,629.7000,3199.3600,3199.3600,3199.3600,1,1,2026-08-24T00:00:00.000
2329,20260606,20260724,67,119,81,-1,370,1,4,FPPV002329,FPPV002329,630.4000,3200.7300,3200.7300,3200.7300,1,1,2026-08-24T00:00:00.000
2330,20260709,20260614,102,16,91,406,430,19,4,FPPV002330,FPPV002330,631.1000,3202.1000,3202.1000,3202.1000,1,1,2026-08-24T00:00:00.000
2331,20260727,20260808,327,115,243,76,15,6,2,FPPV002331,FPPV002331,631.8000,3203.4700,3203.4700,3203.4700,1,1,2026-08-24T00:00:00.000
2332,20260715,20260714,340,121,314,394,416,18,4,FPPV002332,FPPV002332,632.5000,3204.8400,3204.8400,3204.8400,1,1,2026-08-24T00:00:00.000
2333,20260728,20260527,143,135,116,301,360,6,2,FPPV002333,FPPV002333,633.2000,3206.2100,3206.2100,3206.2100,1,1,2026-08-24T00:00:00.000
2334,20260723,20260613,159,132,373,288,134,14,5,FPPV002334,FPPV002334,633.9000,3207.5800,3207.5800,3207.5800,1,1,2026-08-24T00:00:00.000
2335,20260728,20260611,308,23,77,69,352,18,3,FPPV002335,FPPV002335,634.6000,3208.9500,3208.9500,3208.9500,1,1,2026-08-24T00:00:00.000
2336,20260619,20260725,169,349,142,459,28,12,2,FPPV002336,FPPV002336,635.3000,3210.3200,3210.3200,3210.3200,1,1,2026-08-24T00:00:00.000
2337,20260801,20260727,144,163,473,388,65,13,3,FPPV002337,FPPV002337,636.0000,3211.6900,3211.6900,3211.6900,1,1,2026-08-24T00:00:00.000
2338,20260729,20260721,416,54,18,211,205,9,1,FPPV002338,FPPV002338,636.7000,3213.0600,3213.0600,3213.0600,1,1,2026-08-24T00:00:00.000
2339,20260819,20260721,343,159,431,383,408,15,5,FPPV002339,FPPV002339,637.4000,3214.4300,3214.4300,3214.4300,1,1,2026-08-24T00:00:00.000
2340,20260704,20260722,150,155,461,19,146,4,4,FPPV002340,FPPV002340,638.1000,3215.8000,3215.8000,3215.8000,1,1,2026-08-24T00:00:00.000
2341,20260709,20260816,233,315,103,398,335,20,1,FPPV002341,FPPV002341,638.8000,3217.1700,3217.1700,3217.1700,1,1,2026-08-24T00:00:00.000
2342,20260613,20260810,262,177,3,368,360,6,4,FPPV002342,FPPV002342,639.5000,3218.5400,3218.5400,3218.5400,1,1,2026-08-24T00:00:00.000
2343,20260626,20260821,204,319,378,456,274,13,2,FPPV002343,FPPV002343,640.2000,3219.9100,3219.9100,3219.9100,1,1,2026-08-24T00:00:00.000
2344,20260815,20260731,227,302,175,293,396,9,5,FPPV002344,FPPV002344,640.9000,3221.2800,3221.2800,3221.2800,1,1,2026-08-24T00:00:00.000
2345,20260617,20260814,337,141,402,302,409,3,5,FPPV002345,FPPV002345,641.6000,3222.6500,3222.6500,3222.6500,1,1,2026-08-24T00:00:00.000
2346,20260704,20260813,242,254,176,-1,274,9,4,FPPV002346,FPPV002346,642.3000,3224.0200,3224.0200,3224.0200,1,1,2026-08-24T00:00:00.000
2347,20260727,20260721,369,204,354,236,478,12,1,FPPV002347,FPPV002347,643.0000,3225.3900,3225.3900,3225.3900,1,1,2026-08-24T00:00:00.000
2348,20260808,20260707,56,301,53,266,170,15,1,FPPV002348,FPPV002348,643.7000,3226.7600,3226.7600,3226.7600,1,1,2026-08-24T00:00:00.000
2349,20260701,20260623,162,68,77,234,348,17,2,FPPV002349,FPPV002349,644.4000,3228.1300,3228.1300,3228.1300,1,1,2026-08-24T00:00:00.000
2350,20260530,20260612,272,183,137,231,300,9,5,FPPV002350,FPPV002350,645.1000,3229.5000,3229.5000,3229.5000,1,1,2026-08-24T00:00:00.000
2351,20260629,20260702,311,145,246,242,299,1,4,FPPV002351,FPPV002351,645.8000,3230.8700,3230.8700,3230.8700,1,1,2026-08-24T00:00:00.000
2352,20260630,20260717,396,81,310,175,289,7,3,FPPV002352,FPPV002352,646.5000,3232.2400,3232.2400,3232.2400,1,1,2026-08-24T00:00:00.000
2353,20260608,20260804,499,281,222,317,217,10,1,FPPV002353,FPPV002353,647.2000,3233.6100,3233.6100,3233.6100,1,1,2026-08-24T00:00:00.000
2354,20260803,20260618,232,180,295,200,24,20,4,FPPV002354,FPPV002354,647.9000,3234.9800,3234.9800,3234.9800,1,1,2026-08-24T00:00:00.000
2355,20260624,20260819,266,79,421,377,223,9,3,FPPV002355,FPPV002355,648.6000,3236.3500,3236.3500,3236.3500,1,1,2026-08-24T00:00:00.000
2356,20260604,20260725,354,209,272,202,37,16,3,FPPV002356,FPPV002356,649.3000,3237.7200,3237.7200,3237.7200,1,1,2026-08-24T00:00:00.000
2357,20260816,20260810,403,163,435,248,286,12,4,FPPV002357,FPPV002357,650.0000,3239.0900,3239.0900,3239.0900,1,1,2026-08-24T00:00:00.000
2358,20260615,20260622,20,102,113,232,453,18,2,FPPV002358,FPPV002358,650.7000,3240.4600,3240.4600,3240.4600,1,1,2026-08-24T00:00:00.000
2359,20260629,20260530,355,54,88,152,123,15,5,FPPV002359,FPPV002359,651.4000,3241.8300,3241.8300,3241.8300,1,1,2026-08-24T00:00:00.000
2360,20260716,20260819,69,113,412,191,457,19,3,FPPV002360,FPPV002360,652.1000,3243.2000,3243.2000,3243.2000,1,1,2026-08-24T00:00:00.000
2361,20260812,20260601,179,169,432,108,406,1,1,FPPV002361,FPPV002361,652.8000,3244.5700,3244.5700,3244.5700,1,1,2026-08-24T00:00:00.000
2362,20260618,20260605,29,174,299,365,333,17,5,FPPV002362,FPPV002362,653.5000,3245.9400,3245.9400,3245.9400,1,1,2026-08-24T00:00:00.000
2363,20260705,20260814,19,151,137,-1,290,2,1,FPPV002363,FPPV002363,654.2000,3247.3100,3247.3100,3247.3100,1,1,2026-08-24T00:00:00.000
2364,20260711,20260612,14,345,222,362,357,17,1,FPPV002364,FPPV002364,654.9000,3248.6800,3248.6800,3248.6800,1,1,2026-08-24T00:00:00.000
2365,20260718,20260608,146,28,319,2,232,4,4,FPPV002365,FPPV002365,655.6000,3250.0500,3250.0500,3250.0500,1,1,2026-08-24T00:00:00.000
2366,20260821,20260727,4,120,158,458,446,15,4,FPPV002366,FPPV002366,656.3000,3251.4200,3251.4200,3251.4200,1,1,2026-08-24T00:00:00.000
2367,20260812,20260619,126,334,193,472,20,18,1,FPPV002367,FPPV002367,657.0000,3252.7900,3252.7900,3252.7900,1,1,2026-08-24T00:00:00.000
2368,20260814,20260802,286,168,370,79,299,19,3,FPPV002368,FPPV002368,657.7000,3254.1600,3254.1600,3254.1600,1,1,2026-08-24T00:00:00.000
2369,20260731,20260801,447,80,169,310,4,18,2,FPPV002369,FPPV002369,658.4000,3255.5300,3255.5300,3255.5300,1,1,2026-08-24T00:00:00.000
2370,20260627,20260716,91,334,147,52,451,14,4,FPPV002370,FPPV002370,659.1000,3256.9000,3256.9000,3256.9000,1,1,2026-08-24T00:00:00.000
2371,20260725,20260724,10,272,184,60,118,17,4,FPPV002371,FPPV002371,659.8000,3258.2700,3258.2700,3258.2700,1,1,2026-08-24T00:00:00.000
2372,20260725,20260822,46,44,356,306,308,12,1,FPPV002372,FPPV002372,660.5000,3259.6400,3259.6400,3259.6400,1,1,2026-08-24T00:00:00.000
2373,20260709,20260530,438,131,173,464,310,1,4,FPPV002373,FPPV002373,661.2000,3261.0100,3261.0100,3261.0100,1,1,2026-08-24T00:00:00.000
2374,20260814,20260819,384,57,142,444,195,11,5,FPPV002374,FPPV002374,661.9000,3262.3800,3262.3800,3262.3800,1,1,2026-08-24T00:00:00.000
2375,20260707,20260531,307,326,262,254,211,15,4,FPPV002375,FPPV002375,662.6000,3263.7500,3263.7500,3263.7500,1,1,2026-08-24T00:00:00.000
2376,20260602,20260730,392,136,93,322,239,3,4,FPPV002376,FPPV002376,663.3000,3265.1200,3265.1200,3265.1200,1,1,2026-08-24T00:00:00.000
2377,20260701,20260529,303,191,118,39,174,8,3,FPPV002377,FPPV002377,664.0000,3266.4900,3266.4900,3266.4900,1,1,2026-08-24T00:00:00.000
2378,20260611,20260720,41,106,368,216,128,12,5,FPPV002378,FPPV002378,664.7000,3267.8600,3267.8600,3267.8600,1,1,2026-08-24T00:00:00.000
2379,20260716,20260624,18,168,191,341,444,13,3,FPPV002379,FPPV002379,665.4000,3269.2300,3269.2300,3269.2300,1,1,2026-08-24T00:00:00.000
2380,20260617,20260706,10,189,453,-1,118,10,5,FPPV002380,FPPV002380,666.1000,3270.6000,3270.6000,3270.6000,1,1,2026-08-24T00:00:00.000
2381,20260806,20260717,151,83,196,250,271,13,1,FPPV002381,FPPV002381,666.8000,3271.9700,3271.9700,3271.9700,1,1,2026-08-24T00:00:00.000
2382,20260818,20260531,179,289,263,444,112,19,2,FPPV002382,FPPV002382,667.5000,3273.3400,3273.3400,3273.3400,1,1,2026-08-24T00:00:00.000
2383,20260809,20260607,484,238,217,489,138,18,1,FPPV002383,FPPV002383,668.2000,3274.7100,3274.7100,3274.7100,1,1,2026-08-24T00:00:00.000
2384,20260718,20260709,23,19,468,389,188,15,5,FPPV002384,FPPV002384,668.9000,3276.0800,3276.0800,3276.0800,1,1,2026-08-24T00:00:00.000
2385,20260605,20260712,477,27,221,462,396,4,2,FPPV002385,FPPV002385,669.6000,3277.4500,3277.4500,3277.4500,1,1,2026-08-24T00:00:00.000
2386,20260709,20260714,416,149,371,131,497,8,5,FPPV002386,FPPV002386,670.3000,3278.8200,3278.8200,3278.8200,1,1,2026-08-24T00:00:00.000
2387,20260527,20260624,359,247,287,288,315,12,1,FPPV002387,FPPV002387,671.0000,3280.1900,3280.1900,3280.1900,1,1,2026-08-24T00:00:00.000
2388,20260620,20260822,272,252,104,482,128,5,3,FPPV002388,FPPV002388,671.7000,3281.5600,3281.5600,3281.5600,1,1,2026-08-24T00:00:00.000
2389,20260616,20260810,53,131,442,424,235,3,1,FPPV002389,FPPV002389,672.4000,3282.9300,3282.9300,3282.9300,1,1,2026-08-24T00:00:00.000
2390,20260703,20260610,203,298,54,142,415,12,3,FPPV002390,FPPV002390,673.1000,3284.3000,3284.3000,3284.3000,1,1,2026-08-24T00:00:00.000
2391,20260701,20260811,485,280,103,7,428,1,3,FPPV002391,FPPV002391,673.8000,3285.6700,3285.6700,3285.6700,1,1,2026-08-24T00:00:00.000
2392,20260808,20260805,174,237,374,329,263,9,2,FPPV002392,FPPV002392,674.5000,3287.0400,3287.0400,3287.0400,1,1,2026-08-24T00:00:00.000
2393,20260628,20260715,171,49,294,72,202,4,2,FPPV002393,FPPV002393,675.2000,3288.4100,3288.4100,3288.4100,1,1,2026-08-24T00:00:00.000
2394,20260610,20260706,459,33,458,488,483,3,5,FPPV002394,FPPV002394,675.9000,3289.7800,3289.7800,3289.7800,1,1,2026-08-24T00:00:00.000
2395,20260616,20260818,59,328,343,99,444,1,1,FPPV002395,FPPV002395,676.6000,3291.1500,3291.1500,3291.1500,1,1,2026-08-24T00:00:00.000
2396,20260613,20260714,190,45,312,450,365,8,1,FPPV002396,FPPV002396,677.3000,3292.5200,3292.5200,3292.5200,1,1,2026-08-24T00:00:00.000
2397,20260623,20260805,311,120,285,-1,385,11,5,FPPV002397,FPPV002397,678.0000,3293.8900,3293.8900,3293.8900,1,1,2026-08-24T00:00:00.000
