PurchaseInvoiceMatchKey,InvoiceDateKey,MatchDateKey,PostingDateKey,PurchaseOrderLineKey,SupplierKey,ProductKey,CostCenterKey,PurchaseInvoiceMatchStatusKey,CurrencyKey,SupplierInvoiceNumber,SupplierInvoiceLineNumber,InvoiceQuantity,InvoiceAmount,QuantityVariance,PriceVarianceAmount,SourceSystemKey,BatchId,LoadedAtUtc
3530,20260623,20260527,20260605,351,289,397,492,3,1,PIM003530,3530,471.1000,4846.1000,471.1000,4846.1000,1,1,2026-08-24T00:00:00.000
3531,20260709,20260629,20260621,72,193,52,216,3,5,PIM003531,3531,471.8000,4847.4700,471.8000,4847.4700,1,1,2026-08-24T00:00:00.000
3532,20260612,20260609,20260612,335,499,396,44,6,1,PIM003532,3532,472.5000,4848.8400,472.5000,4848.8400,1,1,2026-08-24T00:00:00.000
3533,20260710,20260610,20260703,405,223,16,115,2,2,PIM003533,3533,473.2000,4850.2100,473.2000,4850.2100,1,1,2026-08-24T00:00:00.000
3534,20260624,20260607,20260705,275,290,303,233,2,1,PIM003534,3534,473.9000,4851.5800,473.9000,4851.5800,1,1,2026-08-24T00:00:00.000
3535,20260603,20260616,20260724,373,407,361,323,1,2,PIM003535,3535,474.6000,4852.9500,474.6000,4852.9500,1,1,2026-08-24T00:00:00.000
3536,20260528,20260814,20260803,332,236,-1,-1,1,5,PIM003536,3536,475.3000,4854.3200,475.3000,4854.3200,1,1,2026-08-24T00:00:00.000
3537,20260627,20260706,20260712,84,459,155,342,1,2,PIM003537,3537,476.0000,4855.6900,476.0000,4855.6900,1,1,2026-08-24T00:00:00.000
3538,20260815,20260822,20260816,316,429,252,451,2,2,PIM003538,3538,476.7000,4857.0600,476.7000,4857.0600,1,1,2026-08-24T00:00:00.000
3539,20260714,20260619,20260719,345,27,303,350,4,2,PIM003539,3539,477.4000,4858.4300,477.4000,4858.4300,1,1,2026-08-24T00:00:00.000
3540,20260713,20260613,20260617,414,373,63,275,4,1,PIM003540,3540,478.1000,4859.8000,478.1000,4859.8000,1,1,2026-08-24T00:00:00.000
3541,20260730,20260713,20260629,24,201,411,414,2,5,PIM003541,3541,478.8000,4861.1700,478.8000,4861.1700,1,1,2026-08-24T00:00:00.000
3542,20260618,20260711,20260527,57,207,243,315,3,2,PIM003542,3542,479.5000,4862.5400,479.5000,4862.5400,1,1,2026-08-24T00:00:00.000
3543,20260531,20260824,20260625,390,318,330,145,4,2,PIM003543,3543,480.2000,4863.9100,480.2000,4863.9100,1,1,2026-08-24T00:00:00.000
3544,20260813,20260717,20260710,351,178,482,23,5,5,PIM003544,3544,480.9000,4865.2800,480.9000,4865.2800,1,1,2026-08-24T00:00:00.000
3545,20260708,20260628,20260707,467,123,247,7,8,2,PIM003545,3545,481.6000,4866.6500,481.6000,4866.6500,1,1,2026-08-24T00:00:00.000
3546,20260607,20260614,20260527,473,36,14,220,9,4,PIM003546,3546,482.3000,4868.0200,482.3000,4868.0200,1,1,2026-08-24T00:00:00.000
3547,20260529,20260719,20260706,9,180,103,100,2,5,PIM003547,3547,483.0000,4869.3900,483.0000,4869.3900,1,1,2026-08-24T00:00:00.000
3548,20260713,20260705,20260807,441,274,317,442,7,4,PIM003548,3548,483.7000,4870.7600,483.7000,4870.7600,1,1,2026-08-24T00:00:00.000
3549,20260716,20260727,20260720,163,75,283,326,9,4,PIM003549,3549,484.4000,4872.1300,484.4000,4872.1300,1,1,2026-08-24T00:00:00.000
3550,20260710,20260606,20260822,385,403,28,481,9,5,PIM003550,3550,485.1000,4873.5000,485.1000,4873.5000,1,1,2026-08-24T00:00:00.000
3551,20260603,20260621,20260729,45,84,487,237,3,1,PIM003551,3551,485.8000,4874.8700,485.8000,4874.8700,1,1,2026-08-24T00:00:00.000
3552,20260822,20260729,20260813,230,449,328,311,3,2,PIM003552,3552,486.5000,4876.2400,486.5000,4876.2400,1,1,2026-08-24T00:00:00.000
3553,20260719,20260720,20260622,216,496,-1,-1,1,3,PIM003553,3553,487.2000,4877.6100,487.2000,4877.6100,1,1,2026-08-24T00:00:00.000
3554,20260721,20260530,20260606,198,311,96,12,3,2,PIM003554,3554,487.9000,4878.9800,487.9000,4878.9800,1,1,2026-08-24T00:00:00.000
3555,20260803,20260822,20260816,468,87,490,156,2,5,PIM003555,3555,488.6000,4880.3500,488.6000,4880.3500,1,1,2026-08-24T00:00:00.000
3556,20260529,20260624,20260602,53,286,67,444,3,4,PIM003556,3556,489.3000,4881.7200,489.3000,4881.7200,1,1,2026-08-24T00:00:00.000
3557,20260620,20260629,20260629,217,157,205,150,5,1,PIM003557,3557,490.0000,4883.0900,490.0000,4883.0900,1,1,2026-08-24T00:00:00.000
3558,20260625,20260723,20260812,462,374,426,120,5,5,PIM003558,3558,490.7000,4884.4600,490.7000,4884.4600,1,1,2026-08-24T00:00:00.000
3559,20260724,20260609,20260725,412,466,62,473,2,3,PIM003559,3559,491.4000,4885.8300,491.4000,4885.8300,1,1,2026-08-24T00:00:00.000
3560,20260726,20260605,20260701,104,50,453,118,3,3,PIM003560,3560,492.1000,4887.2000,492.1000,4887.2000,1,1,2026-08-24T00:00:00.000
3561,20260608,20260727,20260625,388,187,122,196,3,5,PIM003561,3561,492.8000,4888.5700,492.8000,4888.5700,1,1,2026-08-24T00:00:00.000
3562,20260815,20260814,20260710,426,84,386,138,3,4,PIM003562,3562,493.5000,4889.9400,493.5000,4889.9400,1,1,2026-08-24T00:00:00.000
3563,20260617,20260625,20260709,36,190,307,461,9,4,PIM003563,3563,494.2000,4891.3100,494.2000,4891.3100,1,1,2026-08-24T00:00:00.000
3564,20260810,20260818,20260601,148,84,429,147,2,4,PIM003564,3564,494.9000,4892.6800,494.9000,4892.6800,1,1,2026-08-24T00:00:00.000
3565,20260531,20260610,20260721,111,487,213,67,1,4,PIM003565,3565,495.6000,4894.0500,495.6000,4894.0500,1,1,2026-08-24T00:00:00.000
3566,20260703,20260814,20260623,104,166,133,266,5,3,PIM003566,3566,496.3000,4895.4200,496.3000,4895.4200,1,1,2026-08-24T00:00:00.000
3567,20260723,20260801,20260713,46,215,334,498,2,2,PIM003567,3567,497.0000,4896.7900,497.0000,4896.7900,1,1,2026-08-24T00:00:00.000
3568,20260603,20260715,20260821,235,172,120,489,7,3,PIM003568,3568,497.7000,4898.1600,497.7000,4898.1600,1,1,2026-08-24T00:00:00.000
3569,20260711,20260808,20260814,449,230,94,496,8,3,PIM003569,3569,498.4000,4899.5300,498.4000,4899.5300,1,1,2026-08-24T00:00:00.000
3570,20260805,20260806,20260702,78,313,-1,-1,5,4,PIM003570,3570,499.1000,4900.9000,499.1000,4900.9000,1,1,2026-08-24T00:00:00.000
3571,20260605,20260811,20260528,136,479,481,202,2,3,PIM003571,3571,499.8000,4902.2700,499.8000,4902.2700,1,1,2026-08-24T00:00:00.000
3572,20260706,20260601,20260816,280,123,243,16,2,1,PIM003572,3572,500.5000,4903.6400,500.5000,4903.6400,1,1,2026-08-24T00:00:00.000
3573,20260615,20260804,20260614,381,383,371,218,2,1,PIM003573,3573,501.2000,4905.0100,501.2000,4905.0100,1,1,2026-08-24T00:00:00.000
3574,20260729,20260531,20260628,303,233,332,117,6,1,PIM003574,3574,501.9000,4906.3800,501.9000,4906.3800,1,1,2026-08-24T00:00:00.000
3575,20260530,20260703,20260727,175,133,272,193,2,5,PIM003575,3575,502.6000,4907.7500,502.6000,4907.7500,1,1,2026-08-24T00:00:00.000
3576,20260718,20260625,20260620,261,243,139,305,5,3,PIM003576,3576,503.3000,4909.1200,503.3000,4909.1200,1,1,2026-08-24T00:00:00.000
3577,20260730,20260601,20260810,210,405,231,236,8,4,PIM003577,3577,504.0000,4910.4900,504.0000,4910.4900,1,1,2026-08-24T00:00:00.000
3578,20260723,20260611,20260814,323,201,296,65,6,5,PIM003578,3578,504.7000,4911.8600,504.7000,4911.8600,1,1,2026-08-24T00:00:00.000
3579,20260607,20260702,20260727,107,131,337,188,3,1,PIM003579,3579,505.4000,4913.2300,505.4000,4913.2300,1,1,2026-08-24T00:00:00.000
3580,20260612,20260713,20260630,377,241,179,269,1,2,PIM003580,3580,506.1000,4914.6000,506.1000,4914.6000,1,1,2026-08-24T00:00:00.000
3581,20260623,20260801,20260618,211,187,216,336,5,2,PIM003581,3581,506.8000,4915.9700,506.8000,4915.9700,1,1,2026-08-24T00:00:00.000
3582,20260702,20260619,20260618,277,246,412,140,6,4,PIM003582,3582,507.5000,4917.3400,507.5000,4917.3400,1,1,2026-08-24T00:00:00.000
3583,20260731,20260816,20260628,197,149,161,115,1,3,PIM003583,3583,508.2000,4918.7100,508.2000,4918.7100,1,1,2026-08-24T00:00:00.000
3584,20260708,20260702,20260623,430,338,133,14,9,4,PIM003584,3584,508.9000,4920.0800,508.9000,4920.0800,1,1,2026-08-24T00:00:00.000
3585,20260714,20260616,20260605,238,487,398,12,3,2,PIM003585,3585,509.6000,4921.4500,509.6000,4921.4500,1,1,2026-08-24T00:00:00.000
3586,20260713,20260822,20260720,266,145,396,216,2,1,PIM003586,3586,510.3000,4922.8200,510.3000,4922.8200,1,1,2026-08-24T00:00:00.000
3587,20260611,20260630,20260606,495,178,-1,-1,1,5,PIM003587,3587,511.0000,4924.1900,511.0000,4924.1900,1,1,2026-08-24T00:00:00.000
3588,20260816,20260620,20260627,302,226,100,489,1,3,PIM003588,3588,511.7000,4925.5600,511.7000,4925.5600,1,1,2026-08-24T00:00:00.000
3589,20260710,20260609,20260807,385,145,211,435,1,5,PIM003589,3589,512.4000,4926.9300,512.4000,4926.9300,1,1,2026-08-24T00:00:00.000
3590,20260709,20260724,20260706,368,75,283,234,9,2,PIM003590,3590,513.1000,4928.3000,513.1000,4928.3000,1,1,2026-08-24T00:00:00.000
3591,20260727,20260713,20260704,392,428,232,137,8,4,PIM003591,3591,513.8000,4929.6700,513.8000,4929.6700,1,1,2026-08-24T00:00:00.000
3592,20260719,20260715,20260816,465,385,463,164,9,5,PIM003592,3592,514.5000,4931.0400,514.5000,4931.0400,1,1,2026-08-24T00:00:00.000
3593,20260804,20260714,20260727,37,304,254,209,1,5,PIM003593,3593,515.2000,4932.4100,515.2000,4932.4100,1,1,2026-08-24T00:00:00.000
3594,20260708,20260624,20260710,487,445,490,432,6,2,PIM003594,3594,515.9000,4933.7800,515.9000,4933.7800,1,1,2026-08-24T00:00:00.000
3595,20260727,20260602,20260527,416,80,325,225,3,3,PIM003595,3595,516.6000,4935.1500,516.6000,4935.1500,1,1,2026-08-24T00:00:00.000
3596,20260614,20260807,20260615,466,277,252,19,7,2,PIM003596,3596,517.3000,4936.5200,517.3000,4936.5200,1,1,2026-08-24T00:00:00.000
3597,20260624,20260622,20260616,471,1,185,407,8,4,PIM003597,3597,518.0000,4937.8900,518.0000,4937.8900,1,1,2026-08-24T00:00:00.000
3598,20260606,20260707,20260730,365,5,265,68,2,1,PIM003598,3598,518.7000,4939.2600,518.7000,4939.2600,1,1,2026-08-24T00:00:00.000
3599,20260824,20260724,20260712,33,69,263,424,3,4,PIM003599,3599,519.4000,4940.6300,519.4000,4940.6300,1,1,2026-08-24T00:00:00.000
3600,20260801,20260814,20260716,35,402,187,126,6,3,PIM003600,3600,520.1000,4942.0000,520.1000,4942.0000,1,1,2026-08-24T00:00:00.000
3601,20260822,20260702,20260609,229,234,341,407,6,2,PIM003601,3601,520.8000,4943.3700,520.8000,4943.3700,1,1,2026-08-24T00:00:00.000
3602,20260621,20260802,20260818,313,395,162,267,5,1,PIM003602,3602,521.5000,4944.7400,521.5000,4944.7400,1,1,2026-08-24T00:00:00.000
3603,20260812,20260807,20260619,430,44,292,408,8,1,PIM003603,3603,522.2000,4946.1100,522.2000,4946.1100,1,1,2026-08-24T00:00:00.000
3604,20260718,20260730,20260628,52,393,-1,-1,3,4,PIM003604,3604,522.9000,4947.4800,522.9000,4947.4800,1,1,2026-08-24T00:00:00.000
3605,20260617,20260717,20260621,485,419,185,121,6,4,PIM003605,3605,523.6000,4948.8500,523.6000,4948.8500,1,1,2026-08-24T00:00:00.000
3606,20260607,20260626,20260813,362,489,146,28,8,2,PIM003606,3606,524.3000,4950.2200,524.3000,4950.2200,1,1,2026-08-24T00:00:00.000
3607,20260722,20260724,20260724,247,141,355,52,4,3,PIM003607,3607,525.0000,4951.5900,525.0000,4951.5900,1,1,2026-08-24T00:00:00.000
3608,20260615,20260604,20260714,434,110,159,246,1,2,PIM003608,3608,525.7000,4952.9600,525.7000,4952.9600,1,1,2026-08-24T00:00:00.000
3609,20260715,20260628,20260725,396,222,310,441,1,2,PIM003609,3609,526.4000,4954.3300,526.4000,4954.3300,1,1,2026-08-24T00:00:00.000
3610,20260613,20260805,20260821,484,342,116,348,8,3,PIM003610,3610,527.1000,4955.7000,527.1000,4955.7000,1,1,2026-08-24T00:00:00.000
3611,20260820,20260623,20260625,28,184,22,430,8,1,PIM003611,3611,527.8000,4957.0700,527.8000,4957.0700,1,1,2026-08-24T00:00:00.000
3612,20260729,20260809,20260605,236,277,154,335,8,5,PIM003612,3612,528.5000,4958.4400,528.5000,4958.4400,1,1,2026-08-24T00:00:00.000
3613,20260716,20260802,20260528,106,454,461,430,6,5,PIM003613,3613,529.2000,4959.8100,529.2000,4959.8100,1,1,2026-08-24T00:00:00.000
3614,20260713,20260715,20260818,83,116,92,195,2,1,PIM003614,3614,529.9000,4961.1800,529.9000,4961.1800,1,1,2026-08-24T00:00:00.000
3615,20260619,20260613,20260721,258,384,275,33,8,5,PIM003615,3615,530.6000,4962.5500,530.6000,4962.5500,1,1,2026-08-24T00:00:00.000
3616,20260801,20260613,20260806,246,49,61,469,5,3,PIM003616,3616,531.3000,4963.9200,531.3000,4963.9200,1,1,2026-08-24T00:00:00.000
3617,20260728,20260606,20260712,445,82,403,336,4,1,PIM003617,3617,532.0000,4965.2900,532.0000,4965.2900,1,1,2026-08-24T00:00:00.000
3618,20260725,20260713,20260810,249,427,27,99,2,4,PIM003618,3618,532.7000,4966.6600,532.7000,4966.6600,1,1,2026-08-24T00:00:00.000
3619,20260724,20260630,20260721,410,388,137,124,2,5,PIM003619,3619,533.4000,4968.0300,533.4000,4968.0300,1,1,2026-08-24T00:00:00.000
3620,20260720,20260624,20260820,162,478,246,473,2,4,PIM003620,3620,534.1000,4969.4000,534.1000,4969.4000,1,1,2026-08-24T00:00:00.000
3621,20260612,20260713,20260812,390,375,-1,-1,9,5,PIM003621,3621,534.8000,4970.7700,534.8000,4970.7700,1,1,2026-08-24T00:00:00.000
3622,20260709,20260824,20260814,20,380,150,110,4,3,PIM003622,3622,535.5000,4972.1400,535.5000,4972.1400,1,1,2026-08-24T00:00:00.000
3623,20260624,20260822,20260808,58,375,408,273,4,3,PIM003623,3623,536.2000,4973.5100,536.2000,4973.5100,1,1,2026-08-24T00:00:00.000
3624,20260724,20260803,20260727,386,166,414,191,5,1,PIM003624,3624,536.9000,4974.8800,536.9000,4974.8800,1,1,2026-08-24T00:00:00.000
3625,20260611,20260806,20260727,81,40,95,205,7,1,PIM003625,3625,537.6000,4976.2500,537.6000,4976.2500,1,1,2026-08-24T00:00:00.000
3626,20260812,20260725,20260622,297,489,355,250,8,4,PIM003626,3626,538.3000,4977.6200,538.3000,4977.6200,1,1,2026-08-24T00:00:00.000
3627,20260730,20260628,20260620,139,107,423,194,2,2,PIM003627,3627,539.0000,4978.9900,539.0000,4978.9900,1,1,2026-08-24T00:00:00.000
3628,20260712,20260808,20260622,403,343,112,443,2,4,PIM003628,3628,539.7000,4980.3600,539.7000,4980.3600,1,1,2026-08-24T00:00:00.000
3629,20260623,20260819,20260609,122,415,434,442,6,2,PIM003629,3629,540.4000,4981.7300,540.4000,4981.7300,1,1,2026-08-24T00:00:00.000
3630,20260728,20260723,20260618,131,496,419,196,7,3,PIM003630,3630,541.1000,4983.1000,541.1000,4983.1000,1,1,2026-08-24T00:00:00.000
3631,20260705,20260813,20260528,116,308,272,238,7,3,PIM003631,3631,541.8000,4984.4700,541.8000,4984.4700,1,1,2026-08-24T00:00:00.000
3632,20260627,20260611,20260605,93,76,113,394,4,1,PIM003632,3632,542.5000,4985.8400,542.5000,4985.8400,1,1,2026-08-24T00:00:00.000
3633,20260602,20260706,20260611,37,2,47,499,3,1,PIM003633,3633,543.2000,4987.2100,543.2000,4987.2100,1,1,2026-08-24T00:00:00.000
3634,20260615,20260818,20260616,111,440,387,405,7,2,PIM003634,3634,543.9000,4988.5800,543.9000,4988.5800,1,1,2026-08-24T00:00:00.000
3635,20260713,20260808,20260608,220,176,451,223,3,2,PIM003635,3635,544.6000,4989.9500,544.6000,4989.9500,1,1,2026-08-24T00:00:00.000
3636,20260622,20260706,20260610,273,135,241,301,7,3,PIM003636,3636,545.3000,4991.3200,545.3000,4991.3200,1,1,2026-08-24T00:00:00.000
3637,20260801,20260706,20260627,273,40,258,46,4,2,PIM003637,3637,546.0000,4992.6900,546.0000,4992.6900,1,1,2026-08-24T00:00:00.000
3638,20260816,20260531,20260824,236,208,-1,-1,1,4,PIM003638,3638,546.7000,4994.0600,546.7000,4994.0600,1,1,2026-08-24T00:00:00.000
3639,20260805,20260624,20260617,310,371,39,306,7,1,PIM003639,3639,547.4000,4995.4300,547.4000,4995.4300,1,1,2026-08-24T00:00:00.000
3640,20260709,20260804,20260606,315,128,174,99,7,2,PIM003640,3640,548.1000,4996.8000,548.1000,4996.8000,1,1,2026-08-24T00:00:00.000
3641,20260608,20260807,20260718,344,343,86,102,6,1,PIM003641,3641,548.8000,4998.1700,548.8000,4998.1700,1,1,2026-08-24T00:00:00.000
3642,20260629,20260822,20260726,159,79,363,401,9,2,PIM003642,3642,549.5000,4999.5400,549.5000,4999.5400,1,1,2026-08-24T00:00:00.000
3643,20260816,20260614,20260717,348,455,303,118,1,5,PIM003643,3643,550.2000,5000.9100,550.2000,5000.9100,1,1,2026-08-24T00:00:00.000
3644,20260711,20260612,20260528,124,218,162,28,9,5,PIM003644,3644,550.9000,5002.2800,550.9000,5002.2800,1,1,2026-08-24T00:00:00.000
3645,20260611,20260811,20260719,483,471,350,69,5,4,PIM003645,3645,551.6000,5003.6500,551.6000,5003.6500,1,1,2026-08-24T00:00:00.000
3646,20260720,20260730,20260804,15,54,400,356,5,4,PIM003646,3646,552.3000,5005.0200,552.3000,5005.0200,1,1,2026-08-24T00:00:00.000
3647,20260720,20260731,20260610,408,282,374,278,2,1,PIM003647,3647,553.0000,5006.3900,553.0000,5006.3900,1,1,2026-08-24T00:00:00.000
3648,20260623,20260726,20260614,171,451,440,29,4,1,PIM003648,3648,553.7000,5007.7600,553.7000,5007.7600,1,1,2026-08-24T00:00:00.000
3649,20260717,20260803,20260621,478,208,6,63,4,1,PIM003649,3649,554.4000,5009.1300,554.4000,5009.1300,1,1,2026-08-24T00:00:00.000
3650,20260701,20260625,20260711,437,99,482,403,7,4,PIM003650,3650,555.1000,5010.5000,555.1000,5010.5000,1,1,2026-08-24T00:00:00.000
3651,20260622,20260718,20260727,71,468,248,343,2,1,PIM003651,3651,555.8000,5011.8700,555.8000,5011.8700,1,1,2026-08-24T00:00:00.000
3652,20260603,20260717,20260824,456,3,482,353,2,1,PIM003652,3652,556.5000,5013.2400,556.5000,5013.2400,1,1,2026-08-24T00:00:00.000
3653,20260615,20260707,20260718,366,209,378,256,8,3,PIM003653,3653,557.2000,5014.6100,557.2000,5014.6100,1,1,2026-08-24T00:00:00.000
3654,20260711,20260719,20260716,239,80,23,8,5,1,PIM003654,3654,557.9000,5015.9800,557.9000,5015.9800,1,1,2026-08-24T00:00:00.000
3655,20260610,20260817,20260612,201,222,-1,-1,7,5,PIM003655,3655,558.6000,5017.3500,558.6000,5017.3500,1,1,2026-08-24T00:00:00.000
3656,20260822,20260624,20260601,104,434,31,196,9,5,PIM003656,3656,559.3000,5018.7200,559.3000,5018.7200,1,1,2026-08-24T00:00:00.000
3657,20260630,20260705,20260614,283,328,99,418,5,1,PIM003657,3657,560.0000,5020.0900,560.0000,5020.0900,1,1,2026-08-24T00:00:00.000
3658,20260618,20260714,20260528,129,390,494,4,9,1,PIM003658,3658,560.7000,5021.4600,560.7000,5021.4600,1,1,2026-08-24T00:00:00.000
3659,20260713,20260609,20260614,119,417,253,270,7,5,PIM003659,3659,561.4000,5022.8300,561.4000,5022.8300,1,1,2026-08-24T00:00:00.000
3660,20260806,20260718,20260809,60,40,137,94,3,5,PIM003660,3660,562.1000,5024.2000,562.1000,5024.2000,1,1,2026-08-24T00:00:00.000
3661,20260611,20260528,20260618,52,48,429,240,2,4,PIM003661,3661,562.8000,5025.5700,562.8000,5025.5700,1,1,2026-08-24T00:00:00.000
3662,20260530,20260618,20260618,83,28,226,107,6,2,PIM003662,3662,563.5000,5026.9400,563.5000,5026.9400,1,1,2026-08-24T00:00:00.000
3663,20260809,20260604,20260624,391,289,38,344,1,5,PIM003663,3663,564.2000,5028.3100,564.2000,5028.3100,1,1,2026-08-24T00:00:00.000
3664,20260702,20260622,20260703,219,120,357,180,6,5,PIM003664,3664,564.9000,5029.6800,564.9000,5029.6800,1,1,2026-08-24T00:00:00.000
3665,20260811,20260719,20260801,428,72,41,323,8,1,PIM003665,3665,565.6000,5031.0500,565.6000,5031.0500,1,1,2026-08-24T00:00:00.000
3666,20260704,20260705,20260803,467,5,322,2,4,4,PIM003666,3666,566.3000,5032.4200,566.3000,5032.4200,1,1,2026-08-24T00:00:00.000
3667,20260621,20260721,20260805,480,32,469,3,8,1,PIM003667,3667,567.0000,5033.7900,567.0000,5033.7900,1,1,2026-08-24T00:00:00.000
3668,20260808,20260821,20260612,442,326,279,84,1,3,PIM003668,3668,567.7000,5035.1600,567.7000,5035.1600,1,1,2026-08-24T00:00:00.000
3669,20260705,20260824,20260610,34,61,56,328,7,4,PIM003669,3669,568.4000,5036.5300,568.4000,5036.5300,1,1,2026-08-24T00:00:00.000
3670,20260803,20260805,20260807,247,8,78,1,5,3,PIM003670,3670,569.1000,5037.9000,569.1000,5037.9000,1,1,2026-08-24T00:00:00.000
3671,20260701,20260630,20260612,358,300,143,123,5,4,PIM003671,3671,569.8000,5039.2700,569.8000,5039.2700,1,1,2026-08-24T00:00:00.000
3672,20260704,20260622,20260614,119,86,-1,-1,3,2,PIM003672,3672,570.5000,5040.6400,570.5000,5040.6400,1,1,2026-08-24T00:00:00.000
3673,20260818,20260708,20260704,468,324,468,361,9,1,PIM003673,3673,571.2000,5042.0100,571.2000,5042.0100,1,1,2026-08-24T00:00:00.000
3674,20260719,20260717,20260623,349,497,48,234,3,4,PIM003674,3674,571.9000,5043.3800,571.9000,5043.3800,1,1,2026-08-24T00:00:00.000
3675,20260612,20260610,20260722,393,324,304,90,9,4,PIM003675,3675,572.6000,5044.7500,572.6000,5044.7500,1,1,2026-08-24T00:00:00.000
3676,20260721,20260710,20260629,462,362,127,349,3,3,PIM003676,3676,573.3000,5046.1200,573.3000,5046.1200,1,1,2026-08-24T00:00:00.000
3677,20260716,20260803,20260731,492,119,269,144,4,3,PIM003677,3677,574.0000,5047.4900,574.0000,5047.4900,1,1,2026-08-24T00:00:00.000
3678,20260708,20260810,20260717,303,185,404,145,9,1,PIM003678,3678,574.7000,5048.8600,574.7000,5048.8600,1,1,2026-08-24T00:00:00.000
3679,20260608,20260701,20260722,430,208,451,41,1,1,PIM003679,3679,575.4000,5050.2300,575.4000,5050.2300,1,1,2026-08-24T00:00:00.000
3680,20260728,20260614,20260728,497,476,425,215,3,2,PIM003680,3680,576.1000,5051.6000,576.1000,5051.6000,1,1,2026-08-24T00:00:00.000
3681,20260814,20260623,20260811,227,124,173,113,4,4,PIM003681,3681,576.8000,5052.9700,576.8000,5052.9700,1,1,2026-08-24T00:00:00.000
3682,20260531,20260805,20260809,71,336,71,102,1,5,PIM003682,3682,577.5000,5054.3400,577.5000,5054.3400,1,1,2026-08-24T00:00:00.000
3683,20260715,20260625,20260527,162,111,5,194,5,3,PIM003683,3683,578.2000,5055.7100,578.2000,5055.7100,1,1,2026-08-24T00:00:00.000
3684,20260706,20260613,20260724,193,346,39,149,7,2,PIM003684,3684,578.9000,5057.0800,578.9000,5057.0800,1,1,2026-08-24T00:00:00.000
3685,20260708,20260706,20260821,109,86,281,412,7,2,PIM003685,3685,579.6000,5058.4500,579.6000,5058.4500,1,1,2026-08-24T00:00:00.000
3686,20260602,20260621,20260715,450,429,445,316,3,4,PIM003686,3686,580.3000,5059.8200,580.3000,5059.8200,1,1,2026-08-24T00:00:00.000
3687,20260710,20260728,20260728,86,287,376,130,2,3,PIM003687,3687,581.0000,5061.1900,581.0000,5061.1900,1,1,2026-08-24T00:00:00.000
3688,20260720,20260610,20260713,485,491,435,221,6,4,PIM003688,3688,581.7000,5062.5600,581.7000,5062.5600,1,1,2026-08-24T00:00:00.000
3689,20260610,20260729,20260615,497,13,-1,-1,2,3,PIM003689,3689,582.4000,5063.9300,582.4000,5063.9300,1,1,2026-08-24T00:00:00.000
3690,20260723,20260822,20260801,475,486,28,257,9,3,PIM003690,3690,583.1000,5065.3000,583.1000,5065.3000,1,1,2026-08-24T00:00:00.000
3691,20260728,20260703,20260824,452,261,190,342,6,4,PIM003691,3691,583.8000,5066.6700,583.8000,5066.6700,1,1,2026-08-24T00:00:00.000
3692,20260706,20260710,20260714,230,86,314,356,6,3,PIM003692,3692,584.5000,5068.0400,584.5000,5068.0400,1,1,2026-08-24T00:00:00.000
3693,20260622,20260705,20260708,492,459,347,482,9,3,PIM003693,3693,585.2000,5069.4100,585.2000,5069.4100,1,1,2026-08-24T00:00:00.000
3694,20260615,20260621,20260607,254,413,462,271,3,5,PIM003694,3694,585.9000,5070.7800,585.9000,5070.7800,1,1,2026-08-24T00:00:00.000
3695,20260626,20260611,20260716,13,202,91,73,1,5,PIM003695,3695,586.6000,5072.1500,586.6000,5072.1500,1,1,2026-08-24T00:00:00.000
3696,20260823,20260715,20260808,469,436,98,45,6,3,PIM003696,3696,587.3000,5073.5200,587.3000,5073.5200,1,1,2026-08-24T00:00:00.000
3697,20260529,20260805,20260707,255,346,182,129,3,5,PIM003697,3697,588.0000,5074.8900,588.0000,5074.8900,1,1,2026-08-24T00:00:00.000
3698,20260802,20260614,20260820,400,90,389,348,6,3,PIM003698,3698,588.7000,5076.2600,588.7000,5076.2600,1,1,2026-08-24T00:00:00.000
3699,20260530,20260716,20260619,294,393,21,88,7,3,PIM003699,3699,589.4000,5077.6300,589.4000,5077.6300,1,1,2026-08-24T00:00:00.000
3700,20260527,20260630,20260812,236,131,199,78,3,3,PIM003700,3700,590.1000,5079.0000,590.1000,5079.0000,1,1,2026-08-24T00:00:00.000
3701,20260611,20260610,20260728,378,376,152,40,8,1,PIM003701,3701,590.8000,5080.3700,590.8000,5080.3700,1,1,2026-08-24T00:00:00.000
3702,20260714,20260706,20260710,3,22,67,30,2,3,PIM003702,3702,591.5000,5081.7400,591.5000,5081.7400,1,1,2026-08-24T00:00:00.000
3703,20260612,20260612,20260615,125,172,159,187,5,3,PIM003703,3703,592.2000,5083.1100,592.2000,5083.1100,1,1,2026-08-24T00:00:00.000
3704,20260604,20260714,20260817,110,56,348,42,4,1,PIM003704,3704,592.9000,5084.4800,592.9000,5084.4800,1,1,2026-08-24T00:00:00.000
3705,20260630,20260625,20260727,205,132,454,74,5,1,PIM003705,3705,593.6000,5085.8500,593.6000,5085.8500,1,1,2026-08-24T00:00:00.000
3706,20260725,20260604,20260612,255,185,-1,-1,1,5,PIM003706,3706,594.3000,5087.2200,594.3000,5087.2200,1,1,2026-08-24T00:00:00.000
3707,20260629,20260528,20260724,219,220,436,328,4,1,PIM003707,3707,595.0000,5088.5900,595.0000,5088.5900,1,1,2026-08-24T00:00:00.000
3708,20260804,20260704,20260616,242,480,241,460,6,3,PIM003708,3708,595.7000,5089.9600,595.7000,5089.9600,1,1,2026-08-24T00:00:00.000
