EnergyDemandPeakKey,PeakDateKey,PeakTimeOfDayKey,EnergyMeterPointKey,EnergyDemandContractKey,PlantKey,UnitOfMeasureKey,DemandPeakEventNumber,PeakDemandQuantity,ContractExcessQuantity,PenaltyCostAmount,SourceSystemKey,BatchId,LoadedAtUtc
3192,20260620,59160,267,113,202,1,EDP003192,234.500000,234.500000,4383.0400,1,1,2026-08-24T00:00:00.000
3193,20260616,67920,486,152,224,4,EDP003193,235.200000,235.200000,4384.4100,1,1,2026-08-24T00:00:00.000
3194,20260728,43740,197,115,195,6,EDP003194,235.900000,235.900000,4385.7800,1,1,2026-08-24T00:00:00.000
3195,20260528,69360,135,82,127,3,EDP003195,236.600000,236.600000,4387.1500,1,1,2026-08-24T00:00:00.000
3196,20260719,42720,376,-1,211,3,EDP003196,237.300000,237.300000,4388.5200,1,1,2026-08-24T00:00:00.000
3197,20260719,43980,338,389,191,2,EDP003197,238.000000,238.000000,4389.8900,1,1,2026-08-24T00:00:00.000
3198,20260531,50400,113,443,83,3,EDP003198,238.700000,238.700000,4391.2600,1,1,2026-08-24T00:00:00.000
3199,20260616,11160,166,287,215,5,EDP003199,239.400000,239.400000,4392.6300,1,1,2026-08-24T00:00:00.000
3200,20260728,180,165,110,214,2,EDP003200,240.100000,240.100000,4394.0000,1,1,2026-08-24T00:00:00.000
3201,20260620,11160,340,179,120,7,EDP003201,240.800000,240.800000,4395.3700,1,1,2026-08-24T00:00:00.000
3202,20260816,8760,447,19,254,5,EDP003202,241.500000,241.500000,4396.7400,1,1,2026-08-24T00:00:00.000
3203,20260817,68100,396,381,1,4,EDP003203,242.200000,242.200000,4398.1100,1,1,2026-08-24T00:00:00.000
3204,20260530,74520,166,416,231,1,EDP003204,242.900000,242.900000,4399.4800,1,1,2026-08-24T00:00:00.000
3205,20260811,11160,176,179,307,3,EDP003205,243.600000,243.600000,4400.8500,1,1,2026-08-24T00:00:00.000
3206,20260818,29880,196,17,128,6,EDP003206,244.300000,244.300000,4402.2200,1,1,2026-08-24T00:00:00.000
3207,20260724,36900,102,113,31,6,EDP003207,245.000000,245.000000,4403.5900,1,1,2026-08-24T00:00:00.000
3208,20260623,39420,358,431,80,4,EDP003208,245.700000,245.700000,4404.9600,1,1,2026-08-24T00:00:00.000
3209,20260621,71880,238,357,262,7,EDP003209,246.400000,246.400000,4406.3300,1,1,2026-08-24T00:00:00.000
3210,20260723,60060,95,2,197,4,EDP003210,247.100000,247.100000,4407.7000,1,1,2026-08-24T00:00:00.000
3211,20260628,41160,160,472,40,5,EDP003211,247.800000,247.800000,4409.0700,1,1,2026-08-24T00:00:00.000
3212,20260601,83100,317,184,226,6,EDP003212,248.500000,248.500000,4410.4400,1,1,2026-08-24T00:00:00.000
3213,20260705,43320,5,-1,342,1,EDP003213,249.200000,249.200000,4411.8100,1,1,2026-08-24T00:00:00.000
3214,20260624,27120,305,244,7,5,EDP003214,249.900000,249.900000,4413.1800,1,1,2026-08-24T00:00:00.000
3215,20260706,18420,116,470,281,7,EDP003215,250.600000,250.600000,4414.5500,1,1,2026-08-24T00:00:00.000
3216,20260703,33540,271,1,211,5,EDP003216,251.300000,251.300000,4415.9200,1,1,2026-08-24T00:00:00.000
3217,20260620,33840,40,105,309,2,EDP003217,252.000000,252.000000,4417.2900,1,1,2026-08-24T00:00:00.000
3218,20260726,26460,313,316,306,1,EDP003218,252.700000,252.700000,4418.6600,1,1,2026-08-24T00:00:00.000
3219,20260624,28080,45,334,177,2,EDP003219,253.400000,253.400000,4420.0300,1,1,2026-08-24T00:00:00.000
3220,20260715,30600,138,243,243,2,EDP003220,254.100000,254.100000,4421.4000,1,1,2026-08-24T00:00:00.000
3221,20260611,83820,160,176,87,5,EDP003221,254.800000,254.800000,4422.7700,1,1,2026-08-24T00:00:00.000
3222,20260801,23400,233,431,226,1,EDP003222,255.500000,255.500000,4424.1400,1,1,2026-08-24T00:00:00.000
3223,20260701,80100,351,21,26,6,EDP003223,256.200000,256.200000,4425.5100,1,1,2026-08-24T00:00:00.000
3224,20260527,84420,446,219,236,7,EDP003224,256.900000,256.900000,4426.8800,1,1,2026-08-24T00:00:00.000
3225,20260711,13380,451,463,127,2,EDP003225,257.600000,257.600000,4428.2500,1,1,2026-08-24T00:00:00.000
3226,20260607,35220,293,214,40,1,EDP003226,258.300000,258.300000,4429.6200,1,1,2026-08-24T00:00:00.000
3227,20260630,66420,388,290,60,5,EDP003227,259.000000,259.000000,4430.9900,1,1,2026-08-24T00:00:00.000
3228,20260720,81120,338,46,19,4,EDP003228,259.700000,259.700000,4432.3600,1,1,2026-08-24T00:00:00.000
3229,20260703,38580,3,174,348,5,EDP003229,260.400000,260.400000,4433.7300,1,1,2026-08-24T00:00:00.000
3230,20260605,16380,103,-1,218,4,EDP003230,261.100000,261.100000,4435.1000,1,1,2026-08-24T00:00:00.000
3231,20260804,45120,131,412,78,3,EDP003231,261.800000,261.800000,4436.4700,1,1,2026-08-24T00:00:00.000
3232,20260630,12060,362,309,139,6,EDP003232,262.500000,262.500000,4437.8400,1,1,2026-08-24T00:00:00.000
3233,20260727,1740,195,194,1,4,EDP003233,263.200000,263.200000,4439.2100,1,1,2026-08-24T00:00:00.000
3234,20260619,14100,447,425,264,2,EDP003234,263.900000,263.900000,4440.5800,1,1,2026-08-24T00:00:00.000
3235,20260805,80040,133,493,182,6,EDP003235,264.600000,264.600000,4441.9500,1,1,2026-08-24T00:00:00.000
3236,20260816,54360,134,228,320,2,EDP003236,265.300000,265.300000,4443.3200,1,1,2026-08-24T00:00:00.000
3237,20260620,80700,218,135,229,4,EDP003237,266.000000,266.000000,4444.6900,1,1,2026-08-24T00:00:00.000
3238,20260721,62520,468,247,71,4,EDP003238,266.700000,266.700000,4446.0600,1,1,2026-08-24T00:00:00.000
3239,20260713,6360,140,275,261,2,EDP003239,267.400000,267.400000,4447.4300,1,1,2026-08-24T00:00:00.000
3240,20260609,53880,30,270,319,7,EDP003240,268.100000,268.100000,4448.8000,1,1,2026-08-24T00:00:00.000
3241,20260611,80220,152,452,256,1,EDP003241,268.800000,268.800000,4450.1700,1,1,2026-08-24T00:00:00.000
3242,20260809,53040,316,418,296,4,EDP003242,269.500000,269.500000,4451.5400,1,1,2026-08-24T00:00:00.000
3243,20260812,82860,206,204,125,4,EDP003243,270.200000,270.200000,4452.9100,1,1,2026-08-24T00:00:00.000
3244,20260731,37560,201,113,216,3,EDP003244,270.900000,270.900000,4454.2800,1,1,2026-08-24T00:00:00.000
3245,20260814,66900,18,41,242,2,EDP003245,271.600000,271.600000,4455.6500,1,1,2026-08-24T00:00:00.000
3246,20260726,1200,469,173,17,6,EDP003246,272.300000,272.300000,4457.0200,1,1,2026-08-24T00:00:00.000
3247,20260710,31800,118,-1,305,4,EDP003247,273.000000,273.000000,4458.3900,1,1,2026-08-24T00:00:00.000
3248,20260709,3540,167,57,202,4,EDP003248,273.700000,273.700000,4459.7600,1,1,2026-08-24T00:00:00.000
3249,20260710,5760,28,108,8,7,EDP003249,274.400000,274.400000,4461.1300,1,1,2026-08-24T00:00:00.000
3250,20260731,72360,278,207,126,3,EDP003250,275.100000,275.100000,4462.5000,1,1,2026-08-24T00:00:00.000
3251,20260619,78960,174,317,182,2,EDP003251,275.800000,275.800000,4463.8700,1,1,2026-08-24T00:00:00.000
3252,20260806,63120,66,230,43,3,EDP003252,276.500000,276.500000,4465.2400,1,1,2026-08-24T00:00:00.000
3253,20260822,78120,142,159,131,2,EDP003253,277.200000,277.200000,4466.6100,1,1,2026-08-24T00:00:00.000
3254,20260817,67020,295,375,245,3,EDP003254,277.900000,277.900000,4467.9800,1,1,2026-08-24T00:00:00.000
3255,20260731,69780,24,114,25,2,EDP003255,278.600000,278.600000,4469.3500,1,1,2026-08-24T00:00:00.000
3256,20260610,10620,332,206,324,6,EDP003256,279.300000,279.300000,4470.7200,1,1,2026-08-24T00:00:00.000
3257,20260726,50100,19,74,298,4,EDP003257,280.000000,280.000000,4472.0900,1,1,2026-08-24T00:00:00.000
3258,20260728,71700,165,365,264,3,EDP003258,280.700000,280.700000,4473.4600,1,1,2026-08-24T00:00:00.000
3259,20260719,17940,401,324,307,4,EDP003259,281.400000,281.400000,4474.8300,1,1,2026-08-24T00:00:00.000
3260,20260812,44820,60,120,214,4,EDP003260,282.100000,282.100000,4476.2000,1,1,2026-08-24T00:00:00.000
3261,20260619,65160,210,163,211,7,EDP003261,282.800000,282.800000,4477.5700,1,1,2026-08-24T00:00:00.000
3262,20260529,22080,329,140,89,2,EDP003262,283.500000,283.500000,4478.9400,1,1,2026-08-24T00:00:00.000
3263,20260610,54960,151,331,11,6,EDP003263,284.200000,284.200000,4480.3100,1,1,2026-08-24T00:00:00.000
3264,20260810,12480,351,-1,199,6,EDP003264,284.900000,284.900000,4481.6800,1,1,2026-08-24T00:00:00.000
3265,20260616,86160,326,483,26,7,EDP003265,285.600000,285.600000,4483.0500,1,1,2026-08-24T00:00:00.000
3266,20260808,1860,393,139,19,6,EDP003266,286.300000,286.300000,4484.4200,1,1,2026-08-24T00:00:00.000
3267,20260531,51360,438,489,239,4,EDP003267,287.000000,287.000000,4485.7900,1,1,2026-08-24T00:00:00.000
3268,20260713,84960,70,344,135,2,EDP003268,287.700000,287.700000,4487.1600,1,1,2026-08-24T00:00:00.000
3269,20260804,36240,230,188,329,6,EDP003269,288.400000,288.400000,4488.5300,1,1,2026-08-24T00:00:00.000
3270,20260527,37980,458,493,248,1,EDP003270,289.100000,289.100000,4489.9000,1,1,2026-08-24T00:00:00.000
3271,20260815,23340,271,28,269,2,EDP003271,289.800000,289.800000,4491.2700,1,1,2026-08-24T00:00:00.000
3272,20260622,50820,182,113,91,4,EDP003272,290.500000,290.500000,4492.6400,1,1,2026-08-24T00:00:00.000
3273,20260824,12360,188,245,347,4,EDP003273,291.200000,291.200000,4494.0100,1,1,2026-08-24T00:00:00.000
3274,20260729,51180,462,350,88,2,EDP003274,291.900000,291.900000,4495.3800,1,1,2026-08-24T00:00:00.000
3275,20260709,45780,487,371,261,1,EDP003275,292.600000,292.600000,4496.7500,1,1,2026-08-24T00:00:00.000
3276,20260709,34860,171,289,186,3,EDP003276,293.300000,293.300000,4498.1200,1,1,2026-08-24T00:00:00.000
3277,20260715,56580,396,449,199,4,EDP003277,294.000000,294.000000,4499.4900,1,1,2026-08-24T00:00:00.000
3278,20260821,10200,457,377,241,5,EDP003278,294.700000,294.700000,4500.8600,1,1,2026-08-24T00:00:00.000
3279,20260701,45540,492,368,285,4,EDP003279,295.400000,295.400000,4502.2300,1,1,2026-08-24T00:00:00.000
3280,20260806,48480,464,91,240,6,EDP003280,296.100000,296.100000,4503.6000,1,1,2026-08-24T00:00:00.000
3281,20260527,14820,391,-1,33,4,EDP003281,296.800000,296.800000,4504.9700,1,1,2026-08-24T00:00:00.000
3282,20260806,68820,89,354,186,1,EDP003282,297.500000,297.500000,4506.3400,1,1,2026-08-24T00:00:00.000
3283,20260705,28080,49,12,221,6,EDP003283,298.200000,298.200000,4507.7100,1,1,2026-08-24T00:00:00.000
3284,20260821,20280,113,341,86,3,EDP003284,298.900000,298.900000,4509.0800,1,1,2026-08-24T00:00:00.000
3285,20260701,67740,69,431,256,3,EDP003285,299.600000,299.600000,4510.4500,1,1,2026-08-24T00:00:00.000
3286,20260624,75960,407,261,232,3,EDP003286,300.300000,300.300000,4511.8200,1,1,2026-08-24T00:00:00.000
3287,20260727,47220,260,442,95,5,EDP003287,301.000000,301.000000,4513.1900,1,1,2026-08-24T00:00:00.000
3288,20260622,5940,218,141,189,7,EDP003288,301.700000,301.700000,4514.5600,1,1,2026-08-24T00:00:00.000
3289,20260714,61740,211,132,269,5,EDP003289,302.400000,302.400000,4515.9300,1,1,2026-08-24T00:00:00.000
3290,20260822,42120,296,218,322,5,EDP003290,303.100000,303.100000,4517.3000,1,1,2026-08-24T00:00:00.000
3291,20260617,71160,236,9,228,3,EDP003291,303.800000,303.800000,4518.6700,1,1,2026-08-24T00:00:00.000
3292,20260730,78600,182,63,29,7,EDP003292,304.500000,304.500000,4520.0400,1,1,2026-08-24T00:00:00.000
3293,20260629,49080,397,460,241,1,EDP003293,305.200000,305.200000,4521.4100,1,1,2026-08-24T00:00:00.000
3294,20260706,84900,10,219,86,1,EDP003294,305.900000,305.900000,4522.7800,1,1,2026-08-24T00:00:00.000
3295,20260803,23280,274,113,254,6,EDP003295,306.600000,306.600000,4524.1500,1,1,2026-08-24T00:00:00.000
3296,20260824,15180,102,35,146,4,EDP003296,307.300000,307.300000,4525.5200,1,1,2026-08-24T00:00:00.000
3297,20260822,53280,499,474,129,5,EDP003297,308.000000,308.000000,4526.8900,1,1,2026-08-24T00:00:00.000
3298,20260626,52860,325,-1,195,1,EDP003298,308.700000,308.700000,4528.2600,1,1,2026-08-24T00:00:00.000
3299,20260821,3240,79,344,58,7,EDP003299,309.400000,309.400000,4529.6300,1,1,2026-08-24T00:00:00.000
3300,20260813,62760,352,18,270,7,EDP003300,310.100000,310.100000,4531.0000,1,1,2026-08-24T00:00:00.000
3301,20260601,79320,144,260,230,4,EDP003301,310.800000,310.800000,4532.3700,1,1,2026-08-24T00:00:00.000
3302,20260727,82440,55,276,82,5,EDP003302,311.500000,311.500000,4533.7400,1,1,2026-08-24T00:00:00.000
3303,20260705,34020,143,150,285,6,EDP003303,312.200000,312.200000,4535.1100,1,1,2026-08-24T00:00:00.000
3304,20260607,85200,420,397,51,2,EDP003304,312.900000,312.900000,4536.4800,1,1,2026-08-24T00:00:00.000
3305,20260809,1200,55,283,19,3,EDP003305,313.600000,313.600000,4537.8500,1,1,2026-08-24T00:00:00.000
3306,20260621,51300,486,232,254,1,EDP003306,314.300000,314.300000,4539.2200,1,1,2026-08-24T00:00:00.000
3307,20260617,85020,181,287,270,6,EDP003307,315.000000,315.000000,4540.5900,1,1,2026-08-24T00:00:00.000
3308,20260801,79200,453,381,323,7,EDP003308,315.700000,315.700000,4541.9600,1,1,2026-08-24T00:00:00.000
3309,20260619,58200,104,302,26,1,EDP003309,316.400000,316.400000,4543.3300,1,1,2026-08-24T00:00:00.000
3310,20260819,42360,303,126,207,6,EDP003310,317.100000,317.100000,4544.7000,1,1,2026-08-24T00:00:00.000
3311,20260606,36120,371,263,44,2,EDP003311,317.800000,317.800000,4546.0700,1,1,2026-08-24T00:00:00.000
3312,20260625,43500,15,57,143,6,EDP003312,318.500000,318.500000,4547.4400,1,1,2026-08-24T00:00:00.000
3313,20260603,540,208,70,199,4,EDP003313,319.200000,319.200000,4548.8100,1,1,2026-08-24T00:00:00.000
3314,20260822,16140,95,267,79,6,EDP003314,319.900000,319.900000,4550.1800,1,1,2026-08-24T00:00:00.000
3315,20260802,51540,385,-1,345,7,EDP003315,320.600000,320.600000,4551.5500,1,1,2026-08-24T00:00:00.000
3316,20260729,540,366,179,253,7,EDP003316,321.300000,321.300000,4552.9200,1,1,2026-08-24T00:00:00.000
3317,20260713,66240,435,240,239,7,EDP003317,322.000000,322.000000,4554.2900,1,1,2026-08-24T00:00:00.000
3318,20260711,52260,223,63,215,5,EDP003318,322.700000,322.700000,4555.6600,1,1,2026-08-24T00:00:00.000
3319,20260604,73500,221,367,150,1,EDP003319,323.400000,323.400000,4557.0300,1,1,2026-08-24T00:00:00.000
3320,20260528,54060,235,365,340,4,EDP003320,324.100000,324.100000,4558.4000,1,1,2026-08-24T00:00:00.000
3321,20260720,82020,369,287,82,7,EDP003321,324.800000,324.800000,4559.7700,1,1,2026-08-24T00:00:00.000
3322,20260603,66600,136,450,269,3,EDP003322,325.500000,325.500000,4561.1400,1,1,2026-08-24T00:00:00.000
3323,20260812,21960,76,304,132,3,EDP003323,326.200000,326.200000,4562.5100,1,1,2026-08-24T00:00:00.000
3324,20260623,34200,23,53,317,6,EDP003324,326.900000,326.900000,4563.8800,1,1,2026-08-24T00:00:00.000
3325,20260717,81600,262,396,38,2,EDP003325,327.600000,327.600000,4565.2500,1,1,2026-08-24T00:00:00.000
3326,20260724,54240,450,295,258,6,EDP003326,328.300000,328.300000,4566.6200,1,1,2026-08-24T00:00:00.000
3327,20260822,77280,371,305,3,6,EDP003327,329.000000,329.000000,4567.9900,1,1,2026-08-24T00:00:00.000
3328,20260705,27360,495,466,140,2,EDP003328,329.700000,329.700000,4569.3600,1,1,2026-08-24T00:00:00.000
3329,20260625,38220,41,493,346,2,EDP003329,330.400000,330.400000,4570.7300,1,1,2026-08-24T00:00:00.000
3330,20260604,13740,193,154,98,2,EDP003330,331.100000,331.100000,4572.1000,1,1,2026-08-24T00:00:00.000
3331,20260616,41040,195,32,67,7,EDP003331,331.800000,331.800000,4573.4700,1,1,2026-08-24T00:00:00.000
3332,20260624,75720,255,-1,262,1,EDP003332,332.500000,332.500000,4574.8400,1,1,2026-08-24T00:00:00.000
3333,20260818,76800,15,250,322,7,EDP003333,333.200000,333.200000,4576.2100,1,1,2026-08-24T00:00:00.000
3334,20260704,35280,371,83,104,5,EDP003334,333.900000,333.900000,4577.5800,1,1,2026-08-24T00:00:00.000
3335,20260717,55380,459,20,231,4,EDP003335,334.600000,334.600000,4578.9500,1,1,2026-08-24T00:00:00.000
3336,20260822,18240,260,440,49,1,EDP003336,335.300000,335.300000,4580.3200,1,1,2026-08-24T00:00:00.000
3337,20260722,50940,227,161,297,7,EDP003337,336.000000,336.000000,4581.6900,1,1,2026-08-24T00:00:00.000
3338,20260612,75180,82,69,149,1,EDP003338,336.700000,336.700000,4583.0600,1,1,2026-08-24T00:00:00.000
3339,20260629,68880,359,48,334,5,EDP003339,337.400000,337.400000,4584.4300,1,1,2026-08-24T00:00:00.000
3340,20260619,70020,112,19,192,6,EDP003340,338.100000,338.100000,4585.8000,1,1,2026-08-24T00:00:00.000
3341,20260529,35100,86,192,281,1,EDP003341,338.800000,338.800000,4587.1700,1,1,2026-08-24T00:00:00.000
3342,20260618,38100,235,251,119,2,EDP003342,339.500000,339.500000,4588.5400,1,1,2026-08-24T00:00:00.000
3343,20260613,79140,107,411,49,6,EDP003343,340.200000,340.200000,4589.9100,1,1,2026-08-24T00:00:00.000
3344,20260805,46980,479,109,23,6,EDP003344,340.900000,340.900000,4591.2800,1,1,2026-08-24T00:00:00.000
3345,20260817,5820,390,124,98,5,EDP003345,341.600000,341.600000,4592.6500,1,1,2026-08-24T00:00:00.000
3346,20260804,85500,202,150,217,7,EDP003346,342.300000,342.300000,4594.0200,1,1,2026-08-24T00:00:00.000
3347,20260824,30840,92,305,41,5,EDP003347,343.000000,343.000000,4595.3900,1,1,2026-08-24T00:00:00.000
3348,20260712,1980,269,426,335,6,EDP003348,343.700000,343.700000,4596.7600,1,1,2026-08-24T00:00:00.000
3349,20260724,60240,451,-1,213,1,EDP003349,344.400000,344.400000,4598.1300,1,1,2026-08-24T00:00:00.000
3350,20260528,54360,100,482,69,3,EDP003350,345.100000,345.100000,4599.5000,1,1,2026-08-24T00:00:00.000
3351,20260823,43560,78,71,58,7,EDP003351,345.800000,345.800000,4600.8700,1,1,2026-08-24T00:00:00.000
3352,20260727,61440,101,415,230,6,EDP003352,346.500000,346.500000,4602.2400,1,1,2026-08-24T00:00:00.000
3353,20260616,56580,227,266,253,6,EDP003353,347.200000,347.200000,4603.6100,1,1,2026-08-24T00:00:00.000
3354,20260718,38880,101,60,291,2,EDP003354,347.900000,347.900000,4604.9800,1,1,2026-08-24T00:00:00.000
3355,20260622,71880,197,100,4,5,EDP003355,348.600000,348.600000,4606.3500,1,1,2026-08-24T00:00:00.000
3356,20260823,86100,98,37,296,7,EDP003356,349.300000,349.300000,4607.7200,1,1,2026-08-24T00:00:00.000
3357,20260618,51420,72,356,86,7,EDP003357,350.000000,350.000000,4609.0900,1,1,2026-08-24T00:00:00.000
3358,20260819,28680,9,491,163,2,EDP003358,350.700000,350.700000,4610.4600,1,1,2026-08-24T00:00:00.000
3359,20260810,79800,25,218,231,2,EDP003359,351.400000,351.400000,4611.8300,1,1,2026-08-24T00:00:00.000
3360,20260709,32100,298,319,100,5,EDP003360,352.100000,352.100000,4613.2000,1,1,2026-08-24T00:00:00.000
3361,20260718,1800,12,93,44,4,EDP003361,352.800000,352.800000,4614.5700,1,1,2026-08-24T00:00:00.000
3362,20260808,52500,99,96,336,3,EDP003362,353.500000,353.500000,4615.9400,1,1,2026-08-24T00:00:00.000
3363,20260702,34080,395,283,100,3,EDP003363,354.200000,354.200000,4617.3100,1,1,2026-08-24T00:00:00.000
3364,20260728,60540,445,439,210,6,EDP003364,354.900000,354.900000,4618.6800,1,1,2026-08-24T00:00:00.000
3365,20260718,45060,391,60,187,3,EDP003365,355.600000,355.600000,4620.0500,1,1,2026-08-24T00:00:00.000
3366,20260604,12720,403,-1,313,4,EDP003366,356.300000,356.300000,4621.4200,1,1,2026-08-24T00:00:00.000
3367,20260724,55620,204,88,266,4,EDP003367,357.000000,357.000000,4622.7900,1,1,2026-08-24T00:00:00.000
3368,20260610,65700,456,281,315,3,EDP003368,357.700000,357.700000,4624.1600,1,1,2026-08-24T00:00:00.000
3369,20260618,51840,424,54,80,5,EDP003369,358.400000,358.400000,4625.5300,1,1,2026-08-24T00:00:00.000
3370,20260803,15780,84,252,101,3,EDP003370,359.100000,359.100000,4626.9000,1,1,2026-08-24T00:00:00.000
3371,20260612,52560,477,251,263,5,EDP003371,359.800000,359.800000,4628.2700,1,1,2026-08-24T00:00:00.000
3372,20260601,51780,148,471,128,2,EDP003372,360.500000,360.500000,4629.6400,1,1,2026-08-24T00:00:00.000
3373,20260716,77280,44,374,182,7,EDP003373,361.200000,361.200000,4631.0100,1,1,2026-08-24T00:00:00.000
3374,20260806,32040,306,264,284,3,EDP003374,361.900000,361.900000,4632.3800,1,1,2026-08-24T00:00:00.000
3375,20260801,26400,461,143,273,2,EDP003375,362.600000,362.600000,4633.7500,1,1,2026-08-24T00:00:00.000
3376,20260724,33780,61,401,62,1,EDP003376,363.300000,363.300000,4635.1200,1,1,2026-08-24T00:00:00.000
3377,20260630,72300,387,21,306,2,EDP003377,364.000000,364.000000,4636.4900,1,1,2026-08-24T00:00:00.000
3378,20260810,56100,35,347,189,3,EDP003378,364.700000,364.700000,4637.8600,1,1,2026-08-24T00:00:00.000
3379,20260731,25440,354,82,13,2,EDP003379,365.400000,365.400000,4639.2300,1,1,2026-08-24T00:00:00.000
3380,20260606,81960,30,143,126,7,EDP003380,366.100000,366.100000,4640.6000,1,1,2026-08-24T00:00:00.000
3381,20260729,36780,274,286,312,6,EDP003381,366.800000,366.800000,4641.9700,1,1,2026-08-24T00:00:00.000
3382,20260625,17880,338,134,284,4,EDP003382,367.500000,367.500000,4643.3400,1,1,2026-08-24T00:00:00.000
3383,20260811,7620,163,-1,14,3,EDP003383,368.200000,368.200000,4644.7100,1,1,2026-08-24T00:00:00.000
3384,20260607,70860,144,395,277,7,EDP003384,368.900000,368.900000,4646.0800,1,1,2026-08-24T00:00:00.000
3385,20260601,33180,422,339,92,2,EDP003385,369.600000,369.600000,4647.4500,1,1,2026-08-24T00:00:00.000
3386,20260705,11760,128,398,344,4,EDP003386,370.300000,370.300000,4648.8200,1,1,2026-08-24T00:00:00.000
3387,20260701,33780,148,95,134,3,EDP003387,371.000000,371.000000,4650.1900,1,1,2026-08-24T00:00:00.000
3388,20260803,63720,259,492,61,6,EDP003388,371.700000,371.700000,4651.5600,1,1,2026-08-24T00:00:00.000
3389,20260813,84660,299,168,219,2,EDP003389,372.400000,372.400000,4652.9300,1,1,2026-08-24T00:00:00.000
3390,20260617,56580,373,304,83,2,EDP003390,373.100000,373.100000,4654.3000,1,1,2026-08-24T00:00:00.000
3391,20260527,5460,289,371,249,4,EDP003391,373.800000,373.800000,4655.6700,1,1,2026-08-24T00:00:00.000
3392,20260723,82920,273,141,50,7,EDP003392,374.500000,374.500000,4657.0400,1,1,2026-08-24T00:00:00.000
3393,20260727,68640,118,476,292,5,EDP003393,375.200000,375.200000,4658.4100,1,1,2026-08-24T00:00:00.000
3394,20260823,73680,63,10,223,2,EDP003394,375.900000,375.900000,4659.7800,1,1,2026-08-24T00:00:00.000
3395,20260708,76500,458,222,153,4,EDP003395,376.600000,376.600000,4661.1500,1,1,2026-08-24T00:00:00.000
3396,20260528,60180,272,129,43,1,EDP003396,377.300000,377.300000,4662.5200,1,1,2026-08-24T00:00:00.000
3397,20260529,48960,385,192,85,7,EDP003397,378.000000,378.000000,4663.8900,1,1,2026-08-24T00:00:00.000
3398,20260807,40860,259,468,31,3,EDP003398,378.700000,378.700000,4665.2600,1,1,2026-08-24T00:00:00.000
3399,20260721,6600,64,181,314,3,EDP003399,379.400000,379.400000,4666.6300,1,1,2026-08-24T00:00:00.000
3400,20260603,26820,106,-1,27,2,EDP003400,380.100000,380.100000,4668.0000,1,1,2026-08-24T00:00:00.000
3401,20260621,63060,416,482,272,5,EDP003401,380.800000,380.800000,4669.3700,1,1,2026-08-24T00:00:00.000
3402,20260616,12300,428,123,103,2,EDP003402,381.500000,381.500000,4670.7400,1,1,2026-08-24T00:00:00.000
3403,20260528,20580,358,387,159,7,EDP003403,382.200000,382.200000,4672.1100,1,1,2026-08-24T00:00:00.000
3404,20260610,22740,484,282,140,1,EDP003404,382.900000,382.900000,4673.4800,1,1,2026-08-24T00:00:00.000
3405,20260608,8700,223,51,270,5,EDP003405,383.600000,383.600000,4674.8500,1,1,2026-08-24T00:00:00.000
3406,20260801,39900,287,365,74,6,EDP003406,384.300000,384.300000,4676.2200,1,1,2026-08-24T00:00:00.000
3407,20260820,68760,372,47,327,2,EDP003407,385.000000,385.000000,4677.5900,1,1,2026-08-24T00:00:00.000
3408,20260716,81240,400,257,135,7,EDP003408,385.700000,385.700000,4678.9600,1,1,2026-08-24T00:00:00.000
3409,20260718,54540,41,164,4,1,EDP003409,386.400000,386.400000,4680.3300,1,1,2026-08-24T00:00:00.000
3410,20260720,68760,323,390,119,1,EDP003410,387.100000,387.100000,4681.7000,1,1,2026-08-24T00:00:00.000
3411,20260611,62580,456,114,249,2,EDP003411,387.800000,387.800000,4683.0700,1,1,2026-08-24T00:00:00.000
3412,20260620,35220,198,498,58,7,EDP003412,388.500000,388.500000,4684.4400,1,1,2026-08-24T00:00:00.000
3413,20260721,18540,399,227,303,4,EDP003413,389.200000,389.200000,4685.8100,1,1,2026-08-24T00:00:00.000
3414,20260627,11040,242,372,235,1,EDP003414,389.900000,389.900000,4687.1800,1,1,2026-08-24T00:00:00.000
3415,20260703,80100,307,146,343,3,EDP003415,390.600000,390.600000,4688.5500,1,1,2026-08-24T00:00:00.000
3416,20260810,55680,110,29,50,1,EDP003416,391.300000,391.300000,4689.9200,1,1,2026-08-24T00:00:00.000
3417,20260605,83820,333,-1,336,7,EDP003417,392.000000,392.000000,4691.2900,1,1,2026-08-24T00:00:00.000
3418,20260814,32400,46,401,327,6,EDP003418,392.700000,392.700000,4692.6600,1,1,2026-08-24T00:00:00.000
3419,20260612,36480,30,244,25,5,EDP003419,393.400000,393.400000,4694.0300,1,1,2026-08-24T00:00:00.000
3420,20260727,59880,270,78,111,2,EDP003420,394.100000,394.100000,4695.4000,1,1,2026-08-24T00:00:00.000
3421,20260627,52080,346,185,105,4,EDP003421,394.800000,394.800000,4696.7700,1,1,2026-08-24T00:00:00.000
3422,20260823,73980,420,326,163,2,EDP003422,395.500000,395.500000,4698.1400,1,1,2026-08-24T00:00:00.000
3423,20260606,5820,165,245,201,7,EDP003423,396.200000,396.200000,4699.5100,1,1,2026-08-24T00:00:00.000
3424,20260711,33120,228,27,311,1,EDP003424,396.900000,396.900000,4700.8800,1,1,2026-08-24T00:00:00.000
3425,20260606,41880,84,59,336,4,EDP003425,397.600000,397.600000,4702.2500,1,1,2026-08-24T00:00:00.000
