LaborTimesheetKey,ClaimDateKey,LaborDateKey,StartTimeOfDayKey,EndTimeOfDayKey,EmployeeKey,LaborAssignmentKey,LaborRosterSlotKey,WorkCenterKey,CostCenterKey,LaborPayTypeKey,LaborClaimStatusKey,CurrencyKey,TimesheetNumber,LaborClaimLineNumber,RegularHours,OvertimeHours,LaborCostAmount,SourceSystemKey,BatchId,LoadedAtUtc
17017,20260730,20260711,47640,3480,77,93,-1,-1,363,3,7,5,LT017017,17017,2.0000,2.0000,5323.2900,1,1,2026-08-24T00:00:00.000
17018,20260812,20260820,23280,62820,242,68,262,144,247,4,2,1,LT017018,17018,3.0000,3.0000,5324.6600,1,1,2026-08-24T00:00:00.000
17019,20260713,20260710,48780,12060,483,139,53,270,357,5,6,2,LT017019,17019,4.0000,4.0000,5326.0300,1,1,2026-08-24T00:00:00.000
17020,20260627,20260730,57060,34020,321,473,55,8,274,8,1,5,LT017020,17020,5.0000,5.0000,5327.4000,1,1,2026-08-24T00:00:00.000
17021,20260725,20260804,1740,27480,435,30,450,350,147,4,5,1,LT017021,17021,6.0000,6.0000,5328.7700,1,1,2026-08-24T00:00:00.000
17022,20260816,20260802,15060,31080,189,495,119,175,266,11,5,4,LT017022,17022,7.0000,7.0000,5330.1400,1,1,2026-08-24T00:00:00.000
17023,20260715,20260702,11100,47520,249,296,151,484,65,11,5,2,LT017023,17023,8.0000,8.0000,5331.5100,1,1,2026-08-24T00:00:00.000
17024,20260614,20260609,73920,77040,407,383,51,367,277,1,6,2,LT017024,17024,9.0000,9.0000,5332.8800,1,1,2026-08-24T00:00:00.000
17025,20260705,20260727,24060,28200,460,391,374,213,282,7,4,5,LT017025,17025,10.0000,10.0000,5334.2500,1,1,2026-08-24T00:00:00.000
17026,20260531,20260729,27240,420,391,351,284,315,394,4,5,1,LT017026,17026,11.0000,11.0000,5335.6200,1,1,2026-08-24T00:00:00.000
17027,20260717,20260701,42360,67320,385,74,250,169,374,7,3,1,LT017027,17027,12.0000,12.0000,5336.9900,1,1,2026-08-24T00:00:00.000
17028,20260806,20260616,13860,79680,133,236,117,471,65,5,2,2,LT017028,17028,13.0000,13.0000,5338.3600,1,1,2026-08-24T00:00:00.000
17029,20260607,20260715,35280,57900,442,320,193,38,167,2,7,4,LT017029,17029,14.0000,14.0000,5339.7300,1,1,2026-08-24T00:00:00.000
17030,20260820,20260623,66720,14940,386,242,317,69,320,7,1,4,LT017030,17030,15.0000,15.0000,5341.1000,1,1,2026-08-24T00:00:00.000
17031,20260703,20260816,79740,56340,367,99,305,318,259,5,2,1,LT017031,17031,16.0000,16.0000,5342.4700,1,1,2026-08-24T00:00:00.000
17032,20260612,20260724,11880,43140,294,364,145,133,428,1,1,1,LT017032,17032,17.0000,17.0000,5343.8400,1,1,2026-08-24T00:00:00.000
17033,20260710,20260603,52260,34740,155,158,329,387,210,8,2,3,LT017033,17033,18.0000,18.0000,5345.2100,1,1,2026-08-24T00:00:00.000
17034,20260725,20260815,10800,6300,409,168,-1,-1,305,2,4,3,LT017034,17034,19.0000,19.0000,5346.5800,1,1,2026-08-24T00:00:00.000
17035,20260725,20260814,31740,19020,166,181,236,93,70,4,1,3,LT017035,17035,20.0000,20.0000,5347.9500,1,1,2026-08-24T00:00:00.000
17036,20260618,20260718,30900,71520,183,243,178,379,283,9,5,2,LT017036,17036,21.0000,21.0000,5349.3200,1,1,2026-08-24T00:00:00.000
17037,20260730,20260608,63840,1500,121,366,162,350,372,12,1,2,LT017037,17037,22.0000,22.0000,5350.6900,1,1,2026-08-24T00:00:00.000
17038,20260809,20260621,53940,64920,369,404,217,6,471,1,4,2,LT017038,17038,23.0000,23.0000,5352.0600,1,1,2026-08-24T00:00:00.000
17039,20260702,20260730,6360,6420,372,214,355,58,126,6,3,4,LT017039,17039,24.0000,24.0000,5353.4300,1,1,2026-08-24T00:00:00.000
17040,20260821,20260806,67020,57720,44,106,85,468,144,1,4,4,LT017040,17040,1.0000,1.0000,5354.8000,1,1,2026-08-24T00:00:00.000
17041,20260602,20260601,30960,15360,294,468,26,313,297,3,5,3,LT017041,17041,2.0000,2.0000,5356.1700,1,1,2026-08-24T00:00:00.000
17042,20260530,20260615,72840,60240,53,398,167,301,425,8,7,2,LT017042,17042,3.0000,3.0000,5357.5400,1,1,2026-08-24T00:00:00.000
17043,20260616,20260714,16560,3300,196,120,354,123,266,8,5,1,LT017043,17043,4.0000,4.0000,5358.9100,1,1,2026-08-24T00:00:00.000
17044,20260712,20260708,3420,59220,63,54,355,89,453,12,7,1,LT017044,17044,5.0000,5.0000,5360.2800,1,1,2026-08-24T00:00:00.000
17045,20260620,20260723,78480,44460,77,85,27,181,290,12,3,2,LT017045,17045,6.0000,6.0000,5361.6500,1,1,2026-08-24T00:00:00.000
17046,20260724,20260612,31380,69600,41,355,165,184,432,9,2,4,LT017046,17046,7.0000,7.0000,5363.0200,1,1,2026-08-24T00:00:00.000
17047,20260607,20260731,28140,84240,430,33,222,303,138,6,3,1,LT017047,17047,8.0000,8.0000,5364.3900,1,1,2026-08-24T00:00:00.000
17048,20260615,20260720,3540,18120,233,465,418,415,300,1,1,3,LT017048,17048,9.0000,9.0000,5365.7600,1,1,2026-08-24T00:00:00.000
17049,20260815,20260616,51540,62640,105,223,86,250,444,8,5,3,LT017049,17049,10.0000,10.0000,5367.1300,1,1,2026-08-24T00:00:00.000
17050,20260722,20260527,69720,35520,194,272,239,21,303,12,3,5,LT017050,17050,11.0000,11.0000,5368.5000,1,1,2026-08-24T00:00:00.000
17051,20260623,20260609,75960,24900,369,468,-1,-1,152,8,1,3,LT017051,17051,12.0000,12.0000,5369.8700,1,1,2026-08-24T00:00:00.000
17052,20260720,20260601,22440,42660,267,67,65,466,465,7,7,1,LT017052,17052,13.0000,13.0000,5371.2400,1,1,2026-08-24T00:00:00.000
17053,20260708,20260718,37740,78420,177,375,363,308,192,9,4,5,LT017053,17053,14.0000,14.0000,5372.6100,1,1,2026-08-24T00:00:00.000
17054,20260701,20260606,57720,7320,395,449,473,84,166,1,7,1,LT017054,17054,15.0000,15.0000,5373.9800,1,1,2026-08-24T00:00:00.000
17055,20260608,20260715,4860,69480,388,262,296,401,255,2,4,4,LT017055,17055,16.0000,16.0000,5375.3500,1,1,2026-08-24T00:00:00.000
17056,20260528,20260611,27720,69480,306,489,346,120,71,9,3,4,LT017056,17056,17.0000,17.0000,5376.7200,1,1,2026-08-24T00:00:00.000
17057,20260718,20260724,70200,46560,460,179,424,469,21,4,5,1,LT017057,17057,18.0000,18.0000,5378.0900,1,1,2026-08-24T00:00:00.000
17058,20260731,20260702,61620,4380,389,210,167,82,422,4,2,4,LT017058,17058,19.0000,19.0000,5379.4600,1,1,2026-08-24T00:00:00.000
17059,20260805,20260619,13980,58920,379,249,451,179,118,7,4,5,LT017059,17059,20.0000,20.0000,5380.8300,1,1,2026-08-24T00:00:00.000
17060,20260810,20260611,71460,68940,472,156,62,129,131,11,6,3,LT017060,17060,21.0000,21.0000,5382.2000,1,1,2026-08-24T00:00:00.000
17061,20260805,20260604,63060,14160,365,246,97,354,205,2,7,4,LT017061,17061,22.0000,22.0000,5383.5700,1,1,2026-08-24T00:00:00.000
17062,20260719,20260710,43020,79860,259,27,78,339,357,4,3,3,LT017062,17062,23.0000,23.0000,5384.9400,1,1,2026-08-24T00:00:00.000
17063,20260624,20260609,23400,20700,97,402,370,249,52,8,2,5,LT017063,17063,24.0000,24.0000,5386.3100,1,1,2026-08-24T00:00:00.000
17064,20260622,20260823,80220,61500,348,465,258,333,350,9,5,3,LT017064,17064,1.0000,1.0000,5387.6800,1,1,2026-08-24T00:00:00.000
17065,20260701,20260624,49740,33720,244,111,49,416,224,7,2,3,LT017065,17065,2.0000,2.0000,5389.0500,1,1,2026-08-24T00:00:00.000
17066,20260719,20260615,74220,24840,379,386,288,378,175,5,1,5,LT017066,17066,3.0000,3.0000,5390.4200,1,1,2026-08-24T00:00:00.000
17067,20260801,20260624,58380,46920,225,490,311,457,59,11,3,4,LT017067,17067,4.0000,4.0000,5391.7900,1,1,2026-08-24T00:00:00.000
17068,20260717,20260709,40500,73380,446,423,-1,-1,29,1,4,5,LT017068,17068,5.0000,5.0000,5393.1600,1,1,2026-08-24T00:00:00.000
17069,20260718,20260817,75960,25260,426,95,191,383,60,4,6,2,LT017069,17069,6.0000,6.0000,5394.5300,1,1,2026-08-24T00:00:00.000
17070,20260611,20260709,22320,59880,87,148,361,285,232,12,5,5,LT017070,17070,7.0000,7.0000,5395.9000,1,1,2026-08-24T00:00:00.000
17071,20260720,20260709,17460,82560,49,283,424,292,83,1,1,3,LT017071,17071,8.0000,8.0000,5397.2700,1,1,2026-08-24T00:00:00.000
17072,20260820,20260630,49440,20940,56,137,167,58,67,5,1,4,LT017072,17072,9.0000,9.0000,5398.6400,1,1,2026-08-24T00:00:00.000
17073,20260530,20260718,63180,33420,391,423,253,435,195,7,4,2,LT017073,17073,10.0000,10.0000,5400.0100,1,1,2026-08-24T00:00:00.000
17074,20260615,20260612,50400,15300,327,55,123,284,271,12,5,1,LT017074,17074,11.0000,11.0000,5401.3800,1,1,2026-08-24T00:00:00.000
17075,20260610,20260824,2280,85500,151,272,168,62,42,12,3,3,LT017075,17075,12.0000,12.0000,5402.7500,1,1,2026-08-24T00:00:00.000
17076,20260810,20260702,58260,37800,494,314,135,226,440,3,2,5,LT017076,17076,13.0000,13.0000,5404.1200,1,1,2026-08-24T00:00:00.000
17077,20260824,20260803,19080,56220,371,464,145,272,131,4,7,2,LT017077,17077,14.0000,14.0000,5405.4900,1,1,2026-08-24T00:00:00.000
17078,20260704,20260720,57720,77280,401,61,50,95,356,7,2,2,LT017078,17078,15.0000,15.0000,5406.8600,1,1,2026-08-24T00:00:00.000
17079,20260528,20260730,13500,2400,262,408,35,11,241,10,7,1,LT017079,17079,16.0000,16.0000,5408.2300,1,1,2026-08-24T00:00:00.000
17080,20260726,20260807,62760,7800,464,229,364,375,286,11,2,1,LT017080,17080,17.0000,17.0000,5409.6000,1,1,2026-08-24T00:00:00.000
17081,20260623,20260823,35160,51840,157,175,18,303,343,4,4,3,LT017081,17081,18.0000,18.0000,5410.9700,1,1,2026-08-24T00:00:00.000
17082,20260612,20260603,34860,38220,232,69,452,419,385,3,2,4,LT017082,17082,19.0000,19.0000,5412.3400,1,1,2026-08-24T00:00:00.000
17083,20260706,20260805,26340,20640,268,221,95,488,298,2,2,1,LT017083,17083,20.0000,20.0000,5413.7100,1,1,2026-08-24T00:00:00.000
17084,20260710,20260809,31860,4740,482,338,173,37,93,8,5,3,LT017084,17084,21.0000,21.0000,5415.0800,1,1,2026-08-24T00:00:00.000
17085,20260702,20260603,9000,38340,471,111,-1,-1,248,4,6,4,LT017085,17085,22.0000,22.0000,5416.4500,1,1,2026-08-24T00:00:00.000
17086,20260810,20260718,7200,69480,294,197,139,238,309,4,3,3,LT017086,17086,23.0000,23.0000,5417.8200,1,1,2026-08-24T00:00:00.000
17087,20260627,20260804,67920,42840,408,139,238,237,266,1,7,3,LT017087,17087,24.0000,24.0000,5419.1900,1,1,2026-08-24T00:00:00.000
17088,20260728,20260605,15960,49260,80,163,56,459,145,9,3,5,LT017088,17088,1.0000,1.0000,5420.5600,1,1,2026-08-24T00:00:00.000
17089,20260625,20260813,57600,68700,198,301,55,497,399,8,6,5,LT017089,17089,2.0000,2.0000,5421.9300,1,1,2026-08-24T00:00:00.000
17090,20260623,20260814,9300,72480,32,249,351,475,374,4,1,5,LT017090,17090,3.0000,3.0000,5423.3000,1,1,2026-08-24T00:00:00.000
17091,20260626,20260617,74700,34860,143,301,439,51,102,12,2,3,LT017091,17091,4.0000,4.0000,5424.6700,1,1,2026-08-24T00:00:00.000
17092,20260709,20260621,86340,32400,25,194,127,421,202,6,4,3,LT017092,17092,5.0000,5.0000,5426.0400,1,1,2026-08-24T00:00:00.000
17093,20260617,20260613,55260,69360,168,15,266,53,374,2,4,3,LT017093,17093,6.0000,6.0000,5427.4100,1,1,2026-08-24T00:00:00.000
17094,20260616,20260527,56280,64740,400,454,174,233,19,8,5,4,LT017094,17094,7.0000,7.0000,5428.7800,1,1,2026-08-24T00:00:00.000
17095,20260622,20260809,71700,32220,386,431,46,186,426,6,5,3,LT017095,17095,8.0000,8.0000,5430.1500,1,1,2026-08-24T00:00:00.000
17096,20260711,20260802,55020,42420,356,166,401,265,6,3,1,4,LT017096,17096,9.0000,9.0000,5431.5200,1,1,2026-08-24T00:00:00.000
17097,20260727,20260705,33720,6720,8,318,224,38,246,3,3,4,LT017097,17097,10.0000,10.0000,5432.8900,1,1,2026-08-24T00:00:00.000
17098,20260616,20260628,24660,29940,126,498,87,1,216,4,2,5,LT017098,17098,11.0000,11.0000,5434.2600,1,1,2026-08-24T00:00:00.000
17099,20260719,20260807,20040,37080,356,8,365,257,302,8,4,5,LT017099,17099,12.0000,12.0000,5435.6300,1,1,2026-08-24T00:00:00.000
17100,20260608,20260806,34320,80340,254,475,490,428,281,8,2,2,LT017100,17100,13.0000,13.0000,5437.0000,1,1,2026-08-24T00:00:00.000
17101,20260620,20260811,17160,15900,301,172,206,44,22,6,1,5,LT017101,17101,14.0000,14.0000,5438.3700,1,1,2026-08-24T00:00:00.000
17102,20260820,20260823,1920,12900,41,37,-1,-1,265,12,3,5,LT017102,17102,15.0000,15.0000,5439.7400,1,1,2026-08-24T00:00:00.000
17103,20260723,20260609,49980,54720,61,357,211,430,59,5,7,5,LT017103,17103,16.0000,16.0000,5441.1100,1,1,2026-08-24T00:00:00.000
17104,20260702,20260630,53160,84960,24,298,449,69,333,8,5,4,LT017104,17104,17.0000,17.0000,5442.4800,1,1,2026-08-24T00:00:00.000
17105,20260713,20260726,33900,79080,97,356,382,4,231,5,7,3,LT017105,17105,18.0000,18.0000,5443.8500,1,1,2026-08-24T00:00:00.000
17106,20260620,20260717,49200,77700,439,317,123,158,438,11,5,2,LT017106,17106,19.0000,19.0000,5445.2200,1,1,2026-08-24T00:00:00.000
17107,20260814,20260817,60480,6060,261,429,401,92,388,11,4,1,LT017107,17107,20.0000,20.0000,5446.5900,1,1,2026-08-24T00:00:00.000
17108,20260630,20260719,4320,57240,393,233,232,409,447,11,7,1,LT017108,17108,21.0000,21.0000,5447.9600,1,1,2026-08-24T00:00:00.000
17109,20260629,20260607,35160,38640,300,162,27,275,274,7,2,3,LT017109,17109,22.0000,22.0000,5449.3300,1,1,2026-08-24T00:00:00.000
17110,20260527,20260723,40380,43680,205,133,111,482,496,5,7,1,LT017110,17110,23.0000,23.0000,5450.7000,1,1,2026-08-24T00:00:00.000
17111,20260809,20260627,360,67500,119,86,407,244,146,9,5,2,LT017111,17111,24.0000,24.0000,5452.0700,1,1,2026-08-24T00:00:00.000
17112,20260728,20260819,19740,38700,58,294,195,300,499,11,7,4,LT017112,17112,1.0000,1.0000,5453.4400,1,1,2026-08-24T00:00:00.000
17113,20260731,20260613,36900,26280,175,279,138,216,258,12,6,1,LT017113,17113,2.0000,2.0000,5454.8100,1,1,2026-08-24T00:00:00.000
17114,20260817,20260719,25260,85380,134,6,265,415,339,8,1,1,LT017114,17114,3.0000,3.0000,5456.1800,1,1,2026-08-24T00:00:00.000
17115,20260706,20260824,53760,34140,368,55,403,17,56,11,1,3,LT017115,17115,4.0000,4.0000,5457.5500,1,1,2026-08-24T00:00:00.000
17116,20260625,20260730,24240,6540,191,270,224,423,186,7,6,1,LT017116,17116,5.0000,5.0000,5458.9200,1,1,2026-08-24T00:00:00.000
17117,20260717,20260807,7980,84960,151,16,51,41,259,3,2,1,LT017117,17117,6.0000,6.0000,5460.2900,1,1,2026-08-24T00:00:00.000
17118,20260609,20260622,15480,69120,439,286,277,200,121,7,6,3,LT017118,17118,7.0000,7.0000,5461.6600,1,1,2026-08-24T00:00:00.000
17119,20260604,20260727,7260,34860,447,396,-1,-1,344,6,2,5,LT017119,17119,8.0000,8.0000,5463.0300,1,1,2026-08-24T00:00:00.000
17120,20260610,20260710,12900,43200,342,133,387,229,240,4,2,2,LT017120,17120,9.0000,9.0000,5464.4000,1,1,2026-08-24T00:00:00.000
17121,20260813,20260601,32160,39240,457,488,457,444,273,1,1,2,LT017121,17121,10.0000,10.0000,5465.7700,1,1,2026-08-24T00:00:00.000
17122,20260529,20260820,69480,63960,87,279,417,367,8,6,4,2,LT017122,17122,11.0000,11.0000,5467.1400,1,1,2026-08-24T00:00:00.000
17123,20260729,20260727,16980,74460,145,463,493,186,35,6,6,3,LT017123,17123,12.0000,12.0000,5468.5100,1,1,2026-08-24T00:00:00.000
17124,20260724,20260607,72660,21960,123,160,352,192,124,9,1,5,LT017124,17124,13.0000,13.0000,5469.8800,1,1,2026-08-24T00:00:00.000
17125,20260804,20260803,53400,20100,8,389,478,403,236,6,1,2,LT017125,17125,14.0000,14.0000,5471.2500,1,1,2026-08-24T00:00:00.000
17126,20260820,20260609,76380,64260,289,325,361,96,233,3,6,1,LT017126,17126,15.0000,15.0000,5472.6200,1,1,2026-08-24T00:00:00.000
17127,20260531,20260811,20580,75000,486,212,346,177,165,1,7,5,LT017127,17127,16.0000,16.0000,5473.9900,1,1,2026-08-24T00:00:00.000
17128,20260709,20260807,15300,66240,180,175,249,135,359,8,2,3,LT017128,17128,17.0000,17.0000,5475.3600,1,1,2026-08-24T00:00:00.000
17129,20260810,20260806,83460,16440,394,207,123,224,221,10,4,1,LT017129,17129,18.0000,18.0000,5476.7300,1,1,2026-08-24T00:00:00.000
17130,20260713,20260528,78900,34860,445,375,424,304,427,7,5,5,LT017130,17130,19.0000,19.0000,5478.1000,1,1,2026-08-24T00:00:00.000
17131,20260617,20260705,42420,82620,337,410,99,78,274,4,1,3,LT017131,17131,20.0000,20.0000,5479.4700,1,1,2026-08-24T00:00:00.000
17132,20260810,20260627,24660,56940,82,174,83,470,199,12,6,2,LT017132,17132,21.0000,21.0000,5480.8400,1,1,2026-08-24T00:00:00.000
17133,20260809,20260721,600,17100,165,285,308,332,240,4,3,1,LT017133,17133,22.0000,22.0000,5482.2100,1,1,2026-08-24T00:00:00.000
17134,20260810,20260709,50280,44820,449,358,114,309,16,10,2,5,LT017134,17134,23.0000,23.0000,5483.5800,1,1,2026-08-24T00:00:00.000
17135,20260717,20260809,68520,15660,443,321,272,92,374,7,5,4,LT017135,17135,24.0000,24.0000,5484.9500,1,1,2026-08-24T00:00:00.000
17136,20260609,20260630,20160,42180,119,359,-1,-1,490,10,1,1,LT017136,17136,1.0000,1.0000,5486.3200,1,1,2026-08-24T00:00:00.000
17137,20260618,20260602,83880,3960,5,464,478,284,34,6,7,4,LT017137,17137,2.0000,2.0000,5487.6900,1,1,2026-08-24T00:00:00.000
17138,20260623,20260606,81420,52380,296,342,227,320,379,11,3,3,LT017138,17138,3.0000,3.0000,5489.0600,1,1,2026-08-24T00:00:00.000
17139,20260722,20260821,46140,56460,500,53,41,34,103,8,3,5,LT017139,17139,4.0000,4.0000,5490.4300,1,1,2026-08-24T00:00:00.000
17140,20260610,20260530,16380,12180,408,10,427,436,112,2,4,2,LT017140,17140,5.0000,5.0000,5491.8000,1,1,2026-08-24T00:00:00.000
17141,20260602,20260819,25620,58740,83,180,159,415,309,9,6,2,LT017141,17141,6.0000,6.0000,5493.1700,1,1,2026-08-24T00:00:00.000
17142,20260823,20260812,63960,24840,294,289,295,4,206,5,2,4,LT017142,17142,7.0000,7.0000,5494.5400,1,1,2026-08-24T00:00:00.000
17143,20260531,20260714,40260,17520,305,248,434,47,254,3,7,4,LT017143,17143,8.0000,8.0000,5495.9100,1,1,2026-08-24T00:00:00.000
17144,20260611,20260603,34860,1020,76,97,242,41,57,3,7,4,LT017144,17144,9.0000,9.0000,5497.2800,1,1,2026-08-24T00:00:00.000
17145,20260619,20260824,23100,62880,443,447,299,159,261,3,3,3,LT017145,17145,10.0000,10.0000,5498.6500,1,1,2026-08-24T00:00:00.000
17146,20260601,20260624,37680,22740,70,374,479,133,40,4,6,3,LT017146,17146,11.0000,11.0000,5500.0200,1,1,2026-08-24T00:00:00.000
17147,20260815,20260718,84540,13440,166,445,215,87,22,8,1,5,LT017147,17147,12.0000,12.0000,5501.3900,1,1,2026-08-24T00:00:00.000
17148,20260629,20260627,68100,82620,372,104,295,344,373,10,4,5,LT017148,17148,13.0000,13.0000,5502.7600,1,1,2026-08-24T00:00:00.000
17149,20260610,20260720,61980,3780,316,273,419,252,406,9,2,1,LT017149,17149,14.0000,14.0000,5504.1300,1,1,2026-08-24T00:00:00.000
17150,20260801,20260720,10260,54420,122,361,356,361,130,2,3,5,LT017150,17150,15.0000,15.0000,5505.5000,1,1,2026-08-24T00:00:00.000
17151,20260601,20260819,120,56520,459,409,323,281,423,9,1,3,LT017151,17151,16.0000,16.0000,5506.8700,1,1,2026-08-24T00:00:00.000
17152,20260601,20260723,59160,5220,326,435,3,446,38,11,6,1,LT017152,17152,17.0000,17.0000,5508.2400,1,1,2026-08-24T00:00:00.000
17153,20260627,20260711,48600,42300,161,197,-1,-1,350,12,6,4,LT017153,17153,18.0000,18.0000,5509.6100,1,1,2026-08-24T00:00:00.000
17154,20260606,20260713,64800,48180,249,330,489,132,135,12,3,5,LT017154,17154,19.0000,19.0000,5510.9800,1,1,2026-08-24T00:00:00.000
17155,20260710,20260804,44640,29760,336,340,266,224,282,6,6,2,LT017155,17155,20.0000,20.0000,5512.3500,1,1,2026-08-24T00:00:00.000
17156,20260710,20260601,59880,49020,391,425,124,347,86,10,5,5,LT017156,17156,21.0000,21.0000,5513.7200,1,1,2026-08-24T00:00:00.000
17157,20260609,20260719,51780,16680,392,270,169,364,368,11,5,3,LT017157,17157,22.0000,22.0000,5515.0900,1,1,2026-08-24T00:00:00.000
17158,20260708,20260820,18480,72840,34,84,144,57,437,7,6,3,LT017158,17158,23.0000,23.0000,5516.4600,1,1,2026-08-24T00:00:00.000
17159,20260703,20260726,3420,15540,379,410,331,362,18,6,5,1,LT017159,17159,24.0000,24.0000,5517.8300,1,1,2026-08-24T00:00:00.000
17160,20260605,20260615,59940,80760,417,278,323,452,494,8,6,5,LT017160,17160,1.0000,1.0000,5519.2000,1,1,2026-08-24T00:00:00.000
17161,20260818,20260624,44820,24060,419,258,25,425,34,1,5,2,LT017161,17161,2.0000,2.0000,5520.5700,1,1,2026-08-24T00:00:00.000
17162,20260528,20260731,32220,77340,327,220,328,338,28,9,2,5,LT017162,17162,3.0000,3.0000,5521.9400,1,1,2026-08-24T00:00:00.000
17163,20260822,20260822,51540,20820,4,470,355,8,215,9,4,5,LT017163,17163,4.0000,4.0000,5523.3100,1,1,2026-08-24T00:00:00.000
17164,20260817,20260805,3240,61560,238,482,362,164,82,5,7,4,LT017164,17164,5.0000,5.0000,5524.6800,1,1,2026-08-24T00:00:00.000
17165,20260726,20260625,29400,32400,365,119,61,384,323,9,6,2,LT017165,17165,6.0000,6.0000,5526.0500,1,1,2026-08-24T00:00:00.000
17166,20260817,20260619,64320,63900,490,100,153,328,464,8,4,4,LT017166,17166,7.0000,7.0000,5527.4200,1,1,2026-08-24T00:00:00.000
17167,20260530,20260615,14580,40980,86,195,330,158,98,1,3,1,LT017167,17167,8.0000,8.0000,5528.7900,1,1,2026-08-24T00:00:00.000
17168,20260730,20260810,11940,60900,160,118,254,426,294,1,7,4,LT017168,17168,9.0000,9.0000,5530.1600,1,1,2026-08-24T00:00:00.000
17169,20260529,20260711,22020,83760,158,474,10,265,331,11,2,5,LT017169,17169,10.0000,10.0000,5531.5300,1,1,2026-08-24T00:00:00.000
17170,20260616,20260730,63060,34560,171,468,-1,-1,5,8,6,2,LT017170,17170,11.0000,11.0000,5532.9000,1,1,2026-08-24T00:00:00.000
17171,20260720,20260723,64440,18180,441,214,342,104,292,7,1,5,LT017171,17171,12.0000,12.0000,5534.2700,1,1,2026-08-24T00:00:00.000
17172,20260616,20260716,85440,55500,35,422,362,166,192,9,6,2,LT017172,17172,13.0000,13.0000,5535.6400,1,1,2026-08-24T00:00:00.000
17173,20260815,20260704,61440,65280,171,220,274,21,243,4,3,1,LT017173,17173,14.0000,14.0000,5537.0100,1,1,2026-08-24T00:00:00.000
17174,20260724,20260605,30060,37020,28,436,77,335,207,10,1,3,LT017174,17174,15.0000,15.0000,5538.3800,1,1,2026-08-24T00:00:00.000
17175,20260718,20260701,8700,46500,34,322,147,312,219,4,4,1,LT017175,17175,16.0000,16.0000,5539.7500,1,1,2026-08-24T00:00:00.000
17176,20260723,20260711,14820,37500,397,474,408,217,150,8,3,3,LT017176,17176,17.0000,17.0000,5541.1200,1,1,2026-08-24T00:00:00.000
17177,20260702,20260620,42000,15300,387,461,326,129,197,3,4,2,LT017177,17177,18.0000,18.0000,5542.4900,1,1,2026-08-24T00:00:00.000
17178,20260531,20260802,81120,38820,408,117,340,138,55,4,3,1,LT017178,17178,19.0000,19.0000,5543.8600,1,1,2026-08-24T00:00:00.000
17179,20260816,20260707,42900,53880,410,318,321,195,298,2,1,2,LT017179,17179,20.0000,20.0000,5545.2300,1,1,2026-08-24T00:00:00.000
17180,20260623,20260815,58260,34080,27,387,432,130,447,3,1,5,LT017180,17180,21.0000,21.0000,5546.6000,1,1,2026-08-24T00:00:00.000
17181,20260814,20260612,79920,2700,307,452,136,159,490,2,2,2,LT017181,17181,22.0000,22.0000,5547.9700,1,1,2026-08-24T00:00:00.000
17182,20260717,20260728,45180,12240,407,452,453,40,108,9,7,5,LT017182,17182,23.0000,23.0000,5549.3400,1,1,2026-08-24T00:00:00.000
17183,20260726,20260630,14460,80280,171,166,219,4,30,7,7,2,LT017183,17183,24.0000,24.0000,5550.7100,1,1,2026-08-24T00:00:00.000
17184,20260606,20260717,24900,66240,486,248,320,361,449,12,3,4,LT017184,17184,1.0000,1.0000,5552.0800,1,1,2026-08-24T00:00:00.000
17185,20260730,20260607,6300,55680,333,372,319,81,285,9,7,3,LT017185,17185,2.0000,2.0000,5553.4500,1,1,2026-08-24T00:00:00.000
17186,20260713,20260601,64800,18180,331,134,47,367,212,6,3,5,LT017186,17186,3.0000,3.0000,5554.8200,1,1,2026-08-24T00:00:00.000
17187,20260603,20260619,16020,78480,369,178,-1,-1,82,11,7,2,LT017187,17187,4.0000,4.0000,5556.1900,1,1,2026-08-24T00:00:00.000
17188,20260630,20260712,20700,43680,101,330,148,414,217,10,4,5,LT017188,17188,5.0000,5.0000,5557.5600,1,1,2026-08-24T00:00:00.000
17189,20260620,20260716,72180,26640,485,26,46,421,242,9,5,5,LT017189,17189,6.0000,6.0000,5558.9300,1,1,2026-08-24T00:00:00.000
17190,20260820,20260820,53640,21900,62,277,58,455,358,8,5,3,LT017190,17190,7.0000,7.0000,5560.3000,1,1,2026-08-24T00:00:00.000
17191,20260628,20260707,29040,72540,390,69,228,182,189,5,3,1,LT017191,17191,8.0000,8.0000,5561.6700,1,1,2026-08-24T00:00:00.000
17192,20260705,20260820,59340,22260,345,100,137,205,495,5,4,4,LT017192,17192,9.0000,9.0000,5563.0400,1,1,2026-08-24T00:00:00.000
17193,20260730,20260623,22080,61440,466,356,448,31,51,9,7,1,LT017193,17193,10.0000,10.0000,5564.4100,1,1,2026-08-24T00:00:00.000
17194,20260624,20260814,44160,17100,459,421,155,123,384,12,3,5,LT017194,17194,11.0000,11.0000,5565.7800,1,1,2026-08-24T00:00:00.000
17195,20260708,20260620,67020,1860,240,474,81,46,337,1,3,2,LT017195,17195,12.0000,12.0000,5567.1500,1,1,2026-08-24T00:00:00.000
17196,20260531,20260702,50340,21600,24,170,53,109,35,11,3,5,LT017196,17196,13.0000,13.0000,5568.5200,1,1,2026-08-24T00:00:00.000
17197,20260804,20260629,11760,83640,64,214,333,200,379,5,4,3,LT017197,17197,14.0000,14.0000,5569.8900,1,1,2026-08-24T00:00:00.000
