SafetyNearMissKey,ObservedDateKey,SubmittedDateKey,ObservedTimeOfDayKey,PlantKey,WorkCenterKey,ReporterEmployeeKey,SafetyIncidentTypeKey,SafetyHazardConditionKey,SafetyIncidentStatusKey,SeverityKey,NearMissNumber,ObservationCount,PotentialRiskScore,SourceSystemKey,BatchId,LoadedAtUtc
1427,20260807,20260613,46440,212,134,28,42,171,1,1,SNM001427,428,428.00,1,1,2026-08-24T00:00:00.000
1428,20260814,20260617,85320,244,-1,-1,73,147,7,3,SNM001428,429,429.00,1,1,2026-08-24T00:00:00.000
1429,20260604,20260606,42720,223,345,8,283,377,3,1,SNM001429,430,430.00,1,1,2026-08-24T00:00:00.000
1430,20260808,20260603,28140,113,69,420,203,236,8,5,SNM001430,431,431.00,1,1,2026-08-24T00:00:00.000
1431,20260801,20260624,62460,98,414,78,206,65,3,4,SNM001431,432,432.00,1,1,2026-08-24T00:00:00.000
1432,20260702,20260801,44040,72,7,403,100,318,8,3,SNM001432,433,433.00,1,1,2026-08-24T00:00:00.000
1433,20260618,20260824,29880,184,22,380,68,383,8,5,SNM001433,434,434.00,1,1,2026-08-24T00:00:00.000
1434,20260611,20260808,39540,86,498,393,362,322,3,1,SNM001434,435,435.00,1,1,2026-08-24T00:00:00.000
1435,20260822,20260616,58200,54,333,235,97,395,5,5,SNM001435,436,436.00,1,1,2026-08-24T00:00:00.000
1436,20260731,20260702,2940,266,110,24,126,52,6,1,SNM001436,437,437.00,1,1,2026-08-24T00:00:00.000
1437,20260721,20260531,51120,223,152,35,14,406,7,2,SNM001437,438,438.00,1,1,2026-08-24T00:00:00.000
1438,20260803,20260621,20220,236,98,224,268,154,8,4,SNM001438,439,439.00,1,1,2026-08-24T00:00:00.000
1439,20260702,20260608,70140,71,57,361,431,153,6,3,SNM001439,440,440.00,1,1,2026-08-24T00:00:00.000
1440,20260823,20260720,16380,92,35,395,179,433,2,3,SNM001440,441,441.00,1,1,2026-08-24T00:00:00.000
1441,20260604,20260612,52140,137,225,266,133,261,3,5,SNM001441,442,442.00,1,1,2026-08-24T00:00:00.000
1442,20260815,20260705,15360,117,421,291,39,488,2,3,SNM001442,443,443.00,1,1,2026-08-24T00:00:00.000
1443,20260731,20260820,37440,329,396,352,441,462,5,2,SNM001443,444,444.00,1,1,2026-08-24T00:00:00.000
1444,20260731,20260810,23640,101,215,450,282,356,8,3,SNM001444,445,445.00,1,1,2026-08-24T00:00:00.000
1445,20260625,20260814,58560,204,-1,-1,407,40,2,2,SNM001445,446,446.00,1,1,2026-08-24T00:00:00.000
1446,20260605,20260722,22320,295,1,122,276,245,2,5,SNM001446,447,447.00,1,1,2026-08-24T00:00:00.000
1447,20260702,20260727,12300,51,100,162,130,265,3,1,SNM001447,448,448.00,1,1,2026-08-24T00:00:00.000
1448,20260605,20260608,85140,223,237,258,182,176,5,2,SNM001448,449,449.00,1,1,2026-08-24T00:00:00.000
1449,20260626,20260626,82440,259,263,318,337,471,1,3,SNM001449,450,450.00,1,1,2026-08-24T00:00:00.000
1450,20260725,20260625,13560,133,435,450,275,393,8,1,SNM001450,451,451.00,1,1,2026-08-24T00:00:00.000
1451,20260704,20260714,17640,3,67,219,365,10,4,5,SNM001451,452,452.00,1,1,2026-08-24T00:00:00.000
1452,20260718,20260725,26280,286,381,432,324,168,6,4,SNM001452,453,453.00,1,1,2026-08-24T00:00:00.000
1453,20260622,20260623,46080,12,420,258,182,214,3,5,SNM001453,454,454.00,1,1,2026-08-24T00:00:00.000
1454,20260618,20260725,43140,172,443,340,117,499,2,4,SNM001454,455,455.00,1,1,2026-08-24T00:00:00.000
1455,20260821,20260608,14160,119,354,58,368,73,5,4,SNM001455,456,456.00,1,1,2026-08-24T00:00:00.000
1456,20260802,20260823,32100,330,488,18,74,47,8,3,SNM001456,457,457.00,1,1,2026-08-24T00:00:00.000
1457,20260627,20260608,53040,236,184,330,281,31,5,3,SNM001457,458,458.00,1,1,2026-08-24T00:00:00.000
1458,20260720,20260530,33180,237,374,278,449,269,4,5,SNM001458,459,459.00,1,1,2026-08-24T00:00:00.000
1459,20260622,20260813,61740,112,97,466,276,141,6,5,SNM001459,460,460.00,1,1,2026-08-24T00:00:00.000
1460,20260806,20260823,72180,88,388,279,202,493,2,2,SNM001460,461,461.00,1,1,2026-08-24T00:00:00.000
1461,20260620,20260819,39960,180,49,322,247,380,4,2,SNM001461,462,462.00,1,1,2026-08-24T00:00:00.000
1462,20260602,20260624,59100,136,-1,-1,340,301,2,3,SNM001462,463,463.00,1,1,2026-08-24T00:00:00.000
1463,20260716,20260608,600,289,44,457,104,61,2,5,SNM001463,464,464.00,1,1,2026-08-24T00:00:00.000
1464,20260805,20260707,37020,210,88,387,344,421,1,3,SNM001464,465,465.00,1,1,2026-08-24T00:00:00.000
1465,20260806,20260702,10920,43,201,354,23,9,7,5,SNM001465,466,466.00,1,1,2026-08-24T00:00:00.000
1466,20260709,20260807,75600,250,440,18,225,204,5,4,SNM001466,467,467.00,1,1,2026-08-24T00:00:00.000
1467,20260610,20260604,63120,220,188,352,210,235,3,3,SNM001467,468,468.00,1,1,2026-08-24T00:00:00.000
1468,20260606,20260701,12420,119,108,145,294,254,1,2,SNM001468,469,469.00,1,1,2026-08-24T00:00:00.000
1469,20260824,20260609,12720,235,4,74,273,382,4,1,SNM001469,470,470.00,1,1,2026-08-24T00:00:00.000
1470,20260728,20260726,38220,53,309,192,271,271,6,4,SNM001470,471,471.00,1,1,2026-08-24T00:00:00.000
1471,20260618,20260813,55860,166,58,169,270,33,6,2,SNM001471,472,472.00,1,1,2026-08-24T00:00:00.000
1472,20260603,20260606,76980,143,248,377,361,37,4,4,SNM001472,473,473.00,1,1,2026-08-24T00:00:00.000
1473,20260730,20260626,16620,37,44,85,308,159,6,4,SNM001473,474,474.00,1,1,2026-08-24T00:00:00.000
1474,20260706,20260812,48300,310,99,58,85,442,8,1,SNM001474,475,475.00,1,1,2026-08-24T00:00:00.000
1475,20260817,20260809,27060,201,284,192,290,361,8,2,SNM001475,476,476.00,1,1,2026-08-24T00:00:00.000
1476,20260630,20260705,65580,90,284,381,333,463,5,4,SNM001476,477,477.00,1,1,2026-08-24T00:00:00.000
1477,20260608,20260616,52620,42,479,99,210,199,3,1,SNM001477,478,478.00,1,1,2026-08-24T00:00:00.000
1478,20260627,20260820,11520,171,499,390,338,453,8,2,SNM001478,479,479.00,1,1,2026-08-24T00:00:00.000
1479,20260814,20260528,8580,22,-1,-1,18,135,8,1,SNM001479,480,480.00,1,1,2026-08-24T00:00:00.000
1480,20260702,20260627,71580,220,132,118,390,212,1,4,SNM001480,481,481.00,1,1,2026-08-24T00:00:00.000
1481,20260812,20260617,33540,26,387,36,393,323,5,4,SNM001481,482,482.00,1,1,2026-08-24T00:00:00.000
1482,20260609,20260628,82260,308,334,167,223,212,7,3,SNM001482,483,483.00,1,1,2026-08-24T00:00:00.000
1483,20260630,20260817,47160,329,394,376,276,391,4,4,SNM001483,484,484.00,1,1,2026-08-24T00:00:00.000
1484,20260714,20260814,72960,281,372,390,181,285,2,4,SNM001484,485,485.00,1,1,2026-08-24T00:00:00.000
1485,20260806,20260716,51300,115,10,138,448,382,3,1,SNM001485,486,486.00,1,1,2026-08-24T00:00:00.000
1486,20260615,20260611,57780,57,124,55,321,73,7,3,SNM001486,487,487.00,1,1,2026-08-24T00:00:00.000
1487,20260529,20260603,69060,86,148,363,336,394,1,5,SNM001487,488,488.00,1,1,2026-08-24T00:00:00.000
1488,20260820,20260801,8340,68,452,36,450,191,2,5,SNM001488,489,489.00,1,1,2026-08-24T00:00:00.000
1489,20260818,20260623,73920,110,495,268,107,442,4,2,SNM001489,490,490.00,1,1,2026-08-24T00:00:00.000
1490,20260531,20260804,77700,47,461,157,357,157,7,5,SNM001490,491,491.00,1,1,2026-08-24T00:00:00.000
1491,20260613,20260705,66480,211,106,239,360,173,4,2,SNM001491,492,492.00,1,1,2026-08-24T00:00:00.000
1492,20260620,20260614,34560,99,237,184,18,377,4,4,SNM001492,493,493.00,1,1,2026-08-24T00:00:00.000
1493,20260712,20260609,17040,181,370,406,436,327,4,3,SNM001493,494,494.00,1,1,2026-08-24T00:00:00.000
1494,20260804,20260815,76920,300,262,399,144,485,7,1,SNM001494,495,495.00,1,1,2026-08-24T00:00:00.000
1495,20260814,20260709,21120,319,302,247,177,361,5,5,SNM001495,496,496.00,1,1,2026-08-24T00:00:00.000
1496,20260705,20260720,5940,169,-1,-1,440,60,7,2,SNM001496,497,497.00,1,1,2026-08-24T00:00:00.000
1497,20260530,20260819,52740,220,432,429,271,284,1,3,SNM001497,498,498.00,1,1,2026-08-24T00:00:00.000
1498,20260730,20260702,34500,226,477,475,262,15,8,1,SNM001498,499,499.00,1,1,2026-08-24T00:00:00.000
1499,20260712,20260706,21120,31,53,313,298,4,5,1,SNM001499,500,500.00,1,1,2026-08-24T00:00:00.000
1500,20260625,20260627,30060,214,197,480,214,198,3,4,SNM001500,501,501.00,1,1,2026-08-24T00:00:00.000
1501,20260709,20260708,44040,281,197,176,323,135,6,2,SNM001501,502,502.00,1,1,2026-08-24T00:00:00.000
1502,20260725,20260819,45720,343,422,296,320,253,2,5,SNM001502,503,503.00,1,1,2026-08-24T00:00:00.000
1503,20260720,20260714,6720,96,457,192,316,26,1,4,SNM001503,504,504.00,1,1,2026-08-24T00:00:00.000
1504,20260707,20260817,38700,264,393,164,75,250,7,2,SNM001504,505,505.00,1,1,2026-08-24T00:00:00.000
1505,20260730,20260627,22500,273,332,199,76,196,8,1,SNM001505,506,506.00,1,1,2026-08-24T00:00:00.000
1506,20260730,20260527,71460,56,77,446,199,347,3,3,SNM001506,507,507.00,1,1,2026-08-24T00:00:00.000
1507,20260625,20260730,48600,166,23,465,336,486,5,4,SNM001507,508,508.00,1,1,2026-08-24T00:00:00.000
1508,20260608,20260819,31440,98,86,207,246,146,5,2,SNM001508,509,509.00,1,1,2026-08-24T00:00:00.000
1509,20260807,20260727,28440,103,153,28,331,60,4,2,SNM001509,510,510.00,1,1,2026-08-24T00:00:00.000
1510,20260725,20260701,38400,163,94,484,340,60,4,1,SNM001510,511,511.00,1,1,2026-08-24T00:00:00.000
1511,20260531,20260719,32100,55,356,375,224,427,1,4,SNM001511,512,512.00,1,1,2026-08-24T00:00:00.000
1512,20260821,20260719,21780,336,125,171,144,58,8,5,SNM001512,513,513.00,1,1,2026-08-24T00:00:00.000
1513,20260605,20260605,65100,202,-1,-1,197,328,1,5,SNM001513,514,514.00,1,1,2026-08-24T00:00:00.000
1514,20260628,20260719,11340,200,361,366,328,145,8,5,SNM001514,515,515.00,1,1,2026-08-24T00:00:00.000
1515,20260623,20260821,50580,306,425,317,273,282,8,3,SNM001515,516,516.00,1,1,2026-08-24T00:00:00.000
1516,20260802,20260619,3060,104,319,263,96,301,1,3,SNM001516,517,517.00,1,1,2026-08-24T00:00:00.000
1517,20260610,20260724,66420,230,336,200,148,155,3,2,SNM001517,518,518.00,1,1,2026-08-24T00:00:00.000
1518,20260527,20260615,27060,323,482,388,337,391,6,5,SNM001518,519,519.00,1,1,2026-08-24T00:00:00.000
1519,20260711,20260706,51480,311,499,338,407,58,2,2,SNM001519,520,520.00,1,1,2026-08-24T00:00:00.000
1520,20260609,20260824,57060,246,206,93,84,439,2,2,SNM001520,521,521.00,1,1,2026-08-24T00:00:00.000
1521,20260824,20260708,13440,250,373,342,95,231,8,1,SNM001521,522,522.00,1,1,2026-08-24T00:00:00.000
1522,20260623,20260609,76680,127,498,146,319,96,5,5,SNM001522,523,523.00,1,1,2026-08-24T00:00:00.000
1523,20260612,20260729,10200,320,189,423,170,396,2,5,SNM001523,524,524.00,1,1,2026-08-24T00:00:00.000
1524,20260622,20260609,69000,259,262,482,16,430,1,5,SNM001524,525,525.00,1,1,2026-08-24T00:00:00.000
1525,20260806,20260720,25020,251,297,211,257,383,4,3,SNM001525,526,526.00,1,1,2026-08-24T00:00:00.000
1526,20260529,20260814,28920,48,418,178,194,362,7,4,SNM001526,527,527.00,1,1,2026-08-24T00:00:00.000
1527,20260718,20260620,69300,151,423,351,75,430,2,1,SNM001527,528,528.00,1,1,2026-08-24T00:00:00.000
1528,20260715,20260602,71340,269,260,107,117,78,7,2,SNM001528,529,529.00,1,1,2026-08-24T00:00:00.000
1529,20260531,20260615,77580,227,348,103,433,281,4,4,SNM001529,530,530.00,1,1,2026-08-24T00:00:00.000
1530,20260630,20260610,82260,138,-1,-1,9,489,3,3,SNM001530,531,531.00,1,1,2026-08-24T00:00:00.000
1531,20260703,20260621,2640,220,8,362,397,276,2,1,SNM001531,532,532.00,1,1,2026-08-24T00:00:00.000
1532,20260530,20260725,32820,197,30,221,30,457,7,4,SNM001532,533,533.00,1,1,2026-08-24T00:00:00.000
1533,20260730,20260618,74700,84,112,252,38,177,3,2,SNM001533,534,534.00,1,1,2026-08-24T00:00:00.000
1534,20260820,20260708,10440,105,99,370,352,367,7,1,SNM001534,535,535.00,1,1,2026-08-24T00:00:00.000
1535,20260718,20260714,1200,233,388,87,413,400,4,3,SNM001535,536,536.00,1,1,2026-08-24T00:00:00.000
1536,20260823,20260710,56880,1,9,176,226,284,3,1,SNM001536,537,537.00,1,1,2026-08-24T00:00:00.000
1537,20260528,20260604,84300,115,26,393,68,191,3,2,SNM001537,538,538.00,1,1,2026-08-24T00:00:00.000
1538,20260617,20260819,85380,66,440,367,425,185,2,1,SNM001538,539,539.00,1,1,2026-08-24T00:00:00.000
1539,20260626,20260603,23100,124,43,214,386,356,8,2,SNM001539,540,540.00,1,1,2026-08-24T00:00:00.000
1540,20260610,20260809,79680,197,457,448,47,47,1,2,SNM001540,541,541.00,1,1,2026-08-24T00:00:00.000
1541,20260707,20260729,85860,266,114,10,350,373,2,3,SNM001541,542,542.00,1,1,2026-08-24T00:00:00.000
1542,20260604,20260813,5940,1,449,191,103,469,8,3,SNM001542,543,543.00,1,1,2026-08-24T00:00:00.000
1543,20260531,20260611,16920,190,95,348,439,107,3,3,SNM001543,544,544.00,1,1,2026-08-24T00:00:00.000
1544,20260822,20260606,61620,105,386,452,278,217,4,5,SNM001544,545,545.00,1,1,2026-08-24T00:00:00.000
1545,20260724,20260810,55800,260,45,117,434,76,4,5,SNM001545,546,546.00,1,1,2026-08-24T00:00:00.000
1546,20260712,20260609,41220,168,402,358,168,454,6,3,SNM001546,547,547.00,1,1,2026-08-24T00:00:00.000
1547,20260803,20260619,17340,62,-1,-1,291,134,8,3,SNM001547,548,548.00,1,1,2026-08-24T00:00:00.000
1548,20260820,20260816,42960,116,372,471,142,112,3,5,SNM001548,549,549.00,1,1,2026-08-24T00:00:00.000
1549,20260618,20260714,17940,311,32,323,291,224,1,4,SNM001549,550,550.00,1,1,2026-08-24T00:00:00.000
1550,20260531,20260610,29280,281,58,476,298,16,1,2,SNM001550,551,551.00,1,1,2026-08-24T00:00:00.000
1551,20260817,20260627,80940,321,250,63,261,14,6,5,SNM001551,552,552.00,1,1,2026-08-24T00:00:00.000
1552,20260808,20260807,51480,216,95,447,8,272,2,2,SNM001552,553,553.00,1,1,2026-08-24T00:00:00.000
1553,20260612,20260725,25140,227,469,447,96,178,4,4,SNM001553,554,554.00,1,1,2026-08-24T00:00:00.000
1554,20260703,20260627,42540,19,494,371,431,24,6,1,SNM001554,555,555.00,1,1,2026-08-24T00:00:00.000
1555,20260804,20260528,42300,73,259,274,300,338,4,5,SNM001555,556,556.00,1,1,2026-08-24T00:00:00.000
1556,20260714,20260602,26640,169,275,197,211,241,1,4,SNM001556,557,557.00,1,1,2026-08-24T00:00:00.000
1557,20260728,20260706,60900,198,167,188,301,217,3,5,SNM001557,558,558.00,1,1,2026-08-24T00:00:00.000
1558,20260630,20260707,53760,28,436,178,427,130,2,1,SNM001558,559,559.00,1,1,2026-08-24T00:00:00.000
1559,20260701,20260807,59820,64,244,325,371,88,6,1,SNM001559,560,560.00,1,1,2026-08-24T00:00:00.000
1560,20260822,20260728,24360,37,346,21,405,359,8,5,SNM001560,561,561.00,1,1,2026-08-24T00:00:00.000
1561,20260630,20260727,22500,291,498,116,34,369,8,5,SNM001561,562,562.00,1,1,2026-08-24T00:00:00.000
1562,20260617,20260612,36360,232,154,26,403,235,7,5,SNM001562,563,563.00,1,1,2026-08-24T00:00:00.000
1563,20260602,20260717,38760,84,378,350,428,233,6,1,SNM001563,564,564.00,1,1,2026-08-24T00:00:00.000
1564,20260604,20260816,44460,60,-1,-1,394,65,3,2,SNM001564,565,565.00,1,1,2026-08-24T00:00:00.000
1565,20260721,20260624,70380,287,431,318,36,343,4,5,SNM001565,566,566.00,1,1,2026-08-24T00:00:00.000
1566,20260706,20260725,44160,340,212,371,376,344,4,2,SNM001566,567,567.00,1,1,2026-08-24T00:00:00.000
1567,20260805,20260813,67560,342,170,137,78,395,8,3,SNM001567,568,568.00,1,1,2026-08-24T00:00:00.000
1568,20260627,20260717,56460,172,402,413,114,395,6,4,SNM001568,569,569.00,1,1,2026-08-24T00:00:00.000
1569,20260803,20260630,39420,104,464,97,99,364,2,4,SNM001569,570,570.00,1,1,2026-08-24T00:00:00.000
1570,20260808,20260729,83400,74,229,195,373,329,2,4,SNM001570,571,571.00,1,1,2026-08-24T00:00:00.000
1571,20260706,20260622,44700,179,488,251,220,343,3,1,SNM001571,572,572.00,1,1,2026-08-24T00:00:00.000
1572,20260802,20260715,66600,108,337,211,370,411,8,1,SNM001572,573,573.00,1,1,2026-08-24T00:00:00.000
1573,20260528,20260607,43740,76,470,340,404,494,4,1,SNM001573,574,574.00,1,1,2026-08-24T00:00:00.000
1574,20260619,20260705,79080,153,324,62,427,9,3,2,SNM001574,575,575.00,1,1,2026-08-24T00:00:00.000
1575,20260815,20260822,5580,14,345,93,394,261,2,3,SNM001575,576,576.00,1,1,2026-08-24T00:00:00.000
1576,20260613,20260721,5340,118,165,150,307,251,6,2,SNM001576,577,577.00,1,1,2026-08-24T00:00:00.000
1577,20260730,20260807,1020,25,270,77,293,25,7,4,SNM001577,578,578.00,1,1,2026-08-24T00:00:00.000
1578,20260823,20260614,57540,36,468,132,184,174,4,2,SNM001578,579,579.00,1,1,2026-08-24T00:00:00.000
1579,20260703,20260604,66120,255,241,333,16,225,3,3,SNM001579,580,580.00,1,1,2026-08-24T00:00:00.000
1580,20260812,20260607,7500,332,81,115,397,5,4,4,SNM001580,581,581.00,1,1,2026-08-24T00:00:00.000
1581,20260820,20260715,55860,143,-1,-1,155,47,8,1,SNM001581,582,582.00,1,1,2026-08-24T00:00:00.000
1582,20260608,20260809,14940,111,142,456,242,2,6,4,SNM001582,583,583.00,1,1,2026-08-24T00:00:00.000
1583,20260810,20260731,34560,8,107,361,353,57,8,3,SNM001583,584,584.00,1,1,2026-08-24T00:00:00.000
1584,20260705,20260721,6720,223,256,342,279,39,8,5,SNM001584,585,585.00,1,1,2026-08-24T00:00:00.000
1585,20260529,20260731,22380,346,328,172,200,336,6,3,SNM001585,586,586.00,1,1,2026-08-24T00:00:00.000
1586,20260724,20260808,22560,216,58,4,331,188,1,4,SNM001586,587,587.00,1,1,2026-08-24T00:00:00.000
1587,20260614,20260630,43320,203,233,48,145,97,5,5,SNM001587,588,588.00,1,1,2026-08-24T00:00:00.000
1588,20260710,20260610,71520,173,352,105,300,246,1,1,SNM001588,589,589.00,1,1,2026-08-24T00:00:00.000
1589,20260708,20260602,66180,39,449,86,309,294,8,1,SNM001589,590,590.00,1,1,2026-08-24T00:00:00.000
1590,20260807,20260709,52260,8,186,116,42,42,5,3,SNM001590,591,591.00,1,1,2026-08-24T00:00:00.000
1591,20260719,20260706,24060,215,281,359,257,280,4,5,SNM001591,592,592.00,1,1,2026-08-24T00:00:00.000
1592,20260605,20260818,62280,66,29,186,272,92,5,3,SNM001592,593,593.00,1,1,2026-08-24T00:00:00.000
1593,20260701,20260720,52200,186,346,175,430,203,4,2,SNM001593,594,594.00,1,1,2026-08-24T00:00:00.000
1594,20260628,20260707,72360,88,275,242,205,148,8,4,SNM001594,595,595.00,1,1,2026-08-24T00:00:00.000
1595,20260712,20260707,56820,220,359,220,370,252,1,2,SNM001595,596,596.00,1,1,2026-08-24T00:00:00.000
1596,20260820,20260731,14880,298,195,137,17,232,2,1,SNM001596,597,597.00,1,1,2026-08-24T00:00:00.000
1597,20260606,20260626,7200,314,304,80,252,364,1,3,SNM001597,598,598.00,1,1,2026-08-24T00:00:00.000
1598,20260709,20260624,59940,307,-1,-1,133,305,7,2,SNM001598,599,599.00,1,1,2026-08-24T00:00:00.000
1599,20260701,20260614,25020,177,24,220,388,224,3,4,SNM001599,600,600.00,1,1,2026-08-24T00:00:00.000
1600,20260722,20260808,12720,133,352,355,348,84,6,4,SNM001600,601,601.00,1,1,2026-08-24T00:00:00.000
1601,20260806,20260713,9420,273,173,451,189,123,1,3,SNM001601,602,602.00,1,1,2026-08-24T00:00:00.000
1602,20260720,20260527,61500,222,491,199,128,472,4,3,SNM001602,603,603.00,1,1,2026-08-24T00:00:00.000
1603,20260809,20260727,82440,305,334,92,55,186,6,3,SNM001603,604,604.00,1,1,2026-08-24T00:00:00.000
1604,20260605,20260714,60900,215,112,116,16,140,2,3,SNM001604,605,605.00,1,1,2026-08-24T00:00:00.000
1605,20260807,20260719,40560,219,180,109,395,437,8,2,SNM001605,606,606.00,1,1,2026-08-24T00:00:00.000
1606,20260816,20260822,26160,56,416,36,426,412,4,4,SNM001606,607,607.00,1,1,2026-08-24T00:00:00.000
1607,20260817,20260531,72660,190,470,222,391,417,8,1,SNM001607,608,608.00,1,1,2026-08-24T00:00:00.000
1608,20260806,20260624,81060,72,426,275,165,231,2,2,SNM001608,609,609.00,1,1,2026-08-24T00:00:00.000
1609,20260615,20260611,42060,38,442,79,439,347,6,2,SNM001609,610,610.00,1,1,2026-08-24T00:00:00.000
1610,20260528,20260609,17700,137,280,39,404,164,6,1,SNM001610,611,611.00,1,1,2026-08-24T00:00:00.000
1611,20260818,20260705,11820,120,374,232,191,223,1,4,SNM001611,612,612.00,1,1,2026-08-24T00:00:00.000
1612,20260714,20260806,57480,71,319,78,446,238,8,2,SNM001612,613,613.00,1,1,2026-08-24T00:00:00.000
1613,20260821,20260621,25500,269,240,395,216,220,8,5,SNM001613,614,614.00,1,1,2026-08-24T00:00:00.000
1614,20260822,20260805,1560,56,260,123,272,42,4,3,SNM001614,615,615.00,1,1,2026-08-24T00:00:00.000
1615,20260730,20260702,53340,123,-1,-1,68,169,8,3,SNM001615,616,616.00,1,1,2026-08-24T00:00:00.000
1616,20260802,20260529,66720,164,455,208,257,317,8,2,SNM001616,617,617.00,1,1,2026-08-24T00:00:00.000
1617,20260527,20260711,80940,77,235,195,253,319,8,2,SNM001617,618,618.00,1,1,2026-08-24T00:00:00.000
1618,20260725,20260531,23040,14,400,164,235,359,4,1,SNM001618,619,619.00,1,1,2026-08-24T00:00:00.000
1619,20260804,20260607,56820,233,155,64,447,312,3,3,SNM001619,620,620.00,1,1,2026-08-24T00:00:00.000
1620,20260608,20260719,4680,197,246,373,392,37,8,5,SNM001620,621,621.00,1,1,2026-08-24T00:00:00.000
1621,20260811,20260801,55860,126,302,162,447,9,2,4,SNM001621,622,622.00,1,1,2026-08-24T00:00:00.000
1622,20260804,20260822,13260,311,61,205,408,216,8,5,SNM001622,623,623.00,1,1,2026-08-24T00:00:00.000
1623,20260614,20260823,55260,97,96,98,412,361,6,2,SNM001623,624,624.00,1,1,2026-08-24T00:00:00.000
1624,20260703,20260612,75660,67,488,209,2,495,7,3,SNM001624,625,625.00,1,1,2026-08-24T00:00:00.000
1625,20260715,20260713,40200,332,405,103,197,426,4,2,SNM001625,626,626.00,1,1,2026-08-24T00:00:00.000
1626,20260718,20260528,18660,79,407,65,43,325,3,4,SNM001626,627,627.00,1,1,2026-08-24T00:00:00.000
1627,20260815,20260608,41700,120,292,328,371,75,1,4,SNM001627,628,628.00,1,1,2026-08-24T00:00:00.000
1628,20260615,20260718,75480,131,499,175,417,43,6,3,SNM001628,629,629.00,1,1,2026-08-24T00:00:00.000
1629,20260613,20260809,7800,279,292,68,303,66,4,1,SNM001629,630,630.00,1,1,2026-08-24T00:00:00.000
1630,20260719,20260822,41880,299,435,323,100,326,2,1,SNM001630,631,631.00,1,1,2026-08-24T00:00:00.000
1631,20260803,20260706,36780,137,11,169,393,122,4,5,SNM001631,632,632.00,1,1,2026-08-24T00:00:00.000
1632,20260610,20260729,75060,139,-1,-1,164,94,5,4,SNM001632,633,633.00,1,1,2026-08-24T00:00:00.000
1633,20260621,20260711,28680,343,117,1,139,216,6,2,SNM001633,634,634.00,1,1,2026-08-24T00:00:00.000
1634,20260601,20260818,76440,126,381,319,330,443,1,4,SNM001634,635,635.00,1,1,2026-08-24T00:00:00.000
1635,20260701,20260530,35040,250,426,218,358,411,6,3,SNM001635,636,636.00,1,1,2026-08-24T00:00:00.000
1636,20260802,20260607,11160,127,190,285,290,469,7,5,SNM001636,637,637.00,1,1,2026-08-24T00:00:00.000
1637,20260815,20260706,84300,73,458,140,401,308,7,5,SNM001637,638,638.00,1,1,2026-08-24T00:00:00.000
1638,20260628,20260722,43620,248,454,86,93,399,6,3,SNM001638,639,639.00,1,1,2026-08-24T00:00:00.000
1639,20260723,20260802,16560,311,11,328,413,226,5,2,SNM001639,640,640.00,1,1,2026-08-24T00:00:00.000
1640,20260701,20260812,53820,292,68,212,71,238,6,4,SNM001640,641,641.00,1,1,2026-08-24T00:00:00.000
1641,20260622,20260822,35280,21,103,168,340,289,1,2,SNM001641,642,642.00,1,1,2026-08-24T00:00:00.000
1642,20260706,20260824,21780,81,471,109,185,323,6,3,SNM001642,643,643.00,1,1,2026-08-24T00:00:00.000
1643,20260629,20260715,42960,12,453,114,237,363,4,5,SNM001643,644,644.00,1,1,2026-08-24T00:00:00.000
1644,20260606,20260824,52980,37,47,478,357,350,7,4,SNM001644,645,645.00,1,1,2026-08-24T00:00:00.000
1645,20260819,20260722,60900,275,259,245,30,350,3,3,SNM001645,646,646.00,1,1,2026-08-24T00:00:00.000
1646,20260822,20260612,80460,34,301,341,221,186,6,4,SNM001646,647,647.00,1,1,2026-08-24T00:00:00.000
1647,20260731,20260701,47640,170,24,382,370,135,6,4,SNM001647,648,648.00,1,1,2026-08-24T00:00:00.000
1648,20260614,20260607,54000,309,95,176,86,90,7,2,SNM001648,649,649.00,1,1,2026-08-24T00:00:00.000
1649,20260705,20260704,85380,153,-1,-1,96,484,1,2,SNM001649,650,650.00,1,1,2026-08-24T00:00:00.000
1650,20260531,20260623,25260,203,98,224,39,280,1,1,SNM001650,651,651.00,1,1,2026-08-24T00:00:00.000
1651,20260730,20260728,60180,103,459,374,401,163,6,4,SNM001651,652,652.00,1,1,2026-08-24T00:00:00.000
1652,20260613,20260721,34500,21,258,137,390,168,2,2,SNM001652,653,653.00,1,1,2026-08-24T00:00:00.000
1653,20260723,20260705,70860,305,168,85,262,340,3,4,SNM001653,654,654.00,1,1,2026-08-24T00:00:00.000
1654,20260606,20260607,85260,260,492,91,80,172,8,5,SNM001654,655,655.00,1,1,2026-08-24T00:00:00.000
1655,20260528,20260615,37620,264,49,266,18,304,3,1,SNM001655,656,656.00,1,1,2026-08-24T00:00:00.000
1656,20260617,20260812,26340,148,407,471,105,79,5,2,SNM001656,657,657.00,1,1,2026-08-24T00:00:00.000
1657,20260618,20260620,22980,34,462,236,337,225,2,4,SNM001657,658,658.00,1,1,2026-08-24T00:00:00.000
1658,20260601,20260717,55200,137,348,314,57,352,4,1,SNM001658,659,659.00,1,1,2026-08-24T00:00:00.000
1659,20260810,20260710,69720,120,270,325,378,282,3,3,SNM001659,660,660.00,1,1,2026-08-24T00:00:00.000
