EnergyGreenhouseGasSnapshotKey,SnapshotDateKey,PlantKey,EnergyCarrierKey,EnergyEmissionFactorKey,BusinessUnitKey,EnergyEmissionScopeKey,UnitOfMeasureKey,ActivityQuantity,CarbonDioxideEquivalentTonnes,BiogenicCarbonDioxideTonnes,SourceSystemKey,BatchId,LoadedAtUtc
793,20260611,212,12,391,383,1,3,555.200000,794.000000,794.000000,1,1,2026-08-24T00:00:00.000
794,20260712,294,41,143,231,1,4,555.900000,795.000000,795.000000,1,1,2026-08-24T00:00:00.000
795,20260821,282,3,195,433,1,2,556.600000,796.000000,796.000000,1,1,2026-08-24T00:00:00.000
796,20260726,239,49,335,474,5,2,557.300000,797.000000,797.000000,1,1,2026-08-24T00:00:00.000
797,20260527,255,38,380,11,5,6,558.000000,798.000000,798.000000,1,1,2026-08-24T00:00:00.000
798,20260724,178,30,405,264,1,1,558.700000,799.000000,799.000000,1,1,2026-08-24T00:00:00.000
799,20260804,194,45,203,-1,1,7,559.400000,800.000000,800.000000,1,1,2026-08-24T00:00:00.000
800,20260707,257,16,210,186,4,3,560.100000,801.000000,801.000000,1,1,2026-08-24T00:00:00.000
801,20260708,336,28,10,279,5,2,560.800000,802.000000,802.000000,1,1,2026-08-24T00:00:00.000
802,20260815,176,38,291,6,4,7,561.500000,803.000000,803.000000,1,1,2026-08-24T00:00:00.000
803,20260617,140,50,405,103,4,6,562.200000,804.000000,804.000000,1,1,2026-08-24T00:00:00.000
804,20260808,34,3,244,361,3,7,562.900000,805.000000,805.000000,1,1,2026-08-24T00:00:00.000
805,20260820,322,29,38,117,1,2,563.600000,806.000000,806.000000,1,1,2026-08-24T00:00:00.000
806,20260628,227,30,98,192,3,7,564.300000,807.000000,807.000000,1,1,2026-08-24T00:00:00.000
807,20260527,12,6,402,8,4,7,565.000000,808.000000,808.000000,1,1,2026-08-24T00:00:00.000
808,20260607,237,52,291,399,3,4,565.700000,809.000000,809.000000,1,1,2026-08-24T00:00:00.000
809,20260613,56,11,98,386,3,6,566.400000,810.000000,810.000000,1,1,2026-08-24T00:00:00.000
810,20260612,146,11,134,79,5,3,567.100000,811.000000,811.000000,1,1,2026-08-24T00:00:00.000
811,20260818,348,50,218,47,5,7,567.800000,812.000000,812.000000,1,1,2026-08-24T00:00:00.000
812,20260808,7,53,370,182,3,7,568.500000,813.000000,813.000000,1,1,2026-08-24T00:00:00.000
813,20260617,292,27,210,75,5,4,569.200000,814.000000,814.000000,1,1,2026-08-24T00:00:00.000
814,20260623,23,29,240,383,5,7,569.900000,815.000000,815.000000,1,1,2026-08-24T00:00:00.000
815,20260818,107,19,67,488,1,5,570.600000,816.000000,816.000000,1,1,2026-08-24T00:00:00.000
816,20260701,195,27,244,-1,3,3,571.300000,817.000000,817.000000,1,1,2026-08-24T00:00:00.000
817,20260801,179,44,145,236,3,5,572.000000,818.000000,818.000000,1,1,2026-08-24T00:00:00.000
818,20260528,139,46,203,112,1,5,572.700000,819.000000,819.000000,1,1,2026-08-24T00:00:00.000
819,20260804,337,31,387,418,1,4,573.400000,820.000000,820.000000,1,1,2026-08-24T00:00:00.000
820,20260629,77,3,340,209,4,3,574.100000,821.000000,821.000000,1,1,2026-08-24T00:00:00.000
821,20260628,140,18,20,200,5,6,574.800000,822.000000,822.000000,1,1,2026-08-24T00:00:00.000
822,20260624,189,7,408,26,3,6,575.500000,823.000000,823.000000,1,1,2026-08-24T00:00:00.000
823,20260610,266,11,88,428,5,2,576.200000,824.000000,824.000000,1,1,2026-08-24T00:00:00.000
824,20260624,113,9,150,271,3,2,576.900000,825.000000,825.000000,1,1,2026-08-24T00:00:00.000
825,20260710,115,55,400,123,3,5,577.600000,826.000000,826.000000,1,1,2026-08-24T00:00:00.000
826,20260702,190,29,86,99,5,5,578.300000,827.000000,827.000000,1,1,2026-08-24T00:00:00.000
827,20260731,226,9,438,367,2,2,579.000000,828.000000,828.000000,1,1,2026-08-24T00:00:00.000
828,20260805,213,34,245,350,4,3,579.700000,829.000000,829.000000,1,1,2026-08-24T00:00:00.000
829,20260822,347,22,184,297,5,6,580.400000,830.000000,830.000000,1,1,2026-08-24T00:00:00.000
830,20260705,193,52,296,262,3,7,581.100000,831.000000,831.000000,1,1,2026-08-24T00:00:00.000
831,20260613,127,55,9,481,4,7,581.800000,832.000000,832.000000,1,1,2026-08-24T00:00:00.000
832,20260702,87,8,153,49,2,7,582.500000,833.000000,833.000000,1,1,2026-08-24T00:00:00.000
833,20260609,20,22,189,-1,3,4,583.200000,834.000000,834.000000,1,1,2026-08-24T00:00:00.000
834,20260625,245,40,53,32,2,4,583.900000,835.000000,835.000000,1,1,2026-08-24T00:00:00.000
835,20260616,313,27,276,262,5,7,584.600000,836.000000,836.000000,1,1,2026-08-24T00:00:00.000
836,20260812,251,8,301,320,3,3,585.300000,837.000000,837.000000,1,1,2026-08-24T00:00:00.000
837,20260803,249,15,207,254,3,6,586.000000,838.000000,838.000000,1,1,2026-08-24T00:00:00.000
838,20260615,149,30,107,411,3,6,586.700000,839.000000,839.000000,1,1,2026-08-24T00:00:00.000
839,20260819,179,8,285,84,4,3,587.400000,840.000000,840.000000,1,1,2026-08-24T00:00:00.000
840,20260701,43,46,234,90,1,3,588.100000,841.000000,841.000000,1,1,2026-08-24T00:00:00.000
841,20260714,335,52,168,316,3,3,588.800000,842.000000,842.000000,1,1,2026-08-24T00:00:00.000
842,20260711,29,1,453,383,3,5,589.500000,843.000000,843.000000,1,1,2026-08-24T00:00:00.000
843,20260629,103,40,154,313,3,1,590.200000,844.000000,844.000000,1,1,2026-08-24T00:00:00.000
844,20260802,302,31,474,382,5,1,590.900000,845.000000,845.000000,1,1,2026-08-24T00:00:00.000
845,20260821,157,38,254,351,5,4,591.600000,846.000000,846.000000,1,1,2026-08-24T00:00:00.000
846,20260707,221,36,403,184,3,2,592.300000,847.000000,847.000000,1,1,2026-08-24T00:00:00.000
847,20260801,247,51,357,178,1,4,593.000000,848.000000,848.000000,1,1,2026-08-24T00:00:00.000
848,20260805,87,7,89,396,3,2,593.700000,849.000000,849.000000,1,1,2026-08-24T00:00:00.000
849,20260819,50,39,413,142,1,2,594.400000,850.000000,850.000000,1,1,2026-08-24T00:00:00.000
850,20260704,262,48,51,-1,4,7,595.100000,851.000000,851.000000,1,1,2026-08-24T00:00:00.000
851,20260530,207,18,136,114,5,2,595.800000,852.000000,852.000000,1,1,2026-08-24T00:00:00.000
852,20260721,226,27,352,171,4,4,596.500000,853.000000,853.000000,1,1,2026-08-24T00:00:00.000
853,20260613,280,36,197,437,5,7,597.200000,854.000000,854.000000,1,1,2026-08-24T00:00:00.000
854,20260710,35,51,102,172,1,2,597.900000,855.000000,855.000000,1,1,2026-08-24T00:00:00.000
855,20260728,165,35,200,101,2,1,598.600000,856.000000,856.000000,1,1,2026-08-24T00:00:00.000
856,20260601,159,17,237,170,3,4,599.300000,857.000000,857.000000,1,1,2026-08-24T00:00:00.000
857,20260814,305,18,73,112,2,6,600.000000,858.000000,858.000000,1,1,2026-08-24T00:00:00.000
858,20260727,3,50,383,293,3,4,600.700000,859.000000,859.000000,1,1,2026-08-24T00:00:00.000
859,20260611,141,27,90,145,2,2,601.400000,860.000000,860.000000,1,1,2026-08-24T00:00:00.000
860,20260806,64,32,357,355,1,6,602.100000,861.000000,861.000000,1,1,2026-08-24T00:00:00.000
861,20260529,273,16,336,222,3,1,602.800000,862.000000,862.000000,1,1,2026-08-24T00:00:00.000
862,20260728,107,22,328,121,1,1,603.500000,863.000000,863.000000,1,1,2026-08-24T00:00:00.000
863,20260804,251,26,383,99,5,7,604.200000,864.000000,864.000000,1,1,2026-08-24T00:00:00.000
864,20260729,277,47,16,394,3,7,604.900000,865.000000,865.000000,1,1,2026-08-24T00:00:00.000
865,20260704,244,18,285,35,1,1,605.600000,866.000000,866.000000,1,1,2026-08-24T00:00:00.000
866,20260701,227,32,371,283,2,3,606.300000,867.000000,867.000000,1,1,2026-08-24T00:00:00.000
867,20260714,227,43,493,-1,4,2,607.000000,868.000000,868.000000,1,1,2026-08-24T00:00:00.000
868,20260713,213,10,385,487,3,6,607.700000,869.000000,869.000000,1,1,2026-08-24T00:00:00.000
869,20260623,199,46,230,129,5,2,608.400000,870.000000,870.000000,1,1,2026-08-24T00:00:00.000
870,20260723,208,1,80,89,3,2,609.100000,871.000000,871.000000,1,1,2026-08-24T00:00:00.000
871,20260716,334,2,347,280,4,7,609.800000,872.000000,872.000000,1,1,2026-08-24T00:00:00.000
872,20260630,319,11,244,453,1,5,610.500000,873.000000,873.000000,1,1,2026-08-24T00:00:00.000
873,20260823,166,33,411,443,3,7,611.200000,874.000000,874.000000,1,1,2026-08-24T00:00:00.000
874,20260815,74,22,297,270,3,7,611.900000,875.000000,875.000000,1,1,2026-08-24T00:00:00.000
875,20260625,145,40,431,39,3,1,612.600000,876.000000,876.000000,1,1,2026-08-24T00:00:00.000
876,20260705,231,9,375,206,5,3,613.300000,877.000000,877.000000,1,1,2026-08-24T00:00:00.000
877,20260602,49,49,412,137,3,2,614.000000,878.000000,878.000000,1,1,2026-08-24T00:00:00.000
878,20260720,262,29,359,147,2,2,614.700000,879.000000,879.000000,1,1,2026-08-24T00:00:00.000
879,20260614,76,40,128,189,3,4,615.400000,880.000000,880.000000,1,1,2026-08-24T00:00:00.000
880,20260625,46,9,225,253,5,6,616.100000,881.000000,881.000000,1,1,2026-08-24T00:00:00.000
881,20260823,247,14,402,437,5,3,616.800000,882.000000,882.000000,1,1,2026-08-24T00:00:00.000
882,20260618,295,10,42,147,5,4,617.500000,883.000000,883.000000,1,1,2026-08-24T00:00:00.000
883,20260605,119,6,174,4,4,2,618.200000,884.000000,884.000000,1,1,2026-08-24T00:00:00.000
884,20260630,265,11,16,-1,1,7,618.900000,885.000000,885.000000,1,1,2026-08-24T00:00:00.000
885,20260611,241,51,23,371,5,7,619.600000,886.000000,886.000000,1,1,2026-08-24T00:00:00.000
886,20260817,228,1,454,226,3,4,620.300000,887.000000,887.000000,1,1,2026-08-24T00:00:00.000
887,20260703,75,5,105,43,4,5,621.000000,888.000000,888.000000,1,1,2026-08-24T00:00:00.000
888,20260605,249,5,101,89,3,5,621.700000,889.000000,889.000000,1,1,2026-08-24T00:00:00.000
889,20260704,350,28,458,384,5,7,622.400000,890.000000,890.000000,1,1,2026-08-24T00:00:00.000
890,20260820,320,44,288,57,4,3,623.100000,891.000000,891.000000,1,1,2026-08-24T00:00:00.000
891,20260608,52,46,348,118,3,3,623.800000,892.000000,892.000000,1,1,2026-08-24T00:00:00.000
892,20260617,77,53,167,74,3,5,624.500000,893.000000,893.000000,1,1,2026-08-24T00:00:00.000
893,20260710,290,41,313,266,2,4,625.200000,894.000000,894.000000,1,1,2026-08-24T00:00:00.000
894,20260616,302,6,385,104,4,4,625.900000,895.000000,895.000000,1,1,2026-08-24T00:00:00.000
895,20260819,51,48,5,31,3,4,626.600000,896.000000,896.000000,1,1,2026-08-24T00:00:00.000
896,20260616,263,20,211,47,3,5,627.300000,897.000000,897.000000,1,1,2026-08-24T00:00:00.000
897,20260722,18,48,433,46,3,4,628.000000,898.000000,898.000000,1,1,2026-08-24T00:00:00.000
898,20260723,267,11,83,161,2,1,628.700000,899.000000,899.000000,1,1,2026-08-24T00:00:00.000
899,20260714,326,28,66,298,4,5,629.400000,900.000000,900.000000,1,1,2026-08-24T00:00:00.000
900,20260714,277,15,35,480,4,2,630.100000,901.000000,901.000000,1,1,2026-08-24T00:00:00.000
901,20260712,165,32,132,-1,3,6,630.800000,902.000000,902.000000,1,1,2026-08-24T00:00:00.000
902,20260727,220,31,19,239,5,7,631.500000,903.000000,903.000000,1,1,2026-08-24T00:00:00.000
903,20260716,232,52,267,460,5,6,632.200000,904.000000,904.000000,1,1,2026-08-24T00:00:00.000
904,20260818,169,28,464,398,4,6,632.900000,905.000000,905.000000,1,1,2026-08-24T00:00:00.000
905,20260717,188,5,309,411,5,2,633.600000,906.000000,906.000000,1,1,2026-08-24T00:00:00.000
906,20260605,60,43,406,68,4,6,634.300000,907.000000,907.000000,1,1,2026-08-24T00:00:00.000
907,20260722,62,47,266,158,3,7,635.000000,908.000000,908.000000,1,1,2026-08-24T00:00:00.000
908,20260808,233,3,93,444,2,4,635.700000,909.000000,909.000000,1,1,2026-08-24T00:00:00.000
909,20260616,234,35,108,367,2,6,636.400000,910.000000,910.000000,1,1,2026-08-24T00:00:00.000
910,20260715,21,3,394,431,4,5,637.100000,911.000000,911.000000,1,1,2026-08-24T00:00:00.000
911,20260603,116,11,27,183,2,4,637.800000,912.000000,912.000000,1,1,2026-08-24T00:00:00.000
912,20260706,85,55,1,296,4,5,638.500000,913.000000,913.000000,1,1,2026-08-24T00:00:00.000
913,20260817,189,46,391,304,1,6,639.200000,914.000000,914.000000,1,1,2026-08-24T00:00:00.000
914,20260820,165,53,485,268,1,3,639.900000,915.000000,915.000000,1,1,2026-08-24T00:00:00.000
915,20260702,223,2,239,432,3,3,640.600000,916.000000,916.000000,1,1,2026-08-24T00:00:00.000
916,20260628,72,53,289,483,3,4,641.300000,917.000000,917.000000,1,1,2026-08-24T00:00:00.000
917,20260601,331,41,293,225,4,1,642.000000,918.000000,918.000000,1,1,2026-08-24T00:00:00.000
918,20260824,59,51,460,-1,3,6,642.700000,919.000000,919.000000,1,1,2026-08-24T00:00:00.000
919,20260807,155,33,49,193,5,2,643.400000,920.000000,920.000000,1,1,2026-08-24T00:00:00.000
920,20260706,209,24,83,183,5,2,644.100000,921.000000,921.000000,1,1,2026-08-24T00:00:00.000
921,20260630,101,39,442,37,4,5,644.800000,922.000000,922.000000,1,1,2026-08-24T00:00:00.000
922,20260708,273,47,490,40,2,4,645.500000,923.000000,923.000000,1,1,2026-08-24T00:00:00.000
923,20260624,316,17,453,220,2,5,646.200000,924.000000,924.000000,1,1,2026-08-24T00:00:00.000
924,20260627,213,25,326,210,3,4,646.900000,925.000000,925.000000,1,1,2026-08-24T00:00:00.000
925,20260711,320,14,125,93,5,7,647.600000,926.000000,926.000000,1,1,2026-08-24T00:00:00.000
926,20260817,97,45,251,254,2,4,648.300000,927.000000,927.000000,1,1,2026-08-24T00:00:00.000
927,20260708,173,32,296,125,5,6,649.000000,928.000000,928.000000,1,1,2026-08-24T00:00:00.000
928,20260717,23,12,45,363,2,7,649.700000,929.000000,929.000000,1,1,2026-08-24T00:00:00.000
929,20260712,46,54,165,176,3,2,650.400000,930.000000,930.000000,1,1,2026-08-24T00:00:00.000
930,20260822,275,54,310,406,3,6,651.100000,931.000000,931.000000,1,1,2026-08-24T00:00:00.000
931,20260707,193,16,318,314,2,5,651.800000,932.000000,932.000000,1,1,2026-08-24T00:00:00.000
932,20260718,65,52,108,51,1,6,652.500000,933.000000,933.000000,1,1,2026-08-24T00:00:00.000
933,20260714,58,30,5,54,5,4,653.200000,934.000000,934.000000,1,1,2026-08-24T00:00:00.000
934,20260815,212,32,425,102,3,1,653.900000,935.000000,935.000000,1,1,2026-08-24T00:00:00.000
935,20260618,177,29,57,-1,2,7,654.600000,936.000000,936.000000,1,1,2026-08-24T00:00:00.000
936,20260822,221,38,295,326,2,7,655.300000,937.000000,937.000000,1,1,2026-08-24T00:00:00.000
937,20260731,279,16,191,59,2,5,656.000000,938.000000,938.000000,1,1,2026-08-24T00:00:00.000
938,20260814,309,18,412,63,1,5,656.700000,939.000000,939.000000,1,1,2026-08-24T00:00:00.000
939,20260628,99,29,108,13,2,1,657.400000,940.000000,940.000000,1,1,2026-08-24T00:00:00.000
940,20260712,65,4,433,392,5,6,658.100000,941.000000,941.000000,1,1,2026-08-24T00:00:00.000
941,20260625,71,2,404,402,5,3,658.800000,942.000000,942.000000,1,1,2026-08-24T00:00:00.000
942,20260723,158,28,34,458,5,5,659.500000,943.000000,943.000000,1,1,2026-08-24T00:00:00.000
943,20260604,203,7,31,427,4,5,660.200000,944.000000,944.000000,1,1,2026-08-24T00:00:00.000
944,20260602,295,9,239,261,1,7,660.900000,945.000000,945.000000,1,1,2026-08-24T00:00:00.000
945,20260804,242,31,192,53,3,6,661.600000,946.000000,946.000000,1,1,2026-08-24T00:00:00.000
946,20260527,159,52,238,378,3,5,662.300000,947.000000,947.000000,1,1,2026-08-24T00:00:00.000
947,20260601,54,49,348,335,5,2,663.000000,948.000000,948.000000,1,1,2026-08-24T00:00:00.000
948,20260601,273,4,47,210,3,4,663.700000,949.000000,949.000000,1,1,2026-08-24T00:00:00.000
949,20260603,231,45,24,292,4,6,664.400000,950.000000,950.000000,1,1,2026-08-24T00:00:00.000
950,20260814,328,13,210,203,3,5,665.100000,951.000000,951.000000,1,1,2026-08-24T00:00:00.000
951,20260723,270,20,297,165,1,5,665.800000,952.000000,952.000000,1,1,2026-08-24T00:00:00.000
952,20260813,86,45,119,-1,1,6,666.500000,953.000000,953.000000,1,1,2026-08-24T00:00:00.000
953,20260528,93,2,9,254,5,2,667.200000,954.000000,954.000000,1,1,2026-08-24T00:00:00.000
954,20260722,297,1,286,46,5,7,667.900000,955.000000,955.000000,1,1,2026-08-24T00:00:00.000
955,20260612,140,35,165,116,5,7,668.600000,956.000000,956.000000,1,1,2026-08-24T00:00:00.000
956,20260809,325,25,459,141,4,6,669.300000,957.000000,957.000000,1,1,2026-08-24T00:00:00.000
957,20260812,70,20,419,430,5,6,670.000000,958.000000,958.000000,1,1,2026-08-24T00:00:00.000
958,20260811,39,13,309,258,1,7,670.700000,959.000000,959.000000,1,1,2026-08-24T00:00:00.000
959,20260722,267,20,103,334,3,6,671.400000,960.000000,960.000000,1,1,2026-08-24T00:00:00.000
960,20260601,68,32,318,338,5,4,672.100000,961.000000,961.000000,1,1,2026-08-24T00:00:00.000
961,20260822,217,18,409,314,1,5,672.800000,962.000000,962.000000,1,1,2026-08-24T00:00:00.000
962,20260603,158,1,112,379,1,5,673.500000,963.000000,963.000000,1,1,2026-08-24T00:00:00.000
963,20260803,78,33,233,20,1,2,674.200000,964.000000,964.000000,1,1,2026-08-24T00:00:00.000
964,20260708,66,28,369,329,3,2,674.900000,965.000000,965.000000,1,1,2026-08-24T00:00:00.000
965,20260727,181,7,151,294,4,6,675.600000,966.000000,966.000000,1,1,2026-08-24T00:00:00.000
966,20260613,240,6,216,120,3,5,676.300000,967.000000,967.000000,1,1,2026-08-24T00:00:00.000
967,20260818,161,29,446,161,2,7,677.000000,968.000000,968.000000,1,1,2026-08-24T00:00:00.000
968,20260818,233,48,247,64,1,7,677.700000,969.000000,969.000000,1,1,2026-08-24T00:00:00.000
969,20260701,179,43,470,-1,1,4,678.400000,970.000000,970.000000,1,1,2026-08-24T00:00:00.000
970,20260718,208,43,204,411,2,1,679.100000,971.000000,971.000000,1,1,2026-08-24T00:00:00.000
971,20260604,62,27,128,241,5,2,679.800000,972.000000,972.000000,1,1,2026-08-24T00:00:00.000
972,20260719,318,27,497,279,1,7,680.500000,973.000000,973.000000,1,1,2026-08-24T00:00:00.000
973,20260619,205,38,395,360,3,3,681.200000,974.000000,974.000000,1,1,2026-08-24T00:00:00.000
974,20260822,190,7,453,433,3,4,681.900000,975.000000,975.000000,1,1,2026-08-24T00:00:00.000
975,20260622,109,28,187,475,2,2,682.600000,976.000000,976.000000,1,1,2026-08-24T00:00:00.000
976,20260629,73,9,496,196,4,3,683.300000,977.000000,977.000000,1,1,2026-08-24T00:00:00.000
977,20260527,30,12,245,466,5,1,684.000000,978.000000,978.000000,1,1,2026-08-24T00:00:00.000
978,20260731,279,40,238,393,5,1,684.700000,979.000000,979.000000,1,1,2026-08-24T00:00:00.000
979,20260621,328,41,178,159,5,4,685.400000,980.000000,980.000000,1,1,2026-08-24T00:00:00.000
980,20260626,301,23,214,398,3,7,686.100000,981.000000,981.000000,1,1,2026-08-24T00:00:00.000
981,20260820,318,31,31,454,3,3,686.800000,982.000000,982.000000,1,1,2026-08-24T00:00:00.000
982,20260717,2,5,263,363,1,6,687.500000,983.000000,983.000000,1,1,2026-08-24T00:00:00.000
983,20260627,129,13,68,193,4,7,688.200000,984.000000,984.000000,1,1,2026-08-24T00:00:00.000
984,20260528,236,38,73,352,1,6,688.900000,985.000000,985.000000,1,1,2026-08-24T00:00:00.000
985,20260713,129,51,370,381,5,5,689.600000,986.000000,986.000000,1,1,2026-08-24T00:00:00.000
986,20260717,114,42,140,-1,4,7,690.300000,987.000000,987.000000,1,1,2026-08-24T00:00:00.000
987,20260709,321,22,197,364,1,4,691.000000,988.000000,988.000000,1,1,2026-08-24T00:00:00.000
988,20260609,207,29,231,394,3,4,691.700000,989.000000,989.000000,1,1,2026-08-24T00:00:00.000
989,20260813,127,11,378,434,5,4,692.400000,990.000000,990.000000,1,1,2026-08-24T00:00:00.000
990,20260730,31,8,321,154,3,3,693.100000,991.000000,991.000000,1,1,2026-08-24T00:00:00.000
991,20260712,24,39,492,101,2,5,693.800000,992.000000,992.000000,1,1,2026-08-24T00:00:00.000
992,20260713,255,25,125,340,4,7,694.500000,993.000000,993.000000,1,1,2026-08-24T00:00:00.000
993,20260530,176,50,298,363,2,2,695.200000,994.000000,994.000000,1,1,2026-08-24T00:00:00.000
994,20260623,222,10,415,295,5,3,695.900000,995.000000,995.000000,1,1,2026-08-24T00:00:00.000
995,20260718,38,14,440,399,4,7,696.600000,996.000000,996.000000,1,1,2026-08-24T00:00:00.000
996,20260605,282,39,57,17,1,2,697.300000,997.000000,997.000000,1,1,2026-08-24T00:00:00.000
997,20260606,96,2,244,108,1,4,698.000000,998.000000,998.000000,1,1,2026-08-24T00:00:00.000
998,20260528,97,5,212,16,1,1,698.700000,999.000000,999.000000,1,1,2026-08-24T00:00:00.000
999,20260720,34,9,404,269,1,2,699.400000,1000.000000,1000.000000,1,1,2026-08-24T00:00:00.000
1000,20260823,145,25,60,114,1,6,700.100000,1.000000,1.000000,1,1,2026-08-24T00:00:00.000
1001,20260713,233,14,38,2,5,5,700.800000,2.000000,2.000000,1,1,2026-08-24T00:00:00.000
1002,20260803,298,24,164,45,1,3,701.500000,3.000000,3.000000,1,1,2026-08-24T00:00:00.000
1003,20260627,195,27,176,-1,2,7,702.200000,4.000000,4.000000,1,1,2026-08-24T00:00:00.000
1004,20260821,334,15,29,197,2,2,702.900000,5.000000,5.000000,1,1,2026-08-24T00:00:00.000
1005,20260610,81,36,64,171,5,2,703.600000,6.000000,6.000000,1,1,2026-08-24T00:00:00.000
1006,20260720,164,28,93,353,1,6,704.300000,7.000000,7.000000,1,1,2026-08-24T00:00:00.000
1007,20260719,187,20,35,225,5,5,705.000000,8.000000,8.000000,1,1,2026-08-24T00:00:00.000
1008,20260814,335,2,476,461,3,2,705.700000,9.000000,9.000000,1,1,2026-08-24T00:00:00.000
1009,20260720,106,5,461,446,5,7,706.400000,10.000000,10.000000,1,1,2026-08-24T00:00:00.000
1010,20260624,300,21,380,316,1,5,707.100000,11.000000,11.000000,1,1,2026-08-24T00:00:00.000
1011,20260611,105,15,383,355,1,4,707.800000,12.000000,12.000000,1,1,2026-08-24T00:00:00.000
1012,20260706,307,25,150,363,1,3,708.500000,13.000000,13.000000,1,1,2026-08-24T00:00:00.000
1013,20260728,85,26,303,185,3,3,709.200000,14.000000,14.000000,1,1,2026-08-24T00:00:00.000
1014,20260723,229,2,187,140,2,3,709.900000,15.000000,15.000000,1,1,2026-08-24T00:00:00.000
1015,20260721,142,18,231,265,2,5,710.600000,16.000000,16.000000,1,1,2026-08-24T00:00:00.000
1016,20260629,296,3,155,68,2,5,711.300000,17.000000,17.000000,1,1,2026-08-24T00:00:00.000
1017,20260812,16,45,426,12,2,6,712.000000,18.000000,18.000000,1,1,2026-08-24T00:00:00.000
1018,20260722,163,55,399,66,1,1,712.700000,19.000000,19.000000,1,1,2026-08-24T00:00:00.000
1019,20260713,248,15,53,19,4,3,713.400000,20.000000,20.000000,1,1,2026-08-24T00:00:00.000
1020,20260527,228,13,324,-1,2,1,714.100000,21.000000,21.000000,1,1,2026-08-24T00:00:00.000
1021,20260817,328,10,63,487,4,5,714.800000,22.000000,22.000000,1,1,2026-08-24T00:00:00.000
1022,20260611,38,18,267,56,3,1,715.500000,23.000000,23.000000,1,1,2026-08-24T00:00:00.000
1023,20260626,263,2,38,126,3,6,716.200000,24.000000,24.000000,1,1,2026-08-24T00:00:00.000
1024,20260818,237,52,102,309,2,1,716.900000,25.000000,25.000000,1,1,2026-08-24T00:00:00.000
1025,20260810,49,8,82,234,3,6,717.600000,26.000000,26.000000,1,1,2026-08-24T00:00:00.000
1026,20260724,310,6,466,40,2,2,718.300000,27.000000,27.000000,1,1,2026-08-24T00:00:00.000
1027,20260821,204,45,316,171,3,1,719.000000,28.000000,28.000000,1,1,2026-08-24T00:00:00.000
1028,20260805,23,39,264,153,2,3,719.700000,29.000000,29.000000,1,1,2026-08-24T00:00:00.000
1029,20260807,350,51,146,216,2,4,720.400000,30.000000,30.000000,1,1,2026-08-24T00:00:00.000
1030,20260820,69,46,360,160,1,1,721.100000,31.000000,31.000000,1,1,2026-08-24T00:00:00.000
1031,20260816,290,26,326,442,5,7,721.800000,32.000000,32.000000,1,1,2026-08-24T00:00:00.000
1032,20260731,213,54,63,312,5,1,722.500000,33.000000,33.000000,1,1,2026-08-24T00:00:00.000
1033,20260711,35,38,465,350,5,2,723.200000,34.000000,34.000000,1,1,2026-08-24T00:00:00.000
1034,20260612,220,47,128,48,4,4,723.900000,35.000000,35.000000,1,1,2026-08-24T00:00:00.000
1035,20260810,224,42,71,488,2,4,724.600000,36.000000,36.000000,1,1,2026-08-24T00:00:00.000
1036,20260706,157,26,195,258,2,2,725.300000,37.000000,37.000000,1,1,2026-08-24T00:00:00.000
1037,20260530,112,53,242,-1,5,5,726.000000,38.000000,38.000000,1,1,2026-08-24T00:00:00.000
1038,20260726,257,4,201,166,4,4,726.700000,39.000000,39.000000,1,1,2026-08-24T00:00:00.000
1039,20260715,77,20,242,290,5,1,727.400000,40.000000,40.000000,1,1,2026-08-24T00:00:00.000
1040,20260530,320,53,126,146,1,7,728.100000,41.000000,41.000000,1,1,2026-08-24T00:00:00.000
1041,20260624,142,30,148,51,1,6,728.800000,42.000000,42.000000,1,1,2026-08-24T00:00:00.000
1042,20260731,254,30,242,168,4,6,729.500000,43.000000,43.000000,1,1,2026-08-24T00:00:00.000
1043,20260630,349,13,66,114,1,4,730.200000,44.000000,44.000000,1,1,2026-08-24T00:00:00.000
1044,20260615,90,32,138,159,2,6,730.900000,45.000000,45.000000,1,1,2026-08-24T00:00:00.000
1045,20260530,43,26,67,377,1,2,731.600000,46.000000,46.000000,1,1,2026-08-24T00:00:00.000
1046,20260708,98,25,416,121,2,5,732.300000,47.000000,47.000000,1,1,2026-08-24T00:00:00.000
1047,20260612,52,39,364,449,2,1,733.000000,48.000000,48.000000,1,1,2026-08-24T00:00:00.000
1048,20260607,218,41,36,421,2,3,733.700000,49.000000,49.000000,1,1,2026-08-24T00:00:00.000
1049,20260707,209,27,118,364,4,4,734.400000,50.000000,50.000000,1,1,2026-08-24T00:00:00.000
1050,20260605,194,8,353,389,1,4,735.100000,51.000000,51.000000,1,1,2026-08-24T00:00:00.000
1051,20260709,156,51,370,339,2,4,735.800000,52.000000,52.000000,1,1,2026-08-24T00:00:00.000
1052,20260722,330,28,398,151,4,3,736.500000,53.000000,53.000000,1,1,2026-08-24T00:00:00.000
1053,20260815,272,28,295,74,5,3,737.200000,54.000000,54.000000,1,1,2026-08-24T00:00:00.000
1054,20260821,52,14,191,-1,3,3,737.900000,55.000000,55.000000,1,1,2026-08-24T00:00:00.000
1055,20260821,299,49,65,96,5,3,738.600000,56.000000,56.000000,1,1,2026-08-24T00:00:00.000
1056,20260821,296,54,17,236,1,6,739.300000,57.000000,57.000000,1,1,2026-08-24T00:00:00.000
