LogisticsTrackingEventKey,EventDateKey,EventTimeOfDayKey,LogisticsShipmentHeaderKey,LogisticsDeliveryKey,LogisticsTransportLoadKey,LogisticsContainerKey,LogisticsDockDoorKey,LogisticsTrackingEventTypeKey,SeverityKey,TrackingReferenceNumber,EventCount,EventSequenceNumber,SourceSystemKey,BatchId,LoadedAtUtc
18057,20260709,78780,90,59,168,391,489,25,4,LTE018057,58,18057,1,1,2026-08-24T00:00:00.000
18058,20260802,18960,206,365,87,304,115,14,4,LTE018058,59,18058,1,1,2026-08-24T00:00:00.000
18059,20260601,49920,490,153,363,57,271,7,4,LTE018059,60,18059,1,1,2026-08-24T00:00:00.000
18060,20260613,69780,463,122,462,425,158,23,1,LTE018060,61,18060,1,1,2026-08-24T00:00:00.000
18061,20260611,58980,388,259,127,178,476,13,3,LTE018061,62,18061,1,1,2026-08-24T00:00:00.000
18062,20260805,13500,473,493,407,280,310,29,2,LTE018062,63,18062,1,1,2026-08-24T00:00:00.000
18063,20260630,34140,19,115,497,274,192,1,2,LTE018063,64,18063,1,1,2026-08-24T00:00:00.000
18064,20260528,58440,159,124,113,60,477,35,4,LTE018064,65,18064,1,1,2026-08-24T00:00:00.000
18065,20260712,22080,173,210,265,46,60,33,4,LTE018065,66,18065,1,1,2026-08-24T00:00:00.000
18066,20260606,57420,170,356,375,165,163,10,3,LTE018066,67,18066,1,1,2026-08-24T00:00:00.000
18067,20260717,21720,29,108,14,58,379,30,1,LTE018067,68,18067,1,1,2026-08-24T00:00:00.000
18068,20260629,61140,228,459,322,491,211,24,2,LTE018068,69,18068,1,1,2026-08-24T00:00:00.000
18069,20260710,77160,40,106,193,229,404,21,2,LTE018069,70,18069,1,1,2026-08-24T00:00:00.000
18070,20260630,41100,167,76,260,477,119,4,4,LTE018070,71,18070,1,1,2026-08-24T00:00:00.000
18071,20260712,67680,-1,-1,-1,-1,-1,21,-1,LTE018071,72,18071,1,1,2026-08-24T00:00:00.000
18072,20260712,28140,67,486,412,347,148,28,2,LTE018072,73,18072,1,1,2026-08-24T00:00:00.000
18073,20260602,8700,217,472,370,153,313,21,5,LTE018073,74,18073,1,1,2026-08-24T00:00:00.000
18074,20260805,27000,65,264,75,399,17,33,2,LTE018074,75,18074,1,1,2026-08-24T00:00:00.000
18075,20260528,32340,70,322,25,314,416,31,4,LTE018075,76,18075,1,1,2026-08-24T00:00:00.000
18076,20260613,27720,4,444,231,63,133,34,5,LTE018076,77,18076,1,1,2026-08-24T00:00:00.000
18077,20260530,19920,356,490,22,194,218,14,4,LTE018077,78,18077,1,1,2026-08-24T00:00:00.000
18078,20260728,53940,181,332,51,252,325,26,3,LTE018078,79,18078,1,1,2026-08-24T00:00:00.000
18079,20260716,70740,458,402,268,243,435,7,4,LTE018079,80,18079,1,1,2026-08-24T00:00:00.000
18080,20260714,64320,109,20,274,92,127,16,3,LTE018080,81,18080,1,1,2026-08-24T00:00:00.000
18081,20260531,77520,500,71,293,347,79,1,2,LTE018081,82,18081,1,1,2026-08-24T00:00:00.000
18082,20260608,45480,139,188,363,92,194,10,5,LTE018082,83,18082,1,1,2026-08-24T00:00:00.000
18083,20260624,16080,39,59,381,440,427,11,5,LTE018083,84,18083,1,1,2026-08-24T00:00:00.000
18084,20260629,72420,306,372,39,393,241,9,2,LTE018084,85,18084,1,1,2026-08-24T00:00:00.000
18085,20260607,4020,290,102,337,29,481,7,4,LTE018085,86,18085,1,1,2026-08-24T00:00:00.000
18086,20260822,55080,115,380,496,224,175,33,1,LTE018086,87,18086,1,1,2026-08-24T00:00:00.000
18087,20260626,75060,4,393,35,33,282,6,3,LTE018087,88,18087,1,1,2026-08-24T00:00:00.000
18088,20260806,86040,-1,-1,-1,-1,-1,32,-1,LTE018088,89,18088,1,1,2026-08-24T00:00:00.000
18089,20260712,60000,240,184,27,223,121,12,3,LTE018089,90,18089,1,1,2026-08-24T00:00:00.000
18090,20260801,62580,180,158,221,248,417,31,1,LTE018090,91,18090,1,1,2026-08-24T00:00:00.000
18091,20260713,59940,325,244,213,140,246,31,5,LTE018091,92,18091,1,1,2026-08-24T00:00:00.000
18092,20260611,16680,445,95,263,406,398,13,1,LTE018092,93,18092,1,1,2026-08-24T00:00:00.000
18093,20260822,77220,175,85,397,19,450,32,5,LTE018093,94,18093,1,1,2026-08-24T00:00:00.000
18094,20260727,18660,267,53,197,327,179,15,5,LTE018094,95,18094,1,1,2026-08-24T00:00:00.000
18095,20260706,28380,345,72,460,372,495,30,3,LTE018095,96,18095,1,1,2026-08-24T00:00:00.000
18096,20260808,4680,435,289,20,70,154,5,2,LTE018096,97,18096,1,1,2026-08-24T00:00:00.000
18097,20260602,61440,431,164,371,250,258,4,2,LTE018097,98,18097,1,1,2026-08-24T00:00:00.000
18098,20260717,13500,381,164,120,442,49,22,5,LTE018098,99,18098,1,1,2026-08-24T00:00:00.000
18099,20260610,17460,446,375,184,183,128,27,2,LTE018099,100,18099,1,1,2026-08-24T00:00:00.000
18100,20260727,50280,276,241,259,193,57,3,4,LTE018100,101,18100,1,1,2026-08-24T00:00:00.000
18101,20260531,16080,288,101,263,324,115,33,4,LTE018101,102,18101,1,1,2026-08-24T00:00:00.000
18102,20260805,64920,195,141,417,95,140,20,4,LTE018102,103,18102,1,1,2026-08-24T00:00:00.000
18103,20260727,55680,256,352,251,369,474,35,1,LTE018103,104,18103,1,1,2026-08-24T00:00:00.000
18104,20260624,84180,183,81,106,228,137,3,5,LTE018104,105,18104,1,1,2026-08-24T00:00:00.000
18105,20260612,38100,-1,-1,-1,-1,-1,27,-1,LTE018105,106,18105,1,1,2026-08-24T00:00:00.000
18106,20260815,62820,345,78,245,191,116,11,4,LTE018106,107,18106,1,1,2026-08-24T00:00:00.000
18107,20260824,55440,143,330,455,247,55,2,3,LTE018107,108,18107,1,1,2026-08-24T00:00:00.000
18108,20260713,69660,65,474,261,123,350,6,1,LTE018108,109,18108,1,1,2026-08-24T00:00:00.000
18109,20260529,37800,138,298,380,262,459,32,2,LTE018109,110,18109,1,1,2026-08-24T00:00:00.000
18110,20260624,56160,441,215,238,89,147,23,1,LTE018110,111,18110,1,1,2026-08-24T00:00:00.000
18111,20260730,53280,174,316,481,268,258,17,3,LTE018111,112,18111,1,1,2026-08-24T00:00:00.000
18112,20260718,44040,33,268,474,139,86,19,5,LTE018112,113,18112,1,1,2026-08-24T00:00:00.000
18113,20260705,76680,296,94,246,33,32,32,3,LTE018113,114,18113,1,1,2026-08-24T00:00:00.000
18114,20260804,31320,154,33,293,409,264,30,4,LTE018114,115,18114,1,1,2026-08-24T00:00:00.000
18115,20260527,3120,263,450,389,228,58,21,5,LTE018115,116,18115,1,1,2026-08-24T00:00:00.000
18116,20260729,16980,346,27,415,184,130,25,2,LTE018116,117,18116,1,1,2026-08-24T00:00:00.000
18117,20260718,62040,337,13,131,272,414,26,4,LTE018117,118,18117,1,1,2026-08-24T00:00:00.000
18118,20260531,13440,5,396,98,46,487,15,5,LTE018118,119,18118,1,1,2026-08-24T00:00:00.000
18119,20260728,62520,488,402,125,191,460,12,1,LTE018119,120,18119,1,1,2026-08-24T00:00:00.000
18120,20260703,44160,456,5,228,378,189,14,5,LTE018120,121,18120,1,1,2026-08-24T00:00:00.000
18121,20260725,80280,99,164,433,79,132,14,2,LTE018121,122,18121,1,1,2026-08-24T00:00:00.000
18122,20260808,82380,-1,-1,-1,-1,-1,17,-1,LTE018122,123,18122,1,1,2026-08-24T00:00:00.000
18123,20260628,11940,446,498,2,273,55,30,4,LTE018123,124,18123,1,1,2026-08-24T00:00:00.000
18124,20260624,28500,77,96,254,7,68,18,5,LTE018124,125,18124,1,1,2026-08-24T00:00:00.000
18125,20260805,45660,213,75,66,374,485,12,2,LTE018125,126,18125,1,1,2026-08-24T00:00:00.000
18126,20260707,48120,402,373,44,385,237,28,2,LTE018126,127,18126,1,1,2026-08-24T00:00:00.000
18127,20260815,27720,338,316,266,309,331,5,3,LTE018127,128,18127,1,1,2026-08-24T00:00:00.000
18128,20260604,7320,368,234,365,229,461,8,5,LTE018128,129,18128,1,1,2026-08-24T00:00:00.000
18129,20260818,77400,184,364,330,493,345,3,3,LTE018129,130,18129,1,1,2026-08-24T00:00:00.000
18130,20260821,85080,414,102,488,300,136,2,4,LTE018130,131,18130,1,1,2026-08-24T00:00:00.000
18131,20260614,47700,500,132,85,493,17,15,5,LTE018131,132,18131,1,1,2026-08-24T00:00:00.000
18132,20260624,72720,145,337,327,484,86,3,3,LTE018132,133,18132,1,1,2026-08-24T00:00:00.000
18133,20260708,21540,114,30,75,468,126,3,5,LTE018133,134,18133,1,1,2026-08-24T00:00:00.000
18134,20260704,66780,27,103,238,343,430,18,3,LTE018134,135,18134,1,1,2026-08-24T00:00:00.000
18135,20260620,63240,286,241,348,82,214,25,3,LTE018135,136,18135,1,1,2026-08-24T00:00:00.000
18136,20260719,32460,246,161,474,120,371,20,1,LTE018136,137,18136,1,1,2026-08-24T00:00:00.000
18137,20260726,41880,385,451,161,279,108,21,4,LTE018137,138,18137,1,1,2026-08-24T00:00:00.000
18138,20260801,14880,282,268,16,73,428,13,3,LTE018138,139,18138,1,1,2026-08-24T00:00:00.000
18139,20260618,79080,-1,-1,-1,-1,-1,31,-1,LTE018139,140,18139,1,1,2026-08-24T00:00:00.000
18140,20260725,7260,225,266,57,164,346,6,4,LTE018140,141,18140,1,1,2026-08-24T00:00:00.000
18141,20260708,67560,395,443,476,114,429,23,1,LTE018141,142,18141,1,1,2026-08-24T00:00:00.000
18142,20260727,70200,408,322,133,410,161,17,4,LTE018142,143,18142,1,1,2026-08-24T00:00:00.000
18143,20260724,67860,35,123,227,344,342,29,2,LTE018143,144,18143,1,1,2026-08-24T00:00:00.000
18144,20260801,27000,149,85,314,45,129,21,5,LTE018144,145,18144,1,1,2026-08-24T00:00:00.000
18145,20260708,77460,49,376,116,348,135,33,2,LTE018145,146,18145,1,1,2026-08-24T00:00:00.000
18146,20260718,67620,500,451,355,249,252,13,5,LTE018146,147,18146,1,1,2026-08-24T00:00:00.000
18147,20260823,27180,89,270,489,434,187,15,2,LTE018147,148,18147,1,1,2026-08-24T00:00:00.000
18148,20260530,49560,234,107,355,102,88,8,4,LTE018148,149,18148,1,1,2026-08-24T00:00:00.000
18149,20260617,15480,489,395,202,330,242,23,2,LTE018149,150,18149,1,1,2026-08-24T00:00:00.000
18150,20260625,69240,281,3,61,46,427,29,4,LTE018150,151,18150,1,1,2026-08-24T00:00:00.000
18151,20260810,31680,342,407,161,10,150,22,3,LTE018151,152,18151,1,1,2026-08-24T00:00:00.000
18152,20260604,61620,227,399,239,190,44,12,3,LTE018152,153,18152,1,1,2026-08-24T00:00:00.000
18153,20260731,37500,457,152,207,123,216,1,3,LTE018153,154,18153,1,1,2026-08-24T00:00:00.000
18154,20260527,12360,416,43,52,434,461,26,3,LTE018154,155,18154,1,1,2026-08-24T00:00:00.000
18155,20260529,53640,492,465,312,201,204,18,4,LTE018155,156,18155,1,1,2026-08-24T00:00:00.000
18156,20260805,1380,-1,-1,-1,-1,-1,25,-1,LTE018156,157,18156,1,1,2026-08-24T00:00:00.000
18157,20260718,28080,444,341,157,87,491,22,4,LTE018157,158,18157,1,1,2026-08-24T00:00:00.000
18158,20260804,300,226,221,6,318,269,24,4,LTE018158,159,18158,1,1,2026-08-24T00:00:00.000
18159,20260814,76980,134,359,289,169,372,24,4,LTE018159,160,18159,1,1,2026-08-24T00:00:00.000
18160,20260531,4200,422,273,14,129,94,26,4,LTE018160,161,18160,1,1,2026-08-24T00:00:00.000
18161,20260606,74340,244,379,469,355,465,8,3,LTE018161,162,18161,1,1,2026-08-24T00:00:00.000
18162,20260624,49320,82,45,457,340,142,21,2,LTE018162,163,18162,1,1,2026-08-24T00:00:00.000
18163,20260816,1020,258,59,289,425,302,6,5,LTE018163,164,18163,1,1,2026-08-24T00:00:00.000
18164,20260721,9660,92,403,378,346,260,35,1,LTE018164,165,18164,1,1,2026-08-24T00:00:00.000
18165,20260816,5520,436,12,202,491,255,9,4,LTE018165,166,18165,1,1,2026-08-24T00:00:00.000
18166,20260603,59940,301,152,260,190,436,9,2,LTE018166,167,18166,1,1,2026-08-24T00:00:00.000
18167,20260610,40740,396,287,264,208,62,4,4,LTE018167,168,18167,1,1,2026-08-24T00:00:00.000
18168,20260722,36480,453,116,90,499,153,8,2,LTE018168,169,18168,1,1,2026-08-24T00:00:00.000
18169,20260621,40680,63,133,40,163,465,21,3,LTE018169,170,18169,1,1,2026-08-24T00:00:00.000
18170,20260604,83760,311,223,473,278,114,22,5,LTE018170,171,18170,1,1,2026-08-24T00:00:00.000
18171,20260715,34620,6,64,15,217,286,2,3,LTE018171,172,18171,1,1,2026-08-24T00:00:00.000
18172,20260819,66120,65,500,106,49,221,20,5,LTE018172,173,18172,1,1,2026-08-24T00:00:00.000
18173,20260717,27420,-1,-1,-1,-1,-1,1,-1,LTE018173,174,18173,1,1,2026-08-24T00:00:00.000
18174,20260725,45420,485,309,108,278,381,32,2,LTE018174,175,18174,1,1,2026-08-24T00:00:00.000
18175,20260710,83580,85,433,368,221,163,1,3,LTE018175,176,18175,1,1,2026-08-24T00:00:00.000
18176,20260816,45180,228,410,109,168,128,19,2,LTE018176,177,18176,1,1,2026-08-24T00:00:00.000
18177,20260822,66180,191,74,381,362,320,3,4,LTE018177,178,18177,1,1,2026-08-24T00:00:00.000
18178,20260630,27660,41,60,47,30,70,14,4,LTE018178,179,18178,1,1,2026-08-24T00:00:00.000
18179,20260619,51120,292,428,407,460,43,24,4,LTE018179,180,18179,1,1,2026-08-24T00:00:00.000
18180,20260711,72420,60,440,345,379,137,8,3,LTE018180,181,18180,1,1,2026-08-24T00:00:00.000
18181,20260715,50460,188,228,242,105,357,27,1,LTE018181,182,18181,1,1,2026-08-24T00:00:00.000
18182,20260623,40020,311,329,162,104,71,7,4,LTE018182,183,18182,1,1,2026-08-24T00:00:00.000
18183,20260730,22440,459,207,350,48,334,2,3,LTE018183,184,18183,1,1,2026-08-24T00:00:00.000
18184,20260803,20760,142,34,59,443,326,26,2,LTE018184,185,18184,1,1,2026-08-24T00:00:00.000
18185,20260804,13320,355,454,42,45,64,9,3,LTE018185,186,18185,1,1,2026-08-24T00:00:00.000
18186,20260711,52620,154,196,298,452,173,1,3,LTE018186,187,18186,1,1,2026-08-24T00:00:00.000
18187,20260728,78300,258,59,446,94,38,4,5,LTE018187,188,18187,1,1,2026-08-24T00:00:00.000
18188,20260705,34800,208,147,352,429,25,33,4,LTE018188,189,18188,1,1,2026-08-24T00:00:00.000
18189,20260808,74520,40,470,329,42,328,30,4,LTE018189,190,18189,1,1,2026-08-24T00:00:00.000
18190,20260715,86340,-1,-1,-1,-1,-1,5,-1,LTE018190,191,18190,1,1,2026-08-24T00:00:00.000
18191,20260621,38700,434,270,261,388,52,11,1,LTE018191,192,18191,1,1,2026-08-24T00:00:00.000
18192,20260717,28920,95,26,267,83,100,13,4,LTE018192,193,18192,1,1,2026-08-24T00:00:00.000
18193,20260704,6660,9,365,149,27,414,4,5,LTE018193,194,18193,1,1,2026-08-24T00:00:00.000
18194,20260601,62520,219,438,220,404,374,23,1,LTE018194,195,18194,1,1,2026-08-24T00:00:00.000
18195,20260718,27000,398,464,391,452,116,31,5,LTE018195,196,18195,1,1,2026-08-24T00:00:00.000
18196,20260626,60540,88,6,67,75,52,9,4,LTE018196,197,18196,1,1,2026-08-24T00:00:00.000
18197,20260728,28260,84,144,219,14,289,8,1,LTE018197,198,18197,1,1,2026-08-24T00:00:00.000
18198,20260727,45300,14,171,20,330,206,21,2,LTE018198,199,18198,1,1,2026-08-24T00:00:00.000
18199,20260716,35400,36,298,439,2,256,28,2,LTE018199,200,18199,1,1,2026-08-24T00:00:00.000
18200,20260531,56340,24,244,151,161,21,18,2,LTE018200,201,18200,1,1,2026-08-24T00:00:00.000
18201,20260822,28260,262,380,457,353,232,34,5,LTE018201,202,18201,1,1,2026-08-24T00:00:00.000
18202,20260618,52440,474,455,436,334,215,11,1,LTE018202,203,18202,1,1,2026-08-24T00:00:00.000
18203,20260820,31800,35,490,459,370,474,32,1,LTE018203,204,18203,1,1,2026-08-24T00:00:00.000
18204,20260610,64440,85,245,93,281,456,1,1,LTE018204,205,18204,1,1,2026-08-24T00:00:00.000
18205,20260722,73380,18,470,487,478,394,33,2,LTE018205,206,18205,1,1,2026-08-24T00:00:00.000
18206,20260612,12600,420,3,170,491,372,28,5,LTE018206,207,18206,1,1,2026-08-24T00:00:00.000
18207,20260819,84600,-1,-1,-1,-1,-1,18,-1,LTE018207,208,18207,1,1,2026-08-24T00:00:00.000
18208,20260823,69480,192,6,56,87,95,33,4,LTE018208,209,18208,1,1,2026-08-24T00:00:00.000
18209,20260619,43440,493,247,447,92,141,5,4,LTE018209,210,18209,1,1,2026-08-24T00:00:00.000
18210,20260721,12420,206,395,289,36,40,32,4,LTE018210,211,18210,1,1,2026-08-24T00:00:00.000
18211,20260527,8760,376,67,373,368,460,16,1,LTE018211,212,18211,1,1,2026-08-24T00:00:00.000
18212,20260629,40260,240,116,353,353,106,16,5,LTE018212,213,18212,1,1,2026-08-24T00:00:00.000
18213,20260710,40080,430,264,447,301,36,4,5,LTE018213,214,18213,1,1,2026-08-24T00:00:00.000
18214,20260614,35040,468,335,364,246,192,10,5,LTE018214,215,18214,1,1,2026-08-24T00:00:00.000
18215,20260626,32460,244,4,329,362,383,24,4,LTE018215,216,18215,1,1,2026-08-24T00:00:00.000
18216,20260627,67860,192,19,157,202,230,22,3,LTE018216,217,18216,1,1,2026-08-24T00:00:00.000
18217,20260818,10320,133,224,88,208,190,15,5,LTE018217,218,18217,1,1,2026-08-24T00:00:00.000
18218,20260706,32400,130,346,37,216,277,16,4,LTE018218,219,18218,1,1,2026-08-24T00:00:00.000
18219,20260820,14760,268,194,128,134,111,31,1,LTE018219,220,18219,1,1,2026-08-24T00:00:00.000
18220,20260531,12720,437,191,7,277,132,5,3,LTE018220,221,18220,1,1,2026-08-24T00:00:00.000
18221,20260605,44220,243,118,329,411,259,21,4,LTE018221,222,18221,1,1,2026-08-24T00:00:00.000
18222,20260603,9840,492,77,80,489,59,13,2,LTE018222,223,18222,1,1,2026-08-24T00:00:00.000
18223,20260612,70680,163,91,235,114,152,11,2,LTE018223,224,18223,1,1,2026-08-24T00:00:00.000
18224,20260707,83220,-1,-1,-1,-1,-1,3,-1,LTE018224,225,18224,1,1,2026-08-24T00:00:00.000
18225,20260820,13920,479,490,159,334,437,26,1,LTE018225,226,18225,1,1,2026-08-24T00:00:00.000
18226,20260716,47220,163,461,464,364,227,21,4,LTE018226,227,18226,1,1,2026-08-24T00:00:00.000
18227,20260615,9120,382,468,300,426,81,26,1,LTE018227,228,18227,1,1,2026-08-24T00:00:00.000
18228,20260808,66180,124,308,3,386,184,11,4,LTE018228,229,18228,1,1,2026-08-24T00:00:00.000
18229,20260601,59160,388,349,382,194,51,13,3,LTE018229,230,18229,1,1,2026-08-24T00:00:00.000
18230,20260629,6900,302,129,32,124,57,4,1,LTE018230,231,18230,1,1,2026-08-24T00:00:00.000
18231,20260621,49260,219,93,320,186,472,2,5,LTE018231,232,18231,1,1,2026-08-24T00:00:00.000
18232,20260528,74160,408,159,271,262,187,29,2,LTE018232,233,18232,1,1,2026-08-24T00:00:00.000
18233,20260721,51480,105,439,421,172,296,10,1,LTE018233,234,18233,1,1,2026-08-24T00:00:00.000
18234,20260716,5400,127,499,26,468,239,10,5,LTE018234,235,18234,1,1,2026-08-24T00:00:00.000
18235,20260706,10740,149,461,355,247,123,3,5,LTE018235,236,18235,1,1,2026-08-24T00:00:00.000
18236,20260721,28320,176,179,125,498,41,28,3,LTE018236,237,18236,1,1,2026-08-24T00:00:00.000
18237,20260614,53820,105,368,306,344,483,12,3,LTE018237,238,18237,1,1,2026-08-24T00:00:00.000
18238,20260727,32160,230,404,272,9,65,14,1,LTE018238,239,18238,1,1,2026-08-24T00:00:00.000
18239,20260711,31500,191,12,484,138,431,3,3,LTE018239,240,18239,1,1,2026-08-24T00:00:00.000
18240,20260705,27540,294,457,234,129,147,2,4,LTE018240,241,18240,1,1,2026-08-24T00:00:00.000
18241,20260527,44220,-1,-1,-1,-1,-1,29,-1,LTE018241,242,18241,1,1,2026-08-24T00:00:00.000
18242,20260813,38820,303,326,282,322,472,3,5,LTE018242,243,18242,1,1,2026-08-24T00:00:00.000
18243,20260711,60420,203,305,420,43,452,33,4,LTE018243,244,18243,1,1,2026-08-24T00:00:00.000
18244,20260701,15600,405,15,212,196,64,20,5,LTE018244,245,18244,1,1,2026-08-24T00:00:00.000
18245,20260717,22560,87,307,242,7,304,21,2,LTE018245,246,18245,1,1,2026-08-24T00:00:00.000
18246,20260617,21420,350,72,327,225,462,25,4,LTE018246,247,18246,1,1,2026-08-24T00:00:00.000
18247,20260603,23700,83,385,401,159,456,16,2,LTE018247,248,18247,1,1,2026-08-24T00:00:00.000
18248,20260820,69000,79,189,62,260,358,34,5,LTE018248,249,18248,1,1,2026-08-24T00:00:00.000
18249,20260719,55620,254,330,111,67,208,13,1,LTE018249,250,18249,1,1,2026-08-24T00:00:00.000
18250,20260815,84420,10,398,103,365,115,34,5,LTE018250,251,18250,1,1,2026-08-24T00:00:00.000
18251,20260729,15000,168,26,197,72,204,31,3,LTE018251,252,18251,1,1,2026-08-24T00:00:00.000
18252,20260815,7380,155,21,197,134,456,30,2,LTE018252,253,18252,1,1,2026-08-24T00:00:00.000
18253,20260615,10860,420,403,333,368,257,6,3,LTE018253,254,18253,1,1,2026-08-24T00:00:00.000
18254,20260817,4320,219,347,274,351,490,12,2,LTE018254,255,18254,1,1,2026-08-24T00:00:00.000
18255,20260618,70080,158,24,21,386,478,12,4,LTE018255,256,18255,1,1,2026-08-24T00:00:00.000
18256,20260703,2760,253,378,35,469,445,34,4,LTE018256,257,18256,1,1,2026-08-24T00:00:00.000
18257,20260802,53100,150,403,439,312,126,11,1,LTE018257,258,18257,1,1,2026-08-24T00:00:00.000
18258,20260714,24780,-1,-1,-1,-1,-1,28,-1,LTE018258,259,18258,1,1,2026-08-24T00:00:00.000
18259,20260815,59460,89,341,72,87,235,26,4,LTE018259,260,18259,1,1,2026-08-24T00:00:00.000
18260,20260801,16680,308,442,250,23,273,31,5,LTE018260,261,18260,1,1,2026-08-24T00:00:00.000
18261,20260805,55680,117,254,138,267,176,3,2,LTE018261,262,18261,1,1,2026-08-24T00:00:00.000
18262,20260716,9120,493,218,414,455,354,16,1,LTE018262,263,18262,1,1,2026-08-24T00:00:00.000
18263,20260614,54360,125,6,26,430,416,24,4,LTE018263,264,18263,1,1,2026-08-24T00:00:00.000
18264,20260615,85920,218,244,147,29,213,21,4,LTE018264,265,18264,1,1,2026-08-24T00:00:00.000
18265,20260623,65880,296,149,197,460,457,7,5,LTE018265,266,18265,1,1,2026-08-24T00:00:00.000
18266,20260527,23460,383,65,28,124,130,35,2,LTE018266,267,18266,1,1,2026-08-24T00:00:00.000
18267,20260710,13800,362,402,426,33,342,20,4,LTE018267,268,18267,1,1,2026-08-24T00:00:00.000
18268,20260701,36120,243,347,379,76,200,29,3,LTE018268,269,18268,1,1,2026-08-24T00:00:00.000
18269,20260604,2040,37,107,355,390,425,3,2,LTE018269,270,18269,1,1,2026-08-24T00:00:00.000
18270,20260531,15120,146,328,497,65,339,12,4,LTE018270,271,18270,1,1,2026-08-24T00:00:00.000
18271,20260727,14580,73,246,234,386,330,20,5,LTE018271,272,18271,1,1,2026-08-24T00:00:00.000
18272,20260824,51840,283,107,163,168,380,26,2,LTE018272,273,18272,1,1,2026-08-24T00:00:00.000
18273,20260614,60000,381,457,237,382,234,11,5,LTE018273,274,18273,1,1,2026-08-24T00:00:00.000
18274,20260807,26880,343,7,245,224,227,3,5,LTE018274,275,18274,1,1,2026-08-24T00:00:00.000
18275,20260701,24240,-1,-1,-1,-1,-1,16,-1,LTE018275,276,18275,1,1,2026-08-24T00:00:00.000
18276,20260811,15180,469,277,388,220,454,13,2,LTE018276,277,18276,1,1,2026-08-24T00:00:00.000
18277,20260807,10920,469,312,416,432,385,33,4,LTE018277,278,18277,1,1,2026-08-24T00:00:00.000
18278,20260821,21360,253,497,34,390,277,23,2,LTE018278,279,18278,1,1,2026-08-24T00:00:00.000
18279,20260805,27660,481,59,225,333,324,8,4,LTE018279,280,18279,1,1,2026-08-24T00:00:00.000
18280,20260807,3540,340,125,35,91,39,5,2,LTE018280,281,18280,1,1,2026-08-24T00:00:00.000
18281,20260626,76980,207,253,141,170,345,25,5,LTE018281,282,18281,1,1,2026-08-24T00:00:00.000
18282,20260710,52140,149,114,261,115,335,33,1,LTE018282,283,18282,1,1,2026-08-24T00:00:00.000
18283,20260719,21660,187,201,173,298,449,3,2,LTE018283,284,18283,1,1,2026-08-24T00:00:00.000
18284,20260722,54600,276,493,459,267,240,15,1,LTE018284,285,18284,1,1,2026-08-24T00:00:00.000
18285,20260620,32100,73,189,436,255,73,35,1,LTE018285,286,18285,1,1,2026-08-24T00:00:00.000
18286,20260601,20460,477,126,234,149,141,3,3,LTE018286,287,18286,1,1,2026-08-24T00:00:00.000
18287,20260823,1800,175,465,500,373,119,6,3,LTE018287,288,18287,1,1,2026-08-24T00:00:00.000
18288,20260611,33840,454,407,233,151,155,22,4,LTE018288,289,18288,1,1,2026-08-24T00:00:00.000
18289,20260601,30240,248,447,46,190,491,25,4,LTE018289,290,18289,1,1,2026-08-24T00:00:00.000
18290,20260809,82380,92,479,405,221,163,14,3,LTE018290,291,18290,1,1,2026-08-24T00:00:00.000
18291,20260817,29700,81,264,254,372,132,8,2,LTE018291,292,18291,1,1,2026-08-24T00:00:00.000
18292,20260612,68400,-1,-1,-1,-1,-1,23,-1,LTE018292,293,18292,1,1,2026-08-24T00:00:00.000
18293,20260802,42840,67,303,31,106,19,31,3,LTE018293,294,18293,1,1,2026-08-24T00:00:00.000
18294,20260620,53160,227,490,94,128,78,1,1,LTE018294,295,18294,1,1,2026-08-24T00:00:00.000
18295,20260807,36840,29,248,2,403,165,17,2,LTE018295,296,18295,1,1,2026-08-24T00:00:00.000
18296,20260603,45420,12,493,373,188,211,22,3,LTE018296,297,18296,1,1,2026-08-24T00:00:00.000
18297,20260728,31140,210,265,431,222,94,29,1,LTE018297,298,18297,1,1,2026-08-24T00:00:00.000
18298,20260801,21840,108,44,195,154,24,11,3,LTE018298,299,18298,1,1,2026-08-24T00:00:00.000
18299,20260531,37500,64,414,200,484,30,14,3,LTE018299,300,18299,1,1,2026-08-24T00:00:00.000
18300,20260821,32160,444,462,141,252,323,30,1,LTE018300,301,18300,1,1,2026-08-24T00:00:00.000
18301,20260722,26820,155,53,283,199,491,21,1,LTE018301,302,18301,1,1,2026-08-24T00:00:00.000
18302,20260605,33960,172,59,166,5,474,10,3,LTE018302,303,18302,1,1,2026-08-24T00:00:00.000
18303,20260812,81660,478,143,345,219,62,26,1,LTE018303,304,18303,1,1,2026-08-24T00:00:00.000
18304,20260624,43020,176,181,39,416,202,25,4,LTE018304,305,18304,1,1,2026-08-24T00:00:00.000
18305,20260610,7080,204,459,407,298,150,2,2,LTE018305,306,18305,1,1,2026-08-24T00:00:00.000
18306,20260726,54660,336,490,331,156,193,35,4,LTE018306,307,18306,1,1,2026-08-24T00:00:00.000
18307,20260727,63180,188,54,191,292,495,23,4,LTE018307,308,18307,1,1,2026-08-24T00:00:00.000
18308,20260713,60780,279,82,277,111,427,2,2,LTE018308,309,18308,1,1,2026-08-24T00:00:00.000
18309,20260628,8760,-1,-1,-1,-1,-1,19,-1,LTE018309,310,18309,1,1,2026-08-24T00:00:00.000
18310,20260629,42960,334,423,447,216,463,30,1,LTE018310,311,18310,1,1,2026-08-24T00:00:00.000
