InventoryCycleCountKey,CountDateKey,ApprovalDateKey,PostingDateKey,CountTimeOfDayKey,ProductKey,PlantKey,InventoryBinKey,CounterEmployeeKey,ApproverEmployeeKey,InventoryCountStatusKey,UnitOfMeasureKey,CountSheetNumber,CountSheetLineNumber,SystemQuantity,CountedQuantity,VarianceQuantity,VarianceValueAmount,SourceSystemKey,BatchId,LoadedAtUtc
527,20260620,20260817,20260821,57840,122,146,228,-1,-1,5,7,ICC000527,528,369.0000,369.0000,369.0000,731.9900,1,1,2026-08-24T00:00:00.000
528,20260730,20260704,20260617,18360,208,294,106,161,252,7,1,ICC000528,529,369.7000,369.7000,369.7000,733.3600,1,1,2026-08-24T00:00:00.000
529,20260727,20260621,20260612,35040,20,193,278,328,346,1,1,ICC000529,530,370.4000,370.4000,370.4000,734.7300,1,1,2026-08-24T00:00:00.000
530,20260529,20260809,20260615,8160,90,115,484,118,147,8,2,ICC000530,531,371.1000,371.1000,371.1000,736.1000,1,1,2026-08-24T00:00:00.000
531,20260607,20260621,20260824,16980,453,90,284,71,270,7,7,ICC000531,532,371.8000,371.8000,371.8000,737.4700,1,1,2026-08-24T00:00:00.000
532,20260710,20260623,20260619,64620,450,154,394,297,444,8,4,ICC000532,533,372.5000,372.5000,372.5000,738.8400,1,1,2026-08-24T00:00:00.000
533,20260712,20260705,20260728,51000,350,29,161,236,314,4,2,ICC000533,534,373.2000,373.2000,373.2000,740.2100,1,1,2026-08-24T00:00:00.000
534,20260707,20260824,20260605,18060,64,255,123,301,195,5,1,ICC000534,535,373.9000,373.9000,373.9000,741.5800,1,1,2026-08-24T00:00:00.000
535,20260630,20260724,20260615,76140,276,149,105,128,125,7,5,ICC000535,536,374.6000,374.6000,374.6000,742.9500,1,1,2026-08-24T00:00:00.000
536,20260822,20260809,20260803,41880,139,311,267,429,459,6,6,ICC000536,537,375.3000,375.3000,375.3000,744.3200,1,1,2026-08-24T00:00:00.000
537,20260817,20260616,20260530,10500,499,168,37,356,452,3,4,ICC000537,538,376.0000,376.0000,376.0000,745.6900,1,1,2026-08-24T00:00:00.000
538,20260610,20260714,20260528,70980,475,297,388,386,116,6,3,ICC000538,539,376.7000,376.7000,376.7000,747.0600,1,1,2026-08-24T00:00:00.000
539,20260607,20260818,20260812,12000,51,319,223,60,417,7,2,ICC000539,540,377.4000,377.4000,377.4000,748.4300,1,1,2026-08-24T00:00:00.000
540,20260618,20260726,20260625,58200,478,93,44,366,463,8,1,ICC000540,541,378.1000,378.1000,378.1000,749.8000,1,1,2026-08-24T00:00:00.000
541,20260811,20260712,20260627,36540,396,203,499,240,135,3,3,ICC000541,542,378.8000,378.8000,378.8000,751.1700,1,1,2026-08-24T00:00:00.000
542,20260801,20260708,20260807,6000,32,313,85,132,207,5,6,ICC000542,543,379.5000,379.5000,379.5000,752.5400,1,1,2026-08-24T00:00:00.000
543,20260820,20260619,20260705,9660,1,232,269,46,381,3,6,ICC000543,544,380.2000,380.2000,380.2000,753.9100,1,1,2026-08-24T00:00:00.000
544,20260722,20260611,20260625,71460,243,221,279,-1,-1,6,1,ICC000544,545,380.9000,380.9000,380.9000,755.2800,1,1,2026-08-24T00:00:00.000
545,20260713,20260731,20260726,36900,394,178,344,27,452,1,2,ICC000545,546,381.6000,381.6000,381.6000,756.6500,1,1,2026-08-24T00:00:00.000
546,20260620,20260528,20260629,54780,330,247,353,38,25,2,5,ICC000546,547,382.3000,382.3000,382.3000,758.0200,1,1,2026-08-24T00:00:00.000
547,20260710,20260604,20260816,35400,70,242,373,208,158,1,2,ICC000547,548,383.0000,383.0000,383.0000,759.3900,1,1,2026-08-24T00:00:00.000
548,20260813,20260620,20260601,49560,137,204,439,35,493,6,1,ICC000548,549,383.7000,383.7000,383.7000,760.7600,1,1,2026-08-24T00:00:00.000
549,20260707,20260810,20260818,28560,172,57,221,393,80,6,7,ICC000549,550,384.4000,384.4000,384.4000,762.1300,1,1,2026-08-24T00:00:00.000
550,20260618,20260610,20260604,31020,472,11,350,309,223,3,2,ICC000550,551,385.1000,385.1000,385.1000,763.5000,1,1,2026-08-24T00:00:00.000
551,20260719,20260615,20260712,75360,242,290,454,383,279,2,5,ICC000551,552,385.8000,385.8000,385.8000,764.8700,1,1,2026-08-24T00:00:00.000
552,20260807,20260620,20260707,8880,214,114,306,314,256,8,6,ICC000552,553,386.5000,386.5000,386.5000,766.2400,1,1,2026-08-24T00:00:00.000
553,20260727,20260714,20260812,62100,115,103,143,282,98,4,1,ICC000553,554,387.2000,387.2000,387.2000,767.6100,1,1,2026-08-24T00:00:00.000
554,20260530,20260615,20260624,73680,171,177,232,126,238,7,3,ICC000554,555,387.9000,387.9000,387.9000,768.9800,1,1,2026-08-24T00:00:00.000
555,20260820,20260617,20260807,37860,229,199,215,137,11,8,1,ICC000555,556,388.6000,388.6000,388.6000,770.3500,1,1,2026-08-24T00:00:00.000
556,20260606,20260802,20260611,51960,331,108,386,299,156,4,3,ICC000556,557,389.3000,389.3000,389.3000,771.7200,1,1,2026-08-24T00:00:00.000
557,20260805,20260812,20260712,3900,422,306,20,401,38,8,6,ICC000557,558,390.0000,390.0000,390.0000,773.0900,1,1,2026-08-24T00:00:00.000
558,20260718,20260529,20260730,56160,203,100,82,456,42,8,6,ICC000558,559,390.7000,390.7000,390.7000,774.4600,1,1,2026-08-24T00:00:00.000
559,20260704,20260612,20260817,10140,427,275,455,432,414,1,4,ICC000559,560,391.4000,391.4000,391.4000,775.8300,1,1,2026-08-24T00:00:00.000
560,20260726,20260720,20260602,69660,54,246,304,483,184,4,1,ICC000560,561,392.1000,392.1000,392.1000,777.2000,1,1,2026-08-24T00:00:00.000
561,20260709,20260804,20260703,18900,230,136,310,-1,-1,2,3,ICC000561,562,392.8000,392.8000,392.8000,778.5700,1,1,2026-08-24T00:00:00.000
562,20260703,20260627,20260801,8940,327,102,326,305,82,1,1,ICC000562,563,393.5000,393.5000,393.5000,779.9400,1,1,2026-08-24T00:00:00.000
563,20260802,20260607,20260722,40800,300,91,138,252,402,4,2,ICC000563,564,394.2000,394.2000,394.2000,781.3100,1,1,2026-08-24T00:00:00.000
564,20260720,20260725,20260626,22080,472,335,313,432,238,8,2,ICC000564,565,394.9000,394.9000,394.9000,782.6800,1,1,2026-08-24T00:00:00.000
565,20260612,20260601,20260624,45780,26,86,452,93,85,6,5,ICC000565,566,395.6000,395.6000,395.6000,784.0500,1,1,2026-08-24T00:00:00.000
566,20260708,20260615,20260615,12600,230,216,124,360,430,7,6,ICC000566,567,396.3000,396.3000,396.3000,785.4200,1,1,2026-08-24T00:00:00.000
567,20260730,20260628,20260823,45660,321,214,230,355,24,7,1,ICC000567,568,397.0000,397.0000,397.0000,786.7900,1,1,2026-08-24T00:00:00.000
568,20260610,20260731,20260531,65580,298,9,144,26,323,1,1,ICC000568,569,397.7000,397.7000,397.7000,788.1600,1,1,2026-08-24T00:00:00.000
569,20260803,20260529,20260817,54360,373,68,64,447,211,7,4,ICC000569,570,398.4000,398.4000,398.4000,789.5300,1,1,2026-08-24T00:00:00.000
570,20260814,20260729,20260614,51300,272,294,289,218,454,4,6,ICC000570,571,399.1000,399.1000,399.1000,790.9000,1,1,2026-08-24T00:00:00.000
571,20260725,20260718,20260624,69420,259,11,467,246,454,2,7,ICC000571,572,399.8000,399.8000,399.8000,792.2700,1,1,2026-08-24T00:00:00.000
572,20260721,20260718,20260712,42600,389,26,248,150,193,4,2,ICC000572,573,400.5000,400.5000,400.5000,793.6400,1,1,2026-08-24T00:00:00.000
573,20260611,20260616,20260715,48840,315,320,337,379,449,4,2,ICC000573,574,401.2000,401.2000,401.2000,795.0100,1,1,2026-08-24T00:00:00.000
574,20260705,20260614,20260801,21480,60,82,256,350,194,3,4,ICC000574,575,401.9000,401.9000,401.9000,796.3800,1,1,2026-08-24T00:00:00.000
575,20260814,20260705,20260801,74760,69,122,387,485,366,3,2,ICC000575,576,402.6000,402.6000,402.6000,797.7500,1,1,2026-08-24T00:00:00.000
576,20260709,20260628,20260729,28800,423,253,166,209,385,7,5,ICC000576,577,403.3000,403.3000,403.3000,799.1200,1,1,2026-08-24T00:00:00.000
577,20260623,20260602,20260728,19260,209,46,404,359,181,1,5,ICC000577,578,404.0000,404.0000,404.0000,800.4900,1,1,2026-08-24T00:00:00.000
578,20260531,20260704,20260610,40140,207,310,268,-1,-1,5,4,ICC000578,579,404.7000,404.7000,404.7000,801.8600,1,1,2026-08-24T00:00:00.000
579,20260609,20260821,20260601,30120,357,64,6,237,440,1,2,ICC000579,580,405.4000,405.4000,405.4000,803.2300,1,1,2026-08-24T00:00:00.000
580,20260716,20260527,20260727,84420,101,192,107,315,408,8,6,ICC000580,581,406.1000,406.1000,406.1000,804.6000,1,1,2026-08-24T00:00:00.000
581,20260820,20260627,20260812,69720,55,218,483,275,68,1,5,ICC000581,582,406.8000,406.8000,406.8000,805.9700,1,1,2026-08-24T00:00:00.000
582,20260814,20260613,20260609,24000,381,280,492,95,16,7,3,ICC000582,583,407.5000,407.5000,407.5000,807.3400,1,1,2026-08-24T00:00:00.000
583,20260612,20260705,20260822,15480,380,198,466,205,254,6,5,ICC000583,584,408.2000,408.2000,408.2000,808.7100,1,1,2026-08-24T00:00:00.000
584,20260604,20260622,20260815,8640,372,212,69,124,113,3,2,ICC000584,585,408.9000,408.9000,408.9000,810.0800,1,1,2026-08-24T00:00:00.000
585,20260808,20260613,20260712,63180,141,132,147,206,140,4,5,ICC000585,586,409.6000,409.6000,409.6000,811.4500,1,1,2026-08-24T00:00:00.000
586,20260810,20260601,20260630,63060,316,300,444,10,146,3,7,ICC000586,587,410.3000,410.3000,410.3000,812.8200,1,1,2026-08-24T00:00:00.000
587,20260807,20260816,20260806,65580,237,206,39,217,353,4,2,ICC000587,588,411.0000,411.0000,411.0000,814.1900,1,1,2026-08-24T00:00:00.000
588,20260807,20260817,20260718,82800,140,313,264,197,19,3,4,ICC000588,589,411.7000,411.7000,411.7000,815.5600,1,1,2026-08-24T00:00:00.000
589,20260806,20260709,20260810,13260,52,288,56,79,106,2,3,ICC000589,590,412.4000,412.4000,412.4000,816.9300,1,1,2026-08-24T00:00:00.000
590,20260625,20260707,20260611,10140,43,63,336,499,387,5,2,ICC000590,591,413.1000,413.1000,413.1000,818.3000,1,1,2026-08-24T00:00:00.000
591,20260627,20260720,20260701,22140,52,244,53,287,396,8,3,ICC000591,592,413.8000,413.8000,413.8000,819.6700,1,1,2026-08-24T00:00:00.000
592,20260718,20260527,20260808,72540,228,37,358,382,30,6,7,ICC000592,593,414.5000,414.5000,414.5000,821.0400,1,1,2026-08-24T00:00:00.000
593,20260601,20260728,20260812,55860,57,131,327,492,154,6,5,ICC000593,594,415.2000,415.2000,415.2000,822.4100,1,1,2026-08-24T00:00:00.000
594,20260712,20260615,20260604,11100,317,233,494,200,403,2,7,ICC000594,595,415.9000,415.9000,415.9000,823.7800,1,1,2026-08-24T00:00:00.000
595,20260813,20260813,20260606,46380,260,303,377,-1,-1,3,2,ICC000595,596,416.6000,416.6000,416.6000,825.1500,1,1,2026-08-24T00:00:00.000
596,20260615,20260712,20260815,77280,104,238,428,137,141,7,2,ICC000596,597,417.3000,417.3000,417.3000,826.5200,1,1,2026-08-24T00:00:00.000
597,20260729,20260806,20260713,55980,215,1,1,447,211,4,4,ICC000597,598,418.0000,418.0000,418.0000,827.8900,1,1,2026-08-24T00:00:00.000
598,20260603,20260618,20260623,63060,175,20,348,408,167,2,7,ICC000598,599,418.7000,418.7000,418.7000,829.2600,1,1,2026-08-24T00:00:00.000
599,20260618,20260730,20260712,69960,394,69,199,200,474,5,7,ICC000599,600,419.4000,419.4000,419.4000,830.6300,1,1,2026-08-24T00:00:00.000
600,20260801,20260811,20260718,76320,437,265,464,405,263,5,5,ICC000600,601,420.1000,420.1000,420.1000,832.0000,1,1,2026-08-24T00:00:00.000
601,20260716,20260815,20260729,84060,281,133,82,205,101,6,1,ICC000601,602,420.8000,420.8000,420.8000,833.3700,1,1,2026-08-24T00:00:00.000
602,20260716,20260705,20260820,3840,460,190,137,414,351,3,5,ICC000602,603,421.5000,421.5000,421.5000,834.7400,1,1,2026-08-24T00:00:00.000
603,20260808,20260704,20260810,79500,445,63,143,88,490,3,1,ICC000603,604,422.2000,422.2000,422.2000,836.1100,1,1,2026-08-24T00:00:00.000
604,20260530,20260604,20260602,51120,398,191,399,436,477,5,5,ICC000604,605,422.9000,422.9000,422.9000,837.4800,1,1,2026-08-24T00:00:00.000
605,20260628,20260824,20260724,17400,387,124,457,429,117,3,5,ICC000605,606,423.6000,423.6000,423.6000,838.8500,1,1,2026-08-24T00:00:00.000
606,20260709,20260615,20260721,34800,73,237,144,421,429,4,7,ICC000606,607,424.3000,424.3000,424.3000,840.2200,1,1,2026-08-24T00:00:00.000
607,20260804,20260802,20260527,67020,364,259,142,242,401,6,7,ICC000607,608,425.0000,425.0000,425.0000,841.5900,1,1,2026-08-24T00:00:00.000
608,20260627,20260728,20260816,67980,112,220,37,285,10,3,7,ICC000608,609,425.7000,425.7000,425.7000,842.9600,1,1,2026-08-24T00:00:00.000
609,20260722,20260716,20260804,65100,65,137,357,291,393,8,3,ICC000609,610,426.4000,426.4000,426.4000,844.3300,1,1,2026-08-24T00:00:00.000
610,20260716,20260621,20260530,21360,446,110,189,26,291,1,1,ICC000610,611,427.1000,427.1000,427.1000,845.7000,1,1,2026-08-24T00:00:00.000
611,20260715,20260815,20260605,57180,430,280,429,193,37,2,5,ICC000611,612,427.8000,427.8000,427.8000,847.0700,1,1,2026-08-24T00:00:00.000
612,20260604,20260707,20260713,70620,166,284,221,-1,-1,1,7,ICC000612,613,428.5000,428.5000,428.5000,848.4400,1,1,2026-08-24T00:00:00.000
613,20260630,20260713,20260819,22020,406,269,330,146,459,2,7,ICC000613,614,429.2000,429.2000,429.2000,849.8100,1,1,2026-08-24T00:00:00.000
614,20260611,20260810,20260803,19980,3,278,118,420,445,7,6,ICC000614,615,429.9000,429.9000,429.9000,851.1800,1,1,2026-08-24T00:00:00.000
615,20260803,20260527,20260706,28080,326,297,17,304,130,6,3,ICC000615,616,430.6000,430.6000,430.6000,852.5500,1,1,2026-08-24T00:00:00.000
616,20260605,20260706,20260611,69000,296,68,343,52,466,3,4,ICC000616,617,431.3000,431.3000,431.3000,853.9200,1,1,2026-08-24T00:00:00.000
617,20260619,20260820,20260812,79500,412,261,172,97,294,6,3,ICC000617,618,432.0000,432.0000,432.0000,855.2900,1,1,2026-08-24T00:00:00.000
618,20260721,20260808,20260629,86040,196,43,62,415,363,3,1,ICC000618,619,432.7000,432.7000,432.7000,856.6600,1,1,2026-08-24T00:00:00.000
619,20260711,20260530,20260528,69660,442,304,133,195,150,7,7,ICC000619,620,433.4000,433.4000,433.4000,858.0300,1,1,2026-08-24T00:00:00.000
620,20260809,20260617,20260821,65580,248,313,195,25,50,6,4,ICC000620,621,434.1000,434.1000,434.1000,859.4000,1,1,2026-08-24T00:00:00.000
621,20260618,20260817,20260820,33120,341,124,468,208,313,3,1,ICC000621,622,434.8000,434.8000,434.8000,860.7700,1,1,2026-08-24T00:00:00.000
622,20260701,20260817,20260623,2340,354,312,181,268,346,8,3,ICC000622,623,435.5000,435.5000,435.5000,862.1400,1,1,2026-08-24T00:00:00.000
623,20260624,20260609,20260730,75180,397,197,419,176,287,5,6,ICC000623,624,436.2000,436.2000,436.2000,863.5100,1,1,2026-08-24T00:00:00.000
624,20260709,20260719,20260729,85620,497,327,155,302,210,6,2,ICC000624,625,436.9000,436.9000,436.9000,864.8800,1,1,2026-08-24T00:00:00.000
625,20260606,20260811,20260803,61620,9,152,150,94,233,5,7,ICC000625,626,437.6000,437.6000,437.6000,866.2500,1,1,2026-08-24T00:00:00.000
626,20260723,20260808,20260809,1500,433,297,268,172,33,6,1,ICC000626,627,438.3000,438.3000,438.3000,867.6200,1,1,2026-08-24T00:00:00.000
627,20260625,20260629,20260601,49260,160,42,341,398,130,6,2,ICC000627,628,439.0000,439.0000,439.0000,868.9900,1,1,2026-08-24T00:00:00.000
628,20260611,20260608,20260616,2700,403,195,1,22,120,2,5,ICC000628,629,439.7000,439.7000,439.7000,870.3600,1,1,2026-08-24T00:00:00.000
629,20260808,20260613,20260608,69960,383,273,224,-1,-1,1,1,ICC000629,630,440.4000,440.4000,440.4000,871.7300,1,1,2026-08-24T00:00:00.000
630,20260717,20260531,20260612,81900,416,49,404,457,157,8,3,ICC000630,631,441.1000,441.1000,441.1000,873.1000,1,1,2026-08-24T00:00:00.000
631,20260802,20260710,20260704,78540,126,277,168,118,281,3,2,ICC000631,632,441.8000,441.8000,441.8000,874.4700,1,1,2026-08-24T00:00:00.000
632,20260624,20260627,20260722,44400,323,310,282,27,127,3,2,ICC000632,633,442.5000,442.5000,442.5000,875.8400,1,1,2026-08-24T00:00:00.000
633,20260602,20260617,20260806,15300,80,28,100,130,234,1,6,ICC000633,634,443.2000,443.2000,443.2000,877.2100,1,1,2026-08-24T00:00:00.000
634,20260716,20260711,20260822,75180,338,192,260,498,113,1,2,ICC000634,635,443.9000,443.9000,443.9000,878.5800,1,1,2026-08-24T00:00:00.000
635,20260626,20260601,20260622,19620,390,63,272,457,328,2,3,ICC000635,636,444.6000,444.6000,444.6000,879.9500,1,1,2026-08-24T00:00:00.000
636,20260824,20260804,20260817,78420,34,115,195,83,378,4,4,ICC000636,637,445.3000,445.3000,445.3000,881.3200,1,1,2026-08-24T00:00:00.000
637,20260802,20260818,20260807,40560,324,257,220,89,409,8,3,ICC000637,638,446.0000,446.0000,446.0000,882.6900,1,1,2026-08-24T00:00:00.000
638,20260817,20260727,20260706,74460,152,77,487,201,470,5,5,ICC000638,639,446.7000,446.7000,446.7000,884.0600,1,1,2026-08-24T00:00:00.000
639,20260610,20260709,20260814,18840,403,179,250,62,55,5,4,ICC000639,640,447.4000,447.4000,447.4000,885.4300,1,1,2026-08-24T00:00:00.000
640,20260701,20260721,20260715,38460,268,94,237,479,225,6,7,ICC000640,641,448.1000,448.1000,448.1000,886.8000,1,1,2026-08-24T00:00:00.000
641,20260816,20260731,20260708,1800,18,67,13,116,487,7,4,ICC000641,642,448.8000,448.8000,448.8000,888.1700,1,1,2026-08-24T00:00:00.000
642,20260527,20260814,20260705,21360,271,255,198,387,47,8,4,ICC000642,643,449.5000,449.5000,449.5000,889.5400,1,1,2026-08-24T00:00:00.000
643,20260808,20260601,20260620,16140,382,55,205,143,177,8,7,ICC000643,644,450.2000,450.2000,450.2000,890.9100,1,1,2026-08-24T00:00:00.000
644,20260625,20260808,20260626,45360,361,29,77,211,305,5,3,ICC000644,645,450.9000,450.9000,450.9000,892.2800,1,1,2026-08-24T00:00:00.000
645,20260824,20260805,20260716,50820,163,226,362,275,494,6,5,ICC000645,646,451.6000,451.6000,451.6000,893.6500,1,1,2026-08-24T00:00:00.000
646,20260819,20260817,20260816,26400,290,214,259,-1,-1,7,3,ICC000646,647,452.3000,452.3000,452.3000,895.0200,1,1,2026-08-24T00:00:00.000
647,20260726,20260626,20260606,54000,90,174,146,195,202,7,6,ICC000647,648,453.0000,453.0000,453.0000,896.3900,1,1,2026-08-24T00:00:00.000
648,20260711,20260729,20260626,48240,34,332,317,396,381,3,1,ICC000648,649,453.7000,453.7000,453.7000,897.7600,1,1,2026-08-24T00:00:00.000
649,20260808,20260714,20260817,45960,94,323,365,225,354,4,4,ICC000649,650,454.4000,454.4000,454.4000,899.1300,1,1,2026-08-24T00:00:00.000
650,20260713,20260620,20260805,60540,272,178,402,158,440,1,2,ICC000650,651,455.1000,455.1000,455.1000,900.5000,1,1,2026-08-24T00:00:00.000
651,20260709,20260726,20260824,51420,88,262,219,342,265,4,4,ICC000651,652,455.8000,455.8000,455.8000,901.8700,1,1,2026-08-24T00:00:00.000
652,20260726,20260806,20260819,47460,252,270,384,25,395,2,4,ICC000652,653,456.5000,456.5000,456.5000,903.2400,1,1,2026-08-24T00:00:00.000
653,20260622,20260727,20260814,83520,97,314,157,370,463,2,4,ICC000653,654,457.2000,457.2000,457.2000,904.6100,1,1,2026-08-24T00:00:00.000
654,20260713,20260616,20260605,53280,401,116,100,36,30,4,2,ICC000654,655,457.9000,457.9000,457.9000,905.9800,1,1,2026-08-24T00:00:00.000
655,20260823,20260730,20260726,35100,205,114,326,206,413,6,7,ICC000655,656,458.6000,458.6000,458.6000,907.3500,1,1,2026-08-24T00:00:00.000
656,20260723,20260812,20260729,33060,325,276,80,245,91,2,6,ICC000656,657,459.3000,459.3000,459.3000,908.7200,1,1,2026-08-24T00:00:00.000
657,20260809,20260630,20260610,9720,441,337,175,52,67,8,3,ICC000657,658,460.0000,460.0000,460.0000,910.0900,1,1,2026-08-24T00:00:00.000
658,20260802,20260809,20260726,7080,497,171,477,52,274,6,3,ICC000658,659,460.7000,460.7000,460.7000,911.4600,1,1,2026-08-24T00:00:00.000
659,20260802,20260820,20260711,24240,397,201,69,478,119,5,5,ICC000659,660,461.4000,461.4000,461.4000,912.8300,1,1,2026-08-24T00:00:00.000
660,20260620,20260624,20260629,57720,454,256,324,85,274,1,5,ICC000660,661,462.1000,462.1000,462.1000,914.2000,1,1,2026-08-24T00:00:00.000
661,20260726,20260629,20260614,37440,229,292,448,185,242,4,5,ICC000661,662,462.8000,462.8000,462.8000,915.5700,1,1,2026-08-24T00:00:00.000
662,20260628,20260805,20260814,56340,195,15,460,268,1,7,3,ICC000662,663,463.5000,463.5000,463.5000,916.9400,1,1,2026-08-24T00:00:00.000
663,20260715,20260607,20260711,54000,326,2,273,-1,-1,6,5,ICC000663,664,464.2000,464.2000,464.2000,918.3100,1,1,2026-08-24T00:00:00.000
664,20260528,20260824,20260821,16380,9,203,427,37,93,7,5,ICC000664,665,464.9000,464.9000,464.9000,919.6800,1,1,2026-08-24T00:00:00.000
665,20260616,20260730,20260705,31680,232,212,384,430,221,5,1,ICC000665,666,465.6000,465.6000,465.6000,921.0500,1,1,2026-08-24T00:00:00.000
666,20260820,20260803,20260701,49140,451,141,30,123,191,2,6,ICC000666,667,466.3000,466.3000,466.3000,922.4200,1,1,2026-08-24T00:00:00.000
667,20260709,20260709,20260704,33840,321,272,117,81,107,4,5,ICC000667,668,467.0000,467.0000,467.0000,923.7900,1,1,2026-08-24T00:00:00.000
668,20260725,20260628,20260711,85620,193,27,151,488,283,3,2,ICC000668,669,467.7000,467.7000,467.7000,925.1600,1,1,2026-08-24T00:00:00.000
669,20260810,20260706,20260810,8760,52,211,73,381,345,3,7,ICC000669,670,468.4000,468.4000,468.4000,926.5300,1,1,2026-08-24T00:00:00.000
670,20260801,20260527,20260601,82680,338,49,74,487,227,6,3,ICC000670,671,469.1000,469.1000,469.1000,927.9000,1,1,2026-08-24T00:00:00.000
671,20260710,20260820,20260620,15840,485,243,433,315,378,7,1,ICC000671,672,469.8000,469.8000,469.8000,929.2700,1,1,2026-08-24T00:00:00.000
672,20260824,20260715,20260726,30240,312,177,207,75,10,6,3,ICC000672,673,470.5000,470.5000,470.5000,930.6400,1,1,2026-08-24T00:00:00.000
673,20260607,20260721,20260701,63900,17,193,150,337,42,1,2,ICC000673,674,471.2000,471.2000,471.2000,932.0100,1,1,2026-08-24T00:00:00.000
674,20260614,20260529,20260721,81180,290,20,102,200,197,3,6,ICC000674,675,471.9000,471.9000,471.9000,933.3800,1,1,2026-08-24T00:00:00.000
675,20260620,20260722,20260617,12960,48,334,184,195,420,3,6,ICC000675,676,472.6000,472.6000,472.6000,934.7500,1,1,2026-08-24T00:00:00.000
676,20260804,20260604,20260603,25980,218,155,392,33,188,8,2,ICC000676,677,473.3000,473.3000,473.3000,936.1200,1,1,2026-08-24T00:00:00.000
677,20260731,20260813,20260607,81900,338,71,106,155,60,5,1,ICC000677,678,474.0000,474.0000,474.0000,937.4900,1,1,2026-08-24T00:00:00.000
678,20260528,20260612,20260805,21840,492,314,288,308,394,7,6,ICC000678,679,474.7000,474.7000,474.7000,938.8600,1,1,2026-08-24T00:00:00.000
679,20260718,20260805,20260804,24540,178,336,58,61,264,6,7,ICC000679,680,475.4000,475.4000,475.4000,940.2300,1,1,2026-08-24T00:00:00.000
680,20260608,20260609,20260801,6120,268,250,157,-1,-1,2,2,ICC000680,681,476.1000,476.1000,476.1000,941.6000,1,1,2026-08-24T00:00:00.000
681,20260802,20260822,20260822,30000,194,115,455,180,212,2,4,ICC000681,682,476.8000,476.8000,476.8000,942.9700,1,1,2026-08-24T00:00:00.000
682,20260722,20260619,20260626,35460,109,169,88,418,460,4,1,ICC000682,683,477.5000,477.5000,477.5000,944.3400,1,1,2026-08-24T00:00:00.000
683,20260802,20260714,20260813,77760,207,329,159,64,309,4,1,ICC000683,684,478.2000,478.2000,478.2000,945.7100,1,1,2026-08-24T00:00:00.000
684,20260728,20260613,20260709,24420,485,223,298,274,200,3,3,ICC000684,685,478.9000,478.9000,478.9000,947.0800,1,1,2026-08-24T00:00:00.000
685,20260706,20260624,20260820,56040,489,137,469,324,364,7,5,ICC000685,686,479.6000,479.6000,479.6000,948.4500,1,1,2026-08-24T00:00:00.000
686,20260618,20260805,20260808,46860,393,83,157,16,457,3,2,ICC000686,687,480.3000,480.3000,480.3000,949.8200,1,1,2026-08-24T00:00:00.000
687,20260718,20260808,20260702,56700,170,23,267,174,83,6,5,ICC000687,688,481.0000,481.0000,481.0000,951.1900,1,1,2026-08-24T00:00:00.000
688,20260822,20260715,20260730,25800,144,178,77,460,50,8,5,ICC000688,689,481.7000,481.7000,481.7000,952.5600,1,1,2026-08-24T00:00:00.000
689,20260705,20260712,20260609,33060,211,43,471,155,244,8,7,ICC000689,690,482.4000,482.4000,482.4000,953.9300,1,1,2026-08-24T00:00:00.000
690,20260615,20260802,20260818,70140,220,167,125,458,116,8,4,ICC000690,691,483.1000,483.1000,483.1000,955.3000,1,1,2026-08-24T00:00:00.000
691,20260624,20260727,20260627,61860,238,235,359,349,343,1,3,ICC000691,692,483.8000,483.8000,483.8000,956.6700,1,1,2026-08-24T00:00:00.000
692,20260715,20260817,20260602,54540,438,337,264,474,263,3,6,ICC000692,693,484.5000,484.5000,484.5000,958.0400,1,1,2026-08-24T00:00:00.000
693,20260629,20260627,20260723,66900,390,282,82,268,434,1,1,ICC000693,694,485.2000,485.2000,485.2000,959.4100,1,1,2026-08-24T00:00:00.000
694,20260601,20260718,20260720,67620,266,131,3,105,431,4,5,ICC000694,695,485.9000,485.9000,485.9000,960.7800,1,1,2026-08-24T00:00:00.000
695,20260606,20260722,20260816,9360,410,194,308,390,306,3,7,ICC000695,696,486.6000,486.6000,486.6000,962.1500,1,1,2026-08-24T00:00:00.000
696,20260704,20260616,20260610,480,176,236,315,350,399,8,1,ICC000696,697,487.3000,487.3000,487.3000,963.5200,1,1,2026-08-24T00:00:00.000
697,20260608,20260813,20260819,12660,333,178,483,-1,-1,2,2,ICC000697,698,488.0000,488.0000,488.0000,964.8900,1,1,2026-08-24T00:00:00.000
698,20260802,20260730,20260715,39900,80,269,268,309,227,4,6,ICC000698,699,488.7000,488.7000,488.7000,966.2600,1,1,2026-08-24T00:00:00.000
699,20260703,20260812,20260730,37740,354,320,359,274,444,8,7,ICC000699,700,489.4000,489.4000,489.4000,967.6300,1,1,2026-08-24T00:00:00.000
700,20260803,20260629,20260710,38760,105,295,400,368,106,7,4,ICC000700,701,490.1000,490.1000,490.1000,969.0000,1,1,2026-08-24T00:00:00.000
701,20260701,20260622,20260630,67560,187,200,82,412,158,7,1,ICC000701,702,490.8000,490.8000,490.8000,970.3700,1,1,2026-08-24T00:00:00.000
702,20260803,20260529,20260711,80340,55,157,321,485,24,4,5,ICC000702,703,491.5000,491.5000,491.5000,971.7400,1,1,2026-08-24T00:00:00.000
