FinanceProductionSettlementKey,ProductionSettlementNumber,ProductKey,PlantKey,WorkCenterKey,CostCenterKey,FinancePostingStatusKey,SettlementName,SettlementPeriodCode,IsFinalSettlement,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
300,FPS000300,497,20,353,353,8,Meridian FinanceProductionSettlement 300,FPS000300,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7450e3149d4c54b4b0119f2e094992817450e3149d4c54b4b0119f2e09499281
301,FPS000301,165,195,59,444,4,Cedar FinanceProductionSettlement 301,FPS000301,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b64767048c9856fa9c9863e96d8756bfb64767048c9856fa9c9863e96d8756bf
302,FPS000302,377,14,243,201,9,Unity FinanceProductionSettlement 302,FPS000302,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02e3d26de22450a595c2fe219ec373eb02e3d26de22450a595c2fe219ec373eb
303,FPS000303,16,40,269,283,8,Orion FinanceProductionSettlement 303,FPS000303,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d39285b4823538bb56f1ea832a5b2a53d39285b4823538bb56f1ea832a5b2a5
304,FPS000304,472,350,265,395,5,Harbor FinanceProductionSettlement 304,FPS000304,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,487a221237ed5386b426fea92f4c6b0b487a221237ed5386b426fea92f4c6b0b
305,FPS000305,418,12,256,157,1,Harbor FinanceProductionSettlement 305,FPS000305,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1db1284a82415291ae16e0072d4bdccb1db1284a82415291ae16e0072d4bdccb
306,FPS000306,174,103,-1,-1,4,Unity FinanceProductionSettlement 306,FPS000306,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d50ade11e25d5d33aebdf8e4381192dfd50ade11e25d5d33aebdf8e4381192df
307,FPS000307,348,148,421,341,5,Liberty FinanceProductionSettlement 307,FPS000307,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7ed2c56ebba5a2aa53ffdf6da3bbff6e7ed2c56ebba5a2aa53ffdf6da3bbff6
308,FPS000308,400,187,205,320,4,Evergreen FinanceProductionSettlement 308,FPS000308,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d4ed6e801365864b2ec4a1998d3f65a4d4ed6e801365864b2ec4a1998d3f65a
309,FPS000309,416,6,31,107,3,Pioneer FinanceProductionSettlement 309,FPS000309,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74b78dde04b751d1bc7d1351bb3e15fb74b78dde04b751d1bc7d1351bb3e15fb
310,FPS000310,351,347,64,425,2,Orion FinanceProductionSettlement 310,FPS000310,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3869e231d9155c89092794edd32e142e3869e231d9155c89092794edd32e142
311,FPS000311,330,39,414,463,10,Orion FinanceProductionSettlement 311,FPS000311,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52458197009e5dd0a986e6a05e09434852458197009e5dd0a986e6a05e094348
312,FPS000312,372,197,121,465,5,Harbor FinanceProductionSettlement 312,FPS000312,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc064de930005a6c9a0e27b363cee3e0fc064de930005a6c9a0e27b363cee3e0
313,FPS000313,417,141,298,293,3,Zenith FinanceProductionSettlement 313,FPS000313,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a54b66d03a05902b938a74b2997e4b42a54b66d03a05902b938a74b2997e4b4
314,FPS000314,302,329,64,118,6,Liberty FinanceProductionSettlement 314,FPS000314,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6497e688ac0251f7869d7b428301e4776497e688ac0251f7869d7b428301e477
315,FPS000315,23,84,53,499,6,Granite FinanceProductionSettlement 315,FPS000315,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6585b185f45a5de5ae90d593d02d9df16585b185f45a5de5ae90d593d02d9df1
316,FPS000316,29,317,35,48,6,Northstar FinanceProductionSettlement 316,FPS000316,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a2b1645a07b5b55975463c097901e350a2b1645a07b5b55975463c097901e35
317,FPS000317,79,237,61,416,6,Meridian FinanceProductionSettlement 317,FPS000317,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36376f0c581a5fcba5dec99006d1075836376f0c581a5fcba5dec99006d10758
318,FPS000318,331,157,347,274,6,Vertex FinanceProductionSettlement 318,FPS000318,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,650feb7ec63f520fb62e1c58f0a5bfd7650feb7ec63f520fb62e1c58f0a5bfd7
319,FPS000319,205,68,18,173,1,Pioneer FinanceProductionSettlement 319,FPS000319,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,742127e9877a5f44b7bf0f7c91b185e3742127e9877a5f44b7bf0f7c91b185e3
320,FPS000320,156,150,307,51,2,Orion FinanceProductionSettlement 320,FPS000320,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efe382b05fde58f3bf92b6819f5a43eeefe382b05fde58f3bf92b6819f5a43ee
321,FPS000321,414,111,22,225,3,Ion FinanceProductionSettlement 321,FPS000321,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7a1914107175927a88d0005e905e1f7e7a1914107175927a88d0005e905e1f7
322,FPS000322,365,141,437,436,10,Pioneer FinanceProductionSettlement 322,FPS000322,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a2a600762775de7bc2ccca35f9f3e173a2a600762775de7bc2ccca35f9f3e17
323,FPS000323,374,155,-1,-1,8,Vertex FinanceProductionSettlement 323,FPS000323,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70db49bce484567e9ae8450104db404170db49bce484567e9ae8450104db4041
324,FPS000324,248,104,246,474,8,Liberty FinanceProductionSettlement 324,FPS000324,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36b4f28a87d35a05b37be37528e06cfe36b4f28a87d35a05b37be37528e06cfe
325,FPS000325,468,209,468,102,6,Titan FinanceProductionSettlement 325,FPS000325,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e5b1e04dab45c5bb7526aeccb36a4b34e5b1e04dab45c5bb7526aeccb36a4b3
326,FPS000326,163,271,105,252,8,Northstar FinanceProductionSettlement 326,FPS000326,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc8dcac8ce85504c8169e879ac23a729dc8dcac8ce85504c8169e879ac23a729
327,FPS000327,346,222,121,216,1,Titan FinanceProductionSettlement 327,FPS000327,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c828beda2b7d521b89b6504b1d8db511c828beda2b7d521b89b6504b1d8db511
328,FPS000328,383,171,370,90,2,Riverton FinanceProductionSettlement 328,FPS000328,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b29b93045955bde84c48067f23601188b29b93045955bde84c48067f2360118
329,FPS000329,99,193,27,37,2,Evergreen FinanceProductionSettlement 329,FPS000329,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed9a627784cf55628f8db8fba9d30adbed9a627784cf55628f8db8fba9d30adb
330,FPS000330,322,229,166,24,10,Zenith FinanceProductionSettlement 330,FPS000330,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73a4770c6e775f19b88e0f07ef74740973a4770c6e775f19b88e0f07ef747409
331,FPS000331,497,3,203,373,8,Granite FinanceProductionSettlement 331,FPS000331,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccd78449a60f563f8f0e49aaee01239accd78449a60f563f8f0e49aaee01239a
332,FPS000332,316,173,378,381,1,Vertex FinanceProductionSettlement 332,FPS000332,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa631ebf25c95ab290cdaa32531f94a8aa631ebf25c95ab290cdaa32531f94a8
333,FPS000333,385,289,448,88,6,Ion FinanceProductionSettlement 333,FPS000333,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,425e02a29db6516c9eb07c361cdaa92e425e02a29db6516c9eb07c361cdaa92e
334,FPS000334,454,117,348,98,4,Atlas FinanceProductionSettlement 334,FPS000334,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d53c6dad29985ade8b9baaebaae1e911d53c6dad29985ade8b9baaebaae1e911
335,FPS000335,141,103,295,431,8,Unity FinanceProductionSettlement 335,FPS000335,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bcd03d2e5e2e5836907449b568f0a312bcd03d2e5e2e5836907449b568f0a312
336,FPS000336,193,43,245,268,8,Evergreen FinanceProductionSettlement 336,FPS000336,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8284df88697b53ee97cf4fc535d9395e8284df88697b53ee97cf4fc535d9395e
337,FPS000337,415,55,26,253,9,Vertex FinanceProductionSettlement 337,FPS000337,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b29e5af4b5b950b7975c38fd20e3eaf6b29e5af4b5b950b7975c38fd20e3eaf6
338,FPS000338,320,202,219,366,9,Junction FinanceProductionSettlement 338,FPS000338,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03fa19d5d42f5451bb7f0ca641761f9403fa19d5d42f5451bb7f0ca641761f94
339,FPS000339,400,308,254,80,2,Granite FinanceProductionSettlement 339,FPS000339,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2129d24d8fa559e9630b2dda2caa8a6e2129d24d8fa559e9630b2dda2caa8a6
340,FPS000340,439,192,-1,-1,10,Northstar FinanceProductionSettlement 340,FPS000340,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9c5ba27f5535c9bb5c02117a3aec897b9c5ba27f5535c9bb5c02117a3aec897
341,FPS000341,76,264,65,177,7,Northstar FinanceProductionSettlement 341,FPS000341,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53d2328609515427902312dd7d59a08553d2328609515427902312dd7d59a085
342,FPS000342,120,333,274,494,4,Zenith FinanceProductionSettlement 342,FPS000342,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65db9684a01a5a27a68e0d1557efcc3365db9684a01a5a27a68e0d1557efcc33
343,FPS000343,384,249,317,170,8,Willow FinanceProductionSettlement 343,FPS000343,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3410abd4e4fd574397a1c34adca2a0593410abd4e4fd574397a1c34adca2a059
344,FPS000344,294,162,92,184,5,Keystone FinanceProductionSettlement 344,FPS000344,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9dd6bc812f19586ea53cb88f891ab4fc9dd6bc812f19586ea53cb88f891ab4fc
345,FPS000345,196,318,89,260,3,Vertex FinanceProductionSettlement 345,FPS000345,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c92420a6c5f85697998cf1274a89c522c92420a6c5f85697998cf1274a89c522
346,FPS000346,334,185,418,279,6,Liberty FinanceProductionSettlement 346,FPS000346,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,788411f8d9cb5272a37d21c5580c7fba788411f8d9cb5272a37d21c5580c7fba
347,FPS000347,117,219,363,420,7,Northstar FinanceProductionSettlement 347,FPS000347,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a34a0a5195d5e359928494208f61d0d8a34a0a5195d5e359928494208f61d0d
348,FPS000348,476,334,320,120,7,Cedar FinanceProductionSettlement 348,FPS000348,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4758721e16945399ad4b5ca7087e70f34758721e16945399ad4b5ca7087e70f3
349,FPS000349,48,45,194,338,3,Vertex FinanceProductionSettlement 349,FPS000349,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44157ae5e01d5063bb0f623c0583b66944157ae5e01d5063bb0f623c0583b669
350,FPS000350,364,105,250,23,5,Northstar FinanceProductionSettlement 350,FPS000350,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c23d730024259cea38d33506421448f9c23d730024259cea38d33506421448f
351,FPS000351,128,50,398,89,8,Meridian FinanceProductionSettlement 351,FPS000351,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c100ae54186d50e78366bd9d9d374235c100ae54186d50e78366bd9d9d374235
352,FPS000352,360,135,87,352,3,Northstar FinanceProductionSettlement 352,FPS000352,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82e8f5281137526aa1f8f2e6d91747f882e8f5281137526aa1f8f2e6d91747f8
353,FPS000353,349,328,253,306,4,Vertex FinanceProductionSettlement 353,FPS000353,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b9eed2ac38b5a1a9a6de4e1742538a70b9eed2ac38b5a1a9a6de4e1742538a7
354,FPS000354,237,335,340,165,10,Forge FinanceProductionSettlement 354,FPS000354,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b2955129e7955a58c0b94f5470d3dfc2b2955129e7955a58c0b94f5470d3dfc
355,FPS000355,282,289,300,295,2,Summit FinanceProductionSettlement 355,FPS000355,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5aa27112edff56f1abc7bcacc4612a7f5aa27112edff56f1abc7bcacc4612a7f
356,FPS000356,283,88,45,471,2,Unity FinanceProductionSettlement 356,FPS000356,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27153a3c3373554db4d3cc691d4b7fdd27153a3c3373554db4d3cc691d4b7fdd
357,FPS000357,335,154,-1,-1,10,Pioneer FinanceProductionSettlement 357,FPS000357,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06856c011f8f5a35938c1e7ac8db343a06856c011f8f5a35938c1e7ac8db343a
358,FPS000358,332,160,332,111,6,Beacon FinanceProductionSettlement 358,FPS000358,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68b19c4655345ac1884930ae1f30ac9a68b19c4655345ac1884930ae1f30ac9a
359,FPS000359,279,6,301,415,6,Cedar FinanceProductionSettlement 359,FPS000359,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92beb2e52a6f5b7fa9c626ae872d16e492beb2e52a6f5b7fa9c626ae872d16e4
360,FPS000360,346,231,346,31,9,Liberty FinanceProductionSettlement 360,FPS000360,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5fb58e5e8455015accacf63d813cf1af5fb58e5e8455015accacf63d813cf1a
361,FPS000361,4,304,310,223,8,Evergreen FinanceProductionSettlement 361,FPS000361,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0170d92d183a5b7bbdbee7a0e0686c3e0170d92d183a5b7bbdbee7a0e0686c3e
362,FPS000362,310,129,246,190,8,Unity FinanceProductionSettlement 362,FPS000362,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bc1fefc83395698b70a56d6be3c32e77bc1fefc83395698b70a56d6be3c32e7
363,FPS000363,142,231,429,106,6,Pioneer FinanceProductionSettlement 363,FPS000363,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,290eaa5825b955548b8b5336d048ce59290eaa5825b955548b8b5336d048ce59
364,FPS000364,319,261,383,422,4,Summit FinanceProductionSettlement 364,FPS000364,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1d140db5af25df2ab50eeda65accccfd1d140db5af25df2ab50eeda65accccf
365,FPS000365,306,20,306,266,8,Titan FinanceProductionSettlement 365,FPS000365,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2985d693bac157a5ac66853a23b33ee32985d693bac157a5ac66853a23b33ee3
366,FPS000366,391,200,216,246,4,Orion FinanceProductionSettlement 366,FPS000366,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f3f971085cc5253bd3c4cba92fa907d4f3f971085cc5253bd3c4cba92fa907d
367,FPS000367,414,145,109,305,5,Pioneer FinanceProductionSettlement 367,FPS000367,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c6cb23e348c5704824a712c42282f078c6cb23e348c5704824a712c42282f07
368,FPS000368,396,182,213,309,10,Forge FinanceProductionSettlement 368,FPS000368,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ce71f4da6965103a1ef4ae0b433d7b22ce71f4da6965103a1ef4ae0b433d7b2
369,FPS000369,216,74,307,201,1,Atlas FinanceProductionSettlement 369,FPS000369,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c04a210a7b455dd88bc4d492841c1effc04a210a7b455dd88bc4d492841c1eff
370,FPS000370,311,157,239,457,2,Junction FinanceProductionSettlement 370,FPS000370,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ef97b7b7c875c09bcf6232b5aae5b779ef97b7b7c875c09bcf6232b5aae5b77
371,FPS000371,418,206,118,370,2,Summit FinanceProductionSettlement 371,FPS000371,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf54d4fa8d195b079e397e353fe79679bf54d4fa8d195b079e397e353fe79679
372,FPS000372,15,190,116,231,1,Meridian FinanceProductionSettlement 372,FPS000372,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58dd27f893395c44b829d292519c651958dd27f893395c44b829d292519c6519
373,FPS000373,307,323,171,224,10,Summit FinanceProductionSettlement 373,FPS000373,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0510d101c925746bd6c6594c05e0540e0510d101c925746bd6c6594c05e0540
374,FPS000374,133,317,-1,-1,2,Summit FinanceProductionSettlement 374,FPS000374,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a989808b4a75f619f420915b9dd97519a989808b4a75f619f420915b9dd9751
375,FPS000375,290,179,113,410,4,Titan FinanceProductionSettlement 375,FPS000375,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b3bcfa87ad853b7be5eba01bfd260c64b3bcfa87ad853b7be5eba01bfd260c6
376,FPS000376,64,73,146,465,1,Granite FinanceProductionSettlement 376,FPS000376,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5c92c8717245e6a93c0a5eab4a200cfe5c92c8717245e6a93c0a5eab4a200cf
377,FPS000377,260,242,37,305,7,Granite FinanceProductionSettlement 377,FPS000377,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c9879ab04115b1d9689024a792fb9ab0c9879ab04115b1d9689024a792fb9ab
378,FPS000378,162,190,114,447,6,Beacon FinanceProductionSettlement 378,FPS000378,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd42c2f8fc845bf6877728f7f970ecf6cd42c2f8fc845bf6877728f7f970ecf6
379,FPS000379,274,66,119,137,8,Riverton FinanceProductionSettlement 379,FPS000379,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,879e4cf5504357d6868942eea418a40a879e4cf5504357d6868942eea418a40a
380,FPS000380,122,133,230,140,4,Titan FinanceProductionSettlement 380,FPS000380,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d53ff0db3eea5f92babefdb65ea9c8f8d53ff0db3eea5f92babefdb65ea9c8f8
381,FPS000381,118,329,193,196,7,Evergreen FinanceProductionSettlement 381,FPS000381,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cea090997975b32b1e79eace81325560cea090997975b32b1e79eace8132556
382,FPS000382,233,29,134,384,5,Granite FinanceProductionSettlement 382,FPS000382,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d34d4212b2f5510397555f21997f4105d34d4212b2f5510397555f21997f4105
383,FPS000383,273,272,402,388,6,Cedar FinanceProductionSettlement 383,FPS000383,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,579d796a6c3e581a9e34217a186d04ef579d796a6c3e581a9e34217a186d04ef
384,FPS000384,98,250,265,276,2,Willow FinanceProductionSettlement 384,FPS000384,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,102350b223815ababa28af38f11420af102350b223815ababa28af38f11420af
385,FPS000385,280,260,424,248,4,Pioneer FinanceProductionSettlement 385,FPS000385,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f25ff9af236d5f209bd930809811cf90f25ff9af236d5f209bd930809811cf90
386,FPS000386,103,71,470,20,6,Junction FinanceProductionSettlement 386,FPS000386,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78d96a7152c85152bfe56da5df48e71478d96a7152c85152bfe56da5df48e714
387,FPS000387,106,103,73,495,6,Unity FinanceProductionSettlement 387,FPS000387,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0dd1223f213b5a88b3aeefb6bd34ec230dd1223f213b5a88b3aeefb6bd34ec23
388,FPS000388,296,214,365,205,9,Summit FinanceProductionSettlement 388,FPS000388,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b78d7b4d6b245b1d9422fc290a7653a5b78d7b4d6b245b1d9422fc290a7653a5
389,FPS000389,441,230,323,334,6,Vertex FinanceProductionSettlement 389,FPS000389,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cf8e7a8da955836a91262128e5689471cf8e7a8da955836a91262128e568947
390,FPS000390,493,194,133,76,10,Beacon FinanceProductionSettlement 390,FPS000390,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ac0dd807d5958298002ec61e224994e2ac0dd807d5958298002ec61e224994e
391,FPS000391,459,28,-1,-1,1,Cedar FinanceProductionSettlement 391,FPS000391,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,638866bfc7085c11b00c73738a78e7b1638866bfc7085c11b00c73738a78e7b1
392,FPS000392,8,234,280,77,9,Unity FinanceProductionSettlement 392,FPS000392,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,774a2f5ec1f656f7a1aff0880cece779774a2f5ec1f656f7a1aff0880cece779
393,FPS000393,335,100,479,190,1,Forge FinanceProductionSettlement 393,FPS000393,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb0abbd438535f39b671eff753d0cfc2eb0abbd438535f39b671eff753d0cfc2
394,FPS000394,149,223,215,337,7,Summit FinanceProductionSettlement 394,FPS000394,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e08cae0fa755f9e9cd9f85f75de75387e08cae0fa755f9e9cd9f85f75de7538
395,FPS000395,111,83,209,402,8,Delta FinanceProductionSettlement 395,FPS000395,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9aebcf2ec1156fbafe73e34c1848cc5b9aebcf2ec1156fbafe73e34c1848cc5
396,FPS000396,122,97,104,129,2,Harbor FinanceProductionSettlement 396,FPS000396,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ab73c2a1bf551238b92395da9c78f718ab73c2a1bf551238b92395da9c78f71
397,FPS000397,315,350,142,61,4,Titan FinanceProductionSettlement 397,FPS000397,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ed607d3365e567286b6a4e4dfe7e0876ed607d3365e567286b6a4e4dfe7e087
398,FPS000398,260,337,78,363,10,Atlas FinanceProductionSettlement 398,FPS000398,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71725abc446b5d4ba2db29a79ca80a2171725abc446b5d4ba2db29a79ca80a21
399,FPS000399,171,152,286,219,8,Riverton FinanceProductionSettlement 399,FPS000399,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdcbb1ea6fe05b66895d83c638f23e51cdcbb1ea6fe05b66895d83c638f23e51
