ProductionLotKey,ProductionLotNumber,ProductKey,PlantKey,ProductionLotDispositionGroupKey,UnitOfMeasureKey,RecordStatusKey,ProductionLotName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
305,PL000305,141,29,201,7,2,Atlas ProductionLot 305,PL000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11d9bbb7862958e89cb3d654f7d08d1a11d9bbb7862958e89cb3d654f7d08d1a
306,PL000306,295,202,30,5,2,Ion ProductionLot 306,PL000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a610849637f355f09bef9ec50511c303a610849637f355f09bef9ec50511c303
307,PL000307,97,200,294,4,1,Northstar ProductionLot 307,PL000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9cf0e4cc95865fa5809e5a358beedf3f9cf0e4cc95865fa5809e5a358beedf3f
308,PL000308,43,43,74,4,2,Granite ProductionLot 308,PL000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc7a0f51f1a65b51a15af538c3d4c113dc7a0f51f1a65b51a15af538c3d4c113
309,PL000309,348,163,327,1,4,Harbor ProductionLot 309,PL000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b68878e176fc58b69d26c111942b1c1eb68878e176fc58b69d26c111942b1c1e
310,PL000310,246,300,370,3,3,Willow ProductionLot 310,PL000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a711795877ec5893a9e65a52b918b46da711795877ec5893a9e65a52b918b46d
311,PL000311,339,224,280,4,4,Riverton ProductionLot 311,PL000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0b46ae2ada854409ffc0e9e265b646fb0b46ae2ada854409ffc0e9e265b646f
312,PL000312,138,94,199,1,4,Quartz ProductionLot 312,PL000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,223ad8eb15785b8bb90c607ebf47854e223ad8eb15785b8bb90c607ebf47854e
313,PL000313,276,137,62,2,4,Titan ProductionLot 313,PL000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,968ff382e68753ccbf2ebb879b8b60e5968ff382e68753ccbf2ebb879b8b60e5
314,PL000314,430,331,212,3,2,Forge ProductionLot 314,PL000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e367b4c43d0b573ca35e27a08055b13ee367b4c43d0b573ca35e27a08055b13e
315,PL000315,32,69,357,7,3,Keystone ProductionLot 315,PL000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,896d94c06dd5537a98159175528af1de896d94c06dd5537a98159175528af1de
316,PL000316,241,332,1,2,4,Cedar ProductionLot 316,PL000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5aeae38f25a53b19b9fafba836886c3d5aeae38f25a53b19b9fafba836886c3
317,PL000317,62,209,268,4,1,Keystone ProductionLot 317,PL000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d70edd2bea1557cd8b8e094d70f6c69ed70edd2bea1557cd8b8e094d70f6c69e
318,PL000318,332,240,433,2,1,Riverton ProductionLot 318,PL000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,193b0be4f3dd50f191f9c230fac4b7cc193b0be4f3dd50f191f9c230fac4b7cc
319,PL000319,379,264,24,3,3,Beacon ProductionLot 319,PL000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68d39dc88c705960911b24dc4289548368d39dc88c705960911b24dc42895483
320,PL000320,322,166,303,7,1,Unity ProductionLot 320,PL000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0319b4979a7d5113a30e4dd6b2e14a220319b4979a7d5113a30e4dd6b2e14a22
321,PL000321,42,207,412,1,2,Junction ProductionLot 321,PL000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c598d88517d5116bd12a200666c48ed9c598d88517d5116bd12a200666c48ed
322,PL000322,374,227,330,7,3,Meridian ProductionLot 322,PL000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f78268ba05fb54459ca65fee6352512ff78268ba05fb54459ca65fee6352512f
323,PL000323,229,75,311,3,3,Ion ProductionLot 323,PL000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e356f42eb7a57a3864f90f378a5b4603e356f42eb7a57a3864f90f378a5b460
324,PL000324,197,349,18,1,4,Evergreen ProductionLot 324,PL000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5b7124ee8ab501198ce51ad1592d2d3d5b7124ee8ab501198ce51ad1592d2d3
325,PL000325,271,46,172,6,4,Titan ProductionLot 325,PL000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c79d4b15028051ecaafc7a44c12095e4c79d4b15028051ecaafc7a44c12095e4
326,PL000326,15,77,433,3,3,Atlas ProductionLot 326,PL000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3731fc4575e450bbb088fb3b7cb0b19f3731fc4575e450bbb088fb3b7cb0b19f
327,PL000327,478,269,381,6,1,Summit ProductionLot 327,PL000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,490fc4a8dd8d59ffb506f80622309bdc490fc4a8dd8d59ffb506f80622309bdc
328,PL000328,225,94,387,6,3,Junction ProductionLot 328,PL000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a167808b1ba5d9f9edd6f8607dbda418a167808b1ba5d9f9edd6f8607dbda41
329,PL000329,397,306,161,5,1,Junction ProductionLot 329,PL000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da1a757604955acaa57796df32afdd3eda1a757604955acaa57796df32afdd3e
330,PL000330,71,71,95,6,3,Keystone ProductionLot 330,PL000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32fe7802a650534b874b22707a32cc6532fe7802a650534b874b22707a32cc65
331,PL000331,62,318,327,1,1,Junction ProductionLot 331,PL000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a5eb0d8b227532f8bac5f71652bb1ff7a5eb0d8b227532f8bac5f71652bb1ff
332,PL000332,144,237,446,3,2,Unity ProductionLot 332,PL000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8d5ef4cf00c5389b864e460173cf4f6d8d5ef4cf00c5389b864e460173cf4f6
333,PL000333,312,115,343,1,2,Pioneer ProductionLot 333,PL000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd5cfa497ccc5a978ee91bca79cb9ef7cd5cfa497ccc5a978ee91bca79cb9ef7
334,PL000334,114,137,155,1,3,Granite ProductionLot 334,PL000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,318edcc1559c54ac96987512d22a9174318edcc1559c54ac96987512d22a9174
335,PL000335,96,303,349,2,2,Unity ProductionLot 335,PL000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ac559bcaa425d3ebe82e624eb92d6001ac559bcaa425d3ebe82e624eb92d600
336,PL000336,41,74,364,2,1,Granite ProductionLot 336,PL000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ac2006333625c1c9979d146d61d088d2ac2006333625c1c9979d146d61d088d
337,PL000337,312,53,239,3,1,Northstar ProductionLot 337,PL000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e66839bee02577eb66095c83c31f20e2e66839bee02577eb66095c83c31f20e
338,PL000338,88,161,439,2,3,Atlas ProductionLot 338,PL000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bb3192a82c05576ad49cb006e7157155bb3192a82c05576ad49cb006e715715
339,PL000339,387,289,203,1,4,Beacon ProductionLot 339,PL000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d709dcd08295c90aea17f8b2135426f8d709dcd08295c90aea17f8b2135426f
340,PL000340,202,335,402,7,1,Willow ProductionLot 340,PL000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,251ee5667ded55faa329e7f5e114b133251ee5667ded55faa329e7f5e114b133
341,PL000341,317,157,417,7,4,Quartz ProductionLot 341,PL000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ce3860daac65be49ae7fe65eae625ac1ce3860daac65be49ae7fe65eae625ac
342,PL000342,104,239,386,1,3,Evergreen ProductionLot 342,PL000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78c83eaab4285ce4aa97bf1ae2a0b54178c83eaab4285ce4aa97bf1ae2a0b541
343,PL000343,177,301,348,3,4,Evergreen ProductionLot 343,PL000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bfa22239379536fb2a795afbf863dc94bfa22239379536fb2a795afbf863dc9
344,PL000344,1,251,165,1,1,Quartz ProductionLot 344,PL000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6eb46dd46c90505cba13cc1539ad3f7a6eb46dd46c90505cba13cc1539ad3f7a
345,PL000345,34,308,63,3,4,Delta ProductionLot 345,PL000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ef53d26fa23584c92e173f0c68d4e304ef53d26fa23584c92e173f0c68d4e30
346,PL000346,203,284,249,2,2,Orion ProductionLot 346,PL000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0ed0743903b5839b61d891b9fa1b61eb0ed0743903b5839b61d891b9fa1b61e
347,PL000347,243,199,269,7,4,Northstar ProductionLot 347,PL000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d5adf93be07500a90bd8a4fd8d940781d5adf93be07500a90bd8a4fd8d94078
348,PL000348,35,285,237,6,2,Beacon ProductionLot 348,PL000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a46a8e637a66548b9a840174025b4b71a46a8e637a66548b9a840174025b4b71
349,PL000349,476,249,493,7,3,Riverton ProductionLot 349,PL000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d36336bc35d5029a4dcffc0b598cad92d36336bc35d5029a4dcffc0b598cad9
350,PL000350,144,24,404,3,2,Pioneer ProductionLot 350,PL000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8f1af75ded457b6b4eaa45a15fe7af9f8f1af75ded457b6b4eaa45a15fe7af9
351,PL000351,498,254,53,6,2,Vertex ProductionLot 351,PL000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63bb82a919c95c719ea403108ca024b563bb82a919c95c719ea403108ca024b5
352,PL000352,25,174,352,3,4,Unity ProductionLot 352,PL000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05e563ceda1451fb8f29bb76e78c4a5b05e563ceda1451fb8f29bb76e78c4a5b
353,PL000353,74,216,65,1,1,Unity ProductionLot 353,PL000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c3ffacd531d5baf8f0ba262670b995b8c3ffacd531d5baf8f0ba262670b995b
354,PL000354,322,157,477,7,3,Northstar ProductionLot 354,PL000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f2c51f0f92859f7912785fcbef54acc1f2c51f0f92859f7912785fcbef54acc
355,PL000355,91,279,332,5,4,Keystone ProductionLot 355,PL000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c22f6aebf43f5f2180877f4b99e7b077c22f6aebf43f5f2180877f4b99e7b077
356,PL000356,332,214,473,1,3,Granite ProductionLot 356,PL000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d14a199da5e5df6955b51cd92d8b1d09d14a199da5e5df6955b51cd92d8b1d0
357,PL000357,371,319,373,5,2,Evergreen ProductionLot 357,PL000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92f6f65017255a4986874c5309f9e72492f6f65017255a4986874c5309f9e724
358,PL000358,451,335,395,4,2,Junction ProductionLot 358,PL000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2709606174a56c987ae0605152d47dfa2709606174a56c987ae0605152d47df
359,PL000359,391,145,206,7,2,Liberty ProductionLot 359,PL000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a677ab4567f5f518563b50d26ae2a326a677ab4567f5f518563b50d26ae2a32
360,PL000360,178,212,155,2,4,Zenith ProductionLot 360,PL000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0c26a882c4057abb5bac634ec2c0926b0c26a882c4057abb5bac634ec2c0926
361,PL000361,251,186,159,5,3,Keystone ProductionLot 361,PL000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,adbd1ce17577501682c0fad5e52377cdadbd1ce17577501682c0fad5e52377cd
362,PL000362,454,263,443,4,4,Meridian ProductionLot 362,PL000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,729ea452e3b85da3b09339d6e97c3c75729ea452e3b85da3b09339d6e97c3c75
363,PL000363,108,115,497,5,2,Titan ProductionLot 363,PL000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7625d09070255c4b9066f6a93e5d4e197625d09070255c4b9066f6a93e5d4e19
364,PL000364,432,153,436,1,3,Evergreen ProductionLot 364,PL000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae70db2f21a45804990dba80b044c92aae70db2f21a45804990dba80b044c92a
365,PL000365,443,288,163,6,3,Zenith ProductionLot 365,PL000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9075de013cd528498deb85dcf8d674ae9075de013cd528498deb85dcf8d674a
366,PL000366,493,128,500,3,3,Junction ProductionLot 366,PL000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3da3ab89249560c9bc40463d6dfc6afb3da3ab89249560c9bc40463d6dfc6af
367,PL000367,409,323,295,4,3,Quartz ProductionLot 367,PL000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0c7f969ea4c58ccba1a4ee4e79e2f0bf0c7f969ea4c58ccba1a4ee4e79e2f0b
368,PL000368,357,110,280,6,1,Zenith ProductionLot 368,PL000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e9f1e2381c45a4cbf971af159950a079e9f1e2381c45a4cbf971af159950a07
369,PL000369,99,268,271,5,2,Harbor ProductionLot 369,PL000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4f8907d541e515a966e8e6e260d1e45a4f8907d541e515a966e8e6e260d1e45
370,PL000370,416,156,174,4,4,Riverton ProductionLot 370,PL000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5eaf4ebf536a57739fd319c3c8b47af55eaf4ebf536a57739fd319c3c8b47af5
371,PL000371,261,228,219,1,1,Zenith ProductionLot 371,PL000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,456d31ec4c4950e697017989152cae19456d31ec4c4950e697017989152cae19
372,PL000372,115,344,36,5,1,Unity ProductionLot 372,PL000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47f9417ed16e5bc4843a0e828b01dcbd47f9417ed16e5bc4843a0e828b01dcbd
373,PL000373,310,306,126,5,3,Pioneer ProductionLot 373,PL000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfbb5ca8677b53f8b406d39e3ec49a38dfbb5ca8677b53f8b406d39e3ec49a38
374,PL000374,298,58,118,5,4,Orion ProductionLot 374,PL000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f07495cbdbe535b90361bc1f9765bc14f07495cbdbe535b90361bc1f9765bc1
375,PL000375,484,187,230,6,3,Summit ProductionLot 375,PL000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa5563ab7c2b5e349b94e3776427ca05fa5563ab7c2b5e349b94e3776427ca05
376,PL000376,425,270,114,2,2,Cedar ProductionLot 376,PL000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0da9c7ae2f415598a33b79803ef198a90da9c7ae2f415598a33b79803ef198a9
377,PL000377,345,83,140,2,4,Quartz ProductionLot 377,PL000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,721702ce719c54ef9c81c405d47457e2721702ce719c54ef9c81c405d47457e2
378,PL000378,18,254,399,4,2,Liberty ProductionLot 378,PL000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2d122f2abb75f03833818582eb772bdd2d122f2abb75f03833818582eb772bd
379,PL000379,236,220,434,1,3,Vertex ProductionLot 379,PL000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a0fb37166b75fb0b4cb5a456a5b447f4a0fb37166b75fb0b4cb5a456a5b447f
380,PL000380,328,83,45,6,3,Unity ProductionLot 380,PL000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d245395a0659582f9aac059570656803d245395a0659582f9aac059570656803
381,PL000381,281,163,115,6,1,Atlas ProductionLot 381,PL000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,762e75b77a0054b596a16c9b91ccecec762e75b77a0054b596a16c9b91ccecec
382,PL000382,242,42,240,3,3,Quartz ProductionLot 382,PL000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffe76d09481c5d2aa7ecbe85866a157affe76d09481c5d2aa7ecbe85866a157a
383,PL000383,463,348,477,6,2,Delta ProductionLot 383,PL000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23345b7a40bd5c3092e168a7645fa94e23345b7a40bd5c3092e168a7645fa94e
384,PL000384,43,141,182,1,2,Willow ProductionLot 384,PL000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14a070db66c95295b9ab6537f1ff30f914a070db66c95295b9ab6537f1ff30f9
385,PL000385,189,14,79,5,1,Keystone ProductionLot 385,PL000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fce316b55dc562ca45a09db51cbc9e29fce316b55dc562ca45a09db51cbc9e2
386,PL000386,74,99,84,1,4,Cedar ProductionLot 386,PL000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56dfc669f5f15a0988a5c4c37f95dc4f56dfc669f5f15a0988a5c4c37f95dc4f
387,PL000387,333,211,236,4,4,Forge ProductionLot 387,PL000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,806f5881493f5349b6fe4e3eacc0090c806f5881493f5349b6fe4e3eacc0090c
388,PL000388,359,11,99,7,4,Quartz ProductionLot 388,PL000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82c16cd198cd5774ba4138d5079ecb1782c16cd198cd5774ba4138d5079ecb17
389,PL000389,370,258,69,3,1,Atlas ProductionLot 389,PL000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b7a74f5e90b50829fcce92c2cc9112f5b7a74f5e90b50829fcce92c2cc9112f
390,PL000390,307,95,118,5,2,Junction ProductionLot 390,PL000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb769672dba552628862c91a041735f7fb769672dba552628862c91a041735f7
391,PL000391,281,160,18,1,2,Quartz ProductionLot 391,PL000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9424490f900b588a9034c4bfc2c03a139424490f900b588a9034c4bfc2c03a13
392,PL000392,3,188,411,2,3,Willow ProductionLot 392,PL000392,1,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a193e258a8905ac6b1a7d6df9cda80f1a193e258a8905ac6b1a7d6df9cda80f1
393,PL000393,125,30,83,5,1,Riverton ProductionLot 393,PL000393,1,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c27eb6fa1cb95b4a971f80b652a751f9c27eb6fa1cb95b4a971f80b652a751f9
394,PL000394,488,129,10,6,3,Unity ProductionLot 394,PL000394,1,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d86f37733e735f579a8ed5ad37d5377ed86f37733e735f579a8ed5ad37d5377e
395,PL000395,310,113,216,2,2,Zenith ProductionLot 395,PL000395,0,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a65e14093e65a7da24b023804e8d6332a65e14093e65a7da24b023804e8d633
396,PL000396,61,114,368,3,3,Ion ProductionLot 396,PL000396,1,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8acc0a3956f75fc9bec5742240f040868acc0a3956f75fc9bec5742240f04086
397,PL000397,460,314,264,6,3,Delta ProductionLot 397,PL000397,1,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fab5cfd1e655fa895500afc3e097e138fab5cfd1e655fa895500afc3e097e13
398,PL000398,41,38,301,3,2,Keystone ProductionLot 398,PL000398,1,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,482f3e4afe36587b8da4d40b27dbff5c482f3e4afe36587b8da4d40b27dbff5c
399,PL000399,4,96,373,1,2,Junction ProductionLot 399,PL000399,1,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9422a20296c4526eae702db1b9519fa79422a20296c4526eae702db1b9519fa7
400,PL000400,53,327,477,4,4,Cedar ProductionLot 400,PL000400,0,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93e3c1e9538350eba2b261cc256897f293e3c1e9538350eba2b261cc256897f2
401,PL000401,369,331,422,6,3,Northstar ProductionLot 401,PL000401,1,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71212dbad9b75b9f87c62bf56100d02571212dbad9b75b9f87c62bf56100d025
402,PL000402,18,22,484,3,1,Quartz ProductionLot 402,PL000402,1,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a60407172c858fda1d44cf4791329ac3a60407172c858fda1d44cf4791329ac
403,PL000403,473,201,221,4,1,Harbor ProductionLot 403,PL000403,1,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6f3fe702807515286326348a30c62cbe6f3fe702807515286326348a30c62cb
404,PL000404,78,209,302,4,4,Titan ProductionLot 404,PL000404,1,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f01a30f45ca5ec793b30e4f9a43a14d9f01a30f45ca5ec793b30e4f9a43a14d
405,PL000405,87,36,110,6,2,Titan ProductionLot 405,PL000405,0,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73a3ce17bb1a5269bd08cc7de6c75c3f73a3ce17bb1a5269bd08cc7de6c75c3f
406,PL000406,101,332,5,3,4,Delta ProductionLot 406,PL000406,1,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ce2d0c4ed4c5c12aaf765076d659e776ce2d0c4ed4c5c12aaf765076d659e77
