EngineeringPartRevisionKey,PartRevisionNumber,ProductKey,EngineeringTeamKey,EngineeringLifecycleStatusKey,UnitOfMeasureKey,EngineeringPartRevisionName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
295,EPR000295,149,312,10,5,Keystone EngineeringPartRevision 295,EPR000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6cf4fe5d925f53bd999206277b5638926cf4fe5d925f53bd999206277b563892
296,EPR000296,181,65,9,7,Northstar EngineeringPartRevision 296,EPR000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6aeff9feccfb57f39a39b1a98aa392946aeff9feccfb57f39a39b1a98aa39294
297,EPR000297,77,446,5,2,Beacon EngineeringPartRevision 297,EPR000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb1121007d60560b8bfd06ded6210d86eb1121007d60560b8bfd06ded6210d86
298,EPR000298,389,69,6,4,Junction EngineeringPartRevision 298,EPR000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,787b1078a4ec529c87c90a24e619eb41787b1078a4ec529c87c90a24e619eb41
299,EPR000299,74,143,4,4,Summit EngineeringPartRevision 299,EPR000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edb29ec9764255919611427a3c1ab601edb29ec9764255919611427a3c1ab601
300,EPR000300,117,265,7,4,Granite EngineeringPartRevision 300,EPR000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15c2c24939cb5bd38c6437c791bfda5915c2c24939cb5bd38c6437c791bfda59
301,EPR000301,25,340,9,1,Atlas EngineeringPartRevision 301,EPR000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,beb54c360ae85df99879faef09ea6d8dbeb54c360ae85df99879faef09ea6d8d
302,EPR000302,331,225,7,3,Beacon EngineeringPartRevision 302,EPR000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0baf72105edb529ab33a933219a283ab0baf72105edb529ab33a933219a283ab
303,EPR000303,221,380,6,7,Keystone EngineeringPartRevision 303,EPR000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e880cce2425259c99a354a45bbd0c950e880cce2425259c99a354a45bbd0c950
304,EPR000304,364,262,1,2,Pioneer EngineeringPartRevision 304,EPR000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ab2cdbfacd85443a4c26db86e0df66d7ab2cdbfacd85443a4c26db86e0df66d
305,EPR000305,17,367,3,3,Ion EngineeringPartRevision 305,EPR000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1dbcada15b6f506b9c746421a5541d4a1dbcada15b6f506b9c746421a5541d4a
306,EPR000306,28,237,1,5,Harbor EngineeringPartRevision 306,EPR000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85a919ff20b4563896d18f5077f4440885a919ff20b4563896d18f5077f44408
307,EPR000307,398,212,8,2,Delta EngineeringPartRevision 307,EPR000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1127b536a6825926bcb6a59e2d1ba8211127b536a6825926bcb6a59e2d1ba821
308,EPR000308,417,168,3,5,Cedar EngineeringPartRevision 308,EPR000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25ea4d07b3395439b809ea65550cea5925ea4d07b3395439b809ea65550cea59
309,EPR000309,250,322,6,6,Riverton EngineeringPartRevision 309,EPR000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c778e68d728b59e4b51358310ff9ee8ac778e68d728b59e4b51358310ff9ee8a
310,EPR000310,87,104,8,5,Orion EngineeringPartRevision 310,EPR000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c52cd86e99c5d91acd63d627aa9ef732c52cd86e99c5d91acd63d627aa9ef73
311,EPR000311,483,379,7,5,Beacon EngineeringPartRevision 311,EPR000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93bc2fbb6663587d8cbaf2fc7bbee7d393bc2fbb6663587d8cbaf2fc7bbee7d3
312,EPR000312,107,439,3,1,Harbor EngineeringPartRevision 312,EPR000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d1702a7efe65917977f90096a8cba989d1702a7efe65917977f90096a8cba98
313,EPR000313,314,418,1,4,Riverton EngineeringPartRevision 313,EPR000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8a800e17fa95be6bcb6c7b63f8236d3f8a800e17fa95be6bcb6c7b63f8236d3
314,EPR000314,445,342,3,6,Keystone EngineeringPartRevision 314,EPR000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74b91a49d89851afb11cd09c96e8192a74b91a49d89851afb11cd09c96e8192a
315,EPR000315,379,350,5,2,Harbor EngineeringPartRevision 315,EPR000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b34cbbba341c57d8be10fa10e2399d44b34cbbba341c57d8be10fa10e2399d44
316,EPR000316,204,3,8,7,Zenith EngineeringPartRevision 316,EPR000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e333ebc0d6d57da98d1491c208294a99e333ebc0d6d57da98d1491c208294a9
317,EPR000317,62,63,1,2,Junction EngineeringPartRevision 317,EPR000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27e39a9748d45833a23792ef7638382f27e39a9748d45833a23792ef7638382f
318,EPR000318,62,429,5,3,Keystone EngineeringPartRevision 318,EPR000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,957406de36cc5e9bb8d6c9208bc60977957406de36cc5e9bb8d6c9208bc60977
319,EPR000319,97,178,2,7,Unity EngineeringPartRevision 319,EPR000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4ea986f7dd8572caf2ad5aa682bf1f8e4ea986f7dd8572caf2ad5aa682bf1f8
320,EPR000320,496,28,2,5,Delta EngineeringPartRevision 320,EPR000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86ba699ddf285ee7a2160e174c2898e686ba699ddf285ee7a2160e174c2898e6
321,EPR000321,309,178,7,4,Atlas EngineeringPartRevision 321,EPR000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d60b0393277519d9046f27d10eda6061d60b0393277519d9046f27d10eda606
322,EPR000322,139,31,3,6,Pioneer EngineeringPartRevision 322,EPR000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0927622b97ba5ae0a9c4f88a14d47d4f0927622b97ba5ae0a9c4f88a14d47d4f
323,EPR000323,251,23,6,3,Quartz EngineeringPartRevision 323,EPR000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36c6b5b0504753af93dbe0ffc925bf9436c6b5b0504753af93dbe0ffc925bf94
324,EPR000324,469,173,7,6,Cedar EngineeringPartRevision 324,EPR000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1e7f1625fd95446bffeb5e1934b9697d1e7f1625fd95446bffeb5e1934b9697
325,EPR000325,91,360,10,7,Meridian EngineeringPartRevision 325,EPR000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96e323c14706517983beac6bd7f8b6da96e323c14706517983beac6bd7f8b6da
326,EPR000326,436,24,8,7,Junction EngineeringPartRevision 326,EPR000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,648639e763d55c33b1175778f650e5ab648639e763d55c33b1175778f650e5ab
327,EPR000327,478,51,8,4,Quartz EngineeringPartRevision 327,EPR000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,748537a090445f8289b2c85834088971748537a090445f8289b2c85834088971
328,EPR000328,156,335,5,1,Northstar EngineeringPartRevision 328,EPR000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56f3225464b555ad8509bd79c206a78656f3225464b555ad8509bd79c206a786
329,EPR000329,144,309,6,2,Vertex EngineeringPartRevision 329,EPR000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8e07f865cbe5670b50f301acab30664f8e07f865cbe5670b50f301acab30664
330,EPR000330,59,48,8,6,Riverton EngineeringPartRevision 330,EPR000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6fa61bb26075356b5e079347fb91192c6fa61bb26075356b5e079347fb91192
331,EPR000331,483,199,6,6,Liberty EngineeringPartRevision 331,EPR000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4d57aa65b855cb28e2f30850bf593bab4d57aa65b855cb28e2f30850bf593ba
332,EPR000332,53,213,3,2,Meridian EngineeringPartRevision 332,EPR000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,522a52c0688a5b308e87bd692a7d7f6f522a52c0688a5b308e87bd692a7d7f6f
333,EPR000333,298,115,9,4,Liberty EngineeringPartRevision 333,EPR000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04016aea49bd5c36aac4b66469c4b7b804016aea49bd5c36aac4b66469c4b7b8
334,EPR000334,415,214,2,7,Willow EngineeringPartRevision 334,EPR000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7e4dcf9d90958e08a5faf7cb2623e5cb7e4dcf9d90958e08a5faf7cb2623e5c
335,EPR000335,158,160,10,6,Unity EngineeringPartRevision 335,EPR000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c88fceb0a2365b4d80209211c0dfa216c88fceb0a2365b4d80209211c0dfa216
336,EPR000336,31,338,9,2,Atlas EngineeringPartRevision 336,EPR000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6499dfc4b57652c69c4d9ed8a0988e476499dfc4b57652c69c4d9ed8a0988e47
337,EPR000337,496,29,10,1,Junction EngineeringPartRevision 337,EPR000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d534d13b9144518cb347c2c917ec9d66d534d13b9144518cb347c2c917ec9d66
338,EPR000338,443,433,10,6,Pioneer EngineeringPartRevision 338,EPR000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0e43dd3829359169de2b2905b6a15cbf0e43dd3829359169de2b2905b6a15cb
339,EPR000339,194,343,6,6,Evergreen EngineeringPartRevision 339,EPR000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04f2e8f8cdc156ae86f847e7120257df04f2e8f8cdc156ae86f847e7120257df
340,EPR000340,59,418,4,4,Vertex EngineeringPartRevision 340,EPR000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b907d0414bd5c459322a1a2c8a112fa5b907d0414bd5c459322a1a2c8a112fa
341,EPR000341,334,23,2,2,Orion EngineeringPartRevision 341,EPR000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b531e1441ad5877a753d7eb8b09db7c0b531e1441ad5877a753d7eb8b09db7c
342,EPR000342,325,267,3,2,Summit EngineeringPartRevision 342,EPR000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ba28e3501275f66bba0d0e44754f3da6ba28e3501275f66bba0d0e44754f3da
343,EPR000343,278,112,3,5,Liberty EngineeringPartRevision 343,EPR000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8c4fc468e7e591cacdb2f3d1be9182da8c4fc468e7e591cacdb2f3d1be9182d
344,EPR000344,362,294,3,2,Vertex EngineeringPartRevision 344,EPR000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55e2134e32ee5e5c93a41c16a874544b55e2134e32ee5e5c93a41c16a874544b
345,EPR000345,495,127,3,3,Summit EngineeringPartRevision 345,EPR000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5346f02ec6ad588eb4b040c60e51a2705346f02ec6ad588eb4b040c60e51a270
346,EPR000346,448,391,3,5,Junction EngineeringPartRevision 346,EPR000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee182fcde5f656fcb0fc4e905464b5d8ee182fcde5f656fcb0fc4e905464b5d8
347,EPR000347,127,44,3,4,Harbor EngineeringPartRevision 347,EPR000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9235cb8786b57b29238fd27868fb515f9235cb8786b57b29238fd27868fb515
348,EPR000348,498,74,1,1,Titan EngineeringPartRevision 348,EPR000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50eb4c2cde305831950057015872170c50eb4c2cde305831950057015872170c
349,EPR000349,399,348,5,5,Forge EngineeringPartRevision 349,EPR000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cade00de595511baaa85cd56f17f1443cade00de595511baaa85cd56f17f144
350,EPR000350,82,23,7,7,Summit EngineeringPartRevision 350,EPR000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c208d67177965a1eb062c94fbb0473aac208d67177965a1eb062c94fbb0473aa
351,EPR000351,302,116,1,5,Vertex EngineeringPartRevision 351,EPR000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a34abad63d5513b9c898f58582b2c3c8a34abad63d5513b9c898f58582b2c3c
352,EPR000352,349,424,3,4,Harbor EngineeringPartRevision 352,EPR000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f066948d0d8c5423b6afcf3bc152e1d3f066948d0d8c5423b6afcf3bc152e1d3
353,EPR000353,242,76,9,5,Keystone EngineeringPartRevision 353,EPR000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2070b2bc80554b6b81d3bf95e7cc996f2070b2bc80554b6b81d3bf95e7cc996
354,EPR000354,127,422,1,2,Atlas EngineeringPartRevision 354,EPR000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67ec0edc01d05da980a8c49a0b94f04667ec0edc01d05da980a8c49a0b94f046
355,EPR000355,403,230,6,6,Orion EngineeringPartRevision 355,EPR000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a43a9ba42d45f4f83fd9482286933f31a43a9ba42d45f4f83fd9482286933f3
356,EPR000356,124,430,4,3,Forge EngineeringPartRevision 356,EPR000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6d5efc6e03a525abd5bb13c2df69018f6d5efc6e03a525abd5bb13c2df69018
357,EPR000357,13,436,10,6,Beacon EngineeringPartRevision 357,EPR000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d50261b33a475d07ab0058871bc26e53d50261b33a475d07ab0058871bc26e53
358,EPR000358,369,206,7,3,Orion EngineeringPartRevision 358,EPR000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c16dd63b7dcc576c9e7e40935f65c7a7c16dd63b7dcc576c9e7e40935f65c7a7
359,EPR000359,125,400,2,5,Junction EngineeringPartRevision 359,EPR000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc448da6e9785e5986cd70d14d1218e8dc448da6e9785e5986cd70d14d1218e8
360,EPR000360,376,18,3,3,Delta EngineeringPartRevision 360,EPR000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b002f62dbc355bdb75e2008124ab6ca7b002f62dbc355bdb75e2008124ab6ca
361,EPR000361,396,62,5,4,Northstar EngineeringPartRevision 361,EPR000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfb99e67580352fd8621d25a944dbce7dfb99e67580352fd8621d25a944dbce7
362,EPR000362,226,227,3,3,Summit EngineeringPartRevision 362,EPR000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,107ca1de05185a2e8dd7e632499d5278107ca1de05185a2e8dd7e632499d5278
363,EPR000363,37,245,5,1,Vertex EngineeringPartRevision 363,EPR000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,235c638a36015fae8238a8394f4af4bb235c638a36015fae8238a8394f4af4bb
364,EPR000364,160,1,1,1,Summit EngineeringPartRevision 364,EPR000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb69369a4612587fbe7622239e823cfefb69369a4612587fbe7622239e823cfe
365,EPR000365,403,147,10,4,Zenith EngineeringPartRevision 365,EPR000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a821ebb105ab590a9a1a9ed6976f9eb7a821ebb105ab590a9a1a9ed6976f9eb7
366,EPR000366,428,135,5,7,Meridian EngineeringPartRevision 366,EPR000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e53b26a16e845e348a571793c60bbc25e53b26a16e845e348a571793c60bbc25
367,EPR000367,383,172,10,5,Meridian EngineeringPartRevision 367,EPR000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5905782a17f151a6a051f93c690f0ec15905782a17f151a6a051f93c690f0ec1
368,EPR000368,96,444,9,6,Summit EngineeringPartRevision 368,EPR000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6df0bbd72a85092980fedf70a2a5c16d6df0bbd72a85092980fedf70a2a5c16
369,EPR000369,419,445,1,7,Unity EngineeringPartRevision 369,EPR000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15923fc9310f55ceb07949cb1a45e5ef15923fc9310f55ceb07949cb1a45e5ef
370,EPR000370,247,301,8,6,Vertex EngineeringPartRevision 370,EPR000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3db72424d7a95a568ad0f18c673e3bc73db72424d7a95a568ad0f18c673e3bc7
371,EPR000371,190,167,2,2,Granite EngineeringPartRevision 371,EPR000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,615ca9b7770b520fa3f07a70ca48c3f6615ca9b7770b520fa3f07a70ca48c3f6
372,EPR000372,403,445,7,5,Riverton EngineeringPartRevision 372,EPR000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efd42561d6535e7e84cf0a5719e4cb97efd42561d6535e7e84cf0a5719e4cb97
373,EPR000373,4,287,6,1,Titan EngineeringPartRevision 373,EPR000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecf130270457597098a26474bb7fb001ecf130270457597098a26474bb7fb001
374,EPR000374,142,155,6,1,Keystone EngineeringPartRevision 374,EPR000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cf0703f0905584c8c5e34b859061ebd0cf0703f0905584c8c5e34b859061ebd
375,EPR000375,472,297,6,5,Zenith EngineeringPartRevision 375,EPR000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2481c70300c55c2197e82cb8a65e8f732481c70300c55c2197e82cb8a65e8f73
376,EPR000376,312,33,8,3,Willow EngineeringPartRevision 376,EPR000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3387c3a767159b5b809e055c88cac89e3387c3a767159b5b809e055c88cac89
377,EPR000377,174,82,6,1,Pioneer EngineeringPartRevision 377,EPR000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c29b6985216e5f14b6eeff9dca4b1412c29b6985216e5f14b6eeff9dca4b1412
378,EPR000378,494,58,3,5,Riverton EngineeringPartRevision 378,EPR000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1632fd106f95578781c248e2a6eccc841632fd106f95578781c248e2a6eccc84
379,EPR000379,297,82,5,5,Quartz EngineeringPartRevision 379,EPR000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a13fe1c15bbb57cf856c60ac38d5e97ca13fe1c15bbb57cf856c60ac38d5e97c
380,EPR000380,295,296,1,3,Ion EngineeringPartRevision 380,EPR000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc88d34f715f541187b9e9258dcd74fbfc88d34f715f541187b9e9258dcd74fb
381,EPR000381,457,184,2,5,Keystone EngineeringPartRevision 381,EPR000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b6bfa917f2c598c9b894dbcb9508a2a7b6bfa917f2c598c9b894dbcb9508a2a
382,EPR000382,345,81,5,5,Summit EngineeringPartRevision 382,EPR000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abb29ad87229573c9b5cb18cb31e23deabb29ad87229573c9b5cb18cb31e23de
383,EPR000383,408,44,3,5,Vertex EngineeringPartRevision 383,EPR000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8c121c43fab5b42b765bbc2244c9f3cf8c121c43fab5b42b765bbc2244c9f3c
384,EPR000384,376,311,7,7,Zenith EngineeringPartRevision 384,EPR000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ae4a73f898851a7b0c69fd4ca3ebf570ae4a73f898851a7b0c69fd4ca3ebf57
385,EPR000385,353,381,2,5,Orion EngineeringPartRevision 385,EPR000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,848e18e05e6f552783657b08dcf5c3c3848e18e05e6f552783657b08dcf5c3c3
386,EPR000386,382,290,8,1,Evergreen EngineeringPartRevision 386,EPR000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfe73d18fdc854e7bb1772e67402b168dfe73d18fdc854e7bb1772e67402b168
387,EPR000387,202,198,9,5,Cedar EngineeringPartRevision 387,EPR000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49665988cdd35dbd9d4dcd51ee818c6349665988cdd35dbd9d4dcd51ee818c63
388,EPR000388,149,44,1,5,Harbor EngineeringPartRevision 388,EPR000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,935e5d48c9e45cf994f2ba414e157047935e5d48c9e45cf994f2ba414e157047
389,EPR000389,168,184,6,7,Riverton EngineeringPartRevision 389,EPR000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a1cd3dffa3d5ee7b6e9b93b6e849bee1a1cd3dffa3d5ee7b6e9b93b6e849bee
390,EPR000390,284,304,7,6,Orion EngineeringPartRevision 390,EPR000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,511cfa468f095fa2bccbdfbda7cf759d511cfa468f095fa2bccbdfbda7cf759d
391,EPR000391,125,345,4,1,Evergreen EngineeringPartRevision 391,EPR000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfd091bbfd85577a8e8aa1cc7d6db6a5dfd091bbfd85577a8e8aa1cc7d6db6a5
392,EPR000392,265,444,4,3,Atlas EngineeringPartRevision 392,EPR000392,1,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06febc67399e55e58312e04295374ae106febc67399e55e58312e04295374ae1
393,EPR000393,500,189,5,4,Cedar EngineeringPartRevision 393,EPR000393,1,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86968b76815058e59c69ab847effa98686968b76815058e59c69ab847effa986
