QualityInspectionCharacteristicKey,InspectionCharacteristicCode,QualityCharacteristicTypeKey,UnitOfMeasureKey,QualityResultStatusKey,QualityInspectionCharacteristicName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
293,QIC000293,376,1,11,Meridian QualityInspectionCharacteristic 293,QIC000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a32d22e01d3e506abaa2ce992adfca29a32d22e01d3e506abaa2ce992adfca29
294,QIC000294,416,2,5,Riverton QualityInspectionCharacteristic 294,QIC000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8246162c09058b086866daf67758869e8246162c09058b086866daf67758869
295,QIC000295,91,2,9,Harbor QualityInspectionCharacteristic 295,QIC000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,881d6e940627564eb6f9407aca10b6ef881d6e940627564eb6f9407aca10b6ef
296,QIC000296,168,1,1,Orion QualityInspectionCharacteristic 296,QIC000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1b57ed4393f5c6fb140b4d27fd7d12cf1b57ed4393f5c6fb140b4d27fd7d12c
297,QIC000297,389,7,7,Ion QualityInspectionCharacteristic 297,QIC000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,097bb13f00a05bdeaa8be6e1937cdee9097bb13f00a05bdeaa8be6e1937cdee9
298,QIC000298,301,2,12,Evergreen QualityInspectionCharacteristic 298,QIC000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cead7105bda5ae59b25c966406f490e1cead7105bda5ae59b25c966406f490e
299,QIC000299,36,5,10,Delta QualityInspectionCharacteristic 299,QIC000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96feebd0737d5911b230c784460ec67a96feebd0737d5911b230c784460ec67a
300,QIC000300,78,1,10,Beacon QualityInspectionCharacteristic 300,QIC000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e62ff0d0ba058c1a27f8eb28cc6d5433e62ff0d0ba058c1a27f8eb28cc6d543
301,QIC000301,275,6,10,Keystone QualityInspectionCharacteristic 301,QIC000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44f9d5fda9bb592cbd8df4e8da0da80a44f9d5fda9bb592cbd8df4e8da0da80a
302,QIC000302,393,1,9,Ion QualityInspectionCharacteristic 302,QIC000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ed81c9b4b5c5c028d8b66f6a014829e4ed81c9b4b5c5c028d8b66f6a014829e
303,QIC000303,329,2,11,Evergreen QualityInspectionCharacteristic 303,QIC000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b852f9a03b4528b8dc178e0654c4cab2b852f9a03b4528b8dc178e0654c4cab
304,QIC000304,74,5,7,Beacon QualityInspectionCharacteristic 304,QIC000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6461707656e8512b8bdd036e49a5300c6461707656e8512b8bdd036e49a5300c
305,QIC000305,322,6,9,Northstar QualityInspectionCharacteristic 305,QIC000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd710075908150378636ae028e5bb80fdd710075908150378636ae028e5bb80f
306,QIC000306,291,7,7,Riverton QualityInspectionCharacteristic 306,QIC000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4056bebcbec95c088fddd731b40899214056bebcbec95c088fddd731b4089921
307,QIC000307,403,2,5,Junction QualityInspectionCharacteristic 307,QIC000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57ec8f39c23f53fcad41385c0df114dc57ec8f39c23f53fcad41385c0df114dc
308,QIC000308,21,2,6,Atlas QualityInspectionCharacteristic 308,QIC000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2fbfdfdc4355e1bb82bfc7feb4249ffa2fbfdfdc4355e1bb82bfc7feb4249ff
309,QIC000309,212,5,2,Pioneer QualityInspectionCharacteristic 309,QIC000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26b6d777e62a563c90c987ca1871d93426b6d777e62a563c90c987ca1871d934
310,QIC000310,435,6,9,Granite QualityInspectionCharacteristic 310,QIC000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcf179a51f3854a59e11ce603ac80346fcf179a51f3854a59e11ce603ac80346
311,QIC000311,95,7,12,Harbor QualityInspectionCharacteristic 311,QIC000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,591d4c01e18b508a8fec5f9b5fa02d11591d4c01e18b508a8fec5f9b5fa02d11
312,QIC000312,487,4,9,Atlas QualityInspectionCharacteristic 312,QIC000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e560f08b092e59c2ae1fe38bade5e2bae560f08b092e59c2ae1fe38bade5e2ba
313,QIC000313,468,5,8,Ion QualityInspectionCharacteristic 313,QIC000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44794434c7c659cfbdf5cb58735b05a744794434c7c659cfbdf5cb58735b05a7
314,QIC000314,343,5,10,Liberty QualityInspectionCharacteristic 314,QIC000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8a694509e48590f80254b722331d2dcb8a694509e48590f80254b722331d2dc
315,QIC000315,302,4,7,Granite QualityInspectionCharacteristic 315,QIC000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe61c0591b14518490f22a1690c60b57fe61c0591b14518490f22a1690c60b57
316,QIC000316,289,1,11,Riverton QualityInspectionCharacteristic 316,QIC000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,876f521c0cbf5e65b95009cc463aecb8876f521c0cbf5e65b95009cc463aecb8
317,QIC000317,168,7,12,Harbor QualityInspectionCharacteristic 317,QIC000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db30c3cf0b0b56009828f9e86ad25d1ddb30c3cf0b0b56009828f9e86ad25d1d
318,QIC000318,318,7,12,Liberty QualityInspectionCharacteristic 318,QIC000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,632543df19b75977a262ac743f8a3ff1632543df19b75977a262ac743f8a3ff1
319,QIC000319,334,6,8,Junction QualityInspectionCharacteristic 319,QIC000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df54acd699e7544fb5fceb95f60d8f0ddf54acd699e7544fb5fceb95f60d8f0d
320,QIC000320,162,1,2,Evergreen QualityInspectionCharacteristic 320,QIC000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dbdd59932765acf896e5052b88560e83dbdd59932765acf896e5052b88560e8
321,QIC000321,187,5,9,Granite QualityInspectionCharacteristic 321,QIC000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4a09440634b5cedaf3c18c767580837e4a09440634b5cedaf3c18c767580837
322,QIC000322,330,3,9,Meridian QualityInspectionCharacteristic 322,QIC000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9312098d6ee352febef0f79d91e0c9309312098d6ee352febef0f79d91e0c930
323,QIC000323,150,5,3,Junction QualityInspectionCharacteristic 323,QIC000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f8f9d7b03ac59038338894009fa3b671f8f9d7b03ac59038338894009fa3b67
324,QIC000324,301,7,4,Pioneer QualityInspectionCharacteristic 324,QIC000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,680da6a135775d708665276b007709c9680da6a135775d708665276b007709c9
325,QIC000325,319,7,2,Beacon QualityInspectionCharacteristic 325,QIC000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c7485a2b83258c2b4b6c5f6ca653f553c7485a2b83258c2b4b6c5f6ca653f55
326,QIC000326,77,5,12,Unity QualityInspectionCharacteristic 326,QIC000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42d80563ec5c51029161e9492212641a42d80563ec5c51029161e9492212641a
327,QIC000327,82,3,1,Ion QualityInspectionCharacteristic 327,QIC000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2df9fac3560250f38a68006dda03cab62df9fac3560250f38a68006dda03cab6
328,QIC000328,12,3,3,Quartz QualityInspectionCharacteristic 328,QIC000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c17033c54b1753e18aa082ba27742289c17033c54b1753e18aa082ba27742289
329,QIC000329,337,7,2,Ion QualityInspectionCharacteristic 329,QIC000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec1edecf1942514d842b7277249a844aec1edecf1942514d842b7277249a844a
330,QIC000330,193,2,8,Ion QualityInspectionCharacteristic 330,QIC000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bbec37d29d857f48fd3717bc4ca7beb7bbec37d29d857f48fd3717bc4ca7beb
331,QIC000331,62,5,1,Northstar QualityInspectionCharacteristic 331,QIC000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fb96488898453bea6130b7f13f3a2577fb96488898453bea6130b7f13f3a257
332,QIC000332,235,5,3,Harbor QualityInspectionCharacteristic 332,QIC000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8899b1cfd005473a72a11132f90b3a9a8899b1cfd005473a72a11132f90b3a9
333,QIC000333,250,6,10,Harbor QualityInspectionCharacteristic 333,QIC000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a40139f65225b43a3c306e28902c0a73a40139f65225b43a3c306e28902c0a7
334,QIC000334,457,5,3,Pioneer QualityInspectionCharacteristic 334,QIC000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,449f0fddc0145b3eb8a8b8ad776cc4cd449f0fddc0145b3eb8a8b8ad776cc4cd
335,QIC000335,50,3,6,Unity QualityInspectionCharacteristic 335,QIC000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a50f1c1e27f6555abbc03102e3b261aea50f1c1e27f6555abbc03102e3b261ae
336,QIC000336,345,7,7,Liberty QualityInspectionCharacteristic 336,QIC000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dcdde3309265a2a87883d7cfe76b3704dcdde3309265a2a87883d7cfe76b370
337,QIC000337,268,2,3,Northstar QualityInspectionCharacteristic 337,QIC000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f84611837a875a6aaa6a70bfe9d59591f84611837a875a6aaa6a70bfe9d59591
338,QIC000338,308,1,8,Forge QualityInspectionCharacteristic 338,QIC000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f756da102985dc0831356d4d21b07233f756da102985dc0831356d4d21b0723
339,QIC000339,320,5,12,Summit QualityInspectionCharacteristic 339,QIC000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8dc74af783185eebb9df41a689b482b08dc74af783185eebb9df41a689b482b0
340,QIC000340,41,1,11,Keystone QualityInspectionCharacteristic 340,QIC000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a017342b92658afb48562b093e334a45a017342b92658afb48562b093e334a4
341,QIC000341,142,4,12,Keystone QualityInspectionCharacteristic 341,QIC000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a306d8e5700a55b79d913fd48fdb9e37a306d8e5700a55b79d913fd48fdb9e37
342,QIC000342,365,5,6,Ion QualityInspectionCharacteristic 342,QIC000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdaae8eabec35195985ecaf4edc2dc2ecdaae8eabec35195985ecaf4edc2dc2e
343,QIC000343,436,4,4,Granite QualityInspectionCharacteristic 343,QIC000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f2d37496ea653b2bfb2d4afeb03ffde3f2d37496ea653b2bfb2d4afeb03ffde
344,QIC000344,441,6,4,Northstar QualityInspectionCharacteristic 344,QIC000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2ae697ceb78579d90c3a549527716dfa2ae697ceb78579d90c3a549527716df
345,QIC000345,167,4,12,Vertex QualityInspectionCharacteristic 345,QIC000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc2d31f002f7591cb6782480305689a0dc2d31f002f7591cb6782480305689a0
346,QIC000346,144,2,11,Unity QualityInspectionCharacteristic 346,QIC000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23a5d755558858ab81f6b083743462e823a5d755558858ab81f6b083743462e8
347,QIC000347,283,3,4,Pioneer QualityInspectionCharacteristic 347,QIC000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf05ccceb7cc5e7c8edac8abb6063c7bcf05ccceb7cc5e7c8edac8abb6063c7b
348,QIC000348,42,3,2,Cedar QualityInspectionCharacteristic 348,QIC000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2d0128aa2a053958757ae429e38b987e2d0128aa2a053958757ae429e38b987
349,QIC000349,228,3,7,Willow QualityInspectionCharacteristic 349,QIC000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6c66450547d5898907d3b62dfae790cf6c66450547d5898907d3b62dfae790c
350,QIC000350,194,6,8,Titan QualityInspectionCharacteristic 350,QIC000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01cde43b1f4f59a383d8db150e2f6ff601cde43b1f4f59a383d8db150e2f6ff6
351,QIC000351,326,5,8,Unity QualityInspectionCharacteristic 351,QIC000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,345e12a60f6c598296c1a0b416b21c46345e12a60f6c598296c1a0b416b21c46
352,QIC000352,324,4,2,Beacon QualityInspectionCharacteristic 352,QIC000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fddc8fe4a7156dfb4725c95b8b363dd9fddc8fe4a7156dfb4725c95b8b363dd
353,QIC000353,314,1,6,Cedar QualityInspectionCharacteristic 353,QIC000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ab8630f523555349b0e49e72dc670d66ab8630f523555349b0e49e72dc670d6
354,QIC000354,230,4,4,Forge QualityInspectionCharacteristic 354,QIC000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf0a95d3625d55389a2dce5bfa65e38ccf0a95d3625d55389a2dce5bfa65e38c
355,QIC000355,314,3,7,Cedar QualityInspectionCharacteristic 355,QIC000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fc19880750c57f0bc50f459640c36942fc19880750c57f0bc50f459640c3694
356,QIC000356,406,7,4,Quartz QualityInspectionCharacteristic 356,QIC000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85a2d125bc525705b7967dc30f51d6e685a2d125bc525705b7967dc30f51d6e6
357,QIC000357,307,5,10,Zenith QualityInspectionCharacteristic 357,QIC000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f8199a3d14d5563b748878915a8b8d96f8199a3d14d5563b748878915a8b8d9
358,QIC000358,272,5,9,Junction QualityInspectionCharacteristic 358,QIC000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e42e7355be28592683b9e6f3008f0da2e42e7355be28592683b9e6f3008f0da2
359,QIC000359,292,4,5,Northstar QualityInspectionCharacteristic 359,QIC000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e7b59c196e45181820053acb3fc04da6e7b59c196e45181820053acb3fc04da
360,QIC000360,187,1,8,Zenith QualityInspectionCharacteristic 360,QIC000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c08e87cbc6c95b8fbec9314b3deaa307c08e87cbc6c95b8fbec9314b3deaa307
361,QIC000361,291,3,11,Junction QualityInspectionCharacteristic 361,QIC000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6ccccf4ce7552ea8c48bb647ff7402ff6ccccf4ce7552ea8c48bb647ff7402f
362,QIC000362,45,5,4,Forge QualityInspectionCharacteristic 362,QIC000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15fd688a4d7e5a77a63d54355aaf02c515fd688a4d7e5a77a63d54355aaf02c5
363,QIC000363,11,3,12,Pioneer QualityInspectionCharacteristic 363,QIC000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9c0aea3061a580a8289d9527c596350a9c0aea3061a580a8289d9527c596350
364,QIC000364,393,7,1,Ion QualityInspectionCharacteristic 364,QIC000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a72c0ced468251598298649d622e1b18a72c0ced468251598298649d622e1b18
365,QIC000365,409,7,7,Forge QualityInspectionCharacteristic 365,QIC000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47b5149786305c3e8d504b705c86b66347b5149786305c3e8d504b705c86b663
366,QIC000366,208,4,4,Forge QualityInspectionCharacteristic 366,QIC000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f2dc21935b85a039f5f808dfa6d34e85f2dc21935b85a039f5f808dfa6d34e8
367,QIC000367,327,7,2,Pioneer QualityInspectionCharacteristic 367,QIC000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15e7bc4812625103b05502c8f466823315e7bc4812625103b05502c8f4668233
368,QIC000368,148,2,5,Junction QualityInspectionCharacteristic 368,QIC000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7a8415e6e385b6faeec701d7458058bb7a8415e6e385b6faeec701d7458058b
369,QIC000369,205,3,1,Liberty QualityInspectionCharacteristic 369,QIC000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c18ede89c83055b2b3ccd2fa7995706bc18ede89c83055b2b3ccd2fa7995706b
370,QIC000370,399,1,11,Granite QualityInspectionCharacteristic 370,QIC000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,966a92948b745b1eaf8cf10a56632308966a92948b745b1eaf8cf10a56632308
371,QIC000371,267,4,2,Keystone QualityInspectionCharacteristic 371,QIC000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c329392c6f755d4aafa356a2f76c5b00c329392c6f755d4aafa356a2f76c5b0
372,QIC000372,423,7,5,Titan QualityInspectionCharacteristic 372,QIC000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a95124a16ee502fb1d92c98435d1ac56a95124a16ee502fb1d92c98435d1ac5
373,QIC000373,388,4,5,Keystone QualityInspectionCharacteristic 373,QIC000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbc18d3417dd5804a31cebd46646129abbc18d3417dd5804a31cebd46646129a
374,QIC000374,193,6,4,Granite QualityInspectionCharacteristic 374,QIC000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d00919fdba35ef7bcd0e4ea0433e58c9d00919fdba35ef7bcd0e4ea0433e58c
375,QIC000375,405,5,2,Beacon QualityInspectionCharacteristic 375,QIC000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58fd3a777bd452b598d972fc8bb64dca58fd3a777bd452b598d972fc8bb64dca
376,QIC000376,414,2,9,Orion QualityInspectionCharacteristic 376,QIC000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc2ec5362e2759c2abefd1967dda177acc2ec5362e2759c2abefd1967dda177a
377,QIC000377,428,2,5,Granite QualityInspectionCharacteristic 377,QIC000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a11ca408921c57659ee49e1215e775e8a11ca408921c57659ee49e1215e775e8
378,QIC000378,369,6,6,Keystone QualityInspectionCharacteristic 378,QIC000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,996464b780be5475837f8c380eab2897996464b780be5475837f8c380eab2897
379,QIC000379,88,1,1,Granite QualityInspectionCharacteristic 379,QIC000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0dcdff5df03f596890a8f224960ea1bc0dcdff5df03f596890a8f224960ea1bc
380,QIC000380,444,5,7,Pioneer QualityInspectionCharacteristic 380,QIC000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11ac9ac28cce5643af1ff3039525cfeb11ac9ac28cce5643af1ff3039525cfeb
381,QIC000381,461,5,5,Vertex QualityInspectionCharacteristic 381,QIC000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ed8264ea47c55b48e663303e5e8aa7e3ed8264ea47c55b48e663303e5e8aa7e
382,QIC000382,151,2,3,Northstar QualityInspectionCharacteristic 382,QIC000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,647f7754b9e55601ae2b121d0a38ee24647f7754b9e55601ae2b121d0a38ee24
383,QIC000383,454,3,4,Meridian QualityInspectionCharacteristic 383,QIC000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fccba3339be5d9b8969ecb780b5192f0fccba3339be5d9b8969ecb780b5192f
384,QIC000384,197,5,8,Liberty QualityInspectionCharacteristic 384,QIC000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc86f3c96158501f996f131d88abe95cdc86f3c96158501f996f131d88abe95c
385,QIC000385,319,5,9,Riverton QualityInspectionCharacteristic 385,QIC000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6dd13d5fb5085845b226b1759fafcaba6dd13d5fb5085845b226b1759fafcaba
386,QIC000386,425,3,6,Cedar QualityInspectionCharacteristic 386,QIC000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92fc6710c354592e8a33028e33d254ee92fc6710c354592e8a33028e33d254ee
387,QIC000387,447,7,5,Riverton QualityInspectionCharacteristic 387,QIC000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1fe24f62b5315062832d55fa7c9d954b1fe24f62b5315062832d55fa7c9d954b
388,QIC000388,375,4,12,Atlas QualityInspectionCharacteristic 388,QIC000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b84886a2016e5dd496a18dd7cca7e3e0b84886a2016e5dd496a18dd7cca7e3e0
389,QIC000389,225,1,9,Pioneer QualityInspectionCharacteristic 389,QIC000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4b40d0c1d375e49ba3474e36b778866f4b40d0c1d375e49ba3474e36b778866
390,QIC000390,313,2,8,Forge QualityInspectionCharacteristic 390,QIC000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d861c3648735124b60f4140b3c6b7ed0d861c3648735124b60f4140b3c6b7ed
391,QIC000391,323,4,8,Harbor QualityInspectionCharacteristic 391,QIC000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71fdb178af5d529d982fc336bef7e23d71fdb178af5d529d982fc336bef7e23d
