QualityNonConformanceKey,NonConformanceNumber,ProductKey,PlantKey,QualityDefectCodeKey,QualityDefectSeverityKey,SeverityKey,QualityResultStatusKey,QualityNonConformanceName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
291,QNC000291,115,293,93,7,5,10,Northstar QualityNonConformance 291,QNC000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e60b28dc504652baafabb19ffe26eb9ce60b28dc504652baafabb19ffe26eb9c
292,QNC000292,409,64,1,9,5,1,Keystone QualityNonConformance 292,QNC000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a96e39e811159c99f7b0922e3bcf9489a96e39e811159c99f7b0922e3bcf948
293,QNC000293,54,112,422,2,4,8,Harbor QualityNonConformance 293,QNC000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f6de1a4d8b15489896293569588d4e71f6de1a4d8b15489896293569588d4e7
294,QNC000294,193,273,36,10,3,5,Granite QualityNonConformance 294,QNC000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1649d0f38f2a5f77a030ca7bdedd3b231649d0f38f2a5f77a030ca7bdedd3b23
295,QNC000295,178,218,399,8,3,9,Orion QualityNonConformance 295,QNC000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33918ac90ea05672886fbe666376f32b33918ac90ea05672886fbe666376f32b
296,QNC000296,246,38,174,7,5,1,Evergreen QualityNonConformance 296,QNC000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c060561d40d54d88a0c4c7677e0fc337c060561d40d54d88a0c4c7677e0fc33
297,QNC000297,111,59,143,6,4,2,Delta QualityNonConformance 297,QNC000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6970c168010857c3bfd94067327b5c7e6970c168010857c3bfd94067327b5c7e
298,QNC000298,201,62,62,8,3,4,Evergreen QualityNonConformance 298,QNC000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5456d4b62fa9558db37d4c6d0bfacaf35456d4b62fa9558db37d4c6d0bfacaf3
299,QNC000299,228,10,8,7,3,7,Granite QualityNonConformance 299,QNC000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50a3983236895be588ec4f00ad709b2450a3983236895be588ec4f00ad709b24
300,QNC000300,101,338,222,1,1,4,Granite QualityNonConformance 300,QNC000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3746f1af85d59fc953d33dcc01ae172c3746f1af85d59fc953d33dcc01ae172
301,QNC000301,403,49,202,3,4,10,Harbor QualityNonConformance 301,QNC000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c63bb622c3c5a97826b6942c9bf8a707c63bb622c3c5a97826b6942c9bf8a70
302,QNC000302,356,244,438,12,2,8,Pioneer QualityNonConformance 302,QNC000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9fc32e111435975933eb193cf8b578ea9fc32e111435975933eb193cf8b578e
303,QNC000303,50,139,125,5,3,5,Atlas QualityNonConformance 303,QNC000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ab87b9234105010bfd53c9a533af0df6ab87b9234105010bfd53c9a533af0df
304,QNC000304,61,295,54,6,5,7,Beacon QualityNonConformance 304,QNC000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b6dfff8f0b55a23bb68c040e02ac7908b6dfff8f0b55a23bb68c040e02ac790
305,QNC000305,156,156,52,7,3,1,Summit QualityNonConformance 305,QNC000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3453f3d3747561c993d2906ebdc0e94f3453f3d3747561c993d2906ebdc0e94
306,QNC000306,-1,174,182,2,2,6,Orion QualityNonConformance 306,QNC000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f56fbc614b151c2973ce9dc911ddcf63f56fbc614b151c2973ce9dc911ddcf6
307,QNC000307,344,103,417,12,2,1,Ion QualityNonConformance 307,QNC000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fefd3ea136195196af8bd8a4c83e4c37fefd3ea136195196af8bd8a4c83e4c37
308,QNC000308,411,249,361,9,2,12,Liberty QualityNonConformance 308,QNC000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d0aadf7b7145101b78bc43b58c9ec326d0aadf7b7145101b78bc43b58c9ec32
309,QNC000309,195,186,116,10,5,9,Forge QualityNonConformance 309,QNC000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffc08f40db955509a2d7b68005dd7a07ffc08f40db955509a2d7b68005dd7a07
310,QNC000310,154,213,94,12,1,5,Harbor QualityNonConformance 310,QNC000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,864b188c8a8555429e8cb63e0e3086a2864b188c8a8555429e8cb63e0e3086a2
311,QNC000311,435,254,496,1,5,6,Unity QualityNonConformance 311,QNC000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2860aafcbd55fe69f1aa5e74002ee25a2860aafcbd55fe69f1aa5e74002ee25
312,QNC000312,214,80,458,6,3,4,Zenith QualityNonConformance 312,QNC000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bcbd37e6647b5330b7de56d708791869bcbd37e6647b5330b7de56d708791869
313,QNC000313,207,84,271,1,1,3,Junction QualityNonConformance 313,QNC000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a67823e3598854788d0da00f69bcfbe5a67823e3598854788d0da00f69bcfbe5
314,QNC000314,198,22,474,1,2,5,Summit QualityNonConformance 314,QNC000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46037047aaed5a9eb2edeab12ad34b9246037047aaed5a9eb2edeab12ad34b92
315,QNC000315,229,6,230,4,5,7,Granite QualityNonConformance 315,QNC000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14dc8ba5a3cb587699110663cd41b6e714dc8ba5a3cb587699110663cd41b6e7
316,QNC000316,181,140,231,2,1,2,Atlas QualityNonConformance 316,QNC000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40d2fe202f1655bb87767422d6d4196c40d2fe202f1655bb87767422d6d4196c
317,QNC000317,87,270,295,1,2,5,Beacon QualityNonConformance 317,QNC000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f50cd2e9e0c15381949a8ad589d31084f50cd2e9e0c15381949a8ad589d31084
318,QNC000318,117,52,476,12,1,10,Cedar QualityNonConformance 318,QNC000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a0d3c3a7de157429f605e3ff73bbd742a0d3c3a7de157429f605e3ff73bbd74
319,QNC000319,324,236,99,9,4,7,Evergreen QualityNonConformance 319,QNC000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e7d12259daf5585b777d09e2e340fe73e7d12259daf5585b777d09e2e340fe7
320,QNC000320,325,50,409,8,3,4,Liberty QualityNonConformance 320,QNC000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,334de0f807105b1b8d1373c1885c64c8334de0f807105b1b8d1373c1885c64c8
321,QNC000321,224,263,415,7,4,5,Cedar QualityNonConformance 321,QNC000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e64948a514bc5d1a9506dc5407215b8de64948a514bc5d1a9506dc5407215b8d
322,QNC000322,189,324,216,10,2,9,Zenith QualityNonConformance 322,QNC000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,679f041044c058fd8aeeab401ab21ce1679f041044c058fd8aeeab401ab21ce1
323,QNC000323,-1,199,377,2,4,6,Liberty QualityNonConformance 323,QNC000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12875a7463fa5950802e80eff04395a012875a7463fa5950802e80eff04395a0
324,QNC000324,340,210,422,6,3,4,Willow QualityNonConformance 324,QNC000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,732fccb042e85f48b6728b5e9e5f801c732fccb042e85f48b6728b5e9e5f801c
325,QNC000325,367,337,243,9,3,3,Junction QualityNonConformance 325,QNC000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b466e1fe4405a44bef7feca1d46b9a17b466e1fe4405a44bef7feca1d46b9a1
326,QNC000326,2,117,478,3,1,9,Granite QualityNonConformance 326,QNC000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2a8fc2ad50852dca5cc725df162d8c7a2a8fc2ad50852dca5cc725df162d8c7
327,QNC000327,407,108,197,8,2,5,Pioneer QualityNonConformance 327,QNC000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48fb382d023653c9b55d5636a8d16f0848fb382d023653c9b55d5636a8d16f08
328,QNC000328,400,315,98,4,2,2,Evergreen QualityNonConformance 328,QNC000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87523376faad5876bc2a2ed5af7e8c5687523376faad5876bc2a2ed5af7e8c56
329,QNC000329,477,325,254,12,2,4,Forge QualityNonConformance 329,QNC000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8f6266d1b5c5bedb2fa9ac0c603c8eab8f6266d1b5c5bedb2fa9ac0c603c8ea
330,QNC000330,189,11,263,8,4,10,Orion QualityNonConformance 330,QNC000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71f055a84db15bedbe1c0f913a0eff4471f055a84db15bedbe1c0f913a0eff44
331,QNC000331,112,263,495,2,5,11,Harbor QualityNonConformance 331,QNC000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,110545e2b72754b3acf45bbc27f8ff75110545e2b72754b3acf45bbc27f8ff75
332,QNC000332,326,82,220,11,1,1,Zenith QualityNonConformance 332,QNC000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dedd95a6828751959e908e6335f0102cdedd95a6828751959e908e6335f0102c
333,QNC000333,386,198,67,4,4,2,Summit QualityNonConformance 333,QNC000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f96b004a7cc054d492e616677863582ff96b004a7cc054d492e616677863582f
334,QNC000334,272,121,108,5,1,6,Cedar QualityNonConformance 334,QNC000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8fb89fad6b05954a6466b5f430692fdd8fb89fad6b05954a6466b5f430692fd
335,QNC000335,131,285,7,6,2,12,Harbor QualityNonConformance 335,QNC000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2600f73ed8e95ca2834b3651de4cf0e22600f73ed8e95ca2834b3651de4cf0e2
336,QNC000336,187,323,42,7,4,7,Atlas QualityNonConformance 336,QNC000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb525dd476ea5d529bc8c5f47706a17eeb525dd476ea5d529bc8c5f47706a17e
337,QNC000337,448,36,400,6,4,5,Evergreen QualityNonConformance 337,QNC000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9b944d2638355d591c6fc354c04f601a9b944d2638355d591c6fc354c04f601
338,QNC000338,497,146,413,6,4,2,Northstar QualityNonConformance 338,QNC000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f4fa796594b5719ab13542c2f14de5e6f4fa796594b5719ab13542c2f14de5e
339,QNC000339,148,315,258,5,3,8,Northstar QualityNonConformance 339,QNC000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5a366996e3a574bbfc9a8c0a28b319ec5a366996e3a574bbfc9a8c0a28b319e
340,QNC000340,-1,329,355,5,3,12,Harbor QualityNonConformance 340,QNC000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73b8cf460ae65bc1927c138f1e740c2573b8cf460ae65bc1927c138f1e740c25
341,QNC000341,289,216,324,6,4,12,Atlas QualityNonConformance 341,QNC000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b6856ba217d567e8a88ca54dd1e6e208b6856ba217d567e8a88ca54dd1e6e20
342,QNC000342,57,179,332,3,5,9,Junction QualityNonConformance 342,QNC000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50bff68ef8ea5966b7602eca5a416b2250bff68ef8ea5966b7602eca5a416b22
343,QNC000343,373,25,366,1,4,1,Beacon QualityNonConformance 343,QNC000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc4b3ae7255e5c558ae7097dfa1ebd15fc4b3ae7255e5c558ae7097dfa1ebd15
344,QNC000344,323,21,437,9,2,9,Evergreen QualityNonConformance 344,QNC000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17a2c779db2c5efc9e12a7c6a5916b1817a2c779db2c5efc9e12a7c6a5916b18
345,QNC000345,76,214,262,12,2,9,Summit QualityNonConformance 345,QNC000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b20465a59d250e69dbe2e0bab2e95591b20465a59d250e69dbe2e0bab2e9559
346,QNC000346,495,173,249,3,2,8,Granite QualityNonConformance 346,QNC000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8688aba4e9f45f1fba6090076ffccc528688aba4e9f45f1fba6090076ffccc52
347,QNC000347,371,305,175,1,4,11,Keystone QualityNonConformance 347,QNC000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed49d4cc35e95145a52a5fee2a6a768ced49d4cc35e95145a52a5fee2a6a768c
348,QNC000348,16,276,237,10,3,12,Titan QualityNonConformance 348,QNC000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce297ceb61875053a1ea1884425e76e5ce297ceb61875053a1ea1884425e76e5
349,QNC000349,42,324,358,5,4,5,Orion QualityNonConformance 349,QNC000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cab9c635e1075036943b6b5ba969f74acab9c635e1075036943b6b5ba969f74a
350,QNC000350,404,274,273,3,4,5,Evergreen QualityNonConformance 350,QNC000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6180cb99c740563bace7737f5b5241206180cb99c740563bace7737f5b524120
351,QNC000351,464,195,433,11,4,8,Titan QualityNonConformance 351,QNC000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5b30f70c6ba5911822323b95ef8bc6cc5b30f70c6ba5911822323b95ef8bc6c
352,QNC000352,337,293,335,5,5,2,Harbor QualityNonConformance 352,QNC000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2450c9cc3db35382b59f28d242b467212450c9cc3db35382b59f28d242b46721
353,QNC000353,141,275,70,9,1,8,Summit QualityNonConformance 353,QNC000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e384b8f1bcfa5d009c9ddde6d5bf8419e384b8f1bcfa5d009c9ddde6d5bf8419
354,QNC000354,494,112,316,2,3,5,Junction QualityNonConformance 354,QNC000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c3e1881e0a656df8509954c4eb9dea65c3e1881e0a656df8509954c4eb9dea6
355,QNC000355,264,149,251,4,4,10,Willow QualityNonConformance 355,QNC000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdaed96895e85b97bcce2e0dfeda5632fdaed96895e85b97bcce2e0dfeda5632
356,QNC000356,11,340,416,4,1,1,Summit QualityNonConformance 356,QNC000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82d6671efbe658e98dbdcc6691bbb5aa82d6671efbe658e98dbdcc6691bbb5aa
357,QNC000357,-1,264,95,3,3,5,Quartz QualityNonConformance 357,QNC000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca51d8a50bf35a5b9ef2508cfef69ff3ca51d8a50bf35a5b9ef2508cfef69ff3
358,QNC000358,401,286,457,2,3,5,Zenith QualityNonConformance 358,QNC000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62ea97fca3045a26bfe2e4e3ff89a9a762ea97fca3045a26bfe2e4e3ff89a9a7
359,QNC000359,132,117,380,7,1,6,Quartz QualityNonConformance 359,QNC000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2823fe7d8db570d80b1f86d3af3aac3d2823fe7d8db570d80b1f86d3af3aac3
360,QNC000360,98,289,458,5,4,12,Orion QualityNonConformance 360,QNC000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8da4bff8bd445cfa9279070f838010fc8da4bff8bd445cfa9279070f838010fc
361,QNC000361,101,214,159,10,4,9,Junction QualityNonConformance 361,QNC000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2dd59180b1af5c989c77f5bf0e84a6b32dd59180b1af5c989c77f5bf0e84a6b3
362,QNC000362,363,302,132,6,1,3,Granite QualityNonConformance 362,QNC000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87b9637c033a58d786c898b80671ceef87b9637c033a58d786c898b80671ceef
363,QNC000363,153,233,411,7,3,3,Vertex QualityNonConformance 363,QNC000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74b7f910bcbb5c97bc023f95f4b3f89474b7f910bcbb5c97bc023f95f4b3f894
364,QNC000364,449,116,449,2,3,10,Willow QualityNonConformance 364,QNC000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74c4db23968d56299c339b7b08d7c74074c4db23968d56299c339b7b08d7c740
365,QNC000365,166,141,40,8,4,1,Quartz QualityNonConformance 365,QNC000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44aec9b221b4575696e1df606b60342844aec9b221b4575696e1df606b603428
366,QNC000366,491,316,353,4,5,9,Atlas QualityNonConformance 366,QNC000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffcb1f0744545fa989b6f53743e93556ffcb1f0744545fa989b6f53743e93556
367,QNC000367,332,65,124,3,2,8,Orion QualityNonConformance 367,QNC000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5b97a3025295416be8b99c5c8adcb93a5b97a3025295416be8b99c5c8adcb93
368,QNC000368,332,130,441,12,1,7,Summit QualityNonConformance 368,QNC000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad47879fe19b5d19b387d23c1ce9b87fad47879fe19b5d19b387d23c1ce9b87f
369,QNC000369,48,225,209,6,2,11,Meridian QualityNonConformance 369,QNC000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e5b74dfe2375c49bf802e9ea22dbea80e5b74dfe2375c49bf802e9ea22dbea8
370,QNC000370,245,214,105,5,2,4,Titan QualityNonConformance 370,QNC000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41cc6d1d330a59b9a6cf55a8454e9cc241cc6d1d330a59b9a6cf55a8454e9cc2
371,QNC000371,315,132,80,1,4,2,Unity QualityNonConformance 371,QNC000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a123271d24ec5880a5e322d1b9d10e0fa123271d24ec5880a5e322d1b9d10e0f
372,QNC000372,449,129,293,5,3,12,Forge QualityNonConformance 372,QNC000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c505658e10b5b7a95204c909d4f762d2c505658e10b5b7a95204c909d4f762d
373,QNC000373,328,150,15,2,4,8,Quartz QualityNonConformance 373,QNC000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98e74407790c5b7ebf8ac8374940399898e74407790c5b7ebf8ac83749403998
374,QNC000374,-1,280,327,1,1,12,Harbor QualityNonConformance 374,QNC000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b95125177f165653b913173b2d75201cb95125177f165653b913173b2d75201c
375,QNC000375,195,159,193,3,2,7,Willow QualityNonConformance 375,QNC000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03c2308e95715754be1b42ed850df0df03c2308e95715754be1b42ed850df0df
376,QNC000376,172,314,69,10,1,5,Vertex QualityNonConformance 376,QNC000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5681bcfd5e15e6ea39b633fd673b76bb5681bcfd5e15e6ea39b633fd673b76b
377,QNC000377,427,56,135,10,1,2,Ion QualityNonConformance 377,QNC000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ba4a5f7e80e518dab3bc9a90befcbd75ba4a5f7e80e518dab3bc9a90befcbd7
378,QNC000378,376,264,467,6,1,12,Unity QualityNonConformance 378,QNC000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,400729b2e8bc5269bbb7ebcaf5024cf0400729b2e8bc5269bbb7ebcaf5024cf0
379,QNC000379,398,333,118,7,1,4,Beacon QualityNonConformance 379,QNC000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2df695fd031658b6b266d002d2114f122df695fd031658b6b266d002d2114f12
380,QNC000380,130,10,202,2,5,3,Liberty QualityNonConformance 380,QNC000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb33e21e19d35526ba75cb41e1e8136cfb33e21e19d35526ba75cb41e1e8136c
381,QNC000381,319,32,411,7,2,1,Evergreen QualityNonConformance 381,QNC000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c7c01e4f4d452a28bf7e0f6d604ed839c7c01e4f4d452a28bf7e0f6d604ed83
382,QNC000382,93,121,108,6,1,9,Zenith QualityNonConformance 382,QNC000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71c5afc9631c50d8bdf5dd85b95cda3a71c5afc9631c50d8bdf5dd85b95cda3a
383,QNC000383,124,332,265,5,4,3,Summit QualityNonConformance 383,QNC000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bad983a86335a648ffbe03aca6048de2bad983a86335a648ffbe03aca6048de
384,QNC000384,215,59,218,10,5,4,Cedar QualityNonConformance 384,QNC000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4488ae609a8f555c985072fe97b706f84488ae609a8f555c985072fe97b706f8
385,QNC000385,304,251,470,8,4,1,Pioneer QualityNonConformance 385,QNC000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a07087f86a05646b560e4d1b97b2bf70a07087f86a05646b560e4d1b97b2bf7
386,QNC000386,463,193,357,6,1,6,Harbor QualityNonConformance 386,QNC000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2262134142335a23bd918266aefbf32d2262134142335a23bd918266aefbf32d
387,QNC000387,329,347,79,7,3,11,Riverton QualityNonConformance 387,QNC000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74146f0709e0580eb93e9d02e11d7d4b74146f0709e0580eb93e9d02e11d7d4b
