FinanceProductCostVersionKey,ProductCostVersionCode,ProductKey,PlantKey,FinanceCostComponentDetailKey,FinanceCostingMethodKey,CurrencyKey,CostVersionName,EffectiveDate,ExpirationDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
286,FPCV000286,449,279,13,2,2,Ion FinanceProductCostVersion 286,2020-10-13,2020-10-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1764eb30f5a55b6a10c743d8c3712f5d1764eb30f5a55b6a10c743d8c3712f5
287,FPCV000287,472,238,412,5,2,Unity FinanceProductCostVersion 287,2020-10-14,2020-10-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83923bd2e0665785b5ce8925fa5e0fd983923bd2e0665785b5ce8925fa5e0fd9
288,FPCV000288,135,202,139,6,1,Zenith FinanceProductCostVersion 288,2020-10-15,2020-10-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9386ea2ca8b45bebbc51d58217cf2e919386ea2ca8b45bebbc51d58217cf2e91
289,FPCV000289,59,114,155,3,5,Ion FinanceProductCostVersion 289,2020-10-16,2020-10-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1eb77c78b4a539eaf93aff2dd337602b1eb77c78b4a539eaf93aff2dd337602
290,FPCV000290,368,282,52,2,4,Quartz FinanceProductCostVersion 290,2020-10-17,2020-10-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c075a9bbad4e51be8360ec43ba65cc8cc075a9bbad4e51be8360ec43ba65cc8c
291,FPCV000291,169,205,275,8,3,Zenith FinanceProductCostVersion 291,2020-10-18,2020-10-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eeeea5862cbd59ec977736a7812e92eeeeeea5862cbd59ec977736a7812e92ee
292,FPCV000292,283,41,434,7,1,Harbor FinanceProductCostVersion 292,2020-10-19,2020-10-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df5930d5cde95bda922e0c93198f205cdf5930d5cde95bda922e0c93198f205c
293,FPCV000293,228,193,460,7,2,Titan FinanceProductCostVersion 293,2020-10-20,2020-10-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee1cf8dcc3935dccade133ee8915184bee1cf8dcc3935dccade133ee8915184b
294,FPCV000294,2,118,184,1,2,Cedar FinanceProductCostVersion 294,2020-10-21,2020-10-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d631374711b561189fc65053b3e2b7e5d631374711b561189fc65053b3e2b7e
295,FPCV000295,246,152,9,4,4,Pioneer FinanceProductCostVersion 295,2020-10-22,2020-10-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,711b08773e5a57e7bc0af6046ec8a1b9711b08773e5a57e7bc0af6046ec8a1b9
296,FPCV000296,408,307,142,2,1,Granite FinanceProductCostVersion 296,2020-10-23,2020-10-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb4fb10cf4d8559d8d8882c12402bc70eb4fb10cf4d8559d8d8882c12402bc70
297,FPCV000297,83,327,108,1,4,Beacon FinanceProductCostVersion 297,2020-10-24,2020-10-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a7fda1522d45fc8b130abc97c7580940a7fda1522d45fc8b130abc97c758094
298,FPCV000298,176,5,40,5,5,Beacon FinanceProductCostVersion 298,2020-10-25,2020-10-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f7a19f805575be2ab39b2406c8c567f1f7a19f805575be2ab39b2406c8c567f
299,FPCV000299,108,183,362,1,5,Vertex FinanceProductCostVersion 299,2020-10-26,2020-10-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7adb1f8673b515ea5f9ff128b89e45ac7adb1f8673b515ea5f9ff128b89e45a
300,FPCV000300,296,141,20,2,2,Titan FinanceProductCostVersion 300,2020-10-27,2020-10-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16c5d5c80e2455e297771eba2d17ce7816c5d5c80e2455e297771eba2d17ce78
301,FPCV000301,153,225,332,3,4,Orion FinanceProductCostVersion 301,2020-10-28,2020-10-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b50e0bd67b6c5960ba0d7b93d2ee8e43b50e0bd67b6c5960ba0d7b93d2ee8e43
302,FPCV000302,283,49,309,1,4,Willow FinanceProductCostVersion 302,2020-10-29,2020-10-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,434e70cf4eba5aca8f1c61fc65ee9407434e70cf4eba5aca8f1c61fc65ee9407
303,FPCV000303,388,321,151,4,2,Titan FinanceProductCostVersion 303,2020-10-30,2020-10-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,189b2774c18954669a856d509c81c4e7189b2774c18954669a856d509c81c4e7
304,FPCV000304,459,295,373,7,2,Riverton FinanceProductCostVersion 304,2020-10-31,2020-10-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c502c3f8de7c50db98743f56c015fb82c502c3f8de7c50db98743f56c015fb82
305,FPCV000305,241,197,115,6,3,Keystone FinanceProductCostVersion 305,2020-11-01,2020-11-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab6598a37079585cbbb9a34935863c1dab6598a37079585cbbb9a34935863c1d
306,FPCV000306,403,161,106,5,2,Orion FinanceProductCostVersion 306,2020-11-02,2020-11-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5fcdc1180a95e7595d8c8f344dc5f72d5fcdc1180a95e7595d8c8f344dc5f72
307,FPCV000307,237,36,301,3,4,Orion FinanceProductCostVersion 307,2020-11-03,2020-11-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1985b1e22db153f1a5b8aed994b68c761985b1e22db153f1a5b8aed994b68c76
308,FPCV000308,10,175,92,1,1,Northstar FinanceProductCostVersion 308,2020-11-04,2020-11-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4923576840f059cfbf86c01b32aa10264923576840f059cfbf86c01b32aa1026
309,FPCV000309,367,212,177,8,3,Evergreen FinanceProductCostVersion 309,2020-11-05,2020-11-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8dd09e1371fd5dc69d693edc3918968f8dd09e1371fd5dc69d693edc3918968f
310,FPCV000310,353,3,334,4,2,Granite FinanceProductCostVersion 310,2020-11-06,2020-11-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60a985cc4dfa54ca84ff30497800680560a985cc4dfa54ca84ff304978006805
311,FPCV000311,450,329,260,4,5,Meridian FinanceProductCostVersion 311,2020-11-07,2020-11-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69fed2de81ec5f12b01c75cbc172121b69fed2de81ec5f12b01c75cbc172121b
312,FPCV000312,331,161,63,3,3,Riverton FinanceProductCostVersion 312,2020-11-08,2020-11-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4b3d4e7546d588094cd6bd2b90c8faec4b3d4e7546d588094cd6bd2b90c8fae
313,FPCV000313,139,299,278,2,2,Evergreen FinanceProductCostVersion 313,2020-11-09,2020-11-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d55857d6862e59f4aa6f31d073acbfcad55857d6862e59f4aa6f31d073acbfca
314,FPCV000314,241,184,121,1,5,Willow FinanceProductCostVersion 314,2020-11-10,2020-11-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68f71e9d1acb56ce9f9bbce7eb19439868f71e9d1acb56ce9f9bbce7eb194398
315,FPCV000315,49,63,248,3,2,Zenith FinanceProductCostVersion 315,2020-11-11,2020-11-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,269a69d2ed3957d4b4b46477bbe98b19269a69d2ed3957d4b4b46477bbe98b19
316,FPCV000316,394,127,159,1,3,Liberty FinanceProductCostVersion 316,2020-11-12,2020-11-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b852f36c5ed53549e48e7a923a289a45b852f36c5ed53549e48e7a923a289a4
317,FPCV000317,37,154,493,8,1,Unity FinanceProductCostVersion 317,2020-11-13,2020-11-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3d5fb1e9657538a90607d30ab6fbc8dd3d5fb1e9657538a90607d30ab6fbc8d
318,FPCV000318,259,211,179,4,3,Atlas FinanceProductCostVersion 318,2020-11-14,2020-11-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,359e0efbf05a5b4e8d701c999e6cb6d8359e0efbf05a5b4e8d701c999e6cb6d8
319,FPCV000319,208,123,155,6,5,Cedar FinanceProductCostVersion 319,2020-11-15,2020-11-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6bcbf53b9305c8384a94616e45b6c81b6bcbf53b9305c8384a94616e45b6c81
320,FPCV000320,42,32,183,4,2,Titan FinanceProductCostVersion 320,2020-11-16,2020-11-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9b9b1d2768f577090f187caedaa45fec9b9b1d2768f577090f187caedaa45fe
321,FPCV000321,471,227,339,4,4,Keystone FinanceProductCostVersion 321,2020-11-17,2020-11-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d751c00629f250d187b6971084244760d751c00629f250d187b6971084244760
322,FPCV000322,91,36,360,5,5,Titan FinanceProductCostVersion 322,2020-11-18,2020-11-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b067400ee13651cc87839aa0e477c87bb067400ee13651cc87839aa0e477c87b
323,FPCV000323,171,291,237,4,5,Evergreen FinanceProductCostVersion 323,2020-11-19,2020-11-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3993b3971f6651b6b283912c22d6ab473993b3971f6651b6b283912c22d6ab47
324,FPCV000324,336,181,332,3,2,Granite FinanceProductCostVersion 324,2020-11-20,2020-11-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ba1db18090f552b932b9042ae9208494ba1db18090f552b932b9042ae920849
325,FPCV000325,403,244,162,1,4,Evergreen FinanceProductCostVersion 325,2020-11-21,2020-11-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e17be23916c851d195a79d33aba49a7de17be23916c851d195a79d33aba49a7d
326,FPCV000326,103,278,42,8,1,Zenith FinanceProductCostVersion 326,2020-11-22,2020-11-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9487740bb1fa596cb17cf82364e644b99487740bb1fa596cb17cf82364e644b9
327,FPCV000327,58,180,266,3,5,Forge FinanceProductCostVersion 327,2020-11-23,2020-11-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,635b7bd5351e59b9b1d217dcc19072e9635b7bd5351e59b9b1d217dcc19072e9
328,FPCV000328,52,168,373,2,1,Atlas FinanceProductCostVersion 328,2020-11-24,2020-11-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bb614908c615917a376ea1c553eda2d0bb614908c615917a376ea1c553eda2d
329,FPCV000329,233,341,216,6,1,Summit FinanceProductCostVersion 329,2020-11-25,2020-11-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ffaa29c4c995426a95cff0807c14f537ffaa29c4c995426a95cff0807c14f53
330,FPCV000330,179,118,178,6,2,Cedar FinanceProductCostVersion 330,2020-11-26,2020-11-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8e17634e0845fb8be2a3c909864a9e0b8e17634e0845fb8be2a3c909864a9e0
331,FPCV000331,402,280,46,7,5,Quartz FinanceProductCostVersion 331,2020-11-27,2020-11-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d85ee820c60c52babf4897bad67f1a86d85ee820c60c52babf4897bad67f1a86
332,FPCV000332,274,116,96,5,1,Riverton FinanceProductCostVersion 332,2020-11-28,2020-11-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b2ea1b9f4b95d8daa9d4b57022efdd34b2ea1b9f4b95d8daa9d4b57022efdd3
333,FPCV000333,496,120,48,1,5,Granite FinanceProductCostVersion 333,2020-11-29,2020-11-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2331bf4811575696a0f8ebd219b6dedc2331bf4811575696a0f8ebd219b6dedc
334,FPCV000334,232,214,135,8,2,Ion FinanceProductCostVersion 334,2020-11-30,2020-11-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b3c7a32447a5883bc904eaad0a671824b3c7a32447a5883bc904eaad0a67182
335,FPCV000335,273,71,28,1,5,Junction FinanceProductCostVersion 335,2020-12-01,2020-12-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ad1863f0c505a4ebb1097ddfd511ef95ad1863f0c505a4ebb1097ddfd511ef9
336,FPCV000336,36,237,312,5,2,Northstar FinanceProductCostVersion 336,2020-12-02,2020-12-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,859acd2316dd531c9e0b951830adc21a859acd2316dd531c9e0b951830adc21a
337,FPCV000337,224,77,176,7,1,Junction FinanceProductCostVersion 337,2020-12-03,2020-12-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3a366291d3355e3afda58fab48bfeded3a366291d3355e3afda58fab48bfede
338,FPCV000338,445,113,340,6,3,Riverton FinanceProductCostVersion 338,2020-12-04,2020-12-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc32d67edff756c391a6bba214355aa2bc32d67edff756c391a6bba214355aa2
339,FPCV000339,83,31,303,3,1,Cedar FinanceProductCostVersion 339,2020-12-05,2020-12-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61ff12c049d852c581b42de13d0b006661ff12c049d852c581b42de13d0b0066
340,FPCV000340,368,40,92,5,1,Quartz FinanceProductCostVersion 340,2020-12-06,2020-12-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e553cb8569d15760a178fdb9d53cbd62e553cb8569d15760a178fdb9d53cbd62
341,FPCV000341,81,196,310,2,5,Harbor FinanceProductCostVersion 341,2020-12-07,2020-12-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30b1a7592e7557b0b3d56c41e0dfcc9330b1a7592e7557b0b3d56c41e0dfcc93
342,FPCV000342,310,257,462,2,1,Zenith FinanceProductCostVersion 342,2020-12-08,2020-12-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4860cc6b27f25f42a856d39878dd12f64860cc6b27f25f42a856d39878dd12f6
343,FPCV000343,63,343,363,7,2,Meridian FinanceProductCostVersion 343,2020-12-09,2020-12-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb440e8efad0569bb3c7bd461b1fa3dabb440e8efad0569bb3c7bd461b1fa3da
344,FPCV000344,346,152,95,3,3,Atlas FinanceProductCostVersion 344,2020-12-10,2020-12-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cebe842d70ab51e198258c16fb076e21cebe842d70ab51e198258c16fb076e21
345,FPCV000345,437,86,459,6,5,Forge FinanceProductCostVersion 345,2020-12-11,2020-12-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f5f26fad29958f697400a36a68718613f5f26fad29958f697400a36a6871861
346,FPCV000346,451,77,306,7,3,Riverton FinanceProductCostVersion 346,2020-12-12,2020-12-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5747c227674551e9b58ec65d916fc4ea5747c227674551e9b58ec65d916fc4e
347,FPCV000347,176,98,177,1,3,Summit FinanceProductCostVersion 347,2020-12-13,2020-12-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e89527afe6b527ebfa9058e6e7766078e89527afe6b527ebfa9058e6e776607
348,FPCV000348,287,58,439,4,4,Forge FinanceProductCostVersion 348,2020-12-14,2020-12-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85ee112ff17c598f87c144080fa7709c85ee112ff17c598f87c144080fa7709c
349,FPCV000349,279,186,419,1,5,Atlas FinanceProductCostVersion 349,2020-12-15,2020-12-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6503832b800053348b3ae93897ec37e76503832b800053348b3ae93897ec37e7
350,FPCV000350,132,236,208,1,2,Orion FinanceProductCostVersion 350,2020-12-16,2020-12-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96b4cb3cb6345ee0bf2c9d4af7c872d096b4cb3cb6345ee0bf2c9d4af7c872d0
351,FPCV000351,475,205,345,4,4,Zenith FinanceProductCostVersion 351,2020-12-17,2020-12-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5cfd349911225be4855d415f862df48a5cfd349911225be4855d415f862df48a
352,FPCV000352,17,83,165,8,1,Vertex FinanceProductCostVersion 352,2020-12-18,2020-12-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,583c41b5413a5178a92f10fbbb9217ca583c41b5413a5178a92f10fbbb9217ca
353,FPCV000353,31,120,205,2,5,Harbor FinanceProductCostVersion 353,2020-12-19,2020-12-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de2c9bf6599e50fdb64bcc58fee38833de2c9bf6599e50fdb64bcc58fee38833
354,FPCV000354,45,39,406,6,3,Evergreen FinanceProductCostVersion 354,2020-12-20,2020-12-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfdb3287e93e50b695d17fa7f14b75aecfdb3287e93e50b695d17fa7f14b75ae
355,FPCV000355,393,335,341,4,4,Junction FinanceProductCostVersion 355,2020-12-21,2020-12-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9ac8152a62751f78462716e983f6e53b9ac8152a62751f78462716e983f6e53
356,FPCV000356,3,22,175,8,1,Orion FinanceProductCostVersion 356,2020-12-22,2020-12-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e65f28f48bd357998002b05835b4aa4ae65f28f48bd357998002b05835b4aa4a
357,FPCV000357,75,162,216,1,2,Ion FinanceProductCostVersion 357,2020-12-23,2020-12-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98a785676fb3571b8dcd283e68d7e3d698a785676fb3571b8dcd283e68d7e3d6
358,FPCV000358,184,75,44,6,5,Liberty FinanceProductCostVersion 358,2020-12-24,2020-12-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8168de06677a5c0881fa13794d17dcff8168de06677a5c0881fa13794d17dcff
359,FPCV000359,443,191,463,1,1,Evergreen FinanceProductCostVersion 359,2020-12-25,2020-12-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d23cb8cefabc5f21ba596d151aa8a437d23cb8cefabc5f21ba596d151aa8a437
360,FPCV000360,473,61,117,7,4,Unity FinanceProductCostVersion 360,2020-12-26,2020-12-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2518424f08655dc3bc4dda52e4862c992518424f08655dc3bc4dda52e4862c99
361,FPCV000361,134,65,86,8,3,Forge FinanceProductCostVersion 361,2020-12-27,2020-12-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1da675a884c45730b3d54835401ba5161da675a884c45730b3d54835401ba516
362,FPCV000362,320,91,277,4,3,Cedar FinanceProductCostVersion 362,2020-12-28,2020-12-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4bbeb412e1151a2937d2ffee1e071eda4bbeb412e1151a2937d2ffee1e071ed
363,FPCV000363,116,314,101,7,1,Delta FinanceProductCostVersion 363,2020-12-29,2020-12-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f40e7b80d9b5e7eb201e84778e933687f40e7b80d9b5e7eb201e84778e93368
364,FPCV000364,114,235,225,2,5,Zenith FinanceProductCostVersion 364,2020-12-30,2020-12-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87c29d9ea0a1576eb2719ace6e75c36b87c29d9ea0a1576eb2719ace6e75c36b
365,FPCV000365,419,273,188,7,4,Orion FinanceProductCostVersion 365,2020-12-31,2020-12-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f50d80ec8345ee9a65e5f21de2996a36f50d80ec8345ee9a65e5f21de2996a3
366,FPCV000366,64,172,174,5,1,Cedar FinanceProductCostVersion 366,2021-01-01,2021-01-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5592fc06a4e453d18958fb557d8712535592fc06a4e453d18958fb557d871253
367,FPCV000367,38,127,387,3,4,Ion FinanceProductCostVersion 367,2021-01-02,2021-01-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c6c2832f57b5ca084bd2ca1016d7bda2c6c2832f57b5ca084bd2ca1016d7bda
368,FPCV000368,136,109,289,3,1,Junction FinanceProductCostVersion 368,2021-01-03,2021-01-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da5d85a017025099bbd38ccac032f89ada5d85a017025099bbd38ccac032f89a
369,FPCV000369,351,242,410,8,5,Quartz FinanceProductCostVersion 369,2021-01-04,2021-01-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,445888c67897547698bfc8c92ede6791445888c67897547698bfc8c92ede6791
370,FPCV000370,302,60,188,7,2,Vertex FinanceProductCostVersion 370,2021-01-05,2021-01-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,597517d8f28c53588d1e6c9a3e5e775f597517d8f28c53588d1e6c9a3e5e775f
371,FPCV000371,171,208,194,4,1,Liberty FinanceProductCostVersion 371,2021-01-06,2021-01-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4443fc8ce6325f1e99e7d5b4bc9a709b4443fc8ce6325f1e99e7d5b4bc9a709b
372,FPCV000372,154,29,263,6,2,Titan FinanceProductCostVersion 372,2021-01-07,2021-01-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce560264e1105439ada0001d04e2500ace560264e1105439ada0001d04e2500a
373,FPCV000373,156,171,300,2,5,Granite FinanceProductCostVersion 373,2021-01-08,2021-01-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25b8a47a842352ea9780f1e4ef12130e25b8a47a842352ea9780f1e4ef12130e
374,FPCV000374,486,245,218,1,4,Summit FinanceProductCostVersion 374,2021-01-09,2021-01-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47b337e5d622556cbbbd0f12599613ac47b337e5d622556cbbbd0f12599613ac
375,FPCV000375,55,328,236,6,2,Willow FinanceProductCostVersion 375,2021-01-10,2021-01-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e72f732cc5785af3913be383e872e60de72f732cc5785af3913be383e872e60d
376,FPCV000376,401,58,78,7,2,Meridian FinanceProductCostVersion 376,2021-01-11,2021-01-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ff6fcdbdb725d0bb3b64b72b20c6cd04ff6fcdbdb725d0bb3b64b72b20c6cd0
377,FPCV000377,186,93,205,4,1,Forge FinanceProductCostVersion 377,2021-01-12,2021-01-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b34333ccb98590da7aa36eb73275d342b34333ccb98590da7aa36eb73275d34
378,FPCV000378,136,169,212,1,2,Atlas FinanceProductCostVersion 378,2021-01-13,2021-01-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,974f5420958252a6bb54524a5a00bb22974f5420958252a6bb54524a5a00bb22
379,FPCV000379,109,164,424,8,4,Northstar FinanceProductCostVersion 379,2021-01-14,2021-01-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd9b028dfaba523ca07cac1de4793eaafd9b028dfaba523ca07cac1de4793eaa
380,FPCV000380,299,88,375,4,5,Beacon FinanceProductCostVersion 380,2021-01-15,2021-01-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f758564bc7154359373e6df2b21d7817f758564bc7154359373e6df2b21d781
381,FPCV000381,479,218,149,1,3,Northstar FinanceProductCostVersion 381,2021-01-16,2021-01-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6edb929db45b577bb2abde750186021c6edb929db45b577bb2abde750186021c
