ServiceContractKey,ServiceContractNumber,CustomerKey,WarrantyTermKey,ServiceTerritoryKey,ServiceContractStatusKey,CurrencyKey,ServiceContractName,ContractValueAmount,ResponseTimeHours,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
312,SC000312,297,43,191,3,1,Evergreen ServiceContract 312,437.4400,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84ba08a04816520c87fca1f1f6187e1a84ba08a04816520c87fca1f1f6187e1a
313,SC000313,12,200,422,6,5,Harbor ServiceContract 313,438.8100,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e89f72eb74605f8b9286a5b5054706dee89f72eb74605f8b9286a5b5054706de
314,SC000314,412,82,294,1,1,Unity ServiceContract 314,440.1800,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca9a3b7932d5586a9eb0adf6a6c82fdfca9a3b7932d5586a9eb0adf6a6c82fdf
315,SC000315,440,407,132,7,3,Granite ServiceContract 315,441.5500,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37fed00196e9581fb0908e87b759057637fed00196e9581fb0908e87b7590576
316,SC000316,281,102,1,2,5,Evergreen ServiceContract 316,442.9200,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e9a5061568c5e378be1407e8d22d5994e9a5061568c5e378be1407e8d22d599
317,SC000317,159,19,162,4,3,Titan ServiceContract 317,444.2900,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfb416ce122155ecaf90c4fc0b6eff1cdfb416ce122155ecaf90c4fc0b6eff1c
318,SC000318,79,411,343,5,1,Pioneer ServiceContract 318,445.6600,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,480fbee463b15dfbbcbaab7ecd0865e5480fbee463b15dfbbcbaab7ecd0865e5
319,SC000319,467,153,440,5,1,Titan ServiceContract 319,447.0300,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d59464f7f785abe9858fc4070dd151f4d59464f7f785abe9858fc4070dd151f
320,SC000320,327,180,137,7,2,Meridian ServiceContract 320,448.4000,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39111d4b2bbd51b180e46f0d7264ec4839111d4b2bbd51b180e46f0d7264ec48
321,SC000321,386,251,320,6,2,Vertex ServiceContract 321,449.7700,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d10d6e1ba42587680d8d20a78dd0edf2d10d6e1ba42587680d8d20a78dd0edf
322,SC000322,443,300,346,1,1,Cedar ServiceContract 322,451.1400,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6e14894b584590c81837831b3a82007d6e14894b584590c81837831b3a82007
323,SC000323,90,102,399,7,4,Pioneer ServiceContract 323,452.5100,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb8bee88fadc5e1f8268fb6f87b12e18fb8bee88fadc5e1f8268fb6f87b12e18
324,SC000324,295,284,361,5,3,Titan ServiceContract 324,453.8800,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca19f49ca74a525aa3c3e43f68517f4bca19f49ca74a525aa3c3e43f68517f4b
325,SC000325,431,313,493,5,3,Vertex ServiceContract 325,455.2500,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b3924c74ed757368c0b88bcdee18dfb2b3924c74ed757368c0b88bcdee18dfb
326,SC000326,399,282,205,1,5,Unity ServiceContract 326,456.6200,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f766855446f4521785f638cc7497c7baf766855446f4521785f638cc7497c7ba
327,SC000327,80,392,148,4,3,Ion ServiceContract 327,457.9900,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82b526eac4e55af2877b901fc322147c82b526eac4e55af2877b901fc322147c
328,SC000328,384,202,226,1,4,Pioneer ServiceContract 328,459.3600,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d19122953de35d2993625407426e9e76d19122953de35d2993625407426e9e76
329,SC000329,336,27,256,1,1,Meridian ServiceContract 329,460.7300,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45b116353aee59a399eb91d07bc806be45b116353aee59a399eb91d07bc806be
330,SC000330,179,121,168,7,2,Orion ServiceContract 330,462.1000,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c54c717446915156aedf554336bd823fc54c717446915156aedf554336bd823f
331,SC000331,489,470,212,2,1,Harbor ServiceContract 331,463.4700,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7b216e56dca5be9a8f9c6aeeb029212d7b216e56dca5be9a8f9c6aeeb029212
332,SC000332,228,315,378,1,4,Northstar ServiceContract 332,464.8400,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a48d8f9b4235fda832447ce7becba851a48d8f9b4235fda832447ce7becba85
333,SC000333,171,297,3,2,1,Ion ServiceContract 333,466.2100,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4753148aec075fcfadffe369e01e70594753148aec075fcfadffe369e01e7059
334,SC000334,8,142,429,3,3,Beacon ServiceContract 334,467.5800,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64afc665114d5fb7b2cc5bc1e680f1a064afc665114d5fb7b2cc5bc1e680f1a0
335,SC000335,306,264,311,2,3,Vertex ServiceContract 335,468.9500,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a58e22be360528993e648a06e7ca6265a58e22be360528993e648a06e7ca626
336,SC000336,15,233,147,3,5,Beacon ServiceContract 336,470.3200,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ba78ef3121e550894287c33e00d0c597ba78ef3121e550894287c33e00d0c59
337,SC000337,396,272,71,3,5,Meridian ServiceContract 337,471.6900,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aefa7b5e0f8b5ab7bf0aa1ec550c8605aefa7b5e0f8b5ab7bf0aa1ec550c8605
338,SC000338,229,439,356,4,1,Forge ServiceContract 338,473.0600,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e8ce96cba255f418e116022542b94ae9e8ce96cba255f418e116022542b94ae
339,SC000339,254,471,284,6,4,Quartz ServiceContract 339,474.4300,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58ea69b014585ba08cb708d7952c0cbc58ea69b014585ba08cb708d7952c0cbc
340,SC000340,41,40,280,4,4,Northstar ServiceContract 340,475.8000,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e7aac2fdd475d388c687d44a068a6e47e7aac2fdd475d388c687d44a068a6e4
341,SC000341,94,463,395,2,3,Willow ServiceContract 341,477.1700,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b53126fd43365fd8a388398464836b8db53126fd43365fd8a388398464836b8d
342,SC000342,381,109,236,6,2,Liberty ServiceContract 342,478.5400,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a17aee8ef685feeaeef89ad7635dc185a17aee8ef685feeaeef89ad7635dc18
343,SC000343,112,437,496,4,3,Pioneer ServiceContract 343,479.9100,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,822c6bc3f5fa5b6a866f63d0dbd17fd7822c6bc3f5fa5b6a866f63d0dbd17fd7
344,SC000344,126,57,355,5,3,Junction ServiceContract 344,481.2800,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43678a49eb2e52ecb33635a5424f58db43678a49eb2e52ecb33635a5424f58db
345,SC000345,165,471,279,6,3,Delta ServiceContract 345,482.6500,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39e4cd3c15635a76ab11aa9593c99c0e39e4cd3c15635a76ab11aa9593c99c0e
346,SC000346,211,29,386,6,2,Pioneer ServiceContract 346,484.0200,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f655f77e108b53158eaaa75a65451303f655f77e108b53158eaaa75a65451303
347,SC000347,177,343,205,1,3,Forge ServiceContract 347,485.3900,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0528f3c8e179599abd6c82dac1aa90a20528f3c8e179599abd6c82dac1aa90a2
348,SC000348,20,15,263,4,3,Willow ServiceContract 348,486.7600,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18be283a1d2b592a98774658d27a31e918be283a1d2b592a98774658d27a31e9
349,SC000349,41,55,314,2,5,Northstar ServiceContract 349,488.1300,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5224a6ba5f1d50fcbcb5a34a5a180c2f5224a6ba5f1d50fcbcb5a34a5a180c2f
350,SC000350,87,165,197,5,3,Meridian ServiceContract 350,489.5000,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae12f2d9a39d562c99801a6203143708ae12f2d9a39d562c99801a6203143708
351,SC000351,435,469,266,3,4,Keystone ServiceContract 351,490.8700,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffcceac6b3f35c0d86e622dc84f6cff1ffcceac6b3f35c0d86e622dc84f6cff1
352,SC000352,193,45,5,1,3,Delta ServiceContract 352,492.2400,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9ebd6f2393f56dc81b02063d3d2a93fd9ebd6f2393f56dc81b02063d3d2a93f
353,SC000353,411,218,321,1,1,Vertex ServiceContract 353,493.6100,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99eba309a5925222835fbcf60c5d4dcc99eba309a5925222835fbcf60c5d4dcc
354,SC000354,370,255,316,4,1,Meridian ServiceContract 354,494.9800,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,967dae99000950109fbf7370430658f0967dae99000950109fbf7370430658f0
355,SC000355,403,201,211,1,3,Liberty ServiceContract 355,496.3500,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c921c92e919558ab59cce29529273c53c921c92e919558ab59cce29529273c5
356,SC000356,286,11,4,7,2,Forge ServiceContract 356,497.7200,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e831c57b1d7451f183cdd42ff98840efe831c57b1d7451f183cdd42ff98840ef
357,SC000357,105,134,93,3,2,Meridian ServiceContract 357,499.0900,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b688f92d41d5493a32d95faa4302d0e2b688f92d41d5493a32d95faa4302d0e
358,SC000358,324,329,436,1,1,Atlas ServiceContract 358,500.4600,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7acec49c688e5e0ba40bdced35d5a5d57acec49c688e5e0ba40bdced35d5a5d5
359,SC000359,273,382,159,6,2,Summit ServiceContract 359,501.8300,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50f07428e14e5ae88dfe3e9a13ada01c50f07428e14e5ae88dfe3e9a13ada01c
360,SC000360,388,291,321,4,3,Cedar ServiceContract 360,503.2000,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92517fa2a6f15f20a1162b9d72a6506892517fa2a6f15f20a1162b9d72a65068
361,SC000361,313,429,143,6,3,Riverton ServiceContract 361,504.5700,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34a00a8ebced5148862f720fcd1e86fc34a00a8ebced5148862f720fcd1e86fc
362,SC000362,331,262,97,7,1,Keystone ServiceContract 362,505.9400,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d8eb839328a5e46a0e23fa2ed1e07e49d8eb839328a5e46a0e23fa2ed1e07e4
363,SC000363,380,191,2,7,1,Atlas ServiceContract 363,507.3100,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64b2ecfbe23353a3a330a98999d453eb64b2ecfbe23353a3a330a98999d453eb
364,SC000364,108,47,144,1,4,Evergreen ServiceContract 364,508.6800,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b7bef0b3ad25e1e8871ae8ee2c4b9284b7bef0b3ad25e1e8871ae8ee2c4b928
365,SC000365,483,192,488,1,4,Delta ServiceContract 365,510.0500,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,342837b3eee556208bf41a35168aa52b342837b3eee556208bf41a35168aa52b
366,SC000366,321,150,478,2,5,Keystone ServiceContract 366,511.4200,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12bdf9705ea154cba847751c87ec02ec12bdf9705ea154cba847751c87ec02ec
367,SC000367,72,450,153,7,4,Keystone ServiceContract 367,512.7900,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aca9bdd1290f504ba9331961cd51d727aca9bdd1290f504ba9331961cd51d727
368,SC000368,116,324,413,6,2,Junction ServiceContract 368,514.1600,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d75192fc397e5158a832811660896d61d75192fc397e5158a832811660896d61
369,SC000369,289,50,49,4,3,Zenith ServiceContract 369,515.5300,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa26850e694e51fb83303ff5bdb2f1bcaa26850e694e51fb83303ff5bdb2f1bc
370,SC000370,133,170,219,6,1,Forge ServiceContract 370,516.9000,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8db2d845e11b5dc49ee9411678aee7068db2d845e11b5dc49ee9411678aee706
371,SC000371,196,20,473,7,5,Cedar ServiceContract 371,518.2700,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e98046866c75598ab5fd579b866bf322e98046866c75598ab5fd579b866bf322
372,SC000372,431,150,131,7,2,Liberty ServiceContract 372,519.6400,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f4542e6c89551738ab23101b295f14b0f4542e6c89551738ab23101b295f14b
373,SC000373,225,340,97,5,5,Cedar ServiceContract 373,521.0100,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3eea1ca237115d44b88c9986f092e3cb3eea1ca237115d44b88c9986f092e3cb
374,SC000374,402,276,109,7,3,Vertex ServiceContract 374,522.3800,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33914b2812235c89826f6e309885b7e033914b2812235c89826f6e309885b7e0
375,SC000375,118,470,65,5,3,Beacon ServiceContract 375,523.7500,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3893c642e2b5c1cb0eeef2ecba5aa37f3893c642e2b5c1cb0eeef2ecba5aa37
376,SC000376,123,299,237,5,2,Evergreen ServiceContract 376,525.1200,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f442a928def5571d94b860909aa60df0f442a928def5571d94b860909aa60df0
377,SC000377,241,347,235,1,5,Cedar ServiceContract 377,526.4900,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbf905c89a0c50c8ab3a631363f05343bbf905c89a0c50c8ab3a631363f05343
378,SC000378,231,95,456,4,4,Vertex ServiceContract 378,527.8600,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,073fa5d3e79d55799640c0576f43ca3f073fa5d3e79d55799640c0576f43ca3f
379,SC000379,434,481,134,1,4,Vertex ServiceContract 379,529.2300,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd50ac70abcd5a50a6fd89c45590b9edbd50ac70abcd5a50a6fd89c45590b9ed
380,SC000380,267,197,302,3,3,Keystone ServiceContract 380,530.6000,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ef766ae1e94559da441a9620fdfff991ef766ae1e94559da441a9620fdfff99
381,SC000381,438,463,176,7,1,Vertex ServiceContract 381,531.9700,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,887a22bf6e245d419daab68f64a507c6887a22bf6e245d419daab68f64a507c6
382,SC000382,418,295,260,5,2,Junction ServiceContract 382,533.3400,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b39b6b8005f53e19d3ac88c86d25f208b39b6b8005f53e19d3ac88c86d25f20
383,SC000383,16,481,117,5,4,Summit ServiceContract 383,534.7100,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc41187a703e5026acc38867c8e4494efc41187a703e5026acc38867c8e4494e
384,SC000384,215,220,89,3,1,Vertex ServiceContract 384,536.0800,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,793e861df6af5bf5afac83a8d185fc6e793e861df6af5bf5afac83a8d185fc6e
385,SC000385,275,341,261,4,1,Riverton ServiceContract 385,537.4500,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c601f4c853615a3f831d127c02a2fea1c601f4c853615a3f831d127c02a2fea1
386,SC000386,328,108,391,2,5,Beacon ServiceContract 386,538.8200,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e23726f0d40857d99e623443b50cba00e23726f0d40857d99e623443b50cba00
387,SC000387,320,489,492,3,3,Forge ServiceContract 387,540.1900,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8326fc35d1559039e14c84b2abd369ca8326fc35d1559039e14c84b2abd369c
388,SC000388,444,262,460,4,5,Delta ServiceContract 388,541.5600,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4cb0ebda6f65dbcb6541c76f1e91d46e4cb0ebda6f65dbcb6541c76f1e91d46
389,SC000389,383,389,396,2,3,Northstar ServiceContract 389,542.9300,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1642a5ba1d6a5d9a9a493d96f9e256561642a5ba1d6a5d9a9a493d96f9e25656
390,SC000390,416,70,376,6,3,Riverton ServiceContract 390,544.3000,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0538dff4e96523786f2a7aa43435cafb0538dff4e96523786f2a7aa43435caf
391,SC000391,306,200,291,1,3,Delta ServiceContract 391,545.6700,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ccc2614cf87567daee0a74dea13d76c1ccc2614cf87567daee0a74dea13d76c
392,SC000392,176,184,373,6,4,Atlas ServiceContract 392,547.0400,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,acea338a0a335f0f9b47d16efccb8f50acea338a0a335f0f9b47d16efccb8f50
393,SC000393,233,7,342,5,5,Northstar ServiceContract 393,548.4100,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eaf398e5f88d534284c2a4fc5548e882eaf398e5f88d534284c2a4fc5548e882
394,SC000394,479,155,415,5,1,Ion ServiceContract 394,549.7800,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b566710bbf95417a6dad11762bde0505b566710bbf95417a6dad11762bde050
395,SC000395,259,204,294,5,3,Vertex ServiceContract 395,551.1500,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14adde0db7a75bdb8e4d948449d2d1c314adde0db7a75bdb8e4d948449d2d1c3
396,SC000396,161,218,79,2,5,Willow ServiceContract 396,552.5200,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67ecc825285c5bf08994d4febe8b83d967ecc825285c5bf08994d4febe8b83d9
397,SC000397,141,97,360,5,3,Riverton ServiceContract 397,553.8900,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a6cdcfd19375a348fc29df6c9fe709b5a6cdcfd19375a348fc29df6c9fe709b
398,SC000398,75,129,369,6,1,Cedar ServiceContract 398,555.2600,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92bc9ad0c7fe5d1fb43651f93045e81b92bc9ad0c7fe5d1fb43651f93045e81b
399,SC000399,395,151,154,3,1,Delta ServiceContract 399,556.6300,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea03b86278c35e119180f0cf51753bd5ea03b86278c35e119180f0cf51753bd5
400,SC000400,316,319,217,7,1,Summit ServiceContract 400,558.0000,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b9e7403ed655c6b8ada43cc605400667b9e7403ed655c6b8ada43cc60540066
401,SC000401,420,476,20,6,1,Summit ServiceContract 401,559.3700,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9858a2ac09b555568f44f1b5d975d5d79858a2ac09b555568f44f1b5d975d5d7
402,SC000402,178,284,37,7,4,Riverton ServiceContract 402,560.7400,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f74d25e5cb82549ebd836f6fa3ff60f1f74d25e5cb82549ebd836f6fa3ff60f1
403,SC000403,96,353,492,2,5,Atlas ServiceContract 403,562.1100,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,210bc87c77175e35ad198e03d26a4b72210bc87c77175e35ad198e03d26a4b72
404,SC000404,285,22,16,7,3,Delta ServiceContract 404,563.4800,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,653a5355ff6b580ea0610bde6a44295d653a5355ff6b580ea0610bde6a44295d
405,SC000405,316,415,51,6,4,Orion ServiceContract 405,564.8500,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,348159d1591951c1952f42241fd2d345348159d1591951c1952f42241fd2d345
406,SC000406,288,32,208,4,2,Harbor ServiceContract 406,566.2200,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e775b374c70a5e76a4d340f9bf7c62f8e775b374c70a5e76a4d340f9bf7c62f8
407,SC000407,103,212,350,7,1,Quartz ServiceContract 407,567.5900,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,843c609986b655a6b20dbc3b43374a28843c609986b655a6b20dbc3b43374a28
408,SC000408,311,473,121,2,2,Titan ServiceContract 408,568.9600,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef5fc5d6d2aa5883b68cbc1e2edadf32ef5fc5d6d2aa5883b68cbc1e2edadf32
409,SC000409,484,378,157,6,2,Unity ServiceContract 409,570.3300,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7b61d68328854dba31cf6e1c8aa1893b7b61d68328854dba31cf6e1c8aa1893
410,SC000410,191,457,148,1,1,Delta ServiceContract 410,571.7000,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f601be68bf9b55b4ac8d16da751e1661f601be68bf9b55b4ac8d16da751e1661
411,SC000411,120,69,284,7,3,Evergreen ServiceContract 411,573.0700,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9ce5d897b3850538ac345cea3c593f9e9ce5d897b3850538ac345cea3c593f9
412,SC000412,382,164,122,7,1,Keystone ServiceContract 412,574.4400,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7db178d490a5e948375612652a12911f7db178d490a5e948375612652a12911
413,SC000413,152,415,182,3,3,Willow ServiceContract 413,575.8100,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49083a6ad5215c5d9d2216b86348fc7249083a6ad5215c5d9d2216b86348fc72
414,SC000414,319,191,361,4,5,Beacon ServiceContract 414,577.1800,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77d1025065fe5866ab5fda3e4fb7f3c877d1025065fe5866ab5fda3e4fb7f3c8
415,SC000415,56,299,473,3,2,Forge ServiceContract 415,578.5500,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd5babd4c9375616b033aa71d86a03cffd5babd4c9375616b033aa71d86a03cf
