EngineeringMaterialSpecificationKey,MaterialSpecificationCode,EngineeringDisciplineKey,MeasurementSystemKey,ComplianceStandardKey,EngineeringMaterialSpecificationName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
293,EMS000293,7,3,7,Titan EngineeringMaterialSpecification 293,EMS000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbe7004aad55534399be6d77337d0d9ccbe7004aad55534399be6d77337d0d9c
294,EMS000294,17,1,18,Liberty EngineeringMaterialSpecification 294,EMS000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58e067f6b2fe572bb0dea09a21db0cf558e067f6b2fe572bb0dea09a21db0cf5
295,EMS000295,10,3,10,Beacon EngineeringMaterialSpecification 295,EMS000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55902d113f01509d81a4a2039842fc8055902d113f01509d81a4a2039842fc80
296,EMS000296,2,2,6,Liberty EngineeringMaterialSpecification 296,EMS000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13f2caffe26655ada7ad6f1a72e2681f13f2caffe26655ada7ad6f1a72e2681f
297,EMS000297,17,2,18,Vertex EngineeringMaterialSpecification 297,EMS000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb4bd1e33572590dbb42d05db02f5b7eeb4bd1e33572590dbb42d05db02f5b7e
298,EMS000298,9,3,24,Unity EngineeringMaterialSpecification 298,EMS000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7b4ad5bbb10559a93bb47795fc3ed31d7b4ad5bbb10559a93bb47795fc3ed31
299,EMS000299,20,1,17,Keystone EngineeringMaterialSpecification 299,EMS000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6301719b9a475ff980f1f43dba1a57236301719b9a475ff980f1f43dba1a5723
300,EMS000300,1,3,18,Vertex EngineeringMaterialSpecification 300,EMS000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90ab08d1d67155fbb2f3a8d1688c422490ab08d1d67155fbb2f3a8d1688c4224
301,EMS000301,9,2,19,Vertex EngineeringMaterialSpecification 301,EMS000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc63f8e0c87c53adb190bbd0700d87b0cc63f8e0c87c53adb190bbd0700d87b0
302,EMS000302,35,2,16,Titan EngineeringMaterialSpecification 302,EMS000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53b29ec77d465716bfd62f4e1fde25b653b29ec77d465716bfd62f4e1fde25b6
303,EMS000303,34,1,2,Keystone EngineeringMaterialSpecification 303,EMS000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df81bd648d0f5125b548784a3a5a91e8df81bd648d0f5125b548784a3a5a91e8
304,EMS000304,32,1,4,Beacon EngineeringMaterialSpecification 304,EMS000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b575d0d6abd456498882011847c1957fb575d0d6abd456498882011847c1957f
305,EMS000305,19,1,18,Delta EngineeringMaterialSpecification 305,EMS000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a41e58ca923b50d9b126e6f0dedc3c5ca41e58ca923b50d9b126e6f0dedc3c5c
306,EMS000306,1,3,23,Evergreen EngineeringMaterialSpecification 306,EMS000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b93885da39fd56b6b40ab24e02e215fdb93885da39fd56b6b40ab24e02e215fd
307,EMS000307,33,3,5,Titan EngineeringMaterialSpecification 307,EMS000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8953a3af832a51d185e11ae765a6e36a8953a3af832a51d185e11ae765a6e36a
308,EMS000308,12,3,12,Titan EngineeringMaterialSpecification 308,EMS000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e314ca045d459e187a6013103a3fa427e314ca045d459e187a6013103a3fa42
309,EMS000309,19,1,10,Cedar EngineeringMaterialSpecification 309,EMS000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f960fb6b5d785bb3ab3e6f584ae287fff960fb6b5d785bb3ab3e6f584ae287ff
310,EMS000310,24,1,11,Meridian EngineeringMaterialSpecification 310,EMS000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,269b314cc3d052f39c1f77a251bb9d5c269b314cc3d052f39c1f77a251bb9d5c
311,EMS000311,11,3,3,Titan EngineeringMaterialSpecification 311,EMS000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,695d5cb9d8cc511bab3e86babbeee0fa695d5cb9d8cc511bab3e86babbeee0fa
312,EMS000312,14,3,23,Meridian EngineeringMaterialSpecification 312,EMS000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01d412cf2002533db8886a3e57e6eafe01d412cf2002533db8886a3e57e6eafe
313,EMS000313,26,1,20,Quartz EngineeringMaterialSpecification 313,EMS000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f556db3b7165365819e2b4f8a5218080f556db3b7165365819e2b4f8a521808
314,EMS000314,3,2,21,Zenith EngineeringMaterialSpecification 314,EMS000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6122a80f0b35c409b56d7ff85c8a628b6122a80f0b35c409b56d7ff85c8a628
315,EMS000315,22,3,21,Summit EngineeringMaterialSpecification 315,EMS000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ff2cf82329a5f4b964c66c13a3c41110ff2cf82329a5f4b964c66c13a3c4111
316,EMS000316,11,1,2,Vertex EngineeringMaterialSpecification 316,EMS000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96abbe8c981b5672beebdfe53213c23196abbe8c981b5672beebdfe53213c231
317,EMS000317,12,3,11,Cedar EngineeringMaterialSpecification 317,EMS000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98f79525f2275e7f9cb8a63943709dd198f79525f2275e7f9cb8a63943709dd1
318,EMS000318,9,2,7,Junction EngineeringMaterialSpecification 318,EMS000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6df702199b0a5b048fe817b8710d8e956df702199b0a5b048fe817b8710d8e95
319,EMS000319,24,2,3,Titan EngineeringMaterialSpecification 319,EMS000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea3a553325465681a2a7de468396345eea3a553325465681a2a7de468396345e
320,EMS000320,35,3,2,Granite EngineeringMaterialSpecification 320,EMS000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3bbe2b5bde9e5bb6bef050baf406de923bbe2b5bde9e5bb6bef050baf406de92
321,EMS000321,24,3,24,Evergreen EngineeringMaterialSpecification 321,EMS000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d44598d0625857929ea0ca9f8633ad4dd44598d0625857929ea0ca9f8633ad4d
322,EMS000322,16,2,3,Harbor EngineeringMaterialSpecification 322,EMS000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd1bb3f6792e57968aff0be47f269884fd1bb3f6792e57968aff0be47f269884
323,EMS000323,18,2,23,Keystone EngineeringMaterialSpecification 323,EMS000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7dc13b4f357c535f90ac70aeb4a793157dc13b4f357c535f90ac70aeb4a79315
324,EMS000324,2,3,7,Keystone EngineeringMaterialSpecification 324,EMS000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19f314874f37511e8f4796779d39a20919f314874f37511e8f4796779d39a209
325,EMS000325,9,1,4,Riverton EngineeringMaterialSpecification 325,EMS000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb44f63c5e3e5aaf8f0464ea4ff5185dcb44f63c5e3e5aaf8f0464ea4ff5185d
326,EMS000326,27,3,5,Pioneer EngineeringMaterialSpecification 326,EMS000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08ef80d4871d53a9b4721d5f2eb07b9608ef80d4871d53a9b4721d5f2eb07b96
327,EMS000327,13,2,13,Junction EngineeringMaterialSpecification 327,EMS000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abf1daaf04e052bab2842587aecb792eabf1daaf04e052bab2842587aecb792e
328,EMS000328,23,2,5,Orion EngineeringMaterialSpecification 328,EMS000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,939b0d1ff29e5e02803071a8b4b0a715939b0d1ff29e5e02803071a8b4b0a715
329,EMS000329,25,2,18,Junction EngineeringMaterialSpecification 329,EMS000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba56083cc407552ca0ef5c9649d7c1f8ba56083cc407552ca0ef5c9649d7c1f8
330,EMS000330,14,1,18,Evergreen EngineeringMaterialSpecification 330,EMS000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,014f07cde0835b9a8ea8d3c243f1f8cd014f07cde0835b9a8ea8d3c243f1f8cd
331,EMS000331,24,2,9,Granite EngineeringMaterialSpecification 331,EMS000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fed27b1a41595181b538694458c2fda1fed27b1a41595181b538694458c2fda1
332,EMS000332,1,3,15,Harbor EngineeringMaterialSpecification 332,EMS000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9940f16418075be08e43155096d2763c9940f16418075be08e43155096d2763c
333,EMS000333,8,2,13,Cedar EngineeringMaterialSpecification 333,EMS000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79290b144a645337b96fd474f8f0e38f79290b144a645337b96fd474f8f0e38f
334,EMS000334,3,3,23,Granite EngineeringMaterialSpecification 334,EMS000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6003530ed37b5fffaf78d7d83a0d0bc76003530ed37b5fffaf78d7d83a0d0bc7
335,EMS000335,16,2,6,Harbor EngineeringMaterialSpecification 335,EMS000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d05c3d85b43b5ba0a0b54a40909017bfd05c3d85b43b5ba0a0b54a40909017bf
336,EMS000336,18,3,25,Summit EngineeringMaterialSpecification 336,EMS000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5d96a578e6157d5bb836af041351deda5d96a578e6157d5bb836af041351ded
337,EMS000337,10,2,1,Atlas EngineeringMaterialSpecification 337,EMS000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22d85fdbcb1652c09cfa830e45071a5122d85fdbcb1652c09cfa830e45071a51
338,EMS000338,9,2,18,Pioneer EngineeringMaterialSpecification 338,EMS000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,035f6867560152b1815fe3625e76e834035f6867560152b1815fe3625e76e834
339,EMS000339,23,3,2,Unity EngineeringMaterialSpecification 339,EMS000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d31d46caaab751cebd253ad6653c5821d31d46caaab751cebd253ad6653c5821
340,EMS000340,13,1,13,Atlas EngineeringMaterialSpecification 340,EMS000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3676002e0459531fa13dc7e2073c417a3676002e0459531fa13dc7e2073c417a
341,EMS000341,19,1,9,Junction EngineeringMaterialSpecification 341,EMS000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18839788a21a59a48bb54095aba4c07418839788a21a59a48bb54095aba4c074
342,EMS000342,31,2,11,Keystone EngineeringMaterialSpecification 342,EMS000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,403dbe98a4635efabb0ea1dc6046f71f403dbe98a4635efabb0ea1dc6046f71f
343,EMS000343,5,2,20,Unity EngineeringMaterialSpecification 343,EMS000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3077919f65653038728e0d9e0cc0fbbd3077919f65653038728e0d9e0cc0fbb
344,EMS000344,16,1,5,Keystone EngineeringMaterialSpecification 344,EMS000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,927632f55d5a5f0d9c19fb20c9bbf0b8927632f55d5a5f0d9c19fb20c9bbf0b8
345,EMS000345,21,3,20,Pioneer EngineeringMaterialSpecification 345,EMS000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a4770fc9d09508eb8a7d7ec9149b1ed1a4770fc9d09508eb8a7d7ec9149b1ed
346,EMS000346,9,1,23,Orion EngineeringMaterialSpecification 346,EMS000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b07a6c6e43556d7a2fa47821c91c1569b07a6c6e43556d7a2fa47821c91c156
347,EMS000347,20,1,25,Vertex EngineeringMaterialSpecification 347,EMS000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59b97124868351ffb822c75fe6a7a3fa59b97124868351ffb822c75fe6a7a3fa
348,EMS000348,35,3,5,Riverton EngineeringMaterialSpecification 348,EMS000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bd434352a06527bbcaadf7f3a58f4410bd434352a06527bbcaadf7f3a58f441
349,EMS000349,17,1,15,Unity EngineeringMaterialSpecification 349,EMS000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6a076cd47665f50a4063e3440360fcfa6a076cd47665f50a4063e3440360fcf
350,EMS000350,23,1,17,Northstar EngineeringMaterialSpecification 350,EMS000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7271729fae485587868e0fdb1b9fb6887271729fae485587868e0fdb1b9fb688
351,EMS000351,28,1,2,Junction EngineeringMaterialSpecification 351,EMS000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02a826a8c32d5aadbbc00ddfa638a13002a826a8c32d5aadbbc00ddfa638a130
352,EMS000352,24,2,1,Junction EngineeringMaterialSpecification 352,EMS000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ae3343d08fd5ce482f7df6aa7747a0e8ae3343d08fd5ce482f7df6aa7747a0e
353,EMS000353,33,3,14,Willow EngineeringMaterialSpecification 353,EMS000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a83a6d57a8e2504dac2ae171403b5336a83a6d57a8e2504dac2ae171403b5336
354,EMS000354,13,3,20,Delta EngineeringMaterialSpecification 354,EMS000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9097044f6c205a3eac92752cedf479619097044f6c205a3eac92752cedf47961
355,EMS000355,21,3,4,Unity EngineeringMaterialSpecification 355,EMS000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1627e35a713354918f5b50e2a27102bc1627e35a713354918f5b50e2a27102bc
356,EMS000356,26,2,25,Orion EngineeringMaterialSpecification 356,EMS000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a1353f99b3559acafb9bb440cc657330a1353f99b3559acafb9bb440cc65733
357,EMS000357,17,2,20,Vertex EngineeringMaterialSpecification 357,EMS000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b30b039f6c15bf4809e7105398de36c2b30b039f6c15bf4809e7105398de36c
358,EMS000358,16,2,11,Willow EngineeringMaterialSpecification 358,EMS000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,048a7977689050f2be833370b5785d5f048a7977689050f2be833370b5785d5f
359,EMS000359,35,1,3,Granite EngineeringMaterialSpecification 359,EMS000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a30303177d25762ba0d1f8f4c2c545f7a30303177d25762ba0d1f8f4c2c545f
360,EMS000360,15,3,15,Granite EngineeringMaterialSpecification 360,EMS000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e7163fd9df85af6b054ac0b1d2292a40e7163fd9df85af6b054ac0b1d2292a4
361,EMS000361,24,1,15,Junction EngineeringMaterialSpecification 361,EMS000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a8a0b2bdf705512ae98db532c0a08ba2a8a0b2bdf705512ae98db532c0a08ba
362,EMS000362,26,3,1,Zenith EngineeringMaterialSpecification 362,EMS000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71128f2af09658a29429d39efb26da1a71128f2af09658a29429d39efb26da1a
363,EMS000363,4,3,12,Forge EngineeringMaterialSpecification 363,EMS000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,014d4550f9385293ac22c37eceaab0cb014d4550f9385293ac22c37eceaab0cb
364,EMS000364,31,1,3,Titan EngineeringMaterialSpecification 364,EMS000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da4b73723b385fb8a08015e9b76cf968da4b73723b385fb8a08015e9b76cf968
365,EMS000365,3,3,12,Cedar EngineeringMaterialSpecification 365,EMS000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5369e05d381b596e95a2b93f0c5c84f65369e05d381b596e95a2b93f0c5c84f6
366,EMS000366,14,3,5,Unity EngineeringMaterialSpecification 366,EMS000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c560cb899144534d906c1b819c8476b2c560cb899144534d906c1b819c8476b2
367,EMS000367,27,1,9,Atlas EngineeringMaterialSpecification 367,EMS000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c4d15e2975452d78b175e174eeda4ab4c4d15e2975452d78b175e174eeda4ab
368,EMS000368,26,2,24,Quartz EngineeringMaterialSpecification 368,EMS000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbb6d665d66c59f79ee8b87625c0dc15dbb6d665d66c59f79ee8b87625c0dc15
369,EMS000369,28,1,12,Vertex EngineeringMaterialSpecification 369,EMS000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51d1fa8ba8df5b7c8e085dd2c8b3589651d1fa8ba8df5b7c8e085dd2c8b35896
370,EMS000370,25,1,4,Liberty EngineeringMaterialSpecification 370,EMS000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab8232c5066e586594e9672daecad679ab8232c5066e586594e9672daecad679
371,EMS000371,12,1,24,Forge EngineeringMaterialSpecification 371,EMS000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aff90405ddc35f43a2344b53e851dca0aff90405ddc35f43a2344b53e851dca0
372,EMS000372,22,3,23,Titan EngineeringMaterialSpecification 372,EMS000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb4164a5db0558bcb8a953279f115125eb4164a5db0558bcb8a953279f115125
373,EMS000373,14,3,15,Delta EngineeringMaterialSpecification 373,EMS000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,966e165203395b0b9a012d2707f88f20966e165203395b0b9a012d2707f88f20
374,EMS000374,35,2,12,Ion EngineeringMaterialSpecification 374,EMS000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40a023af25ec5f099e139378566cfcb740a023af25ec5f099e139378566cfcb7
375,EMS000375,10,3,10,Meridian EngineeringMaterialSpecification 375,EMS000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,098feef2e2955f9dbb37aed9351141f8098feef2e2955f9dbb37aed9351141f8
376,EMS000376,21,3,10,Zenith EngineeringMaterialSpecification 376,EMS000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de8df8f82b735174a22f503b5a135345de8df8f82b735174a22f503b5a135345
377,EMS000377,34,1,17,Summit EngineeringMaterialSpecification 377,EMS000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5073547d44745c1cad653d9cb157abf05073547d44745c1cad653d9cb157abf0
378,EMS000378,12,3,15,Harbor EngineeringMaterialSpecification 378,EMS000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8daebf6cd175ca2868b6cd5a7814a04e8daebf6cd175ca2868b6cd5a7814a04
379,EMS000379,33,1,7,Cedar EngineeringMaterialSpecification 379,EMS000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3acd288bb0fb520087b1af8989e4cd943acd288bb0fb520087b1af8989e4cd94
380,EMS000380,8,3,8,Junction EngineeringMaterialSpecification 380,EMS000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6a32206db045b48a098bbfb6842802ad6a32206db045b48a098bbfb6842802a
381,EMS000381,16,3,16,Harbor EngineeringMaterialSpecification 381,EMS000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1cc5710333d53419879cee568751c57b1cc5710333d53419879cee568751c57
382,EMS000382,25,1,7,Granite EngineeringMaterialSpecification 382,EMS000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5f7cd956c475cc3b63263b0baea87fac5f7cd956c475cc3b63263b0baea87fa
383,EMS000383,31,1,20,Harbor EngineeringMaterialSpecification 383,EMS000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5512e2b005e25f0da4c913cac03db5d05512e2b005e25f0da4c913cac03db5d0
384,EMS000384,35,3,4,Atlas EngineeringMaterialSpecification 384,EMS000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,600274196e9f53e89fb8b502c93eb047600274196e9f53e89fb8b502c93eb047
385,EMS000385,2,2,2,Meridian EngineeringMaterialSpecification 385,EMS000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8abcbcf4838a59d8813d3a11e86cd4e08abcbcf4838a59d8813d3a11e86cd4e0
386,EMS000386,6,1,23,Titan EngineeringMaterialSpecification 386,EMS000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2900471b5b905514b4c555f6a1162ea02900471b5b905514b4c555f6a1162ea0
387,EMS000387,12,1,19,Zenith EngineeringMaterialSpecification 387,EMS000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f22ce4b7a795128b7a15a5b2008bfac7f22ce4b7a795128b7a15a5b2008bfac
388,EMS000388,28,2,21,Junction EngineeringMaterialSpecification 388,EMS000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fb5e8479e61562c815a32acec15b71b9fb5e8479e61562c815a32acec15b71b
389,EMS000389,20,3,11,Forge EngineeringMaterialSpecification 389,EMS000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,408c69c87069535784fc50d2de2ce7d7408c69c87069535784fc50d2de2ce7d7
390,EMS000390,7,1,2,Pioneer EngineeringMaterialSpecification 390,EMS000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09ab0cb9b3d55f4880fe815f5600321e09ab0cb9b3d55f4880fe815f5600321e
