LogisticsShipmentHeaderKey,ShipmentNumber,LogisticsCarrierServiceOptionKey,LogisticsLaneSegmentKey,OriginPlantKey,DestinationCustomerCustomerKey,LogisticsShipmentStatusKey,LogisticsServiceLevelKey,ShipmentName,ProNumber,BillOfLadingNumber,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
284,LSH000284,254,44,237,332,7,4,Forge LogisticsShipmentHeader 284,LSH000284,LSH000284,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c89c74f03785eeea20a852f96a5459e0c89c74f03785eeea20a852f96a5459e
285,LSH000285,498,234,114,21,12,9,Forge LogisticsShipmentHeader 285,LSH000285,LSH000285,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac2a276b9b475fbf94a1a69974e3926aac2a276b9b475fbf94a1a69974e3926a
286,LSH000286,247,68,328,229,6,19,Riverton LogisticsShipmentHeader 286,LSH000286,LSH000286,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd233e676ae457c28b179b2604e41a36bd233e676ae457c28b179b2604e41a36
287,LSH000287,472,153,28,324,1,16,Atlas LogisticsShipmentHeader 287,LSH000287,LSH000287,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,489d2fa8c07855d487b08244a82e33f7489d2fa8c07855d487b08244a82e33f7
288,LSH000288,126,161,305,233,14,13,Ion LogisticsShipmentHeader 288,LSH000288,LSH000288,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb7ea1ec5181571e91ca6410db7cff9acb7ea1ec5181571e91ca6410db7cff9a
289,LSH000289,423,440,-1,-1,6,17,Titan LogisticsShipmentHeader 289,LSH000289,LSH000289,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48e78c761b695a5191643f236317eec148e78c761b695a5191643f236317eec1
290,LSH000290,152,366,150,289,6,8,Unity LogisticsShipmentHeader 290,LSH000290,LSH000290,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e42845d135765fc09a5ac00720c37565e42845d135765fc09a5ac00720c37565
291,LSH000291,224,79,180,125,4,1,Willow LogisticsShipmentHeader 291,LSH000291,LSH000291,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd81a06c48405414a948529efba984cbdd81a06c48405414a948529efba984cb
292,LSH000292,181,168,174,209,3,1,Vertex LogisticsShipmentHeader 292,LSH000292,LSH000292,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e08a711a95665c01b8c1915268a0a7c4e08a711a95665c01b8c1915268a0a7c4
293,LSH000293,269,181,71,374,3,9,Evergreen LogisticsShipmentHeader 293,LSH000293,LSH000293,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e712509641b6552f955b719088de19c1e712509641b6552f955b719088de19c1
294,LSH000294,406,381,296,92,11,8,Cedar LogisticsShipmentHeader 294,LSH000294,LSH000294,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ae8131a47305fd7ae10740c5e7a11635ae8131a47305fd7ae10740c5e7a1163
295,LSH000295,396,118,22,265,5,9,Summit LogisticsShipmentHeader 295,LSH000295,LSH000295,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0e69a3ee77a520396daf9421f846f21c0e69a3ee77a520396daf9421f846f21
296,LSH000296,29,154,87,32,4,4,Forge LogisticsShipmentHeader 296,LSH000296,LSH000296,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb312dbb7ef151b9b7039b3baf3ad1c0bb312dbb7ef151b9b7039b3baf3ad1c0
297,LSH000297,468,348,142,427,13,18,Forge LogisticsShipmentHeader 297,LSH000297,LSH000297,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc271292222a5c2fb9911df2fe7e925adc271292222a5c2fb9911df2fe7e925a
298,LSH000298,93,361,90,206,5,1,Liberty LogisticsShipmentHeader 298,LSH000298,LSH000298,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9bbb57d1b9305b7bb9245ab79daea19c9bbb57d1b9305b7bb9245ab79daea19c
299,LSH000299,495,488,252,149,9,11,Cedar LogisticsShipmentHeader 299,LSH000299,LSH000299,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec093e91d6ec5cfd8a366ba524da2272ec093e91d6ec5cfd8a366ba524da2272
300,LSH000300,485,345,295,50,3,17,Delta LogisticsShipmentHeader 300,LSH000300,LSH000300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9216e1c6d6a598b83721b7c4dd6d995c9216e1c6d6a598b83721b7c4dd6d995
301,LSH000301,126,164,261,79,5,7,Willow LogisticsShipmentHeader 301,LSH000301,LSH000301,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a8bd0ae57635fdd952abc20ed7278025a8bd0ae57635fdd952abc20ed727802
302,LSH000302,203,364,200,491,11,4,Northstar LogisticsShipmentHeader 302,LSH000302,LSH000302,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1c18509076c582fb26a83c9be961a06e1c18509076c582fb26a83c9be961a06
303,LSH000303,314,142,217,449,13,17,Summit LogisticsShipmentHeader 303,LSH000303,LSH000303,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bc7756a3bf7543e9250415ca2c4fb232bc7756a3bf7543e9250415ca2c4fb23
304,LSH000304,51,324,144,447,12,16,Junction LogisticsShipmentHeader 304,LSH000304,LSH000304,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01eaf1bb347c5c5aa77e3901c7533a1301eaf1bb347c5c5aa77e3901c7533a13
305,LSH000305,238,38,213,183,4,5,Quartz LogisticsShipmentHeader 305,LSH000305,LSH000305,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,128e59855d4a57fea50dc02e0bb3aaae128e59855d4a57fea50dc02e0bb3aaae
306,LSH000306,273,177,-1,-1,3,10,Harbor LogisticsShipmentHeader 306,LSH000306,LSH000306,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0513aa784fa95515a362bcb18f3fa1ff0513aa784fa95515a362bcb18f3fa1ff
307,LSH000307,103,214,219,241,14,3,Delta LogisticsShipmentHeader 307,LSH000307,LSH000307,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47608470dc2752168f9f63aa17bbb24447608470dc2752168f9f63aa17bbb244
308,LSH000308,73,187,113,97,2,8,Harbor LogisticsShipmentHeader 308,LSH000308,LSH000308,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc9f6632d7e25929a58eaa247ad689d5dc9f6632d7e25929a58eaa247ad689d5
309,LSH000309,9,167,304,327,6,9,Delta LogisticsShipmentHeader 309,LSH000309,LSH000309,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb9579d2cd8e5d37ac3ca96c1fd0966dbb9579d2cd8e5d37ac3ca96c1fd0966d
310,LSH000310,134,398,180,484,12,7,Cedar LogisticsShipmentHeader 310,LSH000310,LSH000310,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ba8b10bf55e551c91aa37e7ddaaf3b50ba8b10bf55e551c91aa37e7ddaaf3b5
311,LSH000311,320,22,342,190,9,10,Willow LogisticsShipmentHeader 311,LSH000311,LSH000311,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,842502aab16650b7a64292b1616d1167842502aab16650b7a64292b1616d1167
312,LSH000312,357,21,138,435,3,12,Northstar LogisticsShipmentHeader 312,LSH000312,LSH000312,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4870b967e095141a4f15243a90d4d22a4870b967e095141a4f15243a90d4d22
313,LSH000313,295,303,269,178,4,20,Keystone LogisticsShipmentHeader 313,LSH000313,LSH000313,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5df1ee779af056d68dab85f3b1028bb25df1ee779af056d68dab85f3b1028bb2
314,LSH000314,31,454,102,301,6,19,Willow LogisticsShipmentHeader 314,LSH000314,LSH000314,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffb28a9a2f305f1aa07ea8d36fd379e6ffb28a9a2f305f1aa07ea8d36fd379e6
315,LSH000315,39,387,24,375,14,7,Liberty LogisticsShipmentHeader 315,LSH000315,LSH000315,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,311ce07ef87c5abea01a192e75155a95311ce07ef87c5abea01a192e75155a95
316,LSH000316,62,194,335,91,10,8,Beacon LogisticsShipmentHeader 316,LSH000316,LSH000316,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee0a32c14c9a5f36a03895b3dd10d9e7ee0a32c14c9a5f36a03895b3dd10d9e7
317,LSH000317,281,462,175,396,9,18,Granite LogisticsShipmentHeader 317,LSH000317,LSH000317,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,056f3fc758795d09b0563f7c121f4668056f3fc758795d09b0563f7c121f4668
318,LSH000318,406,123,19,164,8,19,Vertex LogisticsShipmentHeader 318,LSH000318,LSH000318,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9cf8fb458c3535cba1c94c3aad60c25c9cf8fb458c3535cba1c94c3aad60c25
319,LSH000319,54,74,328,73,8,1,Zenith LogisticsShipmentHeader 319,LSH000319,LSH000319,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5d33a2d3464525985225ca7e06ee639d5d33a2d3464525985225ca7e06ee639
320,LSH000320,340,379,279,251,6,15,Meridian LogisticsShipmentHeader 320,LSH000320,LSH000320,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f229e55f376d5215b83924e3977b4815f229e55f376d5215b83924e3977b4815
321,LSH000321,334,309,78,51,3,1,Beacon LogisticsShipmentHeader 321,LSH000321,LSH000321,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d63dd68dd0805ef59a252b2475e30765d63dd68dd0805ef59a252b2475e30765
322,LSH000322,37,383,79,96,12,17,Liberty LogisticsShipmentHeader 322,LSH000322,LSH000322,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,928cd852f12a50b0aece51d83d796a2c928cd852f12a50b0aece51d83d796a2c
323,LSH000323,168,493,-1,-1,6,18,Liberty LogisticsShipmentHeader 323,LSH000323,LSH000323,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b99c73ef0cca5221a91ff67aa3d404e6b99c73ef0cca5221a91ff67aa3d404e6
324,LSH000324,434,278,207,290,9,18,Titan LogisticsShipmentHeader 324,LSH000324,LSH000324,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0921f276978b5f09a40bdac68fcf98f70921f276978b5f09a40bdac68fcf98f7
325,LSH000325,301,31,88,233,6,3,Keystone LogisticsShipmentHeader 325,LSH000325,LSH000325,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8a1a402b07157939d5d7cb9cdc59529d8a1a402b07157939d5d7cb9cdc59529
326,LSH000326,453,132,41,276,7,1,Quartz LogisticsShipmentHeader 326,LSH000326,LSH000326,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41ad78b0be05594ab0f2295c94ac70cc41ad78b0be05594ab0f2295c94ac70cc
327,LSH000327,185,289,19,189,3,2,Cedar LogisticsShipmentHeader 327,LSH000327,LSH000327,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6a2c7bd4cee55fa8aadd94049791b3ec6a2c7bd4cee55fa8aadd94049791b3e
328,LSH000328,481,158,256,283,2,5,Unity LogisticsShipmentHeader 328,LSH000328,LSH000328,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d8bcc3627e75e4fb55caa5008518c7a3d8bcc3627e75e4fb55caa5008518c7a
329,LSH000329,342,90,247,93,3,8,Ion LogisticsShipmentHeader 329,LSH000329,LSH000329,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf0a20fb27d259fdaf04edb074f0c945bf0a20fb27d259fdaf04edb074f0c945
330,LSH000330,379,4,336,431,10,12,Cedar LogisticsShipmentHeader 330,LSH000330,LSH000330,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,854153ca7d775d73b594210f6453d24c854153ca7d775d73b594210f6453d24c
331,LSH000331,47,315,152,397,1,15,Summit LogisticsShipmentHeader 331,LSH000331,LSH000331,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8f5ba055dc152a0be07ad59930a2bbdb8f5ba055dc152a0be07ad59930a2bbd
332,LSH000332,21,186,287,27,4,19,Forge LogisticsShipmentHeader 332,LSH000332,LSH000332,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47c7930c27f05c4eb7bb7091504ae31147c7930c27f05c4eb7bb7091504ae311
333,LSH000333,186,398,60,259,12,13,Beacon LogisticsShipmentHeader 333,LSH000333,LSH000333,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ae84f022acc51e7987ea88fef41291a1ae84f022acc51e7987ea88fef41291a
334,LSH000334,395,102,7,423,2,15,Unity LogisticsShipmentHeader 334,LSH000334,LSH000334,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c42c199c60759afbd84f1b61a9d38184c42c199c60759afbd84f1b61a9d3818
335,LSH000335,294,367,166,75,9,15,Keystone LogisticsShipmentHeader 335,LSH000335,LSH000335,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12410e4dfc5750b2823665bb4f7827dc12410e4dfc5750b2823665bb4f7827dc
336,LSH000336,129,225,28,205,14,2,Ion LogisticsShipmentHeader 336,LSH000336,LSH000336,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f2e9fec9704589293abf94134ebd1c45f2e9fec9704589293abf94134ebd1c4
337,LSH000337,23,113,195,388,6,16,Liberty LogisticsShipmentHeader 337,LSH000337,LSH000337,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7add80f8b2d559a2826c6e5b353c985c7add80f8b2d559a2826c6e5b353c985c
338,LSH000338,353,387,208,87,13,16,Pioneer LogisticsShipmentHeader 338,LSH000338,LSH000338,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab9621564e2457fabb511f495114b5d2ab9621564e2457fabb511f495114b5d2
339,LSH000339,402,204,230,290,9,15,Junction LogisticsShipmentHeader 339,LSH000339,LSH000339,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34ee14f8dbcb50dbbe4f025b10adb97334ee14f8dbcb50dbbe4f025b10adb973
340,LSH000340,87,349,-1,-1,3,7,Delta LogisticsShipmentHeader 340,LSH000340,LSH000340,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8ffa71c36c055168a3d695f6c0962cef8ffa71c36c055168a3d695f6c0962ce
341,LSH000341,354,400,233,20,4,7,Riverton LogisticsShipmentHeader 341,LSH000341,LSH000341,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bb7b2a2f4df5ddab16470f8e2718afe8bb7b2a2f4df5ddab16470f8e2718afe
342,LSH000342,94,287,129,221,1,5,Beacon LogisticsShipmentHeader 342,LSH000342,LSH000342,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e43b552516b65f0da6e5355869cd5cc2e43b552516b65f0da6e5355869cd5cc2
343,LSH000343,122,33,92,192,2,14,Beacon LogisticsShipmentHeader 343,LSH000343,LSH000343,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c703696fd0115b548ebbb655da5ab1a3c703696fd0115b548ebbb655da5ab1a3
344,LSH000344,470,319,23,231,5,1,Granite LogisticsShipmentHeader 344,LSH000344,LSH000344,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ea2c3029c065250bf9e6a11f48fd80f7ea2c3029c065250bf9e6a11f48fd80f
345,LSH000345,425,149,182,202,7,5,Willow LogisticsShipmentHeader 345,LSH000345,LSH000345,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0743439e14a575c82879af02515dd1ce0743439e14a575c82879af02515dd1c
346,LSH000346,137,366,313,336,12,12,Unity LogisticsShipmentHeader 346,LSH000346,LSH000346,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df8fc113009f5d37ad39b2f294c2a14ddf8fc113009f5d37ad39b2f294c2a14d
347,LSH000347,445,322,24,490,14,12,Beacon LogisticsShipmentHeader 347,LSH000347,LSH000347,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc5addfa9dcc5fc194857e501ae2cf9fcc5addfa9dcc5fc194857e501ae2cf9f
348,LSH000348,300,199,348,320,5,8,Junction LogisticsShipmentHeader 348,LSH000348,LSH000348,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc7fa09cc57d506881c6856c2278c807bc7fa09cc57d506881c6856c2278c807
349,LSH000349,390,274,39,334,3,13,Unity LogisticsShipmentHeader 349,LSH000349,LSH000349,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2ec2b67bfc35628a14495edd07cdec7d2ec2b67bfc35628a14495edd07cdec7
350,LSH000350,310,356,303,434,7,10,Northstar LogisticsShipmentHeader 350,LSH000350,LSH000350,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c2c63d6449f5b19b774a3d3fc7fc7726c2c63d6449f5b19b774a3d3fc7fc772
351,LSH000351,183,404,220,389,4,8,Zenith LogisticsShipmentHeader 351,LSH000351,LSH000351,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25de81fa7f8b50d1a6cbf1bc53ea862a25de81fa7f8b50d1a6cbf1bc53ea862a
352,LSH000352,461,337,322,339,13,4,Unity LogisticsShipmentHeader 352,LSH000352,LSH000352,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3525e0667e82560e94fd3e7df00ed31e3525e0667e82560e94fd3e7df00ed31e
353,LSH000353,475,222,258,326,13,12,Keystone LogisticsShipmentHeader 353,LSH000353,LSH000353,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f515fc3840ce5d12b16683584b081d20f515fc3840ce5d12b16683584b081d20
354,LSH000354,453,188,227,379,5,11,Vertex LogisticsShipmentHeader 354,LSH000354,LSH000354,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b85edd2e83b15dc5acf5f3a1290b0528b85edd2e83b15dc5acf5f3a1290b0528
355,LSH000355,81,105,161,408,10,8,Cedar LogisticsShipmentHeader 355,LSH000355,LSH000355,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b9b3c7bac705ef6ac1d5d6781098bd18b9b3c7bac705ef6ac1d5d6781098bd1
356,LSH000356,355,200,336,452,10,18,Harbor LogisticsShipmentHeader 356,LSH000356,LSH000356,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bd89aa254f456c69f45a60af40e95ed8bd89aa254f456c69f45a60af40e95ed
357,LSH000357,353,328,-1,-1,6,20,Quartz LogisticsShipmentHeader 357,LSH000357,LSH000357,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,101b0d74788a5ee9ac12b4c2458be788101b0d74788a5ee9ac12b4c2458be788
358,LSH000358,71,20,85,337,13,7,Ion LogisticsShipmentHeader 358,LSH000358,LSH000358,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e0b268d87e95fc4b85a66649e3ccaed1e0b268d87e95fc4b85a66649e3ccaed
359,LSH000359,151,62,196,320,6,9,Zenith LogisticsShipmentHeader 359,LSH000359,LSH000359,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f51b8223e05559e887e471513a27e3eaf51b8223e05559e887e471513a27e3ea
360,LSH000360,20,457,108,126,6,4,Atlas LogisticsShipmentHeader 360,LSH000360,LSH000360,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9111b83a1b4559bdbe9ff6442654ea899111b83a1b4559bdbe9ff6442654ea89
361,LSH000361,73,388,78,223,6,1,Willow LogisticsShipmentHeader 361,LSH000361,LSH000361,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f2de109fd6c5de78995dcc903aaf2929f2de109fd6c5de78995dcc903aaf292
362,LSH000362,142,261,141,373,4,4,Keystone LogisticsShipmentHeader 362,LSH000362,LSH000362,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc152fbeffab50ac928c99e91d58a4c9bc152fbeffab50ac928c99e91d58a4c9
363,LSH000363,77,95,12,104,4,4,Atlas LogisticsShipmentHeader 363,LSH000363,LSH000363,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d88a741ed4c1565cbf1d7e13f34195f1d88a741ed4c1565cbf1d7e13f34195f1
364,LSH000364,259,258,30,167,11,2,Pioneer LogisticsShipmentHeader 364,LSH000364,LSH000364,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17894fba365e582f932d8512115f48fd17894fba365e582f932d8512115f48fd
365,LSH000365,466,125,204,337,13,20,Delta LogisticsShipmentHeader 365,LSH000365,LSH000365,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f41cf3eb9cb5166af149eb709f354a53f41cf3eb9cb5166af149eb709f354a5
366,LSH000366,303,201,62,394,9,1,Cedar LogisticsShipmentHeader 366,LSH000366,LSH000366,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bb89f0f03da5ac598560d342d8219df2bb89f0f03da5ac598560d342d8219df
367,LSH000367,480,263,139,31,9,6,Evergreen LogisticsShipmentHeader 367,LSH000367,LSH000367,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fd891bb481c5562a8e2754ab75571910fd891bb481c5562a8e2754ab7557191
368,LSH000368,358,319,264,349,14,12,Willow LogisticsShipmentHeader 368,LSH000368,LSH000368,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,804b484a0efe5fb190dbc0df9d9e2a6a804b484a0efe5fb190dbc0df9d9e2a6a
369,LSH000369,98,224,106,449,3,16,Zenith LogisticsShipmentHeader 369,LSH000369,LSH000369,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76696f47ae305be1acde2e97109181e776696f47ae305be1acde2e97109181e7
370,LSH000370,142,54,43,475,5,18,Pioneer LogisticsShipmentHeader 370,LSH000370,LSH000370,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,def1086d0f99520da3a55e4aca66c431def1086d0f99520da3a55e4aca66c431
371,LSH000371,166,63,47,23,7,3,Willow LogisticsShipmentHeader 371,LSH000371,LSH000371,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09db1674e62658969b2d71e5cf13676e09db1674e62658969b2d71e5cf13676e
372,LSH000372,65,204,57,392,9,14,Zenith LogisticsShipmentHeader 372,LSH000372,LSH000372,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,221ff414061c522f96699bff9c13e8ea221ff414061c522f96699bff9c13e8ea
373,LSH000373,353,244,256,260,9,18,Titan LogisticsShipmentHeader 373,LSH000373,LSH000373,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e892c8e13b565af0ab113a537d4cdc00e892c8e13b565af0ab113a537d4cdc00
374,LSH000374,378,328,-1,-1,3,15,Beacon LogisticsShipmentHeader 374,LSH000374,LSH000374,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bba636ca5d6526c92e1c779a6fea8981bba636ca5d6526c92e1c779a6fea898
375,LSH000375,187,474,95,399,13,19,Meridian LogisticsShipmentHeader 375,LSH000375,LSH000375,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d240df98e1153b3b4baa7769403e66f7d240df98e1153b3b4baa7769403e66f
376,LSH000376,20,139,203,163,4,12,Pioneer LogisticsShipmentHeader 376,LSH000376,LSH000376,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da42a58f4b135a38ae5a6fa7f1c057c4da42a58f4b135a38ae5a6fa7f1c057c4
377,LSH000377,360,99,27,225,9,11,Junction LogisticsShipmentHeader 377,LSH000377,LSH000377,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c679402df415c8380efc168a7cd93e70c679402df415c8380efc168a7cd93e7
378,LSH000378,203,149,318,359,14,8,Atlas LogisticsShipmentHeader 378,LSH000378,LSH000378,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ce002c406fa5846a76c0c8fb0524a8c6ce002c406fa5846a76c0c8fb0524a8c
