OeeTargetProfileKey,OeeTargetProfileCode,MachineCapacityRatingKey,ProductKey,PlantKey,OeeCalculationMethodKey,OeeTargetProfileName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
298,OTP000298,344,84,233,5,Titan OeeTargetProfile 298,OTP000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15d8b56048fb5cbbadb5f2244c916d7615d8b56048fb5cbbadb5f2244c916d76
299,OTP000299,110,437,210,8,Riverton OeeTargetProfile 299,OTP000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a1e66676db855bea43dfa51f73c1e463a1e66676db855bea43dfa51f73c1e46
300,OTP000300,460,321,347,6,Cedar OeeTargetProfile 300,OTP000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b30b6ce9d831560fa25e189abb8d83cfb30b6ce9d831560fa25e189abb8d83cf
301,OTP000301,457,83,304,11,Forge OeeTargetProfile 301,OTP000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6d9e5ba65b454ed82e362963f08e7f1c6d9e5ba65b454ed82e362963f08e7f1
302,OTP000302,153,453,194,5,Quartz OeeTargetProfile 302,OTP000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28c234a7333e55fa89df81113472efdc28c234a7333e55fa89df81113472efdc
303,OTP000303,378,85,141,2,Atlas OeeTargetProfile 303,OTP000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5faa24f2635561e972da545d4c3267ee5faa24f2635561e972da545d4c3267e
304,OTP000304,405,356,313,3,Willow OeeTargetProfile 304,OTP000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a69ff392672566d812e90d287cb14b09a69ff392672566d812e90d287cb14b0
305,OTP000305,458,285,132,4,Delta OeeTargetProfile 305,OTP000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcf6f1b8069c50c6aa38764fa6fca006dcf6f1b8069c50c6aa38764fa6fca006
306,OTP000306,87,-1,286,9,Granite OeeTargetProfile 306,OTP000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e5e43015e0255b48677fb7ad150ca906e5e43015e0255b48677fb7ad150ca90
307,OTP000307,91,176,167,1,Atlas OeeTargetProfile 307,OTP000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ca8a6f09b6057dab320022d538d23958ca8a6f09b6057dab320022d538d2395
308,OTP000308,202,297,125,7,Willow OeeTargetProfile 308,OTP000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c51b587a5082500f8643862fd73bab3dc51b587a5082500f8643862fd73bab3d
309,OTP000309,200,346,160,4,Liberty OeeTargetProfile 309,OTP000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a8be711ab795fc4b51340b795e73df07a8be711ab795fc4b51340b795e73df0
310,OTP000310,320,196,224,2,Orion OeeTargetProfile 310,OTP000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c5df9db050b52f380dc0523aefe6ce50c5df9db050b52f380dc0523aefe6ce5
311,OTP000311,24,136,88,9,Pioneer OeeTargetProfile 311,OTP000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bcf2279351115531afca8826d78c25aebcf2279351115531afca8826d78c25ae
312,OTP000312,226,291,191,5,Harbor OeeTargetProfile 312,OTP000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8661b3850a485ed289852738322e74ac8661b3850a485ed289852738322e74ac
313,OTP000313,90,370,26,2,Liberty OeeTargetProfile 313,OTP000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a6f88afcdb0576b8f883ee217cc601c4a6f88afcdb0576b8f883ee217cc601c
314,OTP000314,347,345,330,2,Pioneer OeeTargetProfile 314,OTP000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39a339af1f4e50188a16b593277d148e39a339af1f4e50188a16b593277d148e
315,OTP000315,134,423,240,2,Summit OeeTargetProfile 315,OTP000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,634c33d6bdc1533bb2185de6fb6494b2634c33d6bdc1533bb2185de6fb6494b2
316,OTP000316,151,390,215,12,Riverton OeeTargetProfile 316,OTP000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,448e1437ded75d4a975dd2f3cfcaea90448e1437ded75d4a975dd2f3cfcaea90
317,OTP000317,48,338,262,3,Vertex OeeTargetProfile 317,OTP000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37d4782cad455adfad2c1504a633390e37d4782cad455adfad2c1504a633390e
318,OTP000318,68,141,331,2,Quartz OeeTargetProfile 318,OTP000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,858a7839db9555eb8fadcd9716b77c08858a7839db9555eb8fadcd9716b77c08
319,OTP000319,155,365,76,3,Granite OeeTargetProfile 319,OTP000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a3a7aa44c9151c3b4db49482a2331066a3a7aa44c9151c3b4db49482a233106
320,OTP000320,292,403,175,3,Atlas OeeTargetProfile 320,OTP000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49a608fb7ca554cb98da0b7c881be5bb49a608fb7ca554cb98da0b7c881be5bb
321,OTP000321,473,161,195,4,Pioneer OeeTargetProfile 321,OTP000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aae7c9e96b2a5986bea930c7b14847a9aae7c9e96b2a5986bea930c7b14847a9
322,OTP000322,15,28,216,3,Forge OeeTargetProfile 322,OTP000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e2679c33194555fb12fe0e5da44fb5f7e2679c33194555fb12fe0e5da44fb5f
323,OTP000323,457,-1,298,1,Forge OeeTargetProfile 323,OTP000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e639a5f0ac145785ba680a0a673f8164e639a5f0ac145785ba680a0a673f8164
324,OTP000324,15,483,53,2,Harbor OeeTargetProfile 324,OTP000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c42c8067351554bb88f61b4ab7e9a975c42c8067351554bb88f61b4ab7e9a97
325,OTP000325,365,140,1,5,Unity OeeTargetProfile 325,OTP000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,040ebc33cd6c53e6b69033e90aaf0eaa040ebc33cd6c53e6b69033e90aaf0eaa
326,OTP000326,237,66,235,6,Riverton OeeTargetProfile 326,OTP000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd0ebb7240325c7db6258c9205e294c4bd0ebb7240325c7db6258c9205e294c4
327,OTP000327,274,460,310,7,Atlas OeeTargetProfile 327,OTP000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4ed80a0195050f6945d549a9c844647b4ed80a0195050f6945d549a9c844647
328,OTP000328,417,44,292,12,Delta OeeTargetProfile 328,OTP000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9f1c413a73958dd95c5621a195d9f3bd9f1c413a73958dd95c5621a195d9f3b
329,OTP000329,118,194,345,11,Titan OeeTargetProfile 329,OTP000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd79c462042f5260970b5009a759ee29cd79c462042f5260970b5009a759ee29
330,OTP000330,123,217,261,2,Keystone OeeTargetProfile 330,OTP000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f154d57120475504bf8c63bab53eda4cf154d57120475504bf8c63bab53eda4c
331,OTP000331,347,222,258,12,Ion OeeTargetProfile 331,OTP000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4a4824920b75137bbdb20cf09af69d4b4a4824920b75137bbdb20cf09af69d4
332,OTP000332,94,131,74,1,Keystone OeeTargetProfile 332,OTP000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05f5c35f4f49511c8d20ceaafee8961d05f5c35f4f49511c8d20ceaafee8961d
333,OTP000333,343,137,285,3,Titan OeeTargetProfile 333,OTP000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,414b1279ffcd5b9fb7fe81f0b2dd4820414b1279ffcd5b9fb7fe81f0b2dd4820
334,OTP000334,278,336,303,3,Meridian OeeTargetProfile 334,OTP000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,539dbd4299b658b29067498570f40dcd539dbd4299b658b29067498570f40dcd
335,OTP000335,257,466,167,9,Harbor OeeTargetProfile 335,OTP000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14f910a4060e58419385ef307470554214f910a4060e58419385ef3074705542
336,OTP000336,127,209,342,3,Keystone OeeTargetProfile 336,OTP000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53bee278329b50579e0ffb50588f9cde53bee278329b50579e0ffb50588f9cde
337,OTP000337,463,433,312,8,Cedar OeeTargetProfile 337,OTP000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa2e92a0e64b5cc1aa6fae100953266baa2e92a0e64b5cc1aa6fae100953266b
338,OTP000338,254,447,1,10,Delta OeeTargetProfile 338,OTP000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de8ee73d8eab58da984cac166926837fde8ee73d8eab58da984cac166926837f
339,OTP000339,239,374,313,11,Quartz OeeTargetProfile 339,OTP000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce617a35bfc757daab5fff5fc3dda0fbce617a35bfc757daab5fff5fc3dda0fb
340,OTP000340,226,-1,93,4,Meridian OeeTargetProfile 340,OTP000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f984a5cb28685d0a8973a4d6539a2f0df984a5cb28685d0a8973a4d6539a2f0d
341,OTP000341,243,451,238,2,Zenith OeeTargetProfile 341,OTP000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3264cb773c095bf2a3c29ef0dd0816763264cb773c095bf2a3c29ef0dd081676
342,OTP000342,66,448,85,12,Cedar OeeTargetProfile 342,OTP000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6baede7bd8e507caf9a789dc2465a96e6baede7bd8e507caf9a789dc2465a96
343,OTP000343,262,412,281,8,Liberty OeeTargetProfile 343,OTP000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,044aa576b14f5ffaaf60b97fed35d653044aa576b14f5ffaaf60b97fed35d653
344,OTP000344,219,242,186,11,Beacon OeeTargetProfile 344,OTP000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee48d6c9205a537c864f481518669bdeee48d6c9205a537c864f481518669bde
345,OTP000345,277,204,20,3,Atlas OeeTargetProfile 345,OTP000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,396a6280e9745d67b48501306ba90216396a6280e9745d67b48501306ba90216
346,OTP000346,321,353,75,12,Orion OeeTargetProfile 346,OTP000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b034babfe8575f30984a4e167a590e04b034babfe8575f30984a4e167a590e04
347,OTP000347,106,469,251,7,Meridian OeeTargetProfile 347,OTP000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c9bec342bf85064b1db720cc81b64797c9bec342bf85064b1db720cc81b6479
348,OTP000348,89,478,343,5,Cedar OeeTargetProfile 348,OTP000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3faf5c688e8b54e4bfb767aeb43001853faf5c688e8b54e4bfb767aeb4300185
349,OTP000349,92,84,218,7,Riverton OeeTargetProfile 349,OTP000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48e68538ad61553fbadd702ac43cce9e48e68538ad61553fbadd702ac43cce9e
350,OTP000350,454,388,273,11,Beacon OeeTargetProfile 350,OTP000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,936244555de75e6ebd347cf142d4a8d2936244555de75e6ebd347cf142d4a8d2
351,OTP000351,89,497,281,7,Junction OeeTargetProfile 351,OTP000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73bc982068b652cfb8284fdd72c4c63873bc982068b652cfb8284fdd72c4c638
352,OTP000352,162,447,35,10,Liberty OeeTargetProfile 352,OTP000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f1c037171a8525daa7e870f7e537c235f1c037171a8525daa7e870f7e537c23
353,OTP000353,362,40,186,3,Forge OeeTargetProfile 353,OTP000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8089e3c74c565bdaa77fc1e711e5ec478089e3c74c565bdaa77fc1e711e5ec47
354,OTP000354,34,362,195,9,Beacon OeeTargetProfile 354,OTP000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1786a951ba45152aba78f15e5dd783de1786a951ba45152aba78f15e5dd783d
355,OTP000355,245,345,300,3,Orion OeeTargetProfile 355,OTP000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d46d800adaaa59dc9b90c77a1e33f557d46d800adaaa59dc9b90c77a1e33f557
356,OTP000356,129,141,249,5,Willow OeeTargetProfile 356,OTP000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d4a0a7d5eec5116a68f97da95fe056b7d4a0a7d5eec5116a68f97da95fe056b
357,OTP000357,66,-1,239,7,Orion OeeTargetProfile 357,OTP000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e5ef437feca5334bb8b90aa1c4e37059e5ef437feca5334bb8b90aa1c4e3705
358,OTP000358,233,250,238,1,Evergreen OeeTargetProfile 358,OTP000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,711129f505bc5d13b1e7715b0da7c4ee711129f505bc5d13b1e7715b0da7c4ee
359,OTP000359,256,318,159,2,Zenith OeeTargetProfile 359,OTP000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75de55923a465d438a71295b90ea2aeb75de55923a465d438a71295b90ea2aeb
360,OTP000360,403,83,183,10,Forge OeeTargetProfile 360,OTP000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e6afef5affb5580ae8cd81162b934a18e6afef5affb5580ae8cd81162b934a1
361,OTP000361,347,450,92,5,Unity OeeTargetProfile 361,OTP000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0fcec2f0d975ae592d6766d5daeeb29b0fcec2f0d975ae592d6766d5daeeb29
362,OTP000362,417,186,134,10,Forge OeeTargetProfile 362,OTP000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,197b111550cd5ab39f0573209041079b197b111550cd5ab39f0573209041079b
363,OTP000363,58,95,249,5,Titan OeeTargetProfile 363,OTP000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,857942b8c1815a129d8a1d1821cf51ec857942b8c1815a129d8a1d1821cf51ec
364,OTP000364,10,36,301,12,Unity OeeTargetProfile 364,OTP000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1f3dbc0da325581adbd73942961e384d1f3dbc0da325581adbd73942961e384
365,OTP000365,440,273,301,1,Unity OeeTargetProfile 365,OTP000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81fc28c1245451db9bbb95193bcda60381fc28c1245451db9bbb95193bcda603
366,OTP000366,281,249,19,3,Keystone OeeTargetProfile 366,OTP000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,595cbfadf70e5c0c9d783df5a6397195595cbfadf70e5c0c9d783df5a6397195
367,OTP000367,103,142,226,1,Junction OeeTargetProfile 367,OTP000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d69be5c53a25c3391211fa5739f4b5d2d69be5c53a25c3391211fa5739f4b5d
368,OTP000368,77,321,53,8,Ion OeeTargetProfile 368,OTP000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ec1c8740a455824a5598b77bc8cf3276ec1c8740a455824a5598b77bc8cf327
369,OTP000369,461,20,159,5,Ion OeeTargetProfile 369,OTP000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2a58b3d5d215e2e973f6b8773cdcb6eb2a58b3d5d215e2e973f6b8773cdcb6e
370,OTP000370,168,288,348,1,Northstar OeeTargetProfile 370,OTP000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85f3e19ffa2e58679e2b4c4b5dbf8b4685f3e19ffa2e58679e2b4c4b5dbf8b46
371,OTP000371,172,187,284,11,Keystone OeeTargetProfile 371,OTP000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68c888d04c9758769fc835102fc2522c68c888d04c9758769fc835102fc2522c
372,OTP000372,225,129,172,1,Cedar OeeTargetProfile 372,OTP000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a372dacc859519e89e01966433d4de44a372dacc859519e89e01966433d4de4
373,OTP000373,295,469,329,10,Riverton OeeTargetProfile 373,OTP000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94676c04fe5b5250a0c9f489b5f2c77694676c04fe5b5250a0c9f489b5f2c776
374,OTP000374,70,-1,40,3,Ion OeeTargetProfile 374,OTP000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9df5506ad7245d64af2c18b29b3616469df5506ad7245d64af2c18b29b361646
375,OTP000375,316,283,96,1,Junction OeeTargetProfile 375,OTP000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47b887d1a3525ee9b1da096c4998257547b887d1a3525ee9b1da096c49982575
376,OTP000376,472,188,198,8,Orion OeeTargetProfile 376,OTP000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32a8878243aa5afeb5f4c2e683e8370132a8878243aa5afeb5f4c2e683e83701
377,OTP000377,460,43,233,1,Ion OeeTargetProfile 377,OTP000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0867b6848d295279adf870d7ccfe3ab60867b6848d295279adf870d7ccfe3ab6
378,OTP000378,393,46,238,10,Unity OeeTargetProfile 378,OTP000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74506ca13f02518598a3a7f067cab94874506ca13f02518598a3a7f067cab948
379,OTP000379,212,15,292,4,Junction OeeTargetProfile 379,OTP000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b0ed27a67e45cbe9eba12157880ae9f9b0ed27a67e45cbe9eba12157880ae9f
380,OTP000380,85,158,268,7,Zenith OeeTargetProfile 380,OTP000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c23cb8ee7aaf57b0964c365595218340c23cb8ee7aaf57b0964c365595218340
381,OTP000381,447,203,85,10,Quartz OeeTargetProfile 381,OTP000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f3eba56e0d25ec8bff3fcef959232805f3eba56e0d25ec8bff3fcef95923280
382,OTP000382,263,284,269,8,Pioneer OeeTargetProfile 382,OTP000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d70ec51d4bba5de48c27f4b12daad77cd70ec51d4bba5de48c27f4b12daad77c
383,OTP000383,407,219,85,12,Harbor OeeTargetProfile 383,OTP000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbb91b0016775ad196f9a7df57676a03dbb91b0016775ad196f9a7df57676a03
384,OTP000384,415,266,274,12,Titan OeeTargetProfile 384,OTP000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,023f23d20f3b5c4f970dd036c3779fe7023f23d20f3b5c4f970dd036c3779fe7
385,OTP000385,89,209,65,2,Beacon OeeTargetProfile 385,OTP000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c147ec50722c5fcd9c1a90d062739546c147ec50722c5fcd9c1a90d062739546
386,OTP000386,490,100,263,7,Willow OeeTargetProfile 386,OTP000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,107ff81a1cba5a9b85879f689d5db0ae107ff81a1cba5a9b85879f689d5db0ae
387,OTP000387,288,402,46,7,Orion OeeTargetProfile 387,OTP000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bc9b693245a5050ba7ed2ba8638cbbb5bc9b693245a5050ba7ed2ba8638cbbb
388,OTP000388,55,15,41,7,Harbor OeeTargetProfile 388,OTP000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9a007baa5a05e36903c739fff18cb26b9a007baa5a05e36903c739fff18cb26
389,OTP000389,302,121,3,4,Pioneer OeeTargetProfile 389,OTP000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed9a682b674a53e997df72866351126aed9a682b674a53e997df72866351126a
390,OTP000390,367,431,59,11,Keystone OeeTargetProfile 390,OTP000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a1752380dc65640a2b5f1a17786e30a8a1752380dc65640a2b5f1a17786e30a
391,OTP000391,208,-1,142,4,Zenith OeeTargetProfile 391,OTP000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,165db7c5479c51a7a8979fde18d8667c165db7c5479c51a7a8979fde18d8667c
392,OTP000392,490,246,161,9,Harbor OeeTargetProfile 392,OTP000392,1,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3709a6ea7d0557a795a85fc03b37307c3709a6ea7d0557a795a85fc03b37307c
393,OTP000393,93,466,160,12,Junction OeeTargetProfile 393,OTP000393,1,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b18710921fef5e6c817df23c7dcadcc7b18710921fef5e6c817df23c7dcadcc7
394,OTP000394,212,5,305,9,Ion OeeTargetProfile 394,OTP000394,1,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a32fcf2a7ca55a20a65367f306e74683a32fcf2a7ca55a20a65367f306e74683
395,OTP000395,373,356,87,11,Vertex OeeTargetProfile 395,OTP000395,0,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d621f15fc3265b5d8190c702ad2f8780d621f15fc3265b5d8190c702ad2f8780
396,OTP000396,80,208,69,11,Unity OeeTargetProfile 396,OTP000396,1,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee9a43f7bdc55d52b8ee6bd7f1a87b8cee9a43f7bdc55d52b8ee6bd7f1a87b8c
397,OTP000397,128,485,204,12,Zenith OeeTargetProfile 397,OTP000397,1,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02dd9361c8ae5f79ae8a5a62d4c5feab02dd9361c8ae5f79ae8a5a62d4c5feab
