SalesFulfillmentPromiseKey,FulfillmentPromiseCode,SalesOrderLineKey,FulfillmentPlantKey,ProductKey,SalesAllocationStatusKey,PromiseSequenceNumber,PromisedShipDate,PromisedDeliveryDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
329,SFP000329,425,276,460,6,329,2020-11-25,2020-11-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3db57c837885bd8b53da468fd981990c3db57c837885bd8b53da468fd981990
330,SFP000330,50,254,421,5,330,2020-11-26,2020-11-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f065d46a09bd5217b44971a59c874b42f065d46a09bd5217b44971a59c874b42
331,SFP000331,59,84,432,3,331,2020-11-27,2020-11-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64345e00aa3e537b9e2e2dc8e03c2bfb64345e00aa3e537b9e2e2dc8e03c2bfb
332,SFP000332,378,337,324,3,332,2020-11-28,2020-11-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ac53c230772543a8410c4e41e47ebfd6ac53c230772543a8410c4e41e47ebfd
333,SFP000333,296,118,61,4,333,2020-11-29,2020-11-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c42bced2b3b577f9b8dc91f3f56962b6c42bced2b3b577f9b8dc91f3f56962b
334,SFP000334,6,30,374,4,334,2020-11-30,2020-11-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5899bdf66f8b587d81cdff284344e3845899bdf66f8b587d81cdff284344e384
335,SFP000335,295,305,162,4,335,2020-12-01,2020-12-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f50473d7dac515593adb9a107d00a807f50473d7dac515593adb9a107d00a80
336,SFP000336,1,118,397,5,336,2020-12-02,2020-12-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,767abec259ac5ffca82592f0c093c87f767abec259ac5ffca82592f0c093c87f
337,SFP000337,84,276,265,6,337,2020-12-03,2020-12-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,626501b0dcec501aa980022abc0273ee626501b0dcec501aa980022abc0273ee
338,SFP000338,12,344,439,8,338,2020-12-04,2020-12-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be28a04ee61152419b29432da192116cbe28a04ee61152419b29432da192116c
339,SFP000339,362,186,91,6,339,2020-12-05,2020-12-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed7214045d0e5454bf1d68096639a44ced7214045d0e5454bf1d68096639a44c
340,SFP000340,129,71,285,9,340,2020-12-06,2020-12-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,accced0b4ed3532cb8e598a1dac979e3accced0b4ed3532cb8e598a1dac979e3
341,SFP000341,36,175,490,2,341,2020-12-07,2020-12-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed611d176839523f8de78f874fde772ded611d176839523f8de78f874fde772d
342,SFP000342,241,278,255,3,342,2020-12-08,2020-12-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa51df271cba52fea8c90a56cc174c5cfa51df271cba52fea8c90a56cc174c5c
343,SFP000343,460,147,420,5,343,2020-12-09,2020-12-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5ca1e98384257a4968d407dcf53f69ea5ca1e98384257a4968d407dcf53f69e
344,SFP000344,333,62,88,5,344,2020-12-10,2020-12-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e47a74edf5a15d65b0b5c2683e1723dae47a74edf5a15d65b0b5c2683e1723da
345,SFP000345,413,250,206,9,345,2020-12-11,2020-12-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f9164d8e29d502d8f560807ee1edfb83f9164d8e29d502d8f560807ee1edfb8
346,SFP000346,14,308,426,7,346,2020-12-12,2020-12-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,913d8f0bc67353e5986efcea18921a65913d8f0bc67353e5986efcea18921a65
347,SFP000347,50,329,8,9,347,2020-12-13,2020-12-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c065458f7e735442a14186cc19225463c065458f7e735442a14186cc19225463
348,SFP000348,412,178,428,3,348,2020-12-14,2020-12-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea521380e8b85c3183f474e437ea82d5ea521380e8b85c3183f474e437ea82d5
349,SFP000349,198,33,492,6,349,2020-12-15,2020-12-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,197c8874e10a52ce9be6a5593028f997197c8874e10a52ce9be6a5593028f997
350,SFP000350,384,240,348,9,350,2020-12-16,2020-12-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c90fb4217f4950f5a8ba5325def922f1c90fb4217f4950f5a8ba5325def922f1
351,SFP000351,70,200,244,4,351,2020-12-17,2020-12-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37784717be1951aa9f62303418846b3337784717be1951aa9f62303418846b33
352,SFP000352,234,303,164,2,352,2020-12-18,2020-12-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15fb341dfa865859ac61b437c5df5b3c15fb341dfa865859ac61b437c5df5b3c
353,SFP000353,419,22,50,10,353,2020-12-19,2020-12-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8ec292fb6665225ad1e975bedd6948de8ec292fb6665225ad1e975bedd6948d
354,SFP000354,267,184,190,4,354,2020-12-20,2020-12-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11d36780923d59bbbaaf06548a0edc4611d36780923d59bbbaaf06548a0edc46
355,SFP000355,95,290,285,10,355,2020-12-21,2020-12-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,684010512a1c5b5995ce61406e35111a684010512a1c5b5995ce61406e35111a
356,SFP000356,102,134,404,9,356,2020-12-22,2020-12-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2213b76cb6315964938a21c1f06d71432213b76cb6315964938a21c1f06d7143
357,SFP000357,165,259,218,7,357,2020-12-23,2020-12-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15bab8a123f456bfa817b47e82475d7115bab8a123f456bfa817b47e82475d71
358,SFP000358,203,223,222,10,358,2020-12-24,2020-12-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27c8213e1fa55e96a6693d98fb43de3727c8213e1fa55e96a6693d98fb43de37
359,SFP000359,177,349,9,7,359,2020-12-25,2020-12-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8d903d63653531f8ce93f2541118bc2e8d903d63653531f8ce93f2541118bc2
360,SFP000360,97,188,484,3,360,2020-12-26,2020-12-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bcb2cab2b8075eaf829b45a52b50fbcebcb2cab2b8075eaf829b45a52b50fbce
361,SFP000361,115,344,395,10,361,2020-12-27,2020-12-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18f2151c7ce2593ea05dde8aec56152e18f2151c7ce2593ea05dde8aec56152e
362,SFP000362,175,197,58,4,362,2020-12-28,2020-12-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f83b4eb2016f58c08b65e91ef0f0e22ff83b4eb2016f58c08b65e91ef0f0e22f
363,SFP000363,436,222,387,3,363,2020-12-29,2020-12-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c70a0da256b57f4b7bf904a059528591c70a0da256b57f4b7bf904a05952859
364,SFP000364,51,176,316,10,364,2020-12-30,2020-12-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b59ca5e2e400555f98bf8a7f19abcb16b59ca5e2e400555f98bf8a7f19abcb16
365,SFP000365,56,201,434,6,365,2020-12-31,2020-12-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9073b49b04fc55aba41e20f137bc8ac99073b49b04fc55aba41e20f137bc8ac9
366,SFP000366,390,95,76,1,366,2021-01-01,2021-01-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9320936408d65a2ca1f434d1652ad7df9320936408d65a2ca1f434d1652ad7df
367,SFP000367,7,66,53,5,367,2021-01-02,2021-01-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4160721b4e0e55c79ea5302fff8148f84160721b4e0e55c79ea5302fff8148f8
368,SFP000368,311,349,302,9,368,2021-01-03,2021-01-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3055c895388c544b81bd3c3919cd825a3055c895388c544b81bd3c3919cd825a
369,SFP000369,178,70,441,4,369,2021-01-04,2021-01-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c9e2712ed58504aae5e1d9921351c261c9e2712ed58504aae5e1d9921351c26
370,SFP000370,286,350,131,4,370,2021-01-05,2021-01-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01d19d489cd45bfe866e7f1d61d3273101d19d489cd45bfe866e7f1d61d32731
371,SFP000371,392,271,9,8,371,2021-01-06,2021-01-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d3a5f03167f5744b66ea10fc737713c6d3a5f03167f5744b66ea10fc737713c
372,SFP000372,28,51,476,5,372,2021-01-07,2021-01-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de4ab1436f29536f8d3eea7bb49129efde4ab1436f29536f8d3eea7bb49129ef
373,SFP000373,109,81,97,6,373,2021-01-08,2021-01-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b073f8f7b755f48b55be8200eb2bc335b073f8f7b755f48b55be8200eb2bc33
374,SFP000374,326,290,352,3,374,2021-01-09,2021-01-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed3a3f24f499510dbc6575326de38e25ed3a3f24f499510dbc6575326de38e25
375,SFP000375,429,321,67,7,375,2021-01-10,2021-01-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74b68342cd5355149648f5b30e4ffc0c74b68342cd5355149648f5b30e4ffc0c
376,SFP000376,227,176,197,10,376,2021-01-11,2021-01-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10cd038649d850a195a469f5e0f9978a10cd038649d850a195a469f5e0f9978a
377,SFP000377,342,68,118,10,377,2021-01-12,2021-01-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b984d314479579db8feb3051c02d9513b984d314479579db8feb3051c02d951
378,SFP000378,28,312,37,8,378,2021-01-13,2021-01-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2259e2138d445a0594146a70f132ee532259e2138d445a0594146a70f132ee53
379,SFP000379,309,270,232,7,379,2021-01-14,2021-01-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,692f8e6faf6254449afb89db0bbcf34f692f8e6faf6254449afb89db0bbcf34f
380,SFP000380,475,330,149,6,380,2021-01-15,2021-01-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,141be6b5f83b57568bbcaa66e0effcb7141be6b5f83b57568bbcaa66e0effcb7
381,SFP000381,205,84,172,9,381,2021-01-16,2021-01-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b73923ae11485e06bdeac61d29e70ae7b73923ae11485e06bdeac61d29e70ae7
382,SFP000382,499,121,48,10,382,2021-01-17,2021-01-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db03703e9ce35b8f914d3c074c6f4adfdb03703e9ce35b8f914d3c074c6f4adf
383,SFP000383,260,161,464,2,383,2021-01-18,2021-01-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64e125281f175c469653a4ce0545aaf864e125281f175c469653a4ce0545aaf8
384,SFP000384,189,45,397,5,384,2021-01-19,2021-01-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e63c1e555def5bc98af269c6b88c12a9e63c1e555def5bc98af269c6b88c12a9
385,SFP000385,481,119,52,6,385,2021-01-20,2021-01-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d79bc067fb55524843f955d89c970038d79bc067fb55524843f955d89c97003
386,SFP000386,480,153,105,4,386,2021-01-21,2021-01-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c5504b379185d4790e40511eb3786094c5504b379185d4790e40511eb378609
387,SFP000387,107,122,203,8,387,2021-01-22,2021-01-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b5326fd98245176bdbfcaf862d96f091b5326fd98245176bdbfcaf862d96f09
388,SFP000388,431,308,46,4,388,2021-01-23,2021-01-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1bd5ce2dd3653e794d77cd4c9ee200ff1bd5ce2dd3653e794d77cd4c9ee200f
389,SFP000389,322,194,108,5,389,2021-01-24,2021-01-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26ea08f6491a5228aa1da8b3b5c7cf8226ea08f6491a5228aa1da8b3b5c7cf82
390,SFP000390,477,291,350,7,390,2021-01-25,2021-01-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,484207e3f67c5c82b5c7818730fcbca9484207e3f67c5c82b5c7818730fcbca9
391,SFP000391,6,58,24,4,391,2021-01-26,2021-01-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c46ff6d525c52a293d8b5d5508758d28c46ff6d525c52a293d8b5d5508758d2
392,SFP000392,62,292,241,1,392,2021-01-27,2021-01-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db7111ec448c50eaad511bd884fd2710db7111ec448c50eaad511bd884fd2710
393,SFP000393,330,170,214,6,393,2021-01-28,2021-01-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,677b2b5a720d5817a2605e5e016a032c677b2b5a720d5817a2605e5e016a032c
394,SFP000394,242,53,18,3,394,2021-01-29,2021-01-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc2bb04d4ca9510490bbc21c43ba28b0cc2bb04d4ca9510490bbc21c43ba28b0
395,SFP000395,426,242,322,10,395,2021-01-30,2021-01-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62fcdbb890f2588cb554e18d7c8e6c5c62fcdbb890f2588cb554e18d7c8e6c5c
396,SFP000396,497,165,100,4,396,2021-01-31,2021-01-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2471121917065f1fa3c4fe2a26fa6cac2471121917065f1fa3c4fe2a26fa6cac
397,SFP000397,16,277,289,8,397,2021-02-01,2021-02-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f8ca2e0e8305d319032bb05ca523f1f3f8ca2e0e8305d319032bb05ca523f1f
398,SFP000398,422,301,52,3,398,2021-02-02,2021-02-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec95545e3304552480df654a8130ebddec95545e3304552480df654a8130ebdd
399,SFP000399,420,236,295,5,399,2021-02-03,2021-02-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,780d24802f535e93a1c650c758e6a9dc780d24802f535e93a1c650c758e6a9dc
400,SFP000400,346,266,292,8,400,2021-02-04,2021-02-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11e5554bd5f251c2be35a0f8337f661311e5554bd5f251c2be35a0f8337f6613
401,SFP000401,63,301,418,1,401,2021-02-05,2021-02-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d14351299d15d29befcd8b25786446c0d14351299d15d29befcd8b25786446c
402,SFP000402,107,16,399,7,402,2021-02-06,2021-02-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d2f573fcb305518b0bb2fdddfb7f8910d2f573fcb305518b0bb2fdddfb7f891
403,SFP000403,101,107,19,1,403,2021-02-07,2021-02-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2015b254e125a5c96f231cb5258fb1ca2015b254e125a5c96f231cb5258fb1c
404,SFP000404,279,239,63,5,404,2021-02-08,2021-02-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fd2faa452745a6097015f8b987b72d10fd2faa452745a6097015f8b987b72d1
405,SFP000405,160,118,15,2,405,2021-02-09,2021-02-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9cd3ad21f255397b507803bda6a6505e9cd3ad21f255397b507803bda6a6505
406,SFP000406,208,277,242,10,406,2021-02-10,2021-02-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f14fb39875f526bbd183baa74c748bc3f14fb39875f526bbd183baa74c748bc
407,SFP000407,213,25,2,10,407,2021-02-11,2021-02-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e28aa89a36345fc384e8541d36f42044e28aa89a36345fc384e8541d36f42044
408,SFP000408,175,22,338,10,408,2021-02-12,2021-02-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75c2bbce224051c7b5635af7e0c454f975c2bbce224051c7b5635af7e0c454f9
409,SFP000409,103,167,481,4,409,2021-02-13,2021-02-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0a401691903586a97b30692b81c1053a0a401691903586a97b30692b81c1053
410,SFP000410,439,143,34,10,410,2021-02-14,2021-02-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,742616aeb16654e7b1d87ce8ef218a12742616aeb16654e7b1d87ce8ef218a12
411,SFP000411,494,241,10,9,411,2021-02-15,2021-02-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3e458d1dc795333bf80ddf6492470f6d3e458d1dc795333bf80ddf6492470f6
412,SFP000412,142,215,286,6,412,2021-02-16,2021-02-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4311b558e275dd0a54688271002f22fe4311b558e275dd0a54688271002f22f
413,SFP000413,308,140,114,10,413,2021-02-17,2021-02-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e778496bd475ea58c5fe1d2c24bde0f6e778496bd475ea58c5fe1d2c24bde0f
414,SFP000414,13,36,278,2,414,2021-02-18,2021-02-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b6f54231ce8564b840c2b05d7cb81515b6f54231ce8564b840c2b05d7cb8151
415,SFP000415,234,128,291,2,415,2021-02-19,2021-02-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4d1f5162ce9536b9e68b7a9cbfe960bd4d1f5162ce9536b9e68b7a9cbfe960b
416,SFP000416,306,123,26,4,416,2021-02-20,2021-02-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9919e09986935cbea5a7869d33faf7699919e09986935cbea5a7869d33faf769
417,SFP000417,415,113,427,5,417,2021-02-21,2021-02-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff69ec25a507546f9224310c74df811aff69ec25a507546f9224310c74df811a
418,SFP000418,80,292,65,5,418,2021-02-22,2021-02-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,489b484d2c255c3aa3c49269deed7692489b484d2c255c3aa3c49269deed7692
419,SFP000419,258,47,326,3,419,2021-02-23,2021-02-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6338c4c860657c4a4f99ea0aac619ebf6338c4c860657c4a4f99ea0aac619eb
420,SFP000420,16,186,456,10,420,2021-02-24,2021-02-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,463948d5af3c5f8497347f299844c7d2463948d5af3c5f8497347f299844c7d2
421,SFP000421,48,278,66,2,421,2021-02-25,2021-02-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab4cbf1e559350c780b73756c78a528dab4cbf1e559350c780b73756c78a528d
422,SFP000422,211,202,327,9,422,2021-02-26,2021-02-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9b7d3de8be956a69a79c7eae1497507a9b7d3de8be956a69a79c7eae1497507
423,SFP000423,468,293,338,6,423,2021-02-27,2021-02-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b638d8c1dea5be289e841b03ef21e9a4b638d8c1dea5be289e841b03ef21e9a
424,SFP000424,3,158,246,7,424,2021-02-28,2021-02-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee2a36270e4657358dcbb018c8c4f890ee2a36270e4657358dcbb018c8c4f890
425,SFP000425,367,17,54,5,425,2021-03-01,2021-03-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78d4f1c28df9525ab75dd8e558af1ad878d4f1c28df9525ab75dd8e558af1ad8
426,SFP000426,155,295,184,6,426,2021-03-02,2021-03-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8961623a186254029d06d6da18fd7c8f8961623a186254029d06d6da18fd7c8f
427,SFP000427,270,111,119,10,427,2021-03-03,2021-03-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45b7a80437eb5c689c5d7deed7ded41245b7a80437eb5c689c5d7deed7ded412
428,SFP000428,423,14,293,3,428,2021-03-04,2021-03-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7736cfef202b5de1a9265756fe2042ca7736cfef202b5de1a9265756fe2042ca
429,SFP000429,21,325,77,1,429,2021-03-05,2021-03-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2bfb608f4055e54ba66233f6d355970b2bfb608f4055e54ba66233f6d355970
430,SFP000430,209,123,431,4,430,2021-03-06,2021-03-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f68a34b9d675d89a362f58f2671cc761f68a34b9d675d89a362f58f2671cc76
431,SFP000431,351,34,171,3,431,2021-03-07,2021-03-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1fee77c143c05f1fadf1bc976ddee87d1fee77c143c05f1fadf1bc976ddee87d
432,SFP000432,352,181,327,3,432,2021-03-08,2021-03-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,817dcdc472a65fdc8d2342ef79219fbd817dcdc472a65fdc8d2342ef79219fbd
433,SFP000433,349,95,114,4,433,2021-03-09,2021-03-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2320c1286f2858d8948fc888920ece4d2320c1286f2858d8948fc888920ece4d
434,SFP000434,149,269,61,8,434,2021-03-10,2021-03-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d36ae1fe16b353e1a4aa00fbb55fb019d36ae1fe16b353e1a4aa00fbb55fb019
435,SFP000435,15,2,331,5,435,2021-03-11,2021-03-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcf3f4178b25530ebb2a53484a86eafafcf3f4178b25530ebb2a53484a86eafa
436,SFP000436,157,262,110,9,436,2021-03-12,2021-03-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c2676695f235cf7b9c7e1057af2f8f96c2676695f235cf7b9c7e1057af2f8f9
437,SFP000437,261,258,427,1,437,2021-03-13,2021-03-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0172de3332e5fd196c267b8bac32c8be0172de3332e5fd196c267b8bac32c8b
438,SFP000438,169,319,364,1,438,2021-03-14,2021-03-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffd60fe76c1b5a669e468640555c0bc6ffd60fe76c1b5a669e468640555c0bc6
