SupplierKey,SupplierNumber,GeoPostalCodeKey,SupplierTierKey,SupplierCategoryKey,SupplierRiskClassKey,CurrencyKey,IncotermCodeKey,PaymentTermKey,SupplierQualificationStatusKey,RecordStatusKey,SupplierName,SupplierLegalName,AccountOpenedDate,TaxRegistrationNumber,DefaultCurrencyCode,DefaultIncotermCode,DefaultPaymentTermCode,MinorityOwnedFlag,QualityCertifiedFlag,OnTimeTargetPercent,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
239,S000239,119,12,240,3,1,10,8,9,4,Zenith Supplier 239,Pioneer Supplier 239,2021-08-27,S000239,JPY,S000239,S000239,1,1,0.0239,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e481f752e9b58f784ea362fc65d514c2e481f752e9b58f784ea362fc65d514c
240,S000240,458,14,292,7,2,4,8,10,2,Unity Supplier 240,Ion Supplier 240,2021-08-28,S000240,USD,S000240,S000240,0,0,0.0240,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d7f34cadc2c54b9bfdff8343095d4401d7f34cadc2c54b9bfdff8343095d440
241,S000241,474,18,35,3,1,6,15,3,4,Quartz Supplier 241,Quartz Supplier 241,2021-08-29,S000241,EUR,S000241,S000241,1,1,0.0241,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,024bc71d4f3a5404898896402079ead5024bc71d4f3a5404898896402079ead5
242,S000242,443,14,126,1,5,6,12,6,2,Evergreen Supplier 242,Beacon Supplier 242,2021-08-30,S000242,GBP,S000242,S000242,1,1,0.0242,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4918d7a493a856a49b230c6b556d93874918d7a493a856a49b230c6b556d9387
243,S000243,345,11,282,1,3,14,14,10,1,Keystone Supplier 243,Titan Supplier 243,2021-08-31,S000243,CAD,S000243,S000243,1,1,0.0243,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dba445cf71f0590ab049ccc48154d3cadba445cf71f0590ab049ccc48154d3ca
244,S000244,259,7,67,4,3,11,17,1,1,Summit Supplier 244,Orion Supplier 244,2021-09-01,S000244,MXN,S000244,S000244,1,1,0.0244,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04b81db2a046595c8f50d45383068f4a04b81db2a046595c8f50d45383068f4a
245,S000245,165,15,21,2,3,13,13,1,1,Evergreen Supplier 245,Forge Supplier 245,2021-09-02,S000245,JPY,S000245,S000245,0,0,0.0245,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6def8f7d10ad596dba9170724882d0206def8f7d10ad596dba9170724882d020
246,S000246,71,13,26,4,1,2,11,6,2,Pioneer Supplier 246,Liberty Supplier 246,2021-09-03,S000246,USD,S000246,S000246,1,1,0.0246,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fe21e2cf41151a0bcf27eabc859a7506fe21e2cf41151a0bcf27eabc859a750
247,S000247,422,2,40,8,5,6,9,10,1,Pioneer Supplier 247,Willow Supplier 247,2021-09-04,S000247,EUR,S000247,S000247,1,1,0.0247,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eae2152fa42d5c95874adf3020c23328eae2152fa42d5c95874adf3020c23328
248,S000248,500,7,237,11,3,13,6,7,2,Cedar Supplier 248,Quartz Supplier 248,2021-09-05,S000248,GBP,S000248,S000248,1,1,0.0248,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20673905304f5a76be475602e21f9ea120673905304f5a76be475602e21f9ea1
249,S000249,349,8,158,4,1,15,15,7,4,Zenith Supplier 249,Forge Supplier 249,2021-09-06,S000249,CAD,S000249,S000249,1,1,0.0249,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,624f250bd2fb5e31af057d4b3e124cbd624f250bd2fb5e31af057d4b3e124cbd
250,S000250,56,17,175,4,3,10,5,7,4,Granite Supplier 250,Liberty Supplier 250,2021-09-07,S000250,MXN,S000250,S000250,0,0,0.0250,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c1d6e9b924f561789f3919af98619da7c1d6e9b924f561789f3919af98619da
251,S000251,324,14,116,1,1,11,4,4,1,Meridian Supplier 251,Evergreen Supplier 251,2021-09-08,S000251,JPY,S000251,S000251,1,1,0.0251,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,980829343aec5ed6ae15565b01e4ef43980829343aec5ed6ae15565b01e4ef43
252,S000252,61,2,202,5,5,1,18,5,1,Willow Supplier 252,Unity Supplier 252,2021-09-09,S000252,USD,S000252,S000252,1,1,0.0252,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88c30f6377dd5d189bca85f2296c294d88c30f6377dd5d189bca85f2296c294d
253,S000253,371,18,152,7,2,12,3,10,3,Atlas Supplier 253,Liberty Supplier 253,2021-09-10,S000253,EUR,S000253,S000253,1,1,0.0253,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df4f6c197cb4587887b4e1331cf1d2cadf4f6c197cb4587887b4e1331cf1d2ca
254,S000254,155,10,18,11,2,7,18,5,1,Granite Supplier 254,Zenith Supplier 254,2021-09-11,S000254,GBP,S000254,S000254,1,1,0.0254,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,578911ded1e4564dbf71541aedf8cc07578911ded1e4564dbf71541aedf8cc07
255,S000255,444,2,151,9,3,12,10,2,2,Beacon Supplier 255,Pioneer Supplier 255,2021-09-12,S000255,CAD,S000255,S000255,0,0,0.0255,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5ecac3017cd57789b5090f1020c01a7c5ecac3017cd57789b5090f1020c01a7
256,S000256,416,16,174,6,3,8,7,9,3,Liberty Supplier 256,Orion Supplier 256,2021-09-13,S000256,MXN,S000256,S000256,1,1,0.0256,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01da445d182b5c5e800dd502129b9afe01da445d182b5c5e800dd502129b9afe
257,S000257,432,20,242,4,4,13,8,7,4,Vertex Supplier 257,Granite Supplier 257,2021-09-14,S000257,JPY,S000257,S000257,1,1,0.0257,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32bce122f28850258fbfc80b25d3d82432bce122f28850258fbfc80b25d3d824
258,S000258,491,3,269,2,4,8,18,4,1,Keystone Supplier 258,Cedar Supplier 258,2021-09-15,S000258,USD,S000258,S000258,1,1,0.0258,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c499141269f53eb9bcc2b454ffcca307c499141269f53eb9bcc2b454ffcca30
259,S000259,323,18,73,2,4,12,11,7,4,Harbor Supplier 259,Willow Supplier 259,2021-09-16,S000259,EUR,S000259,S000259,1,1,0.0259,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a3436af832356dba7f035f3b3292d790a3436af832356dba7f035f3b3292d79
260,S000260,138,1,252,8,5,3,15,3,3,Zenith Supplier 260,Forge Supplier 260,2021-09-17,S000260,GBP,S000260,S000260,0,0,0.0260,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c117c80ddeff5d9698a235807fc89efdc117c80ddeff5d9698a235807fc89efd
261,S000261,282,12,282,6,2,14,4,4,2,Beacon Supplier 261,Beacon Supplier 261,2021-09-18,S000261,CAD,S000261,S000261,1,1,0.0261,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b977c537da8059958b1025e5cda1d5c8b977c537da8059958b1025e5cda1d5c8
262,S000262,334,7,104,6,1,14,2,9,2,Beacon Supplier 262,Orion Supplier 262,2021-09-19,S000262,MXN,S000262,S000262,1,1,0.0262,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d41d423fd255550a3137841cc466f351d41d423fd255550a3137841cc466f35
263,S000263,210,2,271,5,5,4,4,2,3,Forge Supplier 263,Atlas Supplier 263,2021-09-20,S000263,JPY,S000263,S000263,1,1,0.0263,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30139295312a5d23a9ab3da4ff51a38330139295312a5d23a9ab3da4ff51a383
264,S000264,108,15,140,4,5,6,11,3,2,Ion Supplier 264,Titan Supplier 264,2021-09-21,S000264,USD,S000264,S000264,1,1,0.0264,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f39f30d3c45b59cb9af6989154259120f39f30d3c45b59cb9af6989154259120
265,S000265,353,9,20,9,1,2,18,2,4,Liberty Supplier 265,Vertex Supplier 265,2021-09-22,S000265,EUR,S000265,S000265,0,0,0.0265,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2925ad8211b157729e5fee1fea03e3442925ad8211b157729e5fee1fea03e344
266,S000266,321,9,256,3,2,8,1,9,4,Vertex Supplier 266,Titan Supplier 266,2021-09-23,S000266,GBP,S000266,S000266,1,1,0.0266,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cee55cc39255519aa210f6c0ff63c590cee55cc39255519aa210f6c0ff63c59
267,S000267,116,17,132,3,4,2,15,6,2,Forge Supplier 267,Summit Supplier 267,2021-09-24,S000267,CAD,S000267,S000267,1,1,0.0267,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c0f5e7f49fc52efb03eab9ce9c5dfca0c0f5e7f49fc52efb03eab9ce9c5dfca
268,S000268,438,16,197,9,3,7,5,3,3,Delta Supplier 268,Harbor Supplier 268,2021-09-25,S000268,MXN,S000268,S000268,1,1,0.0268,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f206003451c5275b62b4df90c39562b3f206003451c5275b62b4df90c39562b
269,S000269,278,13,83,9,5,2,12,10,3,Liberty Supplier 269,Zenith Supplier 269,2021-09-26,S000269,JPY,S000269,S000269,1,1,0.0269,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba418b2484b95e4da0f710deef03e9c5ba418b2484b95e4da0f710deef03e9c5
270,S000270,395,15,124,4,2,3,3,1,4,Meridian Supplier 270,Harbor Supplier 270,2021-09-27,S000270,USD,S000270,S000270,0,0,0.0270,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,885597c9dec95e78bc21380e6c5b5794885597c9dec95e78bc21380e6c5b5794
271,S000271,88,17,11,3,3,4,10,5,4,Delta Supplier 271,Liberty Supplier 271,2021-09-28,S000271,EUR,S000271,S000271,1,1,0.0271,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d2115de5f2152869e21a68dd1bd33d16d2115de5f2152869e21a68dd1bd33d1
272,S000272,10,13,233,8,2,8,12,5,3,Titan Supplier 272,Atlas Supplier 272,2021-09-29,S000272,GBP,S000272,S000272,1,1,0.0272,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,914be0fa6bb55966839197f05c30c207914be0fa6bb55966839197f05c30c207
273,S000273,105,20,95,2,5,2,6,5,3,Meridian Supplier 273,Meridian Supplier 273,2021-09-30,S000273,CAD,S000273,S000273,1,1,0.0273,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9878e80ab6d05300abc867a4942c1a639878e80ab6d05300abc867a4942c1a63
274,S000274,498,2,164,5,1,16,17,9,3,Junction Supplier 274,Unity Supplier 274,2021-10-01,S000274,MXN,S000274,S000274,1,1,0.0274,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab121b7beaed51798eb37ce95aa5db34ab121b7beaed51798eb37ce95aa5db34
275,S000275,317,12,63,7,2,10,3,1,2,Willow Supplier 275,Harbor Supplier 275,2021-10-02,S000275,JPY,S000275,S000275,0,0,0.0275,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f93566dd8f159e79ef832b7f657e9562f93566dd8f159e79ef832b7f657e956
276,S000276,272,10,131,6,4,5,2,1,1,Keystone Supplier 276,Keystone Supplier 276,2021-10-03,S000276,USD,S000276,S000276,1,1,0.0276,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8cb36dcae2f5517aca2dc08d14449daa8cb36dcae2f5517aca2dc08d14449da
277,S000277,108,20,257,12,3,14,4,2,2,Delta Supplier 277,Vertex Supplier 277,2021-10-04,S000277,EUR,S000277,S000277,1,1,0.0277,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3820ff5f9eb855f18fd4da48d226dd693820ff5f9eb855f18fd4da48d226dd69
278,S000278,42,8,277,2,4,4,2,7,1,Pioneer Supplier 278,Riverton Supplier 278,2021-10-05,S000278,GBP,S000278,S000278,1,1,0.0278,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95ad12c0bbe159779f0e8b83d59f9efc95ad12c0bbe159779f0e8b83d59f9efc
279,S000279,276,3,187,7,5,3,3,1,1,Delta Supplier 279,Vertex Supplier 279,2021-10-06,S000279,CAD,S000279,S000279,1,1,0.0279,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,260d78308de853c9b5827ed755b2b60f260d78308de853c9b5827ed755b2b60f
280,S000280,378,3,149,10,4,2,12,2,3,Vertex Supplier 280,Quartz Supplier 280,2021-10-07,S000280,MXN,S000280,S000280,0,0,0.0280,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3bc66d717d875185b0669fd7419c69c53bc66d717d875185b0669fd7419c69c5
281,S000281,189,15,210,6,5,12,11,5,2,Ion Supplier 281,Willow Supplier 281,2021-10-08,S000281,JPY,S000281,S000281,1,1,0.0281,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c388606b7e40548e8fb881b922ce33eec388606b7e40548e8fb881b922ce33ee
282,S000282,310,19,196,8,2,13,5,1,4,Granite Supplier 282,Granite Supplier 282,2021-10-09,S000282,USD,S000282,S000282,1,1,0.0282,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2362ee476ffd52eab33a3658da55f7562362ee476ffd52eab33a3658da55f756
283,S000283,58,2,62,10,3,8,7,7,3,Harbor Supplier 283,Unity Supplier 283,2021-10-10,S000283,EUR,S000283,S000283,1,1,0.0283,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24d5e0243810561db1c02bba308edcb924d5e0243810561db1c02bba308edcb9
284,S000284,240,19,177,7,1,2,2,5,3,Orion Supplier 284,Quartz Supplier 284,2021-10-11,S000284,GBP,S000284,S000284,1,1,0.0284,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52e8d878e882557483e6d89ba0bb1f2f52e8d878e882557483e6d89ba0bb1f2f
285,S000285,16,18,56,8,3,14,5,8,1,Harbor Supplier 285,Evergreen Supplier 285,2021-10-12,S000285,CAD,S000285,S000285,0,0,0.0285,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,30897cacb8a85a4d984ec4f80156880930897cacb8a85a4d984ec4f801568809
286,S000286,469,6,136,1,4,6,17,9,4,Evergreen Supplier 286,Delta Supplier 286,2021-10-13,S000286,MXN,S000286,S000286,1,1,0.0286,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee7d5610272c5518a929e0f0765953dbee7d5610272c5518a929e0f0765953db
287,S000287,52,15,19,7,1,7,10,5,1,Summit Supplier 287,Orion Supplier 287,2021-10-14,S000287,JPY,S000287,S000287,1,1,0.0287,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a569924f9b6551d7aa5835f983b6757da569924f9b6551d7aa5835f983b6757d
288,S000288,223,17,262,7,3,11,12,8,1,Granite Supplier 288,Zenith Supplier 288,2021-10-15,S000288,USD,S000288,S000288,1,1,0.0288,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bb872828f945f908688e6b004a0d3734bb872828f945f908688e6b004a0d373
289,S000289,213,5,186,1,5,2,5,2,4,Vertex Supplier 289,Junction Supplier 289,2021-10-16,S000289,EUR,S000289,S000289,1,1,0.0289,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,697f62aacba95f6ba79bb43a7d516f89697f62aacba95f6ba79bb43a7d516f89
290,S000290,136,11,2,10,1,15,8,2,2,Delta Supplier 290,Forge Supplier 290,2021-10-17,S000290,GBP,S000290,S000290,0,0,0.0290,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,507faa3952015a47a27452d2af90a84e507faa3952015a47a27452d2af90a84e
291,S000291,138,11,35,6,2,6,7,7,1,Northstar Supplier 291,Atlas Supplier 291,2021-10-18,S000291,CAD,S000291,S000291,1,1,0.0291,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f76d094801735f8a873d1409eefcbc6af76d094801735f8a873d1409eefcbc6a
292,S000292,47,16,241,3,4,3,7,2,3,Liberty Supplier 292,Junction Supplier 292,2021-10-19,S000292,MXN,S000292,S000292,1,1,0.0292,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,def45b77ca115a7caa97a090be4ac78edef45b77ca115a7caa97a090be4ac78e
293,S000293,73,20,165,1,5,7,12,2,4,Meridian Supplier 293,Beacon Supplier 293,2021-10-20,S000293,JPY,S000293,S000293,1,1,0.0293,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70b8f5402845533b8dfba364256a857170b8f5402845533b8dfba364256a8571
294,S000294,214,14,83,3,4,16,15,3,3,Titan Supplier 294,Riverton Supplier 294,2021-10-21,S000294,USD,S000294,S000294,1,1,0.0294,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef14f71f7f3d5569a443906e6183e795ef14f71f7f3d5569a443906e6183e795
295,S000295,269,16,209,11,1,15,2,10,1,Meridian Supplier 295,Beacon Supplier 295,2021-10-22,S000295,EUR,S000295,S000295,0,0,0.0295,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11922cd9e15658eb80aac7edefd71cd011922cd9e15658eb80aac7edefd71cd0
296,S000296,335,7,212,9,5,2,6,7,3,Summit Supplier 296,Meridian Supplier 296,2021-10-23,S000296,GBP,S000296,S000296,1,1,0.0296,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b4cf1d5e9d7597a860ee71b3de5289d2b4cf1d5e9d7597a860ee71b3de5289d
297,S000297,96,17,189,12,2,10,6,8,3,Titan Supplier 297,Beacon Supplier 297,2021-10-24,S000297,CAD,S000297,S000297,1,1,0.0297,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf6af9301d60504a890d66c7187bd5cdbf6af9301d60504a890d66c7187bd5cd
298,S000298,489,19,188,6,2,4,5,4,3,Delta Supplier 298,Riverton Supplier 298,2021-10-25,S000298,MXN,S000298,S000298,1,1,0.0298,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2ab4a836a015764aaebf4c7f7e177cbf2ab4a836a015764aaebf4c7f7e177cb
299,S000299,340,8,212,12,1,2,11,8,1,Beacon Supplier 299,Meridian Supplier 299,2021-10-26,S000299,JPY,S000299,S000299,1,1,0.0299,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48b5e29718a65881b7dc1b32892beef148b5e29718a65881b7dc1b32892beef1
300,S000300,141,1,295,7,5,12,3,2,3,Granite Supplier 300,Unity Supplier 300,2021-10-27,S000300,USD,S000300,S000300,0,0,0.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67af7fe46d0e58e59d0e154bf6179ee667af7fe46d0e58e59d0e154bf6179ee6
301,S000301,134,3,98,8,4,11,8,10,1,Granite Supplier 301,Atlas Supplier 301,2021-10-28,S000301,EUR,S000301,S000301,1,1,0.0301,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,295cb5ef42325f7d97d7ed3eba6f84a5295cb5ef42325f7d97d7ed3eba6f84a5
302,S000302,222,12,218,6,2,10,14,3,1,Unity Supplier 302,Quartz Supplier 302,2021-10-29,S000302,GBP,S000302,S000302,1,1,0.0302,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c342bf72ecfa5082808131476d955b63c342bf72ecfa5082808131476d955b63
303,S000303,373,11,92,2,4,6,12,7,1,Atlas Supplier 303,Junction Supplier 303,2021-10-30,S000303,CAD,S000303,S000303,1,1,0.0303,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a4499f5fbfc5cbd84a6039f01e7a0523a4499f5fbfc5cbd84a6039f01e7a052
304,S000304,359,14,265,8,5,2,14,7,1,Willow Supplier 304,Quartz Supplier 304,2021-10-31,S000304,MXN,S000304,S000304,1,1,0.0304,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d515fe6fb70515b8eea3a399d0cc09b8d515fe6fb70515b8eea3a399d0cc09b
305,S000305,121,6,243,11,4,12,13,3,2,Evergreen Supplier 305,Keystone Supplier 305,2021-11-01,S000305,JPY,S000305,S000305,0,0,0.0305,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a4d2c0f5cf95f489143b620fb32d0067a4d2c0f5cf95f489143b620fb32d006
306,S000306,158,8,99,3,5,5,7,3,4,Summit Supplier 306,Ion Supplier 306,2021-11-02,S000306,USD,S000306,S000306,1,1,0.0306,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe75ae53f57d501e88723d5b77951751fe75ae53f57d501e88723d5b77951751
307,S000307,150,5,91,9,4,11,11,10,1,Orion Supplier 307,Meridian Supplier 307,2021-11-03,S000307,EUR,S000307,S000307,1,1,0.0307,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e8cc3e99269557f86e4a6ba21c1524e7e8cc3e99269557f86e4a6ba21c1524e
308,S000308,385,13,253,11,4,9,12,5,2,Summit Supplier 308,Pioneer Supplier 308,2021-11-04,S000308,GBP,S000308,S000308,1,1,0.0308,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42af6eb1a43e590d8deb4dc25f4e51df42af6eb1a43e590d8deb4dc25f4e51df
309,S000309,122,5,173,7,1,1,11,8,1,Vertex Supplier 309,Ion Supplier 309,2021-11-05,S000309,CAD,S000309,S000309,1,1,0.0309,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33d08c3d34a45f5fa5f13c904946ec7f33d08c3d34a45f5fa5f13c904946ec7f
310,S000310,151,10,134,11,2,16,1,7,4,Riverton Supplier 310,Keystone Supplier 310,2021-11-06,S000310,MXN,S000310,S000310,0,0,0.0310,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bdd44662a3b35a4289de83eae3f414e4bdd44662a3b35a4289de83eae3f414e4
311,S000311,75,8,137,2,4,11,17,1,3,Unity Supplier 311,Northstar Supplier 311,2021-11-07,S000311,JPY,S000311,S000311,1,1,0.0311,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9fcbfc7ebea5b0d96afe1e76531c8e7e9fcbfc7ebea5b0d96afe1e76531c8e7
312,S000312,255,18,295,12,4,16,16,2,2,Liberty Supplier 312,Quartz Supplier 312,2021-11-08,S000312,USD,S000312,S000312,1,1,0.0312,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,981488e5524350c2abc4cfbcdcadecf1981488e5524350c2abc4cfbcdcadecf1
313,S000313,407,17,240,8,4,9,9,4,1,Ion Supplier 313,Harbor Supplier 313,2021-11-09,S000313,EUR,S000313,S000313,1,1,0.0313,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7a0158aecff5554ab3aa30223b9f657c7a0158aecff5554ab3aa30223b9f657
314,S000314,19,13,167,6,4,14,18,7,4,Evergreen Supplier 314,Pioneer Supplier 314,2021-11-10,S000314,GBP,S000314,S000314,1,1,0.0314,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8312ff208ad52769c030a6a02c60721f8312ff208ad52769c030a6a02c60721
315,S000315,239,16,228,12,5,9,10,10,2,Delta Supplier 315,Zenith Supplier 315,2021-11-11,S000315,CAD,S000315,S000315,0,0,0.0315,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85cd3c8bef15554eb01330f65565361085cd3c8bef15554eb01330f655653610
316,S000316,13,4,54,8,4,2,1,5,3,Pioneer Supplier 316,Northstar Supplier 316,2021-11-12,S000316,MXN,S000316,S000316,1,1,0.0316,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e8fccea2b105ec2a94c8812e87c70921e8fccea2b105ec2a94c8812e87c7092
317,S000317,53,16,85,11,4,12,11,2,1,Forge Supplier 317,Quartz Supplier 317,2021-11-13,S000317,JPY,S000317,S000317,1,1,0.0317,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d97b789fe2355d6f89d670382dde976cd97b789fe2355d6f89d670382dde976c
318,S000318,164,5,90,2,3,5,3,8,3,Cedar Supplier 318,Beacon Supplier 318,2021-11-14,S000318,USD,S000318,S000318,1,1,0.0318,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2830f83b9be578cbb57a4f30a7fafafd2830f83b9be578cbb57a4f30a7fafaf
