ProductionRunKey,ProductionRunNumber,ProductionWorkOrderKey,ProductionLotDispositionGroupKey,ProductionRunTypeKey,ProductionOrderStatusKey,ProductionRunName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
310,PR000310,189,61,7,12,Quartz ProductionRun 310,PR000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,968bd9af5ab95a87ad0d08b93d1553a2968bd9af5ab95a87ad0d08b93d1553a2
311,PR000311,104,401,3,11,Beacon ProductionRun 311,PR000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed4f754ce998523694c22b674c89a7b0ed4f754ce998523694c22b674c89a7b0
312,PR000312,186,115,10,7,Titan ProductionRun 312,PR000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57af4388be74522b960490030ddcb33457af4388be74522b960490030ddcb334
313,PR000313,96,425,2,3,Harbor ProductionRun 313,PR000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05b910dde51c5d68bd9f5145c461cc1f05b910dde51c5d68bd9f5145c461cc1f
314,PR000314,378,40,11,4,Cedar ProductionRun 314,PR000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fea8d4e06b353369d75ffa9636715a20fea8d4e06b353369d75ffa9636715a2
315,PR000315,229,407,7,12,Northstar ProductionRun 315,PR000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf84784d96695347a0b232590693aadbcf84784d96695347a0b232590693aadb
316,PR000316,482,268,6,1,Orion ProductionRun 316,PR000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45c3d22ccc035844b771485e831aac7745c3d22ccc035844b771485e831aac77
317,PR000317,271,261,9,9,Riverton ProductionRun 317,PR000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,199df51394d55955af76c0724ec3e60c199df51394d55955af76c0724ec3e60c
318,PR000318,70,177,1,6,Keystone ProductionRun 318,PR000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70f13214e36d5845829d77d8cfd2e68670f13214e36d5845829d77d8cfd2e686
319,PR000319,246,463,6,5,Riverton ProductionRun 319,PR000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17b7c11248a655eba174a0c0624a827217b7c11248a655eba174a0c0624a8272
320,PR000320,400,231,12,7,Forge ProductionRun 320,PR000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec33380066ea54619306931c8be11381ec33380066ea54619306931c8be11381
321,PR000321,250,220,3,6,Ion ProductionRun 321,PR000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6554e7c09bb75d308588a76cc0404a266554e7c09bb75d308588a76cc0404a26
322,PR000322,145,348,10,11,Evergreen ProductionRun 322,PR000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7bd851cf6d45e629ead92cc69589487d7bd851cf6d45e629ead92cc69589487
323,PR000323,303,153,1,2,Meridian ProductionRun 323,PR000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5470d74e6c105ed68044f592d12e82a95470d74e6c105ed68044f592d12e82a9
324,PR000324,244,35,7,3,Unity ProductionRun 324,PR000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9bff8ee8bda358d08b1b597d6b8ebe469bff8ee8bda358d08b1b597d6b8ebe46
325,PR000325,10,475,1,6,Delta ProductionRun 325,PR000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c50a00771445236a4ba78d4102c808b7c50a00771445236a4ba78d4102c808b
326,PR000326,12,214,5,6,Harbor ProductionRun 326,PR000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c17c59c851205914996e23b55cb9b760c17c59c851205914996e23b55cb9b760
327,PR000327,325,363,2,11,Riverton ProductionRun 327,PR000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1d981ab18af54bc943e7a6df8388e8da1d981ab18af54bc943e7a6df8388e8d
328,PR000328,79,136,12,8,Unity ProductionRun 328,PR000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4b1f2d173035f168059d0b2f09df71df4b1f2d173035f168059d0b2f09df71d
329,PR000329,450,255,5,7,Delta ProductionRun 329,PR000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8f56e9f5f225840966a6824e87277fbe8f56e9f5f225840966a6824e87277fb
330,PR000330,192,108,4,12,Harbor ProductionRun 330,PR000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,170d08112a405d7ea09abc201752479c170d08112a405d7ea09abc201752479c
331,PR000331,216,408,4,1,Zenith ProductionRun 331,PR000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8880e808acbe58ed92aacf13d9f7f3ca8880e808acbe58ed92aacf13d9f7f3ca
332,PR000332,151,311,3,1,Ion ProductionRun 332,PR000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6174ed9408a57918c34363b3ff796c5d6174ed9408a57918c34363b3ff796c5
333,PR000333,194,347,10,3,Riverton ProductionRun 333,PR000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbc261eb0dcb558abaedfa512b2bba72cbc261eb0dcb558abaedfa512b2bba72
334,PR000334,122,90,1,11,Pioneer ProductionRun 334,PR000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf289c51e75c56a9b20a5d2056829a5acf289c51e75c56a9b20a5d2056829a5a
335,PR000335,332,426,8,12,Summit ProductionRun 335,PR000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d747835b3828544ca72aad86c21b70c7d747835b3828544ca72aad86c21b70c7
336,PR000336,152,93,6,4,Granite ProductionRun 336,PR000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40e5fe4fa97a554f8568ccdd3d4a3af440e5fe4fa97a554f8568ccdd3d4a3af4
337,PR000337,95,341,12,4,Zenith ProductionRun 337,PR000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dc3e9c65bc6521e815e437cdc54ba8d4dc3e9c65bc6521e815e437cdc54ba8d
338,PR000338,28,67,2,11,Riverton ProductionRun 338,PR000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d98cdd83fac0575090b26173b6645cedd98cdd83fac0575090b26173b6645ced
339,PR000339,499,189,7,3,Cedar ProductionRun 339,PR000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b04546d9def5818bfebc6f22f7920739b04546d9def5818bfebc6f22f792073
340,PR000340,46,41,2,11,Summit ProductionRun 340,PR000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,562cdecefa0c5f169adc1e81622ff387562cdecefa0c5f169adc1e81622ff387
341,PR000341,409,335,12,11,Unity ProductionRun 341,PR000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e9efae242f35ccf867cd069db932e0c0e9efae242f35ccf867cd069db932e0c
342,PR000342,363,385,11,5,Atlas ProductionRun 342,PR000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e81191242d565425a1ca95f48668e4ace81191242d565425a1ca95f48668e4ac
343,PR000343,471,99,2,4,Liberty ProductionRun 343,PR000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8fa844e31725cec86d884c6b8ba31c9b8fa844e31725cec86d884c6b8ba31c9
344,PR000344,451,260,5,4,Riverton ProductionRun 344,PR000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77466fd73e8d58c8bd7a7ea43bbfee9977466fd73e8d58c8bd7a7ea43bbfee99
345,PR000345,393,402,6,12,Beacon ProductionRun 345,PR000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e937cefb73195e1bbafdc3e145e364afe937cefb73195e1bbafdc3e145e364af
346,PR000346,57,358,6,2,Ion ProductionRun 346,PR000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e330762642350cfa83c4711707518b00e330762642350cfa83c4711707518b0
347,PR000347,455,312,7,9,Delta ProductionRun 347,PR000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,025c928654e8540d9a951c222c8f039c025c928654e8540d9a951c222c8f039c
348,PR000348,496,395,3,6,Delta ProductionRun 348,PR000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40cc6f608f77564caa1e920b5b94608840cc6f608f77564caa1e920b5b946088
349,PR000349,209,309,11,9,Summit ProductionRun 349,PR000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a6b2be43dda56b981cb518dfdd9b92b2a6b2be43dda56b981cb518dfdd9b92b
350,PR000350,200,126,1,8,Beacon ProductionRun 350,PR000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,493c8dc03ebc51a19a52646ad3786d4b493c8dc03ebc51a19a52646ad3786d4b
351,PR000351,452,358,7,8,Unity ProductionRun 351,PR000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b70295174aa55781a8743a86259efe02b70295174aa55781a8743a86259efe02
352,PR000352,255,275,10,3,Summit ProductionRun 352,PR000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a09c6685f08c5bedb480694fa2ea91f7a09c6685f08c5bedb480694fa2ea91f7
353,PR000353,111,229,2,7,Pioneer ProductionRun 353,PR000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cf874b848255a69bc138bf93ba01dd78cf874b848255a69bc138bf93ba01dd7
354,PR000354,234,408,5,6,Vertex ProductionRun 354,PR000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72968a68c75b57e8b49f403ffda90c6772968a68c75b57e8b49f403ffda90c67
355,PR000355,152,136,7,8,Granite ProductionRun 355,PR000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,271b3b963e40572c8019f0a7dbeeb7c1271b3b963e40572c8019f0a7dbeeb7c1
356,PR000356,9,247,12,1,Evergreen ProductionRun 356,PR000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40d9ceeef4925409bb56400ad16370ca40d9ceeef4925409bb56400ad16370ca
357,PR000357,61,21,3,9,Harbor ProductionRun 357,PR000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8de921ee16435673810b0b4e9d39b70a8de921ee16435673810b0b4e9d39b70a
358,PR000358,140,478,1,2,Titan ProductionRun 358,PR000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,694cdf58f49c5e489b5d074490c44d3a694cdf58f49c5e489b5d074490c44d3a
359,PR000359,132,104,6,8,Forge ProductionRun 359,PR000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e288fb025b0d55b18ce0011e0050e6dee288fb025b0d55b18ce0011e0050e6de
360,PR000360,379,54,1,8,Pioneer ProductionRun 360,PR000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b4a84b184b854b39effe247a7ca4df40b4a84b184b854b39effe247a7ca4df4
361,PR000361,157,174,6,5,Atlas ProductionRun 361,PR000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52f5735208155162bf125c86f090e71052f5735208155162bf125c86f090e710
362,PR000362,131,216,9,2,Evergreen ProductionRun 362,PR000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97c239a302de591d8827500c29f5e5f297c239a302de591d8827500c29f5e5f2
363,PR000363,106,115,9,1,Zenith ProductionRun 363,PR000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02a9a2731bb2563eaa883f3ce50a842502a9a2731bb2563eaa883f3ce50a8425
364,PR000364,457,32,10,6,Willow ProductionRun 364,PR000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a84e28c16f00541b81ebfac3724fbdada84e28c16f00541b81ebfac3724fbdad
365,PR000365,377,135,8,4,Delta ProductionRun 365,PR000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7afb934d9a4a55dfb1af9f54e3bc7c3d7afb934d9a4a55dfb1af9f54e3bc7c3d
366,PR000366,415,87,4,8,Zenith ProductionRun 366,PR000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e835b358bdf55d0fb809daa2ba51510ee835b358bdf55d0fb809daa2ba51510e
367,PR000367,42,380,3,6,Orion ProductionRun 367,PR000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39340d97d84e5477bbdbed0aa8d0d2bd39340d97d84e5477bbdbed0aa8d0d2bd
368,PR000368,377,331,3,2,Summit ProductionRun 368,PR000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b352d551525f5f08b1d0a3e5033dd1efb352d551525f5f08b1d0a3e5033dd1ef
369,PR000369,128,229,7,10,Meridian ProductionRun 369,PR000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c9804c84b5c53f38142fb8682e5c48b9c9804c84b5c53f38142fb8682e5c48b
370,PR000370,396,174,12,12,Orion ProductionRun 370,PR000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7466fbf82225f928f39bfc6d2cf87a1c7466fbf82225f928f39bfc6d2cf87a1
371,PR000371,222,170,12,11,Beacon ProductionRun 371,PR000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b254cbd867245d269e4a3afa8b1e8cccb254cbd867245d269e4a3afa8b1e8ccc
372,PR000372,486,87,10,2,Liberty ProductionRun 372,PR000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dabedd7c70c5e23aaf63eed8b42be784dabedd7c70c5e23aaf63eed8b42be78
373,PR000373,427,260,8,9,Meridian ProductionRun 373,PR000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51d278e13ca05bf3836fb19e0d8f599151d278e13ca05bf3836fb19e0d8f5991
374,PR000374,222,361,2,3,Granite ProductionRun 374,PR000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd8da6f0bc4c5fbab469f8a8aa37ac51bd8da6f0bc4c5fbab469f8a8aa37ac51
375,PR000375,96,226,8,8,Atlas ProductionRun 375,PR000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4e9ca7e0b7e505095cd92214b1fd9c2a4e9ca7e0b7e505095cd92214b1fd9c2
376,PR000376,152,149,5,10,Harbor ProductionRun 376,PR000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40156efa928f571aae3a1878fda9a27440156efa928f571aae3a1878fda9a274
377,PR000377,305,86,2,4,Forge ProductionRun 377,PR000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1f71300790a555294ebf764d58bbb92a1f71300790a555294ebf764d58bbb92
378,PR000378,356,480,7,6,Evergreen ProductionRun 378,PR000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61b45d5978435e37ac0a11e87076a26a61b45d5978435e37ac0a11e87076a26a
379,PR000379,142,427,8,12,Delta ProductionRun 379,PR000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a4f16abdabc59a48e1276400a5eb9452a4f16abdabc59a48e1276400a5eb945
380,PR000380,168,11,10,12,Meridian ProductionRun 380,PR000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7daf785ba270551f992256d9950b893f7daf785ba270551f992256d9950b893f
381,PR000381,35,410,1,5,Summit ProductionRun 381,PR000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aabd0ba800a55624aa5a54dcffc152f2aabd0ba800a55624aa5a54dcffc152f2
382,PR000382,318,452,8,12,Northstar ProductionRun 382,PR000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0676bc2b67c85afdb4b7a812cc0b85c50676bc2b67c85afdb4b7a812cc0b85c5
383,PR000383,260,225,2,10,Titan ProductionRun 383,PR000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de43a472bb335e0b942208e98cfa4307de43a472bb335e0b942208e98cfa4307
384,PR000384,103,138,4,6,Titan ProductionRun 384,PR000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ac506c111ea5da29534930c4ed18db94ac506c111ea5da29534930c4ed18db9
385,PR000385,346,163,7,6,Cedar ProductionRun 385,PR000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2533bc93390e5587a7e145ec21604d762533bc93390e5587a7e145ec21604d76
386,PR000386,240,439,8,7,Forge ProductionRun 386,PR000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbe6d794892250179cdaf81607770e0adbe6d794892250179cdaf81607770e0a
387,PR000387,441,259,5,12,Harbor ProductionRun 387,PR000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88844dab28965c1ab5101ed702f7f2a088844dab28965c1ab5101ed702f7f2a0
388,PR000388,131,350,9,5,Keystone ProductionRun 388,PR000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eeed7a5e1dd95c3a839b4989bd0a5656eeed7a5e1dd95c3a839b4989bd0a5656
389,PR000389,232,470,3,3,Northstar ProductionRun 389,PR000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3d878b1587658c28f2091cff84a4ebfb3d878b1587658c28f2091cff84a4ebf
390,PR000390,346,329,2,8,Pioneer ProductionRun 390,PR000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa4216d3a1ab50629ccce67cee5ab268fa4216d3a1ab50629ccce67cee5ab268
391,PR000391,380,314,12,12,Vertex ProductionRun 391,PR000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c598feebc1e4510799730e34dcd5b417c598feebc1e4510799730e34dcd5b417
392,PR000392,416,4,10,5,Keystone ProductionRun 392,PR000392,1,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b282c3e48b05af290ad4e545100dd3c1b282c3e48b05af290ad4e545100dd3c
393,PR000393,292,194,2,4,Zenith ProductionRun 393,PR000393,1,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf4b03fb68e55e58b7be0f01e36c0afecf4b03fb68e55e58b7be0f01e36c0afe
394,PR000394,431,337,1,11,Northstar ProductionRun 394,PR000394,1,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1a828d7b6db55738e35e47bbaff7374b1a828d7b6db55738e35e47bbaff7374
395,PR000395,467,470,11,11,Titan ProductionRun 395,PR000395,0,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5b2549eef9b5e61b33dc09b36d6868bd5b2549eef9b5e61b33dc09b36d6868b
396,PR000396,82,297,6,12,Northstar ProductionRun 396,PR000396,1,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36639f4fb8da56a6a6aae482fc0666c836639f4fb8da56a6a6aae482fc0666c8
397,PR000397,290,247,3,6,Summit ProductionRun 397,PR000397,1,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4cf92fea6a65afdb4a68cdce8b6a483b4cf92fea6a65afdb4a68cdce8b6a483
398,PR000398,95,236,6,2,Ion ProductionRun 398,PR000398,1,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,864f81c4836759659d69c1efd0ae5708864f81c4836759659d69c1efd0ae5708
399,PR000399,55,390,7,7,Pioneer ProductionRun 399,PR000399,1,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7279a5d7ffc15889bf3cf7e45985f0897279a5d7ffc15889bf3cf7e45985f089
400,PR000400,481,272,3,6,Pioneer ProductionRun 400,PR000400,0,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,259e9815ac295500ba0c1446add958a0259e9815ac295500ba0c1446add958a0
401,PR000401,71,356,12,11,Willow ProductionRun 401,PR000401,1,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24728111a3a55c88b3f904e1b101ccd524728111a3a55c88b3f904e1b101ccd5
402,PR000402,414,243,11,3,Northstar ProductionRun 402,PR000402,1,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a6feb737ed35c2d9d5af458934ac38f4a6feb737ed35c2d9d5af458934ac38f
403,PR000403,141,392,10,11,Forge ProductionRun 403,PR000403,1,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e14884fb8a465cc3b75d410476eee260e14884fb8a465cc3b75d410476eee260
404,PR000404,450,231,8,9,Orion ProductionRun 404,PR000404,1,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d26c1f96b9fd5b08858cceaf3505c698d26c1f96b9fd5b08858cceaf3505c698
405,PR000405,72,92,6,7,Titan ProductionRun 405,PR000405,0,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d33ca20578515c0f9f8e011ecbef0b0bd33ca20578515c0f9f8e011ecbef0b0b
406,PR000406,264,96,5,9,Pioneer ProductionRun 406,PR000406,1,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c9d90f4f7b45a8bae61ee6d0a2f5f874c9d90f4f7b45a8bae61ee6d0a2f5f87
407,PR000407,327,277,6,12,Forge ProductionRun 407,PR000407,1,567.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ea8d31f37815e94930756542d668b075ea8d31f37815e94930756542d668b07
408,PR000408,259,269,1,12,Cedar ProductionRun 408,PR000408,1,568.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c870034aeb452f489aa8912c0e1a5787c870034aeb452f489aa8912c0e1a578
409,PR000409,145,486,3,12,Keystone ProductionRun 409,PR000409,1,570.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,567921c108e65bc694d5e2d531febabc567921c108e65bc694d5e2d531febabc
410,PR000410,30,176,10,11,Riverton ProductionRun 410,PR000410,0,571.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44429b21f70755bbaa0fee4ce99687bf44429b21f70755bbaa0fee4ce99687bf
411,PR000411,479,337,4,11,Keystone ProductionRun 411,PR000411,1,573.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07c6e79a91c35a3eadf497654525a51907c6e79a91c35a3eadf497654525a519
412,PR000412,269,92,4,9,Delta ProductionRun 412,PR000412,1,574.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d852166e7b9c566b9d356de55e1cbb5dd852166e7b9c566b9d356de55e1cbb5d
413,PR000413,299,337,1,2,Orion ProductionRun 413,PR000413,1,575.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86fbb4ede1a95dcc8bde3549619fdd9686fbb4ede1a95dcc8bde3549619fdd96
