EnergyEfficiencyProjectKey,EfficiencyProjectNumber,PlantKey,EnergyEfficiencyMeasureKey,CostCenterKey,EnergyEfficiencyProjectStatusKey,CurrencyKey,EfficiencyProjectName,EstimatedSavingsAmount,EstimatedAnnualSavingsQuantity,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
293,EEP000293,136,118,335,6,2,Willow EnergyEfficiencyProject 293,411.4100,205.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dd1176c221e5336b4e186872e61749c5dd1176c221e5336b4e186872e61749c
294,EEP000294,244,17,357,7,3,Cedar EnergyEfficiencyProject 294,412.7800,205.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,074322a5866357ba8fdc7f18a395a576074322a5866357ba8fdc7f18a395a576
295,EEP000295,287,373,170,1,4,Riverton EnergyEfficiencyProject 295,414.1500,206.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,373f6ebd716a57d68355c124702f9356373f6ebd716a57d68355c124702f9356
296,EEP000296,47,345,124,4,2,Liberty EnergyEfficiencyProject 296,415.5200,207.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd3dd3afa30456d18e4527229335db35fd3dd3afa30456d18e4527229335db35
297,EEP000297,332,457,429,1,1,Orion EnergyEfficiencyProject 297,416.8900,208.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,496d992163d45b67a6c97e59cbd93439496d992163d45b67a6c97e59cbd93439
298,EEP000298,206,54,57,1,3,Orion EnergyEfficiencyProject 298,418.2600,208.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c95ec0c97d9f5c4c888953f69491eaa7c95ec0c97d9f5c4c888953f69491eaa7
299,EEP000299,292,200,181,7,2,Harbor EnergyEfficiencyProject 299,419.6300,209.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f8a5e66081858c0bccde341acfcf32a1f8a5e66081858c0bccde341acfcf32a
300,EEP000300,40,32,358,6,2,Cedar EnergyEfficiencyProject 300,421.0000,210.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56444b941fbf5ae3a85fc0b605369ad156444b941fbf5ae3a85fc0b605369ad1
301,EEP000301,210,59,458,3,2,Northstar EnergyEfficiencyProject 301,422.3700,210.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce239e59385e5e998312e9575dfac5aace239e59385e5e998312e9575dfac5aa
302,EEP000302,174,278,335,2,3,Ion EnergyEfficiencyProject 302,423.7400,211.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9ce823a717a534292a75406a972a77de9ce823a717a534292a75406a972a77d
303,EEP000303,11,204,444,4,3,Junction EnergyEfficiencyProject 303,425.1100,212.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ead198a26760578caafb2d721a0f0c4fead198a26760578caafb2d721a0f0c4f
304,EEP000304,121,49,240,4,4,Harbor EnergyEfficiencyProject 304,426.4800,212.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,652f304cfdfd5a0a9efeed8cbe688d88652f304cfdfd5a0a9efeed8cbe688d88
305,EEP000305,292,396,60,2,4,Liberty EnergyEfficiencyProject 305,427.8500,213.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a19b157c06be57df99d70b74939ced9da19b157c06be57df99d70b74939ced9d
306,EEP000306,328,148,-1,8,5,Harbor EnergyEfficiencyProject 306,429.2200,214.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75419d9be5c8550c8dc1a5132767d69c75419d9be5c8550c8dc1a5132767d69c
307,EEP000307,116,465,35,8,1,Pioneer EnergyEfficiencyProject 307,430.5900,215.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f49bc6080fb5c10985be386e6035dd24f49bc6080fb5c10985be386e6035dd2
308,EEP000308,89,39,293,4,2,Beacon EnergyEfficiencyProject 308,431.9600,215.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e7e32ae8168521badf8f4f78d0b234c7e7e32ae8168521badf8f4f78d0b234c
309,EEP000309,187,46,69,7,5,Beacon EnergyEfficiencyProject 309,433.3300,216.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e5ae9fcba5d562d89de521c38c1f0ac3e5ae9fcba5d562d89de521c38c1f0ac
310,EEP000310,24,110,294,1,3,Junction EnergyEfficiencyProject 310,434.7000,217.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59d28d15a6e352e2811d989b2956a21659d28d15a6e352e2811d989b2956a216
311,EEP000311,101,425,142,3,4,Cedar EnergyEfficiencyProject 311,436.0700,217.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94e2759cbe765d23a224c9d57311b7b094e2759cbe765d23a224c9d57311b7b0
312,EEP000312,233,46,426,1,3,Meridian EnergyEfficiencyProject 312,437.4400,218.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2ef4e1d70025b0f9148b087e7c8dba4e2ef4e1d70025b0f9148b087e7c8dba4
313,EEP000313,135,44,28,2,3,Delta EnergyEfficiencyProject 313,438.8100,219.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6affbf508e55a218487c2f5a4f26951c6affbf508e55a218487c2f5a4f26951
314,EEP000314,336,227,277,8,4,Zenith EnergyEfficiencyProject 314,440.1800,219.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5c464a5143f5750a6ab9d511b7613aae5c464a5143f5750a6ab9d511b7613aa
315,EEP000315,307,487,196,6,3,Beacon EnergyEfficiencyProject 315,441.5500,220.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fae590c645a157469c25794d6751e60efae590c645a157469c25794d6751e60e
316,EEP000316,7,175,251,8,2,Granite EnergyEfficiencyProject 316,442.9200,221.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2865cdc74dac553daa0da214b427d2be2865cdc74dac553daa0da214b427d2be
317,EEP000317,180,216,107,4,1,Orion EnergyEfficiencyProject 317,444.2900,222.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,811c092e201e5bc2ba6b830736d5f34a811c092e201e5bc2ba6b830736d5f34a
318,EEP000318,70,279,182,8,3,Orion EnergyEfficiencyProject 318,445.6600,222.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69699ee4f9de5ab3ab6dc70ce30f175c69699ee4f9de5ab3ab6dc70ce30f175c
319,EEP000319,296,461,422,3,2,Harbor EnergyEfficiencyProject 319,447.0300,223.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14a9db50d8505b4eb19c612957ee8a9c14a9db50d8505b4eb19c612957ee8a9c
320,EEP000320,169,301,293,8,1,Zenith EnergyEfficiencyProject 320,448.4000,224.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04c03fa069dd56e894f7d70421d19a8104c03fa069dd56e894f7d70421d19a81
321,EEP000321,210,259,458,6,1,Junction EnergyEfficiencyProject 321,449.7700,224.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,314db793e4cd5239972f641b6043b5b0314db793e4cd5239972f641b6043b5b0
322,EEP000322,243,226,213,1,4,Delta EnergyEfficiencyProject 322,451.1400,225.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c169e45f2008594ba4c604581dd503d0c169e45f2008594ba4c604581dd503d0
323,EEP000323,108,484,-1,4,2,Atlas EnergyEfficiencyProject 323,452.5100,226.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,863d688561ef54c882a92aabad0905b6863d688561ef54c882a92aabad0905b6
324,EEP000324,198,225,105,5,3,Pioneer EnergyEfficiencyProject 324,453.8800,226.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a571898ca24454e58332df5bfa358d2da571898ca24454e58332df5bfa358d2d
325,EEP000325,119,207,325,5,1,Keystone EnergyEfficiencyProject 325,455.2500,227.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b67a6e7ffe9505b92dd2433679b47a58b67a6e7ffe9505b92dd2433679b47a5
326,EEP000326,229,123,349,7,5,Evergreen EnergyEfficiencyProject 326,456.6200,228.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,597900c85a7957acb0c9c366571aa314597900c85a7957acb0c9c366571aa314
327,EEP000327,253,300,351,3,2,Evergreen EnergyEfficiencyProject 327,457.9900,229.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e5fad3e6c5d50c99fe18d3d616554805e5fad3e6c5d50c99fe18d3d61655480
328,EEP000328,325,388,174,3,5,Titan EnergyEfficiencyProject 328,459.3600,229.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc72300e242459018e73efe0352acf2edc72300e242459018e73efe0352acf2e
329,EEP000329,78,400,169,3,1,Willow EnergyEfficiencyProject 329,460.7300,230.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c52a306ecb45e9ebe3b4095fe928dcd2c52a306ecb45e9ebe3b4095fe928dcd
330,EEP000330,122,411,479,7,3,Vertex EnergyEfficiencyProject 330,462.1000,231.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afa9eed7023b5e3ba473d50886835277afa9eed7023b5e3ba473d50886835277
331,EEP000331,51,36,326,2,5,Beacon EnergyEfficiencyProject 331,463.4700,231.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26aa05862c2c5e6a9673bb137790af8026aa05862c2c5e6a9673bb137790af80
332,EEP000332,160,19,375,5,3,Pioneer EnergyEfficiencyProject 332,464.8400,232.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb9ed71d71645dddaeee0efa7ea6563abb9ed71d71645dddaeee0efa7ea6563a
333,EEP000333,250,17,200,1,2,Quartz EnergyEfficiencyProject 333,466.2100,233.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59ecc58d48805ab48be10d22e6c5f18359ecc58d48805ab48be10d22e6c5f183
334,EEP000334,93,293,81,5,1,Willow EnergyEfficiencyProject 334,467.5800,233.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f20f2e3fea15f3ba305fe1b2d2f668c6f20f2e3fea15f3ba305fe1b2d2f668c
335,EEP000335,131,111,184,5,1,Meridian EnergyEfficiencyProject 335,468.9500,234.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d32f2d2e0cc52c99ca4571df66c7de84d32f2d2e0cc52c99ca4571df66c7de8
336,EEP000336,329,448,47,2,5,Pioneer EnergyEfficiencyProject 336,470.3200,235.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,475929e4fd025e87b6be32f157d03d07475929e4fd025e87b6be32f157d03d07
337,EEP000337,321,461,257,7,4,Zenith EnergyEfficiencyProject 337,471.6900,236.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df0d26d4047e5dfa82855c814256ae85df0d26d4047e5dfa82855c814256ae85
338,EEP000338,214,431,290,1,2,Willow EnergyEfficiencyProject 338,473.0600,236.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6172d6206829517ea9499c14d7d8f8146172d6206829517ea9499c14d7d8f814
339,EEP000339,134,133,197,4,2,Forge EnergyEfficiencyProject 339,474.4300,237.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d64ea1e83cba5e7d9d3c9e682e35f1b1d64ea1e83cba5e7d9d3c9e682e35f1b1
340,EEP000340,274,204,-1,4,1,Harbor EnergyEfficiencyProject 340,475.8000,238.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67d76812f6fb57c7bfab128ac72781dd67d76812f6fb57c7bfab128ac72781dd
341,EEP000341,133,220,102,1,4,Zenith EnergyEfficiencyProject 341,477.1700,238.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf9ab71519eb5d40a1c3c8be4309adedbf9ab71519eb5d40a1c3c8be4309aded
342,EEP000342,201,462,212,5,3,Titan EnergyEfficiencyProject 342,478.5400,239.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6fc7d2029bc548c8945a1734b9fa990a6fc7d2029bc548c8945a1734b9fa990
343,EEP000343,266,323,97,1,5,Liberty EnergyEfficiencyProject 343,479.9100,240.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74a02f4a5ce359bb91bce25a6822e32e74a02f4a5ce359bb91bce25a6822e32e
344,EEP000344,12,54,364,2,3,Junction EnergyEfficiencyProject 344,481.2800,240.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d295a282a31c5d9fa080e12e5fd518b1d295a282a31c5d9fa080e12e5fd518b1
345,EEP000345,42,327,478,5,3,Granite EnergyEfficiencyProject 345,482.6500,241.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f019c743b6f5544db033f8cebd0a9fe2f019c743b6f5544db033f8cebd0a9fe2
346,EEP000346,59,394,200,3,4,Unity EnergyEfficiencyProject 346,484.0200,242.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d50b1e08c095438acc8ab1ec52588d32d50b1e08c095438acc8ab1ec52588d3
347,EEP000347,317,234,91,5,2,Cedar EnergyEfficiencyProject 347,485.3900,243.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5fc44165b85556afb03b75b12edd01ab5fc44165b85556afb03b75b12edd01ab
348,EEP000348,347,391,351,5,5,Willow EnergyEfficiencyProject 348,486.7600,243.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,469b84ff514a5be1aea8c1911186cc86469b84ff514a5be1aea8c1911186cc86
349,EEP000349,341,384,481,1,1,Delta EnergyEfficiencyProject 349,488.1300,244.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24840c8a8127518c9e69039a974896a824840c8a8127518c9e69039a974896a8
350,EEP000350,131,354,353,3,2,Evergreen EnergyEfficiencyProject 350,489.5000,245.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a97a1b23126655c3a68785d515ebcb39a97a1b23126655c3a68785d515ebcb39
351,EEP000351,101,195,185,7,1,Vertex EnergyEfficiencyProject 351,490.8700,245.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f6055d5db055f5f9ab2ca7674b45a250f6055d5db055f5f9ab2ca7674b45a25
352,EEP000352,234,357,267,3,1,Granite EnergyEfficiencyProject 352,492.2400,246.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae71eed032d1551eaf2c285c4759e457ae71eed032d1551eaf2c285c4759e457
353,EEP000353,61,78,117,8,3,Junction EnergyEfficiencyProject 353,493.6100,247.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f08d8ee19e5b5bb8b9535eb4eb58d081f08d8ee19e5b5bb8b9535eb4eb58d081
354,EEP000354,211,112,396,4,4,Titan EnergyEfficiencyProject 354,494.9800,247.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfbc2d7b12495239a5295d4b7289a937cfbc2d7b12495239a5295d4b7289a937
355,EEP000355,343,389,473,1,3,Keystone EnergyEfficiencyProject 355,496.3500,248.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdefa461d9d85707a38644d2881afdd6fdefa461d9d85707a38644d2881afdd6
356,EEP000356,236,131,67,6,5,Willow EnergyEfficiencyProject 356,497.7200,249.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c5ffb2e7be85720898670529d5112099c5ffb2e7be85720898670529d511209
357,EEP000357,293,261,-1,7,5,Summit EnergyEfficiencyProject 357,499.0900,250.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d138f815953a585b9719a3292f737df7d138f815953a585b9719a3292f737df7
358,EEP000358,140,64,78,2,1,Northstar EnergyEfficiencyProject 358,500.4600,250.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b45ed9bda5fd54bab1903641698cd727b45ed9bda5fd54bab1903641698cd727
359,EEP000359,63,416,379,8,5,Liberty EnergyEfficiencyProject 359,501.8300,251.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,414c7a8f4a06509fbc27f5be9421f939414c7a8f4a06509fbc27f5be9421f939
360,EEP000360,24,345,249,8,1,Delta EnergyEfficiencyProject 360,503.2000,252.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5757247a10154e3a6e234077e0779d7a5757247a10154e3a6e234077e0779d7
361,EEP000361,125,64,213,4,4,Riverton EnergyEfficiencyProject 361,504.5700,252.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe2189d09f0155e79008132481a0c938fe2189d09f0155e79008132481a0c938
362,EEP000362,201,86,100,6,4,Willow EnergyEfficiencyProject 362,505.9400,253.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67c9f386660a571d9a6ee052d0c31e6e67c9f386660a571d9a6ee052d0c31e6e
363,EEP000363,195,179,148,7,3,Evergreen EnergyEfficiencyProject 363,507.3100,254.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5ed9cf589e859baa069d0bf8ba95044a5ed9cf589e859baa069d0bf8ba95044
364,EEP000364,292,235,75,8,5,Delta EnergyEfficiencyProject 364,508.6800,254.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aaa6bb7277ae5966be326878cb8fb475aaa6bb7277ae5966be326878cb8fb475
365,EEP000365,114,179,197,7,2,Ion EnergyEfficiencyProject 365,510.0500,255.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27934919eb6353c48069703a4b6cfd1f27934919eb6353c48069703a4b6cfd1f
366,EEP000366,63,103,151,4,3,Evergreen EnergyEfficiencyProject 366,511.4200,256.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ffb8f9fb7835b2fb4db8590eb28f7471ffb8f9fb7835b2fb4db8590eb28f747
367,EEP000367,61,88,358,3,4,Ion EnergyEfficiencyProject 367,512.7900,257.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94a7c9dd572a5885b05109ea719b268494a7c9dd572a5885b05109ea719b2684
368,EEP000368,80,381,63,3,5,Keystone EnergyEfficiencyProject 368,514.1600,257.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b612a084cda56489803b1bac6992c255b612a084cda56489803b1bac6992c25
369,EEP000369,183,10,211,6,2,Quartz EnergyEfficiencyProject 369,515.5300,258.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36e4287b4f1e508a963c9b1c8ea2ab0d36e4287b4f1e508a963c9b1c8ea2ab0d
370,EEP000370,30,254,25,6,4,Vertex EnergyEfficiencyProject 370,516.9000,259.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec58803d7d17500caa19cc614a628755ec58803d7d17500caa19cc614a628755
371,EEP000371,100,33,285,4,3,Titan EnergyEfficiencyProject 371,518.2700,259.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdacd1021b835f528f357a14735d6edffdacd1021b835f528f357a14735d6edf
372,EEP000372,47,415,349,8,3,Orion EnergyEfficiencyProject 372,519.6400,260.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3226ef5e5413565381abe564db1439ef3226ef5e5413565381abe564db1439ef
373,EEP000373,267,403,232,1,2,Northstar EnergyEfficiencyProject 373,521.0100,261.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,073d80edad21575ab92eceddaf2893b2073d80edad21575ab92eceddaf2893b2
374,EEP000374,118,447,-1,4,4,Quartz EnergyEfficiencyProject 374,522.3800,261.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf1e4c2ac361542896db1c4e926b49a1cf1e4c2ac361542896db1c4e926b49a1
375,EEP000375,308,307,456,5,5,Harbor EnergyEfficiencyProject 375,523.7500,262.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cf066c8d03c550b9bd04398e1338e572cf066c8d03c550b9bd04398e1338e57
376,EEP000376,170,403,380,5,4,Orion EnergyEfficiencyProject 376,525.1200,263.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d373dfe68195faca88a5b802ed192542d373dfe68195faca88a5b802ed19254
377,EEP000377,26,152,476,7,3,Willow EnergyEfficiencyProject 377,526.4900,264.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae48d8792c65568a91bc505857b8c346ae48d8792c65568a91bc505857b8c346
378,EEP000378,23,379,439,3,1,Keystone EnergyEfficiencyProject 378,527.8600,264.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78e275dd3de051fa9dc561a60cc6b04078e275dd3de051fa9dc561a60cc6b040
379,EEP000379,2,241,467,5,1,Granite EnergyEfficiencyProject 379,529.2300,265.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b0caae582c55c1ead7cd3a1c060034d9b0caae582c55c1ead7cd3a1c060034d
380,EEP000380,77,177,71,7,1,Riverton EnergyEfficiencyProject 380,530.6000,266.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f96e8df8939751a1a54ad3b755eecce3f96e8df8939751a1a54ad3b755eecce3
381,EEP000381,257,10,393,2,1,Summit EnergyEfficiencyProject 381,531.9700,266.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae388ec1f8e7528b9cc163880cf70973ae388ec1f8e7528b9cc163880cf70973
382,EEP000382,43,275,460,2,3,Harbor EnergyEfficiencyProject 382,533.3400,267.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfba485b71be5230801fe9f31e110528bfba485b71be5230801fe9f31e110528
383,EEP000383,250,415,293,1,2,Evergreen EnergyEfficiencyProject 383,534.7100,268.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db0602cf684054e7850c62a6ae670bcbdb0602cf684054e7850c62a6ae670bcb
384,EEP000384,260,393,468,6,1,Northstar EnergyEfficiencyProject 384,536.0800,268.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e7dc4c1780955b3b42dee69e0c6a7131e7dc4c1780955b3b42dee69e0c6a713
385,EEP000385,314,94,422,5,2,Northstar EnergyEfficiencyProject 385,537.4500,269.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b1463aaa0ef58f58c5dae06ed65275c0b1463aaa0ef58f58c5dae06ed65275c
386,EEP000386,148,61,442,4,1,Vertex EnergyEfficiencyProject 386,538.8200,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f5070413b505bae99244a6c399ca3536f5070413b505bae99244a6c399ca353
387,EEP000387,342,328,65,7,4,Vertex EnergyEfficiencyProject 387,540.1900,271.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c8d4ea8259059c989a6cfde4d388d0b8c8d4ea8259059c989a6cfde4d388d0b
388,EEP000388,46,414,60,7,2,Liberty EnergyEfficiencyProject 388,541.5600,271.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f0c2badc47654d389b3fa2abc1193225f0c2badc47654d389b3fa2abc119322
389,EEP000389,64,315,377,6,3,Willow EnergyEfficiencyProject 389,542.9300,272.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1227b2043795dfaa28f50088b334591e1227b2043795dfaa28f50088b334591
390,EEP000390,332,222,38,2,4,Riverton EnergyEfficiencyProject 390,544.3000,273.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3f4328777ec5f1d8b5f2b8b80b68347e3f4328777ec5f1d8b5f2b8b80b68347
