CustomerKey,CustomerNumber,GeoPostalCodeKey,CustomerSegmentKey,CustomerChannelKey,CustomerGroupKey,CurrencyKey,IncotermCodeKey,PaymentTermKey,CustomerStatusKey,RecordStatusKey,CustomerName,CustomerLegalName,AccountOpenedDate,CreditLimitAmount,CreditHoldFlag,TaxRegistrationNumber,DefaultCurrencyCode,DefaultIncotermCode,DefaultPaymentTermCode,StrategicAccountFlag,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
242,C000242,275,4,10,25,2,10,6,10,1,Keystone Customer 242,Beacon Customer 242,2021-08-30,341.5400,1,C000242,GBP,C000242,C000242,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83facfdc86d750e0915d9ca65a29528983facfdc86d750e0915d9ca65a295289
243,C000243,303,420,28,2,2,1,11,1,3,Cedar Customer 243,Granite Customer 243,2021-08-31,342.9100,1,C000243,CAD,C000243,C000243,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef80880c41275641ac22a2f767acfdf5ef80880c41275641ac22a2f767acfdf5
244,C000244,328,305,31,222,1,5,9,9,1,Quartz Customer 244,Forge Customer 244,2021-09-01,344.2800,1,C000244,MXN,C000244,C000244,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,286a1ee7d74f5e3298e13321c260a75f286a1ee7d74f5e3298e13321c260a75f
245,C000245,433,342,55,396,4,11,7,1,3,Keystone Customer 245,Meridian Customer 245,2021-09-02,345.6500,0,C000245,JPY,C000245,C000245,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aaf9bd2d0e0457649a76d7763bbbedeaaaf9bd2d0e0457649a76d7763bbbedea
246,C000246,122,496,20,154,2,10,13,4,3,Atlas Customer 246,Evergreen Customer 246,2021-09-03,347.0200,1,C000246,USD,C000246,C000246,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,331f48fa3a335f98a0040b331433a4af331f48fa3a335f98a0040b331433a4af
247,C000247,399,360,6,46,1,8,8,8,2,Liberty Customer 247,Meridian Customer 247,2021-09-04,348.3900,1,C000247,EUR,C000247,C000247,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60b66aaae7515c979638f41169f55d4560b66aaae7515c979638f41169f55d45
248,C000248,495,95,61,76,1,9,1,2,3,Evergreen Customer 248,Delta Customer 248,2021-09-05,349.7600,1,C000248,GBP,C000248,C000248,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b01fe7e6b2b56ce8c6bc18eb22dfc757b01fe7e6b2b56ce8c6bc18eb22dfc75
249,C000249,440,109,20,380,2,14,14,7,2,Junction Customer 249,Willow Customer 249,2021-09-06,351.1300,1,C000249,CAD,C000249,C000249,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3acd0b5db477597c918c751d390340433acd0b5db477597c918c751d39034043
250,C000250,317,93,77,323,2,15,8,9,3,Evergreen Customer 250,Northstar Customer 250,2021-09-07,352.5000,0,C000250,MXN,C000250,C000250,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cca5484fa4e35665b4f09ec101f0c9f9cca5484fa4e35665b4f09ec101f0c9f9
251,C000251,181,58,15,239,4,1,18,4,3,Unity Customer 251,Zenith Customer 251,2021-09-08,353.8700,1,C000251,JPY,C000251,C000251,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ca0b8aee4355b53874c22bc380aec690ca0b8aee4355b53874c22bc380aec69
252,C000252,161,349,32,240,5,5,14,6,2,Forge Customer 252,Pioneer Customer 252,2021-09-09,355.2400,1,C000252,USD,C000252,C000252,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ea4307649ca52deba77cf0b222cdb2f0ea4307649ca52deba77cf0b222cdb2f
253,C000253,88,327,37,59,5,9,4,8,1,Cedar Customer 253,Zenith Customer 253,2021-09-10,356.6100,1,C000253,EUR,C000253,C000253,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c950cd73d315973ad2f7e347e9708c01c950cd73d315973ad2f7e347e9708c0
254,C000254,214,176,54,279,3,7,17,1,3,Delta Customer 254,Beacon Customer 254,2021-09-11,357.9800,1,C000254,GBP,C000254,C000254,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1240c4c7a5c059d9bb6dccf62c321b2d1240c4c7a5c059d9bb6dccf62c321b2d
255,C000255,317,12,69,18,5,6,12,3,2,Granite Customer 255,Willow Customer 255,2021-09-12,359.3500,0,C000255,CAD,C000255,C000255,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,301634c21168599aa543f164194e3a6e301634c21168599aa543f164194e3a6e
256,C000256,345,219,60,348,3,1,14,6,3,Summit Customer 256,Unity Customer 256,2021-09-13,360.7200,1,C000256,MXN,C000256,C000256,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89dd098eeef15012b7a7774a509dfa0889dd098eeef15012b7a7774a509dfa08
257,C000257,392,205,48,332,3,3,9,1,2,Summit Customer 257,Pioneer Customer 257,2021-09-14,362.0900,1,C000257,JPY,C000257,C000257,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a176a2e6503562094cf82d951500a869a176a2e6503562094cf82d951500a86
258,C000258,493,436,4,90,5,4,1,1,3,Titan Customer 258,Junction Customer 258,2021-09-15,363.4600,1,C000258,USD,C000258,C000258,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cdc0c04eb9154a7bcf11b6fbfdbc2342cdc0c04eb9154a7bcf11b6fbfdbc234
259,C000259,498,164,47,268,5,3,6,9,1,Harbor Customer 259,Vertex Customer 259,2021-09-16,364.8300,1,C000259,EUR,C000259,C000259,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a400fb33b8bc5eb9b4c3a555a627a52aa400fb33b8bc5eb9b4c3a555a627a52a
260,C000260,272,90,68,359,4,4,5,4,1,Riverton Customer 260,Willow Customer 260,2021-09-17,366.2000,0,C000260,GBP,C000260,C000260,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9bc9dfee15d59c880912bb40025de34b9bc9dfee15d59c880912bb40025de34
261,C000261,63,439,46,306,4,2,12,8,3,Quartz Customer 261,Orion Customer 261,2021-09-18,367.5700,1,C000261,CAD,C000261,C000261,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6df7bedabf25465a3a3cf3b84e405a9a6df7bedabf25465a3a3cf3b84e405a9
262,C000262,464,236,48,391,5,6,5,1,3,Evergreen Customer 262,Keystone Customer 262,2021-09-19,368.9400,1,C000262,MXN,C000262,C000262,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73048d167c4c57b1b73cbf06b8887b6773048d167c4c57b1b73cbf06b8887b67
263,C000263,469,32,37,212,3,16,10,9,2,Liberty Customer 263,Evergreen Customer 263,2021-09-20,370.3100,1,C000263,JPY,C000263,C000263,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74cc0c038ae859218dbd9515ded4142e74cc0c038ae859218dbd9515ded4142e
264,C000264,303,387,53,147,1,13,14,8,1,Ion Customer 264,Junction Customer 264,2021-09-21,371.6800,1,C000264,USD,C000264,C000264,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c3d81f1ef995e7ab5113e87eb77e1247c3d81f1ef995e7ab5113e87eb77e124
265,C000265,424,96,6,121,5,4,6,5,3,Junction Customer 265,Liberty Customer 265,2021-09-22,373.0500,0,C000265,EUR,C000265,C000265,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8afb050642a500ca607018be1f787a1f8afb050642a500ca607018be1f787a1
266,C000266,418,279,57,182,2,10,8,6,4,Summit Customer 266,Zenith Customer 266,2021-09-23,374.4200,1,C000266,GBP,C000266,C000266,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a344eae0e1c56aa9dd0daca5f4f14ad2a344eae0e1c56aa9dd0daca5f4f14ad
267,C000267,373,2,31,371,1,13,13,1,3,Riverton Customer 267,Junction Customer 267,2021-09-24,375.7900,1,C000267,CAD,C000267,C000267,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4d2e325451e504a84b4fbd662eac7c9e4d2e325451e504a84b4fbd662eac7c9
268,C000268,317,427,14,162,2,8,13,10,3,Forge Customer 268,Orion Customer 268,2021-09-25,377.1600,1,C000268,MXN,C000268,C000268,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52dfad73857450fdb174c68af583ddac52dfad73857450fdb174c68af583ddac
269,C000269,475,215,9,237,4,3,6,9,4,Titan Customer 269,Zenith Customer 269,2021-09-26,378.5300,1,C000269,JPY,C000269,C000269,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4ec6a5aaead50c6b2babb4e2a85beeba4ec6a5aaead50c6b2babb4e2a85beeb
270,C000270,375,205,71,146,2,7,18,10,2,Meridian Customer 270,Harbor Customer 270,2021-09-27,379.9000,0,C000270,USD,C000270,C000270,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e948a7b44df952299e0a499150861287e948a7b44df952299e0a499150861287
271,C000271,412,164,7,45,5,9,7,1,3,Northstar Customer 271,Willow Customer 271,2021-09-28,381.2700,1,C000271,EUR,C000271,C000271,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac2d1119d7be5888a36fea7399543a2dac2d1119d7be5888a36fea7399543a2d
272,C000272,43,387,71,181,1,16,12,3,4,Vertex Customer 272,Delta Customer 272,2021-09-29,382.6400,1,C000272,GBP,C000272,C000272,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc3101e10a6f52a6bf2012faa59151a3bc3101e10a6f52a6bf2012faa59151a3
273,C000273,399,368,77,16,1,3,3,10,1,Quartz Customer 273,Quartz Customer 273,2021-09-30,384.0100,1,C000273,CAD,C000273,C000273,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67e44430d53753e0915a71bd971cc3e867e44430d53753e0915a71bd971cc3e8
274,C000274,262,412,47,257,1,5,4,5,3,Atlas Customer 274,Forge Customer 274,2021-10-01,385.3800,1,C000274,MXN,C000274,C000274,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e97244d188251eeb33b38ce555bdb4f8e97244d188251eeb33b38ce555bdb4f
275,C000275,205,471,19,256,2,13,17,5,4,Forge Customer 275,Northstar Customer 275,2021-10-02,386.7500,0,C000275,JPY,C000275,C000275,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5e318144391547689cfc88d5d43464ac5e318144391547689cfc88d5d43464a
276,C000276,43,287,2,45,2,5,2,3,4,Cedar Customer 276,Ion Customer 276,2021-10-03,388.1200,1,C000276,USD,C000276,C000276,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4688ff6f5f557039f2399dc48f79858e4688ff6f5f557039f2399dc48f79858
277,C000277,297,395,74,228,1,2,15,8,4,Cedar Customer 277,Junction Customer 277,2021-10-04,389.4900,1,C000277,EUR,C000277,C000277,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50d8432a13785b9e9cc97036a8a8799c50d8432a13785b9e9cc97036a8a8799c
278,C000278,385,345,2,297,5,1,17,10,4,Northstar Customer 278,Beacon Customer 278,2021-10-05,390.8600,1,C000278,GBP,C000278,C000278,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,068ec587147a5150819200966b630b1e068ec587147a5150819200966b630b1e
279,C000279,345,357,2,22,2,3,13,8,2,Orion Customer 279,Quartz Customer 279,2021-10-06,392.2300,1,C000279,CAD,C000279,C000279,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8dbee4e4c4953b4a087f8a2ba3ee432e8dbee4e4c4953b4a087f8a2ba3ee432
280,C000280,486,160,53,114,3,7,5,2,3,Beacon Customer 280,Riverton Customer 280,2021-10-07,393.6000,0,C000280,MXN,C000280,C000280,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f22449b3c0af514899c64fb5c2e4bee7f22449b3c0af514899c64fb5c2e4bee7
281,C000281,339,150,64,374,4,2,13,8,2,Zenith Customer 281,Pioneer Customer 281,2021-10-08,394.9700,1,C000281,JPY,C000281,C000281,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d9a5cb31ef65b24af497abc56f8cc3d0d9a5cb31ef65b24af497abc56f8cc3d
282,C000282,316,464,35,55,2,9,7,10,1,Atlas Customer 282,Granite Customer 282,2021-10-09,396.3400,1,C000282,USD,C000282,C000282,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ebd87fe00155e53acac3f631c1095cc7ebd87fe00155e53acac3f631c1095cc
283,C000283,161,349,80,278,5,5,18,1,1,Cedar Customer 283,Forge Customer 283,2021-10-10,397.7100,1,C000283,EUR,C000283,C000283,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45fe9b7bb3bb526bbce805e2879a599345fe9b7bb3bb526bbce805e2879a5993
284,C000284,255,438,25,246,4,9,4,10,3,Atlas Customer 284,Ion Customer 284,2021-10-11,399.0800,1,C000284,GBP,C000284,C000284,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84c1cf72bfc7576dae1e090af5e71ce984c1cf72bfc7576dae1e090af5e71ce9
285,C000285,68,468,45,213,4,5,13,2,4,Granite Customer 285,Evergreen Customer 285,2021-10-12,400.4500,0,C000285,CAD,C000285,C000285,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1734281a20e9591cab32108aa30aab761734281a20e9591cab32108aa30aab76
286,C000286,64,30,48,126,3,7,7,10,1,Northstar Customer 286,Evergreen Customer 286,2021-10-13,401.8200,1,C000286,MXN,C000286,C000286,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9c609c449a75d8ea92509f506695d70d9c609c449a75d8ea92509f506695d70
287,C000287,282,332,4,204,5,13,17,10,2,Quartz Customer 287,Harbor Customer 287,2021-10-14,403.1900,1,C000287,JPY,C000287,C000287,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b01074faf33f5a30a5549349fbd2b6edb01074faf33f5a30a5549349fbd2b6ed
288,C000288,347,372,59,68,1,11,18,1,1,Forge Customer 288,Junction Customer 288,2021-10-15,404.5600,1,C000288,USD,C000288,C000288,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de7228596ae9585b88fede1e7e2eacefde7228596ae9585b88fede1e7e2eacef
289,C000289,475,409,17,205,3,5,4,4,1,Beacon Customer 289,Riverton Customer 289,2021-10-16,405.9300,1,C000289,EUR,C000289,C000289,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9ed638051265fbf95bd509246023c90e9ed638051265fbf95bd509246023c90
290,C000290,339,459,60,208,2,9,13,7,3,Orion Customer 290,Orion Customer 290,2021-10-17,407.3000,0,C000290,GBP,C000290,C000290,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aaf5f3f7a7415faf9a7c9d042d9281b3aaf5f3f7a7415faf9a7c9d042d9281b3
291,C000291,410,237,77,202,3,5,17,8,4,Atlas Customer 291,Titan Customer 291,2021-10-18,408.6700,1,C000291,CAD,C000291,C000291,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1395ea6514153b7af05e233e7d45ed4c1395ea6514153b7af05e233e7d45ed4
292,C000292,15,219,10,127,2,5,5,5,1,Northstar Customer 292,Liberty Customer 292,2021-10-19,410.0400,1,C000292,MXN,C000292,C000292,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2375d2196d5f5dd8964a37337a1e5ad12375d2196d5f5dd8964a37337a1e5ad1
293,C000293,258,140,46,391,3,14,15,4,4,Titan Customer 293,Forge Customer 293,2021-10-20,411.4100,1,C000293,JPY,C000293,C000293,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5949c0f59af558ebbea36235ddcde7055949c0f59af558ebbea36235ddcde705
294,C000294,147,427,51,4,5,16,10,8,1,Delta Customer 294,Titan Customer 294,2021-10-21,412.7800,1,C000294,USD,C000294,C000294,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf9a677eddb85caab90fd1ce9cc33f17bf9a677eddb85caab90fd1ce9cc33f17
295,C000295,218,128,36,188,2,2,4,1,1,Vertex Customer 295,Riverton Customer 295,2021-10-22,414.1500,0,C000295,EUR,C000295,C000295,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba1dca653c7f590ea947fef67b463447ba1dca653c7f590ea947fef67b463447
296,C000296,100,289,30,141,3,3,7,5,2,Summit Customer 296,Cedar Customer 296,2021-10-23,415.5200,1,C000296,GBP,C000296,C000296,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11a14607df4852e8b1994e249c1dfa9511a14607df4852e8b1994e249c1dfa95
297,C000297,4,480,75,39,1,7,16,4,3,Pioneer Customer 297,Titan Customer 297,2021-10-24,416.8900,1,C000297,CAD,C000297,C000297,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77652256440a5225bd7b73f5f1f068a077652256440a5225bd7b73f5f1f068a0
298,C000298,334,445,13,108,1,9,10,7,4,Ion Customer 298,Cedar Customer 298,2021-10-25,418.2600,1,C000298,MXN,C000298,C000298,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1e06f62f9d05208bee5a7c5c44b4b19c1e06f62f9d05208bee5a7c5c44b4b19
299,C000299,359,309,67,254,4,9,1,5,2,Harbor Customer 299,Vertex Customer 299,2021-10-26,419.6300,1,C000299,JPY,C000299,C000299,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efb706c9b22a59e0b50cd2db981a19fbefb706c9b22a59e0b50cd2db981a19fb
300,C000300,350,427,20,66,2,5,5,7,3,Liberty Customer 300,Forge Customer 300,2021-10-27,421.0000,0,C000300,USD,C000300,C000300,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b12501d7e575dd089380ee6cc113e075b12501d7e575dd089380ee6cc113e07
301,C000301,43,11,78,239,2,12,2,4,3,Keystone Customer 301,Quartz Customer 301,2021-10-28,422.3700,1,C000301,EUR,C000301,C000301,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e333fb517f4d5f628764eee6f46bf31be333fb517f4d5f628764eee6f46bf31b
302,C000302,277,324,4,55,1,3,1,6,1,Keystone Customer 302,Granite Customer 302,2021-10-29,423.7400,1,C000302,GBP,C000302,C000302,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,122f2d356777529d9c763b477afe63a2122f2d356777529d9c763b477afe63a2
303,C000303,490,135,51,49,3,5,15,1,2,Ion Customer 303,Ion Customer 303,2021-10-30,425.1100,1,C000303,CAD,C000303,C000303,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4d18d5f96045f91ba5d71d330db7ab3d4d18d5f96045f91ba5d71d330db7ab3
304,C000304,34,360,69,117,4,14,8,8,1,Northstar Customer 304,Delta Customer 304,2021-10-31,426.4800,1,C000304,MXN,C000304,C000304,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d96f03f99ba5722b4b7e1fce13dfc198d96f03f99ba5722b4b7e1fce13dfc19
305,C000305,239,156,80,76,4,7,8,10,4,Pioneer Customer 305,Riverton Customer 305,2021-11-01,427.8500,0,C000305,JPY,C000305,C000305,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d398c655fc1152878e1ef6c72ed51ec7d398c655fc1152878e1ef6c72ed51ec7
306,C000306,112,383,55,286,3,13,1,5,4,Keystone Customer 306,Quartz Customer 306,2021-11-02,429.2200,1,C000306,USD,C000306,C000306,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89281df04e4a5f93a3cb5104d354726989281df04e4a5f93a3cb5104d3547269
307,C000307,60,291,78,370,2,12,1,10,1,Pioneer Customer 307,Meridian Customer 307,2021-11-03,430.5900,1,C000307,EUR,C000307,C000307,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b30a22027755aa1afd505e96896fa2b8b30a22027755aa1afd505e96896fa2b
308,C000308,365,284,48,295,1,5,11,2,3,Unity Customer 308,Northstar Customer 308,2021-11-04,431.9600,1,C000308,GBP,C000308,C000308,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a35c11824505fc18d549418ec5f53663a35c11824505fc18d549418ec5f5366
309,C000309,112,146,17,264,3,4,4,10,4,Ion Customer 309,Quartz Customer 309,2021-11-05,433.3300,1,C000309,CAD,C000309,C000309,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07c0fea74ff756a182b6beada97e390107c0fea74ff756a182b6beada97e3901
310,C000310,91,397,63,322,5,11,13,4,2,Willow Customer 310,Titan Customer 310,2021-11-06,434.7000,0,C000310,MXN,C000310,C000310,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd22b095499b50d4b4023a44c866e301fd22b095499b50d4b4023a44c866e301
311,C000311,50,269,67,46,2,12,3,1,4,Pioneer Customer 311,Titan Customer 311,2021-11-07,436.0700,1,C000311,JPY,C000311,C000311,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdeb0157379352d0ae6b5307b83676dcfdeb0157379352d0ae6b5307b83676dc
312,C000312,274,488,61,200,4,6,10,10,2,Orion Customer 312,Cedar Customer 312,2021-11-08,437.4400,1,C000312,USD,C000312,C000312,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a26b7f2e1224596fb1df9bfe337a9758a26b7f2e1224596fb1df9bfe337a9758
313,C000313,379,375,34,110,2,1,5,5,2,Cedar Customer 313,Orion Customer 313,2021-11-09,438.8100,1,C000313,EUR,C000313,C000313,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e0030e62e305755a2cf12519499b72b5e0030e62e305755a2cf12519499b72b
314,C000314,345,248,34,376,3,8,11,7,3,Unity Customer 314,Keystone Customer 314,2021-11-10,440.1800,1,C000314,GBP,C000314,C000314,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2600cee9cdc25c67955bc04d766956522600cee9cdc25c67955bc04d76695652
315,C000315,437,456,75,270,3,6,9,8,3,Summit Customer 315,Delta Customer 315,2021-11-11,441.5500,0,C000315,CAD,C000315,C000315,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cb359aad0495deebfb7b8dab81c9dc84cb359aad0495deebfb7b8dab81c9dc8
316,C000316,335,297,20,202,3,9,14,6,4,Willow Customer 316,Atlas Customer 316,2021-11-12,442.9200,1,C000316,MXN,C000316,C000316,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,515eecd47a3555dc9910c40741ad7789515eecd47a3555dc9910c40741ad7789
317,C000317,298,262,60,274,3,3,12,8,1,Keystone Customer 317,Pioneer Customer 317,2021-11-13,444.2900,1,C000317,JPY,C000317,C000317,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,003368e2ac9157269a1dac1e92683862003368e2ac9157269a1dac1e92683862
318,C000318,35,12,76,66,1,2,17,1,2,Ion Customer 318,Zenith Customer 318,2021-11-14,445.6600,1,C000318,USD,C000318,C000318,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2565b72625305b44a47d4764b24c2e222565b72625305b44a47d4764b24c2e22
319,C000319,263,387,52,375,3,4,5,8,2,Ion Customer 319,Forge Customer 319,2021-11-15,447.0300,1,C000319,EUR,C000319,C000319,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d903563d2a30582f9498c74027540c15d903563d2a30582f9498c74027540c15
320,C000320,448,343,48,191,4,13,7,7,3,Junction Customer 320,Orion Customer 320,2021-11-16,448.4000,0,C000320,GBP,C000320,C000320,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91454369d5bc5aafaca16be095e04cdd91454369d5bc5aafaca16be095e04cdd
321,C000321,88,150,8,112,2,9,16,9,1,Cedar Customer 321,Junction Customer 321,2021-11-17,449.7700,1,C000321,CAD,C000321,C000321,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a35e2935bfa8570a85d04c55290e3117a35e2935bfa8570a85d04c55290e3117
322,C000322,46,205,35,305,5,5,4,1,4,Harbor Customer 322,Ion Customer 322,2021-11-18,451.1400,1,C000322,MXN,C000322,C000322,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c1bb1e8a6255851b4894abcf072a36b3c1bb1e8a6255851b4894abcf072a36b
