PurchaseRequisitionKey,RequisitionNumber,PlantKey,RequesterEmployeeKey,PurchaseApprovalStepKey,PurchaseRequisitionStatusKey,PriorityKey,RequisitionName,RequestedDeliveryDate,UrgencyScore,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
304,PR000304,91,337,151,4,4,Atlas PurchaseRequisition 304,2020-10-31,304,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68ccf05d58e059a392e531913c254b8168ccf05d58e059a392e531913c254b81
305,PR000305,293,231,142,1,1,Beacon PurchaseRequisition 305,2020-11-01,305,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e48d0c9a799c576a9750eca85753a607e48d0c9a799c576a9750eca85753a607
306,PR000306,218,-1,35,1,4,Meridian PurchaseRequisition 306,2020-11-02,306,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcbf32f6ef6750aab0a6d702ef3923e0dcbf32f6ef6750aab0a6d702ef3923e0
307,PR000307,203,383,140,5,2,Northstar PurchaseRequisition 307,2020-11-03,307,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38d2a59b0b7254188ec5950002858b9838d2a59b0b7254188ec5950002858b98
308,PR000308,249,213,286,4,1,Willow PurchaseRequisition 308,2020-11-04,308,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a23e98d559152aab7c46caf088b56061a23e98d559152aab7c46caf088b5606
309,PR000309,158,313,170,10,5,Delta PurchaseRequisition 309,2020-11-05,309,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb37a825951d5c529b98d9a1da4e21f9eb37a825951d5c529b98d9a1da4e21f9
310,PR000310,265,237,398,7,3,Vertex PurchaseRequisition 310,2020-11-06,310,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d88ead319225875b3c7802e44e8a0d69d88ead319225875b3c7802e44e8a0d6
311,PR000311,56,320,481,1,1,Pioneer PurchaseRequisition 311,2020-11-07,311,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29246bfa229d5f48bf7145e2960658a229246bfa229d5f48bf7145e2960658a2
312,PR000312,32,399,422,6,3,Beacon PurchaseRequisition 312,2020-11-08,312,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,972f21cdd24c5b34b3c0703cbfce03f0972f21cdd24c5b34b3c0703cbfce03f0
313,PR000313,11,192,18,9,2,Junction PurchaseRequisition 313,2020-11-09,313,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ee6de5ef9c851d2b7ba1dd588d1fb2b4ee6de5ef9c851d2b7ba1dd588d1fb2b
314,PR000314,242,122,223,7,3,Quartz PurchaseRequisition 314,2020-11-10,314,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d250fccc6113579da2910b5bfb7abfadd250fccc6113579da2910b5bfb7abfad
315,PR000315,205,150,285,3,2,Evergreen PurchaseRequisition 315,2020-11-11,315,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f61eb6bf319c5afdbd99af433b3a7d33f61eb6bf319c5afdbd99af433b3a7d33
316,PR000316,85,284,232,2,3,Liberty PurchaseRequisition 316,2020-11-12,316,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4429fe1b24f5f27a79721587d6c721fe4429fe1b24f5f27a79721587d6c721f
317,PR000317,197,220,67,9,2,Harbor PurchaseRequisition 317,2020-11-13,317,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d21fa995a905fa89726c051fbe25bee6d21fa995a905fa89726c051fbe25bee
318,PR000318,2,409,232,10,1,Granite PurchaseRequisition 318,2020-11-14,318,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4802730170c854ffaa903cfa0c0255464802730170c854ffaa903cfa0c025546
319,PR000319,227,43,61,1,4,Summit PurchaseRequisition 319,2020-11-15,319,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ab6b0740ba35d7cabecdc34822fcfb00ab6b0740ba35d7cabecdc34822fcfb0
320,PR000320,82,453,48,5,2,Unity PurchaseRequisition 320,2020-11-16,320,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7073c94a216e5e9497f5a0aedcf815227073c94a216e5e9497f5a0aedcf81522
321,PR000321,224,461,236,6,2,Atlas PurchaseRequisition 321,2020-11-17,321,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8411676cff9f5c86b98261f1b1a02eaa8411676cff9f5c86b98261f1b1a02eaa
322,PR000322,277,63,471,6,1,Atlas PurchaseRequisition 322,2020-11-18,322,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bba6f9f70cda5443b8dcf09b7576514cbba6f9f70cda5443b8dcf09b7576514c
323,PR000323,312,-1,253,5,3,Delta PurchaseRequisition 323,2020-11-19,323,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44dc3cb1f824548b850152348e70d70444dc3cb1f824548b850152348e70d704
324,PR000324,52,298,450,7,2,Summit PurchaseRequisition 324,2020-11-20,324,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9de83562cf135cccb91a3820b7376d299de83562cf135cccb91a3820b7376d29
325,PR000325,52,208,439,2,4,Junction PurchaseRequisition 325,2020-11-21,325,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b471c73c9a0e59fd8c10cbeeab7a52fcb471c73c9a0e59fd8c10cbeeab7a52fc
326,PR000326,323,363,95,7,4,Riverton PurchaseRequisition 326,2020-11-22,326,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,755c45b5dfce5d0d8da45cd0ad2fc366755c45b5dfce5d0d8da45cd0ad2fc366
327,PR000327,117,48,340,2,5,Vertex PurchaseRequisition 327,2020-11-23,327,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14bf6b28e502528ebe6dee7dfc97901914bf6b28e502528ebe6dee7dfc979019
328,PR000328,240,480,85,4,5,Summit PurchaseRequisition 328,2020-11-24,328,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1010604b6735afb860c69b294331506d1010604b6735afb860c69b294331506
329,PR000329,47,128,393,1,5,Summit PurchaseRequisition 329,2020-11-25,329,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,213a538d25615f33bcc31eeb9addee3c213a538d25615f33bcc31eeb9addee3c
330,PR000330,293,159,309,1,1,Ion PurchaseRequisition 330,2020-11-26,330,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f5e2c7ded8655458b3787006087fdd62f5e2c7ded8655458b3787006087fdd6
331,PR000331,314,292,321,9,2,Pioneer PurchaseRequisition 331,2020-11-27,331,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,460201d934ba527dba8649c8c14bc170460201d934ba527dba8649c8c14bc170
332,PR000332,169,92,42,8,5,Forge PurchaseRequisition 332,2020-11-28,332,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c41923c146225751a10317e6ffba9714c41923c146225751a10317e6ffba9714
333,PR000333,319,343,31,9,3,Cedar PurchaseRequisition 333,2020-11-29,333,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d59a2fed339854f3be822fdaf13f9575d59a2fed339854f3be822fdaf13f9575
334,PR000334,282,484,209,10,3,Beacon PurchaseRequisition 334,2020-11-30,334,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4436160390c35ab792fc6f0506b9e8544436160390c35ab792fc6f0506b9e854
335,PR000335,109,455,451,9,5,Harbor PurchaseRequisition 335,2020-12-01,335,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c5ed37858a45b08b8b11db84d7d07418c5ed37858a45b08b8b11db84d7d0741
336,PR000336,304,7,198,6,2,Cedar PurchaseRequisition 336,2020-12-02,336,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7848b25167b5fbab090e778227afcf4e7848b25167b5fbab090e778227afcf4
337,PR000337,294,85,148,8,2,Granite PurchaseRequisition 337,2020-12-03,337,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6dad28bbf743592b98a864867f05aab36dad28bbf743592b98a864867f05aab3
338,PR000338,271,342,122,9,2,Evergreen PurchaseRequisition 338,2020-12-04,338,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5414098e623e5ab7b8a3c592dd8d2bf35414098e623e5ab7b8a3c592dd8d2bf3
339,PR000339,19,247,32,3,5,Ion PurchaseRequisition 339,2020-12-05,339,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b4f63f5af6152599523565ec0cefb7d3b4f63f5af6152599523565ec0cefb7d
340,PR000340,235,-1,256,1,4,Orion PurchaseRequisition 340,2020-12-06,340,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbfefa7d30c75346b008a9ee12769846cbfefa7d30c75346b008a9ee12769846
341,PR000341,121,305,225,4,1,Orion PurchaseRequisition 341,2020-12-07,341,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da5feb40d5665fe698ab99ce0da2db03da5feb40d5665fe698ab99ce0da2db03
342,PR000342,6,395,264,5,3,Meridian PurchaseRequisition 342,2020-12-08,342,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26a5df1745f35f3ea5bb5fa2e0e1e86826a5df1745f35f3ea5bb5fa2e0e1e868
343,PR000343,107,384,169,8,3,Harbor PurchaseRequisition 343,2020-12-09,343,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae8efdb2c34b51158607d69ab5568cdbae8efdb2c34b51158607d69ab5568cdb
344,PR000344,299,94,69,3,1,Evergreen PurchaseRequisition 344,2020-12-10,344,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c554485229d50dea9f6e1f12fb87dbe8c554485229d50dea9f6e1f12fb87dbe
345,PR000345,100,69,73,8,1,Liberty PurchaseRequisition 345,2020-12-11,345,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1e3e74f469155068a5e1bd11b402805d1e3e74f469155068a5e1bd11b402805
346,PR000346,74,87,120,6,3,Northstar PurchaseRequisition 346,2020-12-12,346,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54f26c7cd85a5e078849dbe0b9ac776654f26c7cd85a5e078849dbe0b9ac7766
347,PR000347,151,210,364,10,3,Titan PurchaseRequisition 347,2020-12-13,347,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ffb0a9d33e95643ad9d224c53f7b18c6ffb0a9d33e95643ad9d224c53f7b18c
348,PR000348,349,235,396,9,1,Harbor PurchaseRequisition 348,2020-12-14,348,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,505a34887455578db4f158a490acbdf6505a34887455578db4f158a490acbdf6
349,PR000349,187,335,245,4,4,Liberty PurchaseRequisition 349,2020-12-15,349,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7e5f0109dd15cf9a46bd37ea0a2b11cb7e5f0109dd15cf9a46bd37ea0a2b11c
350,PR000350,61,297,236,7,2,Willow PurchaseRequisition 350,2020-12-16,350,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0561b7cc86fb58419c2d6f1b0a8defce0561b7cc86fb58419c2d6f1b0a8defce
351,PR000351,85,348,179,6,5,Beacon PurchaseRequisition 351,2020-12-17,351,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a0d5f8828935dffabcb7bb2fdc3d2f20a0d5f8828935dffabcb7bb2fdc3d2f2
352,PR000352,289,15,102,8,5,Summit PurchaseRequisition 352,2020-12-18,352,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18a775c7fe7c507bbfc085faf262e90518a775c7fe7c507bbfc085faf262e905
353,PR000353,144,155,488,6,1,Quartz PurchaseRequisition 353,2020-12-19,353,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11c7af274c12594dac7a2f4ef328eedf11c7af274c12594dac7a2f4ef328eedf
354,PR000354,303,316,344,10,3,Unity PurchaseRequisition 354,2020-12-20,354,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfd19546c7925fe4b81f9adbc8432449cfd19546c7925fe4b81f9adbc8432449
355,PR000355,306,23,469,3,3,Ion PurchaseRequisition 355,2020-12-21,355,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fb15d2b09245fecbedf5680b7dbb27a7fb15d2b09245fecbedf5680b7dbb27a
356,PR000356,211,279,299,9,4,Harbor PurchaseRequisition 356,2020-12-22,356,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5120d7108a75241a5d2759725dd5b41c5120d7108a75241a5d2759725dd5b41
357,PR000357,194,-1,156,8,5,Delta PurchaseRequisition 357,2020-12-23,357,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2aaa15f0ff45f85ba31edcc3d4516e3a2aaa15f0ff45f85ba31edcc3d4516e3
358,PR000358,116,447,142,1,2,Evergreen PurchaseRequisition 358,2020-12-24,358,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b090ec4df27c543a9c7dc800034a55cfb090ec4df27c543a9c7dc800034a55cf
359,PR000359,307,228,21,8,1,Evergreen PurchaseRequisition 359,2020-12-25,359,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,300766b6d57c527fbc8294c2f6621b8a300766b6d57c527fbc8294c2f6621b8a
360,PR000360,298,477,31,10,4,Willow PurchaseRequisition 360,2020-12-26,360,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f3723ae287b5f3a91fdd63dacf6aa237f3723ae287b5f3a91fdd63dacf6aa23
361,PR000361,256,372,429,6,4,Junction PurchaseRequisition 361,2020-12-27,361,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,288b53046c065a9aa62d88b36a58f811288b53046c065a9aa62d88b36a58f811
362,PR000362,237,178,331,10,4,Meridian PurchaseRequisition 362,2020-12-28,362,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a2c9581837c55b5b4413e1df093ae6c7a2c9581837c55b5b4413e1df093ae6c
363,PR000363,194,254,184,10,2,Riverton PurchaseRequisition 363,2020-12-29,363,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2951f762789d553eac277b81ff57221f2951f762789d553eac277b81ff57221f
364,PR000364,253,378,294,9,4,Cedar PurchaseRequisition 364,2020-12-30,364,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,721d76b577825093b082723b4b5076f7721d76b577825093b082723b4b5076f7
365,PR000365,327,102,60,5,1,Delta PurchaseRequisition 365,2020-12-31,365,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05ad233a7f305d948ff6c160420aee3c05ad233a7f305d948ff6c160420aee3c
366,PR000366,249,308,438,1,1,Evergreen PurchaseRequisition 366,2021-01-01,366,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b352071bf5895252863797e2edd02091b352071bf5895252863797e2edd02091
367,PR000367,180,130,293,2,4,Northstar PurchaseRequisition 367,2021-01-02,367,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec94e6df26475cefa23c759d1e6f23feec94e6df26475cefa23c759d1e6f23fe
368,PR000368,175,401,160,9,5,Beacon PurchaseRequisition 368,2021-01-03,368,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8694760eed4e55de9da055e173a92b0c8694760eed4e55de9da055e173a92b0c
369,PR000369,22,46,265,1,1,Beacon PurchaseRequisition 369,2021-01-04,369,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec31cdf72b2a59e1b28399ff2675e414ec31cdf72b2a59e1b28399ff2675e414
370,PR000370,274,295,303,4,3,Liberty PurchaseRequisition 370,2021-01-05,370,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecd31616f4085f35a78e46c880da6f05ecd31616f4085f35a78e46c880da6f05
371,PR000371,24,380,339,8,5,Orion PurchaseRequisition 371,2021-01-06,371,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8f7f509eaac5364a59837a00bffa818d8f7f509eaac5364a59837a00bffa818
372,PR000372,286,176,136,7,4,Junction PurchaseRequisition 372,2021-01-07,372,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4a5adb557f95c73a4d7e07749493735e4a5adb557f95c73a4d7e07749493735
373,PR000373,104,247,458,10,2,Unity PurchaseRequisition 373,2021-01-08,373,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,347ba7cb21aa5223be67de897ee21e55347ba7cb21aa5223be67de897ee21e55
374,PR000374,256,-1,301,9,2,Delta PurchaseRequisition 374,2021-01-09,374,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07fe8a04ddaf57f19f24f5eec0e1b01207fe8a04ddaf57f19f24f5eec0e1b012
375,PR000375,210,473,438,10,2,Unity PurchaseRequisition 375,2021-01-10,375,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,390673840ef357a5b24d842a1a6d38bb390673840ef357a5b24d842a1a6d38bb
376,PR000376,335,449,311,9,2,Pioneer PurchaseRequisition 376,2021-01-11,376,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7cc285a911af569bb15761444d4817b97cc285a911af569bb15761444d4817b9
377,PR000377,152,369,425,1,2,Willow PurchaseRequisition 377,2021-01-12,377,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1089980aeb2557dab62dba31e3ab059c1089980aeb2557dab62dba31e3ab059
378,PR000378,313,15,69,2,5,Meridian PurchaseRequisition 378,2021-01-13,378,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d626acd4531d51ac8df08227f6774479d626acd4531d51ac8df08227f6774479
379,PR000379,176,296,350,10,3,Forge PurchaseRequisition 379,2021-01-14,379,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a473952493395505a3d083d640844caba473952493395505a3d083d640844cab
380,PR000380,345,420,106,1,1,Riverton PurchaseRequisition 380,2021-01-15,380,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2bffb4f7dc45a508560391eaaa4bd04c2bffb4f7dc45a508560391eaaa4bd04
381,PR000381,178,390,424,2,3,Summit PurchaseRequisition 381,2021-01-16,381,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a66349a8c8d5e7ebeff7c9ffa339ff75a66349a8c8d5e7ebeff7c9ffa339ff7
382,PR000382,229,411,285,2,4,Unity PurchaseRequisition 382,2021-01-17,382,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15f94527815058b1aa0fbde988208da015f94527815058b1aa0fbde988208da0
383,PR000383,45,213,435,7,2,Ion PurchaseRequisition 383,2021-01-18,383,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6688b4b2ef61533fb515db6512e24fe86688b4b2ef61533fb515db6512e24fe8
384,PR000384,153,438,419,2,2,Junction PurchaseRequisition 384,2021-01-19,384,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,824c7bfd9f8a54d89574f813a6021406824c7bfd9f8a54d89574f813a6021406
385,PR000385,84,414,89,5,3,Riverton PurchaseRequisition 385,2021-01-20,385,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a97089f1300d5471ad4093917c6532cfa97089f1300d5471ad4093917c6532cf
386,PR000386,122,29,271,10,5,Evergreen PurchaseRequisition 386,2021-01-21,386,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ee21090d1c052ed839de8801fcb38230ee21090d1c052ed839de8801fcb3823
387,PR000387,243,309,258,1,4,Atlas PurchaseRequisition 387,2021-01-22,387,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1760efa771de5e4ab22573ac976bc3061760efa771de5e4ab22573ac976bc306
388,PR000388,321,235,174,4,2,Meridian PurchaseRequisition 388,2021-01-23,388,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a44eae8e61c5c5884f4ae8df4b8cc959a44eae8e61c5c5884f4ae8df4b8cc95
389,PR000389,144,277,64,2,5,Atlas PurchaseRequisition 389,2021-01-24,389,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86b1149d8bd8502fb4ab95a89e3be13186b1149d8bd8502fb4ab95a89e3be131
390,PR000390,174,483,59,1,2,Vertex PurchaseRequisition 390,2021-01-25,390,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc218eb51627507bb2e8c472029fd2fccc218eb51627507bb2e8c472029fd2fc
391,PR000391,199,-1,246,4,3,Delta PurchaseRequisition 391,2021-01-26,391,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0cbc1f2d03652cabd468b362988e6ccc0cbc1f2d03652cabd468b362988e6cc
392,PR000392,146,458,440,6,5,Summit PurchaseRequisition 392,2021-01-27,392,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2449199fddb95370962894d578edbbe52449199fddb95370962894d578edbbe5
393,PR000393,90,165,434,10,4,Zenith PurchaseRequisition 393,2021-01-28,393,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83de37d30128552eb83b99477f37775b83de37d30128552eb83b99477f37775b
394,PR000394,299,122,6,6,4,Beacon PurchaseRequisition 394,2021-01-29,394,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,313d1403b2fd5ba08830c35f33437bec313d1403b2fd5ba08830c35f33437bec
395,PR000395,287,21,246,1,4,Cedar PurchaseRequisition 395,2021-01-30,395,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6114462c57b15d7e8a15ab04ab94d3e06114462c57b15d7e8a15ab04ab94d3e0
396,PR000396,348,405,234,8,2,Keystone PurchaseRequisition 396,2021-01-31,396,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db5b6cfb739d549786b3cfc03f91673bdb5b6cfb739d549786b3cfc03f91673b
397,PR000397,149,40,79,3,3,Beacon PurchaseRequisition 397,2021-02-01,397,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4718e7a6fbf55e8b47f1ee8be914849f4718e7a6fbf55e8b47f1ee8be914849
398,PR000398,126,119,140,1,5,Liberty PurchaseRequisition 398,2021-02-02,398,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b4e12b4135154dcb673af840d57425a3b4e12b4135154dcb673af840d57425a
399,PR000399,336,396,338,4,4,Delta PurchaseRequisition 399,2021-02-03,399,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d508605e734952c6bda72dcd7ca267d2d508605e734952c6bda72dcd7ca267d2
400,PR000400,195,498,287,1,3,Harbor PurchaseRequisition 400,2021-02-04,400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,238692659c72588aa386df295e1fc10e238692659c72588aa386df295e1fc10e
401,PR000401,163,132,120,2,4,Titan PurchaseRequisition 401,2021-02-05,401,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9fb67d798e655d08883882195751f8bb9fb67d798e655d08883882195751f8b
402,PR000402,16,115,263,5,5,Northstar PurchaseRequisition 402,2021-02-06,402,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e10ca23117f51c5bf51f0a6ec36b33d0e10ca23117f51c5bf51f0a6ec36b33d
403,PR000403,290,70,316,8,2,Ion PurchaseRequisition 403,2021-02-07,403,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,714fd88468ae5d849a93c488a191445e714fd88468ae5d849a93c488a191445e
404,PR000404,87,74,452,7,1,Atlas PurchaseRequisition 404,2021-02-08,404,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f57b429a33c5bdc8d70efc266ad1b0d9f57b429a33c5bdc8d70efc266ad1b0d
405,PR000405,64,245,217,1,1,Evergreen PurchaseRequisition 405,2021-02-09,405,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22d43c273fb25c2cbc7f22cb679a94ad22d43c273fb25c2cbc7f22cb679a94ad
