PurchaseRequestForQuoteKey,RequestForQuoteNumber,PurchaseCommodityKey,SourcingOwnerEmployeeKey,ApprovalStatusKey,CurrencyKey,RequestForQuoteName,BidDueDate,IsSealedBid,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
296,PRFQ000296,320,202,1,2,Northstar PurchaseRequestForQuote 296,2020-10-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93e9233ce6305711afa0defab059339c93e9233ce6305711afa0defab059339c
297,PRFQ000297,269,283,5,2,Vertex PurchaseRequestForQuote 297,2020-10-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e243fa9a2b305e9899a0cabdaefddd22e243fa9a2b305e9899a0cabdaefddd22
298,PRFQ000298,449,415,5,3,Junction PurchaseRequestForQuote 298,2020-10-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85474d296e0d59c79ff17005219eb88585474d296e0d59c79ff17005219eb885
299,PRFQ000299,474,269,1,4,Atlas PurchaseRequestForQuote 299,2020-10-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6569e46187db57649b3be078736560dc6569e46187db57649b3be078736560dc
300,PRFQ000300,372,59,1,4,Junction PurchaseRequestForQuote 300,2020-10-27,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12a3b72750ea51fd90fdf1a500763cee12a3b72750ea51fd90fdf1a500763cee
301,PRFQ000301,202,392,1,4,Summit PurchaseRequestForQuote 301,2020-10-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc78ed75718152a49f561223fe77a49dbc78ed75718152a49f561223fe77a49d
302,PRFQ000302,368,149,2,1,Meridian PurchaseRequestForQuote 302,2020-10-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12bd48f63604513ba088b6a3a880454c12bd48f63604513ba088b6a3a880454c
303,PRFQ000303,244,310,1,2,Quartz PurchaseRequestForQuote 303,2020-10-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,633f83946ad1584a88f74731db74f67f633f83946ad1584a88f74731db74f67f
304,PRFQ000304,427,271,5,1,Delta PurchaseRequestForQuote 304,2020-10-31,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f65e46a9c76525f8710b7582606190e0f65e46a9c76525f8710b7582606190e
305,PRFQ000305,363,11,5,4,Titan PurchaseRequestForQuote 305,2020-11-01,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6a73d5e165d5470b4784ff04afded38f6a73d5e165d5470b4784ff04afded38
306,PRFQ000306,162,-1,3,2,Atlas PurchaseRequestForQuote 306,2020-11-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e58a99aa3d2512092c45309a8975f420e58a99aa3d2512092c45309a8975f42
307,PRFQ000307,408,304,2,3,Cedar PurchaseRequestForQuote 307,2020-11-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55728ed1f20d55409009ee1fc9d1827755728ed1f20d55409009ee1fc9d18277
308,PRFQ000308,171,265,1,5,Titan PurchaseRequestForQuote 308,2020-11-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e620d35d5eb45fbe893d6c9019ea7e69e620d35d5eb45fbe893d6c9019ea7e69
309,PRFQ000309,52,196,1,2,Meridian PurchaseRequestForQuote 309,2020-11-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53e24fc4361c57d48809782b1c88d92c53e24fc4361c57d48809782b1c88d92c
310,PRFQ000310,28,9,1,5,Titan PurchaseRequestForQuote 310,2020-11-06,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33b6b9aa442d51be81f711dad2a20c4833b6b9aa442d51be81f711dad2a20c48
311,PRFQ000311,67,461,3,5,Evergreen PurchaseRequestForQuote 311,2020-11-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef256770aeac5792b3a4ef0f6ea7bdf7ef256770aeac5792b3a4ef0f6ea7bdf7
312,PRFQ000312,158,128,1,1,Riverton PurchaseRequestForQuote 312,2020-11-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a643d6da32557769eb6932fe4ee36203a643d6da32557769eb6932fe4ee3620
313,PRFQ000313,305,446,2,3,Atlas PurchaseRequestForQuote 313,2020-11-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,176a1e4daa2e5e478fdfdfc29bfd18e9176a1e4daa2e5e478fdfdfc29bfd18e9
314,PRFQ000314,29,66,2,1,Cedar PurchaseRequestForQuote 314,2020-11-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f74f89141a75a5c8e8595fedbc6d89f9f74f89141a75a5c8e8595fedbc6d89f
315,PRFQ000315,97,219,3,4,Pioneer PurchaseRequestForQuote 315,2020-11-11,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,436d4b6aea595c5ab2bd3368b4f62b60436d4b6aea595c5ab2bd3368b4f62b60
316,PRFQ000316,243,208,3,3,Vertex PurchaseRequestForQuote 316,2020-11-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa05fe4351735f5a9c88a5b9d7f036f5aa05fe4351735f5a9c88a5b9d7f036f5
317,PRFQ000317,12,322,1,1,Unity PurchaseRequestForQuote 317,2020-11-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d592146eb49a5b249c97be714d46564ad592146eb49a5b249c97be714d46564a
318,PRFQ000318,456,169,4,2,Willow PurchaseRequestForQuote 318,2020-11-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39086802e6ca50f99db42dcc24abb1b539086802e6ca50f99db42dcc24abb1b5
319,PRFQ000319,261,97,1,2,Unity PurchaseRequestForQuote 319,2020-11-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e8e6db7d42a5690820b0b96725126ed9e8e6db7d42a5690820b0b96725126ed
320,PRFQ000320,202,250,3,3,Quartz PurchaseRequestForQuote 320,2020-11-16,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,022bddfc42b9590c9763dfe7a3393c79022bddfc42b9590c9763dfe7a3393c79
321,PRFQ000321,411,416,5,4,Ion PurchaseRequestForQuote 321,2020-11-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52059a7da9265f698c13141e2c852c5252059a7da9265f698c13141e2c852c52
322,PRFQ000322,122,75,2,4,Titan PurchaseRequestForQuote 322,2020-11-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d947f27659256d4b5d9a5e0dbdf20885d947f27659256d4b5d9a5e0dbdf2088
323,PRFQ000323,77,-1,4,3,Atlas PurchaseRequestForQuote 323,2020-11-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5d54bd5741a51d6b2d9128e2a3308f7d5d54bd5741a51d6b2d9128e2a3308f7
324,PRFQ000324,178,417,3,2,Orion PurchaseRequestForQuote 324,2020-11-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5cb03706251539bad47f9da7b04e940e5cb03706251539bad47f9da7b04e940
325,PRFQ000325,367,249,1,1,Beacon PurchaseRequestForQuote 325,2020-11-21,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,adb23ecf4dbe5d10856f173a68dbc14eadb23ecf4dbe5d10856f173a68dbc14e
326,PRFQ000326,402,347,4,4,Pioneer PurchaseRequestForQuote 326,2020-11-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0beaedb661485622a99802910b7774a50beaedb661485622a99802910b7774a5
327,PRFQ000327,122,219,4,5,Pioneer PurchaseRequestForQuote 327,2020-11-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e63c0741c0bc5290a652dcb7db79c446e63c0741c0bc5290a652dcb7db79c446
328,PRFQ000328,426,61,1,3,Quartz PurchaseRequestForQuote 328,2020-11-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff8666626c4f5e898e9a7c24385d76a6ff8666626c4f5e898e9a7c24385d76a6
329,PRFQ000329,440,391,2,1,Willow PurchaseRequestForQuote 329,2020-11-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6b73abefaec519d9eee4ce6eb884db0c6b73abefaec519d9eee4ce6eb884db0
330,PRFQ000330,61,200,2,1,Pioneer PurchaseRequestForQuote 330,2020-11-26,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cbcf0fe63ef55e18f9a1787ef2b5c5c1cbcf0fe63ef55e18f9a1787ef2b5c5c
331,PRFQ000331,370,68,2,3,Keystone PurchaseRequestForQuote 331,2020-11-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43d85bbda16555249dde86dd76a51cf143d85bbda16555249dde86dd76a51cf1
332,PRFQ000332,263,108,4,2,Orion PurchaseRequestForQuote 332,2020-11-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3084b9712d955868607535245a2af9ba3084b9712d955868607535245a2af9b
333,PRFQ000333,134,408,2,2,Evergreen PurchaseRequestForQuote 333,2020-11-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bc0d096b6d7541095735a41818c33a62bc0d096b6d7541095735a41818c33a6
334,PRFQ000334,388,3,1,5,Ion PurchaseRequestForQuote 334,2020-11-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a772bd247f956b697b7b0fffbc50e9b3a772bd247f956b697b7b0fffbc50e9b
335,PRFQ000335,386,471,5,5,Ion PurchaseRequestForQuote 335,2020-12-01,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7054a198aaca55b988328a6bebcd5fad7054a198aaca55b988328a6bebcd5fad
336,PRFQ000336,322,2,2,2,Forge PurchaseRequestForQuote 336,2020-12-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6596d671400538c845827a616f7b106c6596d671400538c845827a616f7b106
337,PRFQ000337,346,160,3,1,Willow PurchaseRequestForQuote 337,2020-12-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88af96231aac554caa1097b8dd06464e88af96231aac554caa1097b8dd06464e
338,PRFQ000338,381,382,2,1,Junction PurchaseRequestForQuote 338,2020-12-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08526c79c86b5a3c9467bdaecdd6992608526c79c86b5a3c9467bdaecdd69926
339,PRFQ000339,63,101,1,2,Atlas PurchaseRequestForQuote 339,2020-12-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70c48fe606c25815b70c689b0618ee5670c48fe606c25815b70c689b0618ee56
340,PRFQ000340,447,-1,1,4,Northstar PurchaseRequestForQuote 340,2020-12-06,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ffd683710a85a0caadc398b556829e89ffd683710a85a0caadc398b556829e8
341,PRFQ000341,53,432,4,2,Northstar PurchaseRequestForQuote 341,2020-12-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7bd8be7c79754dea38663ebcf673349b7bd8be7c79754dea38663ebcf673349
342,PRFQ000342,63,204,4,5,Atlas PurchaseRequestForQuote 342,2020-12-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab2df24fa8fb5af4964b1daf838b0fadab2df24fa8fb5af4964b1daf838b0fad
343,PRFQ000343,261,50,4,5,Unity PurchaseRequestForQuote 343,2020-12-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d88163659b485f51ad99b81c84e407e6d88163659b485f51ad99b81c84e407e6
344,PRFQ000344,53,484,4,3,Cedar PurchaseRequestForQuote 344,2020-12-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26c95b04d5075448b7b9ea6b04348bd726c95b04d5075448b7b9ea6b04348bd7
345,PRFQ000345,14,285,5,2,Unity PurchaseRequestForQuote 345,2020-12-11,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed447351654a5a3f89e0ebfc73afa6a4ed447351654a5a3f89e0ebfc73afa6a4
346,PRFQ000346,186,240,4,2,Orion PurchaseRequestForQuote 346,2020-12-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95a5feafd6e7582a825ea7b24e29617095a5feafd6e7582a825ea7b24e296170
347,PRFQ000347,161,287,5,4,Keystone PurchaseRequestForQuote 347,2020-12-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ad14d05c1e65dd6ba4eee898fcf14060ad14d05c1e65dd6ba4eee898fcf1406
348,PRFQ000348,363,245,2,4,Meridian PurchaseRequestForQuote 348,2020-12-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4db6e45196457ada18bee5b1ae0d4ebb4db6e45196457ada18bee5b1ae0d4eb
349,PRFQ000349,369,274,5,3,Northstar PurchaseRequestForQuote 349,2020-12-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0eaff914025e513da981bb377d69cc800eaff914025e513da981bb377d69cc80
350,PRFQ000350,111,477,4,5,Keystone PurchaseRequestForQuote 350,2020-12-16,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,840bdc36bd2858c9acfd95c6a3a3258d840bdc36bd2858c9acfd95c6a3a3258d
351,PRFQ000351,321,165,2,1,Ion PurchaseRequestForQuote 351,2020-12-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18075edeed115567862dffd2e820857218075edeed115567862dffd2e8208572
352,PRFQ000352,430,97,4,5,Quartz PurchaseRequestForQuote 352,2020-12-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26b47322db8d5c9a83e4530978728d8f26b47322db8d5c9a83e4530978728d8f
353,PRFQ000353,140,48,2,1,Beacon PurchaseRequestForQuote 353,2020-12-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0d9e8f10b1353a8b489389b0506e48ed0d9e8f10b1353a8b489389b0506e48e
354,PRFQ000354,1,358,2,1,Unity PurchaseRequestForQuote 354,2020-12-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8156358545075ca0bc02ade5605f430b8156358545075ca0bc02ade5605f430b
355,PRFQ000355,71,228,1,4,Cedar PurchaseRequestForQuote 355,2020-12-21,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f79e9752bc7b59f68352ed11d7fd9a97f79e9752bc7b59f68352ed11d7fd9a97
356,PRFQ000356,453,118,2,5,Evergreen PurchaseRequestForQuote 356,2020-12-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,973828f379125f60933ba8e408f6dcc9973828f379125f60933ba8e408f6dcc9
357,PRFQ000357,348,-1,1,5,Atlas PurchaseRequestForQuote 357,2020-12-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,848b8c91316952b1844c15b9771db054848b8c91316952b1844c15b9771db054
358,PRFQ000358,227,318,5,5,Harbor PurchaseRequestForQuote 358,2020-12-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c7df40a3fe65d2baef9e3b86089e4ac4c7df40a3fe65d2baef9e3b86089e4ac
359,PRFQ000359,381,321,2,2,Titan PurchaseRequestForQuote 359,2020-12-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,587771277db25c75a682805dc948ab8f587771277db25c75a682805dc948ab8f
360,PRFQ000360,419,294,5,4,Unity PurchaseRequestForQuote 360,2020-12-26,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,784552aca5a054b7a4502fb9dec2ce2e784552aca5a054b7a4502fb9dec2ce2e
361,PRFQ000361,464,198,2,5,Ion PurchaseRequestForQuote 361,2020-12-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36a63bd304705122a96c0cdf15e322c936a63bd304705122a96c0cdf15e322c9
362,PRFQ000362,77,76,5,2,Quartz PurchaseRequestForQuote 362,2020-12-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfecaf4cd7855393ad085ca1195c3f7cbfecaf4cd7855393ad085ca1195c3f7c
363,PRFQ000363,257,169,3,3,Pioneer PurchaseRequestForQuote 363,2020-12-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bac4ab40f4353dab2be42793822f1158bac4ab40f4353dab2be42793822f115
364,PRFQ000364,189,267,1,3,Cedar PurchaseRequestForQuote 364,2020-12-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db69c6d3c9785775868784ea811ebed1db69c6d3c9785775868784ea811ebed1
365,PRFQ000365,71,216,1,3,Ion PurchaseRequestForQuote 365,2020-12-31,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff3a6084f33851f28c5ee19e255bac48ff3a6084f33851f28c5ee19e255bac48
366,PRFQ000366,321,152,3,5,Vertex PurchaseRequestForQuote 366,2021-01-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e4f7a0fdbe1503dbe2667b37f8f0ca77e4f7a0fdbe1503dbe2667b37f8f0ca7
367,PRFQ000367,114,380,5,3,Northstar PurchaseRequestForQuote 367,2021-01-02,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5ed292fef4252bbabc416122a922159f5ed292fef4252bbabc416122a922159
368,PRFQ000368,415,290,1,1,Liberty PurchaseRequestForQuote 368,2021-01-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5230095fa0554778216e769803c98b8d5230095fa0554778216e769803c98b8
369,PRFQ000369,195,477,5,5,Quartz PurchaseRequestForQuote 369,2021-01-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c880053e68be59a1bf55d8f04c0e4771c880053e68be59a1bf55d8f04c0e4771
370,PRFQ000370,186,300,4,1,Willow PurchaseRequestForQuote 370,2021-01-05,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5107e82d528a5cf2b4af49a86f1a67c55107e82d528a5cf2b4af49a86f1a67c5
371,PRFQ000371,88,391,1,2,Ion PurchaseRequestForQuote 371,2021-01-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dda4e38dd2e3546b9a75816be34e5b39dda4e38dd2e3546b9a75816be34e5b39
372,PRFQ000372,424,86,1,2,Pioneer PurchaseRequestForQuote 372,2021-01-07,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a97fd2eee0025d279d24a2fb119a2f1ca97fd2eee0025d279d24a2fb119a2f1c
373,PRFQ000373,343,43,2,4,Zenith PurchaseRequestForQuote 373,2021-01-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c346499d40cb546696756fc47b8d067cc346499d40cb546696756fc47b8d067c
374,PRFQ000374,196,-1,4,3,Forge PurchaseRequestForQuote 374,2021-01-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddfb7e603207517bb125e49fb7d3930eddfb7e603207517bb125e49fb7d3930e
375,PRFQ000375,130,182,1,4,Zenith PurchaseRequestForQuote 375,2021-01-10,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef04afa7562d5dc4a540de0ddde04881ef04afa7562d5dc4a540de0ddde04881
376,PRFQ000376,241,263,2,4,Riverton PurchaseRequestForQuote 376,2021-01-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1050aa408575118a984925f159d19d9e1050aa408575118a984925f159d19d9
377,PRFQ000377,292,244,5,1,Zenith PurchaseRequestForQuote 377,2021-01-12,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89bb9b06ba945b11976df9fa31445b7f89bb9b06ba945b11976df9fa31445b7f
378,PRFQ000378,436,344,5,5,Forge PurchaseRequestForQuote 378,2021-01-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3d7206fc8875094ae0100a42730fd73b3d7206fc8875094ae0100a42730fd73
379,PRFQ000379,169,487,2,2,Harbor PurchaseRequestForQuote 379,2021-01-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4139b1e55a415467878f8b393600c5e04139b1e55a415467878f8b393600c5e0
380,PRFQ000380,318,256,3,3,Willow PurchaseRequestForQuote 380,2021-01-15,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa82c660ad9f564cb5e2c4b2bf741eb9aa82c660ad9f564cb5e2c4b2bf741eb9
381,PRFQ000381,408,197,5,1,Summit PurchaseRequestForQuote 381,2021-01-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f333980bedc5b159e8e3e302023134b8f333980bedc5b159e8e3e302023134b
382,PRFQ000382,237,475,4,2,Riverton PurchaseRequestForQuote 382,2021-01-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c61158c49165ca68baba06ab2abb9901c61158c49165ca68baba06ab2abb990
383,PRFQ000383,54,439,5,4,Vertex PurchaseRequestForQuote 383,2021-01-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddfdcb66563f58a2a444ac5af4245d3cddfdcb66563f58a2a444ac5af4245d3c
384,PRFQ000384,207,431,3,3,Ion PurchaseRequestForQuote 384,2021-01-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6cb4f409ce9e5558924b4115ef1799096cb4f409ce9e5558924b4115ef179909
385,PRFQ000385,244,84,2,2,Granite PurchaseRequestForQuote 385,2021-01-20,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c80500108f755e8a7f84c7884fbd6f08c80500108f755e8a7f84c7884fbd6f0
386,PRFQ000386,218,106,1,1,Delta PurchaseRequestForQuote 386,2021-01-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef386ac235d6554793e22788cd85e378ef386ac235d6554793e22788cd85e378
387,PRFQ000387,243,293,5,2,Granite PurchaseRequestForQuote 387,2021-01-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8185bac9e6c53b0acdcec6e4af4f914e8185bac9e6c53b0acdcec6e4af4f914
388,PRFQ000388,388,160,3,3,Willow PurchaseRequestForQuote 388,2021-01-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22789cb610ab5c7e89be0c327197cda322789cb610ab5c7e89be0c327197cda3
389,PRFQ000389,172,192,1,2,Riverton PurchaseRequestForQuote 389,2021-01-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ed54603d4d95a38bd9ffc0a43ac5da54ed54603d4d95a38bd9ffc0a43ac5da5
390,PRFQ000390,332,164,3,2,Zenith PurchaseRequestForQuote 390,2021-01-25,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c61b4706847b579ca29a407cf2fdb98dc61b4706847b579ca29a407cf2fdb98d
391,PRFQ000391,293,-1,5,3,Unity PurchaseRequestForQuote 391,2021-01-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99ed18e039a358b6bd2179a8cac94f8b99ed18e039a358b6bd2179a8cac94f8b
392,PRFQ000392,495,336,5,1,Willow PurchaseRequestForQuote 392,2021-01-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,553dfed4e40950c4a524e8d338b02208553dfed4e40950c4a524e8d338b02208
393,PRFQ000393,143,374,5,2,Beacon PurchaseRequestForQuote 393,2021-01-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6ff530b1dcd57c7bb3edbec703e0eebf6ff530b1dcd57c7bb3edbec703e0eeb
394,PRFQ000394,390,484,3,4,Granite PurchaseRequestForQuote 394,2021-01-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97b0a1c5bd815bb5b5bbb610fc3ce27697b0a1c5bd815bb5b5bbb610fc3ce276
