MaintenanceConditionPointKey,ConditionPointNumber,AssetKey,MaintenanceAssetComponentTypeKey,MaintenanceConditionTypeKey,UnitOfMeasureKey,MaintenanceConditionPointName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
293,MCP000293,179,357,8,4,Beacon MaintenanceConditionPoint 293,MCP000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67cb831db23e5b4ea79bec0cce0cb68d67cb831db23e5b4ea79bec0cce0cb68d
294,MCP000294,309,263,12,4,Northstar MaintenanceConditionPoint 294,MCP000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6f2d48ed95a50fb949cf449603a5076d6f2d48ed95a50fb949cf449603a5076
295,MCP000295,101,133,7,2,Orion MaintenanceConditionPoint 295,MCP000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9164a73bf0e5816a65256ca9e35f67df9164a73bf0e5816a65256ca9e35f67d
296,MCP000296,500,27,11,1,Evergreen MaintenanceConditionPoint 296,MCP000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc9a3c9fcb64506c94bb98633ffd3648cc9a3c9fcb64506c94bb98633ffd3648
297,MCP000297,235,22,12,7,Junction MaintenanceConditionPoint 297,MCP000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eaf975d4bacb59acba24ada5b5e43875eaf975d4bacb59acba24ada5b5e43875
298,MCP000298,284,497,2,5,Willow MaintenanceConditionPoint 298,MCP000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dad1e9ac2562505e8abc75b54c145018dad1e9ac2562505e8abc75b54c145018
299,MCP000299,401,370,6,1,Granite MaintenanceConditionPoint 299,MCP000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,027b0b86d3e95666afbe3c3e26f80bae027b0b86d3e95666afbe3c3e26f80bae
300,MCP000300,382,257,2,5,Keystone MaintenanceConditionPoint 300,MCP000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0aecc41e72ab53c7818813f3545936200aecc41e72ab53c7818813f354593620
301,MCP000301,259,247,5,4,Vertex MaintenanceConditionPoint 301,MCP000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68aeaa8f7b9a52debaa06c9d949e0bea68aeaa8f7b9a52debaa06c9d949e0bea
302,MCP000302,25,279,9,4,Zenith MaintenanceConditionPoint 302,MCP000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7c0412fec7d5563b08e0fe84ca5c058d7c0412fec7d5563b08e0fe84ca5c058
303,MCP000303,125,147,11,5,Willow MaintenanceConditionPoint 303,MCP000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf368461fff25569b9967b2bcf081590cf368461fff25569b9967b2bcf081590
304,MCP000304,98,123,6,6,Meridian MaintenanceConditionPoint 304,MCP000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1388d5aa93b450edb9646f62d82487c51388d5aa93b450edb9646f62d82487c5
305,MCP000305,220,27,1,5,Titan MaintenanceConditionPoint 305,MCP000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,108252e34d7b5c9486758f677816acb2108252e34d7b5c9486758f677816acb2
306,MCP000306,146,288,3,7,Pioneer MaintenanceConditionPoint 306,MCP000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e57c18b310356898a7ea51e968fb7980e57c18b310356898a7ea51e968fb798
307,MCP000307,133,425,12,2,Willow MaintenanceConditionPoint 307,MCP000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e25a581c3e8154998281dc1162239957e25a581c3e8154998281dc1162239957
308,MCP000308,10,106,8,2,Granite MaintenanceConditionPoint 308,MCP000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0e64037400f5f70a4e793486a2e9daad0e64037400f5f70a4e793486a2e9daa
309,MCP000309,59,233,2,4,Cedar MaintenanceConditionPoint 309,MCP000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,037e69a57d9e59528b7bd9a00b94291e037e69a57d9e59528b7bd9a00b94291e
310,MCP000310,199,200,9,2,Pioneer MaintenanceConditionPoint 310,MCP000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,439ad75b55ff5c23a0502b4609040eac439ad75b55ff5c23a0502b4609040eac
311,MCP000311,287,408,8,5,Unity MaintenanceConditionPoint 311,MCP000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf601177a1575d68a1767ac50ef4efe9bf601177a1575d68a1767ac50ef4efe9
312,MCP000312,311,459,10,6,Meridian MaintenanceConditionPoint 312,MCP000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1959fe6214a6579d88f31c0adc1b24f11959fe6214a6579d88f31c0adc1b24f1
313,MCP000313,171,228,9,4,Liberty MaintenanceConditionPoint 313,MCP000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45b9624a0776504189ea9089831c30b345b9624a0776504189ea9089831c30b3
314,MCP000314,270,281,7,1,Atlas MaintenanceConditionPoint 314,MCP000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,848877ec07875b33887a1a72c0c65b89848877ec07875b33887a1a72c0c65b89
315,MCP000315,401,115,1,2,Atlas MaintenanceConditionPoint 315,MCP000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9569542c08fe5375b2c400a4b52fa02a9569542c08fe5375b2c400a4b52fa02a
316,MCP000316,466,221,1,7,Quartz MaintenanceConditionPoint 316,MCP000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4425a1c459458a28d2e9e5b58d96c84c4425a1c459458a28d2e9e5b58d96c84
317,MCP000317,246,322,1,1,Vertex MaintenanceConditionPoint 317,MCP000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e66f1bec62157c090f1dc572aab88410e66f1bec62157c090f1dc572aab8841
318,MCP000318,212,454,2,7,Cedar MaintenanceConditionPoint 318,MCP000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bfb51082b2458c8994c6b3f0b50b8e02bfb51082b2458c8994c6b3f0b50b8e0
319,MCP000319,142,329,8,5,Pioneer MaintenanceConditionPoint 319,MCP000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a39083c67d0157b18daae933e9ea00cca39083c67d0157b18daae933e9ea00cc
320,MCP000320,145,309,3,5,Meridian MaintenanceConditionPoint 320,MCP000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,acd08b66531b5a86bbde1fd240037859acd08b66531b5a86bbde1fd240037859
321,MCP000321,500,44,1,1,Summit MaintenanceConditionPoint 321,MCP000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84d7c9b56de45b53a5ab14e53811998684d7c9b56de45b53a5ab14e538119986
322,MCP000322,133,500,9,1,Unity MaintenanceConditionPoint 322,MCP000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1c49adf25715fa487f4e6e2cf6f16cfa1c49adf25715fa487f4e6e2cf6f16cf
323,MCP000323,33,192,2,2,Keystone MaintenanceConditionPoint 323,MCP000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a1b9e9f64225a6c9d61478bd871e1f12a1b9e9f64225a6c9d61478bd871e1f1
324,MCP000324,28,106,4,1,Meridian MaintenanceConditionPoint 324,MCP000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfd2b09fb9fc58e9b145a77f8a72855bbfd2b09fb9fc58e9b145a77f8a72855b
325,MCP000325,129,283,6,7,Evergreen MaintenanceConditionPoint 325,MCP000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39cefcfd18705586ba18b4a08843c7c839cefcfd18705586ba18b4a08843c7c8
326,MCP000326,454,155,9,3,Titan MaintenanceConditionPoint 326,MCP000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4be538a1443d53e59c75d9bd2e1246dd4be538a1443d53e59c75d9bd2e1246dd
327,MCP000327,222,193,9,2,Northstar MaintenanceConditionPoint 327,MCP000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8dcdcb94e42c59848ae80ba3f128737e8dcdcb94e42c59848ae80ba3f128737e
328,MCP000328,160,419,3,3,Willow MaintenanceConditionPoint 328,MCP000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd931fd4952f50de95610ae18bd2d29dcd931fd4952f50de95610ae18bd2d29d
329,MCP000329,379,295,4,5,Northstar MaintenanceConditionPoint 329,MCP000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99ff629164175091b36ca1aa086b096699ff629164175091b36ca1aa086b0966
330,MCP000330,311,315,11,5,Meridian MaintenanceConditionPoint 330,MCP000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a2fc76756e050e8838814e379496df69a2fc76756e050e8838814e379496df6
331,MCP000331,220,375,4,4,Junction MaintenanceConditionPoint 331,MCP000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b38286656f53598b8035df8f94bda54cb38286656f53598b8035df8f94bda54c
332,MCP000332,358,392,5,6,Unity MaintenanceConditionPoint 332,MCP000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,183e271b7584513abeae68121850c6ad183e271b7584513abeae68121850c6ad
333,MCP000333,421,413,4,3,Zenith MaintenanceConditionPoint 333,MCP000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89c1b3349c285c1083a12142ca36f8e389c1b3349c285c1083a12142ca36f8e3
334,MCP000334,343,344,7,4,Unity MaintenanceConditionPoint 334,MCP000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,297115674a3d5bbd9529bc26b205ddc5297115674a3d5bbd9529bc26b205ddc5
335,MCP000335,9,381,9,1,Northstar MaintenanceConditionPoint 335,MCP000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75fbfbb90e915c9f9604b7d98302518375fbfbb90e915c9f9604b7d983025183
336,MCP000336,191,161,7,2,Liberty MaintenanceConditionPoint 336,MCP000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,315cf8ff021d56c3a63b9d61826e64ac315cf8ff021d56c3a63b9d61826e64ac
337,MCP000337,326,286,2,3,Harbor MaintenanceConditionPoint 337,MCP000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ee54e0e2c055726b2349af020ba97169ee54e0e2c055726b2349af020ba9716
338,MCP000338,325,494,4,7,Liberty MaintenanceConditionPoint 338,MCP000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e15fe505fbcc58d59d12ca487e0ff322e15fe505fbcc58d59d12ca487e0ff322
339,MCP000339,300,456,12,6,Harbor MaintenanceConditionPoint 339,MCP000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,964c5abe5ef95571966c4d3ae9ea09be964c5abe5ef95571966c4d3ae9ea09be
340,MCP000340,476,357,4,5,Quartz MaintenanceConditionPoint 340,MCP000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8f98cd389c8569e8714a9d8a683ba53d8f98cd389c8569e8714a9d8a683ba53
341,MCP000341,406,21,4,2,Willow MaintenanceConditionPoint 341,MCP000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8c86f697401518eb020f8086049a32da8c86f697401518eb020f8086049a32d
342,MCP000342,319,50,11,3,Cedar MaintenanceConditionPoint 342,MCP000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,879c4155b88c5999a08102003288eae1879c4155b88c5999a08102003288eae1
343,MCP000343,381,451,9,7,Atlas MaintenanceConditionPoint 343,MCP000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ef802c8b0d352b59fc7bad607a1a6be2ef802c8b0d352b59fc7bad607a1a6be
344,MCP000344,278,236,1,3,Keystone MaintenanceConditionPoint 344,MCP000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55f9a93887ee56e7a7e7ad7142e08d4855f9a93887ee56e7a7e7ad7142e08d48
345,MCP000345,434,153,7,4,Meridian MaintenanceConditionPoint 345,MCP000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9e0bfe51a785c9ea7350b33bd1a21e5d9e0bfe51a785c9ea7350b33bd1a21e5
346,MCP000346,342,94,8,1,Quartz MaintenanceConditionPoint 346,MCP000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04410d9fc4f45105a420a313c4352ffe04410d9fc4f45105a420a313c4352ffe
347,MCP000347,369,181,2,2,Beacon MaintenanceConditionPoint 347,MCP000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb8dcbf1ea9355d680c5276a8d7ee5bdbb8dcbf1ea9355d680c5276a8d7ee5bd
348,MCP000348,396,447,1,4,Beacon MaintenanceConditionPoint 348,MCP000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7283591432c25b818b7507c5312b730b7283591432c25b818b7507c5312b730b
349,MCP000349,360,11,11,1,Zenith MaintenanceConditionPoint 349,MCP000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,073205f044bf564aa98a9eaaf1c435ca073205f044bf564aa98a9eaaf1c435ca
350,MCP000350,283,211,7,5,Pioneer MaintenanceConditionPoint 350,MCP000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d70bdc2617257cda491a2f4c157ef4a8d70bdc2617257cda491a2f4c157ef4a
351,MCP000351,94,285,5,1,Meridian MaintenanceConditionPoint 351,MCP000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bee79c3023035d549ba50f436d2b78a7bee79c3023035d549ba50f436d2b78a7
352,MCP000352,341,463,11,5,Willow MaintenanceConditionPoint 352,MCP000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11f248d770af52fe9c1b040b7d835cef11f248d770af52fe9c1b040b7d835cef
353,MCP000353,353,141,2,2,Meridian MaintenanceConditionPoint 353,MCP000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bef9fe87244558a8195386410bc74a50bef9fe87244558a8195386410bc74a5
354,MCP000354,361,208,1,1,Northstar MaintenanceConditionPoint 354,MCP000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8dc60370720c5b47adc5c0678a549cdf8dc60370720c5b47adc5c0678a549cdf
355,MCP000355,215,202,6,6,Unity MaintenanceConditionPoint 355,MCP000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea0595495e7e5ded9f91128ed3bd7060ea0595495e7e5ded9f91128ed3bd7060
356,MCP000356,418,459,12,6,Beacon MaintenanceConditionPoint 356,MCP000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3523fda6bf275068961bc309a8897ce43523fda6bf275068961bc309a8897ce4
357,MCP000357,216,437,2,5,Evergreen MaintenanceConditionPoint 357,MCP000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82d906c5b3215080b27828763fd3939c82d906c5b3215080b27828763fd3939c
358,MCP000358,149,79,10,2,Quartz MaintenanceConditionPoint 358,MCP000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a3093aa01c059a5ba3ee02c16341a901a3093aa01c059a5ba3ee02c16341a90
359,MCP000359,134,228,1,3,Meridian MaintenanceConditionPoint 359,MCP000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15109428d841528e8859d9aef86e595b15109428d841528e8859d9aef86e595b
360,MCP000360,345,23,5,2,Titan MaintenanceConditionPoint 360,MCP000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,438ea6e4ee2357c89051cdd77df611b2438ea6e4ee2357c89051cdd77df611b2
361,MCP000361,328,204,1,2,Beacon MaintenanceConditionPoint 361,MCP000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9fb66e2f4a65610a09f140a71564a51c9fb66e2f4a65610a09f140a71564a51
362,MCP000362,335,247,9,7,Forge MaintenanceConditionPoint 362,MCP000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9812b01724d45df1b30b37351ab8db7e9812b01724d45df1b30b37351ab8db7e
363,MCP000363,151,302,8,1,Junction MaintenanceConditionPoint 363,MCP000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e228efc2c5e51a993ab76cfc19348435e228efc2c5e51a993ab76cfc1934843
364,MCP000364,436,366,7,4,Keystone MaintenanceConditionPoint 364,MCP000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e455f0cfb29b5462adfba5f92ef83c3be455f0cfb29b5462adfba5f92ef83c3b
365,MCP000365,126,114,8,5,Granite MaintenanceConditionPoint 365,MCP000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c69daccf62485ffa844b78c587f74a0cc69daccf62485ffa844b78c587f74a0c
366,MCP000366,499,122,4,7,Cedar MaintenanceConditionPoint 366,MCP000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c3047ff63175d99a81efc6f571f20089c3047ff63175d99a81efc6f571f2008
367,MCP000367,95,131,11,7,Northstar MaintenanceConditionPoint 367,MCP000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bdf1e1d8851545ab145ac08628e371b4bdf1e1d8851545ab145ac08628e371b
368,MCP000368,318,385,2,2,Keystone MaintenanceConditionPoint 368,MCP000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e161e8bd0c5591d9118cf17de9bb2b91e161e8bd0c5591d9118cf17de9bb2b9
369,MCP000369,161,118,7,2,Willow MaintenanceConditionPoint 369,MCP000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c2888cbd93152a6ae929f6435c285731c2888cbd93152a6ae929f6435c28573
370,MCP000370,409,253,8,5,Pioneer MaintenanceConditionPoint 370,MCP000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e08b36e192a15089a92a688aa56e55f8e08b36e192a15089a92a688aa56e55f8
371,MCP000371,186,473,4,7,Summit MaintenanceConditionPoint 371,MCP000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b396b8dd0f7e5691a9e035ad148a84b0b396b8dd0f7e5691a9e035ad148a84b0
372,MCP000372,132,11,5,2,Beacon MaintenanceConditionPoint 372,MCP000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcaf4949b0f45e03a1666249f56333e8fcaf4949b0f45e03a1666249f56333e8
373,MCP000373,178,481,11,5,Evergreen MaintenanceConditionPoint 373,MCP000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2e395104522558e9e3ee2f5113f9332b2e395104522558e9e3ee2f5113f9332
374,MCP000374,141,436,11,6,Beacon MaintenanceConditionPoint 374,MCP000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a8055ee7fc3561493186af529db9e973a8055ee7fc3561493186af529db9e97
375,MCP000375,353,242,7,3,Pioneer MaintenanceConditionPoint 375,MCP000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4958c14b14875c6e9a0b6c68cbaabf1a4958c14b14875c6e9a0b6c68cbaabf1a
376,MCP000376,72,437,12,4,Cedar MaintenanceConditionPoint 376,MCP000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c628198da27f5a2a954730d0a62e35cac628198da27f5a2a954730d0a62e35ca
377,MCP000377,358,372,3,5,Pioneer MaintenanceConditionPoint 377,MCP000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6fdaed0b078569eb91d9fd007cfbd1ec6fdaed0b078569eb91d9fd007cfbd1e
378,MCP000378,44,190,11,3,Junction MaintenanceConditionPoint 378,MCP000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44c0835d4e40571887419066e0b5a90344c0835d4e40571887419066e0b5a903
379,MCP000379,429,368,11,2,Zenith MaintenanceConditionPoint 379,MCP000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a85c1d313155088aecca8a8ec5c3d589a85c1d313155088aecca8a8ec5c3d58
380,MCP000380,448,107,1,3,Summit MaintenanceConditionPoint 380,MCP000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7f356b1465d5b448544902701d3d3dab7f356b1465d5b448544902701d3d3da
381,MCP000381,77,9,8,4,Liberty MaintenanceConditionPoint 381,MCP000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb1259e7df1d5c8c8ae3e783b19189d5fb1259e7df1d5c8c8ae3e783b19189d5
382,MCP000382,54,349,4,1,Delta MaintenanceConditionPoint 382,MCP000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80a8194de42d5505be35d9c168afcc1d80a8194de42d5505be35d9c168afcc1d
383,MCP000383,80,404,9,3,Pioneer MaintenanceConditionPoint 383,MCP000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,097d98f5678d5273b2c6ae7e9dd40226097d98f5678d5273b2c6ae7e9dd40226
384,MCP000384,98,82,6,2,Ion MaintenanceConditionPoint 384,MCP000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e353f18a0214572ab52a318c47e8a504e353f18a0214572ab52a318c47e8a504
385,MCP000385,49,309,10,1,Forge MaintenanceConditionPoint 385,MCP000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71318beb65045553ad5b47f4c5ab088d71318beb65045553ad5b47f4c5ab088d
386,MCP000386,247,456,9,4,Forge MaintenanceConditionPoint 386,MCP000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f9d85e862ee5c879fed8cb2d641892e7f9d85e862ee5c879fed8cb2d641892e
387,MCP000387,306,69,9,1,Titan MaintenanceConditionPoint 387,MCP000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97a43cd31fba56e5b12c1b21f135dd4897a43cd31fba56e5b12c1b21f135dd48
388,MCP000388,172,498,3,7,Atlas MaintenanceConditionPoint 388,MCP000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7e4a9dafb1b5bef91f2057dcfd4ef08c7e4a9dafb1b5bef91f2057dcfd4ef08
389,MCP000389,396,2,8,4,Vertex MaintenanceConditionPoint 389,MCP000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25c34e82fb005527b8b0d73e3b044fa425c34e82fb005527b8b0d73e3b044fa4
