PurchaseOrderHeaderKey,PurchaseOrderNumber,SupplierKey,PlantKey,BuyerEmployeeKey,PurchaseBuyerAssignmentKey,PurchaseOrderLifecycleStatusKey,PurchasePaymentTermKey,CurrencyKey,PurchaseOrderName,BuyerReference,IncotermsCode,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
260,POH000260,497,237,415,172,8,5,1,Summit PurchaseOrderHeader 260,PurchaseOrderHeader-BuyerReference-260,POH000260,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f5fcdfda804503da90dfbbee274028b7f5fcdfda804503da90dfbbee274028b
261,POH000261,297,157,36,18,8,20,4,Harbor PurchaseOrderHeader 261,PurchaseOrderHeader-BuyerReference-261,POH000261,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,348f99db503d5c37b12fd888387ae1f1348f99db503d5c37b12fd888387ae1f1
262,POH000262,254,110,124,421,4,6,5,Harbor PurchaseOrderHeader 262,PurchaseOrderHeader-BuyerReference-262,POH000262,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78df08f89a405ed8b52232689fdc5bc578df08f89a405ed8b52232689fdc5bc5
263,POH000263,101,69,406,220,11,16,3,Delta PurchaseOrderHeader 263,PurchaseOrderHeader-BuyerReference-263,POH000263,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c48a17408295c05ab9e7b061aa2ad760c48a17408295c05ab9e7b061aa2ad76
264,POH000264,374,350,404,183,6,14,5,Beacon PurchaseOrderHeader 264,PurchaseOrderHeader-BuyerReference-264,POH000264,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf9a151273625ddfb98627706863b454bf9a151273625ddfb98627706863b454
265,POH000265,387,120,186,248,3,39,2,Keystone PurchaseOrderHeader 265,PurchaseOrderHeader-BuyerReference-265,POH000265,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,316d86ab64515bee84f41ebf60449e57316d86ab64515bee84f41ebf60449e57
266,POH000266,301,203,427,441,11,11,4,Harbor PurchaseOrderHeader 266,PurchaseOrderHeader-BuyerReference-266,POH000266,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94ddea82989750508a629d9468c88f8694ddea82989750508a629d9468c88f86
267,POH000267,307,59,107,221,5,26,5,Summit PurchaseOrderHeader 267,PurchaseOrderHeader-BuyerReference-267,POH000267,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cba62baf33f85a3e8f403c57af017d76cba62baf33f85a3e8f403c57af017d76
268,POH000268,284,78,100,349,2,27,5,Liberty PurchaseOrderHeader 268,PurchaseOrderHeader-BuyerReference-268,POH000268,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2eb389f42bb051879070f5a128d7999f2eb389f42bb051879070f5a128d7999f
269,POH000269,452,251,128,191,5,2,3,Ion PurchaseOrderHeader 269,PurchaseOrderHeader-BuyerReference-269,POH000269,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39024f13dbac54869b980ad04a89287e39024f13dbac54869b980ad04a89287e
270,POH000270,176,26,94,51,4,16,2,Vertex PurchaseOrderHeader 270,PurchaseOrderHeader-BuyerReference-270,POH000270,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc49eb1b49dc5ad2a4edaffe51c96970bc49eb1b49dc5ad2a4edaffe51c96970
271,POH000271,60,11,44,86,11,22,4,Zenith PurchaseOrderHeader 271,PurchaseOrderHeader-BuyerReference-271,POH000271,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02321de0a23e5012862bf44d6230fe7e02321de0a23e5012862bf44d6230fe7e
272,POH000272,470,244,-1,455,9,11,4,Pioneer PurchaseOrderHeader 272,PurchaseOrderHeader-BuyerReference-272,POH000272,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e352593baf545733ae21a3236e2d6762e352593baf545733ae21a3236e2d6762
273,POH000273,205,184,284,131,12,24,4,Willow PurchaseOrderHeader 273,PurchaseOrderHeader-BuyerReference-273,POH000273,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a98412b735b3584aa2d98ffbadcbe19ba98412b735b3584aa2d98ffbadcbe19b
274,POH000274,295,296,361,23,7,37,4,Keystone PurchaseOrderHeader 274,PurchaseOrderHeader-BuyerReference-274,POH000274,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45a5db55ebee5019bfe935a6c645533c45a5db55ebee5019bfe935a6c645533c
275,POH000275,67,317,272,383,7,4,5,Forge PurchaseOrderHeader 275,PurchaseOrderHeader-BuyerReference-275,POH000275,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e362806e9fb5635bd043b7438b472d42e362806e9fb5635bd043b7438b472d4
276,POH000276,500,300,335,94,8,32,1,Keystone PurchaseOrderHeader 276,PurchaseOrderHeader-BuyerReference-276,POH000276,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb4bb61ec9e9514992437098eb94fcbfbb4bb61ec9e9514992437098eb94fcbf
277,POH000277,143,38,431,383,4,35,4,Northstar PurchaseOrderHeader 277,PurchaseOrderHeader-BuyerReference-277,POH000277,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bda1f5dc967e5628bbc6d39bfa31631fbda1f5dc967e5628bbc6d39bfa31631f
278,POH000278,27,286,360,473,11,15,2,Evergreen PurchaseOrderHeader 278,PurchaseOrderHeader-BuyerReference-278,POH000278,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c8aeca455b95a0aa5d987296788e1645c8aeca455b95a0aa5d987296788e164
279,POH000279,199,251,231,113,7,9,1,Meridian PurchaseOrderHeader 279,PurchaseOrderHeader-BuyerReference-279,POH000279,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50096e3b92d857edbe9c9ea80ca59fc450096e3b92d857edbe9c9ea80ca59fc4
280,POH000280,364,119,31,3,10,35,2,Beacon PurchaseOrderHeader 280,PurchaseOrderHeader-BuyerReference-280,POH000280,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e3e4ba612c75edc858e1bb19ed5062e9e3e4ba612c75edc858e1bb19ed5062e
281,POH000281,43,203,495,178,8,12,2,Summit PurchaseOrderHeader 281,PurchaseOrderHeader-BuyerReference-281,POH000281,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f66d087b70457088a56a74fa2e2deb29f66d087b70457088a56a74fa2e2deb2
282,POH000282,291,253,298,485,2,10,3,Vertex PurchaseOrderHeader 282,PurchaseOrderHeader-BuyerReference-282,POH000282,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26f2a125684c52e6bc3ce401101c2a7326f2a125684c52e6bc3ce401101c2a73
283,POH000283,72,334,55,407,3,19,3,Beacon PurchaseOrderHeader 283,PurchaseOrderHeader-BuyerReference-283,POH000283,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7043267935b15933973c7a5b3a62491a7043267935b15933973c7a5b3a62491a
284,POH000284,422,307,163,338,3,20,4,Delta PurchaseOrderHeader 284,PurchaseOrderHeader-BuyerReference-284,POH000284,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abadefc14eae5df8ab3a14e69132d8c0abadefc14eae5df8ab3a14e69132d8c0
285,POH000285,161,216,330,478,3,7,1,Harbor PurchaseOrderHeader 285,PurchaseOrderHeader-BuyerReference-285,POH000285,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75ffd3c8c5ee57a9a05889b2a901448f75ffd3c8c5ee57a9a05889b2a901448f
286,POH000286,480,295,275,278,12,23,4,Titan PurchaseOrderHeader 286,PurchaseOrderHeader-BuyerReference-286,POH000286,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1942e05745d5b4fa373a62452aadb58e1942e05745d5b4fa373a62452aadb58
287,POH000287,143,10,29,254,6,36,4,Harbor PurchaseOrderHeader 287,PurchaseOrderHeader-BuyerReference-287,POH000287,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f41ab9471ec954ddafb3887e87e3967df41ab9471ec954ddafb3887e87e3967d
288,POH000288,59,48,84,216,9,14,4,Vertex PurchaseOrderHeader 288,PurchaseOrderHeader-BuyerReference-288,POH000288,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14b1ab41ad905fd1a0d5579b662b467414b1ab41ad905fd1a0d5579b662b4674
289,POH000289,287,8,-1,116,11,16,1,Forge PurchaseOrderHeader 289,PurchaseOrderHeader-BuyerReference-289,POH000289,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9303f6927fa5ce9ae43d98f975d23abf9303f6927fa5ce9ae43d98f975d23ab
290,POH000290,412,206,483,161,12,17,2,Riverton PurchaseOrderHeader 290,PurchaseOrderHeader-BuyerReference-290,POH000290,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b0b65f34f105f99bf421102c8c8b72d0b0b65f34f105f99bf421102c8c8b72d
291,POH000291,30,209,414,319,6,34,1,Harbor PurchaseOrderHeader 291,PurchaseOrderHeader-BuyerReference-291,POH000291,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,845358cab25357799a7b8dd2cff2be25845358cab25357799a7b8dd2cff2be25
292,POH000292,54,272,85,295,8,6,4,Junction PurchaseOrderHeader 292,PurchaseOrderHeader-BuyerReference-292,POH000292,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62d19fe660665f6fbad26e280e6a47b162d19fe660665f6fbad26e280e6a47b1
293,POH000293,2,287,336,106,2,34,5,Liberty PurchaseOrderHeader 293,PurchaseOrderHeader-BuyerReference-293,POH000293,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a7c3fe1ed175f7aaf0ae965109221970a7c3fe1ed175f7aaf0ae96510922197
294,POH000294,416,29,71,25,5,34,5,Evergreen PurchaseOrderHeader 294,PurchaseOrderHeader-BuyerReference-294,POH000294,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f663001c34e85b9cba150fb701cc2d34f663001c34e85b9cba150fb701cc2d34
295,POH000295,143,193,190,336,4,19,1,Quartz PurchaseOrderHeader 295,PurchaseOrderHeader-BuyerReference-295,POH000295,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,273eb97477325d898fcaba14fd5a8210273eb97477325d898fcaba14fd5a8210
296,POH000296,289,67,79,23,5,31,4,Cedar PurchaseOrderHeader 296,PurchaseOrderHeader-BuyerReference-296,POH000296,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91f784161cab5ea981aa1a91a70ea23c91f784161cab5ea981aa1a91a70ea23c
297,POH000297,357,165,227,109,8,26,1,Meridian PurchaseOrderHeader 297,PurchaseOrderHeader-BuyerReference-297,POH000297,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fbbb00597505d96b3fc3395e57907829fbbb00597505d96b3fc3395e5790782
298,POH000298,410,276,12,399,5,26,2,Evergreen PurchaseOrderHeader 298,PurchaseOrderHeader-BuyerReference-298,POH000298,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cc0561f752052938942c9d9db64d43e3cc0561f752052938942c9d9db64d43e
299,POH000299,170,337,458,380,1,22,1,Liberty PurchaseOrderHeader 299,PurchaseOrderHeader-BuyerReference-299,POH000299,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8079b4a2b0cd5c498379b6ed836991028079b4a2b0cd5c498379b6ed83699102
300,POH000300,354,284,19,106,5,32,1,Forge PurchaseOrderHeader 300,PurchaseOrderHeader-BuyerReference-300,POH000300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dda454647b3053039edd86d6ca8c46c0dda454647b3053039edd86d6ca8c46c0
301,POH000301,5,16,400,14,9,9,2,Orion PurchaseOrderHeader 301,PurchaseOrderHeader-BuyerReference-301,POH000301,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36b94c2b842c52cc9007c372c35d2f9a36b94c2b842c52cc9007c372c35d2f9a
302,POH000302,7,341,447,109,6,27,5,Riverton PurchaseOrderHeader 302,PurchaseOrderHeader-BuyerReference-302,POH000302,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69a75d3bf69c5151b943febc844b19ff69a75d3bf69c5151b943febc844b19ff
303,POH000303,377,42,117,312,5,35,1,Riverton PurchaseOrderHeader 303,PurchaseOrderHeader-BuyerReference-303,POH000303,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcba9219e70f5c13a453075453ca0d30fcba9219e70f5c13a453075453ca0d30
304,POH000304,500,64,163,240,7,18,1,Atlas PurchaseOrderHeader 304,PurchaseOrderHeader-BuyerReference-304,POH000304,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98f008701fda5b5facf59276ab5b2add98f008701fda5b5facf59276ab5b2add
305,POH000305,29,78,263,70,10,27,2,Orion PurchaseOrderHeader 305,PurchaseOrderHeader-BuyerReference-305,POH000305,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a673a71ce1b753fcad45d3c7daa2799ba673a71ce1b753fcad45d3c7daa2799b
306,POH000306,11,129,-1,35,1,1,5,Meridian PurchaseOrderHeader 306,PurchaseOrderHeader-BuyerReference-306,POH000306,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a63a7788fdc55ab9c558a642e7a57402a63a7788fdc55ab9c558a642e7a5740
307,POH000307,114,227,219,161,12,4,5,Orion PurchaseOrderHeader 307,PurchaseOrderHeader-BuyerReference-307,POH000307,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcf1eac2f4635bdd8c9be428e7abd4d8fcf1eac2f4635bdd8c9be428e7abd4d8
308,POH000308,461,70,333,85,7,19,2,Vertex PurchaseOrderHeader 308,PurchaseOrderHeader-BuyerReference-308,POH000308,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a1f85654aa65756ae8ccb0a17dff3cd6a1f85654aa65756ae8ccb0a17dff3cd
309,POH000309,107,290,483,170,2,19,1,Quartz PurchaseOrderHeader 309,PurchaseOrderHeader-BuyerReference-309,POH000309,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9ec552943eb5806a37df47ee8d7314da9ec552943eb5806a37df47ee8d7314d
310,POH000310,286,15,286,383,3,16,2,Summit PurchaseOrderHeader 310,PurchaseOrderHeader-BuyerReference-310,POH000310,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e38bf48c3285e95bf9bec3092a2c98e8e38bf48c3285e95bf9bec3092a2c98e
311,POH000311,16,132,465,384,12,16,5,Titan PurchaseOrderHeader 311,PurchaseOrderHeader-BuyerReference-311,POH000311,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41c2a8f40d2e5538a6ca21f567d7f5bf41c2a8f40d2e5538a6ca21f567d7f5bf
312,POH000312,147,211,322,234,12,8,4,Riverton PurchaseOrderHeader 312,PurchaseOrderHeader-BuyerReference-312,POH000312,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5c9adba340d5ce6830b8aad6d323bccd5c9adba340d5ce6830b8aad6d323bcc
313,POH000313,134,39,351,346,4,7,1,Zenith PurchaseOrderHeader 313,PurchaseOrderHeader-BuyerReference-313,POH000313,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64857cbbfa985a478365df19d5eb8ea864857cbbfa985a478365df19d5eb8ea8
314,POH000314,256,81,324,166,9,37,3,Junction PurchaseOrderHeader 314,PurchaseOrderHeader-BuyerReference-314,POH000314,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7df1b2102945757b28eee32e5b24890e7df1b2102945757b28eee32e5b24890
315,POH000315,324,131,391,48,6,15,1,Summit PurchaseOrderHeader 315,PurchaseOrderHeader-BuyerReference-315,POH000315,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ee1a7da57915265af20bf3a6957ebe30ee1a7da57915265af20bf3a6957ebe3
316,POH000316,372,303,368,178,1,26,2,Orion PurchaseOrderHeader 316,PurchaseOrderHeader-BuyerReference-316,POH000316,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e62eaec2b5a5c52b7362675112ae9176e62eaec2b5a5c52b7362675112ae917
317,POH000317,226,281,401,110,9,28,1,Zenith PurchaseOrderHeader 317,PurchaseOrderHeader-BuyerReference-317,POH000317,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2994d143e11c5714b52641e0579d5b8a2994d143e11c5714b52641e0579d5b8a
318,POH000318,483,121,285,179,1,6,3,Cedar PurchaseOrderHeader 318,PurchaseOrderHeader-BuyerReference-318,POH000318,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c97d95486fdd5cc9b55058d8c84519c6c97d95486fdd5cc9b55058d8c84519c6
319,POH000319,183,244,16,315,6,25,1,Northstar PurchaseOrderHeader 319,PurchaseOrderHeader-BuyerReference-319,POH000319,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4615d0b25f4c5375bf19f5c7400b72274615d0b25f4c5375bf19f5c7400b7227
320,POH000320,283,123,295,301,7,22,3,Keystone PurchaseOrderHeader 320,PurchaseOrderHeader-BuyerReference-320,POH000320,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,233ebd4e56b35e3091240c517be69143233ebd4e56b35e3091240c517be69143
321,POH000321,390,274,412,303,10,35,1,Unity PurchaseOrderHeader 321,PurchaseOrderHeader-BuyerReference-321,POH000321,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9db65bfb8d25fb5a9b3e3c7e558bd6db9db65bfb8d25fb5a9b3e3c7e558bd6d
322,POH000322,486,139,272,303,2,9,4,Pioneer PurchaseOrderHeader 322,PurchaseOrderHeader-BuyerReference-322,POH000322,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,088f829566755838aa1fccb09b2b2188088f829566755838aa1fccb09b2b2188
323,POH000323,405,183,-1,201,5,29,4,Ion PurchaseOrderHeader 323,PurchaseOrderHeader-BuyerReference-323,POH000323,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c69abcd42a62561ba957130b57d8a1edc69abcd42a62561ba957130b57d8a1ed
324,POH000324,26,43,224,138,12,30,5,Orion PurchaseOrderHeader 324,PurchaseOrderHeader-BuyerReference-324,POH000324,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,525fd496d2585df2a7cb975a5f615508525fd496d2585df2a7cb975a5f615508
325,POH000325,119,211,384,281,7,37,5,Titan PurchaseOrderHeader 325,PurchaseOrderHeader-BuyerReference-325,POH000325,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4aceb4394d64559b81c456784bf7b84c4aceb4394d64559b81c456784bf7b84c
326,POH000326,277,40,87,105,9,4,5,Liberty PurchaseOrderHeader 326,PurchaseOrderHeader-BuyerReference-326,POH000326,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03ca7f12eb4852ec8c36633440f9cc3a03ca7f12eb4852ec8c36633440f9cc3a
327,POH000327,467,339,86,103,8,24,3,Junction PurchaseOrderHeader 327,PurchaseOrderHeader-BuyerReference-327,POH000327,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c2b8e55b5c95d2f953ab4b868848db54c2b8e55b5c95d2f953ab4b868848db5
328,POH000328,9,321,388,482,11,4,3,Junction PurchaseOrderHeader 328,PurchaseOrderHeader-BuyerReference-328,POH000328,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90ca1314aba957ef953e4867f428c76d90ca1314aba957ef953e4867f428c76d
329,POH000329,196,308,343,179,1,2,3,Summit PurchaseOrderHeader 329,PurchaseOrderHeader-BuyerReference-329,POH000329,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e16c050fba35b9d91f6d71eb84c9a020e16c050fba35b9d91f6d71eb84c9a02
330,POH000330,62,311,489,132,4,6,3,Keystone PurchaseOrderHeader 330,PurchaseOrderHeader-BuyerReference-330,POH000330,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d99c49881ea5370b41871a3ac8261282d99c49881ea5370b41871a3ac826128
331,POH000331,400,92,471,180,11,6,2,Zenith PurchaseOrderHeader 331,PurchaseOrderHeader-BuyerReference-331,POH000331,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0eabb63a9fd45b5b85365d06dcd63fb60eabb63a9fd45b5b85365d06dcd63fb6
332,POH000332,11,175,385,304,1,6,3,Vertex PurchaseOrderHeader 332,PurchaseOrderHeader-BuyerReference-332,POH000332,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75864926c37b581d9375ea9591574f9e75864926c37b581d9375ea9591574f9e
333,POH000333,12,268,375,97,6,29,4,Delta PurchaseOrderHeader 333,PurchaseOrderHeader-BuyerReference-333,POH000333,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4757da2bdb68551cbefd1ae45efd2ac74757da2bdb68551cbefd1ae45efd2ac7
334,POH000334,50,189,54,84,11,27,1,Beacon PurchaseOrderHeader 334,PurchaseOrderHeader-BuyerReference-334,POH000334,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cb434f4b596522d932997be5245108d2cb434f4b596522d932997be5245108d
335,POH000335,49,61,266,112,8,27,2,Unity PurchaseOrderHeader 335,PurchaseOrderHeader-BuyerReference-335,POH000335,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,661ae26dded7550fb36a6b45739c8b5d661ae26dded7550fb36a6b45739c8b5d
336,POH000336,488,6,218,404,2,16,2,Junction PurchaseOrderHeader 336,PurchaseOrderHeader-BuyerReference-336,POH000336,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,464f6251b8cf5225a53cc1ac244fa8cb464f6251b8cf5225a53cc1ac244fa8cb
337,POH000337,467,116,140,375,1,3,4,Junction PurchaseOrderHeader 337,PurchaseOrderHeader-BuyerReference-337,POH000337,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c083994ef4a5bd687045337da7416122c083994ef4a5bd687045337da741612
338,POH000338,370,22,244,408,2,19,1,Cedar PurchaseOrderHeader 338,PurchaseOrderHeader-BuyerReference-338,POH000338,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b24bd5d6f9e75ce88bd111e2acbdfb2cb24bd5d6f9e75ce88bd111e2acbdfb2c
339,POH000339,345,332,352,356,2,36,1,Beacon PurchaseOrderHeader 339,PurchaseOrderHeader-BuyerReference-339,POH000339,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33e894506a535e65925d0fb9ec661c3d33e894506a535e65925d0fb9ec661c3d
340,POH000340,378,130,-1,418,2,20,1,Cedar PurchaseOrderHeader 340,PurchaseOrderHeader-BuyerReference-340,POH000340,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,722e82e8163a52e5aedb6319a074a805722e82e8163a52e5aedb6319a074a805
341,POH000341,116,206,444,279,12,40,1,Atlas PurchaseOrderHeader 341,PurchaseOrderHeader-BuyerReference-341,POH000341,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d539f698cdc571d9350a41b90b3d2029d539f698cdc571d9350a41b90b3d202
342,POH000342,366,16,142,448,11,5,3,Zenith PurchaseOrderHeader 342,PurchaseOrderHeader-BuyerReference-342,POH000342,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,475d6a88854c5326aa302deaedb00c2e475d6a88854c5326aa302deaedb00c2e
343,POH000343,490,114,164,37,1,35,3,Junction PurchaseOrderHeader 343,PurchaseOrderHeader-BuyerReference-343,POH000343,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e06c8fd910665d15ba2766666886837ee06c8fd910665d15ba2766666886837e
344,POH000344,315,265,87,2,11,2,3,Unity PurchaseOrderHeader 344,PurchaseOrderHeader-BuyerReference-344,POH000344,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d35ca8e523e05ef19724b0378131eb66d35ca8e523e05ef19724b0378131eb66
345,POH000345,34,291,282,290,2,36,4,Cedar PurchaseOrderHeader 345,PurchaseOrderHeader-BuyerReference-345,POH000345,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8e42c54868c5534a279db892be796c9c8e42c54868c5534a279db892be796c9
346,POH000346,304,242,143,480,9,21,2,Summit PurchaseOrderHeader 346,PurchaseOrderHeader-BuyerReference-346,POH000346,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52bab2f09ed1508db812e8b5196c59a852bab2f09ed1508db812e8b5196c59a8
