MaintenanceCrewKey,MaintenanceCrewCode,MaintenanceCrewRoleKey,CostCenterKey,MaintenanceCrewName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
312,MC000312,295,178,Ion MaintenanceCrew 312,MC000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,098b0e8cb754589883733c4ea5359ad4098b0e8cb754589883733c4ea5359ad4
313,MC000313,288,250,Willow MaintenanceCrew 313,MC000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,914966d517e956999162e59be36ae065914966d517e956999162e59be36ae065
314,MC000314,128,223,Orion MaintenanceCrew 314,MC000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fe1634c258f58b196cb060f10985d603fe1634c258f58b196cb060f10985d60
315,MC000315,339,326,Harbor MaintenanceCrew 315,MC000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d3384b1a3235b3eb47c35e976ca00233d3384b1a3235b3eb47c35e976ca0023
316,MC000316,68,188,Granite MaintenanceCrew 316,MC000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21dae48da2765101b52af87b8b8cb56021dae48da2765101b52af87b8b8cb560
317,MC000317,380,296,Meridian MaintenanceCrew 317,MC000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e278041561fe50c4b62f0e92a4788091e278041561fe50c4b62f0e92a4788091
318,MC000318,199,19,Willow MaintenanceCrew 318,MC000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd918f066f595221b8f33040e8ea6b69bd918f066f595221b8f33040e8ea6b69
319,MC000319,108,76,Vertex MaintenanceCrew 319,MC000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52e9f204e3ff581ab96cfc337c0a340a52e9f204e3ff581ab96cfc337c0a340a
320,MC000320,169,447,Pioneer MaintenanceCrew 320,MC000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dffdcca89ab650619d317c4fca377171dffdcca89ab650619d317c4fca377171
321,MC000321,253,252,Summit MaintenanceCrew 321,MC000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f111037ee5a5cab9efdcfb225d709250f111037ee5a5cab9efdcfb225d70925
322,MC000322,374,154,Atlas MaintenanceCrew 322,MC000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e46fd4d558945b80983f4c5f83267c12e46fd4d558945b80983f4c5f83267c12
323,MC000323,297,245,Northstar MaintenanceCrew 323,MC000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6eea82cc0abc56dd8f78f59d608f72e16eea82cc0abc56dd8f78f59d608f72e1
324,MC000324,27,481,Summit MaintenanceCrew 324,MC000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2b7cce7bdd55ac69ecb9646e82586bca2b7cce7bdd55ac69ecb9646e82586bc
325,MC000325,143,208,Beacon MaintenanceCrew 325,MC000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,536df129bac9584a8759e355cba65349536df129bac9584a8759e355cba65349
326,MC000326,19,335,Keystone MaintenanceCrew 326,MC000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8997fba6b505c33adb669f9a52c6c77d8997fba6b505c33adb669f9a52c6c77
327,MC000327,301,136,Meridian MaintenanceCrew 327,MC000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c8ee00bc38d55708643242bb1af4dba4c8ee00bc38d55708643242bb1af4dba
328,MC000328,22,71,Evergreen MaintenanceCrew 328,MC000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd5ad39662635d369474eb73d54eb4dacd5ad39662635d369474eb73d54eb4da
329,MC000329,2,89,Cedar MaintenanceCrew 329,MC000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a3c79e474f359cd8c46183849f7cb025a3c79e474f359cd8c46183849f7cb02
330,MC000330,232,478,Forge MaintenanceCrew 330,MC000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,651d0ee25e185d8fbc448549bfa5fe19651d0ee25e185d8fbc448549bfa5fe19
331,MC000331,380,144,Vertex MaintenanceCrew 331,MC000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46c7fbf6976c5888b588c494e28397fa46c7fbf6976c5888b588c494e28397fa
332,MC000332,368,386,Quartz MaintenanceCrew 332,MC000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5bad40e26685e098cae9bc043b29ec5b5bad40e26685e098cae9bc043b29ec5
333,MC000333,238,383,Cedar MaintenanceCrew 333,MC000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c56bd52fa0155dba130f762322c2fad4c56bd52fa0155dba130f762322c2fad
334,MC000334,98,53,Vertex MaintenanceCrew 334,MC000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0c376a5e2905ac6a8144ddaf5c7626ea0c376a5e2905ac6a8144ddaf5c7626e
335,MC000335,106,470,Delta MaintenanceCrew 335,MC000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07af3b4fbcb558e2a363a35de56863b707af3b4fbcb558e2a363a35de56863b7
336,MC000336,381,351,Unity MaintenanceCrew 336,MC000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ea388ac83495f8d8aa5c6aa97bdde865ea388ac83495f8d8aa5c6aa97bdde86
337,MC000337,487,436,Zenith MaintenanceCrew 337,MC000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d86e0558d3835a488eb74421dd30e417d86e0558d3835a488eb74421dd30e417
338,MC000338,83,281,Junction MaintenanceCrew 338,MC000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5ff4263d6da5a50a3511ef38a785ddae5ff4263d6da5a50a3511ef38a785dda
339,MC000339,163,311,Willow MaintenanceCrew 339,MC000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1be418d9b77c5468acfdf46869d559ae1be418d9b77c5468acfdf46869d559ae
340,MC000340,205,35,Cedar MaintenanceCrew 340,MC000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a1ad92343565ae99bb71a129a2c742d7a1ad92343565ae99bb71a129a2c742d
341,MC000341,289,139,Riverton MaintenanceCrew 341,MC000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2811887f8fbc5f00818688531f63696f2811887f8fbc5f00818688531f63696f
342,MC000342,311,120,Evergreen MaintenanceCrew 342,MC000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53cdde30c3f1589eacba81cca02f287153cdde30c3f1589eacba81cca02f2871
343,MC000343,138,485,Meridian MaintenanceCrew 343,MC000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3b6b9274f505b77b1506aef7a3194f9d3b6b9274f505b77b1506aef7a3194f9
344,MC000344,284,326,Ion MaintenanceCrew 344,MC000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f95be3f3492457d9ab6ede90f3fba3c3f95be3f3492457d9ab6ede90f3fba3c3
345,MC000345,216,435,Meridian MaintenanceCrew 345,MC000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b80b3b371a635447a340d6289a09a05fb80b3b371a635447a340d6289a09a05f
346,MC000346,344,385,Junction MaintenanceCrew 346,MC000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1531dede155e583aaa26eb54888ff6091531dede155e583aaa26eb54888ff609
347,MC000347,319,428,Willow MaintenanceCrew 347,MC000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67c7fc705a3f50c0a5cf5c5b37bad6c867c7fc705a3f50c0a5cf5c5b37bad6c8
348,MC000348,176,221,Zenith MaintenanceCrew 348,MC000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1c0f8b47c02583ba35bd04dd628b06ce1c0f8b47c02583ba35bd04dd628b06c
349,MC000349,212,267,Granite MaintenanceCrew 349,MC000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,867e37520dca5f23961d8bb9838e66c0867e37520dca5f23961d8bb9838e66c0
350,MC000350,210,243,Forge MaintenanceCrew 350,MC000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9d03f06fdad550fa9f82dc5902bbbd7c9d03f06fdad550fa9f82dc5902bbbd7
351,MC000351,165,47,Pioneer MaintenanceCrew 351,MC000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f61426d9ab3d5c43a088097bce3cdd68f61426d9ab3d5c43a088097bce3cdd68
352,MC000352,368,403,Beacon MaintenanceCrew 352,MC000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2e5bead2cd850cca8538543410e4d9fe2e5bead2cd850cca8538543410e4d9f
353,MC000353,98,464,Zenith MaintenanceCrew 353,MC000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6701467468f95e3a82aec147c23824496701467468f95e3a82aec147c2382449
354,MC000354,222,137,Riverton MaintenanceCrew 354,MC000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38f42d876ad55464989c8e2338b022db38f42d876ad55464989c8e2338b022db
355,MC000355,215,201,Northstar MaintenanceCrew 355,MC000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,acaa6fe2f569539a88941a95ebbf2f10acaa6fe2f569539a88941a95ebbf2f10
356,MC000356,317,217,Northstar MaintenanceCrew 356,MC000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9c117266e07526596385d70eaa35f0be9c117266e07526596385d70eaa35f0b
357,MC000357,418,310,Riverton MaintenanceCrew 357,MC000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,311730ff9ce05399bf9ea700fcbd1842311730ff9ce05399bf9ea700fcbd1842
358,MC000358,472,173,Riverton MaintenanceCrew 358,MC000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,168f4c9472f255f38c76cd8f1016b3a0168f4c9472f255f38c76cd8f1016b3a0
359,MC000359,369,384,Granite MaintenanceCrew 359,MC000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,911989619f855a1697e6c39d5d1e1f7f911989619f855a1697e6c39d5d1e1f7f
360,MC000360,240,73,Orion MaintenanceCrew 360,MC000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26360112a40e51e6a5f48e1e39d5916d26360112a40e51e6a5f48e1e39d5916d
361,MC000361,46,127,Junction MaintenanceCrew 361,MC000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0d917833a1c5e04b4bdc7ffc5439cefc0d917833a1c5e04b4bdc7ffc5439cef
362,MC000362,192,261,Keystone MaintenanceCrew 362,MC000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,183c4a46748e5721bc22985af8f19d9e183c4a46748e5721bc22985af8f19d9e
363,MC000363,54,341,Pioneer MaintenanceCrew 363,MC000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9c09914cb025b2ba5e65349977c6b92c9c09914cb025b2ba5e65349977c6b92
364,MC000364,44,476,Forge MaintenanceCrew 364,MC000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ff145d1967b549b92ac31408c9f2b0f6ff145d1967b549b92ac31408c9f2b0f
365,MC000365,486,421,Junction MaintenanceCrew 365,MC000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef277f46ef0c5ff0abea23120318c772ef277f46ef0c5ff0abea23120318c772
366,MC000366,488,451,Delta MaintenanceCrew 366,MC000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c7d5f98aa425702a9e84cf0b92697601c7d5f98aa425702a9e84cf0b9269760
367,MC000367,79,203,Forge MaintenanceCrew 367,MC000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be37fd7579b05536be60e9c4f207bacabe37fd7579b05536be60e9c4f207baca
368,MC000368,329,202,Ion MaintenanceCrew 368,MC000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e0895c1499758bea0be085d59266d4d8e0895c1499758bea0be085d59266d4d
369,MC000369,283,341,Junction MaintenanceCrew 369,MC000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96f6670e21bb5666944c86779fe4a43896f6670e21bb5666944c86779fe4a438
370,MC000370,486,271,Junction MaintenanceCrew 370,MC000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45c1d371ed5a5f0cadcad74d010af4ed45c1d371ed5a5f0cadcad74d010af4ed
371,MC000371,108,145,Liberty MaintenanceCrew 371,MC000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,411bd832367d53a8aae346068caf221e411bd832367d53a8aae346068caf221e
372,MC000372,242,176,Harbor MaintenanceCrew 372,MC000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a94d2da0a1e555a826c51b5a2380da35a94d2da0a1e555a826c51b5a2380da3
373,MC000373,257,388,Quartz MaintenanceCrew 373,MC000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3dbc64a3f0259048a54e12e4165e13ba3dbc64a3f0259048a54e12e4165e13b
374,MC000374,157,299,Forge MaintenanceCrew 374,MC000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfd6fbaa6f425e0ab33dc51cbc88526dcfd6fbaa6f425e0ab33dc51cbc88526d
375,MC000375,453,430,Beacon MaintenanceCrew 375,MC000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,429cb95918a0566d819da5eeffa7305c429cb95918a0566d819da5eeffa7305c
376,MC000376,244,377,Pioneer MaintenanceCrew 376,MC000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,320d67e87b5b58058acceaa96a309eab320d67e87b5b58058acceaa96a309eab
377,MC000377,224,445,Beacon MaintenanceCrew 377,MC000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1e6cf2f51055f5d8dfa223e716a10d2b1e6cf2f51055f5d8dfa223e716a10d2
378,MC000378,47,55,Vertex MaintenanceCrew 378,MC000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf22ce73e118512b83f26172bb69cfb7cf22ce73e118512b83f26172bb69cfb7
379,MC000379,147,425,Riverton MaintenanceCrew 379,MC000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64c9a0627fdd51dc9c856c1133afdeec64c9a0627fdd51dc9c856c1133afdeec
380,MC000380,6,79,Junction MaintenanceCrew 380,MC000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c27a2f53f40a5a5ba3bd3133ec459c84c27a2f53f40a5a5ba3bd3133ec459c84
381,MC000381,123,208,Meridian MaintenanceCrew 381,MC000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0398c14fe9b159d89c0fbe3cd8c7dfa70398c14fe9b159d89c0fbe3cd8c7dfa7
382,MC000382,58,262,Orion MaintenanceCrew 382,MC000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15e843f0bd3056e1af16d7c978278f4115e843f0bd3056e1af16d7c978278f41
383,MC000383,153,490,Pioneer MaintenanceCrew 383,MC000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7729f8828e0451c7ab1761028771f3547729f8828e0451c7ab1761028771f354
384,MC000384,250,399,Meridian MaintenanceCrew 384,MC000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c15c6b2169a65cf4b169a76e5f874b20c15c6b2169a65cf4b169a76e5f874b20
385,MC000385,30,452,Cedar MaintenanceCrew 385,MC000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3b8e3ec610353349ecf194427ca7b2eb3b8e3ec610353349ecf194427ca7b2e
386,MC000386,291,484,Quartz MaintenanceCrew 386,MC000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b3429ff4c085768bfaaabf870ae524f8b3429ff4c085768bfaaabf870ae524f
387,MC000387,319,130,Unity MaintenanceCrew 387,MC000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbd9993df7b95228902e791f2e1b1ab4bbd9993df7b95228902e791f2e1b1ab4
388,MC000388,352,436,Keystone MaintenanceCrew 388,MC000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d233dfdf34345a66b8bd9a6099ec0e18d233dfdf34345a66b8bd9a6099ec0e18
389,MC000389,453,176,Beacon MaintenanceCrew 389,MC000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72cc22c86e695f6f8d2cbf29da093e9972cc22c86e695f6f8d2cbf29da093e99
390,MC000390,279,477,Beacon MaintenanceCrew 390,MC000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,368b9e746dea540595ac1d54e563f6fd368b9e746dea540595ac1d54e563f6fd
391,MC000391,460,253,Orion MaintenanceCrew 391,MC000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40a47c26c4e158058b24b112f95e0ea140a47c26c4e158058b24b112f95e0ea1
392,MC000392,495,497,Junction MaintenanceCrew 392,MC000392,1,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96e07a30d2cd54fc9873c7a77445b87896e07a30d2cd54fc9873c7a77445b878
393,MC000393,375,397,Pioneer MaintenanceCrew 393,MC000393,1,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29cd1c3bcd8555808a00602fc6bbb0a729cd1c3bcd8555808a00602fc6bbb0a7
394,MC000394,263,399,Junction MaintenanceCrew 394,MC000394,1,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0352a83901f5de09adf43ff496188e9b0352a83901f5de09adf43ff496188e9
395,MC000395,196,107,Titan MaintenanceCrew 395,MC000395,0,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b1ea9952a8051f2bd619c4403a9f0e26b1ea9952a8051f2bd619c4403a9f0e2
396,MC000396,345,4,Harbor MaintenanceCrew 396,MC000396,1,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d070467cb12a5322bbb61b8aa511a547d070467cb12a5322bbb61b8aa511a547
397,MC000397,494,209,Ion MaintenanceCrew 397,MC000397,1,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee94ecfff9325041be439245b1216ce3ee94ecfff9325041be439245b1216ce3
398,MC000398,102,160,Zenith MaintenanceCrew 398,MC000398,1,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d608403ee065792832dba9f6ef789c39d608403ee065792832dba9f6ef789c3
399,MC000399,334,369,Atlas MaintenanceCrew 399,MC000399,1,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6129ad2b18785571af773806acefb5dd6129ad2b18785571af773806acefb5dd
400,MC000400,368,362,Granite MaintenanceCrew 400,MC000400,0,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d00928ab05c35300a7a88c745f62c992d00928ab05c35300a7a88c745f62c992
401,MC000401,278,28,Harbor MaintenanceCrew 401,MC000401,1,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4e2f63562f050c9afadd6616de061dbb4e2f63562f050c9afadd6616de061db
402,MC000402,68,72,Harbor MaintenanceCrew 402,MC000402,1,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bcdfb078819d532494da2e3d883df41ebcdfb078819d532494da2e3d883df41e
403,MC000403,77,38,Delta MaintenanceCrew 403,MC000403,1,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14fba3592d2554eb8da986c70a33058714fba3592d2554eb8da986c70a330587
404,MC000404,273,250,Atlas MaintenanceCrew 404,MC000404,1,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3537877c13c3568f81179c5c644c10e23537877c13c3568f81179c5c644c10e2
405,MC000405,221,462,Harbor MaintenanceCrew 405,MC000405,0,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3953ac0b5cb549ea31b293e1c94a0d2c3953ac0b5cb549ea31b293e1c94a0d2
406,MC000406,229,19,Zenith MaintenanceCrew 406,MC000406,1,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c5356d4ab935c19bc11150b9f6aae960c5356d4ab935c19bc11150b9f6aae96
407,MC000407,104,357,Quartz MaintenanceCrew 407,MC000407,1,567.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b65430cb61f55753a0440ee43e337ed7b65430cb61f55753a0440ee43e337ed7
408,MC000408,147,329,Junction MaintenanceCrew 408,MC000408,1,568.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fe2f0eaed835b00808020f185ecffc36fe2f0eaed835b00808020f185ecffc3
409,MC000409,88,85,Delta MaintenanceCrew 409,MC000409,1,570.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4f73b4443935ccaa35add6b31323769c4f73b4443935ccaa35add6b31323769
410,MC000410,444,351,Zenith MaintenanceCrew 410,MC000410,0,571.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f4343a641795fadb03d621c89bb08dc0f4343a641795fadb03d621c89bb08dc
411,MC000411,93,114,Ion MaintenanceCrew 411,MC000411,1,573.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e2e0d450e2e5cdbab00fbc809cfee571e2e0d450e2e5cdbab00fbc809cfee57
412,MC000412,105,402,Unity MaintenanceCrew 412,MC000412,1,574.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fce1d909b9305fe9bf12346693d7a5d6fce1d909b9305fe9bf12346693d7a5d6
413,MC000413,99,463,Unity MaintenanceCrew 413,MC000413,1,575.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4ecdda6b65957c8b3725739a336ee48e4ecdda6b65957c8b3725739a336ee48
414,MC000414,9,396,Titan MaintenanceCrew 414,MC000414,1,577.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52e8ee03b4e259618b65703004fc7e1b52e8ee03b4e259618b65703004fc7e1b
415,MC000415,135,95,Ion MaintenanceCrew 415,MC000415,0,578.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e20f91a041645b54990d6fe61ebfe064e20f91a041645b54990d6fe61ebfe064
