MachineUtilityMeterKey,UtilityMeterNumber,MachineKey,PlantKey,MachineUtilityTypeKey,UnitOfMeasureKey,MachineUtilityMeterName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
296,MUM000296,274,319,3,3,Ion MachineUtilityMeter 296,MUM000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6877a0318a625fe3b608d21fccb50a346877a0318a625fe3b608d21fccb50a34
297,MUM000297,247,182,6,1,Orion MachineUtilityMeter 297,MUM000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a46c2256cba54a58fd561525c56fdb99a46c2256cba54a58fd561525c56fdb9
298,MUM000298,184,79,5,7,Northstar MachineUtilityMeter 298,MUM000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad6955a195f45f50bd52e9fbb554693dad6955a195f45f50bd52e9fbb554693d
299,MUM000299,227,85,6,2,Granite MachineUtilityMeter 299,MUM000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff0c3aee6df45967ab9d312420b7daddff0c3aee6df45967ab9d312420b7dadd
300,MUM000300,471,313,5,5,Willow MachineUtilityMeter 300,MUM000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf60e3ca6d375975b0c66ea98cecff78bf60e3ca6d375975b0c66ea98cecff78
301,MUM000301,174,317,1,7,Quartz MachineUtilityMeter 301,MUM000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34ae51b064f65610b1735dc5d0d21e4734ae51b064f65610b1735dc5d0d21e47
302,MUM000302,342,177,10,1,Forge MachineUtilityMeter 302,MUM000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82c1f8ec87875759b69ab350c18db63a82c1f8ec87875759b69ab350c18db63a
303,MUM000303,1,319,7,6,Cedar MachineUtilityMeter 303,MUM000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04b53f35a6005aaa9936b7ebd947796a04b53f35a6005aaa9936b7ebd947796a
304,MUM000304,109,120,3,3,Junction MachineUtilityMeter 304,MUM000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6998744540b85116b23e647ad3d1ceb56998744540b85116b23e647ad3d1ceb5
305,MUM000305,446,19,4,3,Keystone MachineUtilityMeter 305,MUM000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35bd911a485050edbbd752a8a27cd78535bd911a485050edbbd752a8a27cd785
306,MUM000306,7,342,1,1,Evergreen MachineUtilityMeter 306,MUM000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7b0f4f6bfef560786c52f60d0a0ef9eb7b0f4f6bfef560786c52f60d0a0ef9e
307,MUM000307,132,13,9,4,Northstar MachineUtilityMeter 307,MUM000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86542147371153cb8525c3ba515c616f86542147371153cb8525c3ba515c616f
308,MUM000308,331,262,6,2,Evergreen MachineUtilityMeter 308,MUM000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff67ba84e16a52d7a3957e14bb9c7484ff67ba84e16a52d7a3957e14bb9c7484
309,MUM000309,448,284,7,5,Liberty MachineUtilityMeter 309,MUM000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fe2883e4f7054fa81db7e63dd53c49e6fe2883e4f7054fa81db7e63dd53c49e
310,MUM000310,184,69,10,5,Riverton MachineUtilityMeter 310,MUM000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cc7e55c647e597988d1a959a97402974cc7e55c647e597988d1a959a9740297
311,MUM000311,52,98,1,7,Northstar MachineUtilityMeter 311,MUM000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d63bbfba9e757bba634fa8c499396a95d63bbfba9e757bba634fa8c499396a9
312,MUM000312,240,63,6,5,Zenith MachineUtilityMeter 312,MUM000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be2fdc83641c531ea208961207d85497be2fdc83641c531ea208961207d85497
313,MUM000313,37,213,3,5,Titan MachineUtilityMeter 313,MUM000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f62cd5bcc7ee53ea95cf263b29d410fef62cd5bcc7ee53ea95cf263b29d410fe
314,MUM000314,245,189,9,6,Willow MachineUtilityMeter 314,MUM000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb8dc591e1ee53a695a07d18b82a93cfeb8dc591e1ee53a695a07d18b82a93cf
315,MUM000315,189,329,3,1,Liberty MachineUtilityMeter 315,MUM000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3039363824475a379af01ed311b567373039363824475a379af01ed311b56737
316,MUM000316,50,202,2,4,Quartz MachineUtilityMeter 316,MUM000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e333cbe489459b49be448befbd803617e333cbe489459b49be448befbd80361
317,MUM000317,255,71,7,6,Titan MachineUtilityMeter 317,MUM000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a73fdd3c01d512bb22b48f8f92107a00a73fdd3c01d512bb22b48f8f92107a0
318,MUM000318,186,191,6,2,Beacon MachineUtilityMeter 318,MUM000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6870cc4f8e4a5143b433412ef3278e8d6870cc4f8e4a5143b433412ef3278e8d
319,MUM000319,133,116,6,7,Pioneer MachineUtilityMeter 319,MUM000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5070c794d46a5b09bd68c9bccc17baaf5070c794d46a5b09bd68c9bccc17baaf
320,MUM000320,457,189,5,5,Delta MachineUtilityMeter 320,MUM000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97c0bcb1f0135f54addc59be2f3f2ac097c0bcb1f0135f54addc59be2f3f2ac0
321,MUM000321,475,317,1,7,Evergreen MachineUtilityMeter 321,MUM000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54711c50c1155b979f8c2bb916ea1f0254711c50c1155b979f8c2bb916ea1f02
322,MUM000322,231,133,1,5,Forge MachineUtilityMeter 322,MUM000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d9c50aecd945cbb875cffc7cf6da2eb8d9c50aecd945cbb875cffc7cf6da2eb
323,MUM000323,206,300,8,7,Harbor MachineUtilityMeter 323,MUM000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,979b17a7299d598dae31bd266a738356979b17a7299d598dae31bd266a738356
324,MUM000324,480,51,1,5,Cedar MachineUtilityMeter 324,MUM000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8ecee12e43450f69ad62a2d17ad9ff4b8ecee12e43450f69ad62a2d17ad9ff4
325,MUM000325,273,150,6,1,Riverton MachineUtilityMeter 325,MUM000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7cbe28be6434572e89fceb95b900a2a87cbe28be6434572e89fceb95b900a2a8
326,MUM000326,239,255,6,2,Unity MachineUtilityMeter 326,MUM000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f39ffd00fe051a88aacb3c1e1a71a5a3f39ffd00fe051a88aacb3c1e1a71a5a
327,MUM000327,240,313,8,2,Granite MachineUtilityMeter 327,MUM000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa1c81f9f6015d76bb9871ce15efa4a6aa1c81f9f6015d76bb9871ce15efa4a6
328,MUM000328,419,19,1,6,Summit MachineUtilityMeter 328,MUM000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b3c10b7169c5c1487eb51ba42cd18a33b3c10b7169c5c1487eb51ba42cd18a3
329,MUM000329,98,97,5,1,Orion MachineUtilityMeter 329,MUM000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecb2bf0d0f345efc95f4e8470844ebfeecb2bf0d0f345efc95f4e8470844ebfe
330,MUM000330,143,186,12,2,Pioneer MachineUtilityMeter 330,MUM000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70d3c191ad6b5a929d8cea4dd77b5ef770d3c191ad6b5a929d8cea4dd77b5ef7
331,MUM000331,400,227,3,2,Vertex MachineUtilityMeter 331,MUM000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15eac178e0905dc89c927cfdb9c4685215eac178e0905dc89c927cfdb9c46852
332,MUM000332,184,314,8,7,Beacon MachineUtilityMeter 332,MUM000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1899747c5e395c1583349b3cd51e37c41899747c5e395c1583349b3cd51e37c4
333,MUM000333,403,167,4,3,Atlas MachineUtilityMeter 333,MUM000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47b3f6aede225d82849287c75bb04b1947b3f6aede225d82849287c75bb04b19
334,MUM000334,255,336,6,4,Harbor MachineUtilityMeter 334,MUM000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f656df2836f51e4a37f78fe67d7cc1d7f656df2836f51e4a37f78fe67d7cc1d
335,MUM000335,312,332,11,6,Zenith MachineUtilityMeter 335,MUM000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cf68df9cb4451d8a3700a242cd149964cf68df9cb4451d8a3700a242cd14996
336,MUM000336,97,273,1,5,Harbor MachineUtilityMeter 336,MUM000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d245b267703c555ca5de2d20c4aab07fd245b267703c555ca5de2d20c4aab07f
337,MUM000337,217,301,6,5,Northstar MachineUtilityMeter 337,MUM000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46c831edd37f59a3b1e118026fc4358146c831edd37f59a3b1e118026fc43581
338,MUM000338,81,70,8,6,Riverton MachineUtilityMeter 338,MUM000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f90eccf4d9d57a9a2e155513d25da797f90eccf4d9d57a9a2e155513d25da79
339,MUM000339,417,307,8,1,Ion MachineUtilityMeter 339,MUM000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8671c562de955f5ba5347b417d5f4db28671c562de955f5ba5347b417d5f4db2
340,MUM000340,496,28,10,7,Delta MachineUtilityMeter 340,MUM000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ae2d09b53f55bb884fa8b7c154631db8ae2d09b53f55bb884fa8b7c154631db
341,MUM000341,112,8,4,1,Cedar MachineUtilityMeter 341,MUM000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f065a57453155efd8078147752d94333f065a57453155efd8078147752d94333
342,MUM000342,434,194,10,2,Zenith MachineUtilityMeter 342,MUM000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e286c310276b59b8867f77f0ab210c84e286c310276b59b8867f77f0ab210c84
343,MUM000343,281,207,8,6,Riverton MachineUtilityMeter 343,MUM000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fce66a4608335aaeaae5a41c579cbfddfce66a4608335aaeaae5a41c579cbfdd
344,MUM000344,135,318,10,5,Summit MachineUtilityMeter 344,MUM000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7871771feb4584d926064fe4324eb7ce7871771feb4584d926064fe4324eb7c
345,MUM000345,248,14,1,2,Willow MachineUtilityMeter 345,MUM000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45abd424caf95c56997b197c8723c02745abd424caf95c56997b197c8723c027
346,MUM000346,366,103,6,2,Riverton MachineUtilityMeter 346,MUM000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52447ee36caf5878818cf7ab8d78069152447ee36caf5878818cf7ab8d780691
347,MUM000347,439,291,8,5,Zenith MachineUtilityMeter 347,MUM000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a6c82e4e0565dd880b9923d853f5ee59a6c82e4e0565dd880b9923d853f5ee5
348,MUM000348,472,259,12,1,Cedar MachineUtilityMeter 348,MUM000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d715726cc4f254d3961ba4a0b3d8e16ad715726cc4f254d3961ba4a0b3d8e16a
349,MUM000349,304,186,4,7,Pioneer MachineUtilityMeter 349,MUM000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf54a9ed6e5d5cd681491e65e7892cf7bf54a9ed6e5d5cd681491e65e7892cf7
350,MUM000350,57,234,12,7,Summit MachineUtilityMeter 350,MUM000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a834164d152157bc914318dff4145beaa834164d152157bc914318dff4145bea
351,MUM000351,240,282,9,4,Quartz MachineUtilityMeter 351,MUM000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbca1c49fe145aceafa23d6423cc3598fbca1c49fe145aceafa23d6423cc3598
352,MUM000352,385,232,3,2,Summit MachineUtilityMeter 352,MUM000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e45f80305b25b22aff408d36d545ad15e45f80305b25b22aff408d36d545ad1
353,MUM000353,188,241,3,6,Beacon MachineUtilityMeter 353,MUM000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4a28e5de0b354e38902d5ae5b1ad6ccd4a28e5de0b354e38902d5ae5b1ad6cc
354,MUM000354,277,313,11,3,Quartz MachineUtilityMeter 354,MUM000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0cdc455db9157518b80daaa0330dcf2a0cdc455db9157518b80daaa0330dcf2
355,MUM000355,476,66,7,5,Zenith MachineUtilityMeter 355,MUM000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03c4b274d1f15528975e9fe8670ae30d03c4b274d1f15528975e9fe8670ae30d
356,MUM000356,199,328,1,7,Delta MachineUtilityMeter 356,MUM000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,355f2ec0deac54578789480154a7633a355f2ec0deac54578789480154a7633a
357,MUM000357,426,201,8,5,Riverton MachineUtilityMeter 357,MUM000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbb5a6cee290506799492fbce57544b3bbb5a6cee290506799492fbce57544b3
358,MUM000358,22,7,9,1,Titan MachineUtilityMeter 358,MUM000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae25c38755325985ab0308f92be4d0a7ae25c38755325985ab0308f92be4d0a7
359,MUM000359,492,259,1,7,Granite MachineUtilityMeter 359,MUM000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fbcac053e855209a3bd0ce5f5326d720fbcac053e855209a3bd0ce5f5326d72
360,MUM000360,287,243,1,4,Vertex MachineUtilityMeter 360,MUM000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49f8bbe4eaff529f8cd12f8b3d0b09b549f8bbe4eaff529f8cd12f8b3d0b09b5
361,MUM000361,274,103,2,3,Harbor MachineUtilityMeter 361,MUM000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c090beb313c5fc5a803a805a9568eb22c090beb313c5fc5a803a805a9568eb2
362,MUM000362,272,294,12,5,Vertex MachineUtilityMeter 362,MUM000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a0def7529c85dd4b2ecb693a06fb5a10a0def7529c85dd4b2ecb693a06fb5a1
363,MUM000363,217,45,10,1,Keystone MachineUtilityMeter 363,MUM000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2887d61d355f511bb0117c163c39a9282887d61d355f511bb0117c163c39a928
364,MUM000364,166,222,10,1,Summit MachineUtilityMeter 364,MUM000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34d970ad3b3c555bbb2a31ececc4049134d970ad3b3c555bbb2a31ececc40491
365,MUM000365,252,43,12,5,Pioneer MachineUtilityMeter 365,MUM000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3be90b1dcba5840a74d471347a6874ac3be90b1dcba5840a74d471347a6874a
366,MUM000366,7,232,12,2,Atlas MachineUtilityMeter 366,MUM000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,640f1753226851aa844878998cd5b508640f1753226851aa844878998cd5b508
367,MUM000367,166,53,8,4,Northstar MachineUtilityMeter 367,MUM000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db5de3774c135d1d953c7ef195eb5926db5de3774c135d1d953c7ef195eb5926
368,MUM000368,83,301,2,5,Liberty MachineUtilityMeter 368,MUM000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46be2f492a9457ddbf18dd2b4a48afd146be2f492a9457ddbf18dd2b4a48afd1
369,MUM000369,50,187,12,7,Delta MachineUtilityMeter 369,MUM000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d93c4c0fab1652c0b889ef73371e2d53d93c4c0fab1652c0b889ef73371e2d53
370,MUM000370,223,114,10,6,Orion MachineUtilityMeter 370,MUM000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,091bfe1a3e5a55a8a07a15363772f757091bfe1a3e5a55a8a07a15363772f757
371,MUM000371,13,314,8,1,Orion MachineUtilityMeter 371,MUM000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24c4c59a4246560b845ff9503475419a24c4c59a4246560b845ff9503475419a
372,MUM000372,111,267,11,3,Cedar MachineUtilityMeter 372,MUM000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efea4eac8323599caefdb1aa68d677b3efea4eac8323599caefdb1aa68d677b3
373,MUM000373,224,303,10,1,Harbor MachineUtilityMeter 373,MUM000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bd574cbce365fafaa369c2469918ebb6bd574cbce365fafaa369c2469918ebb
374,MUM000374,35,266,2,2,Vertex MachineUtilityMeter 374,MUM000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40decaa1d4425d1c8d1d730a1c41941540decaa1d4425d1c8d1d730a1c419415
375,MUM000375,205,96,3,5,Titan MachineUtilityMeter 375,MUM000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fec716db392256048c865a410579c5bcfec716db392256048c865a410579c5bc
376,MUM000376,17,277,6,7,Granite MachineUtilityMeter 376,MUM000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ce66ded15965d80a98bd63f88de25099ce66ded15965d80a98bd63f88de2509
377,MUM000377,336,341,11,4,Atlas MachineUtilityMeter 377,MUM000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96d49fa81bf5574eb1730984118f235396d49fa81bf5574eb1730984118f2353
378,MUM000378,481,152,6,3,Zenith MachineUtilityMeter 378,MUM000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78d5e22e4c9d5f21b49b6c36e382d4fa78d5e22e4c9d5f21b49b6c36e382d4fa
379,MUM000379,115,246,3,4,Liberty MachineUtilityMeter 379,MUM000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e65a7118930c5416b1a2891555fa6484e65a7118930c5416b1a2891555fa6484
380,MUM000380,332,209,9,3,Junction MachineUtilityMeter 380,MUM000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e513c65a7b6b52ee937d49fe5dcb0918e513c65a7b6b52ee937d49fe5dcb0918
381,MUM000381,64,165,9,3,Pioneer MachineUtilityMeter 381,MUM000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed51b56e7b035adbbcc8b24247103feaed51b56e7b035adbbcc8b24247103fea
382,MUM000382,179,101,2,4,Orion MachineUtilityMeter 382,MUM000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ed0d1923eed5e4e8426da2323cd20207ed0d1923eed5e4e8426da2323cd2020
383,MUM000383,409,328,2,2,Evergreen MachineUtilityMeter 383,MUM000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b810501299c55e56889ad22d26781ac7b810501299c55e56889ad22d26781ac7
384,MUM000384,299,158,10,5,Vertex MachineUtilityMeter 384,MUM000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6266854748935ef09a89d4ca20c7d1026266854748935ef09a89d4ca20c7d102
385,MUM000385,344,172,4,6,Zenith MachineUtilityMeter 385,MUM000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,289adf9a33c950c58450628847537acc289adf9a33c950c58450628847537acc
386,MUM000386,452,75,10,7,Cedar MachineUtilityMeter 386,MUM000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8098d6fd992956368c49ec900853fdac8098d6fd992956368c49ec900853fdac
387,MUM000387,82,26,4,1,Ion MachineUtilityMeter 387,MUM000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c771b2d9fc35fe1b8b45470f2cf10782c771b2d9fc35fe1b8b45470f2cf1078
388,MUM000388,72,63,3,6,Keystone MachineUtilityMeter 388,MUM000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1bea4f73bc55ce6ad66d113a86ccddce1bea4f73bc55ce6ad66d113a86ccddc
389,MUM000389,96,325,8,5,Liberty MachineUtilityMeter 389,MUM000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ae89e33e6b657d1bdfffc8c2fabb0e99ae89e33e6b657d1bdfffc8c2fabb0e9
390,MUM000390,417,122,9,7,Vertex MachineUtilityMeter 390,MUM000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15818725f739556097d5b60907d71a3415818725f739556097d5b60907d71a34
391,MUM000391,84,166,2,7,Atlas MachineUtilityMeter 391,MUM000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78fc7552a5555368aa5352a956ab120678fc7552a5555368aa5352a956ab1206
392,MUM000392,83,161,11,5,Evergreen MachineUtilityMeter 392,MUM000392,1,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ac8e16a9e3258b39746ee5ccb8eb07e1ac8e16a9e3258b39746ee5ccb8eb07e
393,MUM000393,218,340,2,5,Northstar MachineUtilityMeter 393,MUM000393,1,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ca350a8655b5f668dab28b63f4d4d6d8ca350a8655b5f668dab28b63f4d4d6d
394,MUM000394,465,149,10,3,Unity MachineUtilityMeter 394,MUM000394,1,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,707faf06fee951d48b151b782b9d076b707faf06fee951d48b151b782b9d076b
