SalesPromotionKey,PromotionCode,SalesPromotionTacticKey,ProductKey,CustomerKey,SalesPriceConditionTypeKey,CurrencyKey,PromotionName,EffectiveDate,ExpirationDate,MaximumDiscountAmount,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
287,SP000287,416,56,421,14,1,Atlas SalesPromotion 287,2020-10-14,2020-10-14,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25650137df3c57e1809e3dddfd1b8e5025650137df3c57e1809e3dddfd1b8e50
288,SP000288,248,206,435,7,3,Beacon SalesPromotion 288,2020-10-15,2020-10-15,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96f53fd3178955399302c857c999fa3396f53fd3178955399302c857c999fa33
289,SP000289,246,-1,-1,5,3,Quartz SalesPromotion 289,2020-10-16,2020-10-16,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f3510f8aeb45fb5b329479b5e04c7219f3510f8aeb45fb5b329479b5e04c721
290,SP000290,439,490,254,16,2,Evergreen SalesPromotion 290,2020-10-17,2020-10-17,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17faff9fa9fc5daa964b19831bed38cc17faff9fa9fc5daa964b19831bed38cc
291,SP000291,141,127,380,10,2,Quartz SalesPromotion 291,2020-10-18,2020-10-18,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77fe9e8b4c4653ce9f875f727b2783c077fe9e8b4c4653ce9f875f727b2783c0
292,SP000292,157,91,177,5,1,Zenith SalesPromotion 292,2020-10-19,2020-10-19,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8145db765db65d32b61da9d0c9c383a18145db765db65d32b61da9d0c9c383a1
293,SP000293,467,143,336,9,1,Beacon SalesPromotion 293,2020-10-20,2020-10-20,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a35f93d44c7599a8b9f0af81ad26ae22a35f93d44c7599a8b9f0af81ad26ae2
294,SP000294,400,393,22,8,1,Northstar SalesPromotion 294,2020-10-21,2020-10-21,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5245dc5b6e155b36a940dadf1f2358bb5245dc5b6e155b36a940dadf1f2358bb
295,SP000295,44,26,151,14,1,Beacon SalesPromotion 295,2020-10-22,2020-10-22,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aac26fd2d8e65b71a338ff5446a95046aac26fd2d8e65b71a338ff5446a95046
296,SP000296,169,497,481,2,2,Junction SalesPromotion 296,2020-10-23,2020-10-23,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7ac9f6bc1c15d68bd1d193a3c4539e6f7ac9f6bc1c15d68bd1d193a3c4539e6
297,SP000297,233,140,417,18,3,Cedar SalesPromotion 297,2020-10-24,2020-10-24,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02a099ae709f5e0a94cef6c7c6a51f6802a099ae709f5e0a94cef6c7c6a51f68
298,SP000298,424,462,304,13,3,Willow SalesPromotion 298,2020-10-25,2020-10-25,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65d52acfdd335947a9a762c86f9d994065d52acfdd335947a9a762c86f9d9940
299,SP000299,463,259,402,3,5,Forge SalesPromotion 299,2020-10-26,2020-10-26,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bffa809363d52088f565a9bc2ca53756bffa809363d52088f565a9bc2ca5375
300,SP000300,185,60,416,11,5,Junction SalesPromotion 300,2020-10-27,2020-10-27,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f310cc0cc285a9eb2011b1e150028aa7f310cc0cc285a9eb2011b1e150028aa
301,SP000301,29,45,474,12,3,Atlas SalesPromotion 301,2020-10-28,2020-10-28,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ebbd548f60453b9b169c1b92bc3ce357ebbd548f60453b9b169c1b92bc3ce35
302,SP000302,50,2,162,15,5,Forge SalesPromotion 302,2020-10-29,2020-10-29,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1800a5f73ff25b24b903b305f75910571800a5f73ff25b24b903b305f7591057
303,SP000303,128,471,155,1,4,Willow SalesPromotion 303,2020-10-30,2020-10-30,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5727b5ce19a55de2b154f01b270abff25727b5ce19a55de2b154f01b270abff2
304,SP000304,107,364,53,3,1,Pioneer SalesPromotion 304,2020-10-31,2020-10-31,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c88e5093d4b57baaa7be4fed60ed32e7c88e5093d4b57baaa7be4fed60ed32e
305,SP000305,489,482,278,9,1,Vertex SalesPromotion 305,2020-11-01,2020-11-01,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e144337638cf5ffbbc22f6ce3c2e3d59e144337638cf5ffbbc22f6ce3c2e3d59
306,SP000306,321,-1,-1,18,3,Keystone SalesPromotion 306,2020-11-02,2020-11-02,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46efe49ad63b5762a94e73213791dec546efe49ad63b5762a94e73213791dec5
307,SP000307,453,23,93,2,5,Summit SalesPromotion 307,2020-11-03,2020-11-03,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe46214f2a4656a5821b877847bc870cfe46214f2a4656a5821b877847bc870c
308,SP000308,426,190,384,18,5,Forge SalesPromotion 308,2020-11-04,2020-11-04,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b51c8088fe75614a5a80a29e5e66d3b3b51c8088fe75614a5a80a29e5e66d3b
309,SP000309,143,175,478,17,1,Quartz SalesPromotion 309,2020-11-05,2020-11-05,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23b907a0d61c5d26b45fff38ac511e8c23b907a0d61c5d26b45fff38ac511e8c
310,SP000310,27,19,476,8,5,Unity SalesPromotion 310,2020-11-06,2020-11-06,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94490caee57552f1855eb11b632fc77394490caee57552f1855eb11b632fc773
311,SP000311,464,319,244,1,5,Summit SalesPromotion 311,2020-11-07,2020-11-07,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e123142be4ba598991ff9e6b718650c9e123142be4ba598991ff9e6b718650c9
312,SP000312,293,462,141,3,4,Unity SalesPromotion 312,2020-11-08,2020-11-08,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,895fd20137bc5866b429519bc7f2ff35895fd20137bc5866b429519bc7f2ff35
313,SP000313,370,87,36,3,1,Delta SalesPromotion 313,2020-11-09,2020-11-09,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,991d013836935ab4af5abe36bdc5172d991d013836935ab4af5abe36bdc5172d
314,SP000314,349,400,466,15,5,Quartz SalesPromotion 314,2020-11-10,2020-11-10,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,387ec2fe831f537ab30cf7c3daba1fa9387ec2fe831f537ab30cf7c3daba1fa9
315,SP000315,122,327,220,1,3,Riverton SalesPromotion 315,2020-11-11,2020-11-11,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46d7a7ddd77059aea30dc104ec503ed046d7a7ddd77059aea30dc104ec503ed0
316,SP000316,4,229,315,3,5,Willow SalesPromotion 316,2020-11-12,2020-11-12,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80e2636529fd594d904738b4fd0f892080e2636529fd594d904738b4fd0f8920
317,SP000317,152,270,341,2,3,Ion SalesPromotion 317,2020-11-13,2020-11-13,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07c8aeeebf045dd3a0dd35c6445a0dd907c8aeeebf045dd3a0dd35c6445a0dd9
318,SP000318,340,52,103,13,3,Pioneer SalesPromotion 318,2020-11-14,2020-11-14,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,039cb340af9d5fc8b077cb2897b0ab5a039cb340af9d5fc8b077cb2897b0ab5a
319,SP000319,76,424,463,2,5,Quartz SalesPromotion 319,2020-11-15,2020-11-15,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,476ee7ed0ad8551a9431569f98c63c39476ee7ed0ad8551a9431569f98c63c39
320,SP000320,409,372,346,11,4,Quartz SalesPromotion 320,2020-11-16,2020-11-16,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de2647860fec5133a592913a6d231e6bde2647860fec5133a592913a6d231e6b
321,SP000321,184,488,475,7,4,Unity SalesPromotion 321,2020-11-17,2020-11-17,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5873373daedd5b8897d25e07fe4531a85873373daedd5b8897d25e07fe4531a8
322,SP000322,205,66,167,15,2,Willow SalesPromotion 322,2020-11-18,2020-11-18,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bb8a79fb76a5f239faa63d9072dfb930bb8a79fb76a5f239faa63d9072dfb93
323,SP000323,108,-1,-1,15,3,Atlas SalesPromotion 323,2020-11-19,2020-11-19,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60469e8d25bb595fa69b664347c3423a60469e8d25bb595fa69b664347c3423a
324,SP000324,141,92,128,5,4,Evergreen SalesPromotion 324,2020-11-20,2020-11-20,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a30985a60ce954639e23e788e2512132a30985a60ce954639e23e788e2512132
325,SP000325,119,135,47,13,5,Forge SalesPromotion 325,2020-11-21,2020-11-21,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5c7c5717c67555d82fde6c1d8aa73b0a5c7c5717c67555d82fde6c1d8aa73b0
326,SP000326,370,29,154,16,5,Liberty SalesPromotion 326,2020-11-22,2020-11-22,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c30e6ebd9a953ba82e8d91e7d48c05e2c30e6ebd9a953ba82e8d91e7d48c05e
327,SP000327,42,460,146,10,3,Quartz SalesPromotion 327,2020-11-23,2020-11-23,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5409539a7d3a5116a774b915981747ce5409539a7d3a5116a774b915981747ce
328,SP000328,177,473,341,3,2,Beacon SalesPromotion 328,2020-11-24,2020-11-24,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,579c3f2c6a64572ca87030f94cde1072579c3f2c6a64572ca87030f94cde1072
329,SP000329,454,319,456,14,5,Granite SalesPromotion 329,2020-11-25,2020-11-25,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35bd58da77835a6d83bd4332be3fc33b35bd58da77835a6d83bd4332be3fc33b
330,SP000330,9,376,145,8,3,Delta SalesPromotion 330,2020-11-26,2020-11-26,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f564681094305f7e89cbcf25aa873e5ff564681094305f7e89cbcf25aa873e5f
331,SP000331,175,175,165,11,1,Liberty SalesPromotion 331,2020-11-27,2020-11-27,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,491faa878d6753818b3e5b604bbeaf03491faa878d6753818b3e5b604bbeaf03
332,SP000332,461,316,468,15,4,Zenith SalesPromotion 332,2020-11-28,2020-11-28,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aeb7db06d32e5ddcb682c0620887de7daeb7db06d32e5ddcb682c0620887de7d
333,SP000333,486,331,437,16,2,Junction SalesPromotion 333,2020-11-29,2020-11-29,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bef6c75cd035444af91da595e87e5ce7bef6c75cd035444af91da595e87e5ce
334,SP000334,170,103,383,10,4,Summit SalesPromotion 334,2020-11-30,2020-11-30,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5478b463dfd5b50a10c920e8278bcf0b5478b463dfd5b50a10c920e8278bcf0
335,SP000335,156,306,120,18,2,Junction SalesPromotion 335,2020-12-01,2020-12-01,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8987fb31d55d52b494b1a4f6cb4e446f8987fb31d55d52b494b1a4f6cb4e446f
336,SP000336,399,191,256,18,4,Atlas SalesPromotion 336,2020-12-02,2020-12-02,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10ccc54859d45d3ca97b626db168b02210ccc54859d45d3ca97b626db168b022
337,SP000337,166,353,80,15,4,Delta SalesPromotion 337,2020-12-03,2020-12-03,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7661dedea57057ef9665fec6aca4863f7661dedea57057ef9665fec6aca4863f
338,SP000338,118,117,97,4,2,Ion SalesPromotion 338,2020-12-04,2020-12-04,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9e31caebe5154b0a8ddb0201db7e84ef9e31caebe5154b0a8ddb0201db7e84e
339,SP000339,287,331,199,14,2,Junction SalesPromotion 339,2020-12-05,2020-12-05,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e8edf15050153b4ab040eefa69e2f606e8edf15050153b4ab040eefa69e2f60
340,SP000340,296,-1,-1,11,1,Granite SalesPromotion 340,2020-12-06,2020-12-06,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d556ba6d49cc577a91b3da591f0e02a3d556ba6d49cc577a91b3da591f0e02a3
341,SP000341,177,272,346,15,5,Delta SalesPromotion 341,2020-12-07,2020-12-07,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4585be8b62a1570a80110012396445fa4585be8b62a1570a80110012396445fa
342,SP000342,1,39,388,7,2,Keystone SalesPromotion 342,2020-12-08,2020-12-08,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,139d130612255627995cf8244d1c9ea4139d130612255627995cf8244d1c9ea4
343,SP000343,172,297,477,3,3,Meridian SalesPromotion 343,2020-12-09,2020-12-09,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7b2d2d2011e5a0ab167adb536636cbfb7b2d2d2011e5a0ab167adb536636cbf
344,SP000344,456,159,105,1,3,Liberty SalesPromotion 344,2020-12-10,2020-12-10,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ace52867ee0656d39c3daaf7f0edf5baace52867ee0656d39c3daaf7f0edf5ba
345,SP000345,237,388,106,3,5,Liberty SalesPromotion 345,2020-12-11,2020-12-11,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a37bbe2c8b275845926d79e337222004a37bbe2c8b275845926d79e337222004
346,SP000346,255,155,410,15,2,Summit SalesPromotion 346,2020-12-12,2020-12-12,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bca0961dc77556a8c4ea7fe6bc2d1c11bca0961dc77556a8c4ea7fe6bc2d1c1
347,SP000347,205,480,39,15,4,Quartz SalesPromotion 347,2020-12-13,2020-12-13,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58a947b7835854b3bdfad9825202970158a947b7835854b3bdfad98252029701
348,SP000348,201,406,278,3,3,Pioneer SalesPromotion 348,2020-12-14,2020-12-14,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8174c1ce98f5e438ad5899b0df1072cb8174c1ce98f5e438ad5899b0df1072c
349,SP000349,455,262,225,5,2,Summit SalesPromotion 349,2020-12-15,2020-12-15,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,044d57f8cd7758eca7e7a6cc0b23a815044d57f8cd7758eca7e7a6cc0b23a815
350,SP000350,168,185,60,3,4,Summit SalesPromotion 350,2020-12-16,2020-12-16,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7be236c4946a5c2ab35cea9102120da97be236c4946a5c2ab35cea9102120da9
351,SP000351,482,148,492,12,3,Granite SalesPromotion 351,2020-12-17,2020-12-17,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3df44c5d086a5525b06f15eaa42dd5553df44c5d086a5525b06f15eaa42dd555
352,SP000352,109,178,282,14,4,Unity SalesPromotion 352,2020-12-18,2020-12-18,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15515251f95c543aa878b32f0f31462915515251f95c543aa878b32f0f314629
353,SP000353,309,109,173,5,4,Harbor SalesPromotion 353,2020-12-19,2020-12-19,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ddbdb929f4c526992141fe97e3f15030ddbdb929f4c526992141fe97e3f1503
354,SP000354,404,40,368,2,2,Meridian SalesPromotion 354,2020-12-20,2020-12-20,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31eb79a307835e96b6946ca7bb12579131eb79a307835e96b6946ca7bb125791
355,SP000355,84,241,189,1,1,Forge SalesPromotion 355,2020-12-21,2020-12-21,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bde43dfbc4952f5a6508c4e0dfdb8f64bde43dfbc4952f5a6508c4e0dfdb8f6
356,SP000356,108,58,410,9,2,Cedar SalesPromotion 356,2020-12-22,2020-12-22,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0fa1fe3e4245ef3b73bb698ff37cbfbe0fa1fe3e4245ef3b73bb698ff37cbfb
357,SP000357,418,-1,-1,4,5,Meridian SalesPromotion 357,2020-12-23,2020-12-23,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,190ab905400e52c9a66fa6513d9d00cc190ab905400e52c9a66fa6513d9d00cc
358,SP000358,22,3,459,9,3,Forge SalesPromotion 358,2020-12-24,2020-12-24,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b7fa3bf709b504daccf0a2e6d0227ee7b7fa3bf709b504daccf0a2e6d0227ee
359,SP000359,42,380,72,17,4,Keystone SalesPromotion 359,2020-12-25,2020-12-25,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79b2be198b7a5836bc250aaa5985af5279b2be198b7a5836bc250aaa5985af52
360,SP000360,476,484,375,16,1,Forge SalesPromotion 360,2020-12-26,2020-12-26,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a535779a8165c4e8271569269f29cd11a535779a8165c4e8271569269f29cd1
361,SP000361,153,21,452,15,5,Summit SalesPromotion 361,2020-12-27,2020-12-27,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdd9805695805faf85a12f3c001e2535fdd9805695805faf85a12f3c001e2535
362,SP000362,280,276,130,6,1,Harbor SalesPromotion 362,2020-12-28,2020-12-28,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07c74a27b0725b67ad5c3db7ee939b1307c74a27b0725b67ad5c3db7ee939b13
363,SP000363,247,214,339,4,2,Junction SalesPromotion 363,2020-12-29,2020-12-29,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0debb264555a58f19add802af68650e50debb264555a58f19add802af68650e5
364,SP000364,221,296,29,11,2,Summit SalesPromotion 364,2020-12-30,2020-12-30,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef07a76efff254cc8f431f2bf7097804ef07a76efff254cc8f431f2bf7097804
365,SP000365,217,137,306,16,2,Meridian SalesPromotion 365,2020-12-31,2020-12-31,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8cb4f27f5ee5139aafed3035271bd53c8cb4f27f5ee5139aafed3035271bd53
366,SP000366,189,243,374,3,4,Orion SalesPromotion 366,2021-01-01,2021-01-01,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f12a6159eb45a5c8541bc84210a28f75f12a6159eb45a5c8541bc84210a28f7
367,SP000367,335,401,150,6,5,Orion SalesPromotion 367,2021-01-02,2021-01-02,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59b7d2491ae154b3986c09b343081dad59b7d2491ae154b3986c09b343081dad
368,SP000368,327,240,393,16,4,Vertex SalesPromotion 368,2021-01-03,2021-01-03,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1918a9e8d4ff5d5294fc6e1e3411c0131918a9e8d4ff5d5294fc6e1e3411c013
369,SP000369,166,274,199,12,2,Granite SalesPromotion 369,2021-01-04,2021-01-04,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ae4b2cfcabb5411952150e55909dfa45ae4b2cfcabb5411952150e55909dfa4
370,SP000370,409,249,307,7,2,Summit SalesPromotion 370,2021-01-05,2021-01-05,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a06cc7bb20ff50ae9db45324ffa08177a06cc7bb20ff50ae9db45324ffa08177
371,SP000371,446,363,34,7,5,Keystone SalesPromotion 371,2021-01-06,2021-01-06,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ada2f2994b3250c2858bddd332765fb0ada2f2994b3250c2858bddd332765fb0
372,SP000372,209,7,402,2,3,Beacon SalesPromotion 372,2021-01-07,2021-01-07,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dff2bac6433b58df8d3e2cb183c1cb9edff2bac6433b58df8d3e2cb183c1cb9e
373,SP000373,413,393,366,7,3,Delta SalesPromotion 373,2021-01-08,2021-01-08,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,caee4434c1b05c6cb60c9cf8bfddc8accaee4434c1b05c6cb60c9cf8bfddc8ac
374,SP000374,450,-1,-1,4,2,Delta SalesPromotion 374,2021-01-09,2021-01-09,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea13f537c18a5e12898350f1555a3b72ea13f537c18a5e12898350f1555a3b72
375,SP000375,52,143,495,2,4,Harbor SalesPromotion 375,2021-01-10,2021-01-10,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83a1529eefcc5cd3b5ca3b2874f64aeb83a1529eefcc5cd3b5ca3b2874f64aeb
376,SP000376,336,291,218,14,1,Pioneer SalesPromotion 376,2021-01-11,2021-01-11,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1dec57a5444c593fa8919b6018bd57101dec57a5444c593fa8919b6018bd5710
377,SP000377,137,326,86,13,4,Willow SalesPromotion 377,2021-01-12,2021-01-12,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ece7414d9cdd539d9015356965fffdc3ece7414d9cdd539d9015356965fffdc3
378,SP000378,410,149,73,13,4,Cedar SalesPromotion 378,2021-01-13,2021-01-13,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,948168c4287053749082c5e060df07a7948168c4287053749082c5e060df07a7
379,SP000379,263,29,88,2,3,Evergreen SalesPromotion 379,2021-01-14,2021-01-14,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ad4f58af4b3545ab2c4e6c56db4b7a57ad4f58af4b3545ab2c4e6c56db4b7a5
380,SP000380,226,217,454,9,4,Beacon SalesPromotion 380,2021-01-15,2021-01-15,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09d4a923ebcc52708cce5f850e4d03cd09d4a923ebcc52708cce5f850e4d03cd
381,SP000381,116,47,495,17,3,Granite SalesPromotion 381,2021-01-16,2021-01-16,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,104b38251bd95b83b0805f088029aaaf104b38251bd95b83b0805f088029aaaf
382,SP000382,464,157,100,5,3,Cedar SalesPromotion 382,2021-01-17,2021-01-17,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05ad9d7395ce52dca5f80d75dfafb37605ad9d7395ce52dca5f80d75dfafb376
