LaborAssignmentKey,LaborAssignmentNumber,EmployeeKey,PlantKey,BusinessUnitKey,CostCenterKey,LaborJobGradeKey,LaborEmploymentStatusKey,AssignmentName,StandardWeeklyHours,IsPrimaryAssignment,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
311,LA000311,9,265,268,433,16,5,Zenith LaborAssignment 311,24.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a02e8e9f4b1a5891a741a25eb60c5ff3a02e8e9f4b1a5891a741a25eb60c5ff3
312,LA000312,104,69,361,204,17,2,Willow LaborAssignment 312,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb6327e63216539fa5e47e30e80a156ceb6327e63216539fa5e47e30e80a156c
313,LA000313,286,201,277,99,24,1,Granite LaborAssignment 313,2.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c073a9a604715eb6b3b090128a1452d3c073a9a604715eb6b3b090128a1452d3
314,LA000314,4,32,483,181,30,3,Summit LaborAssignment 314,3.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a484cc381f70500595d81b3a80fb7836a484cc381f70500595d81b3a80fb7836
315,LA000315,76,105,283,347,20,2,Orion LaborAssignment 315,4.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9145fbace8a6528ab81f7d70b8d14f6e9145fbace8a6528ab81f7d70b8d14f6e
316,LA000316,400,77,193,366,32,4,Willow LaborAssignment 316,5.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0cc6ff90c86548b9d322076b091dd2fe0cc6ff90c86548b9d322076b091dd2f
317,LA000317,162,329,69,118,26,6,Vertex LaborAssignment 317,6.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d9673d05d9a5f20baf7323b637641489d9673d05d9a5f20baf7323b63764148
318,LA000318,451,230,260,336,17,4,Keystone LaborAssignment 318,7.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bc3a281d1bd58ce94baaf0728d2ddb36bc3a281d1bd58ce94baaf0728d2ddb3
319,LA000319,357,129,340,136,11,7,Cedar LaborAssignment 319,8.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6000a08a72a55ceb031f78ba1b4e862e6000a08a72a55ceb031f78ba1b4e862
320,LA000320,375,23,270,108,17,6,Willow LaborAssignment 320,9.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce8d8759818459e8800a5d374dab869ece8d8759818459e8800a5d374dab869e
321,LA000321,326,163,102,195,15,8,Summit LaborAssignment 321,10.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29648024041a5cf78c78190102de9bae29648024041a5cf78c78190102de9bae
322,LA000322,200,262,398,452,24,3,Beacon LaborAssignment 322,11.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9d2fd10492f58b99e596bdaad3aa78db9d2fd10492f58b99e596bdaad3aa78d
323,LA000323,245,299,387,54,5,1,Willow LaborAssignment 323,12.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c6e762e22cf53b4823d71b01df16b783c6e762e22cf53b4823d71b01df16b78
324,LA000324,285,91,60,317,23,5,Evergreen LaborAssignment 324,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f10b2badaa75b539ac0fc9f8a0e407d8f10b2badaa75b539ac0fc9f8a0e407d
325,LA000325,213,204,105,155,28,7,Summit LaborAssignment 325,14.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fb330d1a784543ea316bb89d527f56b0fb330d1a784543ea316bb89d527f56b
326,LA000326,89,236,155,93,17,8,Granite LaborAssignment 326,15.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d97f85b1bac5c49beafd9d76a593d6b7d97f85b1bac5c49beafd9d76a593d6b
327,LA000327,342,35,498,1,15,1,Northstar LaborAssignment 327,16.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d57458a3074658d5b28db1a7ae557d5ed57458a3074658d5b28db1a7ae557d5e
328,LA000328,360,102,98,201,6,3,Liberty LaborAssignment 328,17.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,529bca84b5ee5f65a6d486f625497fc6529bca84b5ee5f65a6d486f625497fc6
329,LA000329,93,292,370,83,16,8,Northstar LaborAssignment 329,18.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9dd9311eef085c43b35e7790547980869dd9311eef085c43b35e779054798086
330,LA000330,99,41,65,272,19,1,Unity LaborAssignment 330,19.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba9c29a284835210a581d6f9525dc6caba9c29a284835210a581d6f9525dc6ca
331,LA000331,112,88,396,113,11,8,Summit LaborAssignment 331,20.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43263270436c561aa91a91e08fb23f7f43263270436c561aa91a91e08fb23f7f
332,LA000332,120,79,471,400,22,2,Titan LaborAssignment 332,21.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fd934e2632a513da89129627124fa6e2fd934e2632a513da89129627124fa6e
333,LA000333,289,151,351,442,19,6,Summit LaborAssignment 333,22.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,205e3eb4f0b95451b188748009622693205e3eb4f0b95451b188748009622693
334,LA000334,193,168,49,163,29,4,Ion LaborAssignment 334,23.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22bdff2cf62c5ac5860c5723eb41635822bdff2cf62c5ac5860c5723eb416358
335,LA000335,345,200,116,354,22,8,Vertex LaborAssignment 335,24.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9cd9ade7d94f59f9874d8d51df2fa13d9cd9ade7d94f59f9874d8d51df2fa13d
336,LA000336,92,59,245,287,5,5,Northstar LaborAssignment 336,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff0c03dbe77a55939fcfc726820b833bff0c03dbe77a55939fcfc726820b833b
337,LA000337,6,297,347,10,3,6,Zenith LaborAssignment 337,2.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da0aa710a97b55f9a028e7306a9914a9da0aa710a97b55f9a028e7306a9914a9
338,LA000338,71,103,257,466,1,4,Granite LaborAssignment 338,3.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08bcb0727e1752e4a736466b1dce6a8208bcb0727e1752e4a736466b1dce6a82
339,LA000339,310,271,37,87,24,3,Granite LaborAssignment 339,4.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed6c10d093ca57a1a89537894b85ad4aed6c10d093ca57a1a89537894b85ad4a
340,LA000340,439,92,415,353,4,8,Quartz LaborAssignment 340,5.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a54e745c1e4353fa863853c7a6276ddba54e745c1e4353fa863853c7a6276ddb
341,LA000341,467,95,349,429,30,8,Evergreen LaborAssignment 341,6.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,325dc30aa6fd5fb89081b0054496a7af325dc30aa6fd5fb89081b0054496a7af
342,LA000342,101,233,161,133,31,3,Zenith LaborAssignment 342,7.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce3e1a031e8358199298ef2a662a934cce3e1a031e8358199298ef2a662a934c
343,LA000343,490,255,83,416,16,8,Forge LaborAssignment 343,8.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5508d8aa02bb5d57b4cb7c13c95f292d5508d8aa02bb5d57b4cb7c13c95f292d
344,LA000344,242,291,297,43,34,6,Unity LaborAssignment 344,9.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,545c6b4207515658ad241f1540958d0d545c6b4207515658ad241f1540958d0d
345,LA000345,208,346,471,137,34,2,Beacon LaborAssignment 345,10.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac683bad504e5f5fad3a2e800083bfafac683bad504e5f5fad3a2e800083bfaf
346,LA000346,448,204,203,231,32,8,Delta LaborAssignment 346,11.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9b8657210e153f9a99428118a9f7742c9b8657210e153f9a99428118a9f7742
347,LA000347,437,103,301,354,20,4,Willow LaborAssignment 347,12.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec16215df2025006b30c1eb96e3daf25ec16215df2025006b30c1eb96e3daf25
348,LA000348,185,145,230,311,26,6,Titan LaborAssignment 348,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f52d9334510f5f639492af48e9deebbdf52d9334510f5f639492af48e9deebbd
349,LA000349,72,46,271,145,30,5,Pioneer LaborAssignment 349,14.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d01c371e2b2258158d7d82c8fa32c9e1d01c371e2b2258158d7d82c8fa32c9e1
350,LA000350,177,256,287,180,3,1,Granite LaborAssignment 350,15.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a09cfff70bda533aa5b110d2d9277573a09cfff70bda533aa5b110d2d9277573
351,LA000351,111,324,324,84,4,2,Quartz LaborAssignment 351,16.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d12868ed3f2c5231b1522920f6a2af41d12868ed3f2c5231b1522920f6a2af41
352,LA000352,358,257,491,334,13,5,Keystone LaborAssignment 352,17.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39448fe1df115006b66a23f62333b09c39448fe1df115006b66a23f62333b09c
353,LA000353,254,132,236,141,14,2,Granite LaborAssignment 353,18.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44815fa7d905538193c3cc1a19c66b7544815fa7d905538193c3cc1a19c66b75
354,LA000354,198,187,221,62,28,4,Keystone LaborAssignment 354,19.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88065e7858165012bf94c3c152cba2cf88065e7858165012bf94c3c152cba2cf
355,LA000355,51,26,497,468,26,5,Quartz LaborAssignment 355,20.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d11e978b48a950d59fec6e11cfe95009d11e978b48a950d59fec6e11cfe95009
356,LA000356,164,279,146,496,12,5,Delta LaborAssignment 356,21.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19118e37d6135e61912d5ad30dad12e919118e37d6135e61912d5ad30dad12e9
357,LA000357,90,132,294,3,7,3,Zenith LaborAssignment 357,22.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a9d697f9d3e53c1aab3b4b3078c26b74a9d697f9d3e53c1aab3b4b3078c26b7
358,LA000358,319,270,36,213,29,5,Beacon LaborAssignment 358,23.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a07ba36fdd75683b808cc7828f441fd3a07ba36fdd75683b808cc7828f441fd
359,LA000359,454,258,22,166,9,5,Cedar LaborAssignment 359,24.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c746da4e74c5674a74fc37898c1353f9c746da4e74c5674a74fc37898c1353f
360,LA000360,162,1,76,461,32,5,Willow LaborAssignment 360,1.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82fc0e23a83e5758b812d7d598d66d7c82fc0e23a83e5758b812d7d598d66d7c
361,LA000361,37,42,163,223,15,5,Northstar LaborAssignment 361,2.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,660a4455ec8b5c3dacf132de7e9833ff660a4455ec8b5c3dacf132de7e9833ff
362,LA000362,155,65,207,29,24,5,Granite LaborAssignment 362,3.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7b4b5a7337f5bd085ade3cd452d3dc8c7b4b5a7337f5bd085ade3cd452d3dc8
363,LA000363,357,85,57,384,28,8,Meridian LaborAssignment 363,4.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abecc3fe696f5d58920b9cf66cb202dbabecc3fe696f5d58920b9cf66cb202db
364,LA000364,243,231,41,10,7,4,Forge LaborAssignment 364,5.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6df54380e4bf5a2d9ba46cd3cb2d46596df54380e4bf5a2d9ba46cd3cb2d4659
365,LA000365,418,19,398,136,31,6,Meridian LaborAssignment 365,6.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6d33d2501a15d76961cc7e974ae71f9f6d33d2501a15d76961cc7e974ae71f9
366,LA000366,465,318,89,39,29,7,Evergreen LaborAssignment 366,7.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6cc1fafea1c5d9cb2546e2affc7f9e2b6cc1fafea1c5d9cb2546e2affc7f9e2
367,LA000367,177,53,154,68,1,3,Granite LaborAssignment 367,8.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b716bc43432b521ea36adb9f7f18a8ddb716bc43432b521ea36adb9f7f18a8dd
368,LA000368,489,132,143,29,9,7,Delta LaborAssignment 368,9.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,324fdad90f8f5379a9887ea7f94f0ce2324fdad90f8f5379a9887ea7f94f0ce2
369,LA000369,111,101,480,271,12,3,Delta LaborAssignment 369,10.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3bbba9fcb2f75c2594280344d7941b4a3bbba9fcb2f75c2594280344d7941b4a
370,LA000370,361,93,488,187,31,5,Willow LaborAssignment 370,11.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a22711aef165b26b16931e5cbd724191a22711aef165b26b16931e5cbd72419
371,LA000371,499,138,192,138,12,5,Ion LaborAssignment 371,12.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c62ad9b7f7251ce909201853f77e26e3c62ad9b7f7251ce909201853f77e26e
372,LA000372,420,88,61,348,13,1,Pioneer LaborAssignment 372,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b553576eaa155d7b31ca62603e0334e9b553576eaa155d7b31ca62603e0334e
373,LA000373,76,155,445,366,25,8,Beacon LaborAssignment 373,14.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,757dd45db28651a3a403858eb6c4d766757dd45db28651a3a403858eb6c4d766
374,LA000374,362,36,222,357,28,2,Titan LaborAssignment 374,15.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d727747c4dd5b2baee0c9d1a2474ab09d727747c4dd5b2baee0c9d1a2474ab0
375,LA000375,183,221,151,329,23,5,Vertex LaborAssignment 375,16.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d0b2e705d7a5a2d957f1a040477d9232d0b2e705d7a5a2d957f1a040477d923
376,LA000376,158,307,299,240,3,5,Ion LaborAssignment 376,17.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfc1b292043a5ee4b7ea77c2cb00907bdfc1b292043a5ee4b7ea77c2cb00907b
377,LA000377,89,59,217,41,14,7,Pioneer LaborAssignment 377,18.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d6fc7541ce35eb5a84ba24128dcca650d6fc7541ce35eb5a84ba24128dcca65
378,LA000378,299,37,474,469,4,2,Junction LaborAssignment 378,19.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,374fcb45340b5d9a89432f694e1c53b4374fcb45340b5d9a89432f694e1c53b4
379,LA000379,144,47,135,149,30,5,Granite LaborAssignment 379,20.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0869af386bc85f79ba656a180fdd11d00869af386bc85f79ba656a180fdd11d0
380,LA000380,75,225,320,145,27,8,Forge LaborAssignment 380,21.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ecc3c1279e1538f8eb03c36e7f0b9252ecc3c1279e1538f8eb03c36e7f0b925
381,LA000381,122,36,291,224,16,7,Vertex LaborAssignment 381,22.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4a3e86d21ee5f07ad20eb54a8e0cc85e4a3e86d21ee5f07ad20eb54a8e0cc85
382,LA000382,372,165,488,130,10,2,Zenith LaborAssignment 382,23.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab75aa04614b5f6180b4dba8abe0b70dab75aa04614b5f6180b4dba8abe0b70d
383,LA000383,32,189,420,251,19,8,Titan LaborAssignment 383,24.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f50b148c9f9b5e199e0bbf924713219df50b148c9f9b5e199e0bbf924713219d
384,LA000384,69,148,261,158,29,5,Quartz LaborAssignment 384,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e126a77bb3825e16a215616e4824239fe126a77bb3825e16a215616e4824239f
385,LA000385,373,89,38,113,10,2,Titan LaborAssignment 385,2.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c65f15667fc5c9a977a1db5dc1806da6c65f15667fc5c9a977a1db5dc1806da
386,LA000386,276,145,360,485,5,8,Harbor LaborAssignment 386,3.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a878ca5aba545ebfb16dc7f75a29ab0da878ca5aba545ebfb16dc7f75a29ab0d
387,LA000387,314,199,200,340,26,4,Junction LaborAssignment 387,4.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e128a700f0465e438e69ec212a90f3cbe128a700f0465e438e69ec212a90f3cb
388,LA000388,215,332,420,424,16,7,Pioneer LaborAssignment 388,5.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56cdec5aa46158af92a79b98231a284f56cdec5aa46158af92a79b98231a284f
389,LA000389,311,230,54,155,9,2,Evergreen LaborAssignment 389,6.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e11e8bfc4c6c54949754945da418516de11e8bfc4c6c54949754945da418516d
390,LA000390,324,155,90,105,4,2,Evergreen LaborAssignment 390,7.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a865ccd0029652d6a0e4d9521a1ddf9ca865ccd0029652d6a0e4d9521a1ddf9c
391,LA000391,477,86,427,380,25,1,Orion LaborAssignment 391,8.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9766c952309a51f990beeaa15c5483469766c952309a51f990beeaa15c548346
392,LA000392,149,266,319,39,22,4,Delta LaborAssignment 392,9.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f7924381dbe53b792ed670a60e48d930f7924381dbe53b792ed670a60e48d93
393,LA000393,429,108,242,476,17,6,Ion LaborAssignment 393,10.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2f8188ce5595628b0ae2b45864595d7b2f8188ce5595628b0ae2b45864595d7
394,LA000394,321,44,109,168,32,4,Willow LaborAssignment 394,11.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a83d821e09953eaa466c6e00c50c3437a83d821e09953eaa466c6e00c50c343
395,LA000395,233,230,363,238,7,4,Meridian LaborAssignment 395,12.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cc2e873192e5b0a983e13dfa65dfba02cc2e873192e5b0a983e13dfa65dfba0
396,LA000396,217,76,1,88,18,6,Junction LaborAssignment 396,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e4948661baa5beaa25f17da4a6480cc9e4948661baa5beaa25f17da4a6480cc
397,LA000397,193,8,162,484,34,2,Titan LaborAssignment 397,14.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d181b8e2e125db79f7c4f8267c2eed52d181b8e2e125db79f7c4f8267c2eed5
398,LA000398,313,12,29,396,26,5,Zenith LaborAssignment 398,15.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,250549fd92e45038b884511cb5d8a517250549fd92e45038b884511cb5d8a517
399,LA000399,28,122,61,166,22,7,Riverton LaborAssignment 399,16.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b0c70871b775004b53d9e232385fc639b0c70871b775004b53d9e232385fc63
400,LA000400,208,223,197,119,2,7,Willow LaborAssignment 400,17.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3246eee36db5eefa630e4d6185c9278d3246eee36db5eefa630e4d6185c9278
401,LA000401,281,1,88,420,25,7,Evergreen LaborAssignment 401,18.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7518859d1730507f85535619a3272e407518859d1730507f85535619a3272e40
402,LA000402,463,84,349,280,20,4,Cedar LaborAssignment 402,19.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9566d73a1b8581b9154b1d022645825c9566d73a1b8581b9154b1d022645825
403,LA000403,226,295,236,32,9,4,Willow LaborAssignment 403,20.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c652c8e6e7c254968bd6564f5873e30bc652c8e6e7c254968bd6564f5873e30b
404,LA000404,294,49,424,304,19,1,Titan LaborAssignment 404,21.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8ad8a2759655336b9c5e49dbec652a3e8ad8a2759655336b9c5e49dbec652a3
405,LA000405,424,17,344,281,13,6,Ion LaborAssignment 405,22.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f1932c87d4d5c1881bfabbce63963443f1932c87d4d5c1881bfabbce6396344
406,LA000406,481,331,228,499,32,3,Liberty LaborAssignment 406,23.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f55bbfd5a86c5476999e86d09eaa81ddf55bbfd5a86c5476999e86d09eaa81dd
407,LA000407,179,95,275,494,27,7,Keystone LaborAssignment 407,24.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3660f05c5b9a5174be358d1f3e20b1453660f05c5b9a5174be358d1f3e20b145
408,LA000408,158,155,475,484,14,6,Willow LaborAssignment 408,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1a74a66f4ac5fc18ff936e84ac0af49c1a74a66f4ac5fc18ff936e84ac0af49
409,LA000409,489,316,426,32,32,3,Cedar LaborAssignment 409,2.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce7cecb4ec6450cb984d636dcb1b476cce7cecb4ec6450cb984d636dcb1b476c
410,LA000410,168,318,372,302,30,5,Zenith LaborAssignment 410,3.00,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a0e4399581e58a78da6e8fb582119698a0e4399581e58a78da6e8fb58211969
411,LA000411,72,347,224,28,20,6,Keystone LaborAssignment 411,4.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e105773bbbcd5d1882671cc758bac7f2e105773bbbcd5d1882671cc758bac7f2
412,LA000412,396,66,393,412,14,2,Harbor LaborAssignment 412,5.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c3de72456ab5fe1b0409b479bcd2edb4c3de72456ab5fe1b0409b479bcd2edb
413,LA000413,50,87,299,291,34,3,Evergreen LaborAssignment 413,6.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07041c61de8b527ea2647b2066e4f96e07041c61de8b527ea2647b2066e4f96e
414,LA000414,411,313,298,273,4,3,Vertex LaborAssignment 414,7.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67088185e7265017ab255ca1788b1f9967088185e7265017ab255ca1788b1f99
