MachineKey,MachineNumber,AssetKey,WorkCenterKey,PlantKey,MachineStationKey,MachineCapacityRatingKey,RecordStatusKey,MachineName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
311,M000311,269,319,233,141,301,2,Zenith Machine 311,M000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fc8c1cc2f82535881ae239a1b92f35c0fc8c1cc2f82535881ae239a1b92f35c
312,M000312,470,45,57,499,241,2,Vertex Machine 312,M000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25370b79514953bd8b02ca99bf90146b25370b79514953bd8b02ca99bf90146b
313,M000313,93,251,285,307,145,2,Vertex Machine 313,M000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85eb135aa1a351dcb9733f2dbb2534b485eb135aa1a351dcb9733f2dbb2534b4
314,M000314,199,89,22,480,262,4,Vertex Machine 314,M000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95abcb559cf45f1b96ad59f99ea1816095abcb559cf45f1b96ad59f99ea18160
315,M000315,70,367,146,16,324,3,Harbor Machine 315,M000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a577d073d42c55118b0fe9778b5d2ed5a577d073d42c55118b0fe9778b5d2ed5
316,M000316,326,461,121,267,444,2,Meridian Machine 316,M000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f089b748253758c3a254981a10338a30f089b748253758c3a254981a10338a30
317,M000317,58,130,256,117,387,4,Beacon Machine 317,M000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1ad4f4502c4566f9df6cd59c3238610a1ad4f4502c4566f9df6cd59c3238610
318,M000318,403,329,152,447,401,3,Titan Machine 318,M000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,294d0949bb9757aeb1759ba7650003ef294d0949bb9757aeb1759ba7650003ef
319,M000319,100,174,260,201,434,2,Northstar Machine 319,M000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,936da6bd1f6b5557a7b1d89bde3baa98936da6bd1f6b5557a7b1d89bde3baa98
320,M000320,179,490,195,169,96,2,Northstar Machine 320,M000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24bf74ca68fd56e0b3635985f656081624bf74ca68fd56e0b3635985f6560816
321,M000321,484,148,185,289,235,1,Beacon Machine 321,M000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74f62a86948c5fb09c00bf5c6adccbb974f62a86948c5fb09c00bf5c6adccbb9
322,M000322,221,152,163,228,273,1,Harbor Machine 322,M000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ec785a83e975a8688d6e5ac8889c8ec4ec785a83e975a8688d6e5ac8889c8ec
323,M000323,293,91,151,488,149,1,Forge Machine 323,M000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8297544616815273b04e1345d62793ff8297544616815273b04e1345d62793ff
324,M000324,338,86,66,392,307,3,Titan Machine 324,M000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ab67aa87e8b536ca24c527be809a4257ab67aa87e8b536ca24c527be809a425
325,M000325,154,182,341,131,90,4,Willow Machine 325,M000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f071c7897bfa5f8aad4bba52dce9029bf071c7897bfa5f8aad4bba52dce9029b
326,M000326,17,210,260,386,132,2,Vertex Machine 326,M000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52bcb71a205c51b29e797ccbe9256a9652bcb71a205c51b29e797ccbe9256a96
327,M000327,370,220,99,392,16,3,Ion Machine 327,M000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c28390af7de05d47bdb949fc5143e0bfc28390af7de05d47bdb949fc5143e0bf
328,M000328,421,239,78,72,412,3,Granite Machine 328,M000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d72b5eeebe34509b8af9e0c26fd05b91d72b5eeebe34509b8af9e0c26fd05b91
329,M000329,199,367,279,61,465,2,Quartz Machine 329,M000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93a2045f7e1d5424b8749fc224be5baf93a2045f7e1d5424b8749fc224be5baf
330,M000330,311,461,314,475,224,1,Unity Machine 330,M000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7be095b9f7d5536faccc58f5ff55bf807be095b9f7d5536faccc58f5ff55bf80
331,M000331,489,301,221,58,328,3,Quartz Machine 331,M000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00dbe8d4687352d0b087c28a5eb6a37000dbe8d4687352d0b087c28a5eb6a370
332,M000332,489,304,169,338,425,1,Atlas Machine 332,M000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,795cf9b7b7a555e39a7438395ac1bb39795cf9b7b7a555e39a7438395ac1bb39
333,M000333,89,439,105,97,94,2,Ion Machine 333,M000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dda8136835fb5a38a030e73da963ccacdda8136835fb5a38a030e73da963ccac
334,M000334,61,350,205,143,332,2,Riverton Machine 334,M000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6520219aa9aa57cc870151bd381cacab6520219aa9aa57cc870151bd381cacab
335,M000335,59,32,204,467,77,3,Cedar Machine 335,M000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12c73fa73cb752e196e358a3d56e5c2412c73fa73cb752e196e358a3d56e5c24
336,M000336,43,170,79,189,43,2,Cedar Machine 336,M000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1c31f0fe6f85c8482e47d73645fe72de1c31f0fe6f85c8482e47d73645fe72d
337,M000337,446,434,165,484,156,4,Forge Machine 337,M000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f2f0d9f1c97528c93630fc4cd1de0690f2f0d9f1c97528c93630fc4cd1de069
338,M000338,232,69,330,289,142,1,Titan Machine 338,M000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccf65078bd825dca96fbbcfd8132effeccf65078bd825dca96fbbcfd8132effe
339,M000339,196,442,243,480,454,2,Harbor Machine 339,M000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8007e83e7e55a509af4b6abb8caa817d8007e83e7e55a509af4b6abb8caa817
340,M000340,287,417,219,199,184,2,Summit Machine 340,M000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9d412e4519b5bd6940dad1dba228e57c9d412e4519b5bd6940dad1dba228e57
341,M000341,162,194,127,12,402,2,Liberty Machine 341,M000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0cae1d8839455d79835724f5a746fa6d0cae1d8839455d79835724f5a746fa6
342,M000342,110,140,104,268,245,1,Cedar Machine 342,M000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba209ec449525d098ae9bf1e5ec454cdba209ec449525d098ae9bf1e5ec454cd
343,M000343,209,453,231,448,51,1,Northstar Machine 343,M000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb02a50cf88850308d88bbbd1a3f13d5eb02a50cf88850308d88bbbd1a3f13d5
344,M000344,332,397,84,124,124,4,Evergreen Machine 344,M000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70f41b76cca852418135d199a2b228f670f41b76cca852418135d199a2b228f6
345,M000345,349,104,95,363,428,3,Junction Machine 345,M000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d3103f12ff15efca19c474a8fc9241d5d3103f12ff15efca19c474a8fc9241d
346,M000346,44,271,199,455,115,1,Junction Machine 346,M000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6569ccf06b9e52968e3bad068def595b6569ccf06b9e52968e3bad068def595b
347,M000347,127,46,175,72,69,4,Titan Machine 347,M000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e70975af47651b1844b316a94bd78369e70975af47651b1844b316a94bd7836
348,M000348,321,382,255,445,500,3,Vertex Machine 348,M000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91f5444d1b8352cbbf4cb374390ecc3c91f5444d1b8352cbbf4cb374390ecc3c
349,M000349,21,427,226,169,98,1,Northstar Machine 349,M000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50e66bd62348546c920453d8c9db8ede50e66bd62348546c920453d8c9db8ede
350,M000350,147,93,55,89,421,3,Beacon Machine 350,M000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5545a80e14c15ca49befa193e5de53b75545a80e14c15ca49befa193e5de53b7
351,M000351,289,348,57,259,46,3,Meridian Machine 351,M000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,331ad7f1608d56da829113eb749d75f9331ad7f1608d56da829113eb749d75f9
352,M000352,152,316,101,85,85,1,Northstar Machine 352,M000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6aaed2d06cfc56c68f98c7151daa12176aaed2d06cfc56c68f98c7151daa1217
353,M000353,314,83,128,434,291,2,Keystone Machine 353,M000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cbc95a28f6d5ee9b96be260ff5d41074cbc95a28f6d5ee9b96be260ff5d4107
354,M000354,21,153,101,404,414,3,Pioneer Machine 354,M000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3fbe7bbd8f454538171c112dae358bfe3fbe7bbd8f454538171c112dae358bf
355,M000355,453,421,186,16,333,4,Liberty Machine 355,M000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c13270c56544553da778c9396d01757fc13270c56544553da778c9396d01757f
356,M000356,45,116,246,115,42,3,Riverton Machine 356,M000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f3a998fdd2b52e9ae38ea73e8876b3b4f3a998fdd2b52e9ae38ea73e8876b3b
357,M000357,116,399,180,216,411,2,Titan Machine 357,M000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e198894d289560287b974abaa6cec2e0e198894d289560287b974abaa6cec2e
358,M000358,342,33,306,110,167,3,Vertex Machine 358,M000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2076de3d2af55b5290d6ad2e444537152076de3d2af55b5290d6ad2e44453715
359,M000359,146,310,22,450,498,3,Beacon Machine 359,M000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9370242480eb5b61849bcb67956ffd879370242480eb5b61849bcb67956ffd87
360,M000360,285,350,310,310,369,2,Liberty Machine 360,M000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77d19192b2bc571887731abbf9b3259f77d19192b2bc571887731abbf9b3259f
361,M000361,270,104,39,48,225,2,Beacon Machine 361,M000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c3935410a885ee8a3aab1239bb5bec85c3935410a885ee8a3aab1239bb5bec8
362,M000362,254,276,75,149,12,2,Unity Machine 362,M000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebff86be9f0b56109a17089869bc56dbebff86be9f0b56109a17089869bc56db
363,M000363,132,150,274,142,36,4,Evergreen Machine 363,M000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,672a8c9ad4a356bfb7cbc7110ae343be672a8c9ad4a356bfb7cbc7110ae343be
364,M000364,102,405,55,128,330,4,Meridian Machine 364,M000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d625faf4d7c050bd859b4739bb9c4297d625faf4d7c050bd859b4739bb9c4297
365,M000365,194,13,201,472,122,2,Junction Machine 365,M000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43c262cc16035a8c94ef3d1b4d1d163a43c262cc16035a8c94ef3d1b4d1d163a
366,M000366,498,159,112,85,58,2,Evergreen Machine 366,M000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c9a5928485b591e8dc66c742fcf56e23c9a5928485b591e8dc66c742fcf56e2
367,M000367,395,155,288,99,407,3,Willow Machine 367,M000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ad6221dcf5e58bb9fb299b8e0a40fd74ad6221dcf5e58bb9fb299b8e0a40fd7
368,M000368,240,420,156,343,273,2,Summit Machine 368,M000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,887ca8c30cc05197a488c84502b098cb887ca8c30cc05197a488c84502b098cb
369,M000369,250,166,135,15,250,1,Pioneer Machine 369,M000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7148499a0a725d80a53a148b1066acf37148499a0a725d80a53a148b1066acf3
370,M000370,456,346,60,202,142,4,Granite Machine 370,M000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b85216e7965154e5a3023a509f84abcbb85216e7965154e5a3023a509f84abcb
371,M000371,472,429,174,127,200,4,Beacon Machine 371,M000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e20aa00ca2245ebbbd0704d096dc1fbfe20aa00ca2245ebbbd0704d096dc1fbf
372,M000372,87,285,236,335,195,2,Junction Machine 372,M000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd0ce64cbc8152e9a0e51c96e19bcd2dcd0ce64cbc8152e9a0e51c96e19bcd2d
373,M000373,397,67,198,477,259,2,Keystone Machine 373,M000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c556624ab725c9f849428ada8ed885c9c556624ab725c9f849428ada8ed885c
374,M000374,361,340,320,222,140,2,Pioneer Machine 374,M000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aca7b2d73c0f51d88bc50b4e3df88c6caca7b2d73c0f51d88bc50b4e3df88c6c
375,M000375,67,357,347,283,251,4,Willow Machine 375,M000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5f84d304c485da3b0872e936ac8e161a5f84d304c485da3b0872e936ac8e161
376,M000376,261,367,96,247,435,3,Cedar Machine 376,M000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c15347ceace58759e5355fc32bb5dc53c15347ceace58759e5355fc32bb5dc5
377,M000377,259,13,24,133,385,4,Riverton Machine 377,M000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7553930745f059c4a94bac5b9bb43eaf7553930745f059c4a94bac5b9bb43eaf
378,M000378,216,423,264,200,458,1,Pioneer Machine 378,M000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92f77288d73e5ed2a8188d18f2462bf592f77288d73e5ed2a8188d18f2462bf5
379,M000379,67,288,345,154,115,4,Quartz Machine 379,M000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37ad1747eec55c16bc0549a28c79159e37ad1747eec55c16bc0549a28c79159e
380,M000380,313,362,160,373,329,4,Pioneer Machine 380,M000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb19489f02bd5defa7f0d71e8540bb76fb19489f02bd5defa7f0d71e8540bb76
381,M000381,230,353,82,467,324,2,Summit Machine 381,M000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a2f5d57cdd455ccaa451d35862847b47a2f5d57cdd455ccaa451d35862847b4
382,M000382,391,203,81,228,206,3,Atlas Machine 382,M000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c40f6151de0458f399b979d67ef9f0aec40f6151de0458f399b979d67ef9f0ae
383,M000383,98,20,288,273,249,1,Riverton Machine 383,M000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73296358701c50109ccaee057bccd11e73296358701c50109ccaee057bccd11e
384,M000384,328,216,230,46,231,1,Atlas Machine 384,M000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fffa4f0fb341531a9c8201d548fa74e6fffa4f0fb341531a9c8201d548fa74e6
385,M000385,492,30,3,100,71,1,Granite Machine 385,M000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7fabeda354a53e28f7fe6016a501940f7fabeda354a53e28f7fe6016a501940
386,M000386,381,278,313,245,321,2,Orion Machine 386,M000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0755fb153d4d5544ae5a883180105d9b0755fb153d4d5544ae5a883180105d9b
387,M000387,429,139,257,300,201,1,Quartz Machine 387,M000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17461b2051365ad0a858c418cf3e324617461b2051365ad0a858c418cf3e3246
388,M000388,316,450,22,148,151,3,Vertex Machine 388,M000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a77a6169390653b68ce2e04cfedaab1ba77a6169390653b68ce2e04cfedaab1b
389,M000389,82,187,146,495,218,3,Delta Machine 389,M000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78c223e8897452af8f054928894b0f3e78c223e8897452af8f054928894b0f3e
390,M000390,315,217,163,280,334,3,Titan Machine 390,M000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09f5436484ea5129a1a75d5c162782b509f5436484ea5129a1a75d5c162782b5
391,M000391,231,274,149,97,177,4,Atlas Machine 391,M000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06326ef3aeba55768009ee91d77afaac06326ef3aeba55768009ee91d77afaac
392,M000392,304,387,127,168,485,4,Keystone Machine 392,M000392,1,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,512b885f61a35d5cbbe274d471414a43512b885f61a35d5cbbe274d471414a43
393,M000393,236,358,322,482,226,3,Northstar Machine 393,M000393,1,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d47ddb733ae7531bb4332c301c4f320bd47ddb733ae7531bb4332c301c4f320b
394,M000394,430,100,83,252,253,2,Harbor Machine 394,M000394,1,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6379f40661ed5213b6df50f1b171189c6379f40661ed5213b6df50f1b171189c
395,M000395,84,284,183,183,397,2,Junction Machine 395,M000395,0,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e05b81e760015df68f7ee5da79cf080ce05b81e760015df68f7ee5da79cf080c
396,M000396,215,374,134,379,464,2,Atlas Machine 396,M000396,1,552.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ca560ab8d9c5740b6bebcd4177c8d4f5ca560ab8d9c5740b6bebcd4177c8d4f
397,M000397,332,314,60,413,50,4,Forge Machine 397,M000397,1,553.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10761ab2bfed569cbc78974863692e2910761ab2bfed569cbc78974863692e29
398,M000398,135,197,29,399,116,1,Pioneer Machine 398,M000398,1,555.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01e2cde3e0925c3e97f649d2c23fb98201e2cde3e0925c3e97f649d2c23fb982
399,M000399,415,437,8,355,428,3,Beacon Machine 399,M000399,1,556.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5d07d8dcfa35ca194cea9e0f4d1f98bc5d07d8dcfa35ca194cea9e0f4d1f98b
400,M000400,435,106,331,411,476,3,Delta Machine 400,M000400,0,558.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8f4f2d6c8a65247b0cf02d7ee350a89a8f4f2d6c8a65247b0cf02d7ee350a89
401,M000401,78,360,67,249,134,3,Vertex Machine 401,M000401,1,559.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,220aa5cdda285ca4876961a7e1a9798b220aa5cdda285ca4876961a7e1a9798b
402,M000402,241,449,216,214,287,1,Riverton Machine 402,M000402,1,560.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a98ca5e2f5c45f519069ece4a5e88158a98ca5e2f5c45f519069ece4a5e88158
403,M000403,332,471,11,294,84,2,Pioneer Machine 403,M000403,1,562.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e52ca8cf8c86516ebe1ab680a16bd1c6e52ca8cf8c86516ebe1ab680a16bd1c6
404,M000404,13,497,219,240,50,2,Orion Machine 404,M000404,1,563.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6eeb5d923e6c5a76851c54dbe25e99586eeb5d923e6c5a76851c54dbe25e9958
405,M000405,168,376,254,174,133,4,Keystone Machine 405,M000405,0,564.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b6c087bd37b51e680150c4f05ca086d5b6c087bd37b51e680150c4f05ca086d
406,M000406,32,288,225,355,286,1,Unity Machine 406,M000406,1,566.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,476d47c0570d528c99358021f224e7ec476d47c0570d528c99358021f224e7ec
407,M000407,107,143,200,245,117,2,Evergreen Machine 407,M000407,1,567.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f545c58c8b5d5c85a22e85d92cf145aaf545c58c8b5d5c85a22e85d92cf145aa
408,M000408,219,47,55,89,181,3,Meridian Machine 408,M000408,1,568.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4468408753f157b79666207264ddf7de4468408753f157b79666207264ddf7de
409,M000409,344,60,27,413,70,1,Harbor Machine 409,M000409,1,570.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e07d6f57df805d14bfcbf0e76111d861e07d6f57df805d14bfcbf0e76111d861
410,M000410,407,381,190,222,56,4,Granite Machine 410,M000410,0,571.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cebf95cd438d56749951b86fb1caecb6cebf95cd438d56749951b86fb1caecb6
411,M000411,67,267,173,422,179,3,Beacon Machine 411,M000411,1,573.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46df8efe65615799857da935d1d1e66446df8efe65615799857da935d1d1e664
412,M000412,138,78,246,145,112,1,Orion Machine 412,M000412,1,574.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43e8841775745826bcdd47800f9c956943e8841775745826bcdd47800f9c9569
413,M000413,237,249,327,93,398,2,Vertex Machine 413,M000413,1,575.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f0738d8d3a451e6b1d09c11116dee452f0738d8d3a451e6b1d09c11116dee45
414,M000414,22,168,85,154,425,4,Liberty Machine 414,M000414,1,577.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74d6ea66989255b78d81aefe5a84d8f974d6ea66989255b78d81aefe5a84d8f9
