GlAccountKey,GlAccountNumber,AccountSubGroupKey,AccountReportingLineKey,PostingTypeKey,CostElementTypeKey,RecordStatusKey,CurrencyKey,GlAccountName,AccountDescription,NormalBalanceCode,FinancialStatementName,AllowPostingFlag,TaxRelevantFlag,IntercompanyFlag,EffectiveStartDate,SourceSystemKey,BatchId,LoadedAtUtc
472,GA000472,217,47,1,11,1,1,Summit GlAccount 472,GlAccount starter record 472,G,Forge GlAccount 472,1,1,1,2021-04-17,1,1,2026-08-24T00:00:00.000
473,GA000473,181,88,3,2,3,5,Vertex GlAccount 473,GlAccount starter record 473,G,Titan GlAccount 473,1,1,1,2021-04-18,1,1,2026-08-24T00:00:00.000
474,GA000474,115,147,4,12,3,4,Granite GlAccount 474,GlAccount starter record 474,G,Delta GlAccount 474,1,1,1,2021-04-19,1,1,2026-08-24T00:00:00.000
475,GA000475,50,169,5,9,2,5,Pioneer GlAccount 475,GlAccount starter record 475,G,Granite GlAccount 475,0,0,0,2021-04-20,1,1,2026-08-24T00:00:00.000
476,GA000476,177,61,3,9,3,4,Quartz GlAccount 476,GlAccount starter record 476,G,Evergreen GlAccount 476,1,1,1,2021-04-21,1,1,2026-08-24T00:00:00.000
477,GA000477,55,181,13,10,2,1,Meridian GlAccount 477,GlAccount starter record 477,G,Ion GlAccount 477,1,1,1,2021-04-22,1,1,2026-08-24T00:00:00.000
478,GA000478,15,158,8,1,2,2,Delta GlAccount 478,GlAccount starter record 478,G,Forge GlAccount 478,1,1,1,2021-04-23,1,1,2026-08-24T00:00:00.000
479,GA000479,180,99,6,5,2,4,Riverton GlAccount 479,GlAccount starter record 479,G,Atlas GlAccount 479,1,1,1,2021-04-24,1,1,2026-08-24T00:00:00.000
480,GA000480,136,133,14,10,2,5,Harbor GlAccount 480,GlAccount starter record 480,G,Cedar GlAccount 480,0,0,0,2021-04-25,1,1,2026-08-24T00:00:00.000
481,GA000481,19,150,2,1,3,5,Junction GlAccount 481,GlAccount starter record 481,G,Ion GlAccount 481,1,1,1,2021-04-26,1,1,2026-08-24T00:00:00.000
482,GA000482,197,79,10,9,3,2,Willow GlAccount 482,GlAccount starter record 482,G,Meridian GlAccount 482,1,1,1,2021-04-27,1,1,2026-08-24T00:00:00.000
483,GA000483,121,181,9,3,1,1,Pioneer GlAccount 483,GlAccount starter record 483,G,Summit GlAccount 483,1,1,1,2021-04-28,1,1,2026-08-24T00:00:00.000
484,GA000484,196,86,13,6,4,1,Riverton GlAccount 484,GlAccount starter record 484,G,Ion GlAccount 484,1,1,1,2021-04-29,1,1,2026-08-24T00:00:00.000
485,GA000485,160,80,10,3,2,2,Zenith GlAccount 485,GlAccount starter record 485,G,Vertex GlAccount 485,0,0,0,2021-04-30,1,1,2026-08-24T00:00:00.000
486,GA000486,9,135,4,11,1,3,Willow GlAccount 486,GlAccount starter record 486,G,Cedar GlAccount 486,1,1,1,2021-05-01,1,1,2026-08-24T00:00:00.000
487,GA000487,129,151,10,2,2,1,Northstar GlAccount 487,GlAccount starter record 487,G,Titan GlAccount 487,1,1,1,2021-05-02,1,1,2026-08-24T00:00:00.000
488,GA000488,216,161,2,1,1,5,Pioneer GlAccount 488,GlAccount starter record 488,G,Northstar GlAccount 488,1,1,1,2021-05-03,1,1,2026-08-24T00:00:00.000
489,GA000489,99,112,14,5,4,5,Orion GlAccount 489,GlAccount starter record 489,G,Granite GlAccount 489,1,1,1,2021-05-04,1,1,2026-08-24T00:00:00.000
490,GA000490,15,199,4,9,1,3,Cedar GlAccount 490,GlAccount starter record 490,G,Keystone GlAccount 490,0,0,0,2021-05-05,1,1,2026-08-24T00:00:00.000
491,GA000491,118,126,15,8,2,5,Granite GlAccount 491,GlAccount starter record 491,G,Harbor GlAccount 491,1,1,1,2021-05-06,1,1,2026-08-24T00:00:00.000
492,GA000492,134,42,3,10,4,4,Meridian GlAccount 492,GlAccount starter record 492,G,Junction GlAccount 492,1,1,1,2021-05-07,1,1,2026-08-24T00:00:00.000
493,GA000493,63,180,5,9,1,2,Cedar GlAccount 493,GlAccount starter record 493,G,Vertex GlAccount 493,1,1,1,2021-05-08,1,1,2026-08-24T00:00:00.000
494,GA000494,160,119,5,4,3,4,Keystone GlAccount 494,GlAccount starter record 494,G,Willow GlAccount 494,1,1,1,2021-05-09,1,1,2026-08-24T00:00:00.000
495,GA000495,107,66,2,8,3,2,Liberty GlAccount 495,GlAccount starter record 495,G,Willow GlAccount 495,0,0,0,2021-05-10,1,1,2026-08-24T00:00:00.000
496,GA000496,139,37,3,4,1,5,Cedar GlAccount 496,GlAccount starter record 496,G,Ion GlAccount 496,1,1,1,2021-05-11,1,1,2026-08-24T00:00:00.000
497,GA000497,35,177,16,2,1,2,Granite GlAccount 497,GlAccount starter record 497,G,Ion GlAccount 497,1,1,1,2021-05-12,1,1,2026-08-24T00:00:00.000
498,GA000498,18,191,7,8,3,3,Summit GlAccount 498,GlAccount starter record 498,G,Titan GlAccount 498,1,1,1,2021-05-13,1,1,2026-08-24T00:00:00.000
499,GA000499,105,76,16,12,1,2,Quartz GlAccount 499,GlAccount starter record 499,G,Evergreen GlAccount 499,1,1,1,2021-05-14,1,1,2026-08-24T00:00:00.000
500,GA000500,115,9,7,10,3,3,Meridian GlAccount 500,GlAccount starter record 500,G,Summit GlAccount 500,0,0,0,2021-05-15,1,1,2026-08-24T00:00:00.000
