InventorySerialNumberKey,SerialNumber,ProductKey,InventoryLotKey,InventoryStockStatusKey,SerialDescription,ActivationDate,WarrantyEndDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
302,ISN000302,299,110,8,InventorySerialNumber starter record 302,2020-10-29,2021-10-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca1549ce123253c38198bf1398c0b6ffca1549ce123253c38198bf1398c0b6ff
303,ISN000303,195,353,2,InventorySerialNumber starter record 303,2020-10-30,2021-10-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4310c1090a6259ca9ec266570dcbd8ea4310c1090a6259ca9ec266570dcbd8ea
304,ISN000304,384,19,6,InventorySerialNumber starter record 304,2020-10-31,2021-10-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,350e62e5eba55452a67125434e921e13350e62e5eba55452a67125434e921e13
305,ISN000305,369,114,1,InventorySerialNumber starter record 305,2020-11-01,2021-11-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de5c3bab82e65024ac1793761e02ab1ede5c3bab82e65024ac1793761e02ab1e
306,ISN000306,167,-1,5,InventorySerialNumber starter record 306,2020-11-02,2021-11-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94ce38c1a5a45075bdf9cee4f3490fe294ce38c1a5a45075bdf9cee4f3490fe2
307,ISN000307,444,136,4,InventorySerialNumber starter record 307,2020-11-03,2021-11-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf11746f93a85e38a617128845baaacebf11746f93a85e38a617128845baaace
308,ISN000308,203,84,2,InventorySerialNumber starter record 308,2020-11-04,2021-11-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1fb0e58501be58dea1bd7642f37a5d6e1fb0e58501be58dea1bd7642f37a5d6e
309,ISN000309,284,309,9,InventorySerialNumber starter record 309,2020-11-05,2021-11-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5faef60f5bb452738d8a607e8ea400845faef60f5bb452738d8a607e8ea40084
310,ISN000310,359,153,3,InventorySerialNumber starter record 310,2020-11-06,2021-11-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bd66f29c51555f484b62f922180b03a0bd66f29c51555f484b62f922180b03a
311,ISN000311,217,336,3,InventorySerialNumber starter record 311,2020-11-07,2021-11-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,048bafbe6f4d5307afdd680153038a14048bafbe6f4d5307afdd680153038a14
312,ISN000312,316,254,10,InventorySerialNumber starter record 312,2020-11-08,2021-11-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2454241ed9b85f1f97a08ed4febaef8b2454241ed9b85f1f97a08ed4febaef8b
313,ISN000313,228,245,3,InventorySerialNumber starter record 313,2020-11-09,2021-11-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57e66fa5fc5550558c22546162a44f5357e66fa5fc5550558c22546162a44f53
314,ISN000314,363,327,10,InventorySerialNumber starter record 314,2020-11-10,2021-11-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94dcb8ce156e5fc3af4ad6f566c01f5494dcb8ce156e5fc3af4ad6f566c01f54
315,ISN000315,295,75,8,InventorySerialNumber starter record 315,2020-11-11,2021-11-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c87a5ea7d1dd514bb94d911e3576b6ebc87a5ea7d1dd514bb94d911e3576b6eb
316,ISN000316,131,351,6,InventorySerialNumber starter record 316,2020-11-12,2021-11-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a271897a7655e0da931e0320c86b3600a271897a7655e0da931e0320c86b360
317,ISN000317,381,252,3,InventorySerialNumber starter record 317,2020-11-13,2021-11-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ec72bd4ff885d7387ca13f4a89a98b97ec72bd4ff885d7387ca13f4a89a98b9
318,ISN000318,426,488,1,InventorySerialNumber starter record 318,2020-11-14,2021-11-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f106fc045891518db4a1c230fea01278f106fc045891518db4a1c230fea01278
319,ISN000319,379,91,1,InventorySerialNumber starter record 319,2020-11-15,2021-11-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1675642797fb57fd9d618a9d829121451675642797fb57fd9d618a9d82912145
320,ISN000320,489,28,10,InventorySerialNumber starter record 320,2020-11-16,2021-11-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e95943afae0d504a8dcbe322a9c61dbee95943afae0d504a8dcbe322a9c61dbe
321,ISN000321,113,154,5,InventorySerialNumber starter record 321,2020-11-17,2021-11-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c10a5616699259abad1c5f0161abc3f3c10a5616699259abad1c5f0161abc3f3
322,ISN000322,203,102,9,InventorySerialNumber starter record 322,2020-11-18,2021-11-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,715454d4ed435fef81e09f6de161334e715454d4ed435fef81e09f6de161334e
323,ISN000323,118,-1,7,InventorySerialNumber starter record 323,2020-11-19,2021-11-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb3f86a58bf85e56bdbeae2bc8e38282eb3f86a58bf85e56bdbeae2bc8e38282
324,ISN000324,432,76,7,InventorySerialNumber starter record 324,2020-11-20,2021-11-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86526112c13c544984b0f754d097abef86526112c13c544984b0f754d097abef
325,ISN000325,190,308,1,InventorySerialNumber starter record 325,2020-11-21,2021-11-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a388fe46d5c95bbf8c387a607573f9e4a388fe46d5c95bbf8c387a607573f9e4
326,ISN000326,10,144,1,InventorySerialNumber starter record 326,2020-11-22,2021-11-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d14c0795bb715b86858d88aa41c0032ed14c0795bb715b86858d88aa41c0032e
327,ISN000327,244,232,5,InventorySerialNumber starter record 327,2020-11-23,2021-11-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4476537098d553c6a79793fad951ce744476537098d553c6a79793fad951ce74
328,ISN000328,453,269,6,InventorySerialNumber starter record 328,2020-11-24,2021-11-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffaa0a95ff635333a190b801629edee6ffaa0a95ff635333a190b801629edee6
329,ISN000329,76,39,6,InventorySerialNumber starter record 329,2020-11-25,2021-11-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5664cfaa4b5155c3a47cd3f9fb19bd255664cfaa4b5155c3a47cd3f9fb19bd25
330,ISN000330,288,250,1,InventorySerialNumber starter record 330,2020-11-26,2021-11-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df784cc4ee6f500aac60f197e017eeb9df784cc4ee6f500aac60f197e017eeb9
331,ISN000331,103,181,6,InventorySerialNumber starter record 331,2020-11-27,2021-11-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,830568c161df586480e109a24201987a830568c161df586480e109a24201987a
332,ISN000332,336,264,1,InventorySerialNumber starter record 332,2020-11-28,2021-11-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f53c27fc427952cda147b8a519db34c5f53c27fc427952cda147b8a519db34c5
333,ISN000333,59,313,1,InventorySerialNumber starter record 333,2020-11-29,2021-11-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90b19ea98dfa556c81e13829caa7da4a90b19ea98dfa556c81e13829caa7da4a
334,ISN000334,490,233,9,InventorySerialNumber starter record 334,2020-11-30,2021-11-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bd92d3973cd579c95955d7c50c6bea25bd92d3973cd579c95955d7c50c6bea2
335,ISN000335,135,277,7,InventorySerialNumber starter record 335,2020-12-01,2021-12-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27a6db9f412053f1a22436a24f26a20727a6db9f412053f1a22436a24f26a207
336,ISN000336,10,296,6,InventorySerialNumber starter record 336,2020-12-02,2021-12-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f52ad949b775e5789f989ebd6d431eb4f52ad949b775e5789f989ebd6d431eb
337,ISN000337,64,259,8,InventorySerialNumber starter record 337,2020-12-03,2021-12-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a982ba656e2a50109d95608e540354e1a982ba656e2a50109d95608e540354e1
338,ISN000338,169,11,10,InventorySerialNumber starter record 338,2020-12-04,2021-12-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7024a23bcf015e29bee8381ae49bd36e7024a23bcf015e29bee8381ae49bd36e
339,ISN000339,248,229,1,InventorySerialNumber starter record 339,2020-12-05,2021-12-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1368df5e2add579a81eedf670b7f22fc1368df5e2add579a81eedf670b7f22fc
340,ISN000340,57,-1,2,InventorySerialNumber starter record 340,2020-12-06,2021-12-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f73b918478f5882b6659a7c5f1654569f73b918478f5882b6659a7c5f165456
341,ISN000341,78,39,7,InventorySerialNumber starter record 341,2020-12-07,2021-12-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,177c5c6de568538e90c1752dbf26d8a4177c5c6de568538e90c1752dbf26d8a4
342,ISN000342,286,31,3,InventorySerialNumber starter record 342,2020-12-08,2021-12-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,555b5ff86ef650e99e620ffcbb7b092b555b5ff86ef650e99e620ffcbb7b092b
343,ISN000343,426,164,6,InventorySerialNumber starter record 343,2020-12-09,2021-12-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0813a04793358f2b709456398258c68a0813a04793358f2b709456398258c68
344,ISN000344,153,59,7,InventorySerialNumber starter record 344,2020-12-10,2021-12-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,174b753c2d5d5bf6a8f04ea74c2471e7174b753c2d5d5bf6a8f04ea74c2471e7
345,ISN000345,411,449,1,InventorySerialNumber starter record 345,2020-12-11,2021-12-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a84ed095423a54b893d9d802d98a8c80a84ed095423a54b893d9d802d98a8c80
346,ISN000346,112,210,10,InventorySerialNumber starter record 346,2020-12-12,2021-12-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96a483b4caf85e5786e07f57fa78548996a483b4caf85e5786e07f57fa785489
347,ISN000347,394,477,7,InventorySerialNumber starter record 347,2020-12-13,2021-12-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5c0ad6e9d2e51e3907dba8b6bccb04ae5c0ad6e9d2e51e3907dba8b6bccb04a
348,ISN000348,365,104,7,InventorySerialNumber starter record 348,2020-12-14,2021-12-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccda8cb47ec658d3b8696552e7901de7ccda8cb47ec658d3b8696552e7901de7
349,ISN000349,376,457,10,InventorySerialNumber starter record 349,2020-12-15,2021-12-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe37bafdf4bb5b55924ee4da762d2ebbfe37bafdf4bb5b55924ee4da762d2ebb
350,ISN000350,320,343,3,InventorySerialNumber starter record 350,2020-12-16,2021-12-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ee8cbdccb425658a3ee4145c7c33cc47ee8cbdccb425658a3ee4145c7c33cc4
351,ISN000351,273,416,1,InventorySerialNumber starter record 351,2020-12-17,2021-12-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15af3fb5154c5c22a6b9abb02199114a15af3fb5154c5c22a6b9abb02199114a
352,ISN000352,316,399,1,InventorySerialNumber starter record 352,2020-12-18,2021-12-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccf1532622705ece88e640352140185eccf1532622705ece88e640352140185e
353,ISN000353,31,491,9,InventorySerialNumber starter record 353,2020-12-19,2021-12-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eca9af80b44b5a1195ef17711c5be3afeca9af80b44b5a1195ef17711c5be3af
354,ISN000354,191,285,8,InventorySerialNumber starter record 354,2020-12-20,2021-12-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f28181895272548594745e6a6d348fedf28181895272548594745e6a6d348fed
355,ISN000355,312,498,9,InventorySerialNumber starter record 355,2020-12-21,2021-12-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bf3c3bcf652527983cbe68eca97ba981bf3c3bcf652527983cbe68eca97ba98
356,ISN000356,255,380,7,InventorySerialNumber starter record 356,2020-12-22,2021-12-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92856dcc744a56e882b098f57d7b22c392856dcc744a56e882b098f57d7b22c3
357,ISN000357,471,-1,10,InventorySerialNumber starter record 357,2020-12-23,2021-12-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,607d4cafbf5a5026af8ab6ea4bd3872a607d4cafbf5a5026af8ab6ea4bd3872a
358,ISN000358,335,296,6,InventorySerialNumber starter record 358,2020-12-24,2021-12-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,428345a58d6e5b6f9250646ebf5da410428345a58d6e5b6f9250646ebf5da410
359,ISN000359,113,288,2,InventorySerialNumber starter record 359,2020-12-25,2021-12-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8340040ef535f01a6bd09e4528001a5b8340040ef535f01a6bd09e4528001a5
360,ISN000360,79,99,10,InventorySerialNumber starter record 360,2020-12-26,2021-12-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0b5210bc9d657c6b975c3d1b9e2e0b4d0b5210bc9d657c6b975c3d1b9e2e0b4
361,ISN000361,225,394,9,InventorySerialNumber starter record 361,2020-12-27,2021-12-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,846295f46c1e55029fe2e52e936540b8846295f46c1e55029fe2e52e936540b8
362,ISN000362,423,408,10,InventorySerialNumber starter record 362,2020-12-28,2021-12-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4283625525b051c7bedbf2b182adaa7d4283625525b051c7bedbf2b182adaa7d
363,ISN000363,479,224,4,InventorySerialNumber starter record 363,2020-12-29,2021-12-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7c5f4e5e05256f18169ea42f2b21101a7c5f4e5e05256f18169ea42f2b21101
364,ISN000364,468,454,5,InventorySerialNumber starter record 364,2020-12-30,2021-12-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55e796d736685aecb128d55c66e1ebfe55e796d736685aecb128d55c66e1ebfe
365,ISN000365,108,364,9,InventorySerialNumber starter record 365,2020-12-31,2021-12-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5e0fc5a23e75f58bdb4962b34ce23efb5e0fc5a23e75f58bdb4962b34ce23ef
366,ISN000366,466,410,8,InventorySerialNumber starter record 366,2021-01-01,2022-01-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17416479bc1f5fbd94a5a938030fce8517416479bc1f5fbd94a5a938030fce85
367,ISN000367,60,75,6,InventorySerialNumber starter record 367,2021-01-02,2022-01-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eee47dc844ff57cfb7e7488f5765b80deee47dc844ff57cfb7e7488f5765b80d
368,ISN000368,14,432,10,InventorySerialNumber starter record 368,2021-01-03,2022-01-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb0de2a09f195b3da006f5a9acf30703fb0de2a09f195b3da006f5a9acf30703
369,ISN000369,293,422,3,InventorySerialNumber starter record 369,2021-01-04,2022-01-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cc7a44197375806a609d95e7ff714c32cc7a44197375806a609d95e7ff714c3
370,ISN000370,194,234,1,InventorySerialNumber starter record 370,2021-01-05,2022-01-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1a7093703fa533bbb8c6b9e94fae34eb1a7093703fa533bbb8c6b9e94fae34e
371,ISN000371,482,311,10,InventorySerialNumber starter record 371,2021-01-06,2022-01-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8262b9e0d5705e928b2ccb99fdd43e948262b9e0d5705e928b2ccb99fdd43e94
372,ISN000372,283,132,5,InventorySerialNumber starter record 372,2021-01-07,2022-01-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c2c0fa46bcb56fe8632d3c1d2b407094c2c0fa46bcb56fe8632d3c1d2b40709
373,ISN000373,489,479,3,InventorySerialNumber starter record 373,2021-01-08,2022-01-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37e47099dcfa5a2ab5d30086f122f22037e47099dcfa5a2ab5d30086f122f220
374,ISN000374,237,-1,6,InventorySerialNumber starter record 374,2021-01-09,2022-01-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c43a7302215351608dca0dba6722dd3dc43a7302215351608dca0dba6722dd3d
375,ISN000375,161,1,10,InventorySerialNumber starter record 375,2021-01-10,2022-01-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d33be799acbe57a19d0a09fc4993d17bd33be799acbe57a19d0a09fc4993d17b
376,ISN000376,170,39,5,InventorySerialNumber starter record 376,2021-01-11,2022-01-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1de9ff6b813a5775b40b2b3574ee64861de9ff6b813a5775b40b2b3574ee6486
377,ISN000377,283,204,3,InventorySerialNumber starter record 377,2021-01-12,2022-01-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb55c1ce133357fc95254d17ff381148cb55c1ce133357fc95254d17ff381148
378,ISN000378,113,230,5,InventorySerialNumber starter record 378,2021-01-13,2022-01-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0e53fc717fc5a1aa0ab47c00c0ffc99d0e53fc717fc5a1aa0ab47c00c0ffc99
379,ISN000379,156,94,9,InventorySerialNumber starter record 379,2021-01-14,2022-01-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d526aab76ff055e5adc343855650ddced526aab76ff055e5adc343855650ddce
380,ISN000380,24,129,7,InventorySerialNumber starter record 380,2021-01-15,2022-01-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21f0b8ba7883555cbabf07d051c59c5b21f0b8ba7883555cbabf07d051c59c5b
381,ISN000381,168,139,5,InventorySerialNumber starter record 381,2021-01-16,2022-01-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7914637e07c5aff84ef3cd1f4b26739d7914637e07c5aff84ef3cd1f4b26739
382,ISN000382,380,248,2,InventorySerialNumber starter record 382,2021-01-17,2022-01-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8dce06daa1d57f9a018635064b5ef1bf8dce06daa1d57f9a018635064b5ef1b
383,ISN000383,101,128,6,InventorySerialNumber starter record 383,2021-01-18,2022-01-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41d6a185e0b856ab9740996d3b5bf05341d6a185e0b856ab9740996d3b5bf053
384,ISN000384,316,259,6,InventorySerialNumber starter record 384,2021-01-19,2022-01-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d211d2f5647a5aa0953a842ba1f09630d211d2f5647a5aa0953a842ba1f09630
385,ISN000385,66,343,8,InventorySerialNumber starter record 385,2021-01-20,2022-01-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc4b6c860a2c5584b796d57ad7044870fc4b6c860a2c5584b796d57ad7044870
386,ISN000386,20,18,9,InventorySerialNumber starter record 386,2021-01-21,2022-01-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5de1fddab53d5ffb8a50be086a007f995de1fddab53d5ffb8a50be086a007f99
387,ISN000387,214,496,6,InventorySerialNumber starter record 387,2021-01-22,2022-01-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e93622c08039558f86d7f183bc79f6eae93622c08039558f86d7f183bc79f6ea
388,ISN000388,448,422,4,InventorySerialNumber starter record 388,2021-01-23,2022-01-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c610623e942c5975983b73da0fa01ba9c610623e942c5975983b73da0fa01ba9
389,ISN000389,385,77,6,InventorySerialNumber starter record 389,2021-01-24,2022-01-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b80a4b3988ba5cb4906b731850b4acb5b80a4b3988ba5cb4906b731850b4acb5
390,ISN000390,478,237,7,InventorySerialNumber starter record 390,2021-01-25,2022-01-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,015b9330b7505d9fbae1f30d25149983015b9330b7505d9fbae1f30d25149983
391,ISN000391,406,-1,10,InventorySerialNumber starter record 391,2021-01-26,2022-01-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75c4a26857fd5c79a4a13c375fb87a9675c4a26857fd5c79a4a13c375fb87a96
392,ISN000392,459,321,3,InventorySerialNumber starter record 392,2021-01-27,2022-01-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f2a2b1e8b105adda71b458c952d9a725f2a2b1e8b105adda71b458c952d9a72
393,ISN000393,224,155,8,InventorySerialNumber starter record 393,2021-01-28,2022-01-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f16c630be2a53239d8b9172e6b995f60f16c630be2a53239d8b9172e6b995f6
394,ISN000394,241,379,4,InventorySerialNumber starter record 394,2021-01-29,2022-01-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72217238e6a15d5a9f845f62d7f5981372217238e6a15d5a9f845f62d7f59813
395,ISN000395,476,163,4,InventorySerialNumber starter record 395,2021-01-30,2022-01-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb3ae5b3c2c159939817443a71dd7941bb3ae5b3c2c159939817443a71dd7941
396,ISN000396,145,145,8,InventorySerialNumber starter record 396,2021-01-31,2022-01-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9762f944e0f5039871881947aad98b7c9762f944e0f5039871881947aad98b7
397,ISN000397,377,108,7,InventorySerialNumber starter record 397,2021-02-01,2022-02-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9d69b94dc0e5d8896661b3a04b19a6aa9d69b94dc0e5d8896661b3a04b19a6a
398,ISN000398,450,284,10,InventorySerialNumber starter record 398,2021-02-02,2022-02-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ec6d055714d5775b47bf4e859042de41ec6d055714d5775b47bf4e859042de4
399,ISN000399,425,382,6,InventorySerialNumber starter record 399,2021-02-03,2022-02-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cde2ae8f8cde5d14acc24b96bd0cca16cde2ae8f8cde5d14acc24b96bd0cca16
400,ISN000400,394,348,8,InventorySerialNumber starter record 400,2021-02-04,2022-02-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c2cfabf3e0b58479e0393099c98996a8c2cfabf3e0b58479e0393099c98996a
401,ISN000401,22,436,6,InventorySerialNumber starter record 401,2021-02-05,2022-02-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,febb871e04775fca81516a141390f3a6febb871e04775fca81516a141390f3a6
402,ISN000402,185,335,2,InventorySerialNumber starter record 402,2021-02-06,2022-02-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8d98a10e9a95df68e8a5369f9c0a72bc8d98a10e9a95df68e8a5369f9c0a72b
