EnergyUtilityAccountKey,UtilityAccountNumber,PlantKey,UtilityProviderSupplierKey,CostCenterKey,EnergyUtilityAccountStatusKey,CurrencyKey,UtilityAccountName,BillingCycleCode,IsInternalAccount,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
300,EUA000300,164,454,33,5,3,Quartz EnergyUtilityAccount 300,EUA000300,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21eef9956f735a4cacaf0c7a088df44421eef9956f735a4cacaf0c7a088df444
301,EUA000301,286,114,15,2,3,Willow EnergyUtilityAccount 301,EUA000301,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,330c55dbfc165268bc8c17e835891141330c55dbfc165268bc8c17e835891141
302,EUA000302,265,208,111,5,2,Harbor EnergyUtilityAccount 302,EUA000302,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b02f391507c25a94a9ec858ea597fdd0b02f391507c25a94a9ec858ea597fdd0
303,EUA000303,50,74,476,5,3,Ion EnergyUtilityAccount 303,EUA000303,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,746f492f5c2d5a81b6bd2a32b5770557746f492f5c2d5a81b6bd2a32b5770557
304,EUA000304,184,451,100,5,2,Northstar EnergyUtilityAccount 304,EUA000304,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc2cb23ebc15517384fef168b8bcb345dc2cb23ebc15517384fef168b8bcb345
305,EUA000305,333,320,38,4,3,Atlas EnergyUtilityAccount 305,EUA000305,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8558c6a83eb53ae85a2d0b6c397d0c5c8558c6a83eb53ae85a2d0b6c397d0c5
306,EUA000306,307,-1,-1,6,3,Harbor EnergyUtilityAccount 306,EUA000306,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,acfabfe1c28b5765a2a8aa606ba2e884acfabfe1c28b5765a2a8aa606ba2e884
307,EUA000307,267,191,166,1,4,Meridian EnergyUtilityAccount 307,EUA000307,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,475412cad47a5a82911b981de0847403475412cad47a5a82911b981de0847403
308,EUA000308,217,362,415,6,5,Zenith EnergyUtilityAccount 308,EUA000308,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e639b12ceb6a5c22810ac75c93049de1e639b12ceb6a5c22810ac75c93049de1
309,EUA000309,67,498,225,5,3,Atlas EnergyUtilityAccount 309,EUA000309,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fc7225928f059cb867e8e9aad75520a9fc7225928f059cb867e8e9aad75520a
310,EUA000310,123,230,82,1,1,Liberty EnergyUtilityAccount 310,EUA000310,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,899ce9fb167954ecb0b8c74ea3ce6911899ce9fb167954ecb0b8c74ea3ce6911
311,EUA000311,200,496,473,4,2,Atlas EnergyUtilityAccount 311,EUA000311,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72d2fd97c592586f8a650889d28c080872d2fd97c592586f8a650889d28c0808
312,EUA000312,119,204,217,6,1,Willow EnergyUtilityAccount 312,EUA000312,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5af08747d049523e90034855663999635af08747d049523e9003485566399963
313,EUA000313,322,260,24,5,1,Unity EnergyUtilityAccount 313,EUA000313,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ede6078bc85e5864a5345154288b3b13ede6078bc85e5864a5345154288b3b13
314,EUA000314,167,494,492,1,1,Beacon EnergyUtilityAccount 314,EUA000314,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60418e9a90eb521db7d83558f027b90d60418e9a90eb521db7d83558f027b90d
315,EUA000315,187,446,109,2,1,Titan EnergyUtilityAccount 315,EUA000315,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e47cf4b7541b5659bacdf200e3c0e53de47cf4b7541b5659bacdf200e3c0e53d
316,EUA000316,24,286,95,2,3,Delta EnergyUtilityAccount 316,EUA000316,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f05c69773f8f548f86d920a82cf629e5f05c69773f8f548f86d920a82cf629e5
317,EUA000317,105,185,223,3,1,Delta EnergyUtilityAccount 317,EUA000317,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f08fd26bec8d542384458a53bf708924f08fd26bec8d542384458a53bf708924
318,EUA000318,181,394,486,6,4,Delta EnergyUtilityAccount 318,EUA000318,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,758b32cc1d3755e8bc13fa702276f9f8758b32cc1d3755e8bc13fa702276f9f8
319,EUA000319,145,192,120,5,3,Zenith EnergyUtilityAccount 319,EUA000319,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab7f1565f0e85ab29e6bef301efa1644ab7f1565f0e85ab29e6bef301efa1644
320,EUA000320,286,472,483,4,3,Junction EnergyUtilityAccount 320,EUA000320,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bc4d3a0aad55b02be694a10be302e324bc4d3a0aad55b02be694a10be302e32
321,EUA000321,209,371,159,3,3,Granite EnergyUtilityAccount 321,EUA000321,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f41a6c41b43a5019b6664d58c56075bdf41a6c41b43a5019b6664d58c56075bd
322,EUA000322,201,369,438,1,5,Orion EnergyUtilityAccount 322,EUA000322,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ed4510c7aa35411b299886e5a1c70447ed4510c7aa35411b299886e5a1c7044
323,EUA000323,42,-1,-1,3,1,Quartz EnergyUtilityAccount 323,EUA000323,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f86f9b73cdc6505db84595b432c665fcf86f9b73cdc6505db84595b432c665fc
324,EUA000324,93,370,58,2,4,Atlas EnergyUtilityAccount 324,EUA000324,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88dc16566d1c501380db74b4d18ce03d88dc16566d1c501380db74b4d18ce03d
325,EUA000325,33,209,496,5,1,Keystone EnergyUtilityAccount 325,EUA000325,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90561166832151d7b44d048d7359631c90561166832151d7b44d048d7359631c
326,EUA000326,63,283,267,3,5,Keystone EnergyUtilityAccount 326,EUA000326,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a86376f99785435bcb22362d1ade43a5a86376f99785435bcb22362d1ade43a
327,EUA000327,57,419,445,5,3,Keystone EnergyUtilityAccount 327,EUA000327,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5529fa80cfa566795119573f0485da1f5529fa80cfa566795119573f0485da1
328,EUA000328,165,324,80,3,1,Vertex EnergyUtilityAccount 328,EUA000328,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ca2681346175bc99dd3e2851072bcc27ca2681346175bc99dd3e2851072bcc2
329,EUA000329,261,239,122,4,5,Vertex EnergyUtilityAccount 329,EUA000329,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,978f2e886ec95e53a6a66b0ef952be14978f2e886ec95e53a6a66b0ef952be14
330,EUA000330,245,496,99,3,1,Summit EnergyUtilityAccount 330,EUA000330,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,899769c761fd5a0bb20d188d8ed5b389899769c761fd5a0bb20d188d8ed5b389
331,EUA000331,202,180,11,1,3,Granite EnergyUtilityAccount 331,EUA000331,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,994ec2fa5142532eb87b4e80f949aebb994ec2fa5142532eb87b4e80f949aebb
332,EUA000332,272,295,7,2,3,Pioneer EnergyUtilityAccount 332,EUA000332,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20004b7c70cb5ef39500089d6b1aac5f20004b7c70cb5ef39500089d6b1aac5f
333,EUA000333,284,421,383,2,2,Summit EnergyUtilityAccount 333,EUA000333,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c689d0755d7e5bcd8c6534bdb1b91636c689d0755d7e5bcd8c6534bdb1b91636
334,EUA000334,197,258,28,1,1,Delta EnergyUtilityAccount 334,EUA000334,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f2a42115fe75f89a0f98610670f1f191f2a42115fe75f89a0f98610670f1f19
335,EUA000335,220,343,282,6,2,Delta EnergyUtilityAccount 335,EUA000335,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccb5db9ec1785eaeae1026773db9c714ccb5db9ec1785eaeae1026773db9c714
336,EUA000336,121,50,385,6,5,Meridian EnergyUtilityAccount 336,EUA000336,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc34ef12ac7e5b43b4e22c0155919082dc34ef12ac7e5b43b4e22c0155919082
337,EUA000337,173,95,287,2,1,Junction EnergyUtilityAccount 337,EUA000337,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96b2b8af750550e89d99be9c8fa1368096b2b8af750550e89d99be9c8fa13680
338,EUA000338,268,407,97,5,5,Ion EnergyUtilityAccount 338,EUA000338,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecc8690c781a54f694ab8f3d01463d86ecc8690c781a54f694ab8f3d01463d86
339,EUA000339,209,5,398,5,5,Keystone EnergyUtilityAccount 339,EUA000339,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86ecd4effcab5973a9bbd54bca05e5c786ecd4effcab5973a9bbd54bca05e5c7
340,EUA000340,287,-1,-1,6,1,Ion EnergyUtilityAccount 340,EUA000340,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3067576318e5af9acf10a33755b00feb3067576318e5af9acf10a33755b00fe
341,EUA000341,25,313,278,2,5,Atlas EnergyUtilityAccount 341,EUA000341,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6feab3ed0d76547594b706ec32735ffb6feab3ed0d76547594b706ec32735ffb
342,EUA000342,78,440,289,4,5,Meridian EnergyUtilityAccount 342,EUA000342,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3218e32660f571faddecb1894c35238f3218e32660f571faddecb1894c35238
343,EUA000343,19,139,128,1,5,Titan EnergyUtilityAccount 343,EUA000343,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40207a16ecd35195810faa1c6cf2b63f40207a16ecd35195810faa1c6cf2b63f
344,EUA000344,231,256,213,3,3,Riverton EnergyUtilityAccount 344,EUA000344,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4c421a2bbc85f208021d458bf4bc870d4c421a2bbc85f208021d458bf4bc870
345,EUA000345,23,486,113,6,4,Beacon EnergyUtilityAccount 345,EUA000345,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,047ab19a602b5baf9e2a0cf01ad2a9b3047ab19a602b5baf9e2a0cf01ad2a9b3
346,EUA000346,205,222,172,5,4,Beacon EnergyUtilityAccount 346,EUA000346,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63c6814b7a95529d8c5c5722deac9bcf63c6814b7a95529d8c5c5722deac9bcf
347,EUA000347,44,152,388,3,5,Liberty EnergyUtilityAccount 347,EUA000347,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25ff21a6ddb55a1bba275d9e50f0992b25ff21a6ddb55a1bba275d9e50f0992b
348,EUA000348,324,76,233,6,2,Junction EnergyUtilityAccount 348,EUA000348,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cf5a1f324b1595ea7ecee7f8d38d5172cf5a1f324b1595ea7ecee7f8d38d517
349,EUA000349,212,326,118,5,3,Cedar EnergyUtilityAccount 349,EUA000349,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c6228489d745042b670ccae19a9ed6b8c6228489d745042b670ccae19a9ed6b
350,EUA000350,202,336,391,4,1,Zenith EnergyUtilityAccount 350,EUA000350,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e5e412eace559c38e7282c54802fbe62e5e412eace559c38e7282c54802fbe6
351,EUA000351,308,329,446,4,3,Summit EnergyUtilityAccount 351,EUA000351,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1a2e460ece75f88bae2befd4fb3f5f0f1a2e460ece75f88bae2befd4fb3f5f0
352,EUA000352,270,163,70,3,4,Harbor EnergyUtilityAccount 352,EUA000352,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13bf6557cf0c504495072d31c91935fa13bf6557cf0c504495072d31c91935fa
353,EUA000353,10,287,236,2,5,Harbor EnergyUtilityAccount 353,EUA000353,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,296f2331c1ba577d8f55db31446af2bc296f2331c1ba577d8f55db31446af2bc
354,EUA000354,37,161,362,4,4,Keystone EnergyUtilityAccount 354,EUA000354,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f073148b655a59129a46aa9b72050c9ff073148b655a59129a46aa9b72050c9f
355,EUA000355,51,75,431,1,2,Delta EnergyUtilityAccount 355,EUA000355,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51cd716d9f0852a9ad9e84fe55de890751cd716d9f0852a9ad9e84fe55de8907
356,EUA000356,149,252,240,4,2,Willow EnergyUtilityAccount 356,EUA000356,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5453d4f188f3585d827c540afa256a0c5453d4f188f3585d827c540afa256a0c
357,EUA000357,176,-1,-1,4,2,Liberty EnergyUtilityAccount 357,EUA000357,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d14bcf15a555e9d89ec37abf7c25ef59d14bcf15a555e9d89ec37abf7c25ef5
358,EUA000358,60,178,167,6,4,Granite EnergyUtilityAccount 358,EUA000358,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,028e08bfdd4d5d24b43324599b4e1cfd028e08bfdd4d5d24b43324599b4e1cfd
359,EUA000359,325,491,360,3,1,Harbor EnergyUtilityAccount 359,EUA000359,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dd97b91e8675e0483f74358ca368e853dd97b91e8675e0483f74358ca368e85
360,EUA000360,259,179,216,5,4,Unity EnergyUtilityAccount 360,EUA000360,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93ac9f1acc1a55d8875630e026cae86593ac9f1acc1a55d8875630e026cae865
361,EUA000361,313,171,60,6,3,Pioneer EnergyUtilityAccount 361,EUA000361,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3adc73471e235109a36b8d14759159143adc73471e235109a36b8d1475915914
362,EUA000362,265,62,341,2,5,Riverton EnergyUtilityAccount 362,EUA000362,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dbf117e009c5b0d8f532b592d6747f94dbf117e009c5b0d8f532b592d6747f9
363,EUA000363,131,318,405,4,5,Riverton EnergyUtilityAccount 363,EUA000363,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99daf4fb337e59ab95e47d2e6402554e99daf4fb337e59ab95e47d2e6402554e
364,EUA000364,161,438,260,6,1,Junction EnergyUtilityAccount 364,EUA000364,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efa94af9c0e75602b10cb368ed06d33aefa94af9c0e75602b10cb368ed06d33a
365,EUA000365,134,146,492,3,5,Vertex EnergyUtilityAccount 365,EUA000365,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66b19780262b5541afb5947a3bb4293766b19780262b5541afb5947a3bb42937
366,EUA000366,70,92,188,4,1,Titan EnergyUtilityAccount 366,EUA000366,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98291e67b5145a9284e901875a63c40e98291e67b5145a9284e901875a63c40e
367,EUA000367,299,131,297,2,2,Atlas EnergyUtilityAccount 367,EUA000367,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8875976b7d215f07aae4d1f35cbe12c48875976b7d215f07aae4d1f35cbe12c4
368,EUA000368,253,193,167,4,3,Orion EnergyUtilityAccount 368,EUA000368,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ead3a665b725b3a909e339b674e58f36ead3a665b725b3a909e339b674e58f3
369,EUA000369,185,445,190,4,5,Granite EnergyUtilityAccount 369,EUA000369,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1128bbd3132c5d55a333a0ed67d6ab1f1128bbd3132c5d55a333a0ed67d6ab1f
370,EUA000370,191,401,4,3,2,Northstar EnergyUtilityAccount 370,EUA000370,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbb1a8bf001a510ab5cd6a6113f94003dbb1a8bf001a510ab5cd6a6113f94003
371,EUA000371,43,70,252,5,1,Zenith EnergyUtilityAccount 371,EUA000371,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5381071d190c507d90c17e0fc295d1045381071d190c507d90c17e0fc295d104
372,EUA000372,295,73,69,5,4,Orion EnergyUtilityAccount 372,EUA000372,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c765cd1885457a0973aab7637c099172c765cd1885457a0973aab7637c09917
373,EUA000373,264,444,497,1,5,Junction EnergyUtilityAccount 373,EUA000373,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b35a4241644a5f2ab3570e3f87e077d1b35a4241644a5f2ab3570e3f87e077d1
374,EUA000374,328,-1,-1,1,3,Keystone EnergyUtilityAccount 374,EUA000374,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b73d67aa13f5197a50789f7667626214b73d67aa13f5197a50789f766762621
375,EUA000375,238,85,376,3,2,Delta EnergyUtilityAccount 375,EUA000375,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1989cdb8cba75d979f8bd10db23709721989cdb8cba75d979f8bd10db2370972
376,EUA000376,246,383,343,5,4,Northstar EnergyUtilityAccount 376,EUA000376,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc40f6e5511a531f81b88b075b96f894cc40f6e5511a531f81b88b075b96f894
377,EUA000377,213,91,172,4,3,Zenith EnergyUtilityAccount 377,EUA000377,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00648032d7ce5db69809ae8d2619e1d200648032d7ce5db69809ae8d2619e1d2
378,EUA000378,59,358,468,5,4,Titan EnergyUtilityAccount 378,EUA000378,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bce0df9f21ac54aca48b3c862411a881bce0df9f21ac54aca48b3c862411a881
379,EUA000379,249,154,119,3,3,Willow EnergyUtilityAccount 379,EUA000379,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c783a9850ca5860b3c9fe86ddff0c013c783a9850ca5860b3c9fe86ddff0c01
380,EUA000380,49,278,183,4,4,Liberty EnergyUtilityAccount 380,EUA000380,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9eb14114c00658f7b3879d69aedded099eb14114c00658f7b3879d69aedded09
381,EUA000381,278,247,465,3,3,Quartz EnergyUtilityAccount 381,EUA000381,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87af21b3900e55a2b75d85eb774dd44987af21b3900e55a2b75d85eb774dd449
382,EUA000382,72,493,317,2,5,Pioneer EnergyUtilityAccount 382,EUA000382,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7402fb973e18558facaaa204c82b60157402fb973e18558facaaa204c82b6015
383,EUA000383,211,191,354,6,3,Cedar EnergyUtilityAccount 383,EUA000383,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a0f631e4fdb5e8b833f3a5c206cf5380a0f631e4fdb5e8b833f3a5c206cf538
384,EUA000384,166,447,419,3,2,Unity EnergyUtilityAccount 384,EUA000384,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71da6e690e215196b87277480c7d0e0a71da6e690e215196b87277480c7d0e0a
385,EUA000385,329,453,101,2,2,Atlas EnergyUtilityAccount 385,EUA000385,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cd105c8b0725794aab85660d0a3ac050cd105c8b0725794aab85660d0a3ac05
386,EUA000386,134,386,166,3,3,Evergreen EnergyUtilityAccount 386,EUA000386,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6df96b1fcb9c512bb16e4c3d0594db0f6df96b1fcb9c512bb16e4c3d0594db0f
387,EUA000387,332,277,234,2,5,Unity EnergyUtilityAccount 387,EUA000387,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6663625f92585f26a567bf5a59431ec76663625f92585f26a567bf5a59431ec7
388,EUA000388,293,336,321,2,3,Orion EnergyUtilityAccount 388,EUA000388,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54ec8643e2ea5d5ca7beb87f09244d0b54ec8643e2ea5d5ca7beb87f09244d0b
389,EUA000389,189,498,299,5,4,Keystone EnergyUtilityAccount 389,EUA000389,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,661a0e68d0e652369c617168ba5a0681661a0e68d0e652369c617168ba5a0681
390,EUA000390,47,272,363,3,3,Quartz EnergyUtilityAccount 390,EUA000390,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,059f3128fc5954d3b339f66406c9ddce059f3128fc5954d3b339f66406c9ddce
391,EUA000391,253,-1,-1,4,2,Keystone EnergyUtilityAccount 391,EUA000391,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54680ed6970459a1bd50d8b0d975676f54680ed6970459a1bd50d8b0d975676f
392,EUA000392,127,31,373,2,2,Northstar EnergyUtilityAccount 392,EUA000392,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21bd727afa045b12bca30263feee050721bd727afa045b12bca30263feee0507
393,EUA000393,119,462,340,1,2,Meridian EnergyUtilityAccount 393,EUA000393,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec5bb275d00c54e6b99c4d4ca83f007bec5bb275d00c54e6b99c4d4ca83f007b
394,EUA000394,170,106,217,6,2,Pioneer EnergyUtilityAccount 394,EUA000394,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c88c0ab491bc59d6994e86d579a09259c88c0ab491bc59d6994e86d579a09259
395,EUA000395,88,484,361,4,4,Forge EnergyUtilityAccount 395,EUA000395,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ca34db42f6153c5a50b73e5b2b5dad49ca34db42f6153c5a50b73e5b2b5dad4
396,EUA000396,136,468,463,6,1,Northstar EnergyUtilityAccount 396,EUA000396,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fec9559d6df51838a8fb0f11c0eeff54fec9559d6df51838a8fb0f11c0eeff5
397,EUA000397,161,75,400,6,5,Summit EnergyUtilityAccount 397,EUA000397,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01c1c15cc8055797adbae59d765e68d301c1c15cc8055797adbae59d765e68d3
398,EUA000398,220,36,226,1,3,Summit EnergyUtilityAccount 398,EUA000398,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21db330c04825a70bcb85a91c17b6f5621db330c04825a70bcb85a91c17b6f56
399,EUA000399,169,130,465,4,1,Northstar EnergyUtilityAccount 399,EUA000399,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,499ee6c594fb51d2ba1fb777f089327f499ee6c594fb51d2ba1fb777f089327f
400,EUA000400,119,4,137,3,4,Keystone EnergyUtilityAccount 400,EUA000400,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e0fe714313e527484da92f39cf8634d8e0fe714313e527484da92f39cf8634d
