QualityInspectionPlanKey,InspectionPlanNumber,ProductKey,SupplierKey,QualityMethodProcedureKey,QualityInspectionTypeKey,EngineeringLifecycleStatusKey,QualityInspectionPlanName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
290,QIP000290,375,144,108,7,5,Atlas QualityInspectionPlan 290,QIP000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eddde80910f455b69424aaa56bd76d90eddde80910f455b69424aaa56bd76d90
291,QIP000291,143,28,173,10,3,Titan QualityInspectionPlan 291,QIP000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d93a3994b49f599d8bca989704440871d93a3994b49f599d8bca989704440871
292,QIP000292,263,139,198,12,9,Quartz QualityInspectionPlan 292,QIP000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d3c5ff9254f55938baf2929e9125c1f1d3c5ff9254f55938baf2929e9125c1f
293,QIP000293,37,442,65,2,4,Northstar QualityInspectionPlan 293,QIP000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1116463fb2d055f5b1891aa4163aeea91116463fb2d055f5b1891aa4163aeea9
294,QIP000294,489,16,238,1,4,Titan QualityInspectionPlan 294,QIP000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75f21556dc41522d9ea73fed4d90f29175f21556dc41522d9ea73fed4d90f291
295,QIP000295,223,420,203,8,8,Quartz QualityInspectionPlan 295,QIP000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65164e53273c54998644f6cbc78fb04265164e53273c54998644f6cbc78fb042
296,QIP000296,171,345,65,5,7,Unity QualityInspectionPlan 296,QIP000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f63aa69c01e52a5932d095408d23e3e4f63aa69c01e52a5932d095408d23e3e
297,QIP000297,348,180,92,9,7,Vertex QualityInspectionPlan 297,QIP000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d76299c3a2e5088bb0bc51d9a7accae8d76299c3a2e5088bb0bc51d9a7accae
298,QIP000298,177,218,135,4,7,Zenith QualityInspectionPlan 298,QIP000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74b37668b20757968b6d85383bbc0f1774b37668b20757968b6d85383bbc0f17
299,QIP000299,143,133,165,1,7,Summit QualityInspectionPlan 299,QIP000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60e72ee8e56c56b7964a9adad6c91f0360e72ee8e56c56b7964a9adad6c91f03
300,QIP000300,167,165,216,3,8,Beacon QualityInspectionPlan 300,QIP000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8b419c1030a59d68cb5788748975278e8b419c1030a59d68cb5788748975278
301,QIP000301,254,144,32,12,7,Unity QualityInspectionPlan 301,QIP000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0dc91e7683251e88e0a6c36cc5c2cd1f0dc91e7683251e88e0a6c36cc5c2cd1
302,QIP000302,388,486,238,3,1,Vertex QualityInspectionPlan 302,QIP000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f69b5f19c50d592386080e6d8019d872f69b5f19c50d592386080e6d8019d872
303,QIP000303,342,34,224,8,2,Cedar QualityInspectionPlan 303,QIP000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0782d976e6ae58a799569647e72f9e430782d976e6ae58a799569647e72f9e43
304,QIP000304,456,19,103,4,7,Beacon QualityInspectionPlan 304,QIP000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f59ab3c43ad6565f827933091167d65bf59ab3c43ad6565f827933091167d65b
305,QIP000305,366,49,210,1,2,Unity QualityInspectionPlan 305,QIP000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07ba49d812025162aee8925b61ad0e4007ba49d812025162aee8925b61ad0e40
306,QIP000306,-1,-1,94,1,-1,Atlas QualityInspectionPlan 306,QIP000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,347ca00ee062527f94ea4fe578c03e80347ca00ee062527f94ea4fe578c03e80
307,QIP000307,149,5,145,11,7,Ion QualityInspectionPlan 307,QIP000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c748017d6cb5c359efe325001e4f8f75c748017d6cb5c359efe325001e4f8f7
308,QIP000308,387,82,215,9,1,Keystone QualityInspectionPlan 308,QIP000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5db343346b4b5fc18a032a96a827a12b5db343346b4b5fc18a032a96a827a12b
309,QIP000309,231,291,77,9,7,Quartz QualityInspectionPlan 309,QIP000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8055a9bacd7c5d41ac88e63b537b46b78055a9bacd7c5d41ac88e63b537b46b7
310,QIP000310,215,420,7,6,1,Junction QualityInspectionPlan 310,QIP000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1778216bf3d550fb9ba8c7180a5191bb1778216bf3d550fb9ba8c7180a5191b
311,QIP000311,166,149,90,1,7,Ion QualityInspectionPlan 311,QIP000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,816bb78b1a925e46a3b795203aeebeac816bb78b1a925e46a3b795203aeebeac
312,QIP000312,161,316,143,11,7,Granite QualityInspectionPlan 312,QIP000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25a705d8064551d691227202e7886f0725a705d8064551d691227202e7886f07
313,QIP000313,2,361,105,10,1,Forge QualityInspectionPlan 313,QIP000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e90dd38aab957989120b33d161b34481e90dd38aab957989120b33d161b3448
314,QIP000314,243,264,30,4,1,Summit QualityInspectionPlan 314,QIP000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cb03620e28e51f0b90653ae5e8dfb8c4cb03620e28e51f0b90653ae5e8dfb8c
315,QIP000315,255,269,188,2,2,Liberty QualityInspectionPlan 315,QIP000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5cbc8ceff36561aab0739c7d9012c3dc5cbc8ceff36561aab0739c7d9012c3d
316,QIP000316,283,3,143,2,9,Delta QualityInspectionPlan 316,QIP000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a0860f770e15885b84dbbeefd3b1c1b7a0860f770e15885b84dbbeefd3b1c1b
317,QIP000317,405,497,154,8,4,Forge QualityInspectionPlan 317,QIP000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8127ffc57890526580d1ab53d1ba81db8127ffc57890526580d1ab53d1ba81db
318,QIP000318,148,350,13,12,3,Beacon QualityInspectionPlan 318,QIP000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0285ecb0ca4f52ee8098269139933f960285ecb0ca4f52ee8098269139933f96
319,QIP000319,212,266,201,8,6,Ion QualityInspectionPlan 319,QIP000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4292a67622e511dbe2901294e9b1dc2c4292a67622e511dbe2901294e9b1dc2
320,QIP000320,240,377,158,6,7,Granite QualityInspectionPlan 320,QIP000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,484c5b08cee257f8b47a19ae55d0819f484c5b08cee257f8b47a19ae55d0819f
321,QIP000321,7,328,71,3,6,Quartz QualityInspectionPlan 321,QIP000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1470fb77cfd1552bacff152939397b261470fb77cfd1552bacff152939397b26
322,QIP000322,159,127,218,6,7,Cedar QualityInspectionPlan 322,QIP000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0af09c65457158dda77b79c7dd182de40af09c65457158dda77b79c7dd182de4
323,QIP000323,-1,-1,23,6,-1,Unity QualityInspectionPlan 323,QIP000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2a76776673a5234bdd9ad3d53b6a509b2a76776673a5234bdd9ad3d53b6a509
324,QIP000324,151,469,89,1,7,Delta QualityInspectionPlan 324,QIP000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,008b5c47f6045582803fb0a6038757bd008b5c47f6045582803fb0a6038757bd
325,QIP000325,350,122,183,5,1,Atlas QualityInspectionPlan 325,QIP000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57904deee5df5370878daa5e465f538a57904deee5df5370878daa5e465f538a
326,QIP000326,142,75,216,10,1,Keystone QualityInspectionPlan 326,QIP000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d30b3aa7cde575ba122fba0e0344aff0d30b3aa7cde575ba122fba0e0344aff
327,QIP000327,164,27,205,8,9,Liberty QualityInspectionPlan 327,QIP000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c48230691845a0cac77c88f54054a2d5c48230691845a0cac77c88f54054a2d
328,QIP000328,380,235,55,8,1,Pioneer QualityInspectionPlan 328,QIP000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,acd12621ec1b560d8fccd4b64a8f4f48acd12621ec1b560d8fccd4b64a8f4f48
329,QIP000329,485,153,212,3,3,Unity QualityInspectionPlan 329,QIP000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e232b585427d5998bcc03060551c3ccde232b585427d5998bcc03060551c3ccd
330,QIP000330,451,469,79,4,4,Quartz QualityInspectionPlan 330,QIP000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51b291339ec55f4d8a64d908043328a251b291339ec55f4d8a64d908043328a2
331,QIP000331,439,85,38,3,8,Summit QualityInspectionPlan 331,QIP000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08988a57eac25e3393be7778432549d208988a57eac25e3393be7778432549d2
332,QIP000332,94,101,30,6,5,Beacon QualityInspectionPlan 332,QIP000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,16d6575380215d77848d070824af22b216d6575380215d77848d070824af22b2
333,QIP000333,141,147,181,7,5,Pioneer QualityInspectionPlan 333,QIP000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,adaf29796aac556c94a75529b2b3db86adaf29796aac556c94a75529b2b3db86
334,QIP000334,337,77,66,11,4,Quartz QualityInspectionPlan 334,QIP000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4fcf41645d6592fa4953ca6fec52dc5f4fcf41645d6592fa4953ca6fec52dc5
335,QIP000335,21,163,89,12,5,Delta QualityInspectionPlan 335,QIP000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4968d4e86b8a5bff98e220b45b0f4c014968d4e86b8a5bff98e220b45b0f4c01
336,QIP000336,242,135,155,3,10,Northstar QualityInspectionPlan 336,QIP000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c8d4c498ab4571491e883f803dda0326c8d4c498ab4571491e883f803dda032
337,QIP000337,487,369,157,6,5,Granite QualityInspectionPlan 337,QIP000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0f573a357d65cb58f86ac0aa5d40007f0f573a357d65cb58f86ac0aa5d40007
338,QIP000338,195,479,188,2,1,Willow QualityInspectionPlan 338,QIP000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1152221d33ee5b2aa39796fdc270fcf51152221d33ee5b2aa39796fdc270fcf5
339,QIP000339,261,469,133,4,1,Junction QualityInspectionPlan 339,QIP000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9345598691f510e9b9392c2f63e3de2a9345598691f510e9b9392c2f63e3de2
340,QIP000340,-1,-1,191,3,-1,Granite QualityInspectionPlan 340,QIP000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1009767fb4b55c4a07bbb9495e6de3bb1009767fb4b55c4a07bbb9495e6de3b
341,QIP000341,193,457,86,3,4,Vertex QualityInspectionPlan 341,QIP000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc426f1923605266aadc966a96756976dc426f1923605266aadc966a96756976
342,QIP000342,278,461,153,10,5,Ion QualityInspectionPlan 342,QIP000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,319415ec29b755e88331e9ba94c6070f319415ec29b755e88331e9ba94c6070f
343,QIP000343,373,4,54,12,5,Quartz QualityInspectionPlan 343,QIP000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d818e908b3959808d94bd483e26f4e78d818e908b3959808d94bd483e26f4e7
344,QIP000344,123,474,76,3,9,Delta QualityInspectionPlan 344,QIP000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87a4b735b07c5630b2ac13888da73e5b87a4b735b07c5630b2ac13888da73e5b
345,QIP000345,35,144,7,12,4,Northstar QualityInspectionPlan 345,QIP000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13bb7856ec77525d9847ba54a3d4974a13bb7856ec77525d9847ba54a3d4974a
346,QIP000346,89,49,152,1,1,Liberty QualityInspectionPlan 346,QIP000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e53fb800a6e550cea287e150d1bf4a68e53fb800a6e550cea287e150d1bf4a68
347,QIP000347,261,289,144,2,8,Meridian QualityInspectionPlan 347,QIP000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6dff3eb99005e9fba4ee748524dc9eae6dff3eb99005e9fba4ee748524dc9ea
348,QIP000348,122,31,68,11,7,Quartz QualityInspectionPlan 348,QIP000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bedb01026b953a48d9e32cb76a4a8577bedb01026b953a48d9e32cb76a4a857
349,QIP000349,3,118,74,1,8,Beacon QualityInspectionPlan 349,QIP000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,914af9187841599786babe266f04eae1914af9187841599786babe266f04eae1
350,QIP000350,194,436,187,6,7,Delta QualityInspectionPlan 350,QIP000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c1a987b2a6a54609f684dddb7a3faaa2c1a987b2a6a54609f684dddb7a3faaa
351,QIP000351,374,9,147,9,2,Titan QualityInspectionPlan 351,QIP000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,980d8323d2545cfeacb61d958c942464980d8323d2545cfeacb61d958c942464
352,QIP000352,495,134,175,11,9,Beacon QualityInspectionPlan 352,QIP000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b6206de607e5d1a9039931ca86b93d15b6206de607e5d1a9039931ca86b93d1
353,QIP000353,192,399,127,6,2,Quartz QualityInspectionPlan 353,QIP000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1352a7ff3dd65b04bff1e60f2481eda81352a7ff3dd65b04bff1e60f2481eda8
354,QIP000354,149,486,235,5,10,Beacon QualityInspectionPlan 354,QIP000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b645252dd49555baaa3a9b95f199aeafb645252dd49555baaa3a9b95f199aeaf
355,QIP000355,283,214,224,9,1,Junction QualityInspectionPlan 355,QIP000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bc90bcc1ccf59308e64c0d2d24a49ed5bc90bcc1ccf59308e64c0d2d24a49ed
356,QIP000356,270,287,15,5,4,Vertex QualityInspectionPlan 356,QIP000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a4d34ef2a4d5cb8b0b87b1d144dd6164a4d34ef2a4d5cb8b0b87b1d144dd616
357,QIP000357,-1,-1,197,12,-1,Atlas QualityInspectionPlan 357,QIP000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9d133f051a55dd49614b67d4a664610f9d133f051a55dd49614b67d4a664610
358,QIP000358,161,410,204,5,10,Unity QualityInspectionPlan 358,QIP000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bbd946a1d1e5a32b95e93d30c3f05a82bbd946a1d1e5a32b95e93d30c3f05a8
359,QIP000359,239,396,98,9,9,Granite QualityInspectionPlan 359,QIP000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb82fe563d185314b9c0463f3b708fb4fb82fe563d185314b9c0463f3b708fb4
360,QIP000360,276,347,37,11,7,Forge QualityInspectionPlan 360,QIP000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,916a86dff1305cb6886b47b279f1ef36916a86dff1305cb6886b47b279f1ef36
361,QIP000361,228,493,170,1,9,Atlas QualityInspectionPlan 361,QIP000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3751f60048a952c19f20c246977724343751f60048a952c19f20c24697772434
362,QIP000362,497,374,191,9,7,Orion QualityInspectionPlan 362,QIP000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c78222146fe55b0a24efae869c32bc14c78222146fe55b0a24efae869c32bc1
363,QIP000363,344,92,119,7,8,Pioneer QualityInspectionPlan 363,QIP000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72a3436c791752e5b87ebe00c8be41df72a3436c791752e5b87ebe00c8be41df
364,QIP000364,188,59,93,4,4,Ion QualityInspectionPlan 364,QIP000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85697aaf2d5c5bae9da2c9a7afeb146185697aaf2d5c5bae9da2c9a7afeb1461
365,QIP000365,328,352,207,7,2,Delta QualityInspectionPlan 365,QIP000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c237ade5efb95f378bd85e9e785d9e1ac237ade5efb95f378bd85e9e785d9e1a
366,QIP000366,357,124,147,8,7,Atlas QualityInspectionPlan 366,QIP000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b799317b91e5ea1b0531cd4b3f231853b799317b91e5ea1b0531cd4b3f23185
367,QIP000367,163,59,70,6,3,Unity QualityInspectionPlan 367,QIP000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81c0152f05615bba87082cd341bd77de81c0152f05615bba87082cd341bd77de
368,QIP000368,195,175,31,7,6,Orion QualityInspectionPlan 368,QIP000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb7b23a36ed352309e2f62ec277c0d3bfb7b23a36ed352309e2f62ec277c0d3b
369,QIP000369,63,57,164,4,7,Pioneer QualityInspectionPlan 369,QIP000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f165e768327d55129a6a1898522f6699f165e768327d55129a6a1898522f6699
370,QIP000370,357,471,217,11,10,Northstar QualityInspectionPlan 370,QIP000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb17003512c1555bafa3488d78c08169cb17003512c1555bafa3488d78c08169
371,QIP000371,146,452,27,10,7,Delta QualityInspectionPlan 371,QIP000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,344cb621d002599eb563232bc197869e344cb621d002599eb563232bc197869e
372,QIP000372,347,396,87,10,10,Meridian QualityInspectionPlan 372,QIP000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dce20b20fbf5bf6849e1dcef63da87d3dce20b20fbf5bf6849e1dcef63da87d
373,QIP000373,48,263,42,11,2,Vertex QualityInspectionPlan 373,QIP000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70200492bffd5f9ebae7cc0b0572042570200492bffd5f9ebae7cc0b05720425
374,QIP000374,-1,-1,221,10,-1,Northstar QualityInspectionPlan 374,QIP000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85685dacbe1554c8b3222876704efab785685dacbe1554c8b3222876704efab7
375,QIP000375,127,350,22,2,2,Junction QualityInspectionPlan 375,QIP000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfd8faa7d7225ff1bd88eb68975b0445bfd8faa7d7225ff1bd88eb68975b0445
376,QIP000376,124,296,128,1,5,Cedar QualityInspectionPlan 376,QIP000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e6db0f9f6f35eb8ba09cec345bb0aa44e6db0f9f6f35eb8ba09cec345bb0aa4
377,QIP000377,204,235,239,2,6,Junction QualityInspectionPlan 377,QIP000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edbb181fd58850dc8af889254284eba7edbb181fd58850dc8af889254284eba7
378,QIP000378,468,467,187,6,8,Willow QualityInspectionPlan 378,QIP000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,428438be4ed751088cecfba75253027e428438be4ed751088cecfba75253027e
379,QIP000379,258,392,16,7,10,Summit QualityInspectionPlan 379,QIP000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,727a7a13091f5b40bdd10c53c5b52677727a7a13091f5b40bdd10c53c5b52677
380,QIP000380,389,271,212,7,3,Titan QualityInspectionPlan 380,QIP000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb272ab26a775cec9835b606fcea0279fb272ab26a775cec9835b606fcea0279
381,QIP000381,432,31,177,1,2,Summit QualityInspectionPlan 381,QIP000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0dacc44117c5853b981eb40e5d32f3fb0dacc44117c5853b981eb40e5d32f3f
382,QIP000382,18,490,34,6,7,Riverton QualityInspectionPlan 382,QIP000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,789ba362e2995c058044897fdd2e9f7f789ba362e2995c058044897fdd2e9f7f
383,QIP000383,383,389,174,11,7,Unity QualityInspectionPlan 383,QIP000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae04a5f90f9352719934c49b0637d97bae04a5f90f9352719934c49b0637d97b
384,QIP000384,2,404,173,6,4,Meridian QualityInspectionPlan 384,QIP000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d64b9c6facc5e8584c9538a4badf7827d64b9c6facc5e8584c9538a4badf782
385,QIP000385,129,100,11,5,1,Unity QualityInspectionPlan 385,QIP000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0dab4ff597495b74bdcea6127b8dfe050dab4ff597495b74bdcea6127b8dfe05
386,QIP000386,201,266,240,1,8,Titan QualityInspectionPlan 386,QIP000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5aebfdf5fec5542fb6dc0d88f615c8b65aebfdf5fec5542fb6dc0d88f615c8b6
387,QIP000387,275,428,117,4,3,Zenith QualityInspectionPlan 387,QIP000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b94294c960645df393918b59b42b8bd8b94294c960645df393918b59b42b8bd8
