LaborTrainingCourseKey,TrainingCourseCode,LaborSkillCategoryKey,TrainingCourseName,DurationHours,RenewalMonths,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
328,LTC000328,54,Northstar LaborTrainingCourse 328,17.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,350012fd0a525dfa870896f8a04802ec350012fd0a525dfa870896f8a04802ec
329,LTC000329,8,Atlas LaborTrainingCourse 329,18.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a891679281a5d0f8bcdff389b1f26800a891679281a5d0f8bcdff389b1f2680
330,LTC000330,69,Zenith LaborTrainingCourse 330,19.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37b34d35630d5d92a1b943820d066e0a37b34d35630d5d92a1b943820d066e0a
331,LTC000331,55,Zenith LaborTrainingCourse 331,20.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abea3a492a9656bcacd3348f46181eddabea3a492a9656bcacd3348f46181edd
332,LTC000332,17,Ion LaborTrainingCourse 332,21.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c597bd888672538690ae751c5d84cdabc597bd888672538690ae751c5d84cdab
333,LTC000333,51,Liberty LaborTrainingCourse 333,22.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89c55cccc21552dead89f5e863e2d92089c55cccc21552dead89f5e863e2d920
334,LTC000334,83,Northstar LaborTrainingCourse 334,23.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,593d86e5ee5055e98316b29506ea00a0593d86e5ee5055e98316b29506ea00a0
335,LTC000335,31,Unity LaborTrainingCourse 335,24.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14c034b4eeee5c4b8b9b2607cd24910d14c034b4eeee5c4b8b9b2607cd24910d
336,LTC000336,68,Ion LaborTrainingCourse 336,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2f186bdd5455696bb603270077e86c4a2f186bdd5455696bb603270077e86c4
337,LTC000337,27,Junction LaborTrainingCourse 337,2.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0affdaf3030e5593ab192e3840b8af230affdaf3030e5593ab192e3840b8af23
338,LTC000338,60,Willow LaborTrainingCourse 338,3.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a9edcba14a9567682ce41810fd5cd253a9edcba14a9567682ce41810fd5cd25
339,LTC000339,24,Summit LaborTrainingCourse 339,4.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,351b02663eb65b059ac4c93fca537fc1351b02663eb65b059ac4c93fca537fc1
340,LTC000340,65,Granite LaborTrainingCourse 340,5.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86d4b248b216568692df7c4b9ce830e486d4b248b216568692df7c4b9ce830e4
341,LTC000341,37,Granite LaborTrainingCourse 341,6.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5178170d745e5237b68e341c370ffeaf5178170d745e5237b68e341c370ffeaf
342,LTC000342,45,Junction LaborTrainingCourse 342,7.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c044b0bfaf1855c6b82afe3025f28f2bc044b0bfaf1855c6b82afe3025f28f2b
343,LTC000343,52,Quartz LaborTrainingCourse 343,8.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bc6f39441ae53d19689547c193fc9727bc6f39441ae53d19689547c193fc972
344,LTC000344,71,Harbor LaborTrainingCourse 344,9.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,457f7e1062285379a8018f0b760e483a457f7e1062285379a8018f0b760e483a
345,LTC000345,53,Delta LaborTrainingCourse 345,10.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f61fa38538b153589529caaaf2510127f61fa38538b153589529caaaf2510127
346,LTC000346,4,Harbor LaborTrainingCourse 346,11.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65b867273487536a8c9deead62abfa7d65b867273487536a8c9deead62abfa7d
347,LTC000347,48,Meridian LaborTrainingCourse 347,12.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db90124f5104592fb19a8a6ac413e1b1db90124f5104592fb19a8a6ac413e1b1
348,LTC000348,32,Quartz LaborTrainingCourse 348,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddbed1194a5059c6a776a64a26e93acfddbed1194a5059c6a776a64a26e93acf
349,LTC000349,1,Vertex LaborTrainingCourse 349,14.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7091a63837a05c69aeedd4de9daee9387091a63837a05c69aeedd4de9daee938
350,LTC000350,88,Cedar LaborTrainingCourse 350,15.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,126f6065f80a5cdab7651b2b0ba6cb04126f6065f80a5cdab7651b2b0ba6cb04
351,LTC000351,62,Ion LaborTrainingCourse 351,16.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d2c70ffd9295698bd193c4aba7913d22d2c70ffd9295698bd193c4aba7913d2
352,LTC000352,41,Forge LaborTrainingCourse 352,17.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ec3a6dc1ae158ac82d50f0476d47a8f7ec3a6dc1ae158ac82d50f0476d47a8f
353,LTC000353,37,Forge LaborTrainingCourse 353,18.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,390e83a947b35ef2a41d2cc8114468c1390e83a947b35ef2a41d2cc8114468c1
354,LTC000354,52,Harbor LaborTrainingCourse 354,19.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e90d016f83155299766e9761d1876c53e90d016f83155299766e9761d1876c5
355,LTC000355,2,Pioneer LaborTrainingCourse 355,20.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,609bdea409765180b5504a313d2226b7609bdea409765180b5504a313d2226b7
356,LTC000356,40,Liberty LaborTrainingCourse 356,21.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43c87e48d8915d73807c17c4d4c1b91e43c87e48d8915d73807c17c4d4c1b91e
357,LTC000357,67,Granite LaborTrainingCourse 357,22.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb17bf0c63255560bf39307362f45d3cbb17bf0c63255560bf39307362f45d3c
358,LTC000358,27,Beacon LaborTrainingCourse 358,23.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc96bbeb1cee5123956fc6fd1f0a9c8ddc96bbeb1cee5123956fc6fd1f0a9c8d
359,LTC000359,40,Riverton LaborTrainingCourse 359,24.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea075a0b9b8d59a18f1bb119e48062e2ea075a0b9b8d59a18f1bb119e48062e2
360,LTC000360,39,Beacon LaborTrainingCourse 360,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8bf1190b10c525ab733b9302f9f4767b8bf1190b10c525ab733b9302f9f4767
361,LTC000361,33,Cedar LaborTrainingCourse 361,2.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39fded1b51635f6f97237d241ae3576339fded1b51635f6f97237d241ae35763
362,LTC000362,34,Forge LaborTrainingCourse 362,3.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7609954ec9405f728442930d50567cf77609954ec9405f728442930d50567cf7
363,LTC000363,42,Summit LaborTrainingCourse 363,4.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb0edfec577d503d9a7d729b35447020cb0edfec577d503d9a7d729b35447020
364,LTC000364,2,Riverton LaborTrainingCourse 364,5.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e113e3fd7aa95961bd9d349e0a28ed31e113e3fd7aa95961bd9d349e0a28ed31
365,LTC000365,72,Pioneer LaborTrainingCourse 365,6.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8dc81d0d8a41502cba463269e5fe22bd8dc81d0d8a41502cba463269e5fe22bd
366,LTC000366,72,Titan LaborTrainingCourse 366,7.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ae6dc285ce55074b59cc542b8c15a358ae6dc285ce55074b59cc542b8c15a35
367,LTC000367,8,Pioneer LaborTrainingCourse 367,8.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,826179c81969588885fb8f595eacb3dc826179c81969588885fb8f595eacb3dc
368,LTC000368,36,Harbor LaborTrainingCourse 368,9.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95c28dea5e855d158072db698cc4ec9395c28dea5e855d158072db698cc4ec93
369,LTC000369,87,Northstar LaborTrainingCourse 369,10.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8e8e261aa145f4b9cb6310e3a9ebe81b8e8e261aa145f4b9cb6310e3a9ebe81
370,LTC000370,18,Atlas LaborTrainingCourse 370,11.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88627a31c6cb58a6b4ea5e8b76395d8988627a31c6cb58a6b4ea5e8b76395d89
371,LTC000371,7,Summit LaborTrainingCourse 371,12.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,020cdf8b13ef572996b997ef99026163020cdf8b13ef572996b997ef99026163
372,LTC000372,66,Liberty LaborTrainingCourse 372,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf339ffd08bf5d96a0832d4cfd93a057cf339ffd08bf5d96a0832d4cfd93a057
373,LTC000373,31,Orion LaborTrainingCourse 373,14.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9cf5254e02b85a668c5b96f881faca8e9cf5254e02b85a668c5b96f881faca8e
374,LTC000374,52,Pioneer LaborTrainingCourse 374,15.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27eb429f21675ff7b1c24ebd618e8c0b27eb429f21675ff7b1c24ebd618e8c0b
375,LTC000375,44,Orion LaborTrainingCourse 375,16.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc4a19220fbe5b40b53829e1c506e4ccbc4a19220fbe5b40b53829e1c506e4cc
376,LTC000376,57,Unity LaborTrainingCourse 376,17.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1eb6c9507a655e87a2deca57a9b48bcc1eb6c9507a655e87a2deca57a9b48bcc
377,LTC000377,40,Orion LaborTrainingCourse 377,18.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86c9d682f5755c6ab279a46774b8fbcc86c9d682f5755c6ab279a46774b8fbcc
378,LTC000378,74,Evergreen LaborTrainingCourse 378,19.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebc826b8face54a28fb8a87b4e50f523ebc826b8face54a28fb8a87b4e50f523
379,LTC000379,51,Meridian LaborTrainingCourse 379,20.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31577c35c80e52618b1e2f0a8aa2821a31577c35c80e52618b1e2f0a8aa2821a
380,LTC000380,83,Riverton LaborTrainingCourse 380,21.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f69e85703685d8da5b06b501576e17b0f69e85703685d8da5b06b501576e17b
381,LTC000381,72,Vertex LaborTrainingCourse 381,22.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12f655a90f08573e867ee63fff2a300012f655a90f08573e867ee63fff2a3000
382,LTC000382,55,Northstar LaborTrainingCourse 382,23.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a870b5bf0d3d5ee590129f7687c89d0ea870b5bf0d3d5ee590129f7687c89d0e
383,LTC000383,13,Zenith LaborTrainingCourse 383,24.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c9b5ae6da15599b9e8755c5b1eaa2ee8c9b5ae6da15599b9e8755c5b1eaa2ee
384,LTC000384,33,Evergreen LaborTrainingCourse 384,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb81c4ba02e85a2da553a86d43a4d79fcb81c4ba02e85a2da553a86d43a4d79f
385,LTC000385,85,Evergreen LaborTrainingCourse 385,2.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38281b691a5654148bdaf41428504a8038281b691a5654148bdaf41428504a80
386,LTC000386,81,Unity LaborTrainingCourse 386,3.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f929756927595a56946b1e710752a2bef929756927595a56946b1e710752a2be
387,LTC000387,23,Cedar LaborTrainingCourse 387,4.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96275520e7a0531c930b50b1705ee35096275520e7a0531c930b50b1705ee350
388,LTC000388,18,Forge LaborTrainingCourse 388,5.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfb2b6c55219508d8953dc73a5072d33bfb2b6c55219508d8953dc73a5072d33
389,LTC000389,67,Orion LaborTrainingCourse 389,6.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8a6a405a4975b25936ab8e8346e8542c8a6a405a4975b25936ab8e8346e8542
390,LTC000390,2,Zenith LaborTrainingCourse 390,7.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d35466e0ae953e8be5e6c55a2fced5c8d35466e0ae953e8be5e6c55a2fced5c
391,LTC000391,63,Atlas LaborTrainingCourse 391,8.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c418abcc7fd5fa1abddcbadb1ecd5db1c418abcc7fd5fa1abddcbadb1ecd5db
392,LTC000392,85,Titan LaborTrainingCourse 392,9.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3db5746f422f51c3a6ccb081958595593db5746f422f51c3a6ccb08195859559
393,LTC000393,44,Meridian LaborTrainingCourse 393,10.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb6f3f844403505d9130c4e8b9c39db9cb6f3f844403505d9130c4e8b9c39db9
394,LTC000394,28,Ion LaborTrainingCourse 394,11.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0ac8de9f7a95265920a30779c238028f0ac8de9f7a95265920a30779c238028
395,LTC000395,18,Cedar LaborTrainingCourse 395,12.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,196efda26e955bf391c29409b934a589196efda26e955bf391c29409b934a589
396,LTC000396,20,Ion LaborTrainingCourse 396,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58712be3db1a5ea7bf038168e5bedc2858712be3db1a5ea7bf038168e5bedc28
397,LTC000397,23,Keystone LaborTrainingCourse 397,14.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f021157825dc5128bdd35d9e02805d80f021157825dc5128bdd35d9e02805d80
398,LTC000398,5,Summit LaborTrainingCourse 398,15.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fe273d0ab085e67bbd6fe983fb4e6292fe273d0ab085e67bbd6fe983fb4e629
399,LTC000399,75,Forge LaborTrainingCourse 399,16.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cee65b6abf355444956f5b2cee313ba7cee65b6abf355444956f5b2cee313ba7
400,LTC000400,72,Unity LaborTrainingCourse 400,17.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b2556008f9c5e1199451ad544d1400c2b2556008f9c5e1199451ad544d1400c
401,LTC000401,12,Zenith LaborTrainingCourse 401,18.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5065d6f21f6357e9b7266b2244b2b24a5065d6f21f6357e9b7266b2244b2b24a
402,LTC000402,58,Ion LaborTrainingCourse 402,19.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,902e34b316bc5050961d739776cf5346902e34b316bc5050961d739776cf5346
403,LTC000403,74,Zenith LaborTrainingCourse 403,20.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aaa6b807dd7a5a8fbbe9f794a6c528d1aaa6b807dd7a5a8fbbe9f794a6c528d1
404,LTC000404,62,Northstar LaborTrainingCourse 404,21.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4959a8c8c158594eb22d3fbde2c231354959a8c8c158594eb22d3fbde2c23135
405,LTC000405,33,Quartz LaborTrainingCourse 405,22.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93076284b13f5a44a69552ba8425485193076284b13f5a44a69552ba84254851
406,LTC000406,39,Harbor LaborTrainingCourse 406,23.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d25c1f86ac8652a18f12a0f45a20da2ed25c1f86ac8652a18f12a0f45a20da2e
407,LTC000407,45,Delta LaborTrainingCourse 407,24.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b3b969350fd54bca260d2854a9b5a8e0b3b969350fd54bca260d2854a9b5a8e
408,LTC000408,2,Pioneer LaborTrainingCourse 408,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,417f5332a13e5fb98704d4696d7bdd6d417f5332a13e5fb98704d4696d7bdd6d
409,LTC000409,22,Quartz LaborTrainingCourse 409,2.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3d75e3381f05a1eae2751241d0fb2a4f3d75e3381f05a1eae2751241d0fb2a4
410,LTC000410,28,Quartz LaborTrainingCourse 410,3.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,312e24db368658ce82eda25f772a0c80312e24db368658ce82eda25f772a0c80
411,LTC000411,29,Liberty LaborTrainingCourse 411,4.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fd6f9e6d9065a8984c84a2813b57bc62fd6f9e6d9065a8984c84a2813b57bc6
412,LTC000412,8,Keystone LaborTrainingCourse 412,5.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac7b7652c4b25ea4bbfe6347ad129bf2ac7b7652c4b25ea4bbfe6347ad129bf2
413,LTC000413,13,Vertex LaborTrainingCourse 413,6.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76b63e614ab455ffa0e79c466858f25876b63e614ab455ffa0e79c466858f258
414,LTC000414,81,Zenith LaborTrainingCourse 414,7.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14f2e509783a522ebfbf4bb59e9c316014f2e509783a522ebfbf4bb59e9c3160
415,LTC000415,24,Vertex LaborTrainingCourse 415,8.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96330fc67d5459509108082840caa99e96330fc67d5459509108082840caa99e
416,LTC000416,2,Forge LaborTrainingCourse 416,9.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbd29d7696a75568b6f5def811100ca3bbd29d7696a75568b6f5def811100ca3
417,LTC000417,69,Willow LaborTrainingCourse 417,10.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5667ee872b065ff9a29ba0e70f3958b65667ee872b065ff9a29ba0e70f3958b6
418,LTC000418,69,Titan LaborTrainingCourse 418,11.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98ad25fd7eac5251a2706fe7d408da4098ad25fd7eac5251a2706fe7d408da40
419,LTC000419,31,Ion LaborTrainingCourse 419,12.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a5c1848a5ed52cab104772221620deb8a5c1848a5ed52cab104772221620deb
420,LTC000420,40,Zenith LaborTrainingCourse 420,13.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3fd6e54a1675c8d983b543b5c70bb94d3fd6e54a1675c8d983b543b5c70bb94
421,LTC000421,30,Unity LaborTrainingCourse 421,14.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f19c61c58287503a9cbcbff40b111153f19c61c58287503a9cbcbff40b111153
422,LTC000422,10,Unity LaborTrainingCourse 422,15.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58675c141e3f5fd6969fa05b9c72d38558675c141e3f5fd6969fa05b9c72d385
423,LTC000423,67,Ion LaborTrainingCourse 423,16.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c60041d864885b59b915e858ccff8f99c60041d864885b59b915e858ccff8f99
424,LTC000424,90,Riverton LaborTrainingCourse 424,17.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3229e1bea905a709f0b2e7f7a7bab8df3229e1bea905a709f0b2e7f7a7bab8d
425,LTC000425,44,Riverton LaborTrainingCourse 425,18.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ebef8c561be5503958d1b66043f6edc1ebef8c561be5503958d1b66043f6edc
426,LTC000426,8,Keystone LaborTrainingCourse 426,19.00,7,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0a619c3cb135eb5ab7baeed2f1020bbb0a619c3cb135eb5ab7baeed2f1020bb
427,LTC000427,70,Summit LaborTrainingCourse 427,20.00,8,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94e2044e20f95b409100490e4ae9b68594e2044e20f95b409100490e4ae9b685
428,LTC000428,22,Granite LaborTrainingCourse 428,21.00,9,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1787fa951dc15fedb1f9a4c29367ecef1787fa951dc15fedb1f9a4c29367ecef
429,LTC000429,37,Willow LaborTrainingCourse 429,22.00,10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b4cc3d570d85b409980350ea481c0673b4cc3d570d85b409980350ea481c067
430,LTC000430,85,Ion LaborTrainingCourse 430,23.00,11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35a7310847a05a8a981b03708ff2589635a7310847a05a8a981b03708ff25896
431,LTC000431,64,Willow LaborTrainingCourse 431,24.00,12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d076392482095c1d80e00ec17d4d26dad076392482095c1d80e00ec17d4d26da
432,LTC000432,30,Beacon LaborTrainingCourse 432,1.00,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f1c0bfb86045c40872cca557cd7bcdf4f1c0bfb86045c40872cca557cd7bcdf
433,LTC000433,32,Beacon LaborTrainingCourse 433,2.00,2,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c50d2bf6dce95a1fb3b128b5c8f5be32c50d2bf6dce95a1fb3b128b5c8f5be32
434,LTC000434,8,Unity LaborTrainingCourse 434,3.00,3,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1a558d0db4252d29049bc142c49e5eed1a558d0db4252d29049bc142c49e5ee
435,LTC000435,68,Atlas LaborTrainingCourse 435,4.00,4,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,610aa7399a9a5651b82839cc77a296cf610aa7399a9a5651b82839cc77a296cf
436,LTC000436,56,Harbor LaborTrainingCourse 436,5.00,5,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01b3399241a25904a732d73a30341bc901b3399241a25904a732d73a30341bc9
437,LTC000437,60,Zenith LaborTrainingCourse 437,6.00,6,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be373127a9455ea19f5254b4657a22c8be373127a9455ea19f5254b4657a22c8
