LaborCostRateKey,LaborCostRateCode,LaborJobGradeKey,CostCenterKey,CurrencyKey,LaborPayTypeKey,HourlyCostAmount,OverheadCostAmount,PremiumMultiplier,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
331,LCR000331,22,470,3,6,463.4700,463.4700,332.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5cd4f417098574d91311999cf501b73c5cd4f417098574d91311999cf501b73
332,LCR000332,2,199,2,6,464.8400,464.8400,333.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5148852a45ae5964911d2cfaf1de66145148852a45ae5964911d2cfaf1de6614
333,LCR000333,20,52,1,11,466.2100,466.2100,334.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e15dc300a1a5d6cabce9008dfc26b1f9e15dc300a1a5d6cabce9008dfc26b1f
334,LCR000334,33,304,5,2,467.5800,467.5800,335.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d894e94f707a5ce8ba12a7e0b9a9db03d894e94f707a5ce8ba12a7e0b9a9db03
335,LCR000335,31,112,2,3,468.9500,468.9500,336.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6b6c4c529e95be195bde72d8adea352c6b6c4c529e95be195bde72d8adea352
336,LCR000336,6,248,1,5,470.3200,470.3200,337.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09ea86cdc3d4523e91de1d0778b4aca709ea86cdc3d4523e91de1d0778b4aca7
337,LCR000337,28,257,5,2,471.6900,471.6900,338.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91a658c0b1a55239822594d18fa55e2191a658c0b1a55239822594d18fa55e21
338,LCR000338,32,461,5,4,473.0600,473.0600,339.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b161184b71225df789cf0fffc3ca239db161184b71225df789cf0fffc3ca239d
339,LCR000339,12,359,3,5,474.4300,474.4300,340.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa4eed31d48c5dc091f0f8de54fc058baa4eed31d48c5dc091f0f8de54fc058b
340,LCR000340,18,311,2,9,475.8000,475.8000,341.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ec00c473d4550c9b9954e8299fd54486ec00c473d4550c9b9954e8299fd5448
341,LCR000341,16,318,1,8,477.1700,477.1700,342.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,315542f1c67c5283b3b2b9559bb024ed315542f1c67c5283b3b2b9559bb024ed
342,LCR000342,21,43,5,7,478.5400,478.5400,343.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c1f06a26db25ca7a71c772eb2e96b792c1f06a26db25ca7a71c772eb2e96b79
343,LCR000343,3,251,2,1,479.9100,479.9100,344.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c429cbe8172527ba71ef7c7fe2a35bf9c429cbe8172527ba71ef7c7fe2a35bf
344,LCR000344,32,234,4,6,481.2800,481.2800,345.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa63ac62836b58a2911a9404dd363763fa63ac62836b58a2911a9404dd363763
345,LCR000345,25,420,5,3,482.6500,482.6500,346.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,601f85e0049b5673a237fd3b5e43780a601f85e0049b5673a237fd3b5e43780a
346,LCR000346,3,86,4,12,484.0200,484.0200,347.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2038983b2ccf53418268f89abab4cf672038983b2ccf53418268f89abab4cf67
347,LCR000347,6,303,3,7,485.3900,485.3900,348.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee8e1993f34b56d98f55705a11c70534ee8e1993f34b56d98f55705a11c70534
348,LCR000348,34,245,5,12,486.7600,486.7600,349.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab52365a6fc659daa1471f96c69cd37cab52365a6fc659daa1471f96c69cd37c
349,LCR000349,16,339,3,10,488.1300,488.1300,350.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e94eee977eaf59cbb329133633640f22e94eee977eaf59cbb329133633640f22
350,LCR000350,19,11,3,12,489.5000,489.5000,351.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cbccbdb5b395ef59477c0d1800a10721cbccbdb5b395ef59477c0d1800a1072
351,LCR000351,23,400,4,8,490.8700,490.8700,352.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81cb57f64dd255f5ab6e498392e3692881cb57f64dd255f5ab6e498392e36928
352,LCR000352,7,341,3,2,492.2400,492.2400,353.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6883ef17b9a25975ab1a4dba6ab10c126883ef17b9a25975ab1a4dba6ab10c12
353,LCR000353,15,134,1,12,493.6100,493.6100,354.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61be2baeb7c55c35ba75adfa6c94250e61be2baeb7c55c35ba75adfa6c94250e
354,LCR000354,10,131,2,3,494.9800,494.9800,355.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,964ed4be6c7952f6810098ac70f84180964ed4be6c7952f6810098ac70f84180
355,LCR000355,29,15,1,1,496.3500,496.3500,356.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3223b803bdd55f0fbf2346987a5644b93223b803bdd55f0fbf2346987a5644b9
356,LCR000356,20,485,1,1,497.7200,497.7200,357.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c923c005f8db50f9b814ae89f51f4ec5c923c005f8db50f9b814ae89f51f4ec5
357,LCR000357,31,392,5,7,499.0900,499.0900,358.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d63cb276bd1f5e409f7a492321ab440dd63cb276bd1f5e409f7a492321ab440d
358,LCR000358,14,375,1,10,500.4600,500.4600,359.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8771b9625da55e0b1cd91586ed953ead8771b9625da55e0b1cd91586ed953ea
359,LCR000359,29,258,4,4,501.8300,501.8300,360.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4afcc091f3d56268b3686734fa13298c4afcc091f3d56268b3686734fa13298
360,LCR000360,4,400,5,11,503.2000,503.2000,361.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa713978f3bf55ad89330c5e2d98354baa713978f3bf55ad89330c5e2d98354b
361,LCR000361,24,81,1,8,504.5700,504.5700,362.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd446ee8fe525629a06f2b56da1234cffd446ee8fe525629a06f2b56da1234cf
362,LCR000362,7,162,4,3,505.9400,505.9400,363.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76042b77721459228ecf5dd416b4874376042b77721459228ecf5dd416b48743
363,LCR000363,14,120,4,12,507.3100,507.3100,364.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52896335dbbd5868b79c8a13b21838fe52896335dbbd5868b79c8a13b21838fe
364,LCR000364,30,440,4,9,508.6800,508.6800,365.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d5446b79ac05f208a11e81f620f88835d5446b79ac05f208a11e81f620f8883
365,LCR000365,28,259,1,10,510.0500,510.0500,366.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53dedd279c2b5cbebd66a9958fe40c8d53dedd279c2b5cbebd66a9958fe40c8d
366,LCR000366,32,93,5,1,511.4200,511.4200,367.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9ee0814a109572a9572bf27e5e63568f9ee0814a109572a9572bf27e5e63568
367,LCR000367,1,183,2,8,512.7900,512.7900,368.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d66b5a2dfcf15b7ca114f4d2fe4f173cd66b5a2dfcf15b7ca114f4d2fe4f173c
368,LCR000368,2,80,5,7,514.1600,514.1600,369.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7f2d082bc2b5cabb4c7699a4a63b5a8b7f2d082bc2b5cabb4c7699a4a63b5a8
369,LCR000369,15,407,4,7,515.5300,515.5300,370.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8eef1aacb5ab5f04ad90fd3dc9e0c39d8eef1aacb5ab5f04ad90fd3dc9e0c39d
370,LCR000370,5,95,3,1,516.9000,516.9000,371.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9b46ce492a0523db64fd3e9476633c7f9b46ce492a0523db64fd3e9476633c7
371,LCR000371,24,291,3,7,518.2700,518.2700,372.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,592917469140500b806ddbd6d46b1d7d592917469140500b806ddbd6d46b1d7d
372,LCR000372,25,289,1,12,519.6400,519.6400,373.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e084f615ade5fa39119848155673cab4e084f615ade5fa39119848155673cab
373,LCR000373,27,413,4,4,521.0100,521.0100,374.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f8ea9f6baa158ff86dea17f6b9bc9e46f8ea9f6baa158ff86dea17f6b9bc9e4
374,LCR000374,19,44,3,7,522.3800,522.3800,375.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43d6a32047bc511a85772989d59d11a043d6a32047bc511a85772989d59d11a0
375,LCR000375,19,367,1,10,523.7500,523.7500,376.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ef46094576952099954167254f6ea775ef46094576952099954167254f6ea77
376,LCR000376,2,44,3,5,525.1200,525.1200,377.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5a4a99c69d45c28928f4d26f3c7696cf5a4a99c69d45c28928f4d26f3c7696c
377,LCR000377,24,493,1,1,526.4900,526.4900,378.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,caed0952d5b152c395cf7ad59324e616caed0952d5b152c395cf7ad59324e616
378,LCR000378,18,153,3,11,527.8600,527.8600,379.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eba9c87d75355bb695b9929f6938505aeba9c87d75355bb695b9929f6938505a
379,LCR000379,19,272,5,8,529.2300,529.2300,380.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62294a5ddc3e514ebef2c08718e5982862294a5ddc3e514ebef2c08718e59828
380,LCR000380,27,325,2,5,530.6000,530.6000,381.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fdb5a01c407595d8513acda008447160fdb5a01c407595d8513acda00844716
381,LCR000381,8,437,4,10,531.9700,531.9700,382.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ede9f08d1bd9578f8e4af90a4eee7db7ede9f08d1bd9578f8e4af90a4eee7db7
382,LCR000382,20,243,4,4,533.3400,533.3400,383.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f69323196ee855e287cd3d52d98ec06ef69323196ee855e287cd3d52d98ec06e
383,LCR000383,2,253,1,9,534.7100,534.7100,384.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,200582b707cd53edac11e257f6c6f4b6200582b707cd53edac11e257f6c6f4b6
384,LCR000384,4,282,2,6,536.0800,536.0800,385.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f47fd8685c4567b98c97ecdc05a82969f47fd8685c4567b98c97ecdc05a8296
385,LCR000385,30,359,2,4,537.4500,537.4500,386.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3350b5ffa91851db99ae57c8a3176e6d3350b5ffa91851db99ae57c8a3176e6d
386,LCR000386,28,500,1,1,538.8200,538.8200,387.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50a0347cb1a15accba1a9b92b6173f3c50a0347cb1a15accba1a9b92b6173f3c
387,LCR000387,28,227,4,4,540.1900,540.1900,388.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf822e7e8a185a6087bce8ceedbda21ccf822e7e8a185a6087bce8ceedbda21c
388,LCR000388,34,370,1,4,541.5600,541.5600,389.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d08ac47dbbca546e98b0d7c63ed71b0ad08ac47dbbca546e98b0d7c63ed71b0a
389,LCR000389,5,196,5,4,542.9300,542.9300,390.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7597bfc57a31523f80f0a732a4684f527597bfc57a31523f80f0a732a4684f52
390,LCR000390,20,30,3,4,544.3000,544.3000,391.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ad0094e47bc58aaa3963acec09d6c123ad0094e47bc58aaa3963acec09d6c12
391,LCR000391,30,214,3,6,545.6700,545.6700,392.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba644a341704500ab10b9b42692284afba644a341704500ab10b9b42692284af
392,LCR000392,28,270,4,6,547.0400,547.0400,393.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fcc73a487bd554fa9d750f07d6e84f90fcc73a487bd554fa9d750f07d6e84f9
393,LCR000393,3,425,5,7,548.4100,548.4100,394.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc5f7d6c496556978ea93c2f9f3d63f9dc5f7d6c496556978ea93c2f9f3d63f9
394,LCR000394,13,37,3,4,549.7800,549.7800,395.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8dad8625310503c96ea0bead5b6b5d0e8dad8625310503c96ea0bead5b6b5d0
395,LCR000395,32,302,1,10,551.1500,551.1500,396.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d8a7571a7315f52a66281abd43073663d8a7571a7315f52a66281abd4307366
396,LCR000396,17,217,4,5,552.5200,552.5200,397.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7e6a392798f5522aca88afac61d2101e7e6a392798f5522aca88afac61d2101
397,LCR000397,29,460,2,4,553.8900,553.8900,398.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06a374b2e87b547da2eb90fbb4987d9d06a374b2e87b547da2eb90fbb4987d9d
398,LCR000398,10,46,3,12,555.2600,555.2600,399.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a81c3fc92f585b7b826bc68504a307e0a81c3fc92f585b7b826bc68504a307e0
399,LCR000399,6,216,2,10,556.6300,556.6300,400.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,831bdcf0ea88503fa32ff002f2e2c093831bdcf0ea88503fa32ff002f2e2c093
400,LCR000400,12,193,1,5,558.0000,558.0000,401.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13a0b85048815e06881a9c6352c4749d13a0b85048815e06881a9c6352c4749d
401,LCR000401,3,228,1,6,559.3700,559.3700,402.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11f91ea7dbe05fe39b696b9903bd790511f91ea7dbe05fe39b696b9903bd7905
402,LCR000402,22,330,4,8,560.7400,560.7400,403.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e8c59c77e7250bba57155f8b5653ed70e8c59c77e7250bba57155f8b5653ed7
403,LCR000403,20,103,4,9,562.1100,562.1100,404.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fe0f86f386155e48ca012af74ca462f6fe0f86f386155e48ca012af74ca462f
404,LCR000404,15,327,2,6,563.4800,563.4800,405.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee49c79461e05815a4ef9d5ef9aed81bee49c79461e05815a4ef9d5ef9aed81b
405,LCR000405,31,310,3,9,564.8500,564.8500,406.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2003424c1fb512396b35035d23f1d99e2003424c1fb512396b35035d23f1d99
406,LCR000406,11,42,1,2,566.2200,566.2200,407.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b519ea2f8bb5b9cbc0a0e9eabf9da363b519ea2f8bb5b9cbc0a0e9eabf9da36
407,LCR000407,24,402,3,10,567.5900,567.5900,408.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2b851f4c2695c01a7e179be05889832c2b851f4c2695c01a7e179be05889832
408,LCR000408,28,441,2,9,568.9600,568.9600,409.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,092bffc336fa5af2a10f771bce4854b8092bffc336fa5af2a10f771bce4854b8
409,LCR000409,12,344,5,4,570.3300,570.3300,410.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abe664ab926d5313b97b9051c90cc40cabe664ab926d5313b97b9051c90cc40c
410,LCR000410,25,231,1,1,571.7000,571.7000,411.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6939fe44615d5417b204fc9f9e0f7a816939fe44615d5417b204fc9f9e0f7a81
411,LCR000411,1,296,5,6,573.0700,573.0700,412.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d7e93187ca551c19bdb91ad8cfb383e5d7e93187ca551c19bdb91ad8cfb383e
412,LCR000412,27,265,1,2,574.4400,574.4400,413.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6178d11cc0e25d3e95e08bbf782c2c316178d11cc0e25d3e95e08bbf782c2c31
413,LCR000413,21,213,4,3,575.8100,575.8100,414.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7096c70c65ef59128f9cf44726a9daba7096c70c65ef59128f9cf44726a9daba
414,LCR000414,12,441,2,11,577.1800,577.1800,415.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5f18632fab752c5a4f17ff0588c0d8ce5f18632fab752c5a4f17ff0588c0d8c
415,LCR000415,4,114,2,12,578.5500,578.5500,416.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37f6830884495947b565b8dc563c1c2237f6830884495947b565b8dc563c1c22
416,LCR000416,3,499,2,4,579.9200,579.9200,417.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd984c9450705744a80c3e42d2a0bc8ebd984c9450705744a80c3e42d2a0bc8e
417,LCR000417,4,448,3,8,581.2900,581.2900,418.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4682881aa51b5cbcbe07a91eec4c21cd4682881aa51b5cbcbe07a91eec4c21cd
418,LCR000418,12,477,4,2,582.6600,582.6600,419.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fe088860d9e5f9fa45c89678430d1337fe088860d9e5f9fa45c89678430d133
419,LCR000419,34,141,5,11,584.0300,584.0300,420.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca7b199dfc985eee979739a901c09e92ca7b199dfc985eee979739a901c09e92
420,LCR000420,5,253,5,8,585.4000,585.4000,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bcc308e84265555af17144ce715ac928bcc308e84265555af17144ce715ac92
421,LCR000421,32,9,3,11,586.7700,586.7700,422.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ce0adc88d745fcfa5ba8df9a2fe1c838ce0adc88d745fcfa5ba8df9a2fe1c83
422,LCR000422,11,425,4,6,588.1400,588.1400,423.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,551dcaf601ed53598f3eed3ea456be91551dcaf601ed53598f3eed3ea456be91
423,LCR000423,8,381,5,11,589.5100,589.5100,424.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94ecf61330825243a0a0d437014b172994ecf61330825243a0a0d437014b1729
424,LCR000424,1,93,1,1,590.8800,590.8800,425.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c70f95aa3aa757fcb86b72edfe78b0bbc70f95aa3aa757fcb86b72edfe78b0bb
425,LCR000425,15,315,4,6,592.2500,592.2500,426.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb6b740d0ff157d3ab51bd03db0f323eeb6b740d0ff157d3ab51bd03db0f323e
426,LCR000426,7,414,2,12,593.6200,593.6200,427.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32c454c943f35040a12e37183de197e132c454c943f35040a12e37183de197e1
427,LCR000427,7,442,3,3,594.9900,594.9900,428.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eda663a23ea05128bde402b571e40c17eda663a23ea05128bde402b571e40c17
428,LCR000428,18,77,3,3,596.3600,596.3600,429.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35079f17668552038e2d30f9c07be5b835079f17668552038e2d30f9c07be5b8
429,LCR000429,30,152,4,8,597.7300,597.7300,430.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d68a27d2a5a5184bb0f287fcf33b19f4d68a27d2a5a5184bb0f287fcf33b19f
430,LCR000430,12,466,5,5,599.1000,599.1000,431.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d173799770e6537b91c263fcc178150ad173799770e6537b91c263fcc178150a
431,LCR000431,24,459,5,5,600.4700,600.4700,432.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99c028a78c665f28a01c4ca6acbad53699c028a78c665f28a01c4ca6acbad536
432,LCR000432,5,188,3,3,601.8400,601.8400,433.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82106da4f5ce58ec9174af7dd8d4f79a82106da4f5ce58ec9174af7dd8d4f79a
433,LCR000433,8,436,3,12,603.2100,603.2100,434.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df5c9b2244395369863a0925b8f047efdf5c9b2244395369863a0925b8f047ef
434,LCR000434,23,189,5,5,604.5800,604.5800,435.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64a300d0aa145286afda04c7da5d68ca64a300d0aa145286afda04c7da5d68ca
435,LCR000435,8,245,1,9,605.9500,605.9500,436.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c7b177f6cea549f94260085a1feb5908c7b177f6cea549f94260085a1feb590
436,LCR000436,4,245,4,4,607.3200,607.3200,437.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4380c9e4b9d54b4ae9e4affc49802b5c4380c9e4b9d54b4ae9e4affc49802b5
437,LCR000437,12,258,5,11,608.6900,608.6900,438.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99d08b843c6e59e294bed05e096d18ef99d08b843c6e59e294bed05e096d18ef
438,LCR000438,7,274,4,9,610.0600,610.0600,439.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad4a2498de11568fb7c839cab05ba9d5ad4a2498de11568fb7c839cab05ba9d5
439,LCR000439,32,15,1,11,611.4300,611.4300,440.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e0e017888245823a20a1e9eaa3c5e5e8e0e017888245823a20a1e9eaa3c5e5e
440,LCR000440,6,326,4,3,612.8000,612.8000,441.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe0852dc2973531987d58e33b1647d14fe0852dc2973531987d58e33b1647d14
441,LCR000441,34,87,2,5,614.1700,614.1700,442.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fddc3d89f899507496f700e6e9b2f902fddc3d89f899507496f700e6e9b2f902
