QualityCertificateAnalysisKey,CertificateAnalysisNumber,ProductKey,SupplierKey,QualityMethodProcedureKey,ComplianceStandardKey,ApprovalStatusKey,QualityCertificateAnalysisName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
287,QCA000287,305,469,200,20,4,Forge QualityCertificateAnalysis 287,QCA000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67bcb029e24952abbd415cc5e8a3a77b67bcb029e24952abbd415cc5e8a3a77b
288,QCA000288,463,323,238,3,3,Delta QualityCertificateAnalysis 288,QCA000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92d0a73598f259e4af92e0e4b3a7b78192d0a73598f259e4af92e0e4b3a7b781
289,QCA000289,112,-1,24,6,4,Pioneer QualityCertificateAnalysis 289,QCA000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4b353349dc75d3f95973eb7456179deb4b353349dc75d3f95973eb7456179de
290,QCA000290,355,477,40,13,3,Delta QualityCertificateAnalysis 290,QCA000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3c2ab384f245e3facebe5b0c99c566cf3c2ab384f245e3facebe5b0c99c566c
291,QCA000291,476,260,200,16,4,Meridian QualityCertificateAnalysis 291,QCA000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c0554dd7347524b962f1f4b0017dc857c0554dd7347524b962f1f4b0017dc85
292,QCA000292,312,45,38,24,4,Forge QualityCertificateAnalysis 292,QCA000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77cf4e378d05515cb9f1ff06337d11fb77cf4e378d05515cb9f1ff06337d11fb
293,QCA000293,122,279,239,5,2,Titan QualityCertificateAnalysis 293,QCA000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed5c22546fd35ad2aef82c0e53d551beed5c22546fd35ad2aef82c0e53d551be
294,QCA000294,379,98,191,17,3,Granite QualityCertificateAnalysis 294,QCA000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,209b5bde1a065251a9f67b68c521c17a209b5bde1a065251a9f67b68c521c17a
295,QCA000295,113,217,185,3,2,Pioneer QualityCertificateAnalysis 295,QCA000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d98538eadc685843a1e3d86626412213d98538eadc685843a1e3d86626412213
296,QCA000296,98,9,119,15,3,Liberty QualityCertificateAnalysis 296,QCA000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d5f736f69d053128eab53035da2baaf7d5f736f69d053128eab53035da2baaf
297,QCA000297,268,54,153,15,5,Quartz QualityCertificateAnalysis 297,QCA000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0fdc3ef9fcf5aef982e724287677184b0fdc3ef9fcf5aef982e724287677184
298,QCA000298,277,441,229,5,1,Forge QualityCertificateAnalysis 298,QCA000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c2539a37bd1523d95d13131f64471fe9c2539a37bd1523d95d13131f64471fe
299,QCA000299,29,316,178,19,3,Harbor QualityCertificateAnalysis 299,QCA000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d14619011f157839b00392066ca47478d14619011f157839b00392066ca4747
300,QCA000300,297,170,236,10,3,Quartz QualityCertificateAnalysis 300,QCA000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9033cf3a39f551b59e6aedd4859dbfce9033cf3a39f551b59e6aedd4859dbfce
301,QCA000301,471,33,9,1,1,Atlas QualityCertificateAnalysis 301,QCA000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a1df3d2273253db96d525f7512a89d16a1df3d2273253db96d525f7512a89d1
302,QCA000302,287,187,5,6,2,Delta QualityCertificateAnalysis 302,QCA000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d8fab8710d255439a629433495d4e4c3d8fab8710d255439a629433495d4e4c
303,QCA000303,415,343,204,9,3,Cedar QualityCertificateAnalysis 303,QCA000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ba7c84fc8cf586a8ce2494aa8a7a33b6ba7c84fc8cf586a8ce2494aa8a7a33b
304,QCA000304,394,190,35,3,4,Riverton QualityCertificateAnalysis 304,QCA000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,acbf8cd9176757d1914efd50baa7a064acbf8cd9176757d1914efd50baa7a064
305,QCA000305,475,373,53,6,3,Summit QualityCertificateAnalysis 305,QCA000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,607cfd69199457c992d3b959bf6d9e6f607cfd69199457c992d3b959bf6d9e6f
306,QCA000306,236,-1,159,6,5,Cedar QualityCertificateAnalysis 306,QCA000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ceb4329ff675f7c9fba7da56e1b53542ceb4329ff675f7c9fba7da56e1b5354
307,QCA000307,487,113,144,17,1,Vertex QualityCertificateAnalysis 307,QCA000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ad45785868d564c91e62583ec0c45491ad45785868d564c91e62583ec0c4549
308,QCA000308,455,301,153,23,1,Ion QualityCertificateAnalysis 308,QCA000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,067987ab9e0c5f808159bc933d12f931067987ab9e0c5f808159bc933d12f931
309,QCA000309,361,87,198,2,5,Evergreen QualityCertificateAnalysis 309,QCA000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fed7cc79064f5912ac7649c1a181ec88fed7cc79064f5912ac7649c1a181ec88
310,QCA000310,214,470,38,10,5,Cedar QualityCertificateAnalysis 310,QCA000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c4b7ccd6a34587e8fbb0e85f095bfbc9c4b7ccd6a34587e8fbb0e85f095bfbc
311,QCA000311,65,30,220,2,2,Quartz QualityCertificateAnalysis 311,QCA000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29294bd010b055628436145060221cf429294bd010b055628436145060221cf4
312,QCA000312,458,300,8,8,1,Unity QualityCertificateAnalysis 312,QCA000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eacaba873a285948a5be187e10c712e2eacaba873a285948a5be187e10c712e2
313,QCA000313,214,63,215,18,5,Pioneer QualityCertificateAnalysis 313,QCA000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f81993809f35f8db472c56bcbb854e37f81993809f35f8db472c56bcbb854e3
314,QCA000314,132,142,147,6,5,Cedar QualityCertificateAnalysis 314,QCA000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9c54e5337df5a83856f0a6859dd3408a9c54e5337df5a83856f0a6859dd3408
315,QCA000315,179,103,208,10,2,Liberty QualityCertificateAnalysis 315,QCA000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e2986b4df50523e8bc63a2bd285a3e46e2986b4df50523e8bc63a2bd285a3e4
316,QCA000316,68,156,9,8,5,Northstar QualityCertificateAnalysis 316,QCA000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34b9d512458a5e5791d284d28442aafd34b9d512458a5e5791d284d28442aafd
317,QCA000317,462,160,74,22,3,Quartz QualityCertificateAnalysis 317,QCA000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f3f46ba454252d5834786b47ca1de7d1f3f46ba454252d5834786b47ca1de7d
318,QCA000318,242,33,180,5,2,Beacon QualityCertificateAnalysis 318,QCA000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8d3ea78521e5dccbbd367d69e7b6cbac8d3ea78521e5dccbbd367d69e7b6cba
319,QCA000319,263,457,205,13,4,Quartz QualityCertificateAnalysis 319,QCA000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,189e8ba479fe5c57bc1304db5ffe8014189e8ba479fe5c57bc1304db5ffe8014
320,QCA000320,258,71,217,17,3,Northstar QualityCertificateAnalysis 320,QCA000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c08444888dc54178385d4a39a19097c8c08444888dc54178385d4a39a19097c
321,QCA000321,181,172,69,4,5,Willow QualityCertificateAnalysis 321,QCA000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb58518bfbca5109bbb51f2b78a3fc67fb58518bfbca5109bbb51f2b78a3fc67
322,QCA000322,29,153,41,1,2,Atlas QualityCertificateAnalysis 322,QCA000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15331b5a6c2f5a7fa01375852425d66415331b5a6c2f5a7fa01375852425d664
323,QCA000323,235,-1,197,5,1,Meridian QualityCertificateAnalysis 323,QCA000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,985c53cff45259cda0532325cffbf2c2985c53cff45259cda0532325cffbf2c2
324,QCA000324,56,428,97,11,5,Titan QualityCertificateAnalysis 324,QCA000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f8232d36dcd5522b87cf4b785b29dab7f8232d36dcd5522b87cf4b785b29dab
325,QCA000325,132,295,159,17,2,Junction QualityCertificateAnalysis 325,QCA000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1f6cf9ae020533b881c321745ed0793c1f6cf9ae020533b881c321745ed0793
326,QCA000326,183,349,17,20,1,Pioneer QualityCertificateAnalysis 326,QCA000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13cf320cee875fa59a2d2078cb4dc35113cf320cee875fa59a2d2078cb4dc351
327,QCA000327,314,394,218,2,2,Evergreen QualityCertificateAnalysis 327,QCA000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73d9dfca65be581d9b449de6e0b275f673d9dfca65be581d9b449de6e0b275f6
328,QCA000328,205,343,140,9,1,Delta QualityCertificateAnalysis 328,QCA000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a63007970c65d0d8a19b425495dfecf9a63007970c65d0d8a19b425495dfecf
329,QCA000329,164,497,211,4,1,Meridian QualityCertificateAnalysis 329,QCA000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a5a6fbe7caa5441b4111fea8644b7545a5a6fbe7caa5441b4111fea8644b754
330,QCA000330,467,482,95,4,1,Evergreen QualityCertificateAnalysis 330,QCA000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b705d1cf9b559a0819aa4e75439e1e07b705d1cf9b559a0819aa4e75439e1e0
331,QCA000331,204,306,98,21,4,Harbor QualityCertificateAnalysis 331,QCA000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7767f956d5445f14bd76f510dc17010b7767f956d5445f14bd76f510dc17010b
332,QCA000332,167,343,177,3,4,Titan QualityCertificateAnalysis 332,QCA000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,627018f0d06a5715a41c966573d555b1627018f0d06a5715a41c966573d555b1
333,QCA000333,98,167,62,10,2,Quartz QualityCertificateAnalysis 333,QCA000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6118f0dd73d0584aa90b78ce05f698526118f0dd73d0584aa90b78ce05f69852
334,QCA000334,193,117,159,1,3,Evergreen QualityCertificateAnalysis 334,QCA000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfec9fe922be5554898bb084ea948abcdfec9fe922be5554898bb084ea948abc
335,QCA000335,303,47,78,18,1,Granite QualityCertificateAnalysis 335,QCA000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f166442bcd615c3c86b43244919709c4f166442bcd615c3c86b43244919709c4
336,QCA000336,8,327,185,12,4,Ion QualityCertificateAnalysis 336,QCA000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7132dc49bd8d595f86b1d5fbd24ac3a27132dc49bd8d595f86b1d5fbd24ac3a2
337,QCA000337,303,365,147,5,3,Riverton QualityCertificateAnalysis 337,QCA000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15a490f0f0c654d5af03b47070b221de15a490f0f0c654d5af03b47070b221de
338,QCA000338,272,477,172,4,2,Forge QualityCertificateAnalysis 338,QCA000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7dcf54e289f257718418043c892b2cfa7dcf54e289f257718418043c892b2cfa
339,QCA000339,405,242,133,13,3,Willow QualityCertificateAnalysis 339,QCA000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,144b975d3bad5ae182223e9e3b7d414a144b975d3bad5ae182223e9e3b7d414a
340,QCA000340,484,-1,235,16,4,Meridian QualityCertificateAnalysis 340,QCA000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c52bb57d99855978709f392e66def798c52bb57d99855978709f392e66def79
341,QCA000341,162,8,64,7,2,Unity QualityCertificateAnalysis 341,QCA000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b48ed6aa6e8513ea1dea613c14c7d5f7b48ed6aa6e8513ea1dea613c14c7d5f
342,QCA000342,455,103,106,20,3,Willow QualityCertificateAnalysis 342,QCA000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7cbc7188a275a29a063af17ab8121edd7cbc7188a275a29a063af17ab8121ed
343,QCA000343,153,465,16,25,4,Granite QualityCertificateAnalysis 343,QCA000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ca9e3edf4cc58dbbaf68b1eaaeae5df4ca9e3edf4cc58dbbaf68b1eaaeae5df
344,QCA000344,129,39,202,3,4,Orion QualityCertificateAnalysis 344,QCA000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82ca8a920d9a53e0a77752fe8ac3ba5c82ca8a920d9a53e0a77752fe8ac3ba5c
345,QCA000345,169,358,233,23,5,Beacon QualityCertificateAnalysis 345,QCA000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5710612e1d325a239ad97fa2bbbe4be75710612e1d325a239ad97fa2bbbe4be7
346,QCA000346,138,33,212,14,4,Atlas QualityCertificateAnalysis 346,QCA000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc94a05f77b75cfcbd65b7b82020189cbc94a05f77b75cfcbd65b7b82020189c
347,QCA000347,150,459,180,7,3,Cedar QualityCertificateAnalysis 347,QCA000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9954dc970685f329393c94361a82e6ea9954dc970685f329393c94361a82e6e
348,QCA000348,497,165,236,10,5,Northstar QualityCertificateAnalysis 348,QCA000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81438d33fa2a57969b655c49f9af9a2281438d33fa2a57969b655c49f9af9a22
349,QCA000349,443,413,96,5,4,Vertex QualityCertificateAnalysis 349,QCA000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17150d8a76505fbab8b2e1caf41f2bff17150d8a76505fbab8b2e1caf41f2bff
350,QCA000350,22,464,84,9,4,Summit QualityCertificateAnalysis 350,QCA000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5cc50c02cddb5068b4735f29cd5f41db5cc50c02cddb5068b4735f29cd5f41db
351,QCA000351,313,74,37,25,1,Delta QualityCertificateAnalysis 351,QCA000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2708e8ceb36b56f09b30e388c7d390922708e8ceb36b56f09b30e388c7d39092
352,QCA000352,177,53,66,13,5,Zenith QualityCertificateAnalysis 352,QCA000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f79da65f7ad95573bdd4515ccbfdb808f79da65f7ad95573bdd4515ccbfdb808
353,QCA000353,218,57,143,14,1,Northstar QualityCertificateAnalysis 353,QCA000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea24304fec1d5d00bfdd9b9d6818be37ea24304fec1d5d00bfdd9b9d6818be37
354,QCA000354,257,387,162,25,2,Riverton QualityCertificateAnalysis 354,QCA000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00ceba7d78875ccda556bf155bb8223d00ceba7d78875ccda556bf155bb8223d
355,QCA000355,433,450,67,21,4,Riverton QualityCertificateAnalysis 355,QCA000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d50260773dc5d8fb123b0ae5384ffcc3d50260773dc5d8fb123b0ae5384ffcc
356,QCA000356,353,259,199,10,2,Junction QualityCertificateAnalysis 356,QCA000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78a92723686e50e587b1840c00a8b1d078a92723686e50e587b1840c00a8b1d0
357,QCA000357,261,-1,20,8,3,Meridian QualityCertificateAnalysis 357,QCA000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0617a2776f845a95ab4e4aa045db2c770617a2776f845a95ab4e4aa045db2c77
358,QCA000358,244,315,100,14,3,Cedar QualityCertificateAnalysis 358,QCA000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e4601261c3b5765842d85c2181f87253e4601261c3b5765842d85c2181f8725
359,QCA000359,247,136,178,1,4,Meridian QualityCertificateAnalysis 359,QCA000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64a3e77c12495347aed77ab07ef8efa464a3e77c12495347aed77ab07ef8efa4
360,QCA000360,51,234,114,14,2,Northstar QualityCertificateAnalysis 360,QCA000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f9f58a8481d5f29a683149043af30202f9f58a8481d5f29a683149043af3020
361,QCA000361,124,147,41,15,3,Willow QualityCertificateAnalysis 361,QCA000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf0fc0533ac65730b10f3b4a26545127bf0fc0533ac65730b10f3b4a26545127
362,QCA000362,8,343,112,16,5,Zenith QualityCertificateAnalysis 362,QCA000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3bd84fc690c54e984bb0c87e28d3a33f3bd84fc690c54e984bb0c87e28d3a33
363,QCA000363,199,471,194,18,4,Unity QualityCertificateAnalysis 363,QCA000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bf34bcd9ed65f3cb5dc559edcfdf37b5bf34bcd9ed65f3cb5dc559edcfdf37b
364,QCA000364,165,212,46,23,3,Zenith QualityCertificateAnalysis 364,QCA000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3dab748c60e5ccb88bea1decd38e13ec3dab748c60e5ccb88bea1decd38e13e
365,QCA000365,11,439,142,4,4,Evergreen QualityCertificateAnalysis 365,QCA000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4bf5d55028c56cbbb119555b1a11a2bf4bf5d55028c56cbbb119555b1a11a2b
366,QCA000366,96,134,216,15,2,Willow QualityCertificateAnalysis 366,QCA000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce499861f3f95cdfb93c972f11d281e1ce499861f3f95cdfb93c972f11d281e1
367,QCA000367,181,376,194,12,4,Atlas QualityCertificateAnalysis 367,QCA000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a465dd4ff315dad9c78a4685febd8954a465dd4ff315dad9c78a4685febd895
368,QCA000368,361,354,127,1,5,Beacon QualityCertificateAnalysis 368,QCA000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c86a2d59cb257b09cb53f3c9f65f4d24c86a2d59cb257b09cb53f3c9f65f4d2
369,QCA000369,156,397,212,11,4,Forge QualityCertificateAnalysis 369,QCA000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,445f25af3d6d56b19cbb79737fd937ec445f25af3d6d56b19cbb79737fd937ec
370,QCA000370,452,217,114,22,4,Northstar QualityCertificateAnalysis 370,QCA000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,29d01df1a7355c5e9b7d23cddd84bd2429d01df1a7355c5e9b7d23cddd84bd24
371,QCA000371,218,389,75,20,4,Titan QualityCertificateAnalysis 371,QCA000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e67767c5e9954b89668f371d9de3b9d6e67767c5e9954b89668f371d9de3b9d
372,QCA000372,477,394,186,7,4,Meridian QualityCertificateAnalysis 372,QCA000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6dcd0cc89c055d0d81cfba0dc6523fe06dcd0cc89c055d0d81cfba0dc6523fe0
373,QCA000373,441,16,61,3,4,Quartz QualityCertificateAnalysis 373,QCA000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70d776140ec556ef9a89a63558b27ba070d776140ec556ef9a89a63558b27ba0
374,QCA000374,420,-1,156,20,1,Northstar QualityCertificateAnalysis 374,QCA000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79a9ea994bd551ab87d49431815ca38d79a9ea994bd551ab87d49431815ca38d
375,QCA000375,286,175,223,2,3,Titan QualityCertificateAnalysis 375,QCA000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6471b85d8025d8b8f51ec7153c5196fc6471b85d8025d8b8f51ec7153c5196f
376,QCA000376,344,378,80,18,2,Harbor QualityCertificateAnalysis 376,QCA000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7895cb2df2e15ff6ba9e54d69baabe307895cb2df2e15ff6ba9e54d69baabe30
377,QCA000377,95,309,128,17,4,Quartz QualityCertificateAnalysis 377,QCA000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff631c527d4d5a98a37e4388d01e9916ff631c527d4d5a98a37e4388d01e9916
378,QCA000378,289,223,25,25,3,Pioneer QualityCertificateAnalysis 378,QCA000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df96cf1c87a0505b99769451a2f1fd2adf96cf1c87a0505b99769451a2f1fd2a
379,QCA000379,288,27,197,8,2,Summit QualityCertificateAnalysis 379,QCA000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e46afdc3b40653e2b16f435a6ecff209e46afdc3b40653e2b16f435a6ecff209
380,QCA000380,409,153,43,6,3,Quartz QualityCertificateAnalysis 380,QCA000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a065e7cf32d65f0ab24469c3250a2dd9a065e7cf32d65f0ab24469c3250a2dd9
381,QCA000381,113,386,187,23,1,Meridian QualityCertificateAnalysis 381,QCA000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ffed7d6ac565169b8be69407a063c901ffed7d6ac565169b8be69407a063c90
382,QCA000382,387,337,82,6,1,Riverton QualityCertificateAnalysis 382,QCA000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bce1578d45085d6f8761fb8c17ad545bbce1578d45085d6f8761fb8c17ad545b
