TimeOfDayKey,ShiftCodeKey,TimeValue,HourNumber,MinuteNumber,SecondNumber,MinuteOfDayNumber,SecondOfDayNumber,AmPmCode,HourBucketName,ShiftBucketName,IsBusinessHour,DisplayTime,SourceSystemKey,BatchId,LoadedAtUtc
38760,2,10:46:00,10,46,0,646,38760,AM,10:00-10:59,Day,1,10:46 AM,1,1,2026-08-24T00:00:00.000
38820,2,10:47:00,10,47,0,647,38820,AM,10:00-10:59,Day,1,10:47 AM,1,1,2026-08-24T00:00:00.000
38880,2,10:48:00,10,48,0,648,38880,AM,10:00-10:59,Day,1,10:48 AM,1,1,2026-08-24T00:00:00.000
38940,2,10:49:00,10,49,0,649,38940,AM,10:00-10:59,Day,1,10:49 AM,1,1,2026-08-24T00:00:00.000
39000,2,10:50:00,10,50,0,650,39000,AM,10:00-10:59,Day,1,10:50 AM,1,1,2026-08-24T00:00:00.000
39060,2,10:51:00,10,51,0,651,39060,AM,10:00-10:59,Day,1,10:51 AM,1,1,2026-08-24T00:00:00.000
39120,2,10:52:00,10,52,0,652,39120,AM,10:00-10:59,Day,1,10:52 AM,1,1,2026-08-24T00:00:00.000
39180,2,10:53:00,10,53,0,653,39180,AM,10:00-10:59,Day,1,10:53 AM,1,1,2026-08-24T00:00:00.000
39240,2,10:54:00,10,54,0,654,39240,AM,10:00-10:59,Day,1,10:54 AM,1,1,2026-08-24T00:00:00.000
39300,2,10:55:00,10,55,0,655,39300,AM,10:00-10:59,Day,1,10:55 AM,1,1,2026-08-24T00:00:00.000
39360,2,10:56:00,10,56,0,656,39360,AM,10:00-10:59,Day,1,10:56 AM,1,1,2026-08-24T00:00:00.000
39420,2,10:57:00,10,57,0,657,39420,AM,10:00-10:59,Day,1,10:57 AM,1,1,2026-08-24T00:00:00.000
39480,2,10:58:00,10,58,0,658,39480,AM,10:00-10:59,Day,1,10:58 AM,1,1,2026-08-24T00:00:00.000
39540,2,10:59:00,10,59,0,659,39540,AM,10:00-10:59,Day,1,10:59 AM,1,1,2026-08-24T00:00:00.000
39600,2,11:00:00,11,0,0,660,39600,AM,11:00-11:59,Day,1,11:00 AM,1,1,2026-08-24T00:00:00.000
39660,2,11:01:00,11,1,0,661,39660,AM,11:00-11:59,Day,1,11:01 AM,1,1,2026-08-24T00:00:00.000
39720,2,11:02:00,11,2,0,662,39720,AM,11:00-11:59,Day,1,11:02 AM,1,1,2026-08-24T00:00:00.000
39780,2,11:03:00,11,3,0,663,39780,AM,11:00-11:59,Day,1,11:03 AM,1,1,2026-08-24T00:00:00.000
39840,2,11:04:00,11,4,0,664,39840,AM,11:00-11:59,Day,1,11:04 AM,1,1,2026-08-24T00:00:00.000
39900,2,11:05:00,11,5,0,665,39900,AM,11:00-11:59,Day,1,11:05 AM,1,1,2026-08-24T00:00:00.000
39960,2,11:06:00,11,6,0,666,39960,AM,11:00-11:59,Day,1,11:06 AM,1,1,2026-08-24T00:00:00.000
40020,2,11:07:00,11,7,0,667,40020,AM,11:00-11:59,Day,1,11:07 AM,1,1,2026-08-24T00:00:00.000
40080,2,11:08:00,11,8,0,668,40080,AM,11:00-11:59,Day,1,11:08 AM,1,1,2026-08-24T00:00:00.000
40140,2,11:09:00,11,9,0,669,40140,AM,11:00-11:59,Day,1,11:09 AM,1,1,2026-08-24T00:00:00.000
40200,2,11:10:00,11,10,0,670,40200,AM,11:00-11:59,Day,1,11:10 AM,1,1,2026-08-24T00:00:00.000
40260,2,11:11:00,11,11,0,671,40260,AM,11:00-11:59,Day,1,11:11 AM,1,1,2026-08-24T00:00:00.000
40320,2,11:12:00,11,12,0,672,40320,AM,11:00-11:59,Day,1,11:12 AM,1,1,2026-08-24T00:00:00.000
40380,2,11:13:00,11,13,0,673,40380,AM,11:00-11:59,Day,1,11:13 AM,1,1,2026-08-24T00:00:00.000
40440,2,11:14:00,11,14,0,674,40440,AM,11:00-11:59,Day,1,11:14 AM,1,1,2026-08-24T00:00:00.000
40500,2,11:15:00,11,15,0,675,40500,AM,11:00-11:59,Day,1,11:15 AM,1,1,2026-08-24T00:00:00.000
40560,2,11:16:00,11,16,0,676,40560,AM,11:00-11:59,Day,1,11:16 AM,1,1,2026-08-24T00:00:00.000
40620,2,11:17:00,11,17,0,677,40620,AM,11:00-11:59,Day,1,11:17 AM,1,1,2026-08-24T00:00:00.000
40680,2,11:18:00,11,18,0,678,40680,AM,11:00-11:59,Day,1,11:18 AM,1,1,2026-08-24T00:00:00.000
40740,2,11:19:00,11,19,0,679,40740,AM,11:00-11:59,Day,1,11:19 AM,1,1,2026-08-24T00:00:00.000
40800,2,11:20:00,11,20,0,680,40800,AM,11:00-11:59,Day,1,11:20 AM,1,1,2026-08-24T00:00:00.000
40860,2,11:21:00,11,21,0,681,40860,AM,11:00-11:59,Day,1,11:21 AM,1,1,2026-08-24T00:00:00.000
40920,2,11:22:00,11,22,0,682,40920,AM,11:00-11:59,Day,1,11:22 AM,1,1,2026-08-24T00:00:00.000
40980,2,11:23:00,11,23,0,683,40980,AM,11:00-11:59,Day,1,11:23 AM,1,1,2026-08-24T00:00:00.000
41040,2,11:24:00,11,24,0,684,41040,AM,11:00-11:59,Day,1,11:24 AM,1,1,2026-08-24T00:00:00.000
41100,2,11:25:00,11,25,0,685,41100,AM,11:00-11:59,Day,1,11:25 AM,1,1,2026-08-24T00:00:00.000
41160,2,11:26:00,11,26,0,686,41160,AM,11:00-11:59,Day,1,11:26 AM,1,1,2026-08-24T00:00:00.000
41220,2,11:27:00,11,27,0,687,41220,AM,11:00-11:59,Day,1,11:27 AM,1,1,2026-08-24T00:00:00.000
41280,2,11:28:00,11,28,0,688,41280,AM,11:00-11:59,Day,1,11:28 AM,1,1,2026-08-24T00:00:00.000
41340,2,11:29:00,11,29,0,689,41340,AM,11:00-11:59,Day,1,11:29 AM,1,1,2026-08-24T00:00:00.000
41400,2,11:30:00,11,30,0,690,41400,AM,11:00-11:59,Day,1,11:30 AM,1,1,2026-08-24T00:00:00.000
41460,2,11:31:00,11,31,0,691,41460,AM,11:00-11:59,Day,1,11:31 AM,1,1,2026-08-24T00:00:00.000
41520,2,11:32:00,11,32,0,692,41520,AM,11:00-11:59,Day,1,11:32 AM,1,1,2026-08-24T00:00:00.000
41580,2,11:33:00,11,33,0,693,41580,AM,11:00-11:59,Day,1,11:33 AM,1,1,2026-08-24T00:00:00.000
41640,2,11:34:00,11,34,0,694,41640,AM,11:00-11:59,Day,1,11:34 AM,1,1,2026-08-24T00:00:00.000
41700,2,11:35:00,11,35,0,695,41700,AM,11:00-11:59,Day,1,11:35 AM,1,1,2026-08-24T00:00:00.000
41760,2,11:36:00,11,36,0,696,41760,AM,11:00-11:59,Day,1,11:36 AM,1,1,2026-08-24T00:00:00.000
41820,2,11:37:00,11,37,0,697,41820,AM,11:00-11:59,Day,1,11:37 AM,1,1,2026-08-24T00:00:00.000
41880,2,11:38:00,11,38,0,698,41880,AM,11:00-11:59,Day,1,11:38 AM,1,1,2026-08-24T00:00:00.000
41940,2,11:39:00,11,39,0,699,41940,AM,11:00-11:59,Day,1,11:39 AM,1,1,2026-08-24T00:00:00.000
42000,2,11:40:00,11,40,0,700,42000,AM,11:00-11:59,Day,1,11:40 AM,1,1,2026-08-24T00:00:00.000
42060,2,11:41:00,11,41,0,701,42060,AM,11:00-11:59,Day,1,11:41 AM,1,1,2026-08-24T00:00:00.000
42120,2,11:42:00,11,42,0,702,42120,AM,11:00-11:59,Day,1,11:42 AM,1,1,2026-08-24T00:00:00.000
42180,2,11:43:00,11,43,0,703,42180,AM,11:00-11:59,Day,1,11:43 AM,1,1,2026-08-24T00:00:00.000
42240,2,11:44:00,11,44,0,704,42240,AM,11:00-11:59,Day,1,11:44 AM,1,1,2026-08-24T00:00:00.000
42300,2,11:45:00,11,45,0,705,42300,AM,11:00-11:59,Day,1,11:45 AM,1,1,2026-08-24T00:00:00.000
42360,2,11:46:00,11,46,0,706,42360,AM,11:00-11:59,Day,1,11:46 AM,1,1,2026-08-24T00:00:00.000
42420,2,11:47:00,11,47,0,707,42420,AM,11:00-11:59,Day,1,11:47 AM,1,1,2026-08-24T00:00:00.000
42480,2,11:48:00,11,48,0,708,42480,AM,11:00-11:59,Day,1,11:48 AM,1,1,2026-08-24T00:00:00.000
42540,2,11:49:00,11,49,0,709,42540,AM,11:00-11:59,Day,1,11:49 AM,1,1,2026-08-24T00:00:00.000
42600,2,11:50:00,11,50,0,710,42600,AM,11:00-11:59,Day,1,11:50 AM,1,1,2026-08-24T00:00:00.000
42660,2,11:51:00,11,51,0,711,42660,AM,11:00-11:59,Day,1,11:51 AM,1,1,2026-08-24T00:00:00.000
42720,2,11:52:00,11,52,0,712,42720,AM,11:00-11:59,Day,1,11:52 AM,1,1,2026-08-24T00:00:00.000
42780,2,11:53:00,11,53,0,713,42780,AM,11:00-11:59,Day,1,11:53 AM,1,1,2026-08-24T00:00:00.000
42840,2,11:54:00,11,54,0,714,42840,AM,11:00-11:59,Day,1,11:54 AM,1,1,2026-08-24T00:00:00.000
42900,2,11:55:00,11,55,0,715,42900,AM,11:00-11:59,Day,1,11:55 AM,1,1,2026-08-24T00:00:00.000
42960,2,11:56:00,11,56,0,716,42960,AM,11:00-11:59,Day,1,11:56 AM,1,1,2026-08-24T00:00:00.000
43020,2,11:57:00,11,57,0,717,43020,AM,11:00-11:59,Day,1,11:57 AM,1,1,2026-08-24T00:00:00.000
43080,2,11:58:00,11,58,0,718,43080,AM,11:00-11:59,Day,1,11:58 AM,1,1,2026-08-24T00:00:00.000
43140,2,11:59:00,11,59,0,719,43140,AM,11:00-11:59,Day,1,11:59 AM,1,1,2026-08-24T00:00:00.000
43200,2,12:00:00,12,0,0,720,43200,PM,12:00-12:59,Day,1,12:00 PM,1,1,2026-08-24T00:00:00.000
43260,2,12:01:00,12,1,0,721,43260,PM,12:00-12:59,Day,1,12:01 PM,1,1,2026-08-24T00:00:00.000
43320,2,12:02:00,12,2,0,722,43320,PM,12:00-12:59,Day,1,12:02 PM,1,1,2026-08-24T00:00:00.000
43380,2,12:03:00,12,3,0,723,43380,PM,12:00-12:59,Day,1,12:03 PM,1,1,2026-08-24T00:00:00.000
43440,2,12:04:00,12,4,0,724,43440,PM,12:00-12:59,Day,1,12:04 PM,1,1,2026-08-24T00:00:00.000
43500,2,12:05:00,12,5,0,725,43500,PM,12:00-12:59,Day,1,12:05 PM,1,1,2026-08-24T00:00:00.000
43560,2,12:06:00,12,6,0,726,43560,PM,12:00-12:59,Day,1,12:06 PM,1,1,2026-08-24T00:00:00.000
43620,2,12:07:00,12,7,0,727,43620,PM,12:00-12:59,Day,1,12:07 PM,1,1,2026-08-24T00:00:00.000
43680,2,12:08:00,12,8,0,728,43680,PM,12:00-12:59,Day,1,12:08 PM,1,1,2026-08-24T00:00:00.000
43740,2,12:09:00,12,9,0,729,43740,PM,12:00-12:59,Day,1,12:09 PM,1,1,2026-08-24T00:00:00.000
43800,2,12:10:00,12,10,0,730,43800,PM,12:00-12:59,Day,1,12:10 PM,1,1,2026-08-24T00:00:00.000
43860,2,12:11:00,12,11,0,731,43860,PM,12:00-12:59,Day,1,12:11 PM,1,1,2026-08-24T00:00:00.000
43920,2,12:12:00,12,12,0,732,43920,PM,12:00-12:59,Day,1,12:12 PM,1,1,2026-08-24T00:00:00.000
43980,2,12:13:00,12,13,0,733,43980,PM,12:00-12:59,Day,1,12:13 PM,1,1,2026-08-24T00:00:00.000
44040,2,12:14:00,12,14,0,734,44040,PM,12:00-12:59,Day,1,12:14 PM,1,1,2026-08-24T00:00:00.000
44100,2,12:15:00,12,15,0,735,44100,PM,12:00-12:59,Day,1,12:15 PM,1,1,2026-08-24T00:00:00.000
44160,2,12:16:00,12,16,0,736,44160,PM,12:00-12:59,Day,1,12:16 PM,1,1,2026-08-24T00:00:00.000
44220,2,12:17:00,12,17,0,737,44220,PM,12:00-12:59,Day,1,12:17 PM,1,1,2026-08-24T00:00:00.000
44280,2,12:18:00,12,18,0,738,44280,PM,12:00-12:59,Day,1,12:18 PM,1,1,2026-08-24T00:00:00.000
44340,2,12:19:00,12,19,0,739,44340,PM,12:00-12:59,Day,1,12:19 PM,1,1,2026-08-24T00:00:00.000
44400,2,12:20:00,12,20,0,740,44400,PM,12:00-12:59,Day,1,12:20 PM,1,1,2026-08-24T00:00:00.000
44460,2,12:21:00,12,21,0,741,44460,PM,12:00-12:59,Day,1,12:21 PM,1,1,2026-08-24T00:00:00.000
44520,2,12:22:00,12,22,0,742,44520,PM,12:00-12:59,Day,1,12:22 PM,1,1,2026-08-24T00:00:00.000
44580,2,12:23:00,12,23,0,743,44580,PM,12:00-12:59,Day,1,12:23 PM,1,1,2026-08-24T00:00:00.000
44640,2,12:24:00,12,24,0,744,44640,PM,12:00-12:59,Day,1,12:24 PM,1,1,2026-08-24T00:00:00.000
44700,2,12:25:00,12,25,0,745,44700,PM,12:00-12:59,Day,1,12:25 PM,1,1,2026-08-24T00:00:00.000
44760,2,12:26:00,12,26,0,746,44760,PM,12:00-12:59,Day,1,12:26 PM,1,1,2026-08-24T00:00:00.000
44820,2,12:27:00,12,27,0,747,44820,PM,12:00-12:59,Day,1,12:27 PM,1,1,2026-08-24T00:00:00.000
44880,2,12:28:00,12,28,0,748,44880,PM,12:00-12:59,Day,1,12:28 PM,1,1,2026-08-24T00:00:00.000
44940,2,12:29:00,12,29,0,749,44940,PM,12:00-12:59,Day,1,12:29 PM,1,1,2026-08-24T00:00:00.000
45000,2,12:30:00,12,30,0,750,45000,PM,12:00-12:59,Day,1,12:30 PM,1,1,2026-08-24T00:00:00.000
45060,2,12:31:00,12,31,0,751,45060,PM,12:00-12:59,Day,1,12:31 PM,1,1,2026-08-24T00:00:00.000
45120,2,12:32:00,12,32,0,752,45120,PM,12:00-12:59,Day,1,12:32 PM,1,1,2026-08-24T00:00:00.000
45180,2,12:33:00,12,33,0,753,45180,PM,12:00-12:59,Day,1,12:33 PM,1,1,2026-08-24T00:00:00.000
45240,2,12:34:00,12,34,0,754,45240,PM,12:00-12:59,Day,1,12:34 PM,1,1,2026-08-24T00:00:00.000
45300,2,12:35:00,12,35,0,755,45300,PM,12:00-12:59,Day,1,12:35 PM,1,1,2026-08-24T00:00:00.000
45360,2,12:36:00,12,36,0,756,45360,PM,12:00-12:59,Day,1,12:36 PM,1,1,2026-08-24T00:00:00.000
45420,2,12:37:00,12,37,0,757,45420,PM,12:00-12:59,Day,1,12:37 PM,1,1,2026-08-24T00:00:00.000
45480,2,12:38:00,12,38,0,758,45480,PM,12:00-12:59,Day,1,12:38 PM,1,1,2026-08-24T00:00:00.000
45540,2,12:39:00,12,39,0,759,45540,PM,12:00-12:59,Day,1,12:39 PM,1,1,2026-08-24T00:00:00.000
45600,2,12:40:00,12,40,0,760,45600,PM,12:00-12:59,Day,1,12:40 PM,1,1,2026-08-24T00:00:00.000
45660,2,12:41:00,12,41,0,761,45660,PM,12:00-12:59,Day,1,12:41 PM,1,1,2026-08-24T00:00:00.000
45720,2,12:42:00,12,42,0,762,45720,PM,12:00-12:59,Day,1,12:42 PM,1,1,2026-08-24T00:00:00.000
45780,2,12:43:00,12,43,0,763,45780,PM,12:00-12:59,Day,1,12:43 PM,1,1,2026-08-24T00:00:00.000
45840,2,12:44:00,12,44,0,764,45840,PM,12:00-12:59,Day,1,12:44 PM,1,1,2026-08-24T00:00:00.000
45900,2,12:45:00,12,45,0,765,45900,PM,12:00-12:59,Day,1,12:45 PM,1,1,2026-08-24T00:00:00.000
45960,2,12:46:00,12,46,0,766,45960,PM,12:00-12:59,Day,1,12:46 PM,1,1,2026-08-24T00:00:00.000
46020,2,12:47:00,12,47,0,767,46020,PM,12:00-12:59,Day,1,12:47 PM,1,1,2026-08-24T00:00:00.000
46080,2,12:48:00,12,48,0,768,46080,PM,12:00-12:59,Day,1,12:48 PM,1,1,2026-08-24T00:00:00.000
46140,2,12:49:00,12,49,0,769,46140,PM,12:00-12:59,Day,1,12:49 PM,1,1,2026-08-24T00:00:00.000
46200,2,12:50:00,12,50,0,770,46200,PM,12:00-12:59,Day,1,12:50 PM,1,1,2026-08-24T00:00:00.000
46260,2,12:51:00,12,51,0,771,46260,PM,12:00-12:59,Day,1,12:51 PM,1,1,2026-08-24T00:00:00.000
46320,2,12:52:00,12,52,0,772,46320,PM,12:00-12:59,Day,1,12:52 PM,1,1,2026-08-24T00:00:00.000
46380,2,12:53:00,12,53,0,773,46380,PM,12:00-12:59,Day,1,12:53 PM,1,1,2026-08-24T00:00:00.000
46440,2,12:54:00,12,54,0,774,46440,PM,12:00-12:59,Day,1,12:54 PM,1,1,2026-08-24T00:00:00.000
46500,2,12:55:00,12,55,0,775,46500,PM,12:00-12:59,Day,1,12:55 PM,1,1,2026-08-24T00:00:00.000
46560,2,12:56:00,12,56,0,776,46560,PM,12:00-12:59,Day,1,12:56 PM,1,1,2026-08-24T00:00:00.000
46620,2,12:57:00,12,57,0,777,46620,PM,12:00-12:59,Day,1,12:57 PM,1,1,2026-08-24T00:00:00.000
46680,2,12:58:00,12,58,0,778,46680,PM,12:00-12:59,Day,1,12:58 PM,1,1,2026-08-24T00:00:00.000
46740,2,12:59:00,12,59,0,779,46740,PM,12:00-12:59,Day,1,12:59 PM,1,1,2026-08-24T00:00:00.000
46800,2,13:00:00,13,0,0,780,46800,PM,13:00-13:59,Day,1,01:00 PM,1,1,2026-08-24T00:00:00.000
46860,2,13:01:00,13,1,0,781,46860,PM,13:00-13:59,Day,1,01:01 PM,1,1,2026-08-24T00:00:00.000
46920,2,13:02:00,13,2,0,782,46920,PM,13:00-13:59,Day,1,01:02 PM,1,1,2026-08-24T00:00:00.000
46980,2,13:03:00,13,3,0,783,46980,PM,13:00-13:59,Day,1,01:03 PM,1,1,2026-08-24T00:00:00.000
47040,2,13:04:00,13,4,0,784,47040,PM,13:00-13:59,Day,1,01:04 PM,1,1,2026-08-24T00:00:00.000
47100,2,13:05:00,13,5,0,785,47100,PM,13:00-13:59,Day,1,01:05 PM,1,1,2026-08-24T00:00:00.000
47160,2,13:06:00,13,6,0,786,47160,PM,13:00-13:59,Day,1,01:06 PM,1,1,2026-08-24T00:00:00.000
47220,2,13:07:00,13,7,0,787,47220,PM,13:00-13:59,Day,1,01:07 PM,1,1,2026-08-24T00:00:00.000
47280,2,13:08:00,13,8,0,788,47280,PM,13:00-13:59,Day,1,01:08 PM,1,1,2026-08-24T00:00:00.000
47340,2,13:09:00,13,9,0,789,47340,PM,13:00-13:59,Day,1,01:09 PM,1,1,2026-08-24T00:00:00.000
47400,2,13:10:00,13,10,0,790,47400,PM,13:00-13:59,Day,1,01:10 PM,1,1,2026-08-24T00:00:00.000
47460,2,13:11:00,13,11,0,791,47460,PM,13:00-13:59,Day,1,01:11 PM,1,1,2026-08-24T00:00:00.000
47520,2,13:12:00,13,12,0,792,47520,PM,13:00-13:59,Day,1,01:12 PM,1,1,2026-08-24T00:00:00.000
47580,2,13:13:00,13,13,0,793,47580,PM,13:00-13:59,Day,1,01:13 PM,1,1,2026-08-24T00:00:00.000
47640,2,13:14:00,13,14,0,794,47640,PM,13:00-13:59,Day,1,01:14 PM,1,1,2026-08-24T00:00:00.000
47700,2,13:15:00,13,15,0,795,47700,PM,13:00-13:59,Day,1,01:15 PM,1,1,2026-08-24T00:00:00.000
47760,2,13:16:00,13,16,0,796,47760,PM,13:00-13:59,Day,1,01:16 PM,1,1,2026-08-24T00:00:00.000
47820,2,13:17:00,13,17,0,797,47820,PM,13:00-13:59,Day,1,01:17 PM,1,1,2026-08-24T00:00:00.000
47880,2,13:18:00,13,18,0,798,47880,PM,13:00-13:59,Day,1,01:18 PM,1,1,2026-08-24T00:00:00.000
47940,2,13:19:00,13,19,0,799,47940,PM,13:00-13:59,Day,1,01:19 PM,1,1,2026-08-24T00:00:00.000
48000,2,13:20:00,13,20,0,800,48000,PM,13:00-13:59,Day,1,01:20 PM,1,1,2026-08-24T00:00:00.000
48060,2,13:21:00,13,21,0,801,48060,PM,13:00-13:59,Day,1,01:21 PM,1,1,2026-08-24T00:00:00.000
48120,2,13:22:00,13,22,0,802,48120,PM,13:00-13:59,Day,1,01:22 PM,1,1,2026-08-24T00:00:00.000
48180,2,13:23:00,13,23,0,803,48180,PM,13:00-13:59,Day,1,01:23 PM,1,1,2026-08-24T00:00:00.000
48240,2,13:24:00,13,24,0,804,48240,PM,13:00-13:59,Day,1,01:24 PM,1,1,2026-08-24T00:00:00.000
48300,2,13:25:00,13,25,0,805,48300,PM,13:00-13:59,Day,1,01:25 PM,1,1,2026-08-24T00:00:00.000
48360,2,13:26:00,13,26,0,806,48360,PM,13:00-13:59,Day,1,01:26 PM,1,1,2026-08-24T00:00:00.000
48420,2,13:27:00,13,27,0,807,48420,PM,13:00-13:59,Day,1,01:27 PM,1,1,2026-08-24T00:00:00.000
48480,2,13:28:00,13,28,0,808,48480,PM,13:00-13:59,Day,1,01:28 PM,1,1,2026-08-24T00:00:00.000
48540,2,13:29:00,13,29,0,809,48540,PM,13:00-13:59,Day,1,01:29 PM,1,1,2026-08-24T00:00:00.000
48600,2,13:30:00,13,30,0,810,48600,PM,13:00-13:59,Day,1,01:30 PM,1,1,2026-08-24T00:00:00.000
48660,2,13:31:00,13,31,0,811,48660,PM,13:00-13:59,Day,1,01:31 PM,1,1,2026-08-24T00:00:00.000
48720,2,13:32:00,13,32,0,812,48720,PM,13:00-13:59,Day,1,01:32 PM,1,1,2026-08-24T00:00:00.000
48780,2,13:33:00,13,33,0,813,48780,PM,13:00-13:59,Day,1,01:33 PM,1,1,2026-08-24T00:00:00.000
48840,2,13:34:00,13,34,0,814,48840,PM,13:00-13:59,Day,1,01:34 PM,1,1,2026-08-24T00:00:00.000
48900,2,13:35:00,13,35,0,815,48900,PM,13:00-13:59,Day,1,01:35 PM,1,1,2026-08-24T00:00:00.000
48960,2,13:36:00,13,36,0,816,48960,PM,13:00-13:59,Day,1,01:36 PM,1,1,2026-08-24T00:00:00.000
49020,2,13:37:00,13,37,0,817,49020,PM,13:00-13:59,Day,1,01:37 PM,1,1,2026-08-24T00:00:00.000
49080,2,13:38:00,13,38,0,818,49080,PM,13:00-13:59,Day,1,01:38 PM,1,1,2026-08-24T00:00:00.000
49140,2,13:39:00,13,39,0,819,49140,PM,13:00-13:59,Day,1,01:39 PM,1,1,2026-08-24T00:00:00.000
49200,2,13:40:00,13,40,0,820,49200,PM,13:00-13:59,Day,1,01:40 PM,1,1,2026-08-24T00:00:00.000
49260,2,13:41:00,13,41,0,821,49260,PM,13:00-13:59,Day,1,01:41 PM,1,1,2026-08-24T00:00:00.000
49320,2,13:42:00,13,42,0,822,49320,PM,13:00-13:59,Day,1,01:42 PM,1,1,2026-08-24T00:00:00.000
49380,2,13:43:00,13,43,0,823,49380,PM,13:00-13:59,Day,1,01:43 PM,1,1,2026-08-24T00:00:00.000
49440,2,13:44:00,13,44,0,824,49440,PM,13:00-13:59,Day,1,01:44 PM,1,1,2026-08-24T00:00:00.000
49500,2,13:45:00,13,45,0,825,49500,PM,13:00-13:59,Day,1,01:45 PM,1,1,2026-08-24T00:00:00.000
49560,2,13:46:00,13,46,0,826,49560,PM,13:00-13:59,Day,1,01:46 PM,1,1,2026-08-24T00:00:00.000
49620,2,13:47:00,13,47,0,827,49620,PM,13:00-13:59,Day,1,01:47 PM,1,1,2026-08-24T00:00:00.000
49680,2,13:48:00,13,48,0,828,49680,PM,13:00-13:59,Day,1,01:48 PM,1,1,2026-08-24T00:00:00.000
49740,2,13:49:00,13,49,0,829,49740,PM,13:00-13:59,Day,1,01:49 PM,1,1,2026-08-24T00:00:00.000
49800,2,13:50:00,13,50,0,830,49800,PM,13:00-13:59,Day,1,01:50 PM,1,1,2026-08-24T00:00:00.000
49860,2,13:51:00,13,51,0,831,49860,PM,13:00-13:59,Day,1,01:51 PM,1,1,2026-08-24T00:00:00.000
49920,2,13:52:00,13,52,0,832,49920,PM,13:00-13:59,Day,1,01:52 PM,1,1,2026-08-24T00:00:00.000
49980,2,13:53:00,13,53,0,833,49980,PM,13:00-13:59,Day,1,01:53 PM,1,1,2026-08-24T00:00:00.000
50040,2,13:54:00,13,54,0,834,50040,PM,13:00-13:59,Day,1,01:54 PM,1,1,2026-08-24T00:00:00.000
50100,2,13:55:00,13,55,0,835,50100,PM,13:00-13:59,Day,1,01:55 PM,1,1,2026-08-24T00:00:00.000
50160,2,13:56:00,13,56,0,836,50160,PM,13:00-13:59,Day,1,01:56 PM,1,1,2026-08-24T00:00:00.000
50220,2,13:57:00,13,57,0,837,50220,PM,13:00-13:59,Day,1,01:57 PM,1,1,2026-08-24T00:00:00.000
50280,2,13:58:00,13,58,0,838,50280,PM,13:00-13:59,Day,1,01:58 PM,1,1,2026-08-24T00:00:00.000
50340,2,13:59:00,13,59,0,839,50340,PM,13:00-13:59,Day,1,01:59 PM,1,1,2026-08-24T00:00:00.000
50400,2,14:00:00,14,0,0,840,50400,PM,14:00-14:59,Evening,1,02:00 PM,1,1,2026-08-24T00:00:00.000
50460,2,14:01:00,14,1,0,841,50460,PM,14:00-14:59,Evening,1,02:01 PM,1,1,2026-08-24T00:00:00.000
50520,2,14:02:00,14,2,0,842,50520,PM,14:00-14:59,Evening,1,02:02 PM,1,1,2026-08-24T00:00:00.000
50580,2,14:03:00,14,3,0,843,50580,PM,14:00-14:59,Evening,1,02:03 PM,1,1,2026-08-24T00:00:00.000
50640,2,14:04:00,14,4,0,844,50640,PM,14:00-14:59,Evening,1,02:04 PM,1,1,2026-08-24T00:00:00.000
50700,2,14:05:00,14,5,0,845,50700,PM,14:00-14:59,Evening,1,02:05 PM,1,1,2026-08-24T00:00:00.000
50760,2,14:06:00,14,6,0,846,50760,PM,14:00-14:59,Evening,1,02:06 PM,1,1,2026-08-24T00:00:00.000
50820,2,14:07:00,14,7,0,847,50820,PM,14:00-14:59,Evening,1,02:07 PM,1,1,2026-08-24T00:00:00.000
50880,2,14:08:00,14,8,0,848,50880,PM,14:00-14:59,Evening,1,02:08 PM,1,1,2026-08-24T00:00:00.000
50940,2,14:09:00,14,9,0,849,50940,PM,14:00-14:59,Evening,1,02:09 PM,1,1,2026-08-24T00:00:00.000
51000,2,14:10:00,14,10,0,850,51000,PM,14:00-14:59,Evening,1,02:10 PM,1,1,2026-08-24T00:00:00.000
51060,2,14:11:00,14,11,0,851,51060,PM,14:00-14:59,Evening,1,02:11 PM,1,1,2026-08-24T00:00:00.000
51120,2,14:12:00,14,12,0,852,51120,PM,14:00-14:59,Evening,1,02:12 PM,1,1,2026-08-24T00:00:00.000
51180,2,14:13:00,14,13,0,853,51180,PM,14:00-14:59,Evening,1,02:13 PM,1,1,2026-08-24T00:00:00.000
51240,2,14:14:00,14,14,0,854,51240,PM,14:00-14:59,Evening,1,02:14 PM,1,1,2026-08-24T00:00:00.000
51300,2,14:15:00,14,15,0,855,51300,PM,14:00-14:59,Evening,1,02:15 PM,1,1,2026-08-24T00:00:00.000
51360,2,14:16:00,14,16,0,856,51360,PM,14:00-14:59,Evening,1,02:16 PM,1,1,2026-08-24T00:00:00.000
51420,2,14:17:00,14,17,0,857,51420,PM,14:00-14:59,Evening,1,02:17 PM,1,1,2026-08-24T00:00:00.000
51480,2,14:18:00,14,18,0,858,51480,PM,14:00-14:59,Evening,1,02:18 PM,1,1,2026-08-24T00:00:00.000
51540,2,14:19:00,14,19,0,859,51540,PM,14:00-14:59,Evening,1,02:19 PM,1,1,2026-08-24T00:00:00.000
51600,2,14:20:00,14,20,0,860,51600,PM,14:00-14:59,Evening,1,02:20 PM,1,1,2026-08-24T00:00:00.000
51660,2,14:21:00,14,21,0,861,51660,PM,14:00-14:59,Evening,1,02:21 PM,1,1,2026-08-24T00:00:00.000
