MaintenanceWorkRequestKey,WorkRequestNumber,AssetKey,PlantKey,RequesterEmployeeKey,PriorityKey,MaintenanceWorkTypeKey,MaintenanceOrderStatusKey,MaintenanceWorkRequestName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
284,MWR000284,489,202,287,4,1,3,Meridian MaintenanceWorkRequest 284,MWR000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,692a6729471f57edada6caef33d3bae3692a6729471f57edada6caef33d3bae3
285,MWR000285,322,143,145,3,12,4,Harbor MaintenanceWorkRequest 285,MWR000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e98adb68895a5fa8aff8c80b5b9641a1e98adb68895a5fa8aff8c80b5b9641a1
286,MWR000286,369,184,32,4,4,8,Keystone MaintenanceWorkRequest 286,MWR000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecc1244e50eb5529908897bfa7c58888ecc1244e50eb5529908897bfa7c58888
287,MWR000287,272,83,377,1,11,7,Summit MaintenanceWorkRequest 287,MWR000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bcca9b6963e549c859822b5bcc24a884bcca9b6963e549c859822b5bcc24a88
288,MWR000288,408,63,256,1,7,10,Keystone MaintenanceWorkRequest 288,MWR000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ddfaf131a125d1594001922d1c283346ddfaf131a125d1594001922d1c28334
289,MWR000289,396,221,-1,1,7,5,Orion MaintenanceWorkRequest 289,MWR000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4f5a20249655ff6824503eb7cb837c5b4f5a20249655ff6824503eb7cb837c5
290,MWR000290,448,87,155,2,1,4,Delta MaintenanceWorkRequest 290,MWR000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,662a56926711517a9529c16249b53790662a56926711517a9529c16249b53790
291,MWR000291,430,184,457,5,7,8,Summit MaintenanceWorkRequest 291,MWR000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd70d473d914566e9c0f77c676c7908bdd70d473d914566e9c0f77c676c7908b
292,MWR000292,486,333,177,2,2,5,Keystone MaintenanceWorkRequest 292,MWR000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39b259be63b55934a6ca2d7b0ba364c639b259be63b55934a6ca2d7b0ba364c6
293,MWR000293,39,196,8,4,10,1,Summit MaintenanceWorkRequest 293,MWR000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea84513951775b3cb73aa4ba58b69852ea84513951775b3cb73aa4ba58b69852
294,MWR000294,325,98,312,1,7,11,Beacon MaintenanceWorkRequest 294,MWR000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a576cf53372b575cb11a502bfe77a1dba576cf53372b575cb11a502bfe77a1db
295,MWR000295,255,183,55,1,8,6,Evergreen MaintenanceWorkRequest 295,MWR000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d1c4faa08005aba99b720169634e6510d1c4faa08005aba99b720169634e651
296,MWR000296,299,1,174,1,6,1,Unity MaintenanceWorkRequest 296,MWR000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,134752ce00335e0d9eb9e24362792ce3134752ce00335e0d9eb9e24362792ce3
297,MWR000297,304,24,394,2,10,4,Northstar MaintenanceWorkRequest 297,MWR000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00fd586d79ef557fb0868a332941d64300fd586d79ef557fb0868a332941d643
298,MWR000298,112,325,53,5,4,11,Harbor MaintenanceWorkRequest 298,MWR000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2a07a6c1cae57d198c62032dfac73e4f2a07a6c1cae57d198c62032dfac73e4
299,MWR000299,292,112,378,5,6,11,Beacon MaintenanceWorkRequest 299,MWR000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2ec82bbd5b9565ab3ac4de509973d0dd2ec82bbd5b9565ab3ac4de509973d0d
300,MWR000300,38,13,200,3,3,1,Titan MaintenanceWorkRequest 300,MWR000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,264309e588be5c6d813104eda73a6229264309e588be5c6d813104eda73a6229
301,MWR000301,472,90,37,5,2,3,Junction MaintenanceWorkRequest 301,MWR000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1d406d262de55b88a401df6849dd95bb1d406d262de55b88a401df6849dd95b
302,MWR000302,209,270,388,5,10,8,Atlas MaintenanceWorkRequest 302,MWR000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea47f04c27585446a8bd74ee698ae9c0ea47f04c27585446a8bd74ee698ae9c0
303,MWR000303,323,111,155,2,6,7,Willow MaintenanceWorkRequest 303,MWR000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3de28c34b2d35c6aacce7af7726f33c33de28c34b2d35c6aacce7af7726f33c3
304,MWR000304,219,318,125,4,10,2,Harbor MaintenanceWorkRequest 304,MWR000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,846d3b49ed4257aca5ea3000d1aa33a6846d3b49ed4257aca5ea3000d1aa33a6
305,MWR000305,262,261,440,4,5,2,Granite MaintenanceWorkRequest 305,MWR000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aee0c01e29fb507687f22fc50e62ca12aee0c01e29fb507687f22fc50e62ca12
306,MWR000306,116,253,-1,4,12,8,Summit MaintenanceWorkRequest 306,MWR000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e7221984e2f54d0b7f3cff30d3fc7240e7221984e2f54d0b7f3cff30d3fc724
307,MWR000307,460,151,76,5,3,9,Summit MaintenanceWorkRequest 307,MWR000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e43a90892985fef8dbd54933b8484e70e43a90892985fef8dbd54933b8484e7
308,MWR000308,299,277,341,1,4,5,Riverton MaintenanceWorkRequest 308,MWR000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1eaae3c8f0a95f38ab379f2381cccfd21eaae3c8f0a95f38ab379f2381cccfd2
309,MWR000309,490,298,80,5,10,2,Evergreen MaintenanceWorkRequest 309,MWR000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47676d16fc0358c79c1cb85bb593ae6b47676d16fc0358c79c1cb85bb593ae6b
310,MWR000310,278,144,396,3,3,6,Atlas MaintenanceWorkRequest 310,MWR000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d03fa2eb6e35ca6825717d19c5c84c20d03fa2eb6e35ca6825717d19c5c84c2
311,MWR000311,412,186,128,5,3,4,Keystone MaintenanceWorkRequest 311,MWR000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,709c05fa58c65eaba6c575bc04801e0b709c05fa58c65eaba6c575bc04801e0b
312,MWR000312,131,276,138,3,7,2,Harbor MaintenanceWorkRequest 312,MWR000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a5de0daa3b65f81b71eb660484c4c5d7a5de0daa3b65f81b71eb660484c4c5d
313,MWR000313,204,267,398,1,11,9,Harbor MaintenanceWorkRequest 313,MWR000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3416d45d3ecc5f6eb96c8b1d3c4d66d93416d45d3ecc5f6eb96c8b1d3c4d66d9
314,MWR000314,86,272,180,5,10,4,Zenith MaintenanceWorkRequest 314,MWR000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d7aac6337725cb6a7a46293c910ed488d7aac6337725cb6a7a46293c910ed48
315,MWR000315,302,330,60,3,11,3,Riverton MaintenanceWorkRequest 315,MWR000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e384f62e946b5163926a677ec68f683de384f62e946b5163926a677ec68f683d
316,MWR000316,9,70,123,5,2,3,Summit MaintenanceWorkRequest 316,MWR000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef0440daa58f53df9259b8dc330c2e99ef0440daa58f53df9259b8dc330c2e99
317,MWR000317,81,223,366,2,12,11,Harbor MaintenanceWorkRequest 317,MWR000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,958a7f873f6f5bf5b916bbad3a79b6a0958a7f873f6f5bf5b916bbad3a79b6a0
318,MWR000318,57,262,190,2,2,6,Willow MaintenanceWorkRequest 318,MWR000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c205c1cb1ad536489e392fe32b4f8813c205c1cb1ad536489e392fe32b4f881
319,MWR000319,452,12,1,5,5,1,Delta MaintenanceWorkRequest 319,MWR000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0aa2a378bc25dd4b81c75c2b09fc011c0aa2a378bc25dd4b81c75c2b09fc011
320,MWR000320,242,173,456,4,10,1,Atlas MaintenanceWorkRequest 320,MWR000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58074d7db8bf51ebbbf39c92d47ac11658074d7db8bf51ebbbf39c92d47ac116
321,MWR000321,462,108,341,5,7,4,Cedar MaintenanceWorkRequest 321,MWR000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4cbf529b1e15012bde75e9934456279e4cbf529b1e15012bde75e9934456279
322,MWR000322,408,146,411,1,2,7,Cedar MaintenanceWorkRequest 322,MWR000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,847b142591475e30aa3e455067636d7f847b142591475e30aa3e455067636d7f
323,MWR000323,127,208,-1,4,6,10,Harbor MaintenanceWorkRequest 323,MWR000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,593d9b78324559b3bf36d537596752a8593d9b78324559b3bf36d537596752a8
324,MWR000324,303,36,168,3,1,11,Delta MaintenanceWorkRequest 324,MWR000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e720fcad33615254bc99a07695e190abe720fcad33615254bc99a07695e190ab
325,MWR000325,34,16,425,2,10,3,Riverton MaintenanceWorkRequest 325,MWR000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5963d6e300d1569982d5f9b1680ee17d5963d6e300d1569982d5f9b1680ee17d
326,MWR000326,190,307,112,3,2,7,Northstar MaintenanceWorkRequest 326,MWR000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21b04e808c455aa0b89c84859cc6923421b04e808c455aa0b89c84859cc69234
327,MWR000327,236,346,357,4,10,8,Northstar MaintenanceWorkRequest 327,MWR000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4c8093df4f65fa48bb8f70e9aaa79eff4c8093df4f65fa48bb8f70e9aaa79ef
328,MWR000328,335,340,151,1,8,4,Northstar MaintenanceWorkRequest 328,MWR000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,756fbb806f795e93a0e0aee2c390628c756fbb806f795e93a0e0aee2c390628c
329,MWR000329,214,334,129,5,6,8,Junction MaintenanceWorkRequest 329,MWR000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ead22680392d5c2a9549a83d69628fe4ead22680392d5c2a9549a83d69628fe4
330,MWR000330,277,30,228,1,9,7,Riverton MaintenanceWorkRequest 330,MWR000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18f35a1fa8c0536d8a8722c296b5cd7418f35a1fa8c0536d8a8722c296b5cd74
331,MWR000331,360,280,268,2,12,6,Quartz MaintenanceWorkRequest 331,MWR000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6e765819c4158f3b790468c5459075ab6e765819c4158f3b790468c5459075a
332,MWR000332,372,201,287,1,6,9,Granite MaintenanceWorkRequest 332,MWR000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f30a4cc9206a51c8a2c155ad2aadcef1f30a4cc9206a51c8a2c155ad2aadcef1
333,MWR000333,264,314,29,3,12,5,Delta MaintenanceWorkRequest 333,MWR000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ea3e34601c65bdfbd6c4319c2e0354d9ea3e34601c65bdfbd6c4319c2e0354d
334,MWR000334,432,149,123,1,8,9,Willow MaintenanceWorkRequest 334,MWR000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d0b0d621adb5a7bb0c8cdef7dc257d65d0b0d621adb5a7bb0c8cdef7dc257d6
335,MWR000335,305,129,287,4,2,5,Delta MaintenanceWorkRequest 335,MWR000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5743dd2b2d435f4a845290e65b4b3f0c5743dd2b2d435f4a845290e65b4b3f0c
336,MWR000336,78,267,45,1,2,6,Meridian MaintenanceWorkRequest 336,MWR000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6215662bbe00508f839b2f1587b114b16215662bbe00508f839b2f1587b114b1
337,MWR000337,374,293,45,3,5,10,Beacon MaintenanceWorkRequest 337,MWR000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d67c55f75cc54c4ae386296caa6b3f14d67c55f75cc54c4ae386296caa6b3f1
338,MWR000338,384,146,310,3,3,9,Vertex MaintenanceWorkRequest 338,MWR000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f61b9e7c0ebe58c38709e31b4da61ceef61b9e7c0ebe58c38709e31b4da61cee
339,MWR000339,482,121,60,4,12,8,Zenith MaintenanceWorkRequest 339,MWR000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8516d549fe454ad881da00c59992c60f8516d549fe454ad881da00c59992c60
340,MWR000340,366,320,-1,5,4,2,Summit MaintenanceWorkRequest 340,MWR000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,587547842cf754f99945558e6759b1e0587547842cf754f99945558e6759b1e0
341,MWR000341,115,62,385,1,10,4,Evergreen MaintenanceWorkRequest 341,MWR000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8b3812e844e57d68ead24d2333885b3c8b3812e844e57d68ead24d2333885b3
342,MWR000342,322,297,80,3,12,12,Liberty MaintenanceWorkRequest 342,MWR000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bcdd45e009075830bf08dbc23e25be89bcdd45e009075830bf08dbc23e25be89
343,MWR000343,356,80,317,4,3,3,Vertex MaintenanceWorkRequest 343,MWR000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fe665f9d4d55910b18e0020e02dc6fb9fe665f9d4d55910b18e0020e02dc6fb
344,MWR000344,214,125,402,2,5,8,Willow MaintenanceWorkRequest 344,MWR000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e54f76bf5d8d54baa6fa760e47d08423e54f76bf5d8d54baa6fa760e47d08423
345,MWR000345,131,3,387,4,5,1,Quartz MaintenanceWorkRequest 345,MWR000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05480dbb751e543ea15d3404ce99e68d05480dbb751e543ea15d3404ce99e68d
346,MWR000346,403,220,132,1,5,8,Forge MaintenanceWorkRequest 346,MWR000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,315c719a8b425472a5c45642b00dac66315c719a8b425472a5c45642b00dac66
347,MWR000347,305,87,393,4,8,6,Orion MaintenanceWorkRequest 347,MWR000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db0075fe2e2a5249bc8ec6b80a659608db0075fe2e2a5249bc8ec6b80a659608
348,MWR000348,93,313,309,3,3,11,Pioneer MaintenanceWorkRequest 348,MWR000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c36b0239d955a6ab2d235a47a6d4c315c36b0239d955a6ab2d235a47a6d4c31
349,MWR000349,472,5,135,2,8,8,Titan MaintenanceWorkRequest 349,MWR000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4374dc17eb0c5855990162e2204791384374dc17eb0c5855990162e220479138
350,MWR000350,224,120,51,1,3,12,Summit MaintenanceWorkRequest 350,MWR000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06664c58da595997a5b24703e5bdb25a06664c58da595997a5b24703e5bdb25a
351,MWR000351,162,202,430,3,10,6,Quartz MaintenanceWorkRequest 351,MWR000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08d8ab44bfe55594892a35e4ac150c4308d8ab44bfe55594892a35e4ac150c43
352,MWR000352,43,141,409,3,1,4,Liberty MaintenanceWorkRequest 352,MWR000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36cf8766cb9452b697eb8df2f11db81836cf8766cb9452b697eb8df2f11db818
353,MWR000353,414,123,372,4,3,3,Keystone MaintenanceWorkRequest 353,MWR000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f1cab8b1d9a58a1a00c379ee92e53370f1cab8b1d9a58a1a00c379ee92e5337
354,MWR000354,105,240,273,4,11,6,Harbor MaintenanceWorkRequest 354,MWR000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d329e8934495c48841f30502164c6dd8d329e8934495c48841f30502164c6dd
355,MWR000355,230,218,364,1,1,1,Titan MaintenanceWorkRequest 355,MWR000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b07fb74e3bc576a93698192759d40f23b07fb74e3bc576a93698192759d40f2
356,MWR000356,371,115,92,1,5,7,Evergreen MaintenanceWorkRequest 356,MWR000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71c1fdbe1b6b5367b6d90c2350febe9971c1fdbe1b6b5367b6d90c2350febe99
357,MWR000357,411,339,-1,3,2,8,Willow MaintenanceWorkRequest 357,MWR000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,686a959308175b999be7cec7f2789685686a959308175b999be7cec7f2789685
358,MWR000358,49,297,426,4,2,11,Evergreen MaintenanceWorkRequest 358,MWR000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,829ebb2da5155e148bb9b7f727fa545e829ebb2da5155e148bb9b7f727fa545e
359,MWR000359,415,259,442,5,6,9,Northstar MaintenanceWorkRequest 359,MWR000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b1909b77d3655099ca6709ab8e37e9e1b1909b77d3655099ca6709ab8e37e9e
360,MWR000360,102,160,263,4,4,10,Delta MaintenanceWorkRequest 360,MWR000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0eba4bf7c6ab551c88e06f338b010dee0eba4bf7c6ab551c88e06f338b010dee
361,MWR000361,48,217,414,1,7,11,Ion MaintenanceWorkRequest 361,MWR000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ade5d8e0b06f5f049ea15c5a6f8ed1a7ade5d8e0b06f5f049ea15c5a6f8ed1a7
362,MWR000362,44,252,53,3,7,9,Harbor MaintenanceWorkRequest 362,MWR000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f207a1619475fd8abd29d269de8fee95f207a1619475fd8abd29d269de8fee9
363,MWR000363,498,116,10,2,6,7,Meridian MaintenanceWorkRequest 363,MWR000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c70623846d285deda6c1b0582cf44e9fc70623846d285deda6c1b0582cf44e9f
364,MWR000364,207,123,393,5,7,5,Orion MaintenanceWorkRequest 364,MWR000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc354025c3a25f9f9db049339d67fd97dc354025c3a25f9f9db049339d67fd97
365,MWR000365,204,15,141,5,6,1,Vertex MaintenanceWorkRequest 365,MWR000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6471bcf8ceac56fa9daa7ca592a4147f6471bcf8ceac56fa9daa7ca592a4147f
366,MWR000366,86,44,60,3,12,4,Riverton MaintenanceWorkRequest 366,MWR000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d1f4195423f5663a974b8e51f5c49b98d1f4195423f5663a974b8e51f5c49b9
367,MWR000367,183,34,248,4,10,3,Northstar MaintenanceWorkRequest 367,MWR000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d438a91fc4158a392e05edcf33618071d438a91fc4158a392e05edcf3361807
368,MWR000368,260,53,298,4,7,7,Forge MaintenanceWorkRequest 368,MWR000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,070de24438845b9089865a1136279c90070de24438845b9089865a1136279c90
369,MWR000369,400,339,357,5,8,3,Titan MaintenanceWorkRequest 369,MWR000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d72e79df0ff57948b88e7c75d7853589d72e79df0ff57948b88e7c75d785358
370,MWR000370,356,137,23,5,3,3,Forge MaintenanceWorkRequest 370,MWR000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1a9372d936e5fd19c37a32bf7c6cd79f1a9372d936e5fd19c37a32bf7c6cd79
371,MWR000371,329,239,6,4,1,1,Ion MaintenanceWorkRequest 371,MWR000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cddea0f0e6f552398b7160789fb63648cddea0f0e6f552398b7160789fb6364
372,MWR000372,351,279,491,5,6,6,Delta MaintenanceWorkRequest 372,MWR000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3562a2762a65fc0b5f349a73910f720d3562a2762a65fc0b5f349a73910f720
373,MWR000373,472,272,260,2,11,2,Unity MaintenanceWorkRequest 373,MWR000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efd5f647a911526f99a96821508dc90eefd5f647a911526f99a96821508dc90e
374,MWR000374,405,241,-1,4,12,11,Delta MaintenanceWorkRequest 374,MWR000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c93b03b5cf7654cb865eb996eba640e3c93b03b5cf7654cb865eb996eba640e3
375,MWR000375,203,132,437,4,6,9,Junction MaintenanceWorkRequest 375,MWR000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23af58ddfdeb5387b801bda2212cfbbd23af58ddfdeb5387b801bda2212cfbbd
376,MWR000376,113,108,78,4,12,10,Willow MaintenanceWorkRequest 376,MWR000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f13beae3ddbe5d86907642337bf4811ff13beae3ddbe5d86907642337bf4811f
377,MWR000377,481,273,305,2,5,3,Forge MaintenanceWorkRequest 377,MWR000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c024b69d53859ceb5ed869c2c2d70559c024b69d53859ceb5ed869c2c2d7055
378,MWR000378,291,244,167,2,5,5,Evergreen MaintenanceWorkRequest 378,MWR000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccd6db3b0d215a689ad88ffa59c5ce5cccd6db3b0d215a689ad88ffa59c5ce5c
