AssetKey,AssetNumber,SiteKey,AssetModelKey,AssetCriticalityKey,ParentAssetKey,AssetStatusKey,MaintenanceStrategyKey,UnitOfMeasureKey,RecordStatusKey,AssetName,AssetDescription,SerialNumber,InstallationDate,CommissionedDate,RetirementDate,ReplacementCostAmount,NameplateCapacityValue,WarrantyEndDate,SafetyCriticalFlag,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
228,A000228,374,473,4,-1,11,9,2,1,Willow Asset 228,Asset starter record 228,A000228,2020-08-16,2020-08-16,2021-08-16,322.3600,322.3600,2021-08-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,766a3a20575154ab8acd4ea4b49c1b90766a3a20575154ab8acd4ea4b49c1b90
229,A000229,41,267,4,-1,13,4,7,4,Meridian Asset 229,Asset starter record 229,A000229,2020-08-17,2020-08-17,2021-08-17,323.7300,323.7300,2021-08-17,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a5f4e8c5de35baaa229410252ac0ed91a5f4e8c5de35baaa229410252ac0ed9
230,A000230,454,200,1,-1,4,9,7,1,Granite Asset 230,Asset starter record 230,A000230,2020-08-18,2020-08-18,2021-08-18,325.1000,325.1000,2021-08-18,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85a50d80818550fdb55bb94492a407f885a50d80818550fdb55bb94492a407f8
231,A000231,469,13,9,-1,4,2,3,4,Zenith Asset 231,Asset starter record 231,A000231,2020-08-19,2020-08-19,2021-08-19,326.4700,326.4700,2021-08-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0eaeee537495933b61ff9ed7bf63965e0eaeee537495933b61ff9ed7bf63965
232,A000232,390,235,3,-1,2,6,3,4,Harbor Asset 232,Asset starter record 232,A000232,2020-08-20,2020-08-20,2021-08-20,327.8400,327.8400,2021-08-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2576920c4306581498c8651e5b3946542576920c4306581498c8651e5b394654
233,A000233,53,348,10,-1,5,6,5,3,Delta Asset 233,Asset starter record 233,A000233,2020-08-21,2020-08-21,2021-08-21,329.2100,329.2100,2021-08-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,391075f76af9554795c08a33b2dfd766391075f76af9554795c08a33b2dfd766
234,A000234,136,399,2,-1,6,10,7,2,Junction Asset 234,Asset starter record 234,A000234,2020-08-22,2020-08-22,2021-08-22,330.5800,330.5800,2021-08-22,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d85d08bd458b5786863a3995bde466d6d85d08bd458b5786863a3995bde466d6
235,A000235,402,297,2,-1,3,1,2,4,Zenith Asset 235,Asset starter record 235,A000235,2020-08-23,2020-08-23,2021-08-23,331.9500,331.9500,2021-08-23,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e6dd21813da5c789ef3b38db84ae97e7e6dd21813da5c789ef3b38db84ae97e
236,A000236,132,346,3,-1,14,7,4,2,Forge Asset 236,Asset starter record 236,A000236,2020-08-24,2020-08-24,2021-08-24,333.3200,333.3200,2021-08-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4272f3b659ba5eb795cea6ee570cae1a4272f3b659ba5eb795cea6ee570cae1a
237,A000237,42,323,4,-1,13,9,3,4,Delta Asset 237,Asset starter record 237,A000237,2020-08-25,2020-08-25,2021-08-25,334.6900,334.6900,2021-08-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e386c2d0e61e5f56a12c11587442cd0de386c2d0e61e5f56a12c11587442cd0d
238,A000238,185,116,3,-1,9,7,3,3,Vertex Asset 238,Asset starter record 238,A000238,2020-08-26,2020-08-26,2021-08-26,336.0600,336.0600,2021-08-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d793c7b938f56168dfcf9224e799d350d793c7b938f56168dfcf9224e799d35
239,A000239,274,319,6,-1,10,10,2,3,Forge Asset 239,Asset starter record 239,A000239,2020-08-27,2020-08-27,2021-08-27,337.4300,337.4300,2021-08-27,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2853bd978a78570b8586fc85b81bfdcf2853bd978a78570b8586fc85b81bfdcf
240,A000240,169,420,4,-1,11,2,3,1,Summit Asset 240,Asset starter record 240,A000240,2020-08-28,2020-08-28,2021-08-28,338.8000,338.8000,2021-08-28,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73c56b10fb4c5bf5affa30204479db9873c56b10fb4c5bf5affa30204479db98
241,A000241,495,52,1,-1,13,5,4,3,Forge Asset 241,Asset starter record 241,A000241,2020-08-29,2020-08-29,2021-08-29,340.1700,340.1700,2021-08-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f4e99e1db0b5df88c63093b3f3bd2650f4e99e1db0b5df88c63093b3f3bd265
242,A000242,387,258,7,-1,2,9,7,1,Meridian Asset 242,Asset starter record 242,A000242,2020-08-30,2020-08-30,2021-08-30,341.5400,341.5400,2021-08-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fef48fddbec5b81bdcf5ce45e0c92fd3fef48fddbec5b81bdcf5ce45e0c92fd
243,A000243,440,121,3,-1,5,9,7,4,Delta Asset 243,Asset starter record 243,A000243,2020-08-31,2020-08-31,2021-08-31,342.9100,342.9100,2021-08-31,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04f56d0ccc825dcea0219136c9a6b65c04f56d0ccc825dcea0219136c9a6b65c
244,A000244,442,157,7,-1,5,9,3,4,Cedar Asset 244,Asset starter record 244,A000244,2020-09-01,2020-09-01,2021-09-01,344.2800,344.2800,2021-09-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,082378e3b40b525999071d98b553b921082378e3b40b525999071d98b553b921
245,A000245,163,310,2,-1,1,8,2,3,Titan Asset 245,Asset starter record 245,A000245,2020-09-02,2020-09-02,2021-09-02,345.6500,345.6500,2021-09-02,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77b293f4320d5b8fb488fa8e7937302c77b293f4320d5b8fb488fa8e7937302c
246,A000246,430,39,3,-1,16,3,1,3,Unity Asset 246,Asset starter record 246,A000246,2020-09-03,2020-09-03,2021-09-03,347.0200,347.0200,2021-09-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a2631cbcbf0504c8acfba1ba09276a06a2631cbcbf0504c8acfba1ba09276a0
247,A000247,311,34,4,-1,6,10,7,3,Delta Asset 247,Asset starter record 247,A000247,2020-09-04,2020-09-04,2021-09-04,348.3900,348.3900,2021-09-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,384623865bd8544ba5ea840869c3fed4384623865bd8544ba5ea840869c3fed4
248,A000248,386,10,2,-1,11,10,7,1,Zenith Asset 248,Asset starter record 248,A000248,2020-09-05,2020-09-05,2021-09-05,349.7600,349.7600,2021-09-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a7a70da53e25e4daf073eabd8cdb45c4a7a70da53e25e4daf073eabd8cdb45c
249,A000249,312,116,3,-1,10,5,6,1,Harbor Asset 249,Asset starter record 249,A000249,2020-09-06,2020-09-06,2021-09-06,351.1300,351.1300,2021-09-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2168bf2baf725583a7bc2548517d27802168bf2baf725583a7bc2548517d2780
250,A000250,66,72,8,-1,5,7,7,3,Harbor Asset 250,Asset starter record 250,A000250,2020-09-07,2020-09-07,2021-09-07,352.5000,352.5000,2021-09-07,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df6cc81ca768579788d24b7bfe7c40dcdf6cc81ca768579788d24b7bfe7c40dc
251,A000251,179,111,2,-1,5,9,2,4,Forge Asset 251,Asset starter record 251,A000251,2020-09-08,2020-09-08,2021-09-08,353.8700,353.8700,2021-09-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08ce0110c6425bfdb99dc7cf993d355008ce0110c6425bfdb99dc7cf993d3550
252,A000252,443,75,4,-1,8,2,2,2,Keystone Asset 252,Asset starter record 252,A000252,2020-09-09,2020-09-09,2021-09-09,355.2400,355.2400,2021-09-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ceddc8eddea574ab6fd6907db68b9944ceddc8eddea574ab6fd6907db68b994
253,A000253,21,232,1,-1,4,5,1,4,Northstar Asset 253,Asset starter record 253,A000253,2020-09-10,2020-09-10,2021-09-10,356.6100,356.6100,2021-09-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b5eb94c7b5f5122b30e7d642daeaac50b5eb94c7b5f5122b30e7d642daeaac5
254,A000254,470,162,9,-1,9,9,3,1,Meridian Asset 254,Asset starter record 254,A000254,2020-09-11,2020-09-11,2021-09-11,357.9800,357.9800,2021-09-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5f5f4864d4b570ea31d0040bf66046ef5f5f4864d4b570ea31d0040bf66046e
255,A000255,60,50,8,-1,11,9,6,3,Meridian Asset 255,Asset starter record 255,A000255,2020-09-12,2020-09-12,2021-09-12,359.3500,359.3500,2021-09-12,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec892b8ed6ab5db0b16118310ef56156ec892b8ed6ab5db0b16118310ef56156
256,A000256,221,176,1,-1,14,8,1,2,Willow Asset 256,Asset starter record 256,A000256,2020-09-13,2020-09-13,2021-09-13,360.7200,360.7200,2021-09-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b9970dc5a355ae686ee880579baae4e8b9970dc5a355ae686ee880579baae4e
257,A000257,108,334,7,-1,3,1,6,1,Ion Asset 257,Asset starter record 257,A000257,2020-09-14,2020-09-14,2021-09-14,362.0900,362.0900,2021-09-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,777d1f7ad79154f095ad9ed319ddf600777d1f7ad79154f095ad9ed319ddf600
258,A000258,239,211,1,-1,6,10,6,4,Unity Asset 258,Asset starter record 258,A000258,2020-09-15,2020-09-15,2021-09-15,363.4600,363.4600,2021-09-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,371498a25d1658db8c484bb92f218763371498a25d1658db8c484bb92f218763
259,A000259,437,196,7,-1,3,5,2,4,Quartz Asset 259,Asset starter record 259,A000259,2020-09-16,2020-09-16,2021-09-16,364.8300,364.8300,2021-09-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a34b6656d175b52ae56337839c95a8d7a34b6656d175b52ae56337839c95a8d
260,A000260,108,59,2,-1,15,5,2,3,Junction Asset 260,Asset starter record 260,A000260,2020-09-17,2020-09-17,2021-09-17,366.2000,366.2000,2021-09-17,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c17372cc2ea358a3a0a8a5a58a42149dc17372cc2ea358a3a0a8a5a58a42149d
261,A000261,223,252,2,-1,11,1,1,2,Beacon Asset 261,Asset starter record 261,A000261,2020-09-18,2020-09-18,2021-09-18,367.5700,367.5700,2021-09-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae7a2e87979d504f806c81c533ea32b9ae7a2e87979d504f806c81c533ea32b9
262,A000262,251,145,3,-1,7,5,4,3,Titan Asset 262,Asset starter record 262,A000262,2020-09-19,2020-09-19,2021-09-19,368.9400,368.9400,2021-09-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcf4667d31e250b795571bde2a87c970fcf4667d31e250b795571bde2a87c970
263,A000263,188,191,2,-1,10,7,6,2,Quartz Asset 263,Asset starter record 263,A000263,2020-09-20,2020-09-20,2021-09-20,370.3100,370.3100,2021-09-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ac43028045c5407b1ee814abc1233a48ac43028045c5407b1ee814abc1233a4
264,A000264,444,114,6,-1,2,7,1,3,Evergreen Asset 264,Asset starter record 264,A000264,2020-09-21,2020-09-21,2021-09-21,371.6800,371.6800,2021-09-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49ada4e91c115c8a905995874ed9e57549ada4e91c115c8a905995874ed9e575
265,A000265,207,3,8,-1,1,6,6,2,Keystone Asset 265,Asset starter record 265,A000265,2020-09-22,2020-09-22,2021-09-22,373.0500,373.0500,2021-09-22,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5da29ced21e8536f925642d4061acbb55da29ced21e8536f925642d4061acbb5
266,A000266,460,396,6,-1,9,8,1,2,Cedar Asset 266,Asset starter record 266,A000266,2020-09-23,2020-09-23,2021-09-23,374.4200,374.4200,2021-09-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58ecb92ccdc55333a02b3607b85acf8158ecb92ccdc55333a02b3607b85acf81
267,A000267,317,340,1,-1,5,6,1,4,Harbor Asset 267,Asset starter record 267,A000267,2020-09-24,2020-09-24,2021-09-24,375.7900,375.7900,2021-09-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3552b689ef7650c687745e72e0c89a413552b689ef7650c687745e72e0c89a41
268,A000268,28,151,1,-1,12,1,7,2,Northstar Asset 268,Asset starter record 268,A000268,2020-09-25,2020-09-25,2021-09-25,377.1600,377.1600,2021-09-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53a81ded8ad5594a8507c402e2dee71653a81ded8ad5594a8507c402e2dee716
269,A000269,370,255,10,-1,1,6,1,1,Forge Asset 269,Asset starter record 269,A000269,2020-09-26,2020-09-26,2021-09-26,378.5300,378.5300,2021-09-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8129920575f50359026436a3ba4cf3ce8129920575f50359026436a3ba4cf3c
270,A000270,348,457,7,-1,7,7,2,4,Ion Asset 270,Asset starter record 270,A000270,2020-09-27,2020-09-27,2021-09-27,379.9000,379.9000,2021-09-27,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,905a06bf23865b61b5f07a79f9196c47905a06bf23865b61b5f07a79f9196c47
271,A000271,358,196,6,-1,14,6,3,2,Zenith Asset 271,Asset starter record 271,A000271,2020-09-28,2020-09-28,2021-09-28,381.2700,381.2700,2021-09-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c09f25ce240151c9933e9ca3936debc0c09f25ce240151c9933e9ca3936debc0
272,A000272,123,194,1,-1,16,8,1,4,Forge Asset 272,Asset starter record 272,A000272,2020-09-29,2020-09-29,2021-09-29,382.6400,382.6400,2021-09-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38c07ceb396c530aa31a01e19b16572638c07ceb396c530aa31a01e19b165726
273,A000273,323,135,10,-1,15,6,6,2,Liberty Asset 273,Asset starter record 273,A000273,2020-09-30,2020-09-30,2021-09-30,384.0100,384.0100,2021-09-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d75b17c21a705a2fbd4169264c0eff0fd75b17c21a705a2fbd4169264c0eff0f
274,A000274,19,406,9,-1,2,6,6,3,Junction Asset 274,Asset starter record 274,A000274,2020-10-01,2020-10-01,2021-10-01,385.3800,385.3800,2021-10-01,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4eb8ab7a99b1520e84e09267f5377cac4eb8ab7a99b1520e84e09267f5377cac
275,A000275,75,459,6,-1,15,1,6,2,Willow Asset 275,Asset starter record 275,A000275,2020-10-02,2020-10-02,2021-10-02,386.7500,386.7500,2021-10-02,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12443536d3ab5beea0d3a44b45eb66fb12443536d3ab5beea0d3a44b45eb66fb
276,A000276,305,253,10,-1,3,9,3,2,Junction Asset 276,Asset starter record 276,A000276,2020-10-03,2020-10-03,2021-10-03,388.1200,388.1200,2021-10-03,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b8f6ef48ada5ac39edf1c74148cfd967b8f6ef48ada5ac39edf1c74148cfd96
277,A000277,164,425,7,-1,10,5,2,1,Zenith Asset 277,Asset starter record 277,A000277,2020-10-04,2020-10-04,2021-10-04,389.4900,389.4900,2021-10-04,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fbefa62944e5c89b0062c14d92942ac4fbefa62944e5c89b0062c14d92942ac
278,A000278,20,154,4,-1,14,9,3,1,Quartz Asset 278,Asset starter record 278,A000278,2020-10-05,2020-10-05,2021-10-05,390.8600,390.8600,2021-10-05,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd65714ac18c5d2fb15f00c384269cc6bd65714ac18c5d2fb15f00c384269cc6
279,A000279,97,154,1,-1,1,2,2,1,Cedar Asset 279,Asset starter record 279,A000279,2020-10-06,2020-10-06,2021-10-06,392.2300,392.2300,2021-10-06,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61c52a558d0f5f8fbf843b3b9a626f2561c52a558d0f5f8fbf843b3b9a626f25
280,A000280,318,263,8,-1,7,6,1,3,Forge Asset 280,Asset starter record 280,A000280,2020-10-07,2020-10-07,2021-10-07,393.6000,393.6000,2021-10-07,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f6c59ceaf0b510fb0931caf9beb2de79f6c59ceaf0b510fb0931caf9beb2de7
281,A000281,196,442,1,-1,5,7,3,1,Cedar Asset 281,Asset starter record 281,A000281,2020-10-08,2020-10-08,2021-10-08,394.9700,394.9700,2021-10-08,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7054f52c599b5f9cb6b338921828079e7054f52c599b5f9cb6b338921828079e
282,A000282,330,273,10,-1,12,5,4,2,Keystone Asset 282,Asset starter record 282,A000282,2020-10-09,2020-10-09,2021-10-09,396.3400,396.3400,2021-10-09,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52b94148b99f519cab0f21464536d64152b94148b99f519cab0f21464536d641
283,A000283,364,431,3,-1,1,8,6,1,Northstar Asset 283,Asset starter record 283,A000283,2020-10-10,2020-10-10,2021-10-10,397.7100,397.7100,2021-10-10,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fb59a24f1cd57ff91c08e20b1717df32fb59a24f1cd57ff91c08e20b1717df3
284,A000284,233,426,7,-1,15,10,7,2,Zenith Asset 284,Asset starter record 284,A000284,2020-10-11,2020-10-11,2021-10-11,399.0800,399.0800,2021-10-11,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac0c00a8e8965d8684f8274a12c4fc03ac0c00a8e8965d8684f8274a12c4fc03
285,A000285,99,58,9,-1,13,4,1,3,Riverton Asset 285,Asset starter record 285,A000285,2020-10-12,2020-10-12,2021-10-12,400.4500,400.4500,2021-10-12,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb1dd9e85b3856c0bad27623ad9bded3fb1dd9e85b3856c0bad27623ad9bded3
286,A000286,8,296,8,-1,11,8,6,4,Junction Asset 286,Asset starter record 286,A000286,2020-10-13,2020-10-13,2021-10-13,401.8200,401.8200,2021-10-13,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1590bec6ca75d97987c804b80a28a6eb1590bec6ca75d97987c804b80a28a6e
287,A000287,277,437,7,-1,8,4,4,2,Quartz Asset 287,Asset starter record 287,A000287,2020-10-14,2020-10-14,2021-10-14,403.1900,403.1900,2021-10-14,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7ba6be1ec61d518eb01c60976a221d6b7ba6be1ec61d518eb01c60976a221d6b
288,A000288,87,319,1,-1,1,7,3,1,Ion Asset 288,Asset starter record 288,A000288,2020-10-15,2020-10-15,2021-10-15,404.5600,404.5600,2021-10-15,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4248ecc96ecb5c0d99cdabb45fdb7afe4248ecc96ecb5c0d99cdabb45fdb7afe
289,A000289,114,494,8,-1,1,3,3,3,Pioneer Asset 289,Asset starter record 289,A000289,2020-10-16,2020-10-16,2021-10-16,405.9300,405.9300,2021-10-16,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b07de1cc4b225795b7c8ea089a81f094b07de1cc4b225795b7c8ea089a81f094
290,A000290,158,144,2,-1,15,7,1,1,Titan Asset 290,Asset starter record 290,A000290,2020-10-17,2020-10-17,2021-10-17,407.3000,407.3000,2021-10-17,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f54cf4cbb045d7192d45352de8ef1868f54cf4cbb045d7192d45352de8ef186
291,A000291,110,228,3,-1,1,10,1,3,Zenith Asset 291,Asset starter record 291,A000291,2020-10-18,2020-10-18,2021-10-18,408.6700,408.6700,2021-10-18,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd2e7244518b5b5eaaedc03314e368efcd2e7244518b5b5eaaedc03314e368ef
292,A000292,474,146,3,-1,11,4,6,2,Orion Asset 292,Asset starter record 292,A000292,2020-10-19,2020-10-19,2021-10-19,410.0400,410.0400,2021-10-19,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d517fcb6e2a755b4af17335f489acf4cd517fcb6e2a755b4af17335f489acf4c
293,A000293,350,493,10,-1,9,3,5,2,Atlas Asset 293,Asset starter record 293,A000293,2020-10-20,2020-10-20,2021-10-20,411.4100,411.4100,2021-10-20,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5bab3768ce55767b38f1a5e8c449971b5bab3768ce55767b38f1a5e8c449971
294,A000294,407,418,1,-1,11,2,2,4,Cedar Asset 294,Asset starter record 294,A000294,2020-10-21,2020-10-21,2021-10-21,412.7800,412.7800,2021-10-21,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6db6342775ff55e78f7729057eed48ed6db6342775ff55e78f7729057eed48ed
295,A000295,199,225,9,-1,16,6,1,2,Orion Asset 295,Asset starter record 295,A000295,2020-10-22,2020-10-22,2021-10-22,414.1500,414.1500,2021-10-22,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0570219a872d50f9aa95bfac7ca0e5b40570219a872d50f9aa95bfac7ca0e5b4
296,A000296,29,355,4,-1,1,9,2,1,Atlas Asset 296,Asset starter record 296,A000296,2020-10-23,2020-10-23,2021-10-23,415.5200,415.5200,2021-10-23,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f95fb3e6c1c5235aecac8b716b3ef265f95fb3e6c1c5235aecac8b716b3ef26
297,A000297,263,60,2,-1,1,1,4,1,Meridian Asset 297,Asset starter record 297,A000297,2020-10-24,2020-10-24,2021-10-24,416.8900,416.8900,2021-10-24,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd0fecbe2132542ca6ef26fae2f46a94bd0fecbe2132542ca6ef26fae2f46a94
298,A000298,455,183,6,-1,9,1,5,1,Forge Asset 298,Asset starter record 298,A000298,2020-10-25,2020-10-25,2021-10-25,418.2600,418.2600,2021-10-25,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a432f219a845be286a0cd48276d5c6a6a432f219a845be286a0cd48276d5c6a
299,A000299,295,453,4,-1,9,9,3,1,Beacon Asset 299,Asset starter record 299,A000299,2020-10-26,2020-10-26,2021-10-26,419.6300,419.6300,2021-10-26,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbfcb28e60ea577182b5e56d73ea2d5cfbfcb28e60ea577182b5e56d73ea2d5c
300,A000300,183,93,9,-1,5,6,4,4,Forge Asset 300,Asset starter record 300,A000300,2020-10-27,2020-10-27,2021-10-27,421.0000,421.0000,2021-10-27,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,557ea478d3875c7abde14002733c07fa557ea478d3875c7abde14002733c07fa
301,A000301,359,127,2,-1,2,10,5,2,Unity Asset 301,Asset starter record 301,A000301,2020-10-28,2020-10-28,2021-10-28,422.3700,422.3700,2021-10-28,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a760a6d5fd0d5de98e82b7d13601e06fa760a6d5fd0d5de98e82b7d13601e06f
302,A000302,300,33,5,-1,11,9,1,1,Junction Asset 302,Asset starter record 302,A000302,2020-10-29,2020-10-29,2021-10-29,423.7400,423.7400,2021-10-29,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e471600af0c2529aa9d8a3508a94b574e471600af0c2529aa9d8a3508a94b574
303,A000303,319,393,6,-1,15,1,4,3,Willow Asset 303,Asset starter record 303,A000303,2020-10-30,2020-10-30,2021-10-30,425.1100,425.1100,2021-10-30,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,654f0e29dafb5316b3e02ce30fa7ac8c654f0e29dafb5316b3e02ce30fa7ac8c
