SalesPriceListKey,PriceListCode,SalesChannelSegmentKey,ProductKey,CurrencyKey,UnitOfMeasureKey,PriceListName,EffectiveDate,ExpirationDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
300,SPL000300,201,6,1,3,Harbor SalesPriceList 300,2020-10-27,2020-10-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03166c1dbbf052d4a1b74f8f384c92ef03166c1dbbf052d4a1b74f8f384c92ef
301,SPL000301,403,117,2,1,Evergreen SalesPriceList 301,2020-10-28,2020-10-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9faa154120c505884564a01677fe080a9faa154120c505884564a01677fe080
302,SPL000302,241,37,4,2,Summit SalesPriceList 302,2020-10-29,2020-10-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,284f9cad2ddb571d80dc50c02f3b3c03284f9cad2ddb571d80dc50c02f3b3c03
303,SPL000303,67,287,2,4,Liberty SalesPriceList 303,2020-10-30,2020-10-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6efd8a1451a95ab58be328c2aedf9c526efd8a1451a95ab58be328c2aedf9c52
304,SPL000304,218,246,4,7,Summit SalesPriceList 304,2020-10-31,2020-10-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d167132862854d7baa641f4e5f64b685d167132862854d7baa641f4e5f64b68
305,SPL000305,70,345,3,3,Titan SalesPriceList 305,2020-11-01,2020-11-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffa88883bdf8505daea6d9af04bb0b2effa88883bdf8505daea6d9af04bb0b2e
306,SPL000306,427,469,4,7,Ion SalesPriceList 306,2020-11-02,2020-11-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41ff9adf335a504fa0531017034afedb41ff9adf335a504fa0531017034afedb
307,SPL000307,61,243,5,4,Ion SalesPriceList 307,2020-11-03,2020-11-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4dda860007f51b387460c92b173bb80e4dda860007f51b387460c92b173bb80
308,SPL000308,360,303,3,2,Forge SalesPriceList 308,2020-11-04,2020-11-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60acfc9040c25ec98e803b531a55d06260acfc9040c25ec98e803b531a55d062
309,SPL000309,424,347,3,6,Beacon SalesPriceList 309,2020-11-05,2020-11-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5be4440c0cc05d4aa28959cb30c8393c5be4440c0cc05d4aa28959cb30c8393c
310,SPL000310,474,89,3,3,Vertex SalesPriceList 310,2020-11-06,2020-11-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76efb475e43a5b0d83165d682c7d23ae76efb475e43a5b0d83165d682c7d23ae
311,SPL000311,90,89,4,7,Evergreen SalesPriceList 311,2020-11-07,2020-11-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4aac7675a38b52f1a2849961158ceb304aac7675a38b52f1a2849961158ceb30
312,SPL000312,111,174,2,4,Harbor SalesPriceList 312,2020-11-08,2020-11-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b5563895e265578b2e2f416a5286cbd9b5563895e265578b2e2f416a5286cbd
313,SPL000313,10,5,3,6,Harbor SalesPriceList 313,2020-11-09,2020-11-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45d4167a521c5747bcd084bf4b121e5745d4167a521c5747bcd084bf4b121e57
314,SPL000314,196,214,5,4,Willow SalesPriceList 314,2020-11-10,2020-11-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55b7eda0bcef5836af089c9e358bdde855b7eda0bcef5836af089c9e358bdde8
315,SPL000315,451,85,2,4,Junction SalesPriceList 315,2020-11-11,2020-11-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d9fdce10ba95202ab5194cce8a9f34e9d9fdce10ba95202ab5194cce8a9f34e
316,SPL000316,209,5,4,2,Meridian SalesPriceList 316,2020-11-12,2020-11-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9bec0f4580b9595c8e23f77a92322e8a9bec0f4580b9595c8e23f77a92322e8a
317,SPL000317,227,466,4,3,Pioneer SalesPriceList 317,2020-11-13,2020-11-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c784ddaa93365e7dbdc99c6ee5b0d9c0c784ddaa93365e7dbdc99c6ee5b0d9c0
318,SPL000318,158,484,2,5,Atlas SalesPriceList 318,2020-11-14,2020-11-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4aa17f0f3a73555bbb08ac6ee36ade5a4aa17f0f3a73555bbb08ac6ee36ade5a
319,SPL000319,379,210,2,5,Keystone SalesPriceList 319,2020-11-15,2020-11-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a805e2f059c150b698a3fa85e565b46fa805e2f059c150b698a3fa85e565b46f
320,SPL000320,257,266,1,1,Granite SalesPriceList 320,2020-11-16,2020-11-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b25d22e647e5ebcbec901e016fbec838b25d22e647e5ebcbec901e016fbec83
321,SPL000321,206,166,5,6,Summit SalesPriceList 321,2020-11-17,2020-11-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2fd0f85c4695d45b472936c4a414a54c2fd0f85c4695d45b472936c4a414a54
322,SPL000322,279,166,2,6,Quartz SalesPriceList 322,2020-11-18,2020-11-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,287054e8b3a4534ca12f3703c1462fea287054e8b3a4534ca12f3703c1462fea
323,SPL000323,177,477,1,3,Unity SalesPriceList 323,2020-11-19,2020-11-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,500ad9e442055dcb928d758d96a7bef6500ad9e442055dcb928d758d96a7bef6
324,SPL000324,152,163,5,6,Forge SalesPriceList 324,2020-11-20,2020-11-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f058f9f0cb75e36ac6346f604f9bd185f058f9f0cb75e36ac6346f604f9bd18
325,SPL000325,64,304,5,3,Atlas SalesPriceList 325,2020-11-21,2020-11-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62e96ee64f745a4ba8c15c9fd9680e3162e96ee64f745a4ba8c15c9fd9680e31
326,SPL000326,38,448,5,2,Atlas SalesPriceList 326,2020-11-22,2020-11-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4a2228b3cbd55bcad912019393bd145c4a2228b3cbd55bcad912019393bd145
327,SPL000327,494,182,5,5,Harbor SalesPriceList 327,2020-11-23,2020-11-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f24b29b55cb5d7c9638775cf5f1bf861f24b29b55cb5d7c9638775cf5f1bf86
328,SPL000328,240,378,5,3,Keystone SalesPriceList 328,2020-11-24,2020-11-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8dba250db2795c0e9744527d913967078dba250db2795c0e9744527d91396707
329,SPL000329,183,122,5,3,Junction SalesPriceList 329,2020-11-25,2020-11-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4aab00dcbd45a9e932ec00a3d2ed3cdc4aab00dcbd45a9e932ec00a3d2ed3cd
330,SPL000330,333,136,5,2,Ion SalesPriceList 330,2020-11-26,2020-11-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,644e6fd0ef375c699398dbacc36b520c644e6fd0ef375c699398dbacc36b520c
331,SPL000331,232,6,2,2,Harbor SalesPriceList 331,2020-11-27,2020-11-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,384e30ca79bd510e9313ea6053041aa1384e30ca79bd510e9313ea6053041aa1
332,SPL000332,124,333,1,6,Beacon SalesPriceList 332,2020-11-28,2020-11-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d453c3fdbf895730940ff092f12b5a4fd453c3fdbf895730940ff092f12b5a4f
333,SPL000333,436,52,1,1,Atlas SalesPriceList 333,2020-11-29,2020-11-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,501ac8676c3357efbba903424048c234501ac8676c3357efbba903424048c234
334,SPL000334,64,156,1,3,Zenith SalesPriceList 334,2020-11-30,2020-11-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e70510b7591f55bbafe1e1f7ccc18a74e70510b7591f55bbafe1e1f7ccc18a74
335,SPL000335,292,180,1,1,Atlas SalesPriceList 335,2020-12-01,2020-12-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4fa7532e3da518c8f8ff4b8cd3bec63a4fa7532e3da518c8f8ff4b8cd3bec63
336,SPL000336,246,178,3,7,Summit SalesPriceList 336,2020-12-02,2020-12-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5b189df132a5232a88ee58e389fc402e5b189df132a5232a88ee58e389fc402
337,SPL000337,218,384,2,6,Beacon SalesPriceList 337,2020-12-03,2020-12-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a655889b1adf5d629fbd46309e125218a655889b1adf5d629fbd46309e125218
338,SPL000338,488,439,4,6,Orion SalesPriceList 338,2020-12-04,2020-12-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eceddee2bd355bc7923e387127cc2a6beceddee2bd355bc7923e387127cc2a6b
339,SPL000339,375,84,2,2,Summit SalesPriceList 339,2020-12-05,2020-12-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb9860b94d485f81a2e8b50eb4bf00fdfb9860b94d485f81a2e8b50eb4bf00fd
340,SPL000340,64,458,3,3,Unity SalesPriceList 340,2020-12-06,2020-12-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2070446cbfde5aed82b0d0269da4a25c2070446cbfde5aed82b0d0269da4a25c
341,SPL000341,264,100,3,2,Cedar SalesPriceList 341,2020-12-07,2020-12-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b415f3e479750b28056766f0dc3ea114b415f3e479750b28056766f0dc3ea11
342,SPL000342,170,16,2,5,Summit SalesPriceList 342,2020-12-08,2020-12-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,332001628ad15c658567e31380e474e9332001628ad15c658567e31380e474e9
343,SPL000343,272,51,1,3,Delta SalesPriceList 343,2020-12-09,2020-12-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35168cb1cea1570a8f6e884c3a50afc235168cb1cea1570a8f6e884c3a50afc2
344,SPL000344,480,498,5,3,Unity SalesPriceList 344,2020-12-10,2020-12-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99da4a8916585ab4817946bbab9fda5b99da4a8916585ab4817946bbab9fda5b
345,SPL000345,378,174,3,3,Northstar SalesPriceList 345,2020-12-11,2020-12-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fab83d09a3c85ce1877e517d344c5bc6fab83d09a3c85ce1877e517d344c5bc6
346,SPL000346,246,167,4,6,Ion SalesPriceList 346,2020-12-12,2020-12-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad33c81249f454e09e07afb57ac83d03ad33c81249f454e09e07afb57ac83d03
347,SPL000347,359,163,4,7,Delta SalesPriceList 347,2020-12-13,2020-12-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfde7dfe5acb58199c7691aee85167c2cfde7dfe5acb58199c7691aee85167c2
348,SPL000348,114,289,3,2,Harbor SalesPriceList 348,2020-12-14,2020-12-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d17e5f2dc9f95c4aa0081e60a6700133d17e5f2dc9f95c4aa0081e60a6700133
349,SPL000349,4,495,3,2,Cedar SalesPriceList 349,2020-12-15,2020-12-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c24fc1f71c7593f8029f1ee67453e4d8c24fc1f71c7593f8029f1ee67453e4d
350,SPL000350,9,20,2,5,Summit SalesPriceList 350,2020-12-16,2020-12-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,367856f80aa25ad9985a4129d417d1d0367856f80aa25ad9985a4129d417d1d0
351,SPL000351,16,484,5,3,Summit SalesPriceList 351,2020-12-17,2020-12-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e91ebe69378a581f958b31b254f2345fe91ebe69378a581f958b31b254f2345f
352,SPL000352,6,73,2,5,Evergreen SalesPriceList 352,2020-12-18,2020-12-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66fdc7db41d75c8e8de64304f85f8d5366fdc7db41d75c8e8de64304f85f8d53
353,SPL000353,322,415,4,7,Meridian SalesPriceList 353,2020-12-19,2020-12-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5c36e95cd78598d9aa83615c096d789b5c36e95cd78598d9aa83615c096d789
354,SPL000354,42,358,4,7,Quartz SalesPriceList 354,2020-12-20,2020-12-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d44dd37ae6e2512c9eb101211a02e42ed44dd37ae6e2512c9eb101211a02e42e
355,SPL000355,231,390,4,4,Vertex SalesPriceList 355,2020-12-21,2020-12-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d363e2d1ec3a578489abfdcca391b577d363e2d1ec3a578489abfdcca391b577
356,SPL000356,465,385,5,7,Summit SalesPriceList 356,2020-12-22,2020-12-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e74a7c4ae5a5dbd99252d9270a0b2979e74a7c4ae5a5dbd99252d9270a0b297
357,SPL000357,402,152,4,5,Harbor SalesPriceList 357,2020-12-23,2020-12-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90b2e9c6109257e68d72527689b9597c90b2e9c6109257e68d72527689b9597c
358,SPL000358,314,322,5,3,Titan SalesPriceList 358,2020-12-24,2020-12-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c93fb87b05a25c538db72ecac2d14676c93fb87b05a25c538db72ecac2d14676
359,SPL000359,251,83,2,4,Willow SalesPriceList 359,2020-12-25,2020-12-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d7d1f7c7de250fc86f78c0fcb5585224d7d1f7c7de250fc86f78c0fcb558522
360,SPL000360,170,45,1,1,Quartz SalesPriceList 360,2020-12-26,2020-12-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74c8d618f41d520fb278fbe3e266813b74c8d618f41d520fb278fbe3e266813b
361,SPL000361,281,412,2,4,Unity SalesPriceList 361,2020-12-27,2020-12-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83f45fcac04750c4902b8162faedebde83f45fcac04750c4902b8162faedebde
362,SPL000362,121,374,5,2,Delta SalesPriceList 362,2020-12-28,2020-12-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d983d178e575e28a86ef5cdae6686bc9d983d178e575e28a86ef5cdae6686bc
363,SPL000363,392,210,2,2,Zenith SalesPriceList 363,2020-12-29,2020-12-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e29c6d08f776598eab805271518e9799e29c6d08f776598eab805271518e9799
364,SPL000364,279,247,1,3,Granite SalesPriceList 364,2020-12-30,2020-12-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bfba139f07b525bb99c3c8aa5039a995bfba139f07b525bb99c3c8aa5039a99
365,SPL000365,38,450,5,1,Evergreen SalesPriceList 365,2020-12-31,2020-12-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a588ed0dd5c853749469beab3fed7661a588ed0dd5c853749469beab3fed7661
366,SPL000366,315,54,1,2,Junction SalesPriceList 366,2021-01-01,2021-01-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d33e236c71975ff3950faf9ef18ff01ad33e236c71975ff3950faf9ef18ff01a
367,SPL000367,91,79,1,7,Atlas SalesPriceList 367,2021-01-02,2021-01-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ebad437ee8a57238480e27370ebd39f2ebad437ee8a57238480e27370ebd39f
368,SPL000368,474,304,1,3,Summit SalesPriceList 368,2021-01-03,2021-01-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8d3ec62835859f5a4b76a3f4dc23955f8d3ec62835859f5a4b76a3f4dc23955
369,SPL000369,97,407,2,6,Delta SalesPriceList 369,2021-01-04,2021-01-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7295c9c68f952a5871294405df9598bd7295c9c68f952a5871294405df9598b
370,SPL000370,351,347,3,6,Willow SalesPriceList 370,2021-01-05,2021-01-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b15503fe8085de483fdac17ec81082b1b15503fe8085de483fdac17ec81082b
371,SPL000371,107,392,3,3,Keystone SalesPriceList 371,2021-01-06,2021-01-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,969a80d06ee0507eb4b9dce1d8da9d07969a80d06ee0507eb4b9dce1d8da9d07
372,SPL000372,244,13,1,4,Vertex SalesPriceList 372,2021-01-07,2021-01-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,001939f3a44b59b3ba8c3fa3f9a039eb001939f3a44b59b3ba8c3fa3f9a039eb
373,SPL000373,374,298,1,7,Granite SalesPriceList 373,2021-01-08,2021-01-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28db98bc4a0c5d82aed1d84b025b446a28db98bc4a0c5d82aed1d84b025b446a
374,SPL000374,152,332,3,5,Titan SalesPriceList 374,2021-01-09,2021-01-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,588ac23558d25e32a5cc1fb04e50c228588ac23558d25e32a5cc1fb04e50c228
375,SPL000375,36,24,1,4,Beacon SalesPriceList 375,2021-01-10,2021-01-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9cd31b60b91757a1a4943058a3e877e99cd31b60b91757a1a4943058a3e877e9
376,SPL000376,292,154,1,4,Evergreen SalesPriceList 376,2021-01-11,2021-01-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46183a3a2af656dc9c4496c7c24be6cd46183a3a2af656dc9c4496c7c24be6cd
377,SPL000377,70,265,1,4,Willow SalesPriceList 377,2021-01-12,2021-01-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e92bc2e72f7059169aaa7ddf35f771e3e92bc2e72f7059169aaa7ddf35f771e3
378,SPL000378,172,189,4,1,Atlas SalesPriceList 378,2021-01-13,2021-01-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dfb210b77f154fcbbd36b57085300413dfb210b77f154fcbbd36b5708530041
379,SPL000379,400,196,4,1,Meridian SalesPriceList 379,2021-01-14,2021-01-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ca3736228f55846ba27e6a75a2deaa82ca3736228f55846ba27e6a75a2deaa8
380,SPL000380,23,224,2,1,Northstar SalesPriceList 380,2021-01-15,2021-01-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05a749c02149584a87bc9c27a9e6286205a749c02149584a87bc9c27a9e62862
381,SPL000381,404,320,2,1,Forge SalesPriceList 381,2021-01-16,2021-01-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de262eb7cbd95c95a11dbac26c2dec37de262eb7cbd95c95a11dbac26c2dec37
382,SPL000382,412,498,1,1,Zenith SalesPriceList 382,2021-01-17,2021-01-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,990b5d2a5bfd5bc8b8766e53e7afff9a990b5d2a5bfd5bc8b8766e53e7afff9a
383,SPL000383,308,394,5,5,Forge SalesPriceList 383,2021-01-18,2021-01-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d809fad23485376ae66d415271b58319d809fad23485376ae66d415271b5831
384,SPL000384,196,335,1,1,Junction SalesPriceList 384,2021-01-19,2021-01-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80eddcf103605a3bad702f7f6a1e85fe80eddcf103605a3bad702f7f6a1e85fe
385,SPL000385,214,189,1,2,Zenith SalesPriceList 385,2021-01-20,2021-01-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a42b8bb89cc7527daebb0062f32453c6a42b8bb89cc7527daebb0062f32453c6
386,SPL000386,320,388,2,4,Meridian SalesPriceList 386,2021-01-21,2021-01-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4f613c39cd3509bab79169c423b1718f4f613c39cd3509bab79169c423b1718
387,SPL000387,79,397,5,6,Cedar SalesPriceList 387,2021-01-22,2021-01-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0be7c7761fa0562db40501c0ed15a2de0be7c7761fa0562db40501c0ed15a2de
388,SPL000388,186,469,1,2,Summit SalesPriceList 388,2021-01-23,2021-01-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71fce528ef415d67ba8a9b0085d1940071fce528ef415d67ba8a9b0085d19400
389,SPL000389,310,7,2,2,Keystone SalesPriceList 389,2021-01-24,2021-01-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,908571fec1e25654a345abeb1b600532908571fec1e25654a345abeb1b600532
390,SPL000390,303,310,1,4,Ion SalesPriceList 390,2021-01-25,2021-01-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53ed52069a845e86a8e83f0e3c41272c53ed52069a845e86a8e83f0e3c41272c
391,SPL000391,314,326,2,2,Quartz SalesPriceList 391,2021-01-26,2021-01-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5056d62dba8052fda3db5c9f951b1d035056d62dba8052fda3db5c9f951b1d03
392,SPL000392,464,137,1,2,Vertex SalesPriceList 392,2021-01-27,2021-01-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb57039e003253efb64b5f998bbee643fb57039e003253efb64b5f998bbee643
393,SPL000393,30,383,2,4,Granite SalesPriceList 393,2021-01-28,2021-01-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfb222988e705e289d9a26b683614e35bfb222988e705e289d9a26b683614e35
394,SPL000394,102,59,4,4,Keystone SalesPriceList 394,2021-01-29,2021-01-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6201d018c255bcb860ff27826773d50f6201d018c255bcb860ff27826773d50
395,SPL000395,338,275,4,2,Unity SalesPriceList 395,2021-01-30,2021-01-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2315c25252af5442ae0867d77992624e2315c25252af5442ae0867d77992624e
396,SPL000396,331,434,2,6,Delta SalesPriceList 396,2021-01-31,2021-01-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2838ca18cd6657e79f2ef1081f0f19552838ca18cd6657e79f2ef1081f0f1955
397,SPL000397,372,263,2,7,Granite SalesPriceList 397,2021-02-01,2021-02-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7dd3aee74077594992a92b85a72cd37b7dd3aee74077594992a92b85a72cd37b
398,SPL000398,339,18,1,5,Ion SalesPriceList 398,2021-02-02,2021-02-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89f7b4e3391d5abbba49a775e6c85ae789f7b4e3391d5abbba49a775e6c85ae7
399,SPL000399,70,166,2,3,Quartz SalesPriceList 399,2021-02-03,2021-02-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19f502b02d1f59babd193eb4585a46c019f502b02d1f59babd193eb4585a46c0
400,SPL000400,28,465,4,3,Zenith SalesPriceList 400,2021-02-04,2021-02-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1542259bc6295a02879e3cb60c765b711542259bc6295a02879e3cb60c765b71
