SalesOrderLineKey,SalesOrderLineCode,SalesOrderHeaderKey,ProductKey,CustomerKey,SalesOrderLifecycleStatusKey,UnitOfMeasureKey,LineSequenceNumber,CustomerLineReference,RequestedDeliveryDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
293,SOL000293,64,173,92,13,4,293,SalesOrderLine-CustomerLineReference-293,2020-10-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87e2c90d9d705272a3e0aafa8e498a9e87e2c90d9d705272a3e0aafa8e498a9e
294,SOL000294,389,364,189,3,5,294,SalesOrderLine-CustomerLineReference-294,2020-10-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68a8277d65c854d1976193fa995753ff68a8277d65c854d1976193fa995753ff
295,SOL000295,197,111,78,6,3,295,SalesOrderLine-CustomerLineReference-295,2020-10-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b88630d75e8508391a3d08b61cb1dac7b88630d75e8508391a3d08b61cb1dac
296,SOL000296,289,483,471,9,2,296,SalesOrderLine-CustomerLineReference-296,2020-10-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a385b4b7bcc56a1b6f20e64e597a78e5a385b4b7bcc56a1b6f20e64e597a78e
297,SOL000297,190,12,295,7,3,297,SalesOrderLine-CustomerLineReference-297,2020-10-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7df47a7920425df29f5472cf800590467df47a7920425df29f5472cf80059046
298,SOL000298,145,428,491,13,5,298,SalesOrderLine-CustomerLineReference-298,2020-10-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d7c6398600c54eea7e17c64b8023bc70d7c6398600c54eea7e17c64b8023bc7
299,SOL000299,280,408,163,10,3,299,SalesOrderLine-CustomerLineReference-299,2020-10-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dda1086ccb3d577390a2bc56c53a49b6dda1086ccb3d577390a2bc56c53a49b6
300,SOL000300,172,394,30,8,2,300,SalesOrderLine-CustomerLineReference-300,2020-10-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ba0efd7f42f560888d8316bea0b3b1a5ba0efd7f42f560888d8316bea0b3b1a
301,SOL000301,78,120,60,13,5,301,SalesOrderLine-CustomerLineReference-301,2020-10-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71763d91d61654f1806ffb3b612cdb0f71763d91d61654f1806ffb3b612cdb0f
302,SOL000302,105,324,478,14,3,302,SalesOrderLine-CustomerLineReference-302,2020-10-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b77c49dbc99651ccb10f5e2740071e25b77c49dbc99651ccb10f5e2740071e25
303,SOL000303,45,312,160,5,1,303,SalesOrderLine-CustomerLineReference-303,2020-10-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49ac49fd8df55525a8eaf12c365b384b49ac49fd8df55525a8eaf12c365b384b
304,SOL000304,162,164,92,3,3,304,SalesOrderLine-CustomerLineReference-304,2020-10-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ade2d226871852b0b2ac49315007d7f1ade2d226871852b0b2ac49315007d7f1
305,SOL000305,488,491,366,3,5,305,SalesOrderLine-CustomerLineReference-305,2020-11-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02290aee8ef95c3ba7a8c772f8f7197102290aee8ef95c3ba7a8c772f8f71971
306,SOL000306,57,86,51,3,3,306,SalesOrderLine-CustomerLineReference-306,2020-11-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,264a46fe13f45e0fb228f7358cfbc643264a46fe13f45e0fb228f7358cfbc643
307,SOL000307,55,433,269,5,3,307,SalesOrderLine-CustomerLineReference-307,2020-11-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,851b7e30538f5742a021718c62e7a233851b7e30538f5742a021718c62e7a233
308,SOL000308,287,484,375,12,2,308,SalesOrderLine-CustomerLineReference-308,2020-11-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21e6a39ddeb9583f8edd947929d9ea7d21e6a39ddeb9583f8edd947929d9ea7d
309,SOL000309,470,145,407,5,2,309,SalesOrderLine-CustomerLineReference-309,2020-11-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f85f6d916584580a9079440e132bc864f85f6d916584580a9079440e132bc864
310,SOL000310,352,104,270,13,3,310,SalesOrderLine-CustomerLineReference-310,2020-11-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85bdcf2932fe5e428f59d9d1eaba744985bdcf2932fe5e428f59d9d1eaba7449
311,SOL000311,467,312,386,7,4,311,SalesOrderLine-CustomerLineReference-311,2020-11-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97e70634dd1a5b479f0cc2c2769d6a5c97e70634dd1a5b479f0cc2c2769d6a5c
312,SOL000312,342,200,3,13,7,312,SalesOrderLine-CustomerLineReference-312,2020-11-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e37b53c3180d510891429a2fb18d1ab1e37b53c3180d510891429a2fb18d1ab1
313,SOL000313,118,401,344,6,3,313,SalesOrderLine-CustomerLineReference-313,2020-11-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da12bbe11e495e42a25fa72c4a585339da12bbe11e495e42a25fa72c4a585339
314,SOL000314,26,38,69,7,6,314,SalesOrderLine-CustomerLineReference-314,2020-11-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ad5e4d5420e5429a60b9ecd10bc276f2ad5e4d5420e5429a60b9ecd10bc276f
315,SOL000315,227,319,153,14,5,315,SalesOrderLine-CustomerLineReference-315,2020-11-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a36082baa6945549ac5cbb309ea804a2a36082baa6945549ac5cbb309ea804a2
316,SOL000316,486,366,193,3,5,316,SalesOrderLine-CustomerLineReference-316,2020-11-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a8492cac2d658fb85fd040a1e50f7d71a8492cac2d658fb85fd040a1e50f7d7
317,SOL000317,223,123,423,11,3,317,SalesOrderLine-CustomerLineReference-317,2020-11-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca7a0ab241945769b471509b27a752feca7a0ab241945769b471509b27a752fe
318,SOL000318,315,15,89,9,5,318,SalesOrderLine-CustomerLineReference-318,2020-11-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ee8189695e659dd9692b695081c2b971ee8189695e659dd9692b695081c2b97
319,SOL000319,475,176,4,5,6,319,SalesOrderLine-CustomerLineReference-319,2020-11-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0f0773e19e2550b9c80a6af40c87bb9b0f0773e19e2550b9c80a6af40c87bb9
320,SOL000320,487,438,412,8,3,320,SalesOrderLine-CustomerLineReference-320,2020-11-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91ecec521cce513ba2eb35b5fa9bed3b91ecec521cce513ba2eb35b5fa9bed3b
321,SOL000321,427,299,21,11,7,321,SalesOrderLine-CustomerLineReference-321,2020-11-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec200c0eafe75fc8898c083224c732bdec200c0eafe75fc8898c083224c732bd
322,SOL000322,459,381,277,13,2,322,SalesOrderLine-CustomerLineReference-322,2020-11-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65e5663b7ccf5d39990632f9fe63819c65e5663b7ccf5d39990632f9fe63819c
323,SOL000323,80,236,46,9,4,323,SalesOrderLine-CustomerLineReference-323,2020-11-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a22fd0d638d5232b2e599ae4d9a7b635a22fd0d638d5232b2e599ae4d9a7b63
324,SOL000324,81,323,226,4,6,324,SalesOrderLine-CustomerLineReference-324,2020-11-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,153b60dc30b4550f9ca28b90aeaf4fd4153b60dc30b4550f9ca28b90aeaf4fd4
325,SOL000325,205,199,183,11,2,325,SalesOrderLine-CustomerLineReference-325,2020-11-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e75d82db90b85548aaddce794675ced5e75d82db90b85548aaddce794675ced5
326,SOL000326,101,22,450,5,4,326,SalesOrderLine-CustomerLineReference-326,2020-11-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10f9717eb4e65deca9056cb50865d3ea10f9717eb4e65deca9056cb50865d3ea
327,SOL000327,152,466,289,3,3,327,SalesOrderLine-CustomerLineReference-327,2020-11-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6eaa014285c6576a9ebc56efb4c1bbfe6eaa014285c6576a9ebc56efb4c1bbfe
328,SOL000328,367,251,128,5,1,328,SalesOrderLine-CustomerLineReference-328,2020-11-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bacf3fd416e5ab98b8df3659e3911758bacf3fd416e5ab98b8df3659e391175
329,SOL000329,408,424,315,5,6,329,SalesOrderLine-CustomerLineReference-329,2020-11-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b3e24d71cf756a49d097b1bac02f3091b3e24d71cf756a49d097b1bac02f309
330,SOL000330,85,197,35,6,6,330,SalesOrderLine-CustomerLineReference-330,2020-11-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dba4b28ba8225d06b9dee049d284abbcdba4b28ba8225d06b9dee049d284abbc
331,SOL000331,290,321,440,1,6,331,SalesOrderLine-CustomerLineReference-331,2020-11-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2519f7e936265258ac8b049bfe40b5cd2519f7e936265258ac8b049bfe40b5cd
332,SOL000332,10,270,236,10,2,332,SalesOrderLine-CustomerLineReference-332,2020-11-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b13626ac1f653f3bd57cb1d7c9ad14d1b13626ac1f653f3bd57cb1d7c9ad14d
333,SOL000333,91,435,30,8,6,333,SalesOrderLine-CustomerLineReference-333,2020-11-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af91d6e38dc1578dbec2a1217a1bd471af91d6e38dc1578dbec2a1217a1bd471
334,SOL000334,446,438,357,1,6,334,SalesOrderLine-CustomerLineReference-334,2020-11-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd404aaaeedc5452907667f566919001cd404aaaeedc5452907667f566919001
335,SOL000335,346,91,365,14,4,335,SalesOrderLine-CustomerLineReference-335,2020-12-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c60b7e24df75eb8a84d72b272635b156c60b7e24df75eb8a84d72b272635b15
336,SOL000336,198,305,6,4,1,336,SalesOrderLine-CustomerLineReference-336,2020-12-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b09f0e07e90f51c3a6fc78017c70d535b09f0e07e90f51c3a6fc78017c70d535
337,SOL000337,48,421,92,2,5,337,SalesOrderLine-CustomerLineReference-337,2020-12-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c94e8d2573f59509e5c6831fa0f2c088c94e8d2573f59509e5c6831fa0f2c08
338,SOL000338,26,75,201,1,2,338,SalesOrderLine-CustomerLineReference-338,2020-12-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7de4ca9f59125a32b9b870c4fcc3ea447de4ca9f59125a32b9b870c4fcc3ea44
339,SOL000339,440,44,233,4,4,339,SalesOrderLine-CustomerLineReference-339,2020-12-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae0808e6f7d7538cba8ecd1822cdb1e4ae0808e6f7d7538cba8ecd1822cdb1e4
340,SOL000340,259,406,126,12,6,340,SalesOrderLine-CustomerLineReference-340,2020-12-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc6e29086767599f83471a4983d40273fc6e29086767599f83471a4983d40273
341,SOL000341,330,188,163,8,1,341,SalesOrderLine-CustomerLineReference-341,2020-12-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,69f2ecccf97852338644fc73d2ed8e5f69f2ecccf97852338644fc73d2ed8e5f
342,SOL000342,37,182,129,9,2,342,SalesOrderLine-CustomerLineReference-342,2020-12-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fce0a73a29375896b0d2a63109769f4bfce0a73a29375896b0d2a63109769f4b
343,SOL000343,347,274,389,5,7,343,SalesOrderLine-CustomerLineReference-343,2020-12-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db2e25ee9f5951e8b59db6f77f7ab303db2e25ee9f5951e8b59db6f77f7ab303
344,SOL000344,448,25,259,14,6,344,SalesOrderLine-CustomerLineReference-344,2020-12-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4396dde76585573382191c2998a054fc4396dde76585573382191c2998a054fc
345,SOL000345,247,469,388,6,5,345,SalesOrderLine-CustomerLineReference-345,2020-12-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6237ed50d07f5443b81e2b73ef2dddab6237ed50d07f5443b81e2b73ef2dddab
346,SOL000346,92,418,283,8,2,346,SalesOrderLine-CustomerLineReference-346,2020-12-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9670b5630f195147af9c47dcc1905ef39670b5630f195147af9c47dcc1905ef3
347,SOL000347,451,481,243,14,3,347,SalesOrderLine-CustomerLineReference-347,2020-12-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b8c7d2ff3ae5bebaa9a6b99c40a829a8b8c7d2ff3ae5bebaa9a6b99c40a829a
348,SOL000348,298,452,377,7,3,348,SalesOrderLine-CustomerLineReference-348,2020-12-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01babacdddb05aa9a0491c2c96e8bb5901babacdddb05aa9a0491c2c96e8bb59
349,SOL000349,14,171,310,7,5,349,SalesOrderLine-CustomerLineReference-349,2020-12-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8b0df54eabe5f0985521fa8df004a10d8b0df54eabe5f0985521fa8df004a10
350,SOL000350,82,351,91,2,6,350,SalesOrderLine-CustomerLineReference-350,2020-12-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9be86c71f1cb548ebc89de6a5ed6da979be86c71f1cb548ebc89de6a5ed6da97
351,SOL000351,373,270,12,11,1,351,SalesOrderLine-CustomerLineReference-351,2020-12-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce308c7e64f85466be2bd87eb6970ab4ce308c7e64f85466be2bd87eb6970ab4
352,SOL000352,382,44,140,13,6,352,SalesOrderLine-CustomerLineReference-352,2020-12-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc582b70251d5bd18496c08d4906afb1fc582b70251d5bd18496c08d4906afb1
353,SOL000353,476,264,436,10,6,353,SalesOrderLine-CustomerLineReference-353,2020-12-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20efac2489b859fbb9faee3c968c9dec20efac2489b859fbb9faee3c968c9dec
354,SOL000354,17,465,423,12,6,354,SalesOrderLine-CustomerLineReference-354,2020-12-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2876cc81632e50bdacd1158e6f3bd27b2876cc81632e50bdacd1158e6f3bd27b
355,SOL000355,40,394,221,11,3,355,SalesOrderLine-CustomerLineReference-355,2020-12-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01809aaa5ef25e2a968e32af4c14831401809aaa5ef25e2a968e32af4c148314
356,SOL000356,298,447,398,4,1,356,SalesOrderLine-CustomerLineReference-356,2020-12-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,968f1df361445193b981d71cfad46a6b968f1df361445193b981d71cfad46a6b
357,SOL000357,492,249,16,13,6,357,SalesOrderLine-CustomerLineReference-357,2020-12-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a664ff8b4f2854aeb56e254faab543eaa664ff8b4f2854aeb56e254faab543ea
358,SOL000358,34,328,216,12,1,358,SalesOrderLine-CustomerLineReference-358,2020-12-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37d73cdb09345eaa8f0ac2eff3bd1cb237d73cdb09345eaa8f0ac2eff3bd1cb2
359,SOL000359,236,39,237,10,1,359,SalesOrderLine-CustomerLineReference-359,2020-12-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26973246ad9f5c6c8a5f970f178effc526973246ad9f5c6c8a5f970f178effc5
360,SOL000360,470,346,372,7,7,360,SalesOrderLine-CustomerLineReference-360,2020-12-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8a5b80509aa53ea8dd457b11898aabdd8a5b80509aa53ea8dd457b11898aabd
361,SOL000361,57,221,210,13,6,361,SalesOrderLine-CustomerLineReference-361,2020-12-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,586a65a8436c559bb2fa80d1e3a4526e586a65a8436c559bb2fa80d1e3a4526e
362,SOL000362,24,333,393,7,7,362,SalesOrderLine-CustomerLineReference-362,2020-12-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae8e3c66556a5527afa1d4c439e20042ae8e3c66556a5527afa1d4c439e20042
363,SOL000363,25,85,302,10,1,363,SalesOrderLine-CustomerLineReference-363,2020-12-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d00202fb5dc95f3e9aaedb8ec571af4bd00202fb5dc95f3e9aaedb8ec571af4b
364,SOL000364,175,499,132,10,5,364,SalesOrderLine-CustomerLineReference-364,2020-12-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f3c8de4906b50189e89a83759a0dbfa0f3c8de4906b50189e89a83759a0dbfa
365,SOL000365,367,240,457,13,2,365,SalesOrderLine-CustomerLineReference-365,2020-12-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d700c345814581a89de7e18c93298252d700c345814581a89de7e18c9329825
366,SOL000366,31,13,12,12,3,366,SalesOrderLine-CustomerLineReference-366,2021-01-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42073731a50853ffaa5eec9fbe65f59242073731a50853ffaa5eec9fbe65f592
367,SOL000367,61,474,136,6,6,367,SalesOrderLine-CustomerLineReference-367,2021-01-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,112f26899479588db3c9688d382358d5112f26899479588db3c9688d382358d5
368,SOL000368,266,341,456,11,6,368,SalesOrderLine-CustomerLineReference-368,2021-01-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b5cd778137a5b6e8677102a7ab26c015b5cd778137a5b6e8677102a7ab26c01
369,SOL000369,397,216,387,8,4,369,SalesOrderLine-CustomerLineReference-369,2021-01-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b5b00845e1658e4bf759775a88b648b9b5b00845e1658e4bf759775a88b648b
370,SOL000370,96,209,451,8,4,370,SalesOrderLine-CustomerLineReference-370,2021-01-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf99b287a4cb5c5880842b9adf8b3e8acf99b287a4cb5c5880842b9adf8b3e8a
371,SOL000371,263,194,224,8,7,371,SalesOrderLine-CustomerLineReference-371,2021-01-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7b6de264833510d881542aa7cdc0c00f7b6de264833510d881542aa7cdc0c00
372,SOL000372,54,430,141,13,2,372,SalesOrderLine-CustomerLineReference-372,2021-01-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,024ef0fd76e850d4a831541879640136024ef0fd76e850d4a831541879640136
373,SOL000373,58,400,105,10,1,373,SalesOrderLine-CustomerLineReference-373,2021-01-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e14692e69c3591e96da09cc40fc5b013e14692e69c3591e96da09cc40fc5b01
374,SOL000374,188,6,291,5,7,374,SalesOrderLine-CustomerLineReference-374,2021-01-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d0454a3fa2458789df2ab82cd5479095d0454a3fa2458789df2ab82cd547909
375,SOL000375,202,7,280,7,1,375,SalesOrderLine-CustomerLineReference-375,2021-01-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce5b371f7c8756fa8a0b5ff59ec2caa0ce5b371f7c8756fa8a0b5ff59ec2caa0
376,SOL000376,5,282,380,1,7,376,SalesOrderLine-CustomerLineReference-376,2021-01-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,889a3921440358889843edef6dd9955c889a3921440358889843edef6dd9955c
377,SOL000377,38,160,189,14,3,377,SalesOrderLine-CustomerLineReference-377,2021-01-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe6f383809ec51a89d62e98037a6415efe6f383809ec51a89d62e98037a6415e
378,SOL000378,323,80,291,8,4,378,SalesOrderLine-CustomerLineReference-378,2021-01-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc7b57476fcd545a80e90aaf840ed1d4fc7b57476fcd545a80e90aaf840ed1d4
379,SOL000379,35,55,77,11,2,379,SalesOrderLine-CustomerLineReference-379,2021-01-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad7b0a4158a65017aae62c4c783e19edad7b0a4158a65017aae62c4c783e19ed
380,SOL000380,110,471,257,3,6,380,SalesOrderLine-CustomerLineReference-380,2021-01-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80888b81014d580abea22c586479d90480888b81014d580abea22c586479d904
381,SOL000381,76,479,200,5,6,381,SalesOrderLine-CustomerLineReference-381,2021-01-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a048f137634854e7971d243ae5665a34a048f137634854e7971d243ae5665a34
382,SOL000382,356,323,419,13,7,382,SalesOrderLine-CustomerLineReference-382,2021-01-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9ba389728e0586ca16dd159699c7a25e9ba389728e0586ca16dd159699c7a25
383,SOL000383,262,326,92,7,4,383,SalesOrderLine-CustomerLineReference-383,2021-01-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d23873a942f5c1e8b1003bb3e39786d1d23873a942f5c1e8b1003bb3e39786d
384,SOL000384,14,239,259,14,1,384,SalesOrderLine-CustomerLineReference-384,2021-01-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74b27af3fe7453ee9d39e610a45bd49274b27af3fe7453ee9d39e610a45bd492
385,SOL000385,140,270,135,5,5,385,SalesOrderLine-CustomerLineReference-385,2021-01-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21bb37d9da6d5592b90e7f4310712f5921bb37d9da6d5592b90e7f4310712f59
386,SOL000386,253,163,271,14,1,386,SalesOrderLine-CustomerLineReference-386,2021-01-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b99ed0a268e4508d9e03ac34a324966db99ed0a268e4508d9e03ac34a324966d
387,SOL000387,372,273,54,9,3,387,SalesOrderLine-CustomerLineReference-387,2021-01-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb4fcc844c06502099abf3170eef6c7dcb4fcc844c06502099abf3170eef6c7d
388,SOL000388,348,64,241,11,3,388,SalesOrderLine-CustomerLineReference-388,2021-01-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c46d248dc505e9aa52674049d17a2c02c46d248dc505e9aa52674049d17a2c0
389,SOL000389,475,340,347,11,2,389,SalesOrderLine-CustomerLineReference-389,2021-01-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26d91c23885c5ac49751af102a98d72626d91c23885c5ac49751af102a98d726
390,SOL000390,277,48,205,11,6,390,SalesOrderLine-CustomerLineReference-390,2021-01-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad51b7c9ee1c501890dd4479e54d4c5cad51b7c9ee1c501890dd4479e54d4c5c
