QualityInspectionLotKey,InspectionLotNumber,ProductKey,PlantKey,SupplierKey,ProductionLotKey,QualityInspectionTypeKey,QualityResultStatusKey,UnitOfMeasureKey,QualityInspectionLotName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
285,QIL000285,279,105,116,484,11,5,6,Keystone QualityInspectionLot 285,QIL000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eeb4d540a97f54d49081c01b6412bb72eeb4d540a97f54d49081c01b6412bb72
286,QIL000286,201,224,13,184,2,9,7,Keystone QualityInspectionLot 286,QIL000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,325cb0cc13055c0d9f11a2c7351ca08a325cb0cc13055c0d9f11a2c7351ca08a
287,QIL000287,11,55,429,386,7,9,7,Vertex QualityInspectionLot 287,QIL000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e15f976607565cdf86d68df4033d0e96e15f976607565cdf86d68df4033d0e96
288,QIL000288,396,142,25,485,2,9,4,Pioneer QualityInspectionLot 288,QIL000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e7ee276e47b5ac7baab6e47385dae928e7ee276e47b5ac7baab6e47385dae92
289,QIL000289,175,128,-1,-1,9,11,1,Northstar QualityInspectionLot 289,QIL000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa1e269286145bf89858e5654c8f7e59aa1e269286145bf89858e5654c8f7e59
290,QIL000290,110,74,20,234,12,5,7,Orion QualityInspectionLot 290,QIL000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,24c60960566650e9bec49f5db314cbe924c60960566650e9bec49f5db314cbe9
291,QIL000291,110,41,19,290,9,3,7,Junction QualityInspectionLot 291,QIL000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2857e3b3fe30504cbfb8d029b4cd991b2857e3b3fe30504cbfb8d029b4cd991b
292,QIL000292,208,56,99,359,4,4,6,Titan QualityInspectionLot 292,QIL000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0380612a3b085fe194f61397eaba14ae0380612a3b085fe194f61397eaba14ae
293,QIL000293,330,329,275,337,6,2,5,Unity QualityInspectionLot 293,QIL000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a299b4fb425855e9844d92d098c79f4da299b4fb425855e9844d92d098c79f4d
294,QIL000294,426,1,291,120,5,3,3,Unity QualityInspectionLot 294,QIL000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d72a4d4a87725b08a2a034d8b36d73bed72a4d4a87725b08a2a034d8b36d73be
295,QIL000295,349,124,409,158,1,4,2,Northstar QualityInspectionLot 295,QIL000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5bb3efce3305a408fe03c80bfbdbbb6a5bb3efce3305a408fe03c80bfbdbbb6
296,QIL000296,408,334,72,242,7,7,3,Titan QualityInspectionLot 296,QIL000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6f6f1f547385a468bcb66b2e971a294f6f6f1f547385a468bcb66b2e971a294
297,QIL000297,172,69,421,90,8,11,1,Forge QualityInspectionLot 297,QIL000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3cd97f21819e50c3b74c65fd0e6b8f3b3cd97f21819e50c3b74c65fd0e6b8f3b
298,QIL000298,380,227,270,186,1,5,5,Riverton QualityInspectionLot 298,QIL000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4ed916ea3da5b5f9fc07a87bbcaa98af4ed916ea3da5b5f9fc07a87bbcaa98a
299,QIL000299,280,101,411,291,2,11,1,Northstar QualityInspectionLot 299,QIL000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74b2e62055db5cee9183ce64776a0cec74b2e62055db5cee9183ce64776a0cec
300,QIL000300,280,157,77,283,3,11,5,Evergreen QualityInspectionLot 300,QIL000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bcf8b3c1b8f5759b2d1de3642f83a521bcf8b3c1b8f5759b2d1de3642f83a52
301,QIL000301,410,130,384,185,8,12,1,Atlas QualityInspectionLot 301,QIL000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c58f29209ed551a0a7b8068c7f96237bc58f29209ed551a0a7b8068c7f96237b
302,QIL000302,145,93,196,352,12,8,3,Ion QualityInspectionLot 302,QIL000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8fab1078b1e5cde81496cbb9dbc9534c8fab1078b1e5cde81496cbb9dbc9534
303,QIL000303,344,349,220,205,7,12,1,Cedar QualityInspectionLot 303,QIL000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f00cf5832de5bc6873626c0417b0d102f00cf5832de5bc6873626c0417b0d10
304,QIL000304,323,79,420,443,6,9,7,Ion QualityInspectionLot 304,QIL000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5461bb817e795f2295a81eb041672bef5461bb817e795f2295a81eb041672bef
305,QIL000305,489,240,10,254,8,11,5,Cedar QualityInspectionLot 305,QIL000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f2dd7ef3f3e5e20bee30aa294d291582f2dd7ef3f3e5e20bee30aa294d29158
306,QIL000306,479,222,-1,-1,10,11,4,Summit QualityInspectionLot 306,QIL000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a731cbe52eb579887a95b4e1ca23e973a731cbe52eb579887a95b4e1ca23e97
307,QIL000307,362,5,230,262,7,3,1,Meridian QualityInspectionLot 307,QIL000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8180a5d36e26555b822c477f210eeda98180a5d36e26555b822c477f210eeda9
308,QIL000308,143,296,67,58,6,1,4,Liberty QualityInspectionLot 308,QIL000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da995973107e5b9cb8012eff87a812f6da995973107e5b9cb8012eff87a812f6
309,QIL000309,91,174,92,250,6,7,6,Titan QualityInspectionLot 309,QIL000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbc8f26399665a19a60aafde10b6bda0fbc8f26399665a19a60aafde10b6bda0
310,QIL000310,183,287,458,396,6,5,6,Harbor QualityInspectionLot 310,QIL000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4f96aa9ef6354478d46570168de6cf0f4f96aa9ef6354478d46570168de6cf0
311,QIL000311,201,258,240,390,9,9,3,Pioneer QualityInspectionLot 311,QIL000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,503e8f4034785b549114eebb5357d3c2503e8f4034785b549114eebb5357d3c2
312,QIL000312,366,31,181,293,3,6,2,Junction QualityInspectionLot 312,QIL000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a38ad30cdfe55c41b5e0a392a863e875a38ad30cdfe55c41b5e0a392a863e875
313,QIL000313,59,324,26,277,5,9,2,Atlas QualityInspectionLot 313,QIL000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e17b546098665d0c9e517c1cd8b5411fe17b546098665d0c9e517c1cd8b5411f
314,QIL000314,467,160,106,459,10,3,1,Summit QualityInspectionLot 314,QIL000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a00262b35d3525ca248ce7b1add411b6a00262b35d3525ca248ce7b1add411b
315,QIL000315,240,275,483,146,8,6,6,Quartz QualityInspectionLot 315,QIL000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,909f09fa57d05cb69aaddb31bf81dc54909f09fa57d05cb69aaddb31bf81dc54
316,QIL000316,224,299,164,47,9,5,6,Beacon QualityInspectionLot 316,QIL000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98d25a786f9658a899d2a9a9a4bb9d7a98d25a786f9658a899d2a9a9a4bb9d7a
317,QIL000317,149,98,165,288,12,6,5,Evergreen QualityInspectionLot 317,QIL000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1360429189c75eddb377305798dd490c1360429189c75eddb377305798dd490c
318,QIL000318,445,177,255,5,6,2,2,Harbor QualityInspectionLot 318,QIL000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd13125a48a451f78f71d549c4d04573cd13125a48a451f78f71d549c4d04573
319,QIL000319,58,208,319,415,6,9,7,Harbor QualityInspectionLot 319,QIL000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83ab637bced0566bb02340c98561f89a83ab637bced0566bb02340c98561f89a
320,QIL000320,285,234,344,60,6,2,6,Meridian QualityInspectionLot 320,QIL000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,baa29b22044554668d28db443f3a3637baa29b22044554668d28db443f3a3637
321,QIL000321,366,39,137,90,8,3,1,Unity QualityInspectionLot 321,QIL000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b8ce4f2310e5225937eea39f99bd70e1b8ce4f2310e5225937eea39f99bd70e
322,QIL000322,86,316,193,71,1,11,2,Granite QualityInspectionLot 322,QIL000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,426e53bfa57e57ca8549a8bf63bacba6426e53bfa57e57ca8549a8bf63bacba6
323,QIL000323,143,264,-1,-1,11,11,2,Junction QualityInspectionLot 323,QIL000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a368ff3a9585c5faa13cbc4e6d1cb788a368ff3a9585c5faa13cbc4e6d1cb78
324,QIL000324,51,212,325,372,10,11,6,Delta QualityInspectionLot 324,QIL000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe9130340e035841b961641fd460ac10fe9130340e035841b961641fd460ac10
325,QIL000325,202,276,379,300,5,10,3,Liberty QualityInspectionLot 325,QIL000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9133f49960245345a6ec7cdc24e238ae9133f49960245345a6ec7cdc24e238ae
326,QIL000326,377,280,298,411,7,1,7,Junction QualityInspectionLot 326,QIL000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f45089ffa28751fda070812f99a439b9f45089ffa28751fda070812f99a439b9
327,QIL000327,212,79,157,329,10,3,6,Junction QualityInspectionLot 327,QIL000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b44816ec167c58778899f627a4f48eecb44816ec167c58778899f627a4f48eec
328,QIL000328,157,91,340,173,10,3,4,Atlas QualityInspectionLot 328,QIL000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9aa91b0a69fa5d69a75adec83e008cd79aa91b0a69fa5d69a75adec83e008cd7
329,QIL000329,74,27,286,119,7,2,5,Riverton QualityInspectionLot 329,QIL000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ae8c9b70ab1512f8a8cdd8871c19b6d4ae8c9b70ab1512f8a8cdd8871c19b6d
330,QIL000330,484,272,390,74,12,3,5,Pioneer QualityInspectionLot 330,QIL000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0d5879e668d505784c367f85fbb6e69c0d5879e668d505784c367f85fbb6e69
331,QIL000331,242,217,377,149,4,8,3,Ion QualityInspectionLot 331,QIL000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca9467219c5f5e1888d14ef2e82d931fca9467219c5f5e1888d14ef2e82d931f
332,QIL000332,18,18,185,482,10,11,5,Junction QualityInspectionLot 332,QIL000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c4470f73b7550bb99e85f9f228afd914c4470f73b7550bb99e85f9f228afd91
333,QIL000333,475,328,457,282,1,11,6,Vertex QualityInspectionLot 333,QIL000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b6cbe511435549981f63470bd84dc857b6cbe511435549981f63470bd84dc85
334,QIL000334,247,153,292,160,8,3,3,Zenith QualityInspectionLot 334,QIL000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a513ae7465350e0917f94dc495132667a513ae7465350e0917f94dc49513266
335,QIL000335,324,322,343,240,6,2,4,Summit QualityInspectionLot 335,QIL000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51b929dc9abc5acaa193fb52ec21116b51b929dc9abc5acaa193fb52ec21116b
336,QIL000336,237,75,256,405,10,2,4,Atlas QualityInspectionLot 336,QIL000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3f7511a75115686931ac9685d738685a3f7511a75115686931ac9685d738685
337,QIL000337,217,253,244,20,2,5,2,Delta QualityInspectionLot 337,QIL000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6f0777dab5653c8b81627e117479f5bf6f0777dab5653c8b81627e117479f5b
338,QIL000338,240,332,93,228,5,8,4,Beacon QualityInspectionLot 338,QIL000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03e3ca716bfd50fc8306d986af5da83b03e3ca716bfd50fc8306d986af5da83b
339,QIL000339,338,192,156,150,7,8,2,Junction QualityInspectionLot 339,QIL000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd3508eb98545c7bb61e700dbc1786e9fd3508eb98545c7bb61e700dbc1786e9
340,QIL000340,498,189,-1,-1,7,7,7,Vertex QualityInspectionLot 340,QIL000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99ff5001620e5497af064d7418757e2699ff5001620e5497af064d7418757e26
341,QIL000341,95,135,331,136,10,5,5,Orion QualityInspectionLot 341,QIL000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebcafa5e35055c0f95af5a5c0999c06bebcafa5e35055c0f95af5a5c0999c06b
342,QIL000342,234,59,443,370,2,9,1,Junction QualityInspectionLot 342,QIL000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5d5d6300bf850698d2d7bcac3855351c5d5d6300bf850698d2d7bcac3855351
343,QIL000343,432,230,333,249,5,6,4,Titan QualityInspectionLot 343,QIL000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1add0e90a965d52b0fa134ef82da8b5b1add0e90a965d52b0fa134ef82da8b5
344,QIL000344,325,197,415,310,1,7,7,Junction QualityInspectionLot 344,QIL000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0398d18c4595e55a36b9f11828a056ae0398d18c4595e55a36b9f11828a056a
345,QIL000345,345,19,57,247,3,10,6,Beacon QualityInspectionLot 345,QIL000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41017e168be7538f81ee85d42d07c07941017e168be7538f81ee85d42d07c079
346,QIL000346,342,227,434,371,11,6,1,Cedar QualityInspectionLot 346,QIL000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33dce22c65a1556ab0055efa65d2e30433dce22c65a1556ab0055efa65d2e304
347,QIL000347,133,171,62,185,11,2,6,Quartz QualityInspectionLot 347,QIL000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb5c0d011f8e5135805a62e5c55ee2e0eb5c0d011f8e5135805a62e5c55ee2e0
348,QIL000348,18,96,392,280,10,6,3,Cedar QualityInspectionLot 348,QIL000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af24df5ea47e5e05abde3c740daa4866af24df5ea47e5e05abde3c740daa4866
349,QIL000349,302,179,103,104,5,11,3,Beacon QualityInspectionLot 349,QIL000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,137643a4fc5151d8bdb10742c1b224cb137643a4fc5151d8bdb10742c1b224cb
350,QIL000350,418,122,359,418,10,3,7,Evergreen QualityInspectionLot 350,QIL000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c212f758555586eb7f75fac3c4c20d01c212f758555586eb7f75fac3c4c20d0
351,QIL000351,167,108,83,103,5,9,7,Forge QualityInspectionLot 351,QIL000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c2b105f153f568f8b76b61c453d1dfc5c2b105f153f568f8b76b61c453d1dfc
352,QIL000352,34,264,233,168,7,12,1,Northstar QualityInspectionLot 352,QIL000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3eeff22bbc195cd6a49e58ced8dfdc5b3eeff22bbc195cd6a49e58ced8dfdc5b
353,QIL000353,30,258,218,394,11,3,3,Quartz QualityInspectionLot 353,QIL000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f732d207c31359bb8100a6facf314240f732d207c31359bb8100a6facf314240
354,QIL000354,148,346,226,299,6,6,7,Northstar QualityInspectionLot 354,QIL000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff2a78c48d4c596ab61fbe072e863f7eff2a78c48d4c596ab61fbe072e863f7e
355,QIL000355,302,179,35,91,11,10,6,Quartz QualityInspectionLot 355,QIL000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42d62043e90c54ceb5695bc829f95ea942d62043e90c54ceb5695bc829f95ea9
356,QIL000356,52,77,285,457,2,12,5,Titan QualityInspectionLot 356,QIL000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11facfda6d4f524bb5a5967710c3592c11facfda6d4f524bb5a5967710c3592c
357,QIL000357,487,339,-1,-1,9,11,2,Unity QualityInspectionLot 357,QIL000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6eeb40b8dd4d5a05ad8b1112802e10ba6eeb40b8dd4d5a05ad8b1112802e10ba
358,QIL000358,360,159,160,259,6,4,4,Summit QualityInspectionLot 358,QIL000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1ecb376232e583a93b5e5811842f29aa1ecb376232e583a93b5e5811842f29a
359,QIL000359,495,320,16,412,2,4,7,Northstar QualityInspectionLot 359,QIL000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,867e9517c70150f49801cb1f8e0ec8ea867e9517c70150f49801cb1f8e0ec8ea
360,QIL000360,345,137,456,372,2,4,1,Junction QualityInspectionLot 360,QIL000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0ae64efe37e516a814aa08b9638927ea0ae64efe37e516a814aa08b9638927e
361,QIL000361,435,158,173,3,9,5,7,Junction QualityInspectionLot 361,QIL000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,583d57cb57825647aca67edf672f4c1d583d57cb57825647aca67edf672f4c1d
362,QIL000362,162,234,160,488,3,5,5,Junction QualityInspectionLot 362,QIL000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e84df6ac62ac561282c399d84da1fc90e84df6ac62ac561282c399d84da1fc90
363,QIL000363,74,115,58,260,9,12,3,Keystone QualityInspectionLot 363,QIL000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1028a5add45d54e19ef4f1f8617c3b141028a5add45d54e19ef4f1f8617c3b14
364,QIL000364,274,126,19,117,3,7,6,Liberty QualityInspectionLot 364,QIL000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9f67995e7725aa2931a9efac3e626e4d9f67995e7725aa2931a9efac3e626e4
365,QIL000365,200,81,132,412,7,7,4,Atlas QualityInspectionLot 365,QIL000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d65b8486ff55a50a20a0778e162c2235d65b8486ff55a50a20a0778e162c223
366,QIL000366,484,136,203,88,2,11,1,Willow QualityInspectionLot 366,QIL000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b822658110e517291357560f4beef8c3b822658110e517291357560f4beef8c
367,QIL000367,190,328,183,131,7,4,5,Liberty QualityInspectionLot 367,QIL000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,db023b266f3758aa92d36a238a6c39d1db023b266f3758aa92d36a238a6c39d1
368,QIL000368,423,198,375,493,7,12,7,Keystone QualityInspectionLot 368,QIL000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,760ad442bd7859a4b71e904e27aafdc1760ad442bd7859a4b71e904e27aafdc1
369,QIL000369,108,306,88,190,7,7,7,Atlas QualityInspectionLot 369,QIL000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8226af63ad958d6b45e6fc1e76fad6fd8226af63ad958d6b45e6fc1e76fad6f
370,QIL000370,356,1,33,119,10,8,2,Ion QualityInspectionLot 370,QIL000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b649545e98c53b5adf0a077a73bb1c17b649545e98c53b5adf0a077a73bb1c1
371,QIL000371,458,4,350,67,3,10,1,Meridian QualityInspectionLot 371,QIL000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9825084d79b54888317e1a35038aed2a9825084d79b54888317e1a35038aed2
372,QIL000372,485,294,109,95,3,7,7,Unity QualityInspectionLot 372,QIL000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65088f6da8895b2086c936cf3885226a65088f6da8895b2086c936cf3885226a
373,QIL000373,217,299,27,323,5,6,2,Junction QualityInspectionLot 373,QIL000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ddf19f1efb5531ab91e7ea7017778de4ddf19f1efb5531ab91e7ea7017778de
374,QIL000374,196,33,-1,-1,8,4,1,Titan QualityInspectionLot 374,QIL000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,939710b09b2e53658c1835f442cea8bc939710b09b2e53658c1835f442cea8bc
375,QIL000375,364,321,127,251,8,10,5,Summit QualityInspectionLot 375,QIL000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d8270ce15fb5743af226176f81bbab81d8270ce15fb5743af226176f81bbab8
376,QIL000376,473,136,137,319,6,6,5,Meridian QualityInspectionLot 376,QIL000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b9537e75df15ff8adc6b57ae594002e8b9537e75df15ff8adc6b57ae594002e
377,QIL000377,459,294,187,138,4,5,1,Orion QualityInspectionLot 377,QIL000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64adba16ac825f2f92ed259526b7047d64adba16ac825f2f92ed259526b7047d
378,QIL000378,222,184,476,87,1,12,5,Granite QualityInspectionLot 378,QIL000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f38b638b605558cba70b60a4ad86d1eef38b638b605558cba70b60a4ad86d1ee
379,QIL000379,375,186,279,484,3,11,1,Granite QualityInspectionLot 379,QIL000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd12a6e8020b596cb5cec6dcf777f242cd12a6e8020b596cb5cec6dcf777f242
