LogisticsShipmentLineKey,ShipmentLineCode,LogisticsShipmentHeaderKey,ProductKey,OriginPlantKey,LogisticsShipmentStatusKey,UnitOfMeasureKey,ShipmentLineSequenceNumber,HandlingUnitNumber,DeliveryReferenceNumber,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
327,LSL000327,486,284,310,13,7,327,LSL000327,LSL000327,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,483018c20e905bf68728e2a91d31c885483018c20e905bf68728e2a91d31c885
328,LSL000328,449,78,344,6,6,328,LSL000328,LSL000328,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61aced49765356f0817340e97c2deb5761aced49765356f0817340e97c2deb57
329,LSL000329,487,169,345,5,2,329,LSL000329,LSL000329,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5d253b4446451ba954593ccac2fe57ed5d253b4446451ba954593ccac2fe57e
330,LSL000330,258,352,69,1,5,330,LSL000330,LSL000330,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad4b7ed82acb5258ac70b1c208615954ad4b7ed82acb5258ac70b1c208615954
331,LSL000331,62,323,212,5,4,331,LSL000331,LSL000331,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54fc58a93a6c535aadc4dcaf50bce0f354fc58a93a6c535aadc4dcaf50bce0f3
332,LSL000332,271,151,193,9,4,332,LSL000332,LSL000332,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e7f15bb77b5561cafb49ff6e4e1c0df0e7f15bb77b5561cafb49ff6e4e1c0df
333,LSL000333,405,433,105,9,1,333,LSL000333,LSL000333,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e7fd23a9c1659708dce2e0a787b9a0d3e7fd23a9c1659708dce2e0a787b9a0d
334,LSL000334,322,6,348,9,5,334,LSL000334,LSL000334,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,042eb74f95cb5a5296034f5bf17a814e042eb74f95cb5a5296034f5bf17a814e
335,LSL000335,142,313,115,4,2,335,LSL000335,LSL000335,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78ca22698c50558bbed3bd858f64405378ca22698c50558bbed3bd858f644053
336,LSL000336,408,361,320,5,6,336,LSL000336,LSL000336,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e4d22fe33225daaab207a5887e206711e4d22fe33225daaab207a5887e20671
337,LSL000337,368,252,42,10,4,337,LSL000337,LSL000337,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b5a48434f4a5dd7b9fa7d8aebc099050b5a48434f4a5dd7b9fa7d8aebc09905
338,LSL000338,155,32,156,4,7,338,LSL000338,LSL000338,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99488379a17655f1b04fba4bf3d7bdad99488379a17655f1b04fba4bf3d7bdad
339,LSL000339,51,111,206,5,1,339,LSL000339,LSL000339,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebca040e0bbe5b799b042005e5d85d4febca040e0bbe5b799b042005e5d85d4f
340,LSL000340,19,193,-1,10,5,340,LSL000340,LSL000340,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b02b7ade08de5aefa4d377a147a234f0b02b7ade08de5aefa4d377a147a234f0
341,LSL000341,2,344,20,1,2,341,LSL000341,LSL000341,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae0b1bd6e25d559cb7b7ce6117c2deccae0b1bd6e25d559cb7b7ce6117c2decc
342,LSL000342,170,388,149,6,4,342,LSL000342,LSL000342,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f9471f22198571d9f65a9430ff40b124f9471f22198571d9f65a9430ff40b12
343,LSL000343,176,272,37,12,4,343,LSL000343,LSL000343,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca63b81399a9564cb8ba9e5bc084b1ceca63b81399a9564cb8ba9e5bc084b1ce
344,LSL000344,344,120,336,5,7,344,LSL000344,LSL000344,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17960ea065775402a0072dd613d658fa17960ea065775402a0072dd613d658fa
345,LSL000345,318,285,348,8,2,345,LSL000345,LSL000345,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67915e3fff5c5b418510a0488bca324c67915e3fff5c5b418510a0488bca324c
346,LSL000346,197,336,67,4,4,346,LSL000346,LSL000346,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2883d7e49e7c572f8d67bff600267eea2883d7e49e7c572f8d67bff600267eea
347,LSL000347,52,401,6,12,6,347,LSL000347,LSL000347,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00309d1638365cfab5a931330914e22900309d1638365cfab5a931330914e229
348,LSL000348,381,19,343,11,6,348,LSL000348,LSL000348,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c141b12bac150ff97b350e7e79b7cfa6c141b12bac150ff97b350e7e79b7cfa
349,LSL000349,413,67,163,1,2,349,LSL000349,LSL000349,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a3b4d46101a5c41acdf38d17e59a2ea0a3b4d46101a5c41acdf38d17e59a2ea
350,LSL000350,57,340,110,14,7,350,LSL000350,LSL000350,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a564fd23c87459b4b36c303fbaeebe0ba564fd23c87459b4b36c303fbaeebe0b
351,LSL000351,454,149,178,8,5,351,LSL000351,LSL000351,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6347dd4d3f415d5fb308bfb07a31f4a16347dd4d3f415d5fb308bfb07a31f4a1
352,LSL000352,71,332,56,8,1,352,LSL000352,LSL000352,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,942f54fac4ba59448ec8a2c2f4d55742942f54fac4ba59448ec8a2c2f4d55742
353,LSL000353,1,1,268,10,2,353,LSL000353,LSL000353,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22d6d581551c571fa79364a30278e65d22d6d581551c571fa79364a30278e65d
354,LSL000354,42,111,140,1,5,354,LSL000354,LSL000354,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63e776248756559b956e0b0c54fae24a63e776248756559b956e0b0c54fae24a
355,LSL000355,24,396,186,2,7,355,LSL000355,LSL000355,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,959388a558645a498755c4d2fb660ff1959388a558645a498755c4d2fb660ff1
356,LSL000356,434,126,2,13,2,356,LSL000356,LSL000356,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1c16154b1b85e77b1f9e66011ec8213e1c16154b1b85e77b1f9e66011ec8213
357,LSL000357,382,112,-1,2,5,357,LSL000357,LSL000357,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04661c409cc856a8bf3d1c57faebad0704661c409cc856a8bf3d1c57faebad07
358,LSL000358,251,159,131,8,7,358,LSL000358,LSL000358,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ef18e7cf3ab53e2bd72639c94d521ac5ef18e7cf3ab53e2bd72639c94d521ac
359,LSL000359,159,343,342,14,3,359,LSL000359,LSL000359,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdf35f898d235a64b7fd0fcfdfb8ed5bfdf35f898d235a64b7fd0fcfdfb8ed5b
360,LSL000360,226,97,156,12,7,360,LSL000360,LSL000360,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4d17d060374585f8cbfbd64ff2fe5b0b4d17d060374585f8cbfbd64ff2fe5b0
361,LSL000361,328,130,167,6,1,361,LSL000361,LSL000361,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5611d391684f572f84170f86837ac3255611d391684f572f84170f86837ac325
362,LSL000362,285,224,258,10,7,362,LSL000362,LSL000362,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c41d17573fb25106b372a1a4f1ab566bc41d17573fb25106b372a1a4f1ab566b
363,LSL000363,169,175,169,2,5,363,LSL000363,LSL000363,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0ad32f167c6583cb7d9054942d70559b0ad32f167c6583cb7d9054942d70559
364,LSL000364,77,153,310,14,5,364,LSL000364,LSL000364,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba91254eb7d1546aa8a5d396483432baba91254eb7d1546aa8a5d396483432ba
365,LSL000365,121,321,221,13,7,365,LSL000365,LSL000365,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cea030c4a8555dc2b72d2f234ebf86c3cea030c4a8555dc2b72d2f234ebf86c3
366,LSL000366,485,411,283,11,3,366,LSL000366,LSL000366,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea68ff61c95357b2bef60c7519187febea68ff61c95357b2bef60c7519187feb
367,LSL000367,125,164,14,6,1,367,LSL000367,LSL000367,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e66ad22a189058eeb9ff0dd68b56a639e66ad22a189058eeb9ff0dd68b56a639
368,LSL000368,402,224,297,10,3,368,LSL000368,LSL000368,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,509cd34ade1a55f8899c153a4909cb2f509cd34ade1a55f8899c153a4909cb2f
369,LSL000369,399,216,157,11,2,369,LSL000369,LSL000369,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97abdf4c50695719ac17b975df46950f97abdf4c50695719ac17b975df46950f
370,LSL000370,478,59,84,13,1,370,LSL000370,LSL000370,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a88c60b796b569b8715b91ca308904e2a88c60b796b569b8715b91ca308904e
371,LSL000371,397,55,210,5,3,371,LSL000371,LSL000371,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,123bc5420dd25de6b81a07bcf015e52c123bc5420dd25de6b81a07bcf015e52c
372,LSL000372,49,312,302,6,1,372,LSL000372,LSL000372,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5fb917676fc507f97b3df08a0114688b5fb917676fc507f97b3df08a0114688
373,LSL000373,402,55,54,7,4,373,LSL000373,LSL000373,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d5b4877fe025cc1810522b6ed17bef15d5b4877fe025cc1810522b6ed17bef1
374,LSL000374,365,281,-1,8,1,374,LSL000374,LSL000374,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3eda065f8ec594e8657a8ee113bde96f3eda065f8ec594e8657a8ee113bde96
375,LSL000375,118,215,64,8,5,375,LSL000375,LSL000375,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5fc08f00703451cbb45b70803fbae6e45fc08f00703451cbb45b70803fbae6e4
376,LSL000376,141,115,281,10,5,376,LSL000376,LSL000376,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b6e8b78c9995e1f848cd0d138a13cd07b6e8b78c9995e1f848cd0d138a13cd0
377,LSL000377,261,92,33,5,2,377,LSL000377,LSL000377,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,423ff78003bd5f4da56328a73e9c6b4c423ff78003bd5f4da56328a73e9c6b4c
378,LSL000378,249,186,284,7,7,378,LSL000378,LSL000378,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b749ad4b709505c8d73463169affc6f9b749ad4b709505c8d73463169affc6f
379,LSL000379,421,414,336,8,7,379,LSL000379,LSL000379,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,28b049b1e231519991691ce7cb31761b28b049b1e231519991691ce7cb31761b
380,LSL000380,36,449,222,8,7,380,LSL000380,LSL000380,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a49413d5e2852d4bbf0bf44b98bc5f27a49413d5e2852d4bbf0bf44b98bc5f2
381,LSL000381,484,486,291,14,3,381,LSL000381,LSL000381,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eec4be3562c3550c9ce631ef44a9c0bceec4be3562c3550c9ce631ef44a9c0bc
382,LSL000382,239,261,187,7,4,382,LSL000382,LSL000382,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,85ec4778c95e564e9ef3a0a341a9e0c585ec4778c95e564e9ef3a0a341a9e0c5
383,LSL000383,434,52,93,14,4,383,LSL000383,LSL000383,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c2f5c837d945fa888fac7519c4599ba7c2f5c837d945fa888fac7519c4599ba
384,LSL000384,433,261,300,2,5,384,LSL000384,LSL000384,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9944732f393f5e60ba26e6e5ebbbc4f79944732f393f5e60ba26e6e5ebbbc4f7
385,LSL000385,209,465,85,4,4,385,LSL000385,LSL000385,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2a67d59ce3c590692fcef6af63b9d9dc2a67d59ce3c590692fcef6af63b9d9d
386,LSL000386,112,365,118,5,4,386,LSL000386,LSL000386,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,979da1d0207e5e499aebfee79e616ce7979da1d0207e5e499aebfee79e616ce7
387,LSL000387,202,170,237,12,7,387,LSL000387,LSL000387,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36dccaf4894c5d27a63dd7629540f04936dccaf4894c5d27a63dd7629540f049
388,LSL000388,456,435,31,14,5,388,LSL000388,LSL000388,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b9f707372365cf3a324bc857efc1c0b2b9f707372365cf3a324bc857efc1c0b
389,LSL000389,409,112,214,13,5,389,LSL000389,LSL000389,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1be2f13cca1951b9a3666b66e75c5e021be2f13cca1951b9a3666b66e75c5e02
390,LSL000390,222,142,210,8,7,390,LSL000390,LSL000390,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1979b9b0e6ac5d7d8454dab340013ec41979b9b0e6ac5d7d8454dab340013ec4
391,LSL000391,116,252,-1,2,6,391,LSL000391,LSL000391,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9dc08b7b47e25774b4371e0c8c8643049dc08b7b47e25774b4371e0c8c864304
392,LSL000392,406,485,36,1,7,392,LSL000392,LSL000392,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1040a26563fc5e25acc43188cc91c4c11040a26563fc5e25acc43188cc91c4c1
393,LSL000393,79,187,80,7,4,393,LSL000393,LSL000393,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9607adf7b91b56be80058673eed3a0e29607adf7b91b56be80058673eed3a0e2
394,LSL000394,77,319,185,3,3,394,LSL000394,LSL000394,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ef14bdee70c57f99b06af56bdec01392ef14bdee70c57f99b06af56bdec0139
395,LSL000395,134,297,202,11,5,395,LSL000395,LSL000395,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b91f4ada98d659c8a51b91c6fac7b1eeb91f4ada98d659c8a51b91c6fac7b1ee
396,LSL000396,366,141,98,7,5,396,LSL000396,LSL000396,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb70897ba4c45119a918c0cc41d3640ebb70897ba4c45119a918c0cc41d3640e
397,LSL000397,129,5,55,4,5,397,LSL000397,LSL000397,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88104d0526c1579aae6aa76912de848888104d0526c1579aae6aa76912de8488
398,LSL000398,246,399,136,11,6,398,LSL000398,LSL000398,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad778871ddb85646b6b4d8dcf18290a0ad778871ddb85646b6b4d8dcf18290a0
399,LSL000399,180,159,308,1,7,399,LSL000399,LSL000399,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,246e12a57db15ff69d870e8c0e5e18ba246e12a57db15ff69d870e8c0e5e18ba
400,LSL000400,182,226,313,8,4,400,LSL000400,LSL000400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed893ef0a2dc565ab444cdf3d7d0de18ed893ef0a2dc565ab444cdf3d7d0de18
401,LSL000401,390,145,300,3,3,401,LSL000401,LSL000401,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4821d87156cc57af8d105ef9666a3dcd4821d87156cc57af8d105ef9666a3dcd
402,LSL000402,495,374,11,10,1,402,LSL000402,LSL000402,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e0ee302090a5c90a1d24bd21a187d3f8e0ee302090a5c90a1d24bd21a187d3f
403,LSL000403,220,277,198,4,5,403,LSL000403,LSL000403,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a55386b5d33593f814b6f4e82fd0cc03a55386b5d33593f814b6f4e82fd0cc0
404,LSL000404,214,159,31,2,7,404,LSL000404,LSL000404,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a74e2ed1073b53118b0d0e8ae4799a55a74e2ed1073b53118b0d0e8ae4799a55
405,LSL000405,437,437,52,12,4,405,LSL000405,LSL000405,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33e9b3fe263f56ecbcbf2e15d64ef46733e9b3fe263f56ecbcbf2e15d64ef467
406,LSL000406,498,90,100,14,1,406,LSL000406,LSL000406,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dadb8ac5ae8759ebafa3b52ea9c8f355dadb8ac5ae8759ebafa3b52ea9c8f355
407,LSL000407,330,282,5,1,7,407,LSL000407,LSL000407,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0999606b0a285e78a45dcd8efb4d3fcb0999606b0a285e78a45dcd8efb4d3fcb
408,LSL000408,466,229,-1,9,6,408,LSL000408,LSL000408,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d6d51044055573a83c3e74f115c95462d6d51044055573a83c3e74f115c9546
409,LSL000409,291,36,241,10,6,409,LSL000409,LSL000409,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca50e8afe4555d2198372f82be67b56eca50e8afe4555d2198372f82be67b56e
410,LSL000410,450,210,168,14,4,410,LSL000410,LSL000410,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d74489ad5cca5f8ca308bd180e1bdd43d74489ad5cca5f8ca308bd180e1bdd43
411,LSL000411,393,447,215,3,3,411,LSL000411,LSL000411,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5deb29fe17285e3ea9c4c4a474b89fea5deb29fe17285e3ea9c4c4a474b89fea
412,LSL000412,282,368,273,12,5,412,LSL000412,LSL000412,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4be51d7183955010a691146e1cea463e4be51d7183955010a691146e1cea463e
413,LSL000413,36,326,1,5,6,413,LSL000413,LSL000413,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15479b784d2f59e28feae16211b2898c15479b784d2f59e28feae16211b2898c
414,LSL000414,192,137,200,2,2,414,LSL000414,LSL000414,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da4bfdcbf8dd5e47bfc78bb329bd22a3da4bfdcbf8dd5e47bfc78bb329bd22a3
415,LSL000415,366,338,196,4,3,415,LSL000415,LSL000415,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c20ee127c2ae5fcbabfb1ec5026fc894c20ee127c2ae5fcbabfb1ec5026fc894
416,LSL000416,345,47,127,7,3,416,LSL000416,LSL000416,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee25cb0809f5566ab769462d15d823d4ee25cb0809f5566ab769462d15d823d4
417,LSL000417,169,462,4,14,4,417,LSL000417,LSL000417,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b6ef39430655c3a8c799a860ad723471b6ef39430655c3a8c799a860ad72347
418,LSL000418,12,206,64,1,1,418,LSL000418,LSL000418,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96269d8b4078513f9f04f93256fdda4996269d8b4078513f9f04f93256fdda49
419,LSL000419,178,53,341,6,4,419,LSL000419,LSL000419,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40ab459856c2509d953052a811a3939540ab459856c2509d953052a811a39395
420,LSL000420,451,135,219,13,2,420,LSL000420,LSL000420,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f93603e1f9757948ec6ef3c23c9d9545f93603e1f9757948ec6ef3c23c9d954
421,LSL000421,149,491,233,10,2,421,LSL000421,LSL000421,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06cddaf2cd11501096e578ff49aa01c706cddaf2cd11501096e578ff49aa01c7
422,LSL000422,277,172,289,8,7,422,LSL000422,LSL000422,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2bf10ebbe63585ebaa533ba999cfb6dc2bf10ebbe63585ebaa533ba999cfb6d
423,LSL000423,353,297,88,7,2,423,LSL000423,LSL000423,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14e4cf30aab8544daecc14ea63668b3114e4cf30aab8544daecc14ea63668b31
424,LSL000424,198,83,287,2,6,424,LSL000424,LSL000424,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,834ed34043115a27848d96c334ff71f8834ed34043115a27848d96c334ff71f8
425,LSL000425,494,158,-1,3,4,425,LSL000425,LSL000425,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e0119b352a651ff87fab7d44565486e7e0119b352a651ff87fab7d44565486e
426,LSL000426,168,448,196,12,3,426,LSL000426,LSL000426,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c51e9a21b5cc5d47b99917a17085e95ac51e9a21b5cc5d47b99917a17085e95a
427,LSL000427,64,453,246,8,5,427,LSL000427,LSL000427,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ab31e2f39de52f0b2029cc7dc2472772ab31e2f39de52f0b2029cc7dc247277
428,LSL000428,57,2,195,12,6,428,LSL000428,LSL000428,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54500a3dbf015bb9b8c351f43d54784654500a3dbf015bb9b8c351f43d547846
429,LSL000429,225,382,261,14,4,429,LSL000429,LSL000429,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee4503d550ac51c1a650596b68d8ef21ee4503d550ac51c1a650596b68d8ef21
430,LSL000430,146,326,225,5,5,430,LSL000430,LSL000430,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7346c4be04bf5f189b4f44da1a96421d7346c4be04bf5f189b4f44da1a96421d
431,LSL000431,458,482,89,10,7,431,LSL000431,LSL000431,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25085424421056aa8059812bb06fc09225085424421056aa8059812bb06fc092
432,LSL000432,29,43,62,13,4,432,LSL000432,LSL000432,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0bc4e726e4b255599fe751c29a67c1810bc4e726e4b255599fe751c29a67c181
433,LSL000433,99,368,219,8,4,433,LSL000433,LSL000433,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8013d64ec4d5999931a60f2881cf515a8013d64ec4d5999931a60f2881cf515
434,LSL000434,108,434,273,9,4,434,LSL000434,LSL000434,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8e71d4a6f6f57ee8426f5b1fa071afaf8e71d4a6f6f57ee8426f5b1fa071afa
435,LSL000435,93,121,67,13,6,435,LSL000435,LSL000435,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0be46c8fa4d54369b8b6ee957fe5854e0be46c8fa4d54369b8b6ee957fe5854
