WorkCenterKey,WorkCenterCode,SiteKey,WorkCenterTypeKey,WorkCenterCapabilityKey,UnitOfMeasureKey,RecordStatusKey,ShiftCodeKey,WorkCenterName,WorkCenterDescription,CapacityPerHourValue,CrewSizeValue,SetupTimeMinutes,QueueTimeMinutes,FiniteCapacityFlag,BottleneckFlag,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
256,WC000256,408,40,233,5,1,7,Granite WorkCenter 256,WorkCenter starter record 256,360.7200,360.72,261.0000,261.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bd7a73ef1a157f29941ca28949331b18bd7a73ef1a157f29941ca28949331b1
257,WC000257,54,40,358,4,2,4,Junction WorkCenter 257,WorkCenter starter record 257,362.0900,362.09,262.0000,262.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff136c9734095aa5b4baa9ca688d93ebff136c9734095aa5b4baa9ca688d93eb
258,WC000258,180,18,215,1,1,6,Cedar WorkCenter 258,WorkCenter starter record 258,363.4600,363.46,263.0000,263.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa13165923ba558e9fba71240d88b6c2aa13165923ba558e9fba71240d88b6c2
259,WC000259,371,6,390,5,4,11,Beacon WorkCenter 259,WorkCenter starter record 259,364.8300,364.83,264.0000,264.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18e9372b9d015c92b9e7705053fd2fa918e9372b9d015c92b9e7705053fd2fa9
260,WC000260,79,17,395,4,4,9,Delta WorkCenter 260,WorkCenter starter record 260,366.2000,366.20,265.0000,265.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9aceceb74b356878f6252f1d0d60e81c9aceceb74b356878f6252f1d0d60e81
261,WC000261,224,11,225,3,4,8,Evergreen WorkCenter 261,WorkCenter starter record 261,367.5700,367.57,266.0000,266.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6266fe4c6bbb54acadadcee8bda358636266fe4c6bbb54acadadcee8bda35863
262,WC000262,428,22,441,2,2,8,Unity WorkCenter 262,WorkCenter starter record 262,368.9400,368.94,267.0000,267.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4b34a8914555aca9c4e1b992ec2cf5cd4b34a8914555aca9c4e1b992ec2cf5c
263,WC000263,283,35,454,1,4,3,Zenith WorkCenter 263,WorkCenter starter record 263,370.3100,370.31,268.0000,268.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21002ce878fd5721a0666af3f6b0759c21002ce878fd5721a0666af3f6b0759c
264,WC000264,52,18,243,5,2,6,Atlas WorkCenter 264,WorkCenter starter record 264,371.6800,371.68,269.0000,269.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c4137d9e9085d8ba90ef76087053fce8c4137d9e9085d8ba90ef76087053fce
265,WC000265,95,12,434,3,4,6,Northstar WorkCenter 265,WorkCenter starter record 265,373.0500,373.05,270.0000,270.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7964c9e9c3b5db4b9b81e94249e142af7964c9e9c3b5db4b9b81e94249e142a
266,WC000266,321,10,432,1,4,8,Titan WorkCenter 266,WorkCenter starter record 266,374.4200,374.42,271.0000,271.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31ed82b45d8e5265959219687b87a58b31ed82b45d8e5265959219687b87a58b
267,WC000267,110,17,156,1,1,11,Orion WorkCenter 267,WorkCenter starter record 267,375.7900,375.79,272.0000,272.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43b4ba555bc55166809046c26c74e25a43b4ba555bc55166809046c26c74e25a
268,WC000268,160,17,462,2,1,9,Summit WorkCenter 268,WorkCenter starter record 268,377.1600,377.16,273.0000,273.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94a0591a99ff5f29a512611df2771ba594a0591a99ff5f29a512611df2771ba5
269,WC000269,388,2,426,2,4,1,Junction WorkCenter 269,WorkCenter starter record 269,378.5300,378.53,274.0000,274.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ad56eb2dfc551fcaeaf4676554697168ad56eb2dfc551fcaeaf467655469716
270,WC000270,334,13,68,4,1,3,Liberty WorkCenter 270,WorkCenter starter record 270,379.9000,379.90,275.0000,275.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd408fb290da528db3ad0dda2d748b73cd408fb290da528db3ad0dda2d748b73
271,WC000271,19,18,460,7,4,9,Titan WorkCenter 271,WorkCenter starter record 271,381.2700,381.27,276.0000,276.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac86cf4058d55af4b990e162bf35f138ac86cf4058d55af4b990e162bf35f138
272,WC000272,485,2,57,3,3,7,Granite WorkCenter 272,WorkCenter starter record 272,382.6400,382.64,277.0000,277.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1b5f4551431572fafd648fe82663f63a1b5f4551431572fafd648fe82663f63
273,WC000273,442,8,330,4,1,5,Pioneer WorkCenter 273,WorkCenter starter record 273,384.0100,384.01,278.0000,278.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f51929a92a6756339b5ce6c2d4d0ecb3f51929a92a6756339b5ce6c2d4d0ecb3
274,WC000274,58,35,424,2,2,3,Atlas WorkCenter 274,WorkCenter starter record 274,385.3800,385.38,279.0000,279.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ed2d9719c46568abd0058806225d2bf5ed2d9719c46568abd0058806225d2bf
275,WC000275,251,28,11,1,1,3,Unity WorkCenter 275,WorkCenter starter record 275,386.7500,386.75,280.0000,280.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbe3ac5c6b455271878bb46b37426579dbe3ac5c6b455271878bb46b37426579
276,WC000276,224,17,490,2,2,4,Granite WorkCenter 276,WorkCenter starter record 276,388.1200,388.12,281.0000,281.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3e303f1f036503e819b22dcf023cc83a3e303f1f036503e819b22dcf023cc83
277,WC000277,262,8,118,7,4,12,Orion WorkCenter 277,WorkCenter starter record 277,389.4900,389.49,282.0000,282.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c3a1ed3f1255f9aa9f99ef698586b1c3c3a1ed3f1255f9aa9f99ef698586b1c
278,WC000278,97,33,435,2,3,2,Northstar WorkCenter 278,WorkCenter starter record 278,390.8600,390.86,283.0000,283.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36515bb8e4bb5a2aa362496eddbb4e6a36515bb8e4bb5a2aa362496eddbb4e6a
279,WC000279,86,35,397,3,1,12,Quartz WorkCenter 279,WorkCenter starter record 279,392.2300,392.23,284.0000,284.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6af5d7151cc0537fbf435dbea2e1f7556af5d7151cc0537fbf435dbea2e1f755
280,WC000280,227,30,68,7,1,4,Cedar WorkCenter 280,WorkCenter starter record 280,393.6000,393.60,285.0000,285.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a583d692871157bdad120cef4b4eb8caa583d692871157bdad120cef4b4eb8ca
281,WC000281,278,18,263,7,1,1,Zenith WorkCenter 281,WorkCenter starter record 281,394.9700,394.97,286.0000,286.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,318c6802e1dd52ba8c8c9a8297c78b24318c6802e1dd52ba8c8c9a8297c78b24
282,WC000282,364,29,138,6,1,6,Atlas WorkCenter 282,WorkCenter starter record 282,396.3400,396.34,287.0000,287.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03ac0a0ec1475d228d524869e4a99d8603ac0a0ec1475d228d524869e4a99d86
283,WC000283,44,11,7,4,3,12,Vertex WorkCenter 283,WorkCenter starter record 283,397.7100,397.71,288.0000,288.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e66f0d799775b5b856ea2717e403fc02e66f0d799775b5b856ea2717e403fc0
284,WC000284,125,19,56,1,2,11,Ion WorkCenter 284,WorkCenter starter record 284,399.0800,399.08,289.0000,289.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0e7eb7dd21d50c6a2e4d4bffe3d652cf0e7eb7dd21d50c6a2e4d4bffe3d652c
285,WC000285,238,22,399,4,2,3,Delta WorkCenter 285,WorkCenter starter record 285,400.4500,400.45,290.0000,290.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,757986d282fc53b294fdbe5f5f073e01757986d282fc53b294fdbe5f5f073e01
286,WC000286,118,12,271,3,3,6,Quartz WorkCenter 286,WorkCenter starter record 286,401.8200,401.82,291.0000,291.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d99981c0fdae58d599712b3e5ace07ddd99981c0fdae58d599712b3e5ace07dd
287,WC000287,138,34,173,3,4,6,Cedar WorkCenter 287,WorkCenter starter record 287,403.1900,403.19,292.0000,292.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bac50c14c79057fb98f79fd716c622fcbac50c14c79057fb98f79fd716c622fc
288,WC000288,397,2,407,2,4,5,Titan WorkCenter 288,WorkCenter starter record 288,404.5600,404.56,293.0000,293.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7da719aef04b5eefb530c5e54c4e84d57da719aef04b5eefb530c5e54c4e84d5
289,WC000289,378,19,256,4,3,12,Ion WorkCenter 289,WorkCenter starter record 289,405.9300,405.93,294.0000,294.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38d73dfcf6ec52a7a0def69db6bc604f38d73dfcf6ec52a7a0def69db6bc604f
290,WC000290,299,13,12,1,3,8,Northstar WorkCenter 290,WorkCenter starter record 290,407.3000,407.30,295.0000,295.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9852e862029510cbe0679d6f419b6d2a9852e862029510cbe0679d6f419b6d2
291,WC000291,374,17,152,6,2,9,Beacon WorkCenter 291,WorkCenter starter record 291,408.6700,408.67,296.0000,296.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1352017d45835cdea58f0f27913eda401352017d45835cdea58f0f27913eda40
292,WC000292,34,34,323,5,1,4,Summit WorkCenter 292,WorkCenter starter record 292,410.0400,410.04,297.0000,297.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ff54ada9aa7576bbbaed6acc724d6df2ff54ada9aa7576bbbaed6acc724d6df
293,WC000293,93,34,36,6,4,7,Meridian WorkCenter 293,WorkCenter starter record 293,411.4100,411.41,298.0000,298.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,727d1a3f2a6d52a094a14ea5fdfbd9c3727d1a3f2a6d52a094a14ea5fdfbd9c3
294,WC000294,430,13,259,5,3,11,Liberty WorkCenter 294,WorkCenter starter record 294,412.7800,412.78,299.0000,299.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9777272bfc2c5e36ac67aa86f699f9499777272bfc2c5e36ac67aa86f699f949
295,WC000295,247,22,241,4,3,12,Cedar WorkCenter 295,WorkCenter starter record 295,414.1500,414.15,300.0000,300.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8afd42fe0a115173854ac0ab37370f4f8afd42fe0a115173854ac0ab37370f4f
296,WC000296,2,16,277,1,2,8,Northstar WorkCenter 296,WorkCenter starter record 296,415.5200,415.52,301.0000,301.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb00254748ef5e71b119b2dfc2788497eb00254748ef5e71b119b2dfc2788497
297,WC000297,33,23,117,5,4,8,Vertex WorkCenter 297,WorkCenter starter record 297,416.8900,416.89,302.0000,302.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b656b2b1d40531393478c5437923ed01b656b2b1d40531393478c5437923ed0
298,WC000298,288,28,195,6,2,7,Orion WorkCenter 298,WorkCenter starter record 298,418.2600,418.26,303.0000,303.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df3ce13f55aa5d55b679a4ef451f6235df3ce13f55aa5d55b679a4ef451f6235
299,WC000299,169,40,474,4,2,12,Keystone WorkCenter 299,WorkCenter starter record 299,419.6300,419.63,304.0000,304.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f54a5d7501653af9ffebd0c2875c3be7f54a5d7501653af9ffebd0c2875c3be
300,WC000300,97,25,213,5,1,8,Vertex WorkCenter 300,WorkCenter starter record 300,421.0000,421.00,305.0000,305.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e72aff5222650ae90afceeedaa0906d8e72aff5222650ae90afceeedaa0906d
301,WC000301,31,34,177,1,4,12,Meridian WorkCenter 301,WorkCenter starter record 301,422.3700,422.37,306.0000,306.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdeae75796a757e2ab6f2a1506411ba2cdeae75796a757e2ab6f2a1506411ba2
302,WC000302,8,6,456,4,3,5,Northstar WorkCenter 302,WorkCenter starter record 302,423.7400,423.74,307.0000,307.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31074e537f415cad8db1bc96948df8ab31074e537f415cad8db1bc96948df8ab
303,WC000303,163,28,487,5,1,5,Junction WorkCenter 303,WorkCenter starter record 303,425.1100,425.11,308.0000,308.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b826841a85d45fea824fa7d41532215cb826841a85d45fea824fa7d41532215c
304,WC000304,336,7,396,4,3,5,Summit WorkCenter 304,WorkCenter starter record 304,426.4800,426.48,309.0000,309.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31b0b4f2048453689da0d7a07d71d84b31b0b4f2048453689da0d7a07d71d84b
305,WC000305,289,2,213,2,4,3,Unity WorkCenter 305,WorkCenter starter record 305,427.8500,427.85,310.0000,310.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,20c72873292f5b9b9fe834de8fdbce4320c72873292f5b9b9fe834de8fdbce43
306,WC000306,354,35,63,3,3,1,Liberty WorkCenter 306,WorkCenter starter record 306,429.2200,429.22,311.0000,311.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c3d80c595005466b99ee4c92be8b9b73c3d80c595005466b99ee4c92be8b9b7
307,WC000307,140,26,227,7,4,10,Beacon WorkCenter 307,WorkCenter starter record 307,430.5900,430.59,312.0000,312.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb08520d81f358bdbc0afcc3032c34b8fb08520d81f358bdbc0afcc3032c34b8
308,WC000308,188,31,300,7,4,7,Beacon WorkCenter 308,WorkCenter starter record 308,431.9600,431.96,313.0000,313.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34e03a07241a513d9f666d2446505ac534e03a07241a513d9f666d2446505ac5
309,WC000309,381,12,243,4,4,1,Granite WorkCenter 309,WorkCenter starter record 309,433.3300,433.33,314.0000,314.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e621e54007c59eeaf90f0fe219e9c040e621e54007c59eeaf90f0fe219e9c04
310,WC000310,89,38,35,3,3,6,Unity WorkCenter 310,WorkCenter starter record 310,434.7000,434.70,315.0000,315.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc6e1dfa00e75beda684526b1cca0cf1bc6e1dfa00e75beda684526b1cca0cf1
311,WC000311,142,30,15,5,4,11,Liberty WorkCenter 311,WorkCenter starter record 311,436.0700,436.07,316.0000,316.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0b18d7727322510985a2f3dc04e4137a0b18d7727322510985a2f3dc04e4137a
312,WC000312,1,40,426,4,4,8,Granite WorkCenter 312,WorkCenter starter record 312,437.4400,437.44,317.0000,317.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f168ca9b32b56d59d6239ca52cbc1cc7f168ca9b32b56d59d6239ca52cbc1cc
313,WC000313,322,18,72,5,1,1,Granite WorkCenter 313,WorkCenter starter record 313,438.8100,438.81,318.0000,318.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,884a222b7a9b5dbc851985937a941bf9884a222b7a9b5dbc851985937a941bf9
314,WC000314,446,3,478,6,1,11,Evergreen WorkCenter 314,WorkCenter starter record 314,440.1800,440.18,319.0000,319.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9661803ac195673b7f06493828cc411b9661803ac195673b7f06493828cc411
315,WC000315,233,7,345,3,4,7,Cedar WorkCenter 315,WorkCenter starter record 315,441.5500,441.55,320.0000,320.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5f0e3e16d775243a793615886bafc16e5f0e3e16d775243a793615886bafc16
316,WC000316,491,21,22,2,4,10,Titan WorkCenter 316,WorkCenter starter record 316,442.9200,442.92,321.0000,321.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7e5566b006158f3b7bc69872f158e08e7e5566b006158f3b7bc69872f158e08
317,WC000317,156,13,137,5,3,6,Unity WorkCenter 317,WorkCenter starter record 317,444.2900,444.29,322.0000,322.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78a91102dd845c47ac591f1ae3d6214a78a91102dd845c47ac591f1ae3d6214a
318,WC000318,143,29,266,6,1,12,Riverton WorkCenter 318,WorkCenter starter record 318,445.6600,445.66,323.0000,323.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c89409708ff75545a9b218f9e0ed986fc89409708ff75545a9b218f9e0ed986f
319,WC000319,245,26,143,4,3,6,Pioneer WorkCenter 319,WorkCenter starter record 319,447.0300,447.03,324.0000,324.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e60f32c62a045e91a0b474986308f6bee60f32c62a045e91a0b474986308f6be
320,WC000320,384,27,82,4,2,4,Forge WorkCenter 320,WorkCenter starter record 320,448.4000,448.40,325.0000,325.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7538fa68ddf0505880e37d40fe543a3f7538fa68ddf0505880e37d40fe543a3f
321,WC000321,15,33,95,5,1,3,Quartz WorkCenter 321,WorkCenter starter record 321,449.7700,449.77,326.0000,326.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63fb1c6e581c5644b1bec4d4fc9f7fd063fb1c6e581c5644b1bec4d4fc9f7fd0
322,WC000322,131,13,260,2,1,11,Keystone WorkCenter 322,WorkCenter starter record 322,451.1400,451.14,327.0000,327.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2eebf29881db5a45a022f7f5d0e851062eebf29881db5a45a022f7f5d0e85106
323,WC000323,236,34,466,4,4,3,Summit WorkCenter 323,WorkCenter starter record 323,452.5100,452.51,328.0000,328.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6148e8b8e9e65740badca0ccd0b47fe86148e8b8e9e65740badca0ccd0b47fe8
324,WC000324,485,35,75,4,4,6,Cedar WorkCenter 324,WorkCenter starter record 324,453.8800,453.88,329.0000,329.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4142ca8fb6645d6c9baf564cbaf0965f4142ca8fb6645d6c9baf564cbaf0965f
325,WC000325,82,33,65,3,3,12,Orion WorkCenter 325,WorkCenter starter record 325,455.2500,455.25,330.0000,330.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e57b52c7a7a57e0aa618171be5bcbf54e57b52c7a7a57e0aa618171be5bcbf5
326,WC000326,129,17,45,6,3,7,Forge WorkCenter 326,WorkCenter starter record 326,456.6200,456.62,331.0000,331.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2418b5a351a859f9b0b4a614a9f213de2418b5a351a859f9b0b4a614a9f213de
327,WC000327,359,21,355,7,3,9,Beacon WorkCenter 327,WorkCenter starter record 327,457.9900,457.99,332.0000,332.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1411123a1705d3db0f2cb13a9b87e87a1411123a1705d3db0f2cb13a9b87e87
328,WC000328,145,40,369,2,3,7,Vertex WorkCenter 328,WorkCenter starter record 328,459.3600,459.36,333.0000,333.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be0e07db1506527ba8183d3c44dbfab1be0e07db1506527ba8183d3c44dbfab1
329,WC000329,457,15,277,5,3,7,Cedar WorkCenter 329,WorkCenter starter record 329,460.7300,460.73,334.0000,334.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11f32f9c95445d1894158185712e56e311f32f9c95445d1894158185712e56e3
330,WC000330,407,26,56,2,2,8,Unity WorkCenter 330,WorkCenter starter record 330,462.1000,462.10,335.0000,335.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f84f2f0701f25d91919a09ca112f9392f84f2f0701f25d91919a09ca112f9392
331,WC000331,448,5,22,5,1,4,Evergreen WorkCenter 331,WorkCenter starter record 331,463.4700,463.47,336.0000,336.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0ec99aef07f56c1b55b5ab6563628ebf0ec99aef07f56c1b55b5ab6563628eb
332,WC000332,319,40,356,5,3,2,Vertex WorkCenter 332,WorkCenter starter record 332,464.8400,464.84,337.0000,337.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f73bc3ecc2857aaa41faa701e1d32629f73bc3ecc2857aaa41faa701e1d3262
333,WC000333,132,13,92,6,4,9,Granite WorkCenter 333,WorkCenter starter record 333,466.2100,466.21,338.0000,338.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54931863dce752cd82e87b7879afb8ec54931863dce752cd82e87b7879afb8ec
334,WC000334,374,29,313,5,1,3,Quartz WorkCenter 334,WorkCenter starter record 334,467.5800,467.58,339.0000,339.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb0cef84811252afb888707dac3f5c4fbb0cef84811252afb888707dac3f5c4f
335,WC000335,126,2,157,4,3,10,Ion WorkCenter 335,WorkCenter starter record 335,468.9500,468.95,340.0000,340.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb3170fede1b5c908bbeb387d943ba32eb3170fede1b5c908bbeb387d943ba32
336,WC000336,266,26,134,6,4,12,Orion WorkCenter 336,WorkCenter starter record 336,470.3200,470.32,341.0000,341.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0c165d8595c57e2ba83c448a0cda5b2b0c165d8595c57e2ba83c448a0cda5b2
337,WC000337,345,18,457,3,3,4,Cedar WorkCenter 337,WorkCenter starter record 337,471.6900,471.69,342.0000,342.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5ec6f2dc0a053659f9682d61659afedb5ec6f2dc0a053659f9682d61659afed
338,WC000338,214,39,143,4,4,5,Cedar WorkCenter 338,WorkCenter starter record 338,473.0600,473.06,343.0000,343.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5a3b35d630a5792a3608a1f79ac35ada5a3b35d630a5792a3608a1f79ac35ad
339,WC000339,481,26,151,3,4,9,Willow WorkCenter 339,WorkCenter starter record 339,474.4300,474.43,344.0000,344.0000,1,1,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d063c0dc2fd574181e004bbd1a6978a0d063c0dc2fd574181e004bbd1a6978a
340,WC000340,434,25,283,7,3,12,Riverton WorkCenter 340,WorkCenter starter record 340,475.8000,475.80,345.0000,345.0000,0,0,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fa38a1d7cd65e4da2853884ae8f54996fa38a1d7cd65e4da2853884ae8f5499
