LogisticsDeliveryKey,DeliveryNumber,CustomerKey,ShipFromPlantKey,OriginLogisticsDockDoorKey,LogisticsShipmentStatusKey,PriorityKey,DeliveryName,RequestedDeliveryDate,DeliveryPriorityScore,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
305,LD000305,71,72,431,2,5,Atlas LogisticsDelivery 305,2020-11-01,305,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b62bc19bf4275a1a851816df923e292fb62bc19bf4275a1a851816df923e292f
306,LD000306,-1,-1,-1,4,4,Evergreen LogisticsDelivery 306,2020-11-02,306,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef1b4ff1f58f5a979f67196ce0b0f96cef1b4ff1f58f5a979f67196ce0b0f96c
307,LD000307,345,306,278,9,5,Quartz LogisticsDelivery 307,2020-11-03,307,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b589e7c9a9e75f1ba67e747e0532c7f7b589e7c9a9e75f1ba67e747e0532c7f7
308,LD000308,356,324,396,1,2,Delta LogisticsDelivery 308,2020-11-04,308,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,091d3e4878ba54b5bea5e1b4ffd28cc3091d3e4878ba54b5bea5e1b4ffd28cc3
309,LD000309,458,276,389,9,3,Titan LogisticsDelivery 309,2020-11-05,309,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03817dc0607b54dea2193f245b508c7503817dc0607b54dea2193f245b508c75
310,LD000310,435,104,318,6,4,Meridian LogisticsDelivery 310,2020-11-06,310,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fe95af833c9562abc3483f85f635aa77fe95af833c9562abc3483f85f635aa7
311,LD000311,476,113,424,10,5,Pioneer LogisticsDelivery 311,2020-11-07,311,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,107e0d47ac5e558cb6aa79563170776f107e0d47ac5e558cb6aa79563170776f
312,LD000312,176,270,411,8,4,Quartz LogisticsDelivery 312,2020-11-08,312,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,692c666ea2615365b9671104883e80a6692c666ea2615365b9671104883e80a6
313,LD000313,193,137,10,6,3,Liberty LogisticsDelivery 313,2020-11-09,313,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15834758df0c579baa07f052a383e26515834758df0c579baa07f052a383e265
314,LD000314,325,203,98,1,3,Zenith LogisticsDelivery 314,2020-11-10,314,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48f44b8e327659ae810fb02483a38b7a48f44b8e327659ae810fb02483a38b7a
315,LD000315,62,87,1,4,4,Pioneer LogisticsDelivery 315,2020-11-11,315,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7819d6897172572490d7d14958f1cb457819d6897172572490d7d14958f1cb45
316,LD000316,175,67,75,12,5,Orion LogisticsDelivery 316,2020-11-12,316,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fdaa95dc2502506d8ec8783882161c4ffdaa95dc2502506d8ec8783882161c4f
317,LD000317,482,216,495,3,2,Beacon LogisticsDelivery 317,2020-11-13,317,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d7946c4231c53e8b2deb67f33d123eb1d7946c4231c53e8b2deb67f33d123eb
318,LD000318,297,173,432,12,1,Meridian LogisticsDelivery 318,2020-11-14,318,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,774aff02e91559048ddc392df2357d14774aff02e91559048ddc392df2357d14
319,LD000319,420,117,283,8,4,Ion LogisticsDelivery 319,2020-11-15,319,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4af56add3f95b10992903e12142dfb5e4af56add3f95b10992903e12142dfb5
320,LD000320,296,71,13,1,1,Liberty LogisticsDelivery 320,2020-11-16,320,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68719fbeceb554a3b686403c9c43f9fb68719fbeceb554a3b686403c9c43f9fb
321,LD000321,109,205,8,1,5,Pioneer LogisticsDelivery 321,2020-11-17,321,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95f84d99cda15b8699b835495c66356b95f84d99cda15b8699b835495c66356b
322,LD000322,340,51,314,3,3,Liberty LogisticsDelivery 322,2020-11-18,322,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04836255829e572c87999afd2942ade704836255829e572c87999afd2942ade7
323,LD000323,-1,-1,-1,7,4,Titan LogisticsDelivery 323,2020-11-19,323,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,177221a096605c778ad96f34767d3900177221a096605c778ad96f34767d3900
324,LD000324,464,32,150,12,4,Orion LogisticsDelivery 324,2020-11-20,324,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abd05fe15d78554fb8fee12f3e6a44d3abd05fe15d78554fb8fee12f3e6a44d3
325,LD000325,142,275,491,7,4,Vertex LogisticsDelivery 325,2020-11-21,325,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c271d9f88b4656f6b95e6b9bb1742e3bc271d9f88b4656f6b95e6b9bb1742e3b
326,LD000326,148,297,71,4,2,Orion LogisticsDelivery 326,2020-11-22,326,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,adc94a3ac30e546884a03835b7444c27adc94a3ac30e546884a03835b7444c27
327,LD000327,18,195,424,10,3,Junction LogisticsDelivery 327,2020-11-23,327,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,53471f170eee5b0486e6c63f899ef74553471f170eee5b0486e6c63f899ef745
328,LD000328,405,207,443,2,5,Keystone LogisticsDelivery 328,2020-11-24,328,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d445c40a538505fb0baa7ad231222e95d445c40a538505fb0baa7ad231222e9
329,LD000329,116,26,133,1,3,Willow LogisticsDelivery 329,2020-11-25,329,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62b0722a82245481a0b0e45e3bf330fe62b0722a82245481a0b0e45e3bf330fe
330,LD000330,51,243,267,13,1,Harbor LogisticsDelivery 330,2020-11-26,330,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,492c44956842593d97ae6534ec6dd964492c44956842593d97ae6534ec6dd964
331,LD000331,80,202,129,11,2,Cedar LogisticsDelivery 331,2020-11-27,331,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc736c36a6235181813452e930aec9fcfc736c36a6235181813452e930aec9fc
332,LD000332,60,314,33,3,1,Zenith LogisticsDelivery 332,2020-11-28,332,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8df2bbd0567858a5bfc08070d1470ef38df2bbd0567858a5bfc08070d1470ef3
333,LD000333,104,228,78,1,1,Delta LogisticsDelivery 333,2020-11-29,333,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,590671e5583b51bea793aa76ebd537cb590671e5583b51bea793aa76ebd537cb
334,LD000334,71,322,174,1,2,Delta LogisticsDelivery 334,2020-11-30,334,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7b8f266975e59d5899e5d800434ceafe7b8f266975e59d5899e5d800434ceaf
335,LD000335,167,305,72,2,3,Forge LogisticsDelivery 335,2020-12-01,335,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bcdf259c1b85f85b825602605b8ca4f1bcdf259c1b85f85b825602605b8ca4f
336,LD000336,243,210,492,3,5,Meridian LogisticsDelivery 336,2020-12-02,336,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65342d147dcb558a901dad56f15c43cb65342d147dcb558a901dad56f15c43cb
337,LD000337,40,212,276,4,4,Harbor LogisticsDelivery 337,2020-12-03,337,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa0d2223a81e5b2497bde476c8c7b21cfa0d2223a81e5b2497bde476c8c7b21c
338,LD000338,8,35,171,13,5,Junction LogisticsDelivery 338,2020-12-04,338,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e70e4235634e52dfb6f40cb51fc069afe70e4235634e52dfb6f40cb51fc069af
339,LD000339,243,292,474,13,2,Unity LogisticsDelivery 339,2020-12-05,339,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b8ea22e67825b4791d513898ba12b076b8ea22e67825b4791d513898ba12b07
340,LD000340,-1,-1,-1,13,1,Keystone LogisticsDelivery 340,2020-12-06,340,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67f21759124f57df85a7d6c36989b29067f21759124f57df85a7d6c36989b290
341,LD000341,428,247,131,8,5,Keystone LogisticsDelivery 341,2020-12-07,341,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc31f75849af5cd3a60eb6c33c13051cdc31f75849af5cd3a60eb6c33c13051c
342,LD000342,166,174,385,12,3,Willow LogisticsDelivery 342,2020-12-08,342,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae2e6a140e8f5524a3d73f50ffc3894dae2e6a140e8f5524a3d73f50ffc3894d
343,LD000343,164,306,153,14,4,Willow LogisticsDelivery 343,2020-12-09,343,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec87e0cc56705e9f8c72d6acad65dbd4ec87e0cc56705e9f8c72d6acad65dbd4
344,LD000344,170,95,249,11,4,Willow LogisticsDelivery 344,2020-12-10,344,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b4b573188875dc38d51de8964a1fc0e4b4b573188875dc38d51de8964a1fc0e
345,LD000345,15,87,411,7,3,Titan LogisticsDelivery 345,2020-12-11,345,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a7cafc6ac755002bdb84947f107fae50a7cafc6ac755002bdb84947f107fae5
346,LD000346,143,263,478,6,5,Beacon LogisticsDelivery 346,2020-12-12,346,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,228a2c24c8c35d5ca9b60ee88fb72125228a2c24c8c35d5ca9b60ee88fb72125
347,LD000347,59,253,81,5,1,Atlas LogisticsDelivery 347,2020-12-13,347,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e2e06faf58f5ee3b5f5c4c8931c47a33e2e06faf58f5ee3b5f5c4c8931c47a3
348,LD000348,122,126,229,1,1,Vertex LogisticsDelivery 348,2020-12-14,348,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86e3f6ad151559abbcdfe202f367d55786e3f6ad151559abbcdfe202f367d557
349,LD000349,484,171,417,3,4,Zenith LogisticsDelivery 349,2020-12-15,349,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70e6f2195f8f52fcb21752413493291c70e6f2195f8f52fcb21752413493291c
350,LD000350,242,145,14,9,5,Ion LogisticsDelivery 350,2020-12-16,350,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5202b0d9a1c35555a3f887bd2842bdc75202b0d9a1c35555a3f887bd2842bdc7
351,LD000351,207,339,148,3,5,Granite LogisticsDelivery 351,2020-12-17,351,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a162c5bdae405b74ab696a4ed2b4031aa162c5bdae405b74ab696a4ed2b4031a
352,LD000352,30,303,289,2,4,Northstar LogisticsDelivery 352,2020-12-18,352,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4194e59fabd355ff90b6342d969072b54194e59fabd355ff90b6342d969072b5
353,LD000353,138,169,333,4,4,Northstar LogisticsDelivery 353,2020-12-19,353,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b699c10f69835ab9b3a6e7f2b9e88630b699c10f69835ab9b3a6e7f2b9e88630
354,LD000354,97,350,226,10,4,Keystone LogisticsDelivery 354,2020-12-20,354,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91af29291c7c5c79b66835b5e5eb8f5491af29291c7c5c79b66835b5e5eb8f54
355,LD000355,437,89,79,14,5,Meridian LogisticsDelivery 355,2020-12-21,355,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88b9dad8d2965ea5ad7ef77c9f7add0c88b9dad8d2965ea5ad7ef77c9f7add0c
356,LD000356,316,233,219,8,4,Ion LogisticsDelivery 356,2020-12-22,356,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78ab16bc409a59eda0f0e6a0e150d42078ab16bc409a59eda0f0e6a0e150d420
357,LD000357,-1,-1,-1,7,1,Summit LogisticsDelivery 357,2020-12-23,357,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0855549be3845b908ed42c06406e09850855549be3845b908ed42c06406e0985
358,LD000358,298,77,451,4,3,Forge LogisticsDelivery 358,2020-12-24,358,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,373a2dbcf350510590662ea41108e9bf373a2dbcf350510590662ea41108e9bf
359,LD000359,391,296,282,5,2,Pioneer LogisticsDelivery 359,2020-12-25,359,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b69548d1b56e58859f354650c606e268b69548d1b56e58859f354650c606e268
360,LD000360,393,152,257,4,4,Zenith LogisticsDelivery 360,2020-12-26,360,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01fe3dc859f05cada60d684ddcab7a7e01fe3dc859f05cada60d684ddcab7a7e
361,LD000361,288,267,419,4,3,Forge LogisticsDelivery 361,2020-12-27,361,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67ad801a972f5fb49eb84cbcd14a381b67ad801a972f5fb49eb84cbcd14a381b
362,LD000362,95,321,240,5,3,Zenith LogisticsDelivery 362,2020-12-28,362,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e3297d0a36c57eeb026bb957dc793237e3297d0a36c57eeb026bb957dc79323
363,LD000363,21,312,15,7,1,Ion LogisticsDelivery 363,2020-12-29,363,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fd4d5f8a9725f679c4483c57b3f3b5b6fd4d5f8a9725f679c4483c57b3f3b5b
364,LD000364,199,330,133,5,3,Zenith LogisticsDelivery 364,2020-12-30,364,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d862b9426cce5e82a3c5713a76f294bed862b9426cce5e82a3c5713a76f294be
365,LD000365,152,87,45,13,2,Liberty LogisticsDelivery 365,2020-12-31,365,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c25e022b54375bada90862f0729197e1c25e022b54375bada90862f0729197e1
366,LD000366,357,339,302,9,4,Meridian LogisticsDelivery 366,2021-01-01,366,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,627f2988a42f5359802302d322ed3ccd627f2988a42f5359802302d322ed3ccd
367,LD000367,175,87,344,12,2,Orion LogisticsDelivery 367,2021-01-02,367,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,328178baf4ed5e6c867a07e1af441492328178baf4ed5e6c867a07e1af441492
368,LD000368,307,266,2,14,5,Summit LogisticsDelivery 368,2021-01-03,368,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b37c3f3dc6cb5dfead66d0fbc661ae44b37c3f3dc6cb5dfead66d0fbc661ae44
369,LD000369,451,82,290,7,2,Keystone LogisticsDelivery 369,2021-01-04,369,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93e0d846949c501fa5978930b4414bec93e0d846949c501fa5978930b4414bec
370,LD000370,392,46,282,14,3,Quartz LogisticsDelivery 370,2021-01-05,370,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4390778d650e5592b3a06809e90bcd454390778d650e5592b3a06809e90bcd45
371,LD000371,481,221,211,14,2,Pioneer LogisticsDelivery 371,2021-01-06,371,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a5418abe4e25b518ff5298392ae33235a5418abe4e25b518ff5298392ae3323
372,LD000372,305,332,348,5,5,Titan LogisticsDelivery 372,2021-01-07,372,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6211aa7525d554e1b73f257c729e96d96211aa7525d554e1b73f257c729e96d9
373,LD000373,80,283,89,6,4,Quartz LogisticsDelivery 373,2021-01-08,373,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70d365581ad4518a9053990584eeb95270d365581ad4518a9053990584eeb952
374,LD000374,-1,-1,-1,14,4,Granite LogisticsDelivery 374,2021-01-09,374,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,194704be71035858be4ae160a9fdebc3194704be71035858be4ae160a9fdebc3
375,LD000375,94,162,89,9,5,Delta LogisticsDelivery 375,2021-01-10,375,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfbaec96d13858aca9a9120bd3aba411cfbaec96d13858aca9a9120bd3aba411
376,LD000376,244,195,257,5,4,Summit LogisticsDelivery 376,2021-01-11,376,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40c85c2c94dd5025b6f1af0d3149234940c85c2c94dd5025b6f1af0d31492349
377,LD000377,248,147,164,1,1,Pioneer LogisticsDelivery 377,2021-01-12,377,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3a69ad6c6235d44bd00713513bc06f2a3a69ad6c6235d44bd00713513bc06f2
378,LD000378,138,137,73,14,4,Keystone LogisticsDelivery 378,2021-01-13,378,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af5bba7f7c13513296250897bbc85f7eaf5bba7f7c13513296250897bbc85f7e
379,LD000379,393,285,472,1,4,Riverton LogisticsDelivery 379,2021-01-14,379,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8b3ee6a808f54a39ffea4213b7a633df8b3ee6a808f54a39ffea4213b7a633d
380,LD000380,348,92,234,6,2,Keystone LogisticsDelivery 380,2021-01-15,380,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a9f6e742c1c5f0e9ccb20273e111fd51a9f6e742c1c5f0e9ccb20273e111fd5
381,LD000381,116,89,237,9,3,Quartz LogisticsDelivery 381,2021-01-16,381,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b49f0a9e553599c89dc9ffd13edb4e64b49f0a9e553599c89dc9ffd13edb4e6
382,LD000382,330,49,248,13,5,Harbor LogisticsDelivery 382,2021-01-17,382,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e063b7de3f050af8eeec73732d67d568e063b7de3f050af8eeec73732d67d56
383,LD000383,126,33,58,11,5,Riverton LogisticsDelivery 383,2021-01-18,383,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79f5802706e15f75b804a005b70f55b779f5802706e15f75b804a005b70f55b7
384,LD000384,250,5,165,6,1,Summit LogisticsDelivery 384,2021-01-19,384,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3bc99a5690d50a59a94aaff80a47ce5f3bc99a5690d50a59a94aaff80a47ce5
385,LD000385,468,53,409,3,3,Zenith LogisticsDelivery 385,2021-01-20,385,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,706fe79d466d5604a953514bf5bcf4e2706fe79d466d5604a953514bf5bcf4e2
386,LD000386,70,41,481,5,4,Forge LogisticsDelivery 386,2021-01-21,386,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04ae890592ed530ca5e90ebefa17208e04ae890592ed530ca5e90ebefa17208e
387,LD000387,174,78,205,14,1,Riverton LogisticsDelivery 387,2021-01-22,387,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68f14cb069df5afa89d6fd80af25b17868f14cb069df5afa89d6fd80af25b178
388,LD000388,246,140,222,14,5,Atlas LogisticsDelivery 388,2021-01-23,388,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f4094bc96d95f2a8ce4aef4cb455eb18f4094bc96d95f2a8ce4aef4cb455eb1
389,LD000389,378,223,127,6,5,Northstar LogisticsDelivery 389,2021-01-24,389,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb191b8bd4e8596494a7f589fdd39d5abb191b8bd4e8596494a7f589fdd39d5a
390,LD000390,209,57,121,7,2,Keystone LogisticsDelivery 390,2021-01-25,390,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e55e922e4eb55a81bd7ec4fb929efd9ce55e922e4eb55a81bd7ec4fb929efd9c
391,LD000391,-1,-1,-1,11,5,Evergreen LogisticsDelivery 391,2021-01-26,391,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7da7a8344f4502990a6b4f8717ca244c7da7a8344f4502990a6b4f8717ca244
392,LD000392,70,4,35,1,5,Northstar LogisticsDelivery 392,2021-01-27,392,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1a7e9239e4b50c59b3e49ffe83c85cad1a7e9239e4b50c59b3e49ffe83c85ca
393,LD000393,338,33,266,9,1,Titan LogisticsDelivery 393,2021-01-28,393,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fecb7f348b2753b6bf757523c5f1e5befecb7f348b2753b6bf757523c5f1e5be
394,LD000394,435,289,168,7,5,Beacon LogisticsDelivery 394,2021-01-29,394,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8a1adfbab1f55829da5f9c6935a0dbda8a1adfbab1f55829da5f9c6935a0dbd
395,LD000395,271,213,352,14,4,Orion LogisticsDelivery 395,2021-01-30,395,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,359a7993deed587fb456ada13fe018f9359a7993deed587fb456ada13fe018f9
396,LD000396,319,110,173,12,5,Zenith LogisticsDelivery 396,2021-01-31,396,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,621f55ae805950f48f16ac25742b9b50621f55ae805950f48f16ac25742b9b50
397,LD000397,78,269,158,2,3,Atlas LogisticsDelivery 397,2021-02-01,397,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11482bb87e6151c18d47158b8510c27811482bb87e6151c18d47158b8510c278
398,LD000398,482,16,366,3,3,Titan LogisticsDelivery 398,2021-02-02,398,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec69e51dd6f754ae95dc5cd889ae06dcec69e51dd6f754ae95dc5cd889ae06dc
399,LD000399,60,268,333,2,4,Evergreen LogisticsDelivery 399,2021-02-03,399,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67e7e0e013ce53ef9999a6197c0215af67e7e0e013ce53ef9999a6197c0215af
400,LD000400,58,69,288,12,1,Junction LogisticsDelivery 400,2021-02-04,400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d63837683e8b5da98597434579daedbcd63837683e8b5da98597434579daedbc
401,LD000401,488,327,303,5,4,Vertex LogisticsDelivery 401,2021-02-05,401,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97a4143b0d87563592286990a8d96ace97a4143b0d87563592286990a8d96ace
402,LD000402,88,62,199,10,1,Vertex LogisticsDelivery 402,2021-02-06,402,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73bf700bf8af51389040a99fa7aaf8d473bf700bf8af51389040a99fa7aaf8d4
403,LD000403,19,31,307,5,4,Northstar LogisticsDelivery 403,2021-02-07,403,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f06d5cb9e6a05e918cf3d6102d95deccf06d5cb9e6a05e918cf3d6102d95decc
404,LD000404,322,105,65,10,4,Atlas LogisticsDelivery 404,2021-02-08,404,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac5e83e0a9545e6c8546bf53ce0b1ce1ac5e83e0a9545e6c8546bf53ce0b1ce1
405,LD000405,140,106,94,6,5,Unity LogisticsDelivery 405,2021-02-09,405,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,548e5ebce7f054f7a995163148d291fe548e5ebce7f054f7a995163148d291fe
406,LD000406,369,189,465,1,5,Pioneer LogisticsDelivery 406,2021-02-10,406,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51617e1cc0eb5f0790310217cfe27a0751617e1cc0eb5f0790310217cfe27a07
