FinancePlanningVersionKey,PlanningVersionCode,BusinessUnitKey,FinanceScenarioTypeKey,CurrencyKey,PlanningVersionName,VersionStartDate,VersionEndDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
299,FPV000299,159,2,1,Zenith FinancePlanningVersion 299,2020-10-26,2021-10-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91b5cb892e37572a85f275e4ee53f39191b5cb892e37572a85f275e4ee53f391
300,FPV000300,111,3,5,Ion FinancePlanningVersion 300,2020-10-27,2021-10-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33aff68c733a5697b5be87435da491f833aff68c733a5697b5be87435da491f8
301,FPV000301,383,8,3,Quartz FinancePlanningVersion 301,2020-10-28,2021-10-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44c9651b463050cba9a7d51009de306644c9651b463050cba9a7d51009de3066
302,FPV000302,221,5,5,Harbor FinancePlanningVersion 302,2020-10-29,2021-10-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd95b5eb19355d39bc5427f7e89476d7bd95b5eb19355d39bc5427f7e89476d7
303,FPV000303,363,8,5,Evergreen FinancePlanningVersion 303,2020-10-30,2021-10-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b2e2a876cfe5823a5985dc6470ee2996b2e2a876cfe5823a5985dc6470ee299
304,FPV000304,247,6,3,Granite FinancePlanningVersion 304,2020-10-31,2021-10-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bcba84598724557ba217a40811514f7dbcba84598724557ba217a40811514f7d
305,FPV000305,163,6,5,Beacon FinancePlanningVersion 305,2020-11-01,2021-11-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,446f737e8dc55cb6b1f779bff847de0f446f737e8dc55cb6b1f779bff847de0f
306,FPV000306,482,1,3,Willow FinancePlanningVersion 306,2020-11-02,2021-11-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,282ca4041cd65aa0b8844219ec72c3d2282ca4041cd65aa0b8844219ec72c3d2
307,FPV000307,14,9,2,Titan FinancePlanningVersion 307,2020-11-03,2021-11-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01a3906cf3a65d62a40bd748f618bb7401a3906cf3a65d62a40bd748f618bb74
308,FPV000308,285,5,5,Willow FinancePlanningVersion 308,2020-11-04,2021-11-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5baf35f14025180a8fd98e51e100a3ea5baf35f14025180a8fd98e51e100a3e
309,FPV000309,43,5,1,Orion FinancePlanningVersion 309,2020-11-05,2021-11-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,058b93f7c5e05356a7eaaa7a8f4ad043058b93f7c5e05356a7eaaa7a8f4ad043
310,FPV000310,364,7,4,Forge FinancePlanningVersion 310,2020-11-06,2021-11-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,255fbaa6f2d25ca1adaffb67cd11858b255fbaa6f2d25ca1adaffb67cd11858b
311,FPV000311,293,3,1,Keystone FinancePlanningVersion 311,2020-11-07,2021-11-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb43b3171fb953ecacb8ce0e54423494bb43b3171fb953ecacb8ce0e54423494
312,FPV000312,126,3,4,Junction FinancePlanningVersion 312,2020-11-08,2021-11-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1997eb6acad25a5eae9501a9f3971c991997eb6acad25a5eae9501a9f3971c99
313,FPV000313,184,10,2,Forge FinancePlanningVersion 313,2020-11-09,2021-11-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a5bcc86d13e5c06b45f6461b3c7c9677a5bcc86d13e5c06b45f6461b3c7c967
314,FPV000314,404,3,5,Granite FinancePlanningVersion 314,2020-11-10,2021-11-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f179da676c685159a059ef063f91bb20f179da676c685159a059ef063f91bb20
315,FPV000315,233,1,3,Cedar FinancePlanningVersion 315,2020-11-11,2021-11-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df07b8d69a185eb7915a5686d8e6786adf07b8d69a185eb7915a5686d8e6786a
316,FPV000316,442,7,3,Junction FinancePlanningVersion 316,2020-11-12,2021-11-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84023cec096f5741a62c3f431c0eba6384023cec096f5741a62c3f431c0eba63
317,FPV000317,254,10,4,Cedar FinancePlanningVersion 317,2020-11-13,2021-11-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce59a40b91425ef8ba8f66749464988fce59a40b91425ef8ba8f66749464988f
318,FPV000318,256,2,3,Titan FinancePlanningVersion 318,2020-11-14,2021-11-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3c5fd98d4ce5b32b665d380062354caa3c5fd98d4ce5b32b665d380062354ca
319,FPV000319,149,5,3,Atlas FinancePlanningVersion 319,2020-11-15,2021-11-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cef600bd224d53d6ae92bf0a3903abf4cef600bd224d53d6ae92bf0a3903abf4
320,FPV000320,279,3,2,Meridian FinancePlanningVersion 320,2020-11-16,2021-11-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f156049f352c57b49446c92e6d720427f156049f352c57b49446c92e6d720427
321,FPV000321,36,6,4,Ion FinancePlanningVersion 321,2020-11-17,2021-11-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed2add3621405cd184adcc830da93f26ed2add3621405cd184adcc830da93f26
322,FPV000322,299,4,5,Junction FinancePlanningVersion 322,2020-11-18,2021-11-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2f5cfd55fc8517284e02930681a8710d2f5cfd55fc8517284e02930681a8710
323,FPV000323,274,6,4,Meridian FinancePlanningVersion 323,2020-11-19,2021-11-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d462e878a8853aa87faaa82680350f49d462e878a8853aa87faaa82680350f4
324,FPV000324,60,6,1,Pioneer FinancePlanningVersion 324,2020-11-20,2021-11-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f99bc5960885deb8a394a6a6d05a4ad0f99bc5960885deb8a394a6a6d05a4ad
325,FPV000325,134,6,5,Willow FinancePlanningVersion 325,2020-11-21,2021-11-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ecd57f7f04152f9af71c2a893763db58ecd57f7f04152f9af71c2a893763db5
326,FPV000326,17,1,1,Unity FinancePlanningVersion 326,2020-11-22,2021-11-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc9cab5f1c685c2dbfe847b0beceecf4dc9cab5f1c685c2dbfe847b0beceecf4
327,FPV000327,312,7,1,Liberty FinancePlanningVersion 327,2020-11-23,2021-11-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c054916907fa568289ec65e55d684309c054916907fa568289ec65e55d684309
328,FPV000328,340,9,5,Granite FinancePlanningVersion 328,2020-11-24,2021-11-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dab6d8333335357b5d0e21ec24b92d75dab6d8333335357b5d0e21ec24b92d7
329,FPV000329,131,7,1,Liberty FinancePlanningVersion 329,2020-11-25,2021-11-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97cfd859b7ec560c90a75ed156cd784097cfd859b7ec560c90a75ed156cd7840
330,FPV000330,385,4,1,Summit FinancePlanningVersion 330,2020-11-26,2021-11-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5576f9cf2ad5fdf9d33dbe5b3afab59c5576f9cf2ad5fdf9d33dbe5b3afab59
331,FPV000331,254,8,3,Beacon FinancePlanningVersion 331,2020-11-27,2021-11-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,917a36be41e650398c7d5e0ea5243beb917a36be41e650398c7d5e0ea5243beb
332,FPV000332,85,10,3,Vertex FinancePlanningVersion 332,2020-11-28,2021-11-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fcc79ce241a5a5eb4eb8577ed7e1e5d3fcc79ce241a5a5eb4eb8577ed7e1e5d
333,FPV000333,373,4,5,Vertex FinancePlanningVersion 333,2020-11-29,2021-11-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcd0950400cd5c9aa9d6648c852708d1dcd0950400cd5c9aa9d6648c852708d1
334,FPV000334,35,4,2,Willow FinancePlanningVersion 334,2020-11-30,2021-11-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,852b3e39d7025b9d8f0624ef6a65bfe6852b3e39d7025b9d8f0624ef6a65bfe6
335,FPV000335,344,4,1,Summit FinancePlanningVersion 335,2020-12-01,2021-12-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e92fa3d5a1952fea4347722d7a8bc0b4e92fa3d5a1952fea4347722d7a8bc0b
336,FPV000336,412,2,4,Summit FinancePlanningVersion 336,2020-12-02,2021-12-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d205c0194c45e5d8646d6c6f162aeea9d205c0194c45e5d8646d6c6f162aeea
337,FPV000337,392,3,3,Quartz FinancePlanningVersion 337,2020-12-03,2021-12-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,622f13ec921d5080ae93da84c238527c622f13ec921d5080ae93da84c238527c
338,FPV000338,170,9,4,Quartz FinancePlanningVersion 338,2020-12-04,2021-12-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3dab0ee793b519cb96642b7cf7aa129c3dab0ee793b519cb96642b7cf7aa129
339,FPV000339,109,7,5,Willow FinancePlanningVersion 339,2020-12-05,2021-12-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9657706ccfa859d2b6b91e4813425eaf9657706ccfa859d2b6b91e4813425eaf
340,FPV000340,411,9,4,Liberty FinancePlanningVersion 340,2020-12-06,2021-12-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d18b8205b1175dc9b46db20811e5f39ed18b8205b1175dc9b46db20811e5f39e
341,FPV000341,178,5,1,Liberty FinancePlanningVersion 341,2020-12-07,2021-12-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c066d5459b5d5901a4d225f009ec359ac066d5459b5d5901a4d225f009ec359a
342,FPV000342,165,6,5,Unity FinancePlanningVersion 342,2020-12-08,2021-12-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd644ed53abe55ddbf23e17a34d322f4bd644ed53abe55ddbf23e17a34d322f4
343,FPV000343,82,5,5,Titan FinancePlanningVersion 343,2020-12-09,2021-12-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b71b8d6c973356f989474681f2bf6a32b71b8d6c973356f989474681f2bf6a32
344,FPV000344,102,5,4,Unity FinancePlanningVersion 344,2020-12-10,2021-12-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc5294d2d353587f867acfe0d769c439dc5294d2d353587f867acfe0d769c439
345,FPV000345,152,1,4,Zenith FinancePlanningVersion 345,2020-12-11,2021-12-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6470ede1f6715cd88a7508a2399daf5d6470ede1f6715cd88a7508a2399daf5d
346,FPV000346,328,8,1,Unity FinancePlanningVersion 346,2020-12-12,2021-12-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,117b78f7f3925ffb9cbff560eaff2ce8117b78f7f3925ffb9cbff560eaff2ce8
347,FPV000347,48,10,2,Forge FinancePlanningVersion 347,2020-12-13,2021-12-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d41c5dfa4949536bb91268c26b95dee0d41c5dfa4949536bb91268c26b95dee0
348,FPV000348,170,2,3,Keystone FinancePlanningVersion 348,2020-12-14,2021-12-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34f29c2749cb5b0a9cdc1cd68b1e143c34f29c2749cb5b0a9cdc1cd68b1e143c
349,FPV000349,19,4,1,Zenith FinancePlanningVersion 349,2020-12-15,2021-12-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ebf9a468d505bb1aa2e102f837194bc1ebf9a468d505bb1aa2e102f837194bc
350,FPV000350,275,6,5,Pioneer FinancePlanningVersion 350,2020-12-16,2021-12-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84c9c76b7504589c8fa9c1e3b1abbb6984c9c76b7504589c8fa9c1e3b1abbb69
351,FPV000351,266,2,5,Unity FinancePlanningVersion 351,2020-12-17,2021-12-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,612fdf9fe4785c2097a7d4d2b8f2c561612fdf9fe4785c2097a7d4d2b8f2c561
352,FPV000352,97,6,1,Meridian FinancePlanningVersion 352,2020-12-18,2021-12-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff2cbe813caf5440a70fed6ade0f2a5aff2cbe813caf5440a70fed6ade0f2a5a
353,FPV000353,196,7,1,Northstar FinancePlanningVersion 353,2020-12-19,2021-12-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0be51a90e56d5ef28d0fc3a95c601bc00be51a90e56d5ef28d0fc3a95c601bc0
354,FPV000354,82,3,4,Summit FinancePlanningVersion 354,2020-12-20,2021-12-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,000a795878f05398bf0b382b2d8ffeee000a795878f05398bf0b382b2d8ffeee
355,FPV000355,338,4,2,Meridian FinancePlanningVersion 355,2020-12-21,2021-12-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88d5788173745e518119001352269c6588d5788173745e518119001352269c65
356,FPV000356,311,3,1,Summit FinancePlanningVersion 356,2020-12-22,2021-12-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ded771412f050ff9e27d8946df9e3030ded771412f050ff9e27d8946df9e303
357,FPV000357,159,7,4,Delta FinancePlanningVersion 357,2020-12-23,2021-12-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ce80bc6f4ce553a99f506a7dee632fe6ce80bc6f4ce553a99f506a7dee632fe
358,FPV000358,81,5,3,Meridian FinancePlanningVersion 358,2020-12-24,2021-12-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a798467d1d5e5c00a82db12a54d927c2a798467d1d5e5c00a82db12a54d927c2
359,FPV000359,398,2,5,Harbor FinancePlanningVersion 359,2020-12-25,2021-12-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,415f2f8cffd65abb98dd0e23095ce537415f2f8cffd65abb98dd0e23095ce537
360,FPV000360,331,1,3,Orion FinancePlanningVersion 360,2020-12-26,2021-12-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f680b37227c15b18b750c1648064e6ecf680b37227c15b18b750c1648064e6ec
361,FPV000361,10,3,1,Zenith FinancePlanningVersion 361,2020-12-27,2021-12-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c4e078857ae58318eced8dedb05cea70c4e078857ae58318eced8dedb05cea7
362,FPV000362,209,6,1,Meridian FinancePlanningVersion 362,2020-12-28,2021-12-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ab42bd0de915aaaa93c01ac4c1e49b56ab42bd0de915aaaa93c01ac4c1e49b5
363,FPV000363,484,3,3,Atlas FinancePlanningVersion 363,2020-12-29,2021-12-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a57e4f3aa595d20bdb232a54d6c84ab0a57e4f3aa595d20bdb232a54d6c84ab
364,FPV000364,198,4,5,Meridian FinancePlanningVersion 364,2020-12-30,2021-12-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80630d76fa08534cb80569062af68c0580630d76fa08534cb80569062af68c05
365,FPV000365,421,4,1,Willow FinancePlanningVersion 365,2020-12-31,2021-12-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,063dc7bd7ef95467910efebc1716abac063dc7bd7ef95467910efebc1716abac
366,FPV000366,471,10,4,Vertex FinancePlanningVersion 366,2021-01-01,2022-01-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab0ae486d22951c296bd699f8a23c40eab0ae486d22951c296bd699f8a23c40e
367,FPV000367,103,3,5,Orion FinancePlanningVersion 367,2021-01-02,2022-01-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6546e57cf8d5869b935a7a25df4dfacb6546e57cf8d5869b935a7a25df4dfac
368,FPV000368,148,2,4,Zenith FinancePlanningVersion 368,2021-01-03,2022-01-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b555a269783a5d6cb47cbbfa32bcb59fb555a269783a5d6cb47cbbfa32bcb59f
369,FPV000369,278,2,3,Beacon FinancePlanningVersion 369,2021-01-04,2022-01-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6ac6577ef1c59c6b5c2aaf056c49737c6ac6577ef1c59c6b5c2aaf056c49737
370,FPV000370,498,2,3,Atlas FinancePlanningVersion 370,2021-01-05,2022-01-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3f56771a466526e80089412f756b072d3f56771a466526e80089412f756b072
371,FPV000371,254,8,5,Forge FinancePlanningVersion 371,2021-01-06,2022-01-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdd516f684065cbd9f4c20ef217eb048cdd516f684065cbd9f4c20ef217eb048
372,FPV000372,313,5,1,Zenith FinancePlanningVersion 372,2021-01-07,2022-01-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,351a4f47a85858be8c219eebc7333bf7351a4f47a85858be8c219eebc7333bf7
373,FPV000373,414,1,2,Summit FinancePlanningVersion 373,2021-01-08,2022-01-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17686a3165805066850ed78e1ba1057e17686a3165805066850ed78e1ba1057e
374,FPV000374,147,3,2,Delta FinancePlanningVersion 374,2021-01-09,2022-01-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40407432dd4a572caf9f03cdb6faa96a40407432dd4a572caf9f03cdb6faa96a
375,FPV000375,359,8,2,Titan FinancePlanningVersion 375,2021-01-10,2022-01-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,254af4d7dba95c7bba957a8f48cbb379254af4d7dba95c7bba957a8f48cbb379
376,FPV000376,86,10,1,Titan FinancePlanningVersion 376,2021-01-11,2022-01-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63fb11e6609a51318c21f208084e653463fb11e6609a51318c21f208084e6534
377,FPV000377,180,10,1,Pioneer FinancePlanningVersion 377,2021-01-12,2022-01-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d221ffb06fae5ed69a19c62e78fc2041d221ffb06fae5ed69a19c62e78fc2041
378,FPV000378,266,6,3,Unity FinancePlanningVersion 378,2021-01-13,2022-01-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9c7bd7cdd1e543cabbcfc467902cd97a9c7bd7cdd1e543cabbcfc467902cd97
379,FPV000379,493,4,1,Riverton FinancePlanningVersion 379,2021-01-14,2022-01-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f6a0bea144654b5ade181cb7f3fde7e8f6a0bea144654b5ade181cb7f3fde7e
380,FPV000380,295,3,5,Junction FinancePlanningVersion 380,2021-01-15,2022-01-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b6e25dd5c315136a14e2f172bd921ad7b6e25dd5c315136a14e2f172bd921ad
381,FPV000381,131,6,2,Evergreen FinancePlanningVersion 381,2021-01-16,2022-01-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b344b7bcf2d58e8b04ab664df533df38b344b7bcf2d58e8b04ab664df533df3
382,FPV000382,127,4,2,Junction FinancePlanningVersion 382,2021-01-17,2022-01-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6a37f20fba551bfb3e46dcc7c7c5d87f6a37f20fba551bfb3e46dcc7c7c5d87
383,FPV000383,378,4,2,Vertex FinancePlanningVersion 383,2021-01-18,2022-01-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b536f085d3ab5d1f8bbfad65715d933fb536f085d3ab5d1f8bbfad65715d933f
384,FPV000384,244,9,1,Cedar FinancePlanningVersion 384,2021-01-19,2022-01-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc9f036461565088b9a5fbcc05386f02cc9f036461565088b9a5fbcc05386f02
385,FPV000385,282,2,5,Junction FinancePlanningVersion 385,2021-01-20,2022-01-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc669d4a36d35197978244719d18eebdbc669d4a36d35197978244719d18eebd
386,FPV000386,164,10,4,Forge FinancePlanningVersion 386,2021-01-21,2022-01-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6b332b30aaf5860be1501f46f249840d6b332b30aaf5860be1501f46f249840
387,FPV000387,306,6,5,Harbor FinancePlanningVersion 387,2021-01-22,2022-01-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f793ba2611358abbc77334de4fce2186f793ba2611358abbc77334de4fce218
388,FPV000388,180,7,5,Cedar FinancePlanningVersion 388,2021-01-23,2022-01-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fe847583bcd5f2494d5b0e58568bc6c9fe847583bcd5f2494d5b0e58568bc6c
389,FPV000389,311,3,4,Zenith FinancePlanningVersion 389,2021-01-24,2022-01-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab097abb35d85d3aad44aaa8bea261b0ab097abb35d85d3aad44aaa8bea261b0
390,FPV000390,75,8,1,Pioneer FinancePlanningVersion 390,2021-01-25,2022-01-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cda6318030785dfe9e5e9e9d9e03ed8acda6318030785dfe9e5e9e9d9e03ed8a
391,FPV000391,384,3,5,Quartz FinancePlanningVersion 391,2021-01-26,2022-01-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31622e92fbeb5832b4bc42910e9c08f231622e92fbeb5832b4bc42910e9c08f2
392,FPV000392,384,8,5,Pioneer FinancePlanningVersion 392,2021-01-27,2022-01-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38d7a06315255265b4c7c7ca39d0587438d7a06315255265b4c7c7ca39d05874
393,FPV000393,67,1,4,Junction FinancePlanningVersion 393,2021-01-28,2022-01-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f231ecafc4d5a84afa30edc106e848a7f231ecafc4d5a84afa30edc106e848a
394,FPV000394,421,10,2,Harbor FinancePlanningVersion 394,2021-01-29,2022-01-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,941f9f00335f51e382ee0e7cccc1b57f941f9f00335f51e382ee0e7cccc1b57f
395,FPV000395,493,3,5,Pioneer FinancePlanningVersion 395,2021-01-30,2022-01-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,734741c852ab5872af85b6e7b505631b734741c852ab5872af85b6e7b505631b
396,FPV000396,104,1,5,Northstar FinancePlanningVersion 396,2021-01-31,2022-01-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ddf6f078569561a8e31f2dce8f2386c1ddf6f078569561a8e31f2dce8f2386c
397,FPV000397,26,7,2,Unity FinancePlanningVersion 397,2021-02-01,2022-02-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca56ebf7747a5942b0e69aef562a7d5dca56ebf7747a5942b0e69aef562a7d5d
