MaintenanceWorkOrderKey,MaintenanceWorkOrderNumber,MaintenanceWorkRequestKey,AssetKey,CostCenterKey,MaintenanceTaskTypeKey,MaintenanceWorkTypeKey,MaintenanceOrderStatusKey,PriorityKey,MaintenanceWorkOrderName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
279,MWO000279,403,79,297,403,4,2,2,Cedar MaintenanceWorkOrder 279,MWO000279,1,392.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ec98f7fee375505be1baa249f21e7f31ec98f7fee375505be1baa249f21e7f3
280,MWO000280,309,219,246,441,4,2,3,Ion MaintenanceWorkOrder 280,MWO000280,0,393.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f4862e4270559e69b86f21bc63ef8ab2f4862e4270559e69b86f21bc63ef8ab
281,MWO000281,274,235,287,92,11,4,3,Junction MaintenanceWorkOrder 281,MWO000281,1,394.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32b6d60ce0735e8086423fba2aba565132b6d60ce0735e8086423fba2aba5651
282,MWO000282,31,442,283,310,1,6,2,Atlas MaintenanceWorkOrder 282,MWO000282,1,396.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e22260bf8a95c5db24bb4866905840a6e22260bf8a95c5db24bb4866905840a
283,MWO000283,216,113,488,108,4,10,2,Quartz MaintenanceWorkOrder 283,MWO000283,1,397.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40852b0fd4f55a6cb01666a8a58b101140852b0fd4f55a6cb01666a8a58b1011
284,MWO000284,154,167,90,318,12,8,4,Evergreen MaintenanceWorkOrder 284,MWO000284,1,399.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,182919d298c0553b8f91e42b16f564cf182919d298c0553b8f91e42b16f564cf
285,MWO000285,451,24,161,243,5,8,2,Unity MaintenanceWorkOrder 285,MWO000285,0,400.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50f50857a9725215abb7cd2371de0b0850f50857a9725215abb7cd2371de0b08
286,MWO000286,80,89,421,241,8,9,1,Granite MaintenanceWorkOrder 286,MWO000286,1,401.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1186553b0fc5ade8e7377c0bfd4b238b1186553b0fc5ade8e7377c0bfd4b238
287,MWO000287,194,265,260,446,11,5,2,Vertex MaintenanceWorkOrder 287,MWO000287,1,403.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d65b03c36bb95babaa9ab26b0043a651d65b03c36bb95babaa9ab26b0043a651
288,MWO000288,465,128,88,242,2,6,5,Pioneer MaintenanceWorkOrder 288,MWO000288,1,404.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,33cf32c5b16d5eda95fa1830ea7adf4d33cf32c5b16d5eda95fa1830ea7adf4d
289,MWO000289,-1,176,18,316,8,12,4,Riverton MaintenanceWorkOrder 289,MWO000289,1,405.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0ac2d30d9d25bd595a75008e63509a7e0ac2d30d9d25bd595a75008e63509a7
290,MWO000290,278,159,405,44,12,3,4,Atlas MaintenanceWorkOrder 290,MWO000290,0,407.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e5ef9dd45c45e89a79e92f3062e90054e5ef9dd45c45e89a79e92f3062e9005
291,MWO000291,370,30,39,332,6,5,2,Pioneer MaintenanceWorkOrder 291,MWO000291,1,408.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00dd8557093355f9add547bdb11e6e4600dd8557093355f9add547bdb11e6e46
292,MWO000292,274,153,121,492,6,8,1,Evergreen MaintenanceWorkOrder 292,MWO000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f552329230057e3816725451cf0c5bf0f552329230057e3816725451cf0c5bf
293,MWO000293,407,164,475,358,6,12,2,Northstar MaintenanceWorkOrder 293,MWO000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,876f83226f7d5618aa88b6269649c6fa876f83226f7d5618aa88b6269649c6fa
294,MWO000294,321,227,201,482,12,4,1,Summit MaintenanceWorkOrder 294,MWO000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4eceb3e8ce105ae3a704236371dd269d4eceb3e8ce105ae3a704236371dd269d
295,MWO000295,113,141,250,409,5,1,2,Ion MaintenanceWorkOrder 295,MWO000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d65a7614e20d5aaf85638d0f9f34cf92d65a7614e20d5aaf85638d0f9f34cf92
296,MWO000296,483,51,141,213,8,5,5,Riverton MaintenanceWorkOrder 296,MWO000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d0c44d28d0358aca257ca5e88a509229d0c44d28d0358aca257ca5e88a50922
297,MWO000297,159,151,12,287,8,7,1,Ion MaintenanceWorkOrder 297,MWO000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbe5c8910b235c1fa70ec0b94b3ca717cbe5c8910b235c1fa70ec0b94b3ca717
298,MWO000298,389,120,344,64,4,12,3,Vertex MaintenanceWorkOrder 298,MWO000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9a8abd5fdb55a459fd883fe0ec657cee9a8abd5fdb55a459fd883fe0ec657ce
299,MWO000299,475,165,33,76,4,6,5,Orion MaintenanceWorkOrder 299,MWO000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6dafb654de3a5137a73d85f7a3df3eb36dafb654de3a5137a73d85f7a3df3eb3
300,MWO000300,275,373,146,382,12,6,5,Zenith MaintenanceWorkOrder 300,MWO000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ac353c4740f5b9d834e04fd4697fffb2ac353c4740f5b9d834e04fd4697fffb
301,MWO000301,140,328,213,340,1,9,5,Evergreen MaintenanceWorkOrder 301,MWO000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3bcfd94d059d573a8b889b5393fa628f3bcfd94d059d573a8b889b5393fa628f
302,MWO000302,118,145,264,469,4,3,2,Granite MaintenanceWorkOrder 302,MWO000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99d6234f65705dbbb05b02cf2ede0a4c99d6234f65705dbbb05b02cf2ede0a4c
303,MWO000303,451,18,406,170,3,8,3,Delta MaintenanceWorkOrder 303,MWO000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74b097bfe95150afb26895dbe947d91174b097bfe95150afb26895dbe947d911
304,MWO000304,48,404,283,2,9,2,3,Granite MaintenanceWorkOrder 304,MWO000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3894425b7eb592d9acac52f747694d3d3894425b7eb592d9acac52f747694d3
305,MWO000305,441,349,405,128,2,5,2,Harbor MaintenanceWorkOrder 305,MWO000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d89322fb3f855b1bd7ce66225534ee80d89322fb3f855b1bd7ce66225534ee8
306,MWO000306,-1,159,161,327,4,4,3,Ion MaintenanceWorkOrder 306,MWO000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99e687aa4dc852259a66e602cbaa789899e687aa4dc852259a66e602cbaa7898
307,MWO000307,390,152,223,221,12,1,5,Harbor MaintenanceWorkOrder 307,MWO000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d21c0b73d377564886115bd36e615369d21c0b73d377564886115bd36e615369
308,MWO000308,84,499,293,385,11,4,2,Unity MaintenanceWorkOrder 308,MWO000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,760bfe7e1ae755dc99309500e231df91760bfe7e1ae755dc99309500e231df91
309,MWO000309,120,71,83,46,12,12,1,Evergreen MaintenanceWorkOrder 309,MWO000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8adcd19a02dd599cab8bf74bbfc4d93a8adcd19a02dd599cab8bf74bbfc4d93a
310,MWO000310,6,114,368,415,3,7,2,Northstar MaintenanceWorkOrder 310,MWO000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3566994428025461aaecf00e786847623566994428025461aaecf00e78684762
311,MWO000311,428,125,162,196,4,11,5,Pioneer MaintenanceWorkOrder 311,MWO000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ac9fee4aa7b59f39990e14a6c00d1c38ac9fee4aa7b59f39990e14a6c00d1c3
312,MWO000312,92,40,423,187,8,7,5,Summit MaintenanceWorkOrder 312,MWO000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dcb88977bbb5f18a32a1b332b8516c55dcb88977bbb5f18a32a1b332b8516c5
313,MWO000313,94,41,365,480,4,1,1,Pioneer MaintenanceWorkOrder 313,MWO000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8ded0cdd4fe5a318350180d7fc1b06fc8ded0cdd4fe5a318350180d7fc1b06f
314,MWO000314,138,297,226,150,3,9,2,Atlas MaintenanceWorkOrder 314,MWO000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c41672d22a35732a062aeed22236bf63c41672d22a35732a062aeed22236bf6
315,MWO000315,202,319,348,356,8,9,4,Summit MaintenanceWorkOrder 315,MWO000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac6d67b747ae588d84932b7760b7e5a9ac6d67b747ae588d84932b7760b7e5a9
316,MWO000316,467,206,337,185,11,9,4,Ion MaintenanceWorkOrder 316,MWO000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2a70ba059065e3b81e77e54555a2bfbe2a70ba059065e3b81e77e54555a2bfb
317,MWO000317,212,24,316,229,5,12,3,Forge MaintenanceWorkOrder 317,MWO000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,904c0720446e5992ad746903c37a19f8904c0720446e5992ad746903c37a19f8
318,MWO000318,318,110,350,42,4,1,5,Orion MaintenanceWorkOrder 318,MWO000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fed1982b44785cca9efb61ff79a95d9dfed1982b44785cca9efb61ff79a95d9d
319,MWO000319,98,121,496,322,1,2,5,Northstar MaintenanceWorkOrder 319,MWO000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52f38b81b81f5a058cb78767de559d7352f38b81b81f5a058cb78767de559d73
320,MWO000320,333,165,25,426,8,2,3,Unity MaintenanceWorkOrder 320,MWO000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a900fba9a2b755f196e10a06811e3dd4a900fba9a2b755f196e10a06811e3dd4
321,MWO000321,65,493,123,24,5,5,5,Meridian MaintenanceWorkOrder 321,MWO000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,59dea701532c56008523a3ff82727b1259dea701532c56008523a3ff82727b12
322,MWO000322,360,117,288,373,4,7,4,Atlas MaintenanceWorkOrder 322,MWO000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13866fbc8c495ee4bbd96a9e61bb1b4813866fbc8c495ee4bbd96a9e61bb1b48
323,MWO000323,-1,402,315,77,4,3,1,Willow MaintenanceWorkOrder 323,MWO000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7efbf4e7bde57a9b15f3659370d5c0fe7efbf4e7bde57a9b15f3659370d5c0f
324,MWO000324,190,75,44,23,7,3,4,Evergreen MaintenanceWorkOrder 324,MWO000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52ab0f8eb46f59928037d6c34da6c5b652ab0f8eb46f59928037d6c34da6c5b6
325,MWO000325,233,446,3,459,7,7,1,Riverton MaintenanceWorkOrder 325,MWO000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5bc4d3656c7599593393a2fdad9dd8ea5bc4d3656c7599593393a2fdad9dd8e
326,MWO000326,45,105,99,432,2,5,1,Harbor MaintenanceWorkOrder 326,MWO000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0296732ae9b951adadc86062583c29010296732ae9b951adadc86062583c2901
327,MWO000327,164,228,22,400,5,7,2,Titan MaintenanceWorkOrder 327,MWO000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77c0e4fd2a035db9817226ed6863abef77c0e4fd2a035db9817226ed6863abef
328,MWO000328,118,152,388,307,10,2,3,Forge MaintenanceWorkOrder 328,MWO000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de902cc930ce59a7ac8bb7fe214d5705de902cc930ce59a7ac8bb7fe214d5705
329,MWO000329,11,42,188,234,12,12,1,Willow MaintenanceWorkOrder 329,MWO000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8aa8dd625ae75934a9eebbc16f4e41858aa8dd625ae75934a9eebbc16f4e4185
330,MWO000330,402,406,46,196,11,1,3,Beacon MaintenanceWorkOrder 330,MWO000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81787472674c515da478d9a3287dd81c81787472674c515da478d9a3287dd81c
331,MWO000331,224,350,363,153,6,12,3,Liberty MaintenanceWorkOrder 331,MWO000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3afc551f2f5526fa656be380d9129bbf3afc551f2f5526fa656be380d9129bb
332,MWO000332,228,500,165,371,1,10,5,Atlas MaintenanceWorkOrder 332,MWO000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d54782af697653278a66967471be2b1ed54782af697653278a66967471be2b1e
333,MWO000333,367,191,56,318,11,3,4,Zenith MaintenanceWorkOrder 333,MWO000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e2039897c985776b9364402d1f35c3f7e2039897c985776b9364402d1f35c3f
334,MWO000334,126,456,2,11,6,12,5,Titan MaintenanceWorkOrder 334,MWO000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fb6befccf1d58f7b1e364efb3eb6d598fb6befccf1d58f7b1e364efb3eb6d59
335,MWO000335,499,330,42,452,1,5,3,Willow MaintenanceWorkOrder 335,MWO000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6cefcfc0b06259fdbba67f2318d3005f6cefcfc0b06259fdbba67f2318d3005f
336,MWO000336,208,54,327,418,1,4,5,Cedar MaintenanceWorkOrder 336,MWO000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd2321e975c15086acd97fdf4df9d30fcd2321e975c15086acd97fdf4df9d30f
337,MWO000337,237,443,154,500,11,9,2,Quartz MaintenanceWorkOrder 337,MWO000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38cd75b1cd0459b882f2307e6329051b38cd75b1cd0459b882f2307e6329051b
338,MWO000338,151,381,238,195,10,9,3,Summit MaintenanceWorkOrder 338,MWO000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,876c0e801924520db8c6edb1fe8acd97876c0e801924520db8c6edb1fe8acd97
339,MWO000339,348,257,256,337,1,11,4,Quartz MaintenanceWorkOrder 339,MWO000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8168eb3282d352eb99222b4552fb33bf8168eb3282d352eb99222b4552fb33bf
340,MWO000340,-1,180,270,223,4,1,3,Ion MaintenanceWorkOrder 340,MWO000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e31e5758a0c657f4b4923efe66083fcde31e5758a0c657f4b4923efe66083fcd
341,MWO000341,363,58,228,13,10,2,5,Forge MaintenanceWorkOrder 341,MWO000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60b7750359505c669dbee9fe08023aa460b7750359505c669dbee9fe08023aa4
342,MWO000342,196,463,160,297,5,7,2,Liberty MaintenanceWorkOrder 342,MWO000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e52de2093e3575b964a7397236877635e52de2093e3575b964a739723687763
343,MWO000343,84,185,46,461,10,8,1,Titan MaintenanceWorkOrder 343,MWO000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4951e3aaf285645a0e909f5effad62ab4951e3aaf285645a0e909f5effad62a
344,MWO000344,122,367,141,153,3,5,5,Liberty MaintenanceWorkOrder 344,MWO000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,277e0c49ef1d540d91ff218988e444dd277e0c49ef1d540d91ff218988e444dd
345,MWO000345,389,276,424,416,4,9,2,Northstar MaintenanceWorkOrder 345,MWO000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,130cb379226e56859e386bed80c6a480130cb379226e56859e386bed80c6a480
346,MWO000346,67,136,178,484,7,1,4,Junction MaintenanceWorkOrder 346,MWO000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe31266d3b1b57a780b7075929496e26fe31266d3b1b57a780b7075929496e26
347,MWO000347,440,471,182,457,10,12,2,Titan MaintenanceWorkOrder 347,MWO000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,543dadb27a225d809e0fddac53bdfef9543dadb27a225d809e0fddac53bdfef9
348,MWO000348,182,391,201,321,9,4,2,Summit MaintenanceWorkOrder 348,MWO000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ceae4e56299556ba07478274c9a5e530ceae4e56299556ba07478274c9a5e53
349,MWO000349,386,435,405,339,2,4,4,Northstar MaintenanceWorkOrder 349,MWO000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9d17a2bfa115e4a9ac85209d5c7ff83a9d17a2bfa115e4a9ac85209d5c7ff83
350,MWO000350,104,144,423,442,10,12,5,Harbor MaintenanceWorkOrder 350,MWO000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6cdd4ca13f8c5ae5a264cc91eb8593f36cdd4ca13f8c5ae5a264cc91eb8593f3
351,MWO000351,186,309,393,419,1,9,1,Unity MaintenanceWorkOrder 351,MWO000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,833f6191e0bb57888de86086a4cccfae833f6191e0bb57888de86086a4cccfae
352,MWO000352,425,444,147,292,6,10,3,Atlas MaintenanceWorkOrder 352,MWO000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a90690c68ce5d21aa93f40890342a858a90690c68ce5d21aa93f40890342a85
353,MWO000353,427,486,350,258,5,10,3,Keystone MaintenanceWorkOrder 353,MWO000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6582eee45295feb8bc6a1dff55f3436f6582eee45295feb8bc6a1dff55f3436
354,MWO000354,65,477,458,128,8,10,2,Unity MaintenanceWorkOrder 354,MWO000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e62f50b6a7a53f89f1f3a1491734dba2e62f50b6a7a53f89f1f3a1491734dba
355,MWO000355,92,495,79,431,12,1,3,Willow MaintenanceWorkOrder 355,MWO000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3b2121318515002b79a3df67785f9f9f3b2121318515002b79a3df67785f9f9
356,MWO000356,366,411,119,479,5,5,2,Titan MaintenanceWorkOrder 356,MWO000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,98f723ab74df55fbbd788b04d9c15c5398f723ab74df55fbbd788b04d9c15c53
357,MWO000357,-1,13,211,249,9,3,3,Summit MaintenanceWorkOrder 357,MWO000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eace7297ed6452fabbb79fa4de513742eace7297ed6452fabbb79fa4de513742
358,MWO000358,307,446,427,364,10,3,3,Zenith MaintenanceWorkOrder 358,MWO000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3fbce115e51f5f5a839ddadebcc83d013fbce115e51f5f5a839ddadebcc83d01
359,MWO000359,477,499,5,344,1,4,2,Willow MaintenanceWorkOrder 359,MWO000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6be286f19c05541bd6b247f8926134ae6be286f19c05541bd6b247f8926134a
360,MWO000360,460,500,115,456,8,8,3,Summit MaintenanceWorkOrder 360,MWO000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc5fc4323c7651b5b018e4f9a15e4993fc5fc4323c7651b5b018e4f9a15e4993
361,MWO000361,226,181,14,398,1,3,2,Junction MaintenanceWorkOrder 361,MWO000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4273122d72ea50b780a8e862937eb8cc4273122d72ea50b780a8e862937eb8cc
362,MWO000362,40,175,164,87,6,7,1,Meridian MaintenanceWorkOrder 362,MWO000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c703e0cb83b5f759f867ce48cc1a6523c703e0cb83b5f759f867ce48cc1a652
363,MWO000363,490,425,43,248,11,1,2,Vertex MaintenanceWorkOrder 363,MWO000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44d0150bab5153fd8f8bada20ca40a7244d0150bab5153fd8f8bada20ca40a72
364,MWO000364,187,340,17,283,10,8,3,Willow MaintenanceWorkOrder 364,MWO000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8a084faa9a4f521eb3c7d47badaae4298a084faa9a4f521eb3c7d47badaae429
365,MWO000365,422,194,215,373,8,9,3,Delta MaintenanceWorkOrder 365,MWO000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ab0095c0d7b57efa24cf2f956cc79e69ab0095c0d7b57efa24cf2f956cc79e6
366,MWO000366,423,457,400,143,12,8,4,Vertex MaintenanceWorkOrder 366,MWO000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a5dc52c0a7d57ad9616798b1efe75cb7a5dc52c0a7d57ad9616798b1efe75cb
367,MWO000367,119,362,393,432,6,6,2,Forge MaintenanceWorkOrder 367,MWO000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ede70d150a7b5d58b6b6c46431bfeae9ede70d150a7b5d58b6b6c46431bfeae9
368,MWO000368,321,63,348,137,3,9,3,Unity MaintenanceWorkOrder 368,MWO000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e98983c210bc5c35a02ed927735a35cae98983c210bc5c35a02ed927735a35ca
369,MWO000369,230,231,499,66,12,4,3,Forge MaintenanceWorkOrder 369,MWO000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da2dc004085052b591bf91b4f2ba7775da2dc004085052b591bf91b4f2ba7775
370,MWO000370,222,428,363,95,6,4,3,Cedar MaintenanceWorkOrder 370,MWO000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41143367672c5bccb10f149791bbcbf741143367672c5bccb10f149791bbcbf7
371,MWO000371,150,295,255,156,2,5,3,Evergreen MaintenanceWorkOrder 371,MWO000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4b23f2b09cd525cb1c7c2a51c1b3ee4b4b23f2b09cd525cb1c7c2a51c1b3ee4
