EngineeringCadDocumentKey,CadDocumentNumber,EngineeringDocumentCategoryKey,DesignerEmployeeKey,EngineeringDocumentTypeKey,EngineeringLifecycleStatusKey,EngineeringCadDocumentName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
297,ECD000297,190,198,1,4,Atlas EngineeringCadDocument 297,ECD000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5881734b544554c380feed75a30f645a5881734b544554c380feed75a30f645a
298,ECD000298,83,460,1,7,Granite EngineeringCadDocument 298,ECD000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,212ebe882d385ac592bff29843a4d780212ebe882d385ac592bff29843a4d780
299,ECD000299,425,354,2,8,Granite EngineeringCadDocument 299,ECD000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c23136a3dac55a6cb63212e4afde493ac23136a3dac55a6cb63212e4afde493a
300,ECD000300,235,467,8,3,Zenith EngineeringCadDocument 300,ECD000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4b5eab1cb97531f9606d4800e01a10ce4b5eab1cb97531f9606d4800e01a10c
301,ECD000301,23,107,4,6,Summit EngineeringCadDocument 301,ECD000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3cbebce890755618595f84357475cfbd3cbebce890755618595f84357475cfb
302,ECD000302,185,338,3,5,Harbor EngineeringCadDocument 302,ECD000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,702e3792d1d559c1b40b199cd033f6a5702e3792d1d559c1b40b199cd033f6a5
303,ECD000303,198,374,9,1,Forge EngineeringCadDocument 303,ECD000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fb9beb2ae4a5daa89f0f81aa9128a052fb9beb2ae4a5daa89f0f81aa9128a05
304,ECD000304,98,130,3,2,Riverton EngineeringCadDocument 304,ECD000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,024faabfe14c5ef895ce5d6269d27efa024faabfe14c5ef895ce5d6269d27efa
305,ECD000305,274,317,2,7,Evergreen EngineeringCadDocument 305,ECD000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd78e4105fea537798d9171b8354b25dfd78e4105fea537798d9171b8354b25d
306,ECD000306,252,-1,7,9,Forge EngineeringCadDocument 306,ECD000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf4d5924452d5708b7dc11817b182909bf4d5924452d5708b7dc11817b182909
307,ECD000307,119,452,7,2,Delta EngineeringCadDocument 307,ECD000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcc83638329052bb9bc773c735804b07dcc83638329052bb9bc773c735804b07
308,ECD000308,11,487,1,1,Titan EngineeringCadDocument 308,ECD000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b76c7a4d8245491a15a7f9843cddacd9b76c7a4d8245491a15a7f9843cddacd
309,ECD000309,167,9,6,7,Quartz EngineeringCadDocument 309,ECD000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46cea46cad355a7bb0fb609a4a4985ed46cea46cad355a7bb0fb609a4a4985ed
310,ECD000310,434,366,3,3,Atlas EngineeringCadDocument 310,ECD000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fed92a16134599dabd16c0dd91d86290fed92a16134599dabd16c0dd91d8629
311,ECD000311,493,239,8,8,Keystone EngineeringCadDocument 311,ECD000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22605253299e59e891d724f74692642622605253299e59e891d724f746926426
312,ECD000312,187,173,9,7,Beacon EngineeringCadDocument 312,ECD000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,577b3b87d1c653d49ade7f438f0910ab577b3b87d1c653d49ade7f438f0910ab
313,ECD000313,451,391,8,8,Ion EngineeringCadDocument 313,ECD000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c52adca7a77651d29ac02a8ae0657652c52adca7a77651d29ac02a8ae0657652
314,ECD000314,92,77,9,2,Atlas EngineeringCadDocument 314,ECD000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b91b0a7d9fa753aba0fd055834b3444cb91b0a7d9fa753aba0fd055834b3444c
315,ECD000315,262,39,9,10,Atlas EngineeringCadDocument 315,ECD000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fb0239490805afaaf658c34cbacb52e8fb0239490805afaaf658c34cbacb52e
316,ECD000316,4,365,10,5,Granite EngineeringCadDocument 316,ECD000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76ab264a95ae52d9803560ddc8ac428e76ab264a95ae52d9803560ddc8ac428e
317,ECD000317,103,119,9,3,Unity EngineeringCadDocument 317,ECD000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a5811e59c8355fc823f17b9d77ace144a5811e59c8355fc823f17b9d77ace14
318,ECD000318,89,90,9,4,Zenith EngineeringCadDocument 318,ECD000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a33b0a2d9bd85628966bc9ff159c4f6da33b0a2d9bd85628966bc9ff159c4f6d
319,ECD000319,159,155,2,3,Beacon EngineeringCadDocument 319,ECD000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39a5e53f2def5a39ae8123438b9a365539a5e53f2def5a39ae8123438b9a3655
320,ECD000320,234,59,6,5,Junction EngineeringCadDocument 320,ECD000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7c604e683c5953a0869df56a67044e1f7c604e683c5953a0869df56a67044e1f
321,ECD000321,160,125,10,5,Quartz EngineeringCadDocument 321,ECD000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe82beb79df3523d9d61f9bedb300fc9fe82beb79df3523d9d61f9bedb300fc9
322,ECD000322,176,206,4,9,Evergreen EngineeringCadDocument 322,ECD000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed26d74be5755ec2af44d71249a31466ed26d74be5755ec2af44d71249a31466
323,ECD000323,279,-1,3,5,Summit EngineeringCadDocument 323,ECD000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7539761f455354bfb0ae934d32749ab07539761f455354bfb0ae934d32749ab0
324,ECD000324,113,77,9,9,Meridian EngineeringCadDocument 324,ECD000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55adeba5244c5becb296bdd4ad6b567c55adeba5244c5becb296bdd4ad6b567c
325,ECD000325,70,369,9,5,Quartz EngineeringCadDocument 325,ECD000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9127f603687758fd996e2f86bed16b159127f603687758fd996e2f86bed16b15
326,ECD000326,468,461,3,4,Riverton EngineeringCadDocument 326,ECD000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5d76c09f21145726861579b5a590ff365d76c09f21145726861579b5a590ff36
327,ECD000327,99,56,8,2,Zenith EngineeringCadDocument 327,ECD000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e65565b9a92e524b8414e57707a4ef71e65565b9a92e524b8414e57707a4ef71
328,ECD000328,298,384,9,6,Zenith EngineeringCadDocument 328,ECD000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6dee85876b135381bdd68eb6279a7dbb6dee85876b135381bdd68eb6279a7dbb
329,ECD000329,379,65,4,9,Junction EngineeringCadDocument 329,ECD000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc5e6befea2b51c8b6123d7d8f7df27ebc5e6befea2b51c8b6123d7d8f7df27e
330,ECD000330,105,345,7,3,Northstar EngineeringCadDocument 330,ECD000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0aae832e0bc451609df0bc0bfede17ae0aae832e0bc451609df0bc0bfede17ae
331,ECD000331,251,76,9,7,Vertex EngineeringCadDocument 331,ECD000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ec30ef492175707a41dfb2907ee1f0b8ec30ef492175707a41dfb2907ee1f0b
332,ECD000332,230,261,9,1,Keystone EngineeringCadDocument 332,ECD000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05e3337982735e3283cb93c594f0127a05e3337982735e3283cb93c594f0127a
333,ECD000333,196,497,3,7,Ion EngineeringCadDocument 333,ECD000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9451df64751553e59bbfb32e57755f1d9451df64751553e59bbfb32e57755f1d
334,ECD000334,150,150,10,3,Ion EngineeringCadDocument 334,ECD000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41f60063c604567994569242dce990fa41f60063c604567994569242dce990fa
335,ECD000335,181,212,9,7,Summit EngineeringCadDocument 335,ECD000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e77c7c07c775662bf2abd874de2518b0e77c7c07c775662bf2abd874de2518b
336,ECD000336,251,423,7,2,Cedar EngineeringCadDocument 336,ECD000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc276845071e5a289ea9bce28c428492fc276845071e5a289ea9bce28c428492
337,ECD000337,159,81,3,8,Cedar EngineeringCadDocument 337,ECD000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86ef0ff685de577f85bcfea69d2c8f5286ef0ff685de577f85bcfea69d2c8f52
338,ECD000338,338,17,7,1,Keystone EngineeringCadDocument 338,ECD000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77569f849b8453a49ed2d4ba9cae9d9e77569f849b8453a49ed2d4ba9cae9d9e
339,ECD000339,447,295,10,3,Forge EngineeringCadDocument 339,ECD000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf797ff226f95fbfbf7588e0d83b18eebf797ff226f95fbfbf7588e0d83b18ee
340,ECD000340,14,-1,3,6,Junction EngineeringCadDocument 340,ECD000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afbb818e2387517b9e587abba37b72a7afbb818e2387517b9e587abba37b72a7
341,ECD000341,247,457,6,5,Keystone EngineeringCadDocument 341,ECD000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,738e0e5edb855d679b0a8800ace6b343738e0e5edb855d679b0a8800ace6b343
342,ECD000342,139,119,6,3,Zenith EngineeringCadDocument 342,ECD000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39700ea9011e528093ba6352b91fa0e839700ea9011e528093ba6352b91fa0e8
343,ECD000343,247,492,7,10,Meridian EngineeringCadDocument 343,ECD000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a5952c3fb3e5a36b0f02d52b75f75ea7a5952c3fb3e5a36b0f02d52b75f75ea
344,ECD000344,454,427,9,1,Delta EngineeringCadDocument 344,ECD000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e3e1de587ce5c9d9e377c36007e70a05e3e1de587ce5c9d9e377c36007e70a0
345,ECD000345,361,410,9,3,Vertex EngineeringCadDocument 345,ECD000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63c9bcf0e8865095999f7e2ecefc4dda63c9bcf0e8865095999f7e2ecefc4dda
346,ECD000346,125,321,6,6,Orion EngineeringCadDocument 346,ECD000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3b35d34c27f58938f6dcd1c2df366dec3b35d34c27f58938f6dcd1c2df366de
347,ECD000347,390,371,10,3,Titan EngineeringCadDocument 347,ECD000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e23dcf8bcb29557bbb3e125e6565df19e23dcf8bcb29557bbb3e125e6565df19
348,ECD000348,374,495,5,1,Delta EngineeringCadDocument 348,ECD000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43d612e3b594562ea95a422e3c424c9043d612e3b594562ea95a422e3c424c90
349,ECD000349,86,262,1,1,Pioneer EngineeringCadDocument 349,ECD000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3db446ad6445148ba1c2bc981bafd81d3db446ad6445148ba1c2bc981bafd81
350,ECD000350,409,15,1,3,Pioneer EngineeringCadDocument 350,ECD000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,380c1f89dee55f69be2428e07491209f380c1f89dee55f69be2428e07491209f
351,ECD000351,229,138,10,5,Orion EngineeringCadDocument 351,ECD000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca8de5f8666156578ef81df552f103f8ca8de5f8666156578ef81df552f103f8
352,ECD000352,260,432,3,7,Cedar EngineeringCadDocument 352,ECD000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8c959bde0df54f0892ff3eb173644a1f8c959bde0df54f0892ff3eb173644a1
353,ECD000353,95,392,2,10,Evergreen EngineeringCadDocument 353,ECD000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2baa94c539145dfdb899f63ebb9b10da2baa94c539145dfdb899f63ebb9b10da
354,ECD000354,280,331,2,9,Meridian EngineeringCadDocument 354,ECD000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e95db2252e256f39270ff415aae79686e95db2252e256f39270ff415aae7968
355,ECD000355,254,22,6,10,Harbor EngineeringCadDocument 355,ECD000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f071a19c78b25d1799ccfe947b86bf71f071a19c78b25d1799ccfe947b86bf71
356,ECD000356,350,74,3,6,Forge EngineeringCadDocument 356,ECD000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd4cdc4c2c4e51d7ac6c3ad5e7c9cff5fd4cdc4c2c4e51d7ac6c3ad5e7c9cff5
357,ECD000357,171,-1,6,10,Beacon EngineeringCadDocument 357,ECD000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec48b84319f752a89c8e5c53d6be7397ec48b84319f752a89c8e5c53d6be7397
358,ECD000358,366,485,7,8,Forge EngineeringCadDocument 358,ECD000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac8bb974012059f09b5bde975b5a1326ac8bb974012059f09b5bde975b5a1326
359,ECD000359,67,468,1,2,Delta EngineeringCadDocument 359,ECD000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21c5d91626f3515fb2e3b5229e3b5abe21c5d91626f3515fb2e3b5229e3b5abe
360,ECD000360,40,86,6,9,Junction EngineeringCadDocument 360,ECD000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54d972aad5de5599ad6dbce525ccb5e354d972aad5de5599ad6dbce525ccb5e3
361,ECD000361,475,474,7,1,Forge EngineeringCadDocument 361,ECD000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8ed55291bb45fbc99a4562ccd3142a0d8ed55291bb45fbc99a4562ccd3142a0
362,ECD000362,62,400,3,7,Zenith EngineeringCadDocument 362,ECD000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,423e4886ac465f8891dcc1312b8e237d423e4886ac465f8891dcc1312b8e237d
363,ECD000363,436,463,1,4,Junction EngineeringCadDocument 363,ECD000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06863ef7ef585d4191f8318487eb000506863ef7ef585d4191f8318487eb0005
364,ECD000364,25,360,5,3,Ion EngineeringCadDocument 364,ECD000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4eb19e002cb653b59148e5f07c162abc4eb19e002cb653b59148e5f07c162abc
365,ECD000365,240,288,3,6,Evergreen EngineeringCadDocument 365,ECD000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2062dda8690d5997ba56ac53b5529b1a2062dda8690d5997ba56ac53b5529b1a
366,ECD000366,210,281,5,1,Atlas EngineeringCadDocument 366,ECD000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,819a50d044e9503ba8e077f24853cb7c819a50d044e9503ba8e077f24853cb7c
367,ECD000367,446,223,4,9,Beacon EngineeringCadDocument 367,ECD000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6358632d12fc5893ae6a317f23d062026358632d12fc5893ae6a317f23d06202
368,ECD000368,417,410,4,7,Summit EngineeringCadDocument 368,ECD000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9fb99b237c45cddb90c8da15b6c69add9fb99b237c45cddb90c8da15b6c69ad
369,ECD000369,111,474,10,4,Liberty EngineeringCadDocument 369,ECD000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3733513637275fecabdb7eb44e79b6f63733513637275fecabdb7eb44e79b6f6
370,ECD000370,31,482,7,2,Ion EngineeringCadDocument 370,ECD000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ea5b69f173457dd9acc2f845c93ffbc2ea5b69f173457dd9acc2f845c93ffbc
371,ECD000371,457,198,1,8,Evergreen EngineeringCadDocument 371,ECD000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9241241d82495de996c098ebf0050d3c9241241d82495de996c098ebf0050d3c
372,ECD000372,270,127,2,6,Liberty EngineeringCadDocument 372,ECD000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ff8b252b89759dca13e374be61b4afd9ff8b252b89759dca13e374be61b4afd
373,ECD000373,87,394,5,9,Atlas EngineeringCadDocument 373,ECD000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3214cb48ce935f76a7edd2c4d72b40023214cb48ce935f76a7edd2c4d72b4002
374,ECD000374,97,-1,1,3,Quartz EngineeringCadDocument 374,ECD000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c000128302b35a0f9e19e8e8560cfdcac000128302b35a0f9e19e8e8560cfdca
375,ECD000375,3,200,8,10,Delta EngineeringCadDocument 375,ECD000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c4ea4341a145e06b5aec382eedacef80c4ea4341a145e06b5aec382eedacef8
376,ECD000376,340,207,3,2,Beacon EngineeringCadDocument 376,ECD000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84b5f98488e8573abe0b4a8e35f2bfbd84b5f98488e8573abe0b4a8e35f2bfbd
377,ECD000377,159,31,5,10,Granite EngineeringCadDocument 377,ECD000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,45a05619063253e7a780b7694128c36c45a05619063253e7a780b7694128c36c
378,ECD000378,167,9,2,9,Unity EngineeringCadDocument 378,ECD000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5dbdbdd31c3050ce8e4da04548cfce485dbdbdd31c3050ce8e4da04548cfce48
379,ECD000379,300,27,6,3,Delta EngineeringCadDocument 379,ECD000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97e48e0584225cd1bd38dd276393bb6797e48e0584225cd1bd38dd276393bb67
380,ECD000380,288,142,8,7,Vertex EngineeringCadDocument 380,ECD000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,996d912469925451b3f8803e90d2ee8f996d912469925451b3f8803e90d2ee8f
381,ECD000381,308,285,7,1,Meridian EngineeringCadDocument 381,ECD000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,870bbefc2242546caef2a6c06439e555870bbefc2242546caef2a6c06439e555
382,ECD000382,72,176,7,6,Evergreen EngineeringCadDocument 382,ECD000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61fe1c073a135b8ca6d69e11dddf70d961fe1c073a135b8ca6d69e11dddf70d9
383,ECD000383,181,250,8,6,Liberty EngineeringCadDocument 383,ECD000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab52df63d3bf585c91c8342361e63daeab52df63d3bf585c91c8342361e63dae
384,ECD000384,248,135,2,3,Beacon EngineeringCadDocument 384,ECD000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bb160ca3b7d583aadd4d3c351a3e76f7bb160ca3b7d583aadd4d3c351a3e76f
385,ECD000385,202,231,2,8,Harbor EngineeringCadDocument 385,ECD000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,104634ac143c5e2fac15e6c61628626f104634ac143c5e2fac15e6c61628626f
386,ECD000386,98,490,2,8,Liberty EngineeringCadDocument 386,ECD000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed43c8b36b175ce9a21736920a600106ed43c8b36b175ce9a21736920a600106
387,ECD000387,438,304,3,3,Atlas EngineeringCadDocument 387,ECD000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d7ea7e5b76d5e8da96632e7f7dae1f16d7ea7e5b76d5e8da96632e7f7dae1f1
388,ECD000388,154,419,1,7,Meridian EngineeringCadDocument 388,ECD000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a219477b5ae65cba91e06f95315dec63a219477b5ae65cba91e06f95315dec63
389,ECD000389,247,249,1,2,Cedar EngineeringCadDocument 389,ECD000389,1,542.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c32d31adafe5ada86852679cd0774d61c32d31adafe5ada86852679cd0774d6
390,ECD000390,21,257,7,3,Unity EngineeringCadDocument 390,ECD000390,0,544.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2224b1af2b2c5d07a766ed12bad073192224b1af2b2c5d07a766ed12bad07319
391,ECD000391,394,-1,4,3,Riverton EngineeringCadDocument 391,ECD000391,1,545.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,789fc5cc325b53af8516f5b928e62eb0789fc5cc325b53af8516f5b928e62eb0
392,ECD000392,394,247,6,9,Summit EngineeringCadDocument 392,ECD000392,1,547.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a218a5a3dc8e506faf3b4cc3b69f1711a218a5a3dc8e506faf3b4cc3b69f1711
393,ECD000393,313,77,3,4,Zenith EngineeringCadDocument 393,ECD000393,1,548.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d021cac06bc58a0b8500824bf71883f1d021cac06bc58a0b8500824bf71883f
394,ECD000394,17,43,3,7,Forge EngineeringCadDocument 394,ECD000394,1,549.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5180b966e78d5caf9ac8e1df4fdab20c5180b966e78d5caf9ac8e1df4fdab20c
395,ECD000395,39,334,5,6,Orion EngineeringCadDocument 395,ECD000395,0,551.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de40b6d4d3225a328e3b52f04aa65123de40b6d4d3225a328e3b52f04aa65123
