ProductKey,ProductNumber,ProductSubfamilyKey,ProductBrandKey,ProductLifecyclePhaseKey,ProductCertificationKey,ParentProductKey,UnitOfMeasureKey,RecordStatusKey,MeasurementSystemKey,HazardClassKey,ProductName,ProductDescription,DrawingNumber,RevisionCode,StandardCostAmount,ListPriceAmount,NetWeightValue,GrossWeightValue,ShelfLifeDays,LotTrackedFlag,SerialTrackedFlag,MakeBuyCode,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
235,P000235,30,386,7,138,-1,7,1,3,7,Granite Product 235,Product starter record 235,P000235,P000235,331.9500,331.9500,331.9500,331.9500,12,0,0,P000235,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca3b2dec32fd52f1b3e99d225632c6ffca3b2dec32fd52f1b3e99d225632c6ff
236,P000236,294,195,5,30,-1,1,3,3,13,Junction Product 236,Product starter record 236,P000236,P000236,333.3200,333.3200,333.3200,333.3200,13,1,1,P000236,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2136ad1a5335f4c9b2d8693ce624e44e2136ad1a5335f4c9b2d8693ce624e44
237,P000237,36,468,7,188,-1,6,4,2,3,Titan Product 237,Product starter record 237,P000237,P000237,334.6900,334.6900,334.6900,334.6900,14,1,1,P000237,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f086039df4b57acb23904c129b6794d9f086039df4b57acb23904c129b6794d
238,P000238,388,278,4,166,-1,2,4,3,7,Harbor Product 238,Product starter record 238,P000238,P000238,336.0600,336.0600,336.0600,336.0600,15,1,1,P000238,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8ecbd13f89357708c24a632d6a5c5e5b8ecbd13f89357708c24a632d6a5c5e5
239,P000239,2,230,3,187,-1,4,2,1,16,Titan Product 239,Product starter record 239,P000239,P000239,337.4300,337.4300,337.4300,337.4300,16,1,1,P000239,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a31f41329435e61990ca8d4245b1d597a31f41329435e61990ca8d4245b1d59
240,P000240,403,202,9,222,-1,7,4,1,5,Quartz Product 240,Product starter record 240,P000240,P000240,338.8000,338.8000,338.8000,338.8000,17,0,0,P000240,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,435408621d3f5f00a759a6bbc41e4f95435408621d3f5f00a759a6bbc41e4f95
241,P000241,46,394,6,237,-1,2,1,3,4,Harbor Product 241,Product starter record 241,P000241,P000241,340.1700,340.1700,340.1700,340.1700,18,1,1,P000241,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62d17aeb93445ae39ad5f6abb765baf362d17aeb93445ae39ad5f6abb765baf3
242,P000242,340,150,4,17,-1,4,3,2,13,Titan Product 242,Product starter record 242,P000242,P000242,341.5400,341.5400,341.5400,341.5400,19,1,1,P000242,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b26dfc6e67305915b8fc26c6e6123aedb26dfc6e67305915b8fc26c6e6123aed
243,P000243,320,392,8,197,-1,7,3,2,10,Unity Product 243,Product starter record 243,P000243,P000243,342.9100,342.9100,342.9100,342.9100,20,1,1,P000243,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4c902fc966650fda5b457e3d390fa2af4c902fc966650fda5b457e3d390fa2a
244,P000244,96,329,1,231,-1,2,3,3,4,Meridian Product 244,Product starter record 244,P000244,P000244,344.2800,344.2800,344.2800,344.2800,21,1,1,P000244,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84f4faafb0d75357aa01f205da89251f84f4faafb0d75357aa01f205da89251f
245,P000245,127,308,1,179,-1,6,2,1,2,Evergreen Product 245,Product starter record 245,P000245,P000245,345.6500,345.6500,345.6500,345.6500,22,0,0,P000245,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae06790e27925acf93798d368b5601c9ae06790e27925acf93798d368b5601c9
246,P000246,94,26,11,86,-1,6,1,3,13,Cedar Product 246,Product starter record 246,P000246,P000246,347.0200,347.0200,347.0200,347.0200,23,1,1,P000246,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddd15a6a4e5d50628f0c68b40c67cab6ddd15a6a4e5d50628f0c68b40c67cab6
247,P000247,233,254,2,136,-1,2,3,2,11,Willow Product 247,Product starter record 247,P000247,P000247,348.3900,348.3900,348.3900,348.3900,24,1,1,P000247,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d41c26781c565c15bb824757ef65a97fd41c26781c565c15bb824757ef65a97f
248,P000248,421,67,1,208,-1,3,2,2,16,Vertex Product 248,Product starter record 248,P000248,P000248,349.7600,349.7600,349.7600,349.7600,25,1,1,P000248,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7eb2c8481eb2530381d35ef69659648c7eb2c8481eb2530381d35ef69659648c
249,P000249,130,75,3,56,-1,7,2,2,10,Harbor Product 249,Product starter record 249,P000249,P000249,351.1300,351.1300,351.1300,351.1300,26,1,1,P000249,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b46b1e17b78d5410bc5dcd9f8037b2dbb46b1e17b78d5410bc5dcd9f8037b2db
250,P000250,156,241,2,147,-1,5,3,1,7,Quartz Product 250,Product starter record 250,P000250,P000250,352.5000,352.5000,352.5000,352.5000,27,0,0,P000250,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7f6b2a96b2435ee3a6ab69397d4e254d7f6b2a96b2435ee3a6ab69397d4e254d
251,P000251,177,242,3,149,-1,7,1,2,18,Orion Product 251,Product starter record 251,P000251,P000251,353.8700,353.8700,353.8700,353.8700,28,1,1,P000251,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4c7f25e70d258cb80e9d5af7181a44db4c7f25e70d258cb80e9d5af7181a44d
252,P000252,264,205,5,241,-1,6,3,1,17,Liberty Product 252,Product starter record 252,P000252,P000252,355.2400,355.2400,355.2400,355.2400,1,1,1,P000252,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03e3f0e248d651a2afab2252ffdd8ca303e3f0e248d651a2afab2252ffdd8ca3
253,P000253,125,500,3,136,-1,1,3,2,7,Riverton Product 253,Product starter record 253,P000253,P000253,356.6100,356.6100,356.6100,356.6100,2,1,1,P000253,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddf4a54b1e2c58f190e1e0e0c2bb82eaddf4a54b1e2c58f190e1e0e0c2bb82ea
254,P000254,435,236,9,151,-1,2,4,3,1,Liberty Product 254,Product starter record 254,P000254,P000254,357.9800,357.9800,357.9800,357.9800,3,1,1,P000254,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf9d0001ff6d5bfbba70040c4384d727bf9d0001ff6d5bfbba70040c4384d727
255,P000255,188,481,12,21,-1,6,4,2,2,Unity Product 255,Product starter record 255,P000255,P000255,359.3500,359.3500,359.3500,359.3500,4,0,0,P000255,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a0d82c1c54a5b07a4b3f38e0c3dbcaa2a0d82c1c54a5b07a4b3f38e0c3dbcaa
256,P000256,361,223,1,20,-1,5,3,3,8,Vertex Product 256,Product starter record 256,P000256,P000256,360.7200,360.7200,360.7200,360.7200,5,1,1,P000256,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c91203cf390584196cae3f7c967aa762c91203cf390584196cae3f7c967aa76
257,P000257,395,10,11,60,-1,5,3,1,1,Beacon Product 257,Product starter record 257,P000257,P000257,362.0900,362.0900,362.0900,362.0900,6,1,1,P000257,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e732c2941ca51dfbc34887ab446358b5e732c2941ca51dfbc34887ab446358b
258,P000258,265,127,2,62,-1,3,2,3,4,Junction Product 258,Product starter record 258,P000258,P000258,363.4600,363.4600,363.4600,363.4600,7,1,1,P000258,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2dd49932d40a590aa055c7e937f25bef2dd49932d40a590aa055c7e937f25bef
259,P000259,128,462,5,86,-1,3,1,1,10,Quartz Product 259,Product starter record 259,P000259,P000259,364.8300,364.8300,364.8300,364.8300,8,1,1,P000259,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4739c07aed45062b7aa5a3088dda6b1b4739c07aed45062b7aa5a3088dda6b1
260,P000260,108,192,8,69,-1,5,1,1,7,Liberty Product 260,Product starter record 260,P000260,P000260,366.2000,366.2000,366.2000,366.2000,9,0,0,P000260,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,659accf9dcb759339986d5b320c5a5e7659accf9dcb759339986d5b320c5a5e7
261,P000261,276,105,9,171,-1,7,4,3,18,Evergreen Product 261,Product starter record 261,P000261,P000261,367.5700,367.5700,367.5700,367.5700,10,1,1,P000261,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42f0dd397dfc5b738070578d2cae6f5242f0dd397dfc5b738070578d2cae6f52
262,P000262,455,279,7,46,-1,6,3,2,15,Northstar Product 262,Product starter record 262,P000262,P000262,368.9400,368.9400,368.9400,368.9400,11,1,1,P000262,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2ad4effcecf5271a6e4a3938b6aa405a2ad4effcecf5271a6e4a3938b6aa405
263,P000263,228,376,12,71,-1,2,1,3,8,Unity Product 263,Product starter record 263,P000263,P000263,370.3100,370.3100,370.3100,370.3100,12,1,1,P000263,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd3b858cc4a754eca36b514c24ba9949bd3b858cc4a754eca36b514c24ba9949
264,P000264,176,284,11,178,-1,1,4,3,9,Keystone Product 264,Product starter record 264,P000264,P000264,371.6800,371.6800,371.6800,371.6800,13,1,1,P000264,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,720ec5db209b5134b2ce3b454f7b2313720ec5db209b5134b2ce3b454f7b2313
265,P000265,227,258,3,21,-1,3,2,3,13,Evergreen Product 265,Product starter record 265,P000265,P000265,373.0500,373.0500,373.0500,373.0500,14,0,0,P000265,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c36d4152aeba565abf8718a7627c57fbc36d4152aeba565abf8718a7627c57fb
266,P000266,299,102,6,68,-1,6,1,1,9,Pioneer Product 266,Product starter record 266,P000266,P000266,374.4200,374.4200,374.4200,374.4200,15,1,1,P000266,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5e7f0a4e03a5361958df2cac9bb9703b5e7f0a4e03a5361958df2cac9bb9703
267,P000267,140,367,3,93,-1,7,1,3,9,Atlas Product 267,Product starter record 267,P000267,P000267,375.7900,375.7900,375.7900,375.7900,16,1,1,P000267,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,751ab69ed6f251f0a6ee6b919ff1e4a6751ab69ed6f251f0a6ee6b919ff1e4a6
268,P000268,367,129,9,5,-1,5,4,3,12,Ion Product 268,Product starter record 268,P000268,P000268,377.1600,377.1600,377.1600,377.1600,17,1,1,P000268,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4e744cc867b65e0ea936adc848afbe9e4e744cc867b65e0ea936adc848afbe9e
269,P000269,164,412,12,149,-1,5,1,1,13,Quartz Product 269,Product starter record 269,P000269,P000269,378.5300,378.5300,378.5300,378.5300,18,1,1,P000269,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a5d8e40aa2a5757b83b7e0419d90dc21a5d8e40aa2a5757b83b7e0419d90dc2
270,P000270,73,65,6,170,-1,6,1,1,4,Summit Product 270,Product starter record 270,P000270,P000270,379.9000,379.9000,379.9000,379.9000,19,0,0,P000270,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66d3a66fcc0250029e17921619247dc466d3a66fcc0250029e17921619247dc4
271,P000271,326,144,11,22,-1,6,3,1,13,Forge Product 271,Product starter record 271,P000271,P000271,381.2700,381.2700,381.2700,381.2700,20,1,1,P000271,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38a9561827245c3c9260a58598788af038a9561827245c3c9260a58598788af0
272,P000272,138,378,6,195,-1,7,4,2,1,Atlas Product 272,Product starter record 272,P000272,P000272,382.6400,382.6400,382.6400,382.6400,21,1,1,P000272,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ccdd4dc80cf55970949aefd545785a34ccdd4dc80cf55970949aefd545785a34
273,P000273,45,382,5,42,-1,1,4,1,6,Keystone Product 273,Product starter record 273,P000273,P000273,384.0100,384.0100,384.0100,384.0100,22,1,1,P000273,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,879dae53753c57968d139bad884535e1879dae53753c57968d139bad884535e1
274,P000274,420,308,10,223,-1,7,2,2,15,Liberty Product 274,Product starter record 274,P000274,P000274,385.3800,385.3800,385.3800,385.3800,23,1,1,P000274,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9b70bd28dcb516e9f455f52ca67c65cc9b70bd28dcb516e9f455f52ca67c65c
275,P000275,114,338,11,196,-1,7,1,1,11,Zenith Product 275,Product starter record 275,P000275,P000275,386.7500,386.7500,386.7500,386.7500,24,0,0,P000275,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d062fd7309155259aa01e0e74e4c59e8d062fd7309155259aa01e0e74e4c59e
276,P000276,249,118,2,219,-1,7,2,2,2,Junction Product 276,Product starter record 276,P000276,P000276,388.1200,388.1200,388.1200,388.1200,25,1,1,P000276,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6047e3e224465c1983e91b35fbb843386047e3e224465c1983e91b35fbb84338
277,P000277,413,159,5,38,-1,3,1,3,7,Orion Product 277,Product starter record 277,P000277,P000277,389.4900,389.4900,389.4900,389.4900,26,1,1,P000277,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26310184e5795a55881dd00ab167622926310184e5795a55881dd00ab1676229
278,P000278,123,465,11,154,-1,2,2,3,8,Keystone Product 278,Product starter record 278,P000278,P000278,390.8600,390.8600,390.8600,390.8600,27,1,1,P000278,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1598b10203e85a44a450e7f7f2ebd6361598b10203e85a44a450e7f7f2ebd636
279,P000279,177,316,11,106,-1,1,3,3,11,Titan Product 279,Product starter record 279,P000279,P000279,392.2300,392.2300,392.2300,392.2300,28,1,1,P000279,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e049357750e85b1c97db9458aad4b99ce049357750e85b1c97db9458aad4b99c
280,P000280,234,231,4,113,-1,1,1,1,11,Delta Product 280,Product starter record 280,P000280,P000280,393.6000,393.6000,393.6000,393.6000,1,0,0,P000280,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dab98caf0b05ae5a8ea328aa802f83b4dab98caf0b05ae5a8ea328aa802f83b
281,P000281,143,38,12,66,-1,6,3,2,8,Granite Product 281,Product starter record 281,P000281,P000281,394.9700,394.9700,394.9700,394.9700,2,1,1,P000281,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31654a15bdd85fb297d12b671d6ea7ef31654a15bdd85fb297d12b671d6ea7ef
282,P000282,260,447,5,65,-1,6,2,1,18,Riverton Product 282,Product starter record 282,P000282,P000282,396.3400,396.3400,396.3400,396.3400,3,1,1,P000282,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b6abb16f30d582b80e43e89146f01b21b6abb16f30d582b80e43e89146f01b2
283,P000283,446,475,2,89,-1,1,3,1,17,Delta Product 283,Product starter record 283,P000283,P000283,397.7100,397.7100,397.7100,397.7100,4,1,1,P000283,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe4de6e823275cefa017f8884afddc78fe4de6e823275cefa017f8884afddc78
284,P000284,29,399,3,167,-1,5,2,1,5,Beacon Product 284,Product starter record 284,P000284,P000284,399.0800,399.0800,399.0800,399.0800,5,1,1,P000284,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f904e48f0555ef483190db3581879c49f904e48f0555ef483190db3581879c4
285,P000285,432,327,10,64,-1,4,2,1,1,Zenith Product 285,Product starter record 285,P000285,P000285,400.4500,400.4500,400.4500,400.4500,6,0,0,P000285,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,195a40d7709e54e9aaa2100076f04451195a40d7709e54e9aaa2100076f04451
286,P000286,324,135,8,235,-1,7,4,2,12,Harbor Product 286,Product starter record 286,P000286,P000286,401.8200,401.8200,401.8200,401.8200,7,1,1,P000286,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f849de5e59856068de39f43a57a49c48f849de5e59856068de39f43a57a49c4
287,P000287,366,480,1,35,-1,4,4,1,13,Atlas Product 287,Product starter record 287,P000287,P000287,403.1900,403.1900,403.1900,403.1900,8,1,1,P000287,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4da874bfb0eb5634a8a09f725dd2a5d64da874bfb0eb5634a8a09f725dd2a5d6
288,P000288,182,287,9,60,-1,1,4,3,15,Riverton Product 288,Product starter record 288,P000288,P000288,404.5600,404.5600,404.5600,404.5600,9,1,1,P000288,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,11c44b52266e5fa6a3842aeb183c0a4911c44b52266e5fa6a3842aeb183c0a49
289,P000289,351,265,9,60,-1,6,2,1,13,Junction Product 289,Product starter record 289,P000289,P000289,405.9300,405.9300,405.9300,405.9300,10,1,1,P000289,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a35118d26115dd28125756bcddf68847a35118d26115dd28125756bcddf6884
290,P000290,2,108,12,26,-1,7,1,2,17,Beacon Product 290,Product starter record 290,P000290,P000290,407.3000,407.3000,407.3000,407.3000,11,0,0,P000290,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc150b439deb5f92ac7b7767f99f7944fc150b439deb5f92ac7b7767f99f7944
291,P000291,184,92,6,115,-1,6,2,2,3,Northstar Product 291,Product starter record 291,P000291,P000291,408.6700,408.6700,408.6700,408.6700,12,1,1,P000291,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94b4f228a305515aa4f8ecb88d3599cb94b4f228a305515aa4f8ecb88d3599cb
292,P000292,50,448,3,21,-1,6,3,1,9,Harbor Product 292,Product starter record 292,P000292,P000292,410.0400,410.0400,410.0400,410.0400,13,1,1,P000292,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4da93b9518752c597db08be6d28cea1a4da93b9518752c597db08be6d28cea1
293,P000293,204,416,10,103,-1,5,4,1,16,Riverton Product 293,Product starter record 293,P000293,P000293,411.4100,411.4100,411.4100,411.4100,14,1,1,P000293,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4efc8aa6cda56aa8178cb660341979fa4efc8aa6cda56aa8178cb660341979f
294,P000294,56,305,5,204,-1,7,3,1,15,Delta Product 294,Product starter record 294,P000294,P000294,412.7800,412.7800,412.7800,412.7800,15,1,1,P000294,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18b1cff159b45adf94e11ff874ceca7518b1cff159b45adf94e11ff874ceca75
295,P000295,271,194,1,5,-1,4,3,2,17,Riverton Product 295,Product starter record 295,P000295,P000295,414.1500,414.1500,414.1500,414.1500,16,0,0,P000295,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e326c848f0f5c55a44e7edef853cc395e326c848f0f5c55a44e7edef853cc39
296,P000296,17,79,1,69,-1,6,2,3,14,Granite Product 296,Product starter record 296,P000296,P000296,415.5200,415.5200,415.5200,415.5200,17,1,1,P000296,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e152329c9a055543aea77dbfb2fc2f35e152329c9a055543aea77dbfb2fc2f35
297,P000297,110,384,2,26,-1,3,2,2,18,Meridian Product 297,Product starter record 297,P000297,P000297,416.8900,416.8900,416.8900,416.8900,18,1,1,P000297,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86c754bbbb1458008b226f0a218330e086c754bbbb1458008b226f0a218330e0
298,P000298,159,182,12,170,-1,7,1,2,5,Titan Product 298,Product starter record 298,P000298,P000298,418.2600,418.2600,418.2600,418.2600,19,1,1,P000298,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57a32427b5f357cea415197f83db5fc757a32427b5f357cea415197f83db5fc7
299,P000299,203,365,2,196,-1,2,4,3,13,Forge Product 299,Product starter record 299,P000299,P000299,419.6300,419.6300,419.6300,419.6300,20,1,1,P000299,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0112e1dd0615148b79201efcb120cebb0112e1dd0615148b79201efcb120ceb
300,P000300,272,376,8,95,-1,3,4,3,8,Meridian Product 300,Product starter record 300,P000300,P000300,421.0000,421.0000,421.0000,421.0000,21,0,0,P000300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0e310a6ea86506eb739306694b9e913e0e310a6ea86506eb739306694b9e913
301,P000301,105,13,1,202,-1,2,3,1,4,Beacon Product 301,Product starter record 301,P000301,P000301,422.3700,422.3700,422.3700,422.3700,22,1,1,P000301,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3211ec9b719d5d27914e85bb1fa429f83211ec9b719d5d27914e85bb1fa429f8
302,P000302,487,384,5,154,-1,1,4,2,13,Unity Product 302,Product starter record 302,P000302,P000302,423.7400,423.7400,423.7400,423.7400,23,1,1,P000302,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7789055b32815aff857354e4c08e8e6c7789055b32815aff857354e4c08e8e6c
303,P000303,360,269,5,16,-1,4,4,3,3,Pioneer Product 303,Product starter record 303,P000303,P000303,425.1100,425.1100,425.1100,425.1100,24,1,1,P000303,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bfa33c4f90b50da949f0dbc5a6cae355bfa33c4f90b50da949f0dbc5a6cae35
304,P000304,376,187,11,214,-1,6,1,1,9,Zenith Product 304,Product starter record 304,P000304,P000304,426.4800,426.4800,426.4800,426.4800,25,1,1,P000304,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fec16007f4af57b5a1a2c5782c6d9814fec16007f4af57b5a1a2c5782c6d9814
305,P000305,211,59,6,221,-1,5,3,2,8,Quartz Product 305,Product starter record 305,P000305,P000305,427.8500,427.8500,427.8500,427.8500,26,0,0,P000305,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,067856bc8e615927970f8f075ca83c0b067856bc8e615927970f8f075ca83c0b
306,P000306,273,147,11,186,-1,2,2,1,17,Meridian Product 306,Product starter record 306,P000306,P000306,429.2200,429.2200,429.2200,429.2200,27,1,1,P000306,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b32e4da2ae95fd69e6ab41e85ca11f38b32e4da2ae95fd69e6ab41e85ca11f3
307,P000307,51,323,2,6,-1,7,4,2,4,Orion Product 307,Product starter record 307,P000307,P000307,430.5900,430.5900,430.5900,430.5900,28,1,1,P000307,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,046f5ca8d9d95bfbb2e5f5e0792d14e4046f5ca8d9d95bfbb2e5f5e0792d14e4
308,P000308,475,357,11,190,-1,5,1,2,18,Cedar Product 308,Product starter record 308,P000308,P000308,431.9600,431.9600,431.9600,431.9600,1,1,1,P000308,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1e311afda1551d0924008ddf226f267a1e311afda1551d0924008ddf226f267
309,P000309,26,174,2,154,-1,2,4,3,17,Cedar Product 309,Product starter record 309,P000309,P000309,433.3300,433.3300,433.3300,433.3300,2,1,1,P000309,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ff61997844e597da179a89b93a6e14c8ff61997844e597da179a89b93a6e14c
310,P000310,78,79,11,237,-1,1,1,3,16,Unity Product 310,Product starter record 310,P000310,P000310,434.7000,434.7000,434.7000,434.7000,3,0,0,P000310,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ae07622f2b65b53b088b88939f184983ae07622f2b65b53b088b88939f18498
311,P000311,97,447,11,176,-1,1,1,1,2,Cedar Product 311,Product starter record 311,P000311,P000311,436.0700,436.0700,436.0700,436.0700,4,1,1,P000311,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2a2ed7ff0945f9dbbf4b08ccf789bf2f2a2ed7ff0945f9dbbf4b08ccf789bf2
312,P000312,282,72,6,183,-1,1,1,2,14,Titan Product 312,Product starter record 312,P000312,P000312,437.4400,437.4400,437.4400,437.4400,5,1,1,P000312,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef19f4a78cf55daaa94fe8d5911a75f4ef19f4a78cf55daaa94fe8d5911a75f4
313,P000313,81,232,9,141,-1,4,2,2,15,Atlas Product 313,Product starter record 313,P000313,P000313,438.8100,438.8100,438.8100,438.8100,6,1,1,P000313,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23a20c61311757c39d1030fe729e2b5923a20c61311757c39d1030fe729e2b59
