MaintenancePmPlanKey,PmPlanNumber,AssetKey,MaintenancePlanClassKey,UnitOfMeasureKey,MaintenanceWorkTypeKey,RecordStatusKey,MaintenancePmPlanName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
292,MPP000292,423,58,2,6,3,Harbor MaintenancePmPlan 292,MPP000292,1,410.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a1d74f434435dbeb75b930c5bb76f744a1d74f434435dbeb75b930c5bb76f74
293,MPP000293,171,1,2,3,2,Unity MaintenancePmPlan 293,MPP000293,1,411.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3adc22ec351c585db4f7add3a6f98a6a3adc22ec351c585db4f7add3a6f98a6a
294,MPP000294,146,7,4,2,4,Titan MaintenancePmPlan 294,MPP000294,1,412.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,78b1ff55504b5163a15b88e05210d1fc78b1ff55504b5163a15b88e05210d1fc
295,MPP000295,15,48,7,6,2,Vertex MaintenancePmPlan 295,MPP000295,0,414.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62c8c1874fab5f0ca64d35c44ea8614462c8c1874fab5f0ca64d35c44ea86144
296,MPP000296,223,34,4,8,4,Delta MaintenancePmPlan 296,MPP000296,1,415.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ac73eb05c2c584ba445498ed053fcf64ac73eb05c2c584ba445498ed053fcf6
297,MPP000297,134,27,2,7,4,Atlas MaintenancePmPlan 297,MPP000297,1,416.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fa70ea9cf1e556cb5cc0038568fefa62fa70ea9cf1e556cb5cc0038568fefa6
298,MPP000298,41,31,3,5,2,Keystone MaintenancePmPlan 298,MPP000298,1,418.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e8bd1cd8aaf5f5c8e301c528ec8d7879e8bd1cd8aaf5f5c8e301c528ec8d787
299,MPP000299,493,46,2,2,3,Northstar MaintenancePmPlan 299,MPP000299,1,419.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8459b9cc45a6511a927e0cdfcd9101688459b9cc45a6511a927e0cdfcd910168
300,MPP000300,195,49,7,4,4,Liberty MaintenancePmPlan 300,MPP000300,0,421.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b731a946f27a545b99310f12f77c2878b731a946f27a545b99310f12f77c2878
301,MPP000301,158,35,1,10,1,Ion MaintenancePmPlan 301,MPP000301,1,422.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b1ffd358a5c56fda9cc0f949e7d41b54b1ffd358a5c56fda9cc0f949e7d41b5
302,MPP000302,292,62,1,3,4,Meridian MaintenancePmPlan 302,MPP000302,1,423.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,699b1d5344e858aba4e1549865ca2d9e699b1d5344e858aba4e1549865ca2d9e
303,MPP000303,77,35,3,6,1,Unity MaintenancePmPlan 303,MPP000303,1,425.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c756bf79ef7f505488d01b6ac6209b81c756bf79ef7f505488d01b6ac6209b81
304,MPP000304,105,71,6,3,3,Keystone MaintenancePmPlan 304,MPP000304,1,426.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b90c3daf47056eabbf79d1f24d0e6a72b90c3daf47056eabbf79d1f24d0e6a7
305,MPP000305,5,50,2,12,3,Meridian MaintenancePmPlan 305,MPP000305,0,427.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5affcd7b6ac50f88dd5ffd53239f349f5affcd7b6ac50f88dd5ffd53239f349
306,MPP000306,-1,22,6,3,4,Keystone MaintenancePmPlan 306,MPP000306,1,429.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42ede23877ee57818bc0218398b90e4842ede23877ee57818bc0218398b90e48
307,MPP000307,450,54,6,6,1,Zenith MaintenancePmPlan 307,MPP000307,1,430.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,250eb776dcd25f22a0ffc9589d4fed61250eb776dcd25f22a0ffc9589d4fed61
308,MPP000308,142,34,6,6,2,Atlas MaintenancePmPlan 308,MPP000308,1,431.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3085df416d45a8d8b21bf2ef748665ff3085df416d45a8d8b21bf2ef748665f
309,MPP000309,418,53,2,6,1,Junction MaintenancePmPlan 309,MPP000309,1,433.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb21d8e018ec5b7fb7a15dbe9ceae98bcb21d8e018ec5b7fb7a15dbe9ceae98b
310,MPP000310,190,16,1,4,4,Liberty MaintenancePmPlan 310,MPP000310,0,434.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef3828664abb50a0a9c3fbb60565a473ef3828664abb50a0a9c3fbb60565a473
311,MPP000311,152,62,6,4,1,Willow MaintenancePmPlan 311,MPP000311,1,436.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf0efa193b1f501f91298b726ca77043bf0efa193b1f501f91298b726ca77043
312,MPP000312,264,41,5,5,3,Harbor MaintenancePmPlan 312,MPP000312,1,437.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed6d908cf68158be9735636b7d91f315ed6d908cf68158be9735636b7d91f315
313,MPP000313,269,60,4,11,1,Junction MaintenancePmPlan 313,MPP000313,1,438.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1a69f3917105b2197f691a50ea8f704d1a69f3917105b2197f691a50ea8f704
314,MPP000314,3,63,2,1,3,Quartz MaintenancePmPlan 314,MPP000314,1,440.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19935f266aa75f7aaf19d7cb29de0ce319935f266aa75f7aaf19d7cb29de0ce3
315,MPP000315,11,54,2,10,2,Titan MaintenancePmPlan 315,MPP000315,0,441.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39e4f0865d205da891445fc98e82a99539e4f0865d205da891445fc98e82a995
316,MPP000316,486,70,3,8,3,Meridian MaintenancePmPlan 316,MPP000316,1,442.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c365ac8cb675bcb894567ada6a150645c365ac8cb675bcb894567ada6a15064
317,MPP000317,20,63,6,1,4,Beacon MaintenancePmPlan 317,MPP000317,1,444.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f7f8c12b34456ffbac4eec482740f970f7f8c12b34456ffbac4eec482740f97
318,MPP000318,285,17,7,7,2,Liberty MaintenancePmPlan 318,MPP000318,1,445.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13da8fb048d05dc08f56083f26fdcf0b13da8fb048d05dc08f56083f26fdcf0b
319,MPP000319,249,5,4,6,4,Cedar MaintenancePmPlan 319,MPP000319,1,447.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,912fc01ecddd5864aa7f693a68e0f510912fc01ecddd5864aa7f693a68e0f510
320,MPP000320,386,46,3,1,2,Delta MaintenancePmPlan 320,MPP000320,0,448.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4d1de485a4e5952812e84919335969cd4d1de485a4e5952812e84919335969c
321,MPP000321,95,7,7,7,1,Cedar MaintenancePmPlan 321,MPP000321,1,449.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26bb42f947925de4b8a7cf4a5bc4938026bb42f947925de4b8a7cf4a5bc49380
322,MPP000322,85,79,6,5,1,Summit MaintenancePmPlan 322,MPP000322,1,451.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92d074dc178757cda4af8b884406c03b92d074dc178757cda4af8b884406c03b
323,MPP000323,-1,61,7,1,4,Keystone MaintenancePmPlan 323,MPP000323,1,452.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c736261221258178cc7045f9f64a5e56c736261221258178cc7045f9f64a5e5
324,MPP000324,201,15,5,7,1,Granite MaintenancePmPlan 324,MPP000324,1,453.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c77eb8d61426578597c361e12498bfecc77eb8d61426578597c361e12498bfec
325,MPP000325,140,6,7,1,3,Harbor MaintenancePmPlan 325,MPP000325,0,455.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c1fd25c3f315219ac2fe7c6bbfa354a5c1fd25c3f315219ac2fe7c6bbfa354a
326,MPP000326,193,62,4,11,1,Meridian MaintenancePmPlan 326,MPP000326,1,456.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,703148d4266d554fbb9161a32040b87c703148d4266d554fbb9161a32040b87c
327,MPP000327,499,50,1,2,2,Quartz MaintenancePmPlan 327,MPP000327,1,457.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e75a5a15eed650dcbcaa0215b46d70c2e75a5a15eed650dcbcaa0215b46d70c2
328,MPP000328,417,36,7,12,3,Summit MaintenancePmPlan 328,MPP000328,1,459.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b65bea7dbe1e513b959b114311015762b65bea7dbe1e513b959b114311015762
329,MPP000329,394,30,4,8,2,Zenith MaintenancePmPlan 329,MPP000329,1,460.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e08a3d3dbfc530594bb4ebfbb0f7c1e5e08a3d3dbfc530594bb4ebfbb0f7c1e
330,MPP000330,102,66,1,1,2,Keystone MaintenancePmPlan 330,MPP000330,0,462.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cc24d98cd9e5eb0ab6bf24631aa766e0cc24d98cd9e5eb0ab6bf24631aa766e
331,MPP000331,6,46,6,4,3,Titan MaintenancePmPlan 331,MPP000331,1,463.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a10c0d155965519bdfb3e9223c03ebd4a10c0d155965519bdfb3e9223c03ebd
332,MPP000332,290,45,1,11,2,Zenith MaintenancePmPlan 332,MPP000332,1,464.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd12a475e96c59ec8a3209ba094cdb59dd12a475e96c59ec8a3209ba094cdb59
333,MPP000333,149,3,1,5,4,Willow MaintenancePmPlan 333,MPP000333,1,466.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fea3eddf10250abadb9355171f128044fea3eddf10250abadb9355171f12804
334,MPP000334,191,17,1,6,4,Harbor MaintenancePmPlan 334,MPP000334,1,467.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,091190284b725686b845e9ff585bf0ed091190284b725686b845e9ff585bf0ed
335,MPP000335,208,52,2,2,3,Summit MaintenancePmPlan 335,MPP000335,0,468.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ad1dd84570b5af1a92f7042995e846f1ad1dd84570b5af1a92f7042995e846f
336,MPP000336,217,80,6,2,2,Riverton MaintenancePmPlan 336,MPP000336,1,470.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6837277650695c85bc75622f23ab0fae6837277650695c85bc75622f23ab0fae
337,MPP000337,379,81,6,9,4,Riverton MaintenancePmPlan 337,MPP000337,1,471.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8de5cdf9d1455b5e93bf09b854ad1dff8de5cdf9d1455b5e93bf09b854ad1dff
338,MPP000338,38,86,4,10,2,Harbor MaintenancePmPlan 338,MPP000338,1,473.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c26adba973575bd6ac6338415484255cc26adba973575bd6ac6338415484255c
339,MPP000339,251,21,4,8,4,Willow MaintenancePmPlan 339,MPP000339,1,474.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5de0692d8b90529db5d06124485ac4795de0692d8b90529db5d06124485ac479
340,MPP000340,-1,79,5,8,4,Vertex MaintenancePmPlan 340,MPP000340,0,475.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b1b4ba9f24315e92bcdf665aa47b4207b1b4ba9f24315e92bcdf665aa47b4207
341,MPP000341,116,85,2,3,4,Junction MaintenancePmPlan 341,MPP000341,1,477.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d266f99eb0652beb8b69a0c3bbc247b4d266f99eb0652beb8b69a0c3bbc247b
342,MPP000342,227,37,3,7,4,Titan MaintenancePmPlan 342,MPP000342,1,478.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc6ba0f4919e5c1ca518b550a534efb8fc6ba0f4919e5c1ca518b550a534efb8
343,MPP000343,60,72,4,8,1,Pioneer MaintenancePmPlan 343,MPP000343,1,479.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c29e964c6caf57e7b52cd5986d2e963cc29e964c6caf57e7b52cd5986d2e963c
344,MPP000344,325,77,7,6,3,Unity MaintenancePmPlan 344,MPP000344,1,481.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,546ca67575ee565e8279ebddd6f6370a546ca67575ee565e8279ebddd6f6370a
345,MPP000345,439,73,4,4,2,Pioneer MaintenancePmPlan 345,MPP000345,0,482.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b06ea54d6e9561e8573f4ea4f4cb7379b06ea54d6e9561e8573f4ea4f4cb737
346,MPP000346,303,14,5,4,4,Forge MaintenancePmPlan 346,MPP000346,1,484.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ec33ead4de458e7a1143bc3dcd5f5594ec33ead4de458e7a1143bc3dcd5f559
347,MPP000347,292,59,6,6,4,Quartz MaintenancePmPlan 347,MPP000347,1,485.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ff36a28f24b45c3681d7cba85fa207ffff36a28f24b45c3681d7cba85fa207ff
348,MPP000348,144,18,1,4,4,Titan MaintenancePmPlan 348,MPP000348,1,486.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4efb1bce510253d285519cdaaeed42b44efb1bce510253d285519cdaaeed42b4
349,MPP000349,331,35,7,3,1,Cedar MaintenancePmPlan 349,MPP000349,1,488.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d46286a0a5c509caac099afcddc139d8d46286a0a5c509caac099afcddc139d
350,MPP000350,48,57,3,8,4,Summit MaintenancePmPlan 350,MPP000350,0,489.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13173434a5e859258e49e01c7fdbf36813173434a5e859258e49e01c7fdbf368
351,MPP000351,346,48,7,3,3,Unity MaintenancePmPlan 351,MPP000351,1,490.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8529891ba7251e8ab201ea2c099e6fca8529891ba7251e8ab201ea2c099e6fc
352,MPP000352,356,60,6,12,3,Zenith MaintenancePmPlan 352,MPP000352,1,492.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93d265a1ec88591d918b5552cd2c12d393d265a1ec88591d918b5552cd2c12d3
353,MPP000353,173,5,2,7,4,Riverton MaintenancePmPlan 353,MPP000353,1,493.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4173e9b5e50c530c88b4241f6f80da984173e9b5e50c530c88b4241f6f80da98
354,MPP000354,432,24,6,11,2,Pioneer MaintenancePmPlan 354,MPP000354,1,494.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c04f017b4a4d5c3db0aab8bc10f01d5ac04f017b4a4d5c3db0aab8bc10f01d5a
355,MPP000355,367,72,2,5,2,Titan MaintenancePmPlan 355,MPP000355,0,496.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c86601e480bb59e6a0fa7570f4083b24c86601e480bb59e6a0fa7570f4083b24
356,MPP000356,393,27,2,9,1,Keystone MaintenancePmPlan 356,MPP000356,1,497.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d039f994865550fb45ed8c1dba5b0910d039f994865550fb45ed8c1dba5b091
357,MPP000357,-1,1,2,7,3,Granite MaintenancePmPlan 357,MPP000357,1,499.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,049f2e87f33a5cf893c5a9794b5f3304049f2e87f33a5cf893c5a9794b5f3304
358,MPP000358,298,56,6,6,2,Junction MaintenancePmPlan 358,MPP000358,1,500.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9af1b1a8d7659acb5f63c17f8452b12f9af1b1a8d7659acb5f63c17f8452b12
359,MPP000359,376,31,1,8,1,Meridian MaintenancePmPlan 359,MPP000359,1,501.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fffdb1f7d7c538084a142eae42105f96fffdb1f7d7c538084a142eae42105f9
360,MPP000360,53,41,3,1,4,Ion MaintenancePmPlan 360,MPP000360,0,503.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2af037afe1225bc9930061548f826db42af037afe1225bc9930061548f826db4
361,MPP000361,500,10,4,5,3,Zenith MaintenancePmPlan 361,MPP000361,1,504.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a806192ede5b5a5382df7473abe0eb2ca806192ede5b5a5382df7473abe0eb2c
362,MPP000362,168,18,5,1,1,Unity MaintenancePmPlan 362,MPP000362,1,505.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5ad096f599a5a3888469c75f08caab7c5ad096f599a5a3888469c75f08caab7
363,MPP000363,399,72,2,8,1,Pioneer MaintenancePmPlan 363,MPP000363,1,507.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,805de6d750025aa1a9fc29a33c772a2a805de6d750025aa1a9fc29a33c772a2a
364,MPP000364,280,74,1,2,1,Forge MaintenancePmPlan 364,MPP000364,1,508.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40cb5a02bbb45ab5a9ec787abd74131a40cb5a02bbb45ab5a9ec787abd74131a
365,MPP000365,488,66,3,10,1,Unity MaintenancePmPlan 365,MPP000365,0,510.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44bb8761ca9b50beb553be592935e03744bb8761ca9b50beb553be592935e037
366,MPP000366,19,35,2,7,3,Meridian MaintenancePmPlan 366,MPP000366,1,511.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0cf0b6a502d65150b512b9166da2740a0cf0b6a502d65150b512b9166da2740a
367,MPP000367,74,1,3,2,3,Atlas MaintenancePmPlan 367,MPP000367,1,512.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd1b6f67a7125df5b29f9eb02de3f82efd1b6f67a7125df5b29f9eb02de3f82e
368,MPP000368,440,34,5,1,3,Cedar MaintenancePmPlan 368,MPP000368,1,514.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,314b3f45bc495f7ebce51854008d532e314b3f45bc495f7ebce51854008d532e
369,MPP000369,361,87,4,3,3,Evergreen MaintenancePmPlan 369,MPP000369,1,515.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea822fd94b685f0a8929d92bfcd61a0eea822fd94b685f0a8929d92bfcd61a0e
370,MPP000370,407,88,1,11,4,Keystone MaintenancePmPlan 370,MPP000370,0,516.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ea1d6bece4159dab505823cd96ad0b54ea1d6bece4159dab505823cd96ad0b5
371,MPP000371,458,89,6,10,1,Junction MaintenancePmPlan 371,MPP000371,1,518.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f3fd9ce39d058a28977e1ac346348769f3fd9ce39d058a28977e1ac34634876
372,MPP000372,68,60,7,11,2,Beacon MaintenancePmPlan 372,MPP000372,1,519.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b189dba0a92e5cacae4db369aaf4dd67b189dba0a92e5cacae4db369aaf4dd67
373,MPP000373,301,22,4,3,2,Atlas MaintenancePmPlan 373,MPP000373,1,521.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e4574a863645afc94ca38896c2d48206e4574a863645afc94ca38896c2d4820
374,MPP000374,-1,2,4,9,3,Beacon MaintenancePmPlan 374,MPP000374,1,522.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3dd3cd94d7215521a66c32eb5eaedc263dd3cd94d7215521a66c32eb5eaedc26
375,MPP000375,278,77,2,12,1,Northstar MaintenancePmPlan 375,MPP000375,0,523.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be11109f9531568499e8e5d0ecc70782be11109f9531568499e8e5d0ecc70782
376,MPP000376,260,8,1,10,1,Orion MaintenancePmPlan 376,MPP000376,1,525.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,580515dd727e5203bb39fc4d0d65727f580515dd727e5203bb39fc4d0d65727f
377,MPP000377,14,31,3,4,4,Unity MaintenancePmPlan 377,MPP000377,1,526.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,febe7bd7592853c99c46ebd07108c863febe7bd7592853c99c46ebd07108c863
378,MPP000378,60,22,7,11,4,Vertex MaintenancePmPlan 378,MPP000378,1,527.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5fac15dfc743586f95fc32c36750fa2b5fac15dfc743586f95fc32c36750fa2b
379,MPP000379,16,33,2,12,4,Riverton MaintenancePmPlan 379,MPP000379,1,529.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c029404e90c542bafa2b62d0c0b94022c029404e90c542bafa2b62d0c0b9402
380,MPP000380,431,85,3,4,2,Harbor MaintenancePmPlan 380,MPP000380,0,530.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21d57e9493f45e45bca6f3cb041ccdfe21d57e9493f45e45bca6f3cb041ccdfe
381,MPP000381,264,8,3,1,1,Granite MaintenancePmPlan 381,MPP000381,1,531.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf3be91698f554d4a4cf488e5183d828bf3be91698f554d4a4cf488e5183d828
382,MPP000382,423,77,6,9,2,Keystone MaintenancePmPlan 382,MPP000382,1,533.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,629800f5fd5e5f4c85ca6578eaca8147629800f5fd5e5f4c85ca6578eaca8147
383,MPP000383,338,44,2,9,2,Delta MaintenancePmPlan 383,MPP000383,1,534.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c33d441a51565eb391bba452cf207097c33d441a51565eb391bba452cf207097
384,MPP000384,67,17,6,12,1,Harbor MaintenancePmPlan 384,MPP000384,1,536.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d080ee3ef299506bb6d266d544c3ae5ed080ee3ef299506bb6d266d544c3ae5e
385,MPP000385,240,65,7,1,2,Willow MaintenancePmPlan 385,MPP000385,0,537.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c6823496bf852b2b932ea26d4b48a519c6823496bf852b2b932ea26d4b48a51
386,MPP000386,220,61,5,3,2,Cedar MaintenancePmPlan 386,MPP000386,1,538.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b6e3af5b0f053eaa632dd932f9ad03a5b6e3af5b0f053eaa632dd932f9ad03a
387,MPP000387,109,41,3,5,3,Willow MaintenancePmPlan 387,MPP000387,1,540.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4582520a16a5a7cba66208b5725fbc4b4582520a16a5a7cba66208b5725fbc4
388,MPP000388,156,41,2,3,4,Harbor MaintenancePmPlan 388,MPP000388,1,541.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d5c32d4117b5d84889c7df5c32996db0d5c32d4117b5d84889c7df5c32996db
