EnergyEmissionFactorKey,EmissionFactorCode,EnergyCarrierKey,PlantKey,EnergySourceKey,EnergyEmissionScopeKey,UnitOfMeasureKey,FactorValue,FactorSourceName,CarbonDioxideEquivalentRatio,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
292,EEF000292,51,221,16,5,4,0.02920000,Zenith EnergyEmissionFactor 292,293.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef0bf6ed00655cb38e0ba865822e489cef0bf6ed00655cb38e0ba865822e489c
293,EEF000293,17,256,3,4,5,0.02930000,Cedar EnergyEmissionFactor 293,294.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3664e9e29e45724a9b48e4ea07510dde3664e9e29e45724a9b48e4ea07510dd
294,EEF000294,4,213,7,1,6,0.02940000,Cedar EnergyEmissionFactor 294,295.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05913ba9f09d5a3fae45fe6c3d75f88b05913ba9f09d5a3fae45fe6c3d75f88b
295,EEF000295,21,156,1,2,6,0.02950000,Beacon EnergyEmissionFactor 295,296.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9e75fd7e7c159369e23e46e177a0c74f9e75fd7e7c159369e23e46e177a0c74
296,EEF000296,41,197,11,4,1,0.02960000,Northstar EnergyEmissionFactor 296,297.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecdd94b0997857b3be85250b1b6933a7ecdd94b0997857b3be85250b1b6933a7
297,EEF000297,12,98,14,1,1,0.02970000,Meridian EnergyEmissionFactor 297,298.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9650d757a4d8559181865302ad5e1b029650d757a4d8559181865302ad5e1b02
298,EEF000298,34,209,2,2,3,0.02980000,Pioneer EnergyEmissionFactor 298,299.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb0db6d6965e524ebb85ac12f6ef7226cb0db6d6965e524ebb85ac12f6ef7226
299,EEF000299,47,265,7,4,5,0.02990000,Ion EnergyEmissionFactor 299,300.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab9d527f93de5c1f846568584db15f3cab9d527f93de5c1f846568584db15f3c
300,EEF000300,8,172,7,3,5,0.03000000,Summit EnergyEmissionFactor 300,301.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d904a457e4c5403bd1f00f9b04a262e6d904a457e4c5403bd1f00f9b04a262e
301,EEF000301,14,245,2,2,3,0.03010000,Willow EnergyEmissionFactor 301,302.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05cc313ab6985b9282e3856b61a8ac2205cc313ab6985b9282e3856b61a8ac22
302,EEF000302,50,88,10,3,3,0.03020000,Evergreen EnergyEmissionFactor 302,303.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f2b0552e52759cd8463eac6bf503ff13f2b0552e52759cd8463eac6bf503ff1
303,EEF000303,5,107,14,3,5,0.03030000,Quartz EnergyEmissionFactor 303,304.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52ef4b79c3bb5e60833c7f269722f7db52ef4b79c3bb5e60833c7f269722f7db
304,EEF000304,28,287,3,5,2,0.03040000,Atlas EnergyEmissionFactor 304,305.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e775ac3d1cb956848729528ef8529b50e775ac3d1cb956848729528ef8529b50
305,EEF000305,8,190,4,2,2,0.03050000,Junction EnergyEmissionFactor 305,306.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee1267876a8a5bd2b0c50af55239cd60ee1267876a8a5bd2b0c50af55239cd60
306,EEF000306,36,-1,4,5,2,0.03060000,Evergreen EnergyEmissionFactor 306,307.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5e458e9cfcb52a5a602b11c47c76095c5e458e9cfcb52a5a602b11c47c76095
307,EEF000307,50,232,12,5,6,0.03070000,Vertex EnergyEmissionFactor 307,308.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39ad61f0f1555f5c944649c46396ae0539ad61f0f1555f5c944649c46396ae05
308,EEF000308,24,63,10,2,3,0.03080000,Atlas EnergyEmissionFactor 308,309.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b024f07096d582b9c843a0b18820efa9b024f07096d582b9c843a0b18820efa
309,EEF000309,25,11,8,5,2,0.03090000,Harbor EnergyEmissionFactor 309,310.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c7e4630dbc545562a5675c0fb33a325ac7e4630dbc545562a5675c0fb33a325a
310,EEF000310,42,331,2,4,6,0.03100000,Cedar EnergyEmissionFactor 310,311.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,94a0116e4d5a53fb96a6bce01c2c945b94a0116e4d5a53fb96a6bce01c2c945b
311,EEF000311,51,132,8,3,6,0.03110000,Granite EnergyEmissionFactor 311,312.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49996f77630b5a2694155a439fd37c2849996f77630b5a2694155a439fd37c28
312,EEF000312,46,312,9,4,7,0.03120000,Junction EnergyEmissionFactor 312,313.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f01cdd79b415c0f91b811520a2a7dfb0f01cdd79b415c0f91b811520a2a7dfb
313,EEF000313,46,158,16,3,3,0.03130000,Keystone EnergyEmissionFactor 313,314.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e15639f87e15bf08a82dcbd238186c50e15639f87e15bf08a82dcbd238186c5
314,EEF000314,23,141,5,3,1,0.03140000,Vertex EnergyEmissionFactor 314,315.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3435fd9b22b05f4c9f4b0987612a680c3435fd9b22b05f4c9f4b0987612a680c
315,EEF000315,13,22,4,2,1,0.03150000,Titan EnergyEmissionFactor 315,316.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81e7284bd1565a77b94ada65e045be0881e7284bd1565a77b94ada65e045be08
316,EEF000316,35,85,8,4,5,0.03160000,Vertex EnergyEmissionFactor 316,317.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e30f9eb336bf569d8ed79b656b36af7ce30f9eb336bf569d8ed79b656b36af7c
317,EEF000317,52,38,8,4,1,0.03170000,Pioneer EnergyEmissionFactor 317,318.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95f737791c3a577a930f03f3b1b3f50595f737791c3a577a930f03f3b1b3f505
318,EEF000318,2,316,9,4,3,0.03180000,Atlas EnergyEmissionFactor 318,319.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9771e934ce515ab5a36f885a587ddf949771e934ce515ab5a36f885a587ddf94
319,EEF000319,33,11,12,2,6,0.03190000,Titan EnergyEmissionFactor 319,320.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eabecb7c22a355899cbc922f73470e72eabecb7c22a355899cbc922f73470e72
320,EEF000320,36,185,1,4,6,0.03200000,Forge EnergyEmissionFactor 320,321.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08e67b34811c5b5a9ad25620e94ff82008e67b34811c5b5a9ad25620e94ff820
321,EEF000321,24,104,3,3,1,0.03210000,Willow EnergyEmissionFactor 321,322.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,010af2b3cf605b99a0f07b57338ea8b9010af2b3cf605b99a0f07b57338ea8b9
322,EEF000322,47,19,5,4,2,0.03220000,Pioneer EnergyEmissionFactor 322,323.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d65eb0053de5e87863f6ef6b4cb7c7b8d65eb0053de5e87863f6ef6b4cb7c7b
323,EEF000323,24,-1,14,3,3,0.03230000,Granite EnergyEmissionFactor 323,324.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0d27d025ff150a090d2b8850ec0b80ba0d27d025ff150a090d2b8850ec0b80b
324,EEF000324,22,116,7,2,5,0.03240000,Meridian EnergyEmissionFactor 324,325.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edf705379dad5c9c892285d485bf5d39edf705379dad5c9c892285d485bf5d39
325,EEF000325,45,310,14,5,3,0.03250000,Zenith EnergyEmissionFactor 325,326.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,776bf01c7ec45604bbaffd8f691b721b776bf01c7ec45604bbaffd8f691b721b
326,EEF000326,45,186,4,2,6,0.03260000,Liberty EnergyEmissionFactor 326,327.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97c4e0fca4815163994880ebb8cd751297c4e0fca4815163994880ebb8cd7512
327,EEF000327,39,167,2,2,2,0.03270000,Keystone EnergyEmissionFactor 327,328.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bc6fb9a74985507a0a6d601ba5509bb8bc6fb9a74985507a0a6d601ba5509bb
328,EEF000328,34,80,15,5,3,0.03280000,Riverton EnergyEmissionFactor 328,329.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82cb6b1c70b552cebab38dfc26b64f4c82cb6b1c70b552cebab38dfc26b64f4c
329,EEF000329,4,315,11,2,3,0.03290000,Granite EnergyEmissionFactor 329,330.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b9935b828e1537cb333b650942be0429b9935b828e1537cb333b650942be042
330,EEF000330,33,94,3,3,4,0.03300000,Unity EnergyEmissionFactor 330,331.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ebf05e67073e52c09645728466e38f8debf05e67073e52c09645728466e38f8d
331,EEF000331,46,120,13,4,1,0.03310000,Titan EnergyEmissionFactor 331,332.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86b99100b22052709d82ee96fda0216786b99100b22052709d82ee96fda02167
332,EEF000332,33,323,14,1,6,0.03320000,Atlas EnergyEmissionFactor 332,333.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d62e8a28198e5222893a2503a897ac29d62e8a28198e5222893a2503a897ac29
333,EEF000333,34,267,3,3,1,0.03330000,Riverton EnergyEmissionFactor 333,334.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0be2cbe714356c7935abb8f8e0ef62fe0be2cbe714356c7935abb8f8e0ef62f
334,EEF000334,23,282,16,4,3,0.03340000,Orion EnergyEmissionFactor 334,335.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb5fdacfe6aa5cb5886c9b1d97a22497eb5fdacfe6aa5cb5886c9b1d97a22497
335,EEF000335,53,58,11,2,5,0.03350000,Orion EnergyEmissionFactor 335,336.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,41e8dc5a0c2e5fbba0dc84e462addf1d41e8dc5a0c2e5fbba0dc84e462addf1d
336,EEF000336,53,239,2,5,6,0.03360000,Cedar EnergyEmissionFactor 336,337.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e9e2dde7725e50ac97c457ed5c6b286ae9e2dde7725e50ac97c457ed5c6b286a
337,EEF000337,32,4,12,4,3,0.03370000,Harbor EnergyEmissionFactor 337,338.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2197f363c0f3552ebca4c5bb64d6537a2197f363c0f3552ebca4c5bb64d6537a
338,EEF000338,20,171,3,1,1,0.03380000,Cedar EnergyEmissionFactor 338,339.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d12ab0f02ee5a6cb2c9047256ec62683d12ab0f02ee5a6cb2c9047256ec6268
339,EEF000339,51,318,16,5,5,0.03390000,Orion EnergyEmissionFactor 339,340.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b92642fd5e95bbd89345c14fa6fe0f43b92642fd5e95bbd89345c14fa6fe0f4
340,EEF000340,11,-1,13,3,1,0.03400000,Evergreen EnergyEmissionFactor 340,341.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3942cf06a67a504d8be6e6f4fa38b4273942cf06a67a504d8be6e6f4fa38b427
341,EEF000341,18,298,12,3,4,0.03410000,Orion EnergyEmissionFactor 341,342.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b6d23debc105174a5dae272da59607d8b6d23debc105174a5dae272da59607d
342,EEF000342,10,244,5,4,5,0.03420000,Granite EnergyEmissionFactor 342,343.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96882491276f570c9c338b0c76ae92f896882491276f570c9c338b0c76ae92f8
343,EEF000343,55,170,4,2,5,0.03430000,Granite EnergyEmissionFactor 343,344.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b080660f886564eb4ea31b51f27095f2b080660f886564eb4ea31b51f27095f
344,EEF000344,22,243,4,1,7,0.03440000,Atlas EnergyEmissionFactor 344,345.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6b585ab03eae509596bfcdcfcf3d5deb6b585ab03eae509596bfcdcfcf3d5deb
345,EEF000345,8,202,4,1,3,0.03450000,Riverton EnergyEmissionFactor 345,346.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,180bcfc958c85a1594d0fe3d496a703d180bcfc958c85a1594d0fe3d496a703d
346,EEF000346,20,37,7,5,1,0.03460000,Unity EnergyEmissionFactor 346,347.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f676798f028a5c29a73f3c01888aa328f676798f028a5c29a73f3c01888aa328
347,EEF000347,34,156,11,4,7,0.03470000,Keystone EnergyEmissionFactor 347,348.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,32dc0043474458aaa02271c710758a5d32dc0043474458aaa02271c710758a5d
348,EEF000348,21,56,5,4,5,0.03480000,Quartz EnergyEmissionFactor 348,349.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47a6fbebc8ea573eaf1581bdf4c15a6b47a6fbebc8ea573eaf1581bdf4c15a6b
349,EEF000349,21,218,15,2,3,0.03490000,Atlas EnergyEmissionFactor 349,350.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ba1ee738b34503bbe2320d01874a1a13ba1ee738b34503bbe2320d01874a1a1
350,EEF000350,8,317,12,4,6,0.03500000,Titan EnergyEmissionFactor 350,351.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cc53d0b2236a5b0697cf1aad79c9c18fcc53d0b2236a5b0697cf1aad79c9c18f
351,EEF000351,26,141,12,5,4,0.03510000,Quartz EnergyEmissionFactor 351,352.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fc24e2e48b252ccb68ed658c62cbd786fc24e2e48b252ccb68ed658c62cbd78
352,EEF000352,25,169,11,2,3,0.03520000,Zenith EnergyEmissionFactor 352,353.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44da268e974b54a79217b794a34687f044da268e974b54a79217b794a34687f0
353,EEF000353,12,54,9,1,3,0.03530000,Keystone EnergyEmissionFactor 353,354.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb56bfd48f7e57a6b9ef3e0a02796c2bbb56bfd48f7e57a6b9ef3e0a02796c2b
354,EEF000354,5,143,7,3,6,0.03540000,Evergreen EnergyEmissionFactor 354,355.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,422fb1e57a6a5ef28fe7a9bbb668934d422fb1e57a6a5ef28fe7a9bbb668934d
355,EEF000355,29,56,3,4,1,0.03550000,Granite EnergyEmissionFactor 355,356.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9da81fb11e159979ac4454fa89c222fb9da81fb11e159979ac4454fa89c222f
356,EEF000356,44,7,16,2,3,0.03560000,Quartz EnergyEmissionFactor 356,357.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75d05099066f541ab4e57e6f6c3dfaaa75d05099066f541ab4e57e6f6c3dfaaa
357,EEF000357,31,-1,16,3,3,0.03570000,Beacon EnergyEmissionFactor 357,358.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fd25b4c43235371be06fe616cb2e6f34fd25b4c43235371be06fe616cb2e6f3
358,EEF000358,42,313,12,1,2,0.03580000,Ion EnergyEmissionFactor 358,359.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9488bddab26c5ffc9706730c0a25484e9488bddab26c5ffc9706730c0a25484e
359,EEF000359,33,286,14,3,1,0.03590000,Keystone EnergyEmissionFactor 359,360.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1610d0ea8ca95615be0fee66621d90b71610d0ea8ca95615be0fee66621d90b7
360,EEF000360,22,173,1,2,7,0.03600000,Delta EnergyEmissionFactor 360,361.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,340810ff06b95c459ca3f4f669191d8f340810ff06b95c459ca3f4f669191d8f
361,EEF000361,53,147,7,2,1,0.03610000,Meridian EnergyEmissionFactor 361,362.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ca50359db63e5a849cd532fc129e49dfca50359db63e5a849cd532fc129e49df
362,EEF000362,47,225,11,3,2,0.03620000,Vertex EnergyEmissionFactor 362,363.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3d4030dd444573bb6350dbe60eeee16f3d4030dd444573bb6350dbe60eeee16
363,EEF000363,38,298,5,2,4,0.03630000,Liberty EnergyEmissionFactor 363,364.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bcaaf73aa8b5fabab2a0c6f17c624944bcaaf73aa8b5fabab2a0c6f17c62494
364,EEF000364,48,312,13,4,5,0.03640000,Titan EnergyEmissionFactor 364,365.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,086822438b9a536aadb968bf2b76b1b9086822438b9a536aadb968bf2b76b1b9
365,EEF000365,33,227,10,1,7,0.03650000,Atlas EnergyEmissionFactor 365,366.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bacbd3c3f3050e79eec63e8d1f3c4c45bacbd3c3f3050e79eec63e8d1f3c4c4
366,EEF000366,15,227,8,4,5,0.03660000,Willow EnergyEmissionFactor 366,367.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ba2dc0f04985c83b4332eeb2c03a81d0ba2dc0f04985c83b4332eeb2c03a81d
367,EEF000367,38,10,8,3,5,0.03670000,Meridian EnergyEmissionFactor 367,368.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1583c8e6741c5f31a3bbfecda1cf03e01583c8e6741c5f31a3bbfecda1cf03e0
368,EEF000368,34,293,9,5,4,0.03680000,Harbor EnergyEmissionFactor 368,369.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ac312427584533b9d8bda3db5d0dcab3ac312427584533b9d8bda3db5d0dcab
369,EEF000369,36,62,16,4,2,0.03690000,Cedar EnergyEmissionFactor 369,370.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a60c374e1db5a86affeced0e7b3f7962a60c374e1db5a86affeced0e7b3f796
370,EEF000370,44,262,4,2,5,0.03700000,Evergreen EnergyEmissionFactor 370,371.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,23b3044a30c75be299ec11051841459923b3044a30c75be299ec110518414599
371,EEF000371,3,315,1,4,3,0.03710000,Meridian EnergyEmissionFactor 371,372.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0506c9d2074c55e3aeeea4882206a6ae0506c9d2074c55e3aeeea4882206a6ae
372,EEF000372,55,275,7,5,3,0.03720000,Riverton EnergyEmissionFactor 372,373.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08ce06bfc5105141ad2b87bd237fe4fb08ce06bfc5105141ad2b87bd237fe4fb
373,EEF000373,39,70,14,3,4,0.03730000,Meridian EnergyEmissionFactor 373,374.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,003e9e85345c502f89752a6332942e31003e9e85345c502f89752a6332942e31
374,EEF000374,1,-1,7,3,2,0.03740000,Orion EnergyEmissionFactor 374,375.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13123f830c1552fb91d4aa41f00c369913123f830c1552fb91d4aa41f00c3699
375,EEF000375,27,113,5,3,2,0.03750000,Atlas EnergyEmissionFactor 375,376.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22aa7bafa28455959f9883e8c00338f422aa7bafa28455959f9883e8c00338f4
376,EEF000376,27,50,14,5,5,0.03760000,Willow EnergyEmissionFactor 376,377.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7b277fed56159d5b7a172b895ab88c3e7b277fed56159d5b7a172b895ab88c3
377,EEF000377,2,128,3,3,7,0.03770000,Summit EnergyEmissionFactor 377,378.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b829ac7b29c25f2492bea450f74e003bb829ac7b29c25f2492bea450f74e003b
378,EEF000378,7,278,12,4,7,0.03780000,Meridian EnergyEmissionFactor 378,379.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09fa147c9c03521e994174aee33f120609fa147c9c03521e994174aee33f1206
379,EEF000379,15,347,6,4,5,0.03790000,Liberty EnergyEmissionFactor 379,380.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cd37baa61a3d5ad7834e3ce9e5d0b03fcd37baa61a3d5ad7834e3ce9e5d0b03f
380,EEF000380,25,124,15,2,7,0.03800000,Quartz EnergyEmissionFactor 380,381.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4892a41ca99c5c31b2c738cd39994fd64892a41ca99c5c31b2c738cd39994fd6
381,EEF000381,16,72,5,1,6,0.03810000,Quartz EnergyEmissionFactor 381,382.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95f28b6bee455baa8d746eaf3b9d8fb695f28b6bee455baa8d746eaf3b9d8fb6
382,EEF000382,28,282,12,3,6,0.03820000,Ion EnergyEmissionFactor 382,383.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86a2bf71605e5e358bfcea6e2c0e432386a2bf71605e5e358bfcea6e2c0e4323
383,EEF000383,18,71,11,4,2,0.03830000,Beacon EnergyEmissionFactor 383,384.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f3a5f7fb060f5b3d81c464059819c035f3a5f7fb060f5b3d81c464059819c035
384,EEF000384,19,65,13,5,6,0.03840000,Pioneer EnergyEmissionFactor 384,385.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2794ce21a47b5dd3953e2afeb334565b2794ce21a47b5dd3953e2afeb334565b
385,EEF000385,34,1,4,3,2,0.03850000,Harbor EnergyEmissionFactor 385,386.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d40283a2b10b588380ebed6949877b7bd40283a2b10b588380ebed6949877b7b
386,EEF000386,52,25,8,5,3,0.03860000,Evergreen EnergyEmissionFactor 386,387.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c71983e1a1c5212ae287c01440f1dde9c71983e1a1c5212ae287c01440f1dde
387,EEF000387,17,30,14,2,4,0.03870000,Willow EnergyEmissionFactor 387,388.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da0547f2131f5eacbdaa889c4d1994ecda0547f2131f5eacbdaa889c4d1994ec
388,EEF000388,3,283,7,3,4,0.03880000,Pioneer EnergyEmissionFactor 388,389.00000000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a75c99e87d3e506cb19a6a2338d59458a75c99e87d3e506cb19a6a2338d59458
