LogisticsTransportLoadKey,TransportLoadNumber,LogisticsCarrierServiceOptionKey,LogisticsLaneSegmentKey,PlannerEmployeeKey,LogisticsShipmentStatusKey,TransportLoadName,PlannedDepartureDate,PlannedArrivalDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
291,LTL000291,477,348,444,6,Pioneer LogisticsTransportLoad 291,2020-10-18,2020-10-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,726563f912a45989ada26e13079efe24726563f912a45989ada26e13079efe24
292,LTL000292,88,160,114,9,Meridian LogisticsTransportLoad 292,2020-10-19,2020-10-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e534bfa6602e535eaff9e442e2f738b7e534bfa6602e535eaff9e442e2f738b7
293,LTL000293,453,241,406,8,Vertex LogisticsTransportLoad 293,2020-10-20,2020-10-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3854185cee4755fa8658ac2bc4a76b093854185cee4755fa8658ac2bc4a76b09
294,LTL000294,244,440,362,7,Riverton LogisticsTransportLoad 294,2020-10-21,2020-10-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03a78a70cf1b5ee09ba25fd45ddf378e03a78a70cf1b5ee09ba25fd45ddf378e
295,LTL000295,90,232,237,13,Liberty LogisticsTransportLoad 295,2020-10-22,2020-10-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f158fb1567ea5022a326ec39b2d88abaf158fb1567ea5022a326ec39b2d88aba
296,LTL000296,149,230,363,3,Cedar LogisticsTransportLoad 296,2020-10-23,2020-10-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15786c9440935386a8de9159dca3f84e15786c9440935386a8de9159dca3f84e
297,LTL000297,40,304,129,7,Junction LogisticsTransportLoad 297,2020-10-24,2020-10-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38d4097255965c1f8fe2b2ed27bd953d38d4097255965c1f8fe2b2ed27bd953d
298,LTL000298,198,255,20,11,Quartz LogisticsTransportLoad 298,2020-10-25,2020-10-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00b7eeacddeb510884186f7a54ebca1d00b7eeacddeb510884186f7a54ebca1d
299,LTL000299,413,3,213,13,Summit LogisticsTransportLoad 299,2020-10-26,2020-10-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,007b72e533ca5e15a460707910beefa2007b72e533ca5e15a460707910beefa2
300,LTL000300,163,268,120,9,Summit LogisticsTransportLoad 300,2020-10-27,2020-10-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66be3fa1b0085eec8eaf5fc906e9b14966be3fa1b0085eec8eaf5fc906e9b149
301,LTL000301,24,421,300,9,Orion LogisticsTransportLoad 301,2020-10-28,2020-10-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26a45f17ea935818b5b455df57ef388526a45f17ea935818b5b455df57ef3885
302,LTL000302,240,163,8,13,Northstar LogisticsTransportLoad 302,2020-10-29,2020-10-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76c129906276520587aaaadd4aef878676c129906276520587aaaadd4aef8786
303,LTL000303,369,407,326,8,Northstar LogisticsTransportLoad 303,2020-10-30,2020-10-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe520a9989c253ebb410168bb02508c4fe520a9989c253ebb410168bb02508c4
304,LTL000304,400,119,392,4,Orion LogisticsTransportLoad 304,2020-10-31,2020-10-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9d6a7f0c6f15d209b702eafe783b168b9d6a7f0c6f15d209b702eafe783b168
305,LTL000305,199,22,373,1,Ion LogisticsTransportLoad 305,2020-11-01,2020-11-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02ac0d4000f45e8bae6e1b7a11c3c5ba02ac0d4000f45e8bae6e1b7a11c3c5ba
306,LTL000306,485,254,-1,11,Atlas LogisticsTransportLoad 306,2020-11-02,2020-11-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e3d23cf2470854dbac9df3faaf5d88fce3d23cf2470854dbac9df3faaf5d88fc
307,LTL000307,357,279,364,3,Riverton LogisticsTransportLoad 307,2020-11-03,2020-11-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68b3b4bb429159ecb150802b5ffd141268b3b4bb429159ecb150802b5ffd1412
308,LTL000308,126,345,82,1,Keystone LogisticsTransportLoad 308,2020-11-04,2020-11-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e88bd68656a5088ada0370ddd323ba36e88bd68656a5088ada0370ddd323ba3
309,LTL000309,133,139,381,7,Pioneer LogisticsTransportLoad 309,2020-11-05,2020-11-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5d11fdeb97c59db9519dd9a378a0034d5d11fdeb97c59db9519dd9a378a0034
310,LTL000310,429,293,465,11,Liberty LogisticsTransportLoad 310,2020-11-06,2020-11-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2ab5b3aeb1d55cf8bc13e379ce39223f2ab5b3aeb1d55cf8bc13e379ce39223
311,LTL000311,481,147,72,5,Vertex LogisticsTransportLoad 311,2020-11-07,2020-11-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df3a042efdfe512eabdee118b0c042a4df3a042efdfe512eabdee118b0c042a4
312,LTL000312,454,231,93,12,Cedar LogisticsTransportLoad 312,2020-11-08,2020-11-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cae96d0e87e157ae95e1fc9c2e4b4ebfcae96d0e87e157ae95e1fc9c2e4b4ebf
313,LTL000313,85,150,474,3,Orion LogisticsTransportLoad 313,2020-11-09,2020-11-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d4fb8ab0dc5571499a243b031d050d70d4fb8ab0dc5571499a243b031d050d7
314,LTL000314,88,142,7,7,Unity LogisticsTransportLoad 314,2020-11-10,2020-11-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89dea33f9db3535ebc7dafac5e381cf689dea33f9db3535ebc7dafac5e381cf6
315,LTL000315,151,85,494,8,Vertex LogisticsTransportLoad 315,2020-11-11,2020-11-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,726275d69273565bab7e249466e5abec726275d69273565bab7e249466e5abec
316,LTL000316,374,236,185,9,Willow LogisticsTransportLoad 316,2020-11-12,2020-11-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,667ed40613b252c098ebd2d36dfeb274667ed40613b252c098ebd2d36dfeb274
317,LTL000317,347,320,343,7,Evergreen LogisticsTransportLoad 317,2020-11-13,2020-11-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdafbcbad1d2510db46be3ae7f4880e6cdafbcbad1d2510db46be3ae7f4880e6
318,LTL000318,152,263,150,2,Keystone LogisticsTransportLoad 318,2020-11-14,2020-11-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d2e82b7a1f12540da9c4ac2c88643a89d2e82b7a1f12540da9c4ac2c88643a89
319,LTL000319,468,261,224,12,Delta LogisticsTransportLoad 319,2020-11-15,2020-11-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,036cfb680e4553de874af44cb69a18dc036cfb680e4553de874af44cb69a18dc
320,LTL000320,107,163,209,13,Meridian LogisticsTransportLoad 320,2020-11-16,2020-11-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a29ac1522385df5903c0bc58b08a3c49a29ac1522385df5903c0bc58b08a3c4
321,LTL000321,53,79,466,3,Orion LogisticsTransportLoad 321,2020-11-17,2020-11-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61c3d3d7866859f5b4d6df8cd8a4ea9d61c3d3d7866859f5b4d6df8cd8a4ea9d
322,LTL000322,14,351,216,12,Titan LogisticsTransportLoad 322,2020-11-18,2020-11-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bf6733a3bea5175a5720ce3a31f7da01bf6733a3bea5175a5720ce3a31f7da0
323,LTL000323,466,131,-1,13,Delta LogisticsTransportLoad 323,2020-11-19,2020-11-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7bad071959c58f0b2cd33e0a6e6fb2df7bad071959c58f0b2cd33e0a6e6fb2d
324,LTL000324,216,286,276,5,Granite LogisticsTransportLoad 324,2020-11-20,2020-11-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,004f852cf347502f9a9c92aa80d86503004f852cf347502f9a9c92aa80d86503
325,LTL000325,90,354,59,1,Orion LogisticsTransportLoad 325,2020-11-21,2020-11-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4c98de9645cd5752afe4af94f92528fa4c98de9645cd5752afe4af94f92528fa
326,LTL000326,80,489,112,14,Meridian LogisticsTransportLoad 326,2020-11-22,2020-11-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c3f92003410a51718cafeb85fc1fc908c3f92003410a51718cafeb85fc1fc908
327,LTL000327,413,161,128,10,Keystone LogisticsTransportLoad 327,2020-11-23,2020-11-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,615ba1b7257c5585a6519948b5476478615ba1b7257c5585a6519948b5476478
328,LTL000328,135,413,330,1,Summit LogisticsTransportLoad 328,2020-11-24,2020-11-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9979d35b04155e20afbedad6df6fe4e19979d35b04155e20afbedad6df6fe4e1
329,LTL000329,376,430,360,2,Quartz LogisticsTransportLoad 329,2020-11-25,2020-11-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,709372ce68a55eb7a0d89176afe1e03e709372ce68a55eb7a0d89176afe1e03e
330,LTL000330,256,369,66,8,Titan LogisticsTransportLoad 330,2020-11-26,2020-11-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79e6ba34c71e59adae04e3b6b31aec2179e6ba34c71e59adae04e3b6b31aec21
331,LTL000331,473,477,262,3,Zenith LogisticsTransportLoad 331,2020-11-27,2020-11-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b27312e4417a5badad0eb2117c73f13cb27312e4417a5badad0eb2117c73f13c
332,LTL000332,289,29,322,5,Summit LogisticsTransportLoad 332,2020-11-28,2020-11-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f14dea71375f5ebdb5a78439bcbe57e5f14dea71375f5ebdb5a78439bcbe57e5
333,LTL000333,67,389,8,4,Meridian LogisticsTransportLoad 333,2020-11-29,2020-11-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96101d72e7a055f998bcc486e16efbeb96101d72e7a055f998bcc486e16efbeb
334,LTL000334,52,194,204,9,Beacon LogisticsTransportLoad 334,2020-11-30,2020-11-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3a8faf6291b56c88a65552290e275e7a3a8faf6291b56c88a65552290e275e7
335,LTL000335,384,98,208,6,Willow LogisticsTransportLoad 335,2020-12-01,2020-12-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd9e401a81e650d8aac3fe68533a02d0fd9e401a81e650d8aac3fe68533a02d0
336,LTL000336,96,485,436,2,Harbor LogisticsTransportLoad 336,2020-12-02,2020-12-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5efbd1809dcd58628d6ecc78b6aa69525efbd1809dcd58628d6ecc78b6aa6952
337,LTL000337,214,287,109,11,Forge LogisticsTransportLoad 337,2020-12-03,2020-12-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdf4d92e50475387af3315a0b43f1db9cdf4d92e50475387af3315a0b43f1db9
338,LTL000338,268,347,285,6,Unity LogisticsTransportLoad 338,2020-12-04,2020-12-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,801b864eafa85fb49146b40629362f44801b864eafa85fb49146b40629362f44
339,LTL000339,496,144,146,2,Forge LogisticsTransportLoad 339,2020-12-05,2020-12-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,269b996d6d725ef5a5d4344793655e53269b996d6d725ef5a5d4344793655e53
340,LTL000340,128,305,-1,5,Cedar LogisticsTransportLoad 340,2020-12-06,2020-12-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67a4961eafa65f968c777de21021af9167a4961eafa65f968c777de21021af91
341,LTL000341,111,156,202,3,Granite LogisticsTransportLoad 341,2020-12-07,2020-12-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,46fd8105495f531392187536bcf0c2f246fd8105495f531392187536bcf0c2f2
342,LTL000342,61,289,99,5,Ion LogisticsTransportLoad 342,2020-12-08,2020-12-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecd24fb5bc5d52fda444e91734114e9becd24fb5bc5d52fda444e91734114e9b
343,LTL000343,112,111,332,8,Atlas LogisticsTransportLoad 343,2020-12-09,2020-12-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d95e39bf9325582dbb124822a17d7d6ad95e39bf9325582dbb124822a17d7d6a
344,LTL000344,408,447,95,6,Vertex LogisticsTransportLoad 344,2020-12-10,2020-12-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f490478a52950f9b4b661d61b955e8a0f490478a52950f9b4b661d61b955e8a
345,LTL000345,415,473,129,13,Riverton LogisticsTransportLoad 345,2020-12-11,2020-12-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b4a4748b54e554c38b7c6427a9a8550ab4a4748b54e554c38b7c6427a9a8550a
346,LTL000346,264,498,313,6,Granite LogisticsTransportLoad 346,2020-12-12,2020-12-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b9e743a55225564b2df4959a53351071b9e743a55225564b2df4959a5335107
347,LTL000347,340,455,400,6,Zenith LogisticsTransportLoad 347,2020-12-13,2020-12-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6673d43492b6519e8bcede73249322486673d43492b6519e8bcede7324932248
348,LTL000348,25,225,123,3,Meridian LogisticsTransportLoad 348,2020-12-14,2020-12-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d091f9f3a3a529ca3b5c20ab1d1bfad7d091f9f3a3a529ca3b5c20ab1d1bfad
349,LTL000349,420,357,325,12,Riverton LogisticsTransportLoad 349,2020-12-15,2020-12-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,68cd951869be5e008f118d03a49e90cc68cd951869be5e008f118d03a49e90cc
350,LTL000350,295,270,424,12,Unity LogisticsTransportLoad 350,2020-12-16,2020-12-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58f5704844a759e8b8719a202729805a58f5704844a759e8b8719a202729805a
351,LTL000351,165,366,128,11,Titan LogisticsTransportLoad 351,2020-12-17,2020-12-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f0abdff7cdd5121b5d3097acafe8ad24f0abdff7cdd5121b5d3097acafe8ad2
352,LTL000352,120,306,72,7,Granite LogisticsTransportLoad 352,2020-12-18,2020-12-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f1d861936a154988e50d4b1d735abe25f1d861936a154988e50d4b1d735abe2
353,LTL000353,433,39,163,10,Ion LogisticsTransportLoad 353,2020-12-19,2020-12-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6216afe94e6150caa9e17a0a87032d776216afe94e6150caa9e17a0a87032d77
354,LTL000354,292,29,500,10,Keystone LogisticsTransportLoad 354,2020-12-20,2020-12-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86fc6d9bdefb532aae8b04a37a3d590486fc6d9bdefb532aae8b04a37a3d5904
355,LTL000355,344,393,404,2,Harbor LogisticsTransportLoad 355,2020-12-21,2020-12-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,694db8e0e81355fbbbc5e88c14fda09c694db8e0e81355fbbbc5e88c14fda09c
356,LTL000356,414,103,282,14,Quartz LogisticsTransportLoad 356,2020-12-22,2020-12-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,748b7df650d759e291fa80cf9ce4b599748b7df650d759e291fa80cf9ce4b599
357,LTL000357,227,150,-1,12,Unity LogisticsTransportLoad 357,2020-12-23,2020-12-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,401dbfdd3f20512ba2235db54a9ffd5d401dbfdd3f20512ba2235db54a9ffd5d
358,LTL000358,287,426,63,4,Cedar LogisticsTransportLoad 358,2020-12-24,2020-12-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,464c61e373f755238024c40d8b83aff8464c61e373f755238024c40d8b83aff8
359,LTL000359,368,444,67,11,Atlas LogisticsTransportLoad 359,2020-12-25,2020-12-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,384cea46be3d55ecaf52a27f9e62b7fb384cea46be3d55ecaf52a27f9e62b7fb
360,LTL000360,30,320,32,14,Beacon LogisticsTransportLoad 360,2020-12-26,2020-12-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a5a3ec7e0add52eba850d8088c902a62a5a3ec7e0add52eba850d8088c902a62
361,LTL000361,81,462,472,5,Willow LogisticsTransportLoad 361,2020-12-27,2020-12-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d21185c60d205b0b965219dc393b1f18d21185c60d205b0b965219dc393b1f18
362,LTL000362,41,486,115,10,Northstar LogisticsTransportLoad 362,2020-12-28,2020-12-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ff4752b5090515b8c11d4e5ed4714a42ff4752b5090515b8c11d4e5ed4714a4
363,LTL000363,324,6,95,1,Harbor LogisticsTransportLoad 363,2020-12-29,2020-12-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f76aef073b105244b808213f9d82280af76aef073b105244b808213f9d82280a
364,LTL000364,472,305,204,13,Meridian LogisticsTransportLoad 364,2020-12-30,2020-12-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b7bbe27222535be59fcc0bb496f6bd53b7bbe27222535be59fcc0bb496f6bd53
365,LTL000365,51,223,441,4,Forge LogisticsTransportLoad 365,2020-12-31,2020-12-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60ff61ae40e458fdabe7b5d16615a68d60ff61ae40e458fdabe7b5d16615a68d
366,LTL000366,128,471,50,4,Riverton LogisticsTransportLoad 366,2021-01-01,2021-01-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2fe5360b3ba554396dcb522d9f3c538c2fe5360b3ba554396dcb522d9f3c538
367,LTL000367,174,431,332,3,Granite LogisticsTransportLoad 367,2021-01-02,2021-01-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dcb4c1aa72ba537490db14a2e24f53c5dcb4c1aa72ba537490db14a2e24f53c5
368,LTL000368,406,72,126,3,Harbor LogisticsTransportLoad 368,2021-01-03,2021-01-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0e1bf7a7ca7577ea17ffbc489e4e0d2f0e1bf7a7ca7577ea17ffbc489e4e0d2
369,LTL000369,199,271,192,2,Forge LogisticsTransportLoad 369,2021-01-04,2021-01-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9f9e89b18b0958c3a9f726f48c3bde059f9e89b18b0958c3a9f726f48c3bde05
370,LTL000370,95,216,65,14,Meridian LogisticsTransportLoad 370,2021-01-05,2021-01-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,feb801be261758519705b212445ca442feb801be261758519705b212445ca442
371,LTL000371,3,351,347,12,Northstar LogisticsTransportLoad 371,2021-01-06,2021-01-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ae7cdadccd655d1953725ae0160861e8ae7cdadccd655d1953725ae0160861e
372,LTL000372,81,200,120,12,Forge LogisticsTransportLoad 372,2021-01-07,2021-01-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c22394e1062250539bc3c0961865dc3fc22394e1062250539bc3c0961865dc3f
373,LTL000373,318,35,27,5,Pioneer LogisticsTransportLoad 373,2021-01-08,2021-01-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ba835715b105594b8a5b2cabf1af3a08ba835715b105594b8a5b2cabf1af3a0
374,LTL000374,121,107,-1,9,Liberty LogisticsTransportLoad 374,2021-01-09,2021-01-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a43fcc381ed5fb4b8a70ce87853046e9a43fcc381ed5fb4b8a70ce87853046e
375,LTL000375,489,87,197,14,Cedar LogisticsTransportLoad 375,2021-01-10,2021-01-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa442a0284e052b7a76c19f73c302f55fa442a0284e052b7a76c19f73c302f55
376,LTL000376,231,173,314,3,Keystone LogisticsTransportLoad 376,2021-01-11,2021-01-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89fac90a4db55ae3bd6ecb6e04f62f0489fac90a4db55ae3bd6ecb6e04f62f04
377,LTL000377,314,316,183,11,Forge LogisticsTransportLoad 377,2021-01-12,2021-01-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da8243b677e65ce4a098e6273d8f11eada8243b677e65ce4a098e6273d8f11ea
378,LTL000378,459,422,3,12,Pioneer LogisticsTransportLoad 378,2021-01-13,2021-01-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44c709ed5471565890493c42a9a317e244c709ed5471565890493c42a9a317e2
379,LTL000379,496,100,351,2,Keystone LogisticsTransportLoad 379,2021-01-14,2021-01-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d109b19e98c5e93a71debfbe63824c27d109b19e98c5e93a71debfbe63824c2
380,LTL000380,485,218,53,11,Vertex LogisticsTransportLoad 380,2021-01-15,2021-01-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6cbab68b429951b5a8d6f2c2d18addae6cbab68b429951b5a8d6f2c2d18addae
381,LTL000381,216,326,118,5,Titan LogisticsTransportLoad 381,2021-01-16,2021-01-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,84e06916e8ee55d29627c4d0f63f46af84e06916e8ee55d29627c4d0f63f46af
382,LTL000382,88,477,39,2,Granite LogisticsTransportLoad 382,2021-01-17,2021-01-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d83b695a04f598096dfd5726e24ae577d83b695a04f598096dfd5726e24ae57
383,LTL000383,111,383,25,13,Quartz LogisticsTransportLoad 383,2021-01-18,2021-01-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72988cd5d4d95108a329fe80c3de22c472988cd5d4d95108a329fe80c3de22c4
384,LTL000384,87,63,207,12,Unity LogisticsTransportLoad 384,2021-01-19,2021-01-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1514b99a52f154f3b8948257f78f0e411514b99a52f154f3b8948257f78f0e41
385,LTL000385,481,193,42,3,Northstar LogisticsTransportLoad 385,2021-01-20,2021-01-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,589ec59f14e35bf8ad36a70c5d5566d0589ec59f14e35bf8ad36a70c5d5566d0
386,LTL000386,18,202,421,4,Titan LogisticsTransportLoad 386,2021-01-21,2021-01-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd6ed115249f502786f63b60becc846bdd6ed115249f502786f63b60becc846b
387,LTL000387,198,465,146,14,Harbor LogisticsTransportLoad 387,2021-01-22,2021-01-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66ef2f7b0af55a3c8277a2175920b06566ef2f7b0af55a3c8277a2175920b065
