LaborLeaveEntitlementKey,LeaveEntitlementCode,LaborJobGradeKey,LaborAbsenceReasonKey,LeaveEntitlementName,AnnualHours,CarryoverHours,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
313,LLE000313,24,7,Riverton LaborLeaveEntitlement 313,2.00,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,13db7afedca6514190f12727b191dfb913db7afedca6514190f12727b191dfb9
314,LLE000314,34,10,Beacon LaborLeaveEntitlement 314,3.00,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,421d68ba56dd58eab1aeb7ab1a78ad6e421d68ba56dd58eab1aeb7ab1a78ad6e
315,LLE000315,31,10,Titan LaborLeaveEntitlement 315,4.00,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e5a523be0ed5d4980dc9a4fe401be2b9e5a523be0ed5d4980dc9a4fe401be2b
316,LLE000316,9,2,Keystone LaborLeaveEntitlement 316,5.00,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd20e3369fde59bf93fa74cd84a89819dd20e3369fde59bf93fa74cd84a89819
317,LLE000317,27,5,Zenith LaborLeaveEntitlement 317,6.00,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6858a99cee145b12a0432733e912968c6858a99cee145b12a0432733e912968c
318,LLE000318,16,6,Granite LaborLeaveEntitlement 318,7.00,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0973cbb8ee2b59569b2954e3cce8a5cd0973cbb8ee2b59569b2954e3cce8a5cd
319,LLE000319,21,2,Junction LaborLeaveEntitlement 319,8.00,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc9d51196b0153d49c855614cd404a11fc9d51196b0153d49c855614cd404a11
320,LLE000320,16,7,Liberty LaborLeaveEntitlement 320,9.00,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed8152ff91485d4d9fb808f62072b48ced8152ff91485d4d9fb808f62072b48c
321,LLE000321,17,12,Delta LaborLeaveEntitlement 321,10.00,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40059e880f4655f4bba0638d02c07f6640059e880f4655f4bba0638d02c07f66
322,LLE000322,16,18,Liberty LaborLeaveEntitlement 322,11.00,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54f43c66574957dbb3194b25e0d1688b54f43c66574957dbb3194b25e0d1688b
323,LLE000323,15,12,Beacon LaborLeaveEntitlement 323,12.00,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f50de734d7e5a338bc2d9acdb99e6df4f50de734d7e5a338bc2d9acdb99e6df
324,LLE000324,9,9,Granite LaborLeaveEntitlement 324,13.00,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5ad4693ac095c819e2de88ad1459936f5ad4693ac095c819e2de88ad1459936
325,LLE000325,20,1,Harbor LaborLeaveEntitlement 325,14.00,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0536cbfb28aa548a82cd65aad56083010536cbfb28aa548a82cd65aad5608301
326,LLE000326,11,12,Willow LaborLeaveEntitlement 326,15.00,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,019b0971f7d0563fbb10884926691a1f019b0971f7d0563fbb10884926691a1f
327,LLE000327,21,17,Granite LaborLeaveEntitlement 327,16.00,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f9493ccb4b25a84804d3b1b8e6f51c03f9493ccb4b25a84804d3b1b8e6f51c0
328,LLE000328,11,4,Zenith LaborLeaveEntitlement 328,17.00,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a8c3bc9860e5ddcaef7a6f21eaa6b271a8c3bc9860e5ddcaef7a6f21eaa6b27
329,LLE000329,24,1,Northstar LaborLeaveEntitlement 329,18.00,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95cbc60f7347503ead9ab8b5d830e53995cbc60f7347503ead9ab8b5d830e539
330,LLE000330,5,7,Riverton LaborLeaveEntitlement 330,19.00,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aacbbc8d98ab54ac86484ad90bf5df7aaacbbc8d98ab54ac86484ad90bf5df7a
331,LLE000331,11,15,Willow LaborLeaveEntitlement 331,20.00,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8f19ea8c374a58e1b5aac0e4cd6fb9098f19ea8c374a58e1b5aac0e4cd6fb909
332,LLE000332,13,10,Northstar LaborLeaveEntitlement 332,21.00,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d871b23de5b52cbb3dfb3ffedb4614b4d871b23de5b52cbb3dfb3ffedb4614b
333,LLE000333,26,6,Titan LaborLeaveEntitlement 333,22.00,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d124b6724b13562f8628b4e239506ef8d124b6724b13562f8628b4e239506ef8
334,LLE000334,15,4,Pioneer LaborLeaveEntitlement 334,23.00,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8e4a11c125c56e78ce99275f3d67a88a8e4a11c125c56e78ce99275f3d67a88
335,LLE000335,20,4,Unity LaborLeaveEntitlement 335,24.00,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,079e1d2c82a15c0d86b9e9f3dcb4619f079e1d2c82a15c0d86b9e9f3dcb4619f
336,LLE000336,2,2,Liberty LaborLeaveEntitlement 336,1.00,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae6ab7485b975236b3bd2e592686415fae6ab7485b975236b3bd2e592686415f
337,LLE000337,4,15,Granite LaborLeaveEntitlement 337,2.00,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72f84690aac05caeaa95dc2caba7a54472f84690aac05caeaa95dc2caba7a544
338,LLE000338,12,7,Summit LaborLeaveEntitlement 338,3.00,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66cbf26844c25be49fd4f937227450fd66cbf26844c25be49fd4f937227450fd
339,LLE000339,4,7,Beacon LaborLeaveEntitlement 339,4.00,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,828f5ffdfd60515195dbc9b943da8f14828f5ffdfd60515195dbc9b943da8f14
340,LLE000340,11,7,Junction LaborLeaveEntitlement 340,5.00,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d475cf7153e5040aa0def07117e3cf24d475cf7153e5040aa0def07117e3cf2
341,LLE000341,18,1,Willow LaborLeaveEntitlement 341,6.00,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b21060464c551d782750b57d7c459113b21060464c551d782750b57d7c45911
342,LLE000342,31,13,Beacon LaborLeaveEntitlement 342,7.00,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1ec7916222585bd18d9fa9dee42752551ec7916222585bd18d9fa9dee4275255
343,LLE000343,2,3,Atlas LaborLeaveEntitlement 343,8.00,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ab906e64e30e59b6b211298dc8adef4fab906e64e30e59b6b211298dc8adef4f
344,LLE000344,33,8,Titan LaborLeaveEntitlement 344,9.00,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,849fd15d9a585c77b59c62fa9abb3e8f849fd15d9a585c77b59c62fa9abb3e8f
345,LLE000345,2,8,Unity LaborLeaveEntitlement 345,10.00,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ddcd80692c165795bc62fe16c610dc0eddcd80692c165795bc62fe16c610dc0e
346,LLE000346,23,3,Atlas LaborLeaveEntitlement 346,11.00,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1f110c41a9f25d3393c87a615d6ec90f1f110c41a9f25d3393c87a615d6ec90f
347,LLE000347,27,14,Orion LaborLeaveEntitlement 347,12.00,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2286b5dffdb5a249f6fdf6f2248b874b2286b5dffdb5a249f6fdf6f2248b874
348,LLE000348,32,5,Orion LaborLeaveEntitlement 348,13.00,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd1aa837539c5601924741db9c37f1bffd1aa837539c5601924741db9c37f1bf
349,LLE000349,13,7,Liberty LaborLeaveEntitlement 349,14.00,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cba3a1d2c3a51899b096181b39373878cba3a1d2c3a51899b096181b3937387
350,LLE000350,25,2,Harbor LaborLeaveEntitlement 350,15.00,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d161017538e5174baede7f0ad1c5ac77d161017538e5174baede7f0ad1c5ac7
351,LLE000351,10,8,Evergreen LaborLeaveEntitlement 351,16.00,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e927d7568675a1f899699a5ffcb34d73e927d7568675a1f899699a5ffcb34d7
352,LLE000352,10,16,Evergreen LaborLeaveEntitlement 352,17.00,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03bbf31dd32758288e2d850695aa06f003bbf31dd32758288e2d850695aa06f0
353,LLE000353,18,18,Junction LaborLeaveEntitlement 353,18.00,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf51ae413a7c53cd8cf5739d01f662d8cf51ae413a7c53cd8cf5739d01f662d8
354,LLE000354,5,18,Quartz LaborLeaveEntitlement 354,19.00,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27cffbb0f3065fbf96504fbc55a5c6d127cffbb0f3065fbf96504fbc55a5c6d1
355,LLE000355,30,9,Northstar LaborLeaveEntitlement 355,20.00,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4cb4b71c0f835d02bd15ee729c5653a24cb4b71c0f835d02bd15ee729c5653a2
356,LLE000356,25,4,Atlas LaborLeaveEntitlement 356,21.00,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1984ae2313115b58a69392e311d9a6791984ae2313115b58a69392e311d9a679
357,LLE000357,12,3,Ion LaborLeaveEntitlement 357,22.00,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97305532a4c45781921bedf042a68fea97305532a4c45781921bedf042a68fea
358,LLE000358,31,12,Meridian LaborLeaveEntitlement 358,23.00,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,901f2540ac9f54ca8a16337049efb7f0901f2540ac9f54ca8a16337049efb7f0
359,LLE000359,1,12,Summit LaborLeaveEntitlement 359,24.00,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14f455dee41b5f2c8ef5f5640bda00ec14f455dee41b5f2c8ef5f5640bda00ec
360,LLE000360,27,15,Orion LaborLeaveEntitlement 360,1.00,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb4ce04ea7d25450b76fb119ca51ad28bb4ce04ea7d25450b76fb119ca51ad28
361,LLE000361,11,9,Beacon LaborLeaveEntitlement 361,2.00,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aa257d1eeef65713a2e1ceff329eb5abaa257d1eeef65713a2e1ceff329eb5ab
362,LLE000362,33,9,Keystone LaborLeaveEntitlement 362,3.00,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a0b43412c2257a59718f9701e55c54d1a0b43412c2257a59718f9701e55c54d
363,LLE000363,27,8,Willow LaborLeaveEntitlement 363,4.00,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,975dd1bd6fc05d34aae9f0d5434c6d97975dd1bd6fc05d34aae9f0d5434c6d97
364,LLE000364,7,7,Meridian LaborLeaveEntitlement 364,5.00,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b7e59a451aa5976b114af9211654a743b7e59a451aa5976b114af9211654a74
365,LLE000365,1,9,Titan LaborLeaveEntitlement 365,6.00,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de832c5b9af350fc8e1697bfbd9bb5ccde832c5b9af350fc8e1697bfbd9bb5cc
366,LLE000366,4,16,Keystone LaborLeaveEntitlement 366,7.00,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36b958c2ed105725904de361d421ef6836b958c2ed105725904de361d421ef68
367,LLE000367,4,9,Vertex LaborLeaveEntitlement 367,8.00,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cf477b18c5a583889f059a5fc6859c32cf477b18c5a583889f059a5fc6859c3
368,LLE000368,33,3,Junction LaborLeaveEntitlement 368,9.00,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1cb757c758054b6890a18a08b6bfe73d1cb757c758054b6890a18a08b6bfe73
369,LLE000369,9,4,Forge LaborLeaveEntitlement 369,10.00,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6e75e2772422538f9df2a89b4207444f6e75e2772422538f9df2a89b4207444f
370,LLE000370,6,2,Cedar LaborLeaveEntitlement 370,11.00,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1656b0e446525e1b9df598624524e4871656b0e446525e1b9df598624524e487
371,LLE000371,20,3,Quartz LaborLeaveEntitlement 371,12.00,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7649c9d8520e522cbc924fac6ece02ba7649c9d8520e522cbc924fac6ece02ba
372,LLE000372,28,1,Keystone LaborLeaveEntitlement 372,13.00,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80bacb2eaf6a565f8975952103f60a6780bacb2eaf6a565f8975952103f60a67
373,LLE000373,12,7,Delta LaborLeaveEntitlement 373,14.00,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e7efa66510a5c6783c494d5220ba8f43e7efa66510a5c6783c494d5220ba8f4
374,LLE000374,23,14,Cedar LaborLeaveEntitlement 374,15.00,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a30a6c5baf752cdaa53d074e464f8264a30a6c5baf752cdaa53d074e464f826
375,LLE000375,21,14,Delta LaborLeaveEntitlement 375,16.00,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06fb9474d4d051e2a742f953bf267c0206fb9474d4d051e2a742f953bf267c02
376,LLE000376,9,6,Quartz LaborLeaveEntitlement 376,17.00,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ec84c38f17e5d73bd45c723c1170baf8ec84c38f17e5d73bd45c723c1170baf
377,LLE000377,32,17,Riverton LaborLeaveEntitlement 377,18.00,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c4253fee13557f39d408d3bed17f5d02c4253fee13557f39d408d3bed17f5d0
378,LLE000378,26,1,Ion LaborLeaveEntitlement 378,19.00,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9545f495585c5621b2ffb8c908d9855d9545f495585c5621b2ffb8c908d9855d
379,LLE000379,20,8,Evergreen LaborLeaveEntitlement 379,20.00,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea626028f2d2566591a112e222c2ecb1ea626028f2d2566591a112e222c2ecb1
380,LLE000380,30,15,Cedar LaborLeaveEntitlement 380,21.00,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf86ae0cfa8d55acae3d4b739544ead1cf86ae0cfa8d55acae3d4b739544ead1
381,LLE000381,6,9,Orion LaborLeaveEntitlement 381,22.00,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62506aacb9c959d0b99d2892318a23d762506aacb9c959d0b99d2892318a23d7
382,LLE000382,32,7,Delta LaborLeaveEntitlement 382,23.00,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f63f4681e32b55eba9fc969e4bd8153ff63f4681e32b55eba9fc969e4bd8153f
383,LLE000383,5,11,Titan LaborLeaveEntitlement 383,24.00,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b43f951d526551119622bba564b1ebb9b43f951d526551119622bba564b1ebb9
384,LLE000384,8,4,Junction LaborLeaveEntitlement 384,1.00,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a1261126ca75cea823dcb1e1da233804a1261126ca75cea823dcb1e1da23380
385,LLE000385,10,12,Willow LaborLeaveEntitlement 385,2.00,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e39bafe22c1552e88d37d67e908f9f0be39bafe22c1552e88d37d67e908f9f0b
386,LLE000386,18,15,Orion LaborLeaveEntitlement 386,3.00,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,728b0d9e706a5ac19df5d0e865095954728b0d9e706a5ac19df5d0e865095954
387,LLE000387,3,6,Evergreen LaborLeaveEntitlement 387,4.00,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2cdc4735ce657888988853124051284f2cdc4735ce657888988853124051284
388,LLE000388,17,9,Titan LaborLeaveEntitlement 388,5.00,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38874ee9292859e88b17b924fc7aab9238874ee9292859e88b17b924fc7aab92
389,LLE000389,13,5,Evergreen LaborLeaveEntitlement 389,6.00,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ffc3454d3ab85ee7bdeb74717d4ad09affc3454d3ab85ee7bdeb74717d4ad09a
390,LLE000390,7,2,Summit LaborLeaveEntitlement 390,7.00,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,472ea2fc3a1e547daff4988179023250472ea2fc3a1e547daff4988179023250
391,LLE000391,11,17,Harbor LaborLeaveEntitlement 391,8.00,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,371b2cd0e86557cbbec8d8a5bba2f962371b2cd0e86557cbbec8d8a5bba2f962
392,LLE000392,1,13,Willow LaborLeaveEntitlement 392,9.00,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,638709a61e78519da6f0cf13f7435d1e638709a61e78519da6f0cf13f7435d1e
393,LLE000393,3,6,Meridian LaborLeaveEntitlement 393,10.00,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8de71db15b2d54deb5ba45ef17b190a88de71db15b2d54deb5ba45ef17b190a8
394,LLE000394,10,9,Liberty LaborLeaveEntitlement 394,11.00,11.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,708ced5a925e5abaac8032658865045a708ced5a925e5abaac8032658865045a
395,LLE000395,30,7,Summit LaborLeaveEntitlement 395,12.00,12.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0318c4ea0ec7568186b934fe65128c800318c4ea0ec7568186b934fe65128c80
396,LLE000396,12,12,Evergreen LaborLeaveEntitlement 396,13.00,13.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d49ed825d40955f78c5ee148d73fd2a4d49ed825d40955f78c5ee148d73fd2a4
397,LLE000397,18,8,Forge LaborLeaveEntitlement 397,14.00,14.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cba2b72af615bb0af617ecc803983ea1cba2b72af615bb0af617ecc803983ea
398,LLE000398,33,8,Titan LaborLeaveEntitlement 398,15.00,15.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,975c90687ece5e848ef5f5f044188b21975c90687ece5e848ef5f5f044188b21
399,LLE000399,15,15,Willow LaborLeaveEntitlement 399,16.00,16.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7626300a9b154f89b2eed654af92069d7626300a9b154f89b2eed654af92069
400,LLE000400,18,10,Summit LaborLeaveEntitlement 400,17.00,17.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9451666f67f85e2f8be0c40b911301049451666f67f85e2f8be0c40b91130104
401,LLE000401,26,16,Zenith LaborLeaveEntitlement 401,18.00,18.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cdc5e4c3468f50fba07bb2773732f6e5cdc5e4c3468f50fba07bb2773732f6e5
402,LLE000402,6,12,Zenith LaborLeaveEntitlement 402,19.00,19.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d6a3e961db085d248918214a8be6e319d6a3e961db085d248918214a8be6e319
403,LLE000403,6,17,Unity LaborLeaveEntitlement 403,20.00,20.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c56137444b5f52cdb8b08d2cd4facd9fc56137444b5f52cdb8b08d2cd4facd9f
404,LLE000404,7,8,Orion LaborLeaveEntitlement 404,21.00,21.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e15d8e7ca1e2516b92c476f857a86f31e15d8e7ca1e2516b92c476f857a86f31
405,LLE000405,29,16,Junction LaborLeaveEntitlement 405,22.00,22.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,08764a28561f538bb324e4491ff4f05408764a28561f538bb324e4491ff4f054
406,LLE000406,32,6,Northstar LaborLeaveEntitlement 406,23.00,23.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07d622bd350e5bbab47a24685ee0a5cd07d622bd350e5bbab47a24685ee0a5cd
407,LLE000407,21,5,Quartz LaborLeaveEntitlement 407,24.00,24.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,be964ef42c065a1da42ca16322c7950ebe964ef42c065a1da42ca16322c7950e
408,LLE000408,32,10,Junction LaborLeaveEntitlement 408,1.00,1.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea31388c647b51c7bb46d9c18fe6ff14ea31388c647b51c7bb46d9c18fe6ff14
409,LLE000409,34,15,Summit LaborLeaveEntitlement 409,2.00,2.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbcc8b904f435ec4b74157b6ba11b54dfbcc8b904f435ec4b74157b6ba11b54d
410,LLE000410,24,7,Orion LaborLeaveEntitlement 410,3.00,3.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92107aa78d5f54bd94a25c0f8d55db5b92107aa78d5f54bd94a25c0f8d55db5b
411,LLE000411,6,14,Orion LaborLeaveEntitlement 411,4.00,4.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3c2790c0a59a51bebc4524e1c67ced6a3c2790c0a59a51bebc4524e1c67ced6a
412,LLE000412,10,2,Beacon LaborLeaveEntitlement 412,5.00,5.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8379a2d0e9d5a7abad5e222b6550013b8379a2d0e9d5a7abad5e222b6550013
413,LLE000413,31,12,Junction LaborLeaveEntitlement 413,6.00,6.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bfad8dd64692571d83b5e3a5934e9fc9bfad8dd64692571d83b5e3a5934e9fc9
414,LLE000414,15,8,Meridian LaborLeaveEntitlement 414,7.00,7.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,42459fe170835c2e96cb2439f421037c42459fe170835c2e96cb2439f421037c
415,LLE000415,22,18,Meridian LaborLeaveEntitlement 415,8.00,8.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,552699d44f0f59839aa4186862804099552699d44f0f59839aa4186862804099
416,LLE000416,9,6,Cedar LaborLeaveEntitlement 416,9.00,9.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d0896c7137b5b519faec624308374994d0896c7137b5b519faec62430837499
417,LLE000417,20,9,Granite LaborLeaveEntitlement 417,10.00,10.00,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9fd34a72abd5183a09c0405c967f640a9fd34a72abd5183a09c0405c967f640
